word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
o(,ὁ,article,d',δέ,particle,eu)qu\s,εὐθύς,adverb,w(s,ὡς,conjunction,h)/kousen,ἀκούω,verb,ou),οὐ,adverb,cunei\s,συνίημι,verb,do/lon,δόλος,noun,*(/ellhnos,Ἕλλην,proper,a)ndro\s,ἀνήρ,noun,ou)de\,οὐδέ,particle,to\n,ὁ,article,qew=n,θέα,noun,fqo/non,φθόνος,noun,pa=sin,πᾶς,adjective,profwnei=,προφωνέω,verb,to/nde,ὅδε,pronoun,naua/rxois,ναύαρχος,noun,lo/gon,λόγος,noun,eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,fle/gwn,φλέγω,verb,a)kti=sin,ἀκτίς,adjective,h(/lios,ἥλιος,noun,xqo/na,χθών,noun,lh/ch|,λαγχάνω,verb,kne/fas,κνέφας,noun,de\,δέ,particle,te/menos,τέμενος,noun,ai)qe/ros,αἰθήρ,noun,la/bh|,λαμβάνω,verb,ta/cai,τάσσω,verb,new=n,ναός,noun,sti=fos,στῖφος,noun,me\n,μέν,particle,e)n,ἐν,preposition,stoi/xois,στοῖχος,noun,trisi\n,τρεῖς,noun,e)/kplous,ἔκπλοος,noun,fula/ssein,φυλάσσω,verb,kai\,καί,conjunction,po/rous,πόρος,noun,a(lirro/qous,ἁλίρροθος,adjective,a)/llas,ἄλλος,adjective,de\,δέ,particle,ku/klw|,κύκλος,noun,nh=son,νῆσος,noun,*ai)/antos,Αἴας,proper,pe/ric,πέριξ,preposition,,,,,,,,,
w(s,ὡς,conjunction,ei),εἰ,conjunction,mo/ron,μόρον,noun,feucoi/aq',φεύγω,verb,*(/ellhnes,Ἕλλην,proper,kako/n,κακός,adjective,nausi\n,ναῦς,noun,krufai/ws,κρυφαῖος,adjective,drasmo\n,δρασμός,noun,eu(ro/ntes,εὑρίσκω,verb,tina/,τις,pronoun,pa=sin,πᾶς,adjective,ste/resqai,στέρομαι,verb,krato\s,κράς,verb,h)=n,εἰμί,verb,prokei/menon,πρόκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosau=t',τοσοῦτος,adjective,e)/lece,λέγω,verb,ka/rq',κάρτα,adverb,u(p',ὑπό,preposition,eu)qu/mou,εὔθυμος,adjective,freno/s,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,to\,ὁ,article,me/llon,μέλλω,verb,e)k,ἐκ,preposition,qew=n,θέα,noun,h)pi/stato,ἐπίσταμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,a)ko/smws,ἄκοσμος,adjective,a)lla\,ἀλλά,adverb,peiqa/rxw|,πείθαρχος,adjective,freni\,φρήν,noun,dei=pno/n,δεῖπνον,noun,t',τε,particle,e)porsu/nonto,πορσύνω,verb,nauba/ths,ναυβάτης,noun,t',τε,particle,a)nh\r,ἀνήρ,noun,tropou=to,τροπόω,verb,kw/phn,κώπη,noun,skalmo\n,σκαλμός,noun,a)mf',ἀμφί,preposition,eu)h/retmon,εὐήρετμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,fe/ggos,φέγγος,noun,h(li/ou,ἥλιος,noun,kate/fqito,καταφθίνω,verb,kai\,καί,conjunction,nu\c,νύξ,adjective,e)ph/|ei,ἔπειμι,verb,pa=s,πᾶς,adjective,a)nh\r,ἀνήρ,noun,kw/phs,κωπάω,verb,a)/nac,ἄναξ,noun,e)s,εἰς,preposition,nau=n,ναῦς,noun,e)xw/rei,χωρέω,verb,pa=s,πᾶς,adjective,q',τε,particle,o(/plwn,ὅπλον,noun,e)pista/ths,ἐπιστάτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/cis,τάξις,noun,de\,δέ,particle,ta/cin,τάξις,noun,pareka/lei,παρακαλέω,verb,new\s,ναός,noun,makra=s,μακρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ple/ousi,πλέω,verb,d',δέ,particle,w(s,ὡς,conjunction,e(/kastos,ἕκαστος,adjective,h)=n,εἰμί,verb,tetagme/nos,τάσσω,verb,kai\,καί,conjunction,pa/nnuxoi,πάννυχος,adjective,dh\,δή,particle,dia/ploon,διάπλοος,adjective,kaqi/stasan,καθίστημι,verb,naw=n,ναός,noun,a)/naktes,ἄναξ,noun,pa/nta,πᾶς,adjective,nautiko\n,ναυτικός,adjective,lew/n,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu\c,νύξ,adjective,e)xw/rei,χωρέω,verb,kou),οὐ,adverb,ma/l',μάλα,adverb,*(ellh/nwn,Ἕλλην,proper,strato\s,στρατός,noun,krufai=on,κρυφαῖος,adjective,e)/kploun,ἐκπλέω,verb,ou)damh=|,οὐδαμῇ,adverb,kaqi/stato,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei/,ἐπεί,conjunction,ge,γε,particle,me/ntoi,μέντοι,particle,leuko/pwlos,λευκόπωλος,adjective,h(me/ra,ἡμέρα,noun,pa=san,πᾶς,adjective,kate/sxe,κατέχω,verb,gai=an,γαῖα,noun,eu)feggh\s,εὐφεγγής,adjective,i)dei=n,εἶδον,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,h)xh=|,ἠχή,noun,ke/lados,κέλαδος,noun,*(ellh/nwn,Ἕλλην,proper,pa/ra,παρά,preposition,molphdo\n,μολπηδόν,adverb,hu)fh/mhsen,,,o)/rqion,ὄρθιος,adjective,d',δέ,particle,a(/ma,ἅμα,adverb,a)nthla/lace,ἀνταλαλάζω,verb,nhsiw/tidos,νησιώτης,noun,pe/tras,πέτρα,noun,h)xw/,ἠχώ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/bos,φόβος,noun,de\,δέ,particle,pa=si,πᾶς,adjective,barba/rois,βάρβαρος,adjective,parh=n,πάρειμι,verb,gnw/mhs,γνώμη,noun,a)posfalei=sin,ἀποσφάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,w(s,ὡς,conjunction,fugh=|,φυγή,noun,paia=n',Παιάν,proper,e)fu/mnoun,ἐφυμνέω,verb,semno\n,σεμνός,adjective,*(/ellhnes,Ἕλλην,proper,to/te,τότε,adverb,a)ll',ἀλλά,adverb,e)s,εἰς,preposition,ma/xhn,μάχη,noun,o(rmw=ntes,ὁρμάω,verb,eu)yu/xw|,εὔψυχος,adjective,qra/sei,θράσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa/lpigc,σάλπιγξ,noun,d',δέ,particle,a)u+th=|,ἀυτή,noun,pa/nt',πᾶς,adjective,e)kei=n',ἐκεῖνος,pronoun,e)pe/flegen,ἐπιφλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qu\s,εὐθύς,adverb,de\,δέ,particle,kw/phs,κώπη,noun,r(oqia/dos,ῥοθιάς,noun,cunembolh=|,ἐναντιβολέω,verb,e)/paisan,ἐπαείδω,verb,a(/lmhn,ἅλμη,noun,bru/xion,βρύχιος,adjective,e)k,ἐκ,preposition,keleu/matos,κέλευμα,noun,qow=s,θοός,adjective,de\,δέ,particle,pa/ntes,πᾶς,adjective,h)=san,εἰμί,verb,e)kfanei=s,ἐκφανής,adverb,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,decio\n,δεξιός,adjective,me\n,μέν,particle,prw=ton,πρότερος,adjective,eu)ta/ktws,εὔτακτος,adjective,ke/ras,κέρας,noun,h(gei=to,ἁγέομαι,verb,ko/smw|,κόσμος,noun,deu/teron,δεύτερος,adjective,d',δέ,particle,o(,ὁ,article,pa=s,πᾶς,adjective,sto/los,στόλος,noun,e)pecexw/rei,ἐπεκχωρέω,verb,kai\,καί,conjunction,parh=n,πάρειμι,verb,o(mou=,ὁμοῦ,adverb,klu/ein,κλύω,verb,pollh\n,πολύς,adjective,boh/n,βοή,noun,w)=,ὦ,interjection,pai=des,παῖς,adjective,*(ellh/nwn,Ἕλλην,proper,i)/te,εἶμι,verb,e)leuqerou=te,ἐλευθερόω,verb,patri/d',πατρίς,adjective,e)leuqerou=te,ἐλευθερόω,verb,de\,δέ,particle,pai=das,παῖς,adjective,gunai=kas,γυνή,noun,qew=n,θέα,noun,te/,τε,particle,patrw/|wn,πατρῷος,adjective,e(/dh,ἕδος,noun,qh/kas,θήκη,noun,te,τε,particle,progo/nwn,πρόγονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,u(pe\r,ὑπέρ,preposition,pa/ntwn,πᾶς,adjective,a)gw/n,ἀγών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,*persi/dos,Περσίς,proper,glw/sshs,γλῶσσα,noun,r(o/qos,ῥόθος,noun,u(phnti/aze,ὑπαντιάζω,verb,kou)ke/t',οὐκέτι,adverb,h)=n,εἰμί,verb,me/llein,μέλλω,verb,a)kmh/,ἀκμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qu\s,εὐθύς,adverb,de\,δέ,particle,nau=s,ναῦς,noun,e)n,ἐν,preposition,nhi\,ναῦς,noun,xalkh/rh,χαλκήρης,adjective,sto/lon,στόλος,noun,e)/paisen,ἐπαείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=rce,ἄρχω,verb,d',δέ,particle,e)mbolh=s,ἐμβολεύς,noun,*(ellhnikh\,Ἑλληνικός,adjective,nau=s,ναῦς,noun,ka)poqrau/ei,ἀποθραύω,verb,pa/nta,πᾶς,adjective,*foini/sshs,Φοῖνιξ,proper,new\s,ναός,noun,ko/rumb',κόρυμβος,noun,e)p',ἐπί,preposition,a)/llhn,ἄλλος,adjective,d',δέ,particle,a)/llos,ἄλλος,adjective,hu)/qunen,εὐθύνω,verb,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,prw=ta,πρότερος,adjective,me/n,μέν,particle,nun,νῦν,adverb,r(eu=ma,ῥεῦμα,noun,*persikou=,Περσικός,adjective,stratou=,στρατός,noun,a)ntei=xen,ἀντέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,plh=qos,πλῆθος,noun,e)n,ἐν,preposition,stenw=|,στενός,adjective,new=n,ναός,noun,h)/qroist',ἀθροίζω,verb,a)rwgh\,ἀρωγή,adjective,d',δέ,particle,ou)/tis,οὔτις,pronoun,a)llh/lois,ἀλλήλων,pronoun,parh=n,πάρειμι,verb,au)toi\,αὐτός,pronoun,d',δέ,particle,u(f',ὑπό,preposition,au(tw=n,ἑαυτοῦ,pronoun,e)mbo/lois,ἔμβολον,noun,xalkosto/mois,χαλκόστομος,adjective,pai/ont',παίω,verb,e)/qrauon,θραύω,verb,pa/nta,πᾶς,adjective,kwph/rh,κωπήρης,adjective,sto/lon,στόλος,noun,*(ellhnikai/,Ἑλληνικός,adjective,te,τε,particle,nh=es,ναῦς,noun,ou)k,οὐ,adverb,a)frasmo/nws,ἀφράδμων,adverb,ku/klw|,κύκλος,noun,pe/ric,πέριξ,preposition,e)/qeinon,θείνω,verb,u(ptiou=to,ὑπτιόομαι,verb,de\,δέ,particle,ska/fh,σκάφη,noun,new=n,ναός,noun,qa/lassa,θάλασσα,noun,d',δέ,particle,ou)ke/t',οὐκέτι,adverb,h)=n,εἰμί,verb,i)dei=n,εἶδον,verb,nauagi/wn,ναυάγιον,noun,plh/qousa,πλήθω,verb,kai\,καί,conjunction,fo/nou,φόνος,noun,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,
a)ktai\,ἀκτή,noun,de\,δέ,particle,nekrw=n,νεκρός,noun,xoira/des,χοιράς,noun,t',τε,particle,e)plh/quon,πληθύω,verb,fugh=|,φυγή,noun,d',δέ,particle,a)ko/smw|,ἄκοσμος,adjective,pa=sa,πᾶς,adjective,nau=s,ναῦς,noun,h)re/sseto,ἐρέσσω,verb,o(/saiper,ὅσος,adjective,h)=san,εἰμί,verb,barba/rou,βάρβαρος,adjective,strateu/matos,στράτευμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,w(/ste,ὥστε,conjunction,qu/nnous,θύννος,noun,h)/,ἠέ,conjunction,tin',τις,pronoun,i)xqu/wn,ἰχθύς,noun,bo/lon,βόλος,noun,a)gai=si,ἀγή,noun,kwpw=n,κώπη,noun,qrau/masi/n,θραῦμα,noun,t',τε,particle,e)reipi/wn,ἐρείπιον,noun,e)/paion,παίω,verb,e)rra/xizon,ῥαχίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)mwgh\,οἰμωγή,noun,d',δέ,particle,o(mou=,ὁμοῦ,adverb,kwku/masin,κώκυμα,noun,katei=xe,κατέχω,verb,pelagi/an,πελάγιος,adjective,a(/la,ἅλς,adjective,e(/ws,ἕως,conjunction,kelainh=s,κελαινός,adjective,nukto\s,νύξ,adjective,o)/mm',ὄμμα,noun,a)fei/leto,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakw=n,κακός,adjective,de\,δέ,particle,plh=qos,πλῆθος,noun,ou)d',οὐδέ,particle,a)\n,ἄν,particle,ei),εἰ,conjunction,de/k',δέκα,verb,h)/mata,ἦμαρ,noun,stoixhgoroi/hn,στοιχηγορέω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)kplh/saimi/,ἐκπίμπλημι,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,ga\r,γάρ,particle,to/d',ὅδε,pronoun,i)/sqi,εἰμί,verb,mhda/m',μηδαμός,adverb,h(me/ra|,ἡμέρα,noun,mia=|,εἷς,adjective,plh=qos,πλῆθος,noun,tosouta/riqmon,τοσουτάριθμος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,kakw=n,κακός,adjective,dh\,δή,particle,pe/lagos,πέλαγος,noun,e)/rrwgen,ῥήγνυμι,verb,me/ga,μέγας,adverb,*pe/rsais,Πέρσης,proper,te,τε,particle,kai\,καί,conjunction,pro/panti,πρόπας,adjective,barba/rwn,βάρβαρος,adjective,ge/nei,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,nun,νῦν,adverb,to/d',ὅδε,pronoun,i)/sqi,εἰμί,verb,mhde/pw,μηδέπω,adverb,mesou=n,μεσόω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/d',τοιόσδε,adjective,e)p',ἐπί,preposition,au)toi=s,αὐτός,pronoun,h)=lqe,ἔρχομαι,verb,sumfora\,συμφορά,noun,pa/qous,πάθος,adjective,w(s,ὡς,conjunction,toi=sde,ὅδε,pronoun,kai\,καί,conjunction,di\s,δίς,adverb,a)ntishkw=sai,ἀντισηκόω,verb,r(oph=|,ῥοπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/s,τίς,pronoun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,th=sd',ὅδε,pronoun,e)/t',ἔτι,adverb,e)xqi/wn,ἔχθος,noun,tu/xh,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/con,λέγω,verb,ti/n',τίς,pronoun,au)=,αὖ,interjection,fh\s,φημί,verb,th/nde,ὅδε,pronoun,sumfora\n,συμφορά,noun,stratw=|,στρατός,noun,e)lqei=n,ἔρχομαι,verb,kakw=n,κακός,adjective,r(e/pousan,ῥέπω,verb,e)s,εἰς,preposition,ta\,ὁ,article,ma/ssona,μάσσων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*persw=n,Πέρσης,proper,o(/soiper,ὅσος,adjective,h)=san,εἰμί,verb,a)kmai=oi,ἀκμαῖος,adjective,fu/sin,φύσις,noun,yuxh/n,ψυχή,noun,t',τε,particle,a)/ristoi,ἄριστος,adjective,keu)ge/neian,εὐγένεια,noun,e)kprepei=s,ἐκπρεπής,adverb,au)tw=|,αὐτός,pronoun,t',τε,particle,a)/nakti,ἄναξ,noun,pi/stin,πίστις,noun,e)n,ἐν,preposition,prw/tois,πρότερος,adjective,a)ei/,ἀεί,adverb,teqna=sin,θνήσκω,verb,ai)sxrw=s,αἰσχρός,adjective,duskleesta/tw|,δυσκλεής,adverb,mo/rw|,μόρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)\,οἰ,interjection,'gw\,ἀγός,noun,ta/laina,τάλας,adjective,sumfora=s,συμφορά,noun,kakh=s,κακός,adjective,fi/loi,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi/w|,ποῖος,adjective,mo/rw|,μόρον,noun,de\,δέ,particle,tou/sde,ὅδε,pronoun,fh\s,φημί,verb,o)lwle/nai,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh=so/s,νῆσος,noun,tis,τις,pronoun,e)/sti,εἰμί,verb,pro/sqe,πρόσθεν,adverb,*salami=nos,Σαλαμίς,proper,to/pwn,τόπος,noun,baia/,βαιός,adjective,du/sormos,δύσορμος,adjective,nausi/n,ναῦς,noun,h(\n,ὅς,pronoun,o(,ὁ,article,filo/xoros,φιλόχορος,adjective,*pa\n,Πάν,proper,e)mbateu/ei,ἐμβατεύω,verb,ponti/as,πόντιος,adjective,a)kth=s,ἀκτέα,noun,e)/pi,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
