word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS
kai\,καί,conjunction,to\,ὁ,article,deino\n,δεινός,adjective,e)gi/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/etuxon,τυγχάνω,verb,me\n,μέν,particle,e)n,ἐν,preposition,*(ro/dw|,,,peiratai\,πειρατής,noun,parormou=ntes,παρορμάω,verb,au)toi=s,αὐτός,pronoun,*foi/nikes,Φοῖνιξ,proper,to\,ὁ,article,ge/nos,γένος,noun,e)n,ἐν,preposition,trih/rei,τριήρης,noun,mega/lh|,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parw/rmoun,παρορμάω,verb,de\,δέ,particle,w(s,ὡς,conjunction,forti/on,φορτίον,noun,e)/xontes,ἔχω,verb,kai\,καί,conjunction,polloi\,πολύς,adjective,kai\,καί,conjunction,gennikoi/,γεννικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(=toi,οὗτος,pronoun,katememaqh/kesan,,,th=|,ὁ,article,nhi\,ναῦς,noun,o(/ti,ὅστις,pronoun,xruso\s,χρυσός,noun,kai\,καί,conjunction,a)/rguros,ἄργυρος,noun,kai\,καί,conjunction,a)ndra/poda,ἀνδράποδον,noun,polla\,πολύς,adjective,kai\,καί,conjunction,ti/mia,τίμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*die/gnwsan,διαγιγνώσκω,verb,ou)=n,οὖν,particle,e)piqe/menoi,ἐπιτίθημι,verb,tou\s,ὁ,article,me\n,μέν,particle,a)ntimaxome/nous,ἀντιμάχομαι,verb,a)poktinnu/ein,ἀποκτείνω,verb,tou\s,ὁ,article,de\,δέ,particle,a)/llous,ἄλλος,adjective,a)/gein,ἄγω,verb,ei)s,εἰς,preposition,*foini/khn,Φοινίκη,proper,praqhsome/nous,πιπράσκω,verb,kai\,καί,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katefro/noun,καταφρονέω,verb,de\,δέ,particle,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)cioma/xwn,ἀξιόμαχος,adjective,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tw=n,ὁ,article,de\,δέ,particle,peiratw=n,πειρατής,noun,o(,ὁ,article,e)/carxos,ἔξαρχος,noun,*ko/rumbos,κόρυμβος,noun,e)kalei=to,καλέω,verb,neani/as,νεανίης,noun,o)fqh=nai,ὁράω,verb,me/gas,μέγας,adverb,fobero\s,φοβερός,adjective,to\,ὁ,article,ble/mma,βλέμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/mh,κόμη,noun,h)=n,εἰμί,verb,au)tw=|,αὐτός,pronoun,au)xmhra\,αὐχμηρός,adjective,kaqeime/nh,καθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ws,ὡς,conjunction,de\,δέ,particle,tau=ta,οὗτος,pronoun,oi(,ὁ,article,peiratai\,πειρατής,noun,e)bouleu/santo,βουλεύω,verb,ta\,ὁ,article,me\n,μέν,particle,prw=ta,πρότερος,adjective,pare/pleon,παραπλέω,verb,h(suxh=,ἡσυχῆ,adverb,toi=s,ὁ,article,peri\,περί,preposition,*(abroko/mhn,ἁβροκόμης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teleutai=on,τελευταῖος,adjective,de\,δέ,particle,(h)=n,εἰμί,verb,me\n,μέν,particle,peri\,περί,preposition,me/son,μέσος,adjective,h(me/ras,ἡμέρα,noun,e)/keinto,κεῖμαι,verb,de\,δέ,particle,pa/ntes,πᾶς,adjective,oi(,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,nhi\,ναῦς,noun,u(po\,ὑπό,preposition,me/qhs,μέθη,noun,kai\,καί,conjunction,r(a|qumi/as,ῥαθυμία,noun,oi(,ὁ,article,me\n,μέν,particle,kaqeu/dontes,καθεύδω,verb,oi(,ὁ,article,de\,δέ,particle,a)lu/ontes),ἀλύω,verb,e)fi/stantai,ἐφίστημι,verb,de\,δέ,particle,au)toi=s,αὐτός,pronoun,oi(,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*ko/rumbon,κόρυμβος,noun,e)launome/nh|,ἐλαύνω,verb,th=|,ὁ,article,nhi\,ναῦς,noun,su\n,σύν,preposition,o)cu/thti,ὀξύτης,noun,pollh=|,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ws,ὡς,conjunction,de\,δέ,particle,plhsi/on,πλησίος,adjective,e)ge/nonto,γίγνομαι,verb,a)neph/dhsan,ἀναπηδάω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,nau=n,ναῦς,noun,w(plisme/noi,ὁπλίζω,verb,ta\,ὁ,article,ci/fh,ξίφος,noun,gumna\,γυμνάς,adjective,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)ntau=qa,ἐνταῦθα,adverb,oi(,ἕ,pronoun,me\n,μέν,particle,e)rri/ptoun,ῥίπτω,verb,e(autou\s,ἑαυτοῦ,pronoun,u(p),ὑπό,preposition,e)kplh/cews,ἔκπληξις,noun,ei)s,εἰς,preposition,th\n,ὁ,article,qa/lattan,θάλασσα,noun,kai\,καί,conjunction,a)pw/llunto,ἀπόλλυμι,verb,oi(,ὁ,article,de\,δέ,particle,a)mu/nesqai,ἀμύνω,verb,qe/lontes,ἐθέλω,verb,a)pesfa/zonto,ἀποσφάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,*(abroko/mhs,ἁβροκόμης,noun,kai\,καί,conjunction,h(,ὁ,article,*)/anqeia,Ἄνθεια,proper,prostre/xousi,προστρέχω,verb,tw=|,ὁ,article,*koru/mbw|,κόρυμβος,noun,tw=|,ὁ,article,peirath=|,πειρατής,noun,kai\,καί,conjunction,labo/menoi,λαμβάνω,verb,tw=n,ὁ,article,gona/twn,γόνυ,noun,au)tou=,αὐτός,pronoun,ta\,ὁ,article,me\n,μέν,particle,xrh/mata,χρῆμα,adjective,e)/fasan,φημί,verb,w)=,ὦ,interjection,de/spota,δεσπότης,adjective,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,oi)ke/tas,οἰκέτης,noun,e)/xe,ἔχω,verb,fei=sai,φείδομαι,verb,de\,δέ,particle,th=s,ὁ,article,yuxh=s,ψυχή,noun,kai\,καί,conjunction,mhke/ti,μηκέτι,adverb,fo/neue,φονεύω,verb,tou\s,ὁ,article,e(ko/ntas,ἑκών,adjective,u(poxeiri/ous,ὑποχείριος,adjective,soi,σύ,pronoun,genome/nous,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,pro\s,πρός,preposition,au)th=s,αὐτός,pronoun,qala/sshs,θάλασσα,noun,mh\,μή,conjunction,pro\s,πρός,preposition,decia=s,δεξιός,adjective,th=s,ὁ,article,sh=s,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gagw\n,ἄγω,verb,de\,δέ,particle,h(ma=s,ἐγώ,pronoun,o(/poi,ὅποι,adverb,qe/leis,ἐθέλω,verb,a)po/dou,ἄφοδος,noun,tou\s,ὁ,article,sou\s,σός,adjective,oi)ke/tas,οἰκέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/non,μόνος,adjective,oi)/kteiron,οἰκτείρω,verb,h(ma=s,ἐγώ,pronoun,u(f),ὑφή,noun,e(ni\,εἷς,adjective,poih/sas,ποιέω,verb,despo/th|,δεσπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)akou/sas,ἀκέω,verb,o(,ὁ,article,*ko/rumbos,κόρυμβος,noun,eu)qu\s,εὐθύς,adverb,me\n,μέν,particle,e)ke/leuse,κελεύω,verb,fei/sasqai,φείδομαι,verb,foneu/ontas,φονεύω,verb,metaqe/menos,μετατίθημι,verb,de\,δέ,particle,ta\,ὁ,article,timiw/tera,τίμιος,adjective,tw=n,ὁ,article,forti/wn,φορτίον,noun,kai\,καί,conjunction,to\n,ὁ,article,*(abroko/mhn,ἁβροκόμης,noun,kai\,καί,conjunction,th\n,ὁ,article,*)/anqeian,Ἄνθεια,proper,a)/llous,ἄλλος,adjective,te,τε,particle,tina\s,τις,pronoun,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,o)li/gous,ὀλίγος,adjective,e)ne/prhse,ἐμπίμπρημι,verb,th\n,ὁ,article,nau=n,ναῦς,noun,kai\,καί,conjunction,oi(,ὁ,article,loipoi\,λοιπός,adjective,pa/ntes,πᾶς,adjective,katefle/xqhsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,pa/ntas,πᾶς,adjective,a)/gein,ἄγω,verb,ou)/te,οὔτε,adverb,e)du/nato,δύναμαι,verb,ou)/te,οὔτε,adverb,a)sfale\s,ἀσφαλής,adjective,e(w/ra,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=hn,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,qe/ama,θέαμα,noun,e)leeino/n,ἐλεεινός,adjective,tw=n,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,th=|,ὁ,article,trih/rei,τριήρης,noun,a)nagome/nwn,ἀνάγω,verb,tw=n,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,nhi\,ναῦς,noun,flegome/nwn,φλέγω,verb,ta\s,ὁ,article,xei=ras,χείρ,noun,e)kteino/ntwn,ἐκτείνω,verb,kai\,καί,conjunction,o)lofurome/nwn,ὀλοφύρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,e)/legon,λέγω,verb,poi=,ποι,adverb,pote,ποτέ,particle,a)xqh/sesqe,ἄγω,verb,despo/tai,δεσπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,u(ma=s,σύ,pronoun,u(pode/cetai,ὑποδέχομαι,verb,gh=,γῆ,noun,kai\,καί,conjunction,ti/na,τίς,pronoun,po/lin,πόλις,adjective,oi)kh/sete,οἰκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,w)=,ὦ,interjection,maka/rioi,μακάριος,adjective,me/llontes,μέλλω,verb,a)poqnh/skein,ἀποθνήσκω,verb,eu)tuxw=s,εὐτυχής,adjective,pro\,πρό,preposition,tou=,ὁ,article,peiraqh=nai,πειράω,verb,desmw=n,δέσμη,noun,pro\,πρό,preposition,tou=,ὁ,article,doulei/an,δουλεία,noun,lh|strikh\n,λῃστρικός,adjective,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,οὗτος,pronoun,le/gontes,λέγω,verb,oi(,ὁ,article,me\n,μέν,particle,a)nh/gonto,ἀνάγω,verb,oi(,ὁ,article,de\,δέ,particle,katefle/gonto,καταφλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,ἐν,preposition,tou/tw|,οὗτος,pronoun,de\,δέ,particle,o(,ὁ,article,trofeu\s,τροφεύς,noun,tou=,ὁ,article,*(abroko/mou,ἁβροκόμης,noun,presbu/ths,πρεσβύτης,noun,h)/dh,ἤδη,adverb,semno\s,σεμνός,adjective,i)dei=n,εἶδον,verb,kai\,καί,conjunction,dia\,διά,preposition,to\,ὁ,article,gh=ras,γῆρας,noun,e)leeino/s,ἐλεεινός,adjective,ou)k,οὐ,adverb,e)negkw\n,φέρω,verb,a)nago/menon,ἀνάγω,verb,to\n,ὁ,article,*(abroko/mhn,ἁβροκόμης,noun,r(i/yas,ῥίπτω,verb,e(auto\n,ἑαυτοῦ,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,qa/lassan,θάλασσα,noun,e)nh/xeto,νήχω,verb,w(s,ὡς,conjunction,katalhyo/menos,καταλαμβάνω,verb,th\n,ὁ,article,trih/rh,τριήρης,noun,ti/ni,τίς,pronoun,me,ἐγώ,pronoun,katalei/peis,καταλιμπάνω,verb,te/knon,τέκνον,noun,le/gwn,λέγω,verb,to\n,ὁ,article,ge/ronta,γέρων,noun,to\n,ὁ,article,paidagwgo/n,παιδαγωγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=,ποι,adverb,de\,δέ,particle,a)perxo/menos,ἀπέρχομαι,verb,*(abroko/mh,ἁβροκόμης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,a)po/kteino/n,ἀποκτείνω,verb,me,ἐγώ,pronoun,to\n,ὁ,article,dustuxh=,δυστυχής,adverb,kai\,καί,conjunction,qa/yon,θάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
