word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/66/lemma/@_entry,word/66/lemma/@_POS,word/70/lemma/@_entry,word/70/lemma/@_POS,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS
a)postelei=,o(,ὁ,article,ui(o\s,υἱός,noun,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,tou\s,a)gge/lous,ἄγγελος,noun,au)tou=,ὁ,article,αὐτός,pronoun,kai\,sulle/cousin,e)k,ἐκ,preposition,th=s,ὁ,article,basilei/as,βασιλεία,noun,au)tou=,αὐτός,pronoun,pa/nta,πᾶς,adjective,ta\,ὁ,article,ska/ndala,σκάνδαλον,noun,kai\,καί,conjunction,tou\s,ὁ,article,poiou=ntas,ποιέω,verb,th\n,ὁ,article,a)nomi/an,ἀνομία,noun,kai\,balou=sin,βάλλω,verb,au)tou\s,αὐτός,pronoun,ei)s,th\n,ὁ,article,ka/minon,κάμινος,noun,tou=,puro/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,καί,conjunction,εἰς,preposition,,,,,,,,,,,,,,,ἀποστέλλω,verb,,,συλλέγω,verb,ὁ,article,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,
e)kei=,e)/stai,εἰμί,verb,o(,ὁ,article,klauqmo\s,κλαυθμός,noun,kai\,καί,conjunction,o(,brugmo\s,βρυγμός,noun,tw=n,ὁ,article,ὁ,article,o)do/ntwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀδούς,noun,,,,,,,,,,,,,,,,,,,ἐκεῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to/te,oi(,ὁ,article,di/kaioi,δίκαιος,adjective,e)kla/myousin,ἐκλάμπω,verb,w(s,ὡς,conjunction,o(,h(/lios,ἥλιος,noun,e)n,ὁ,article,ἐν,preposition,th=|,basilei/a|,tou=,ὁ,article,patro\s,πατήρ,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,τότε,adverb,,,βασιλεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,e)/xwn,ἔχω,verb,w)=ta,οὖς,noun,a)koue/tw,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omoi/a,e)sti\n,εἰμί,verb,h(,ὁ,article,basilei/a,βασιλεία,noun,tw=n,ὁ,article,ou)ranw=n,qhsaurw=|,θησαυρός,noun,kekrumme/nw|,οὐρανός,noun,κρύπτω,verb,e)n,tw=|,a)grw=|,ἀγρός,noun,o(\n,ὅς,pronoun,eu(rw\n,εὑρίσκω,verb,a)/nqrwpos,ἄνθρωπος,noun,e)/kruyen,κρύπτω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,th=s,ὁ,article,xara=s,χαρά,noun,au)tou=,αὐτός,pronoun,u(pa/gei,ὑπάγω,verb,kai\,καί,conjunction,pwlei=,o(/sa,ὅσος,adjective,e)/xei,ἔχω,verb,kai\,a)gora/zei,ἀγοράζω,verb,to\n,ὁ,article,a)gro\n,e)kei=non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,πωλέομαι,verb,καί,conjunction,,,,,,,,,,,,,,,ὅμοιος,adjective,,,ὁ,article,ἀγρός,noun,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,
*pa/lin,o(moi/a,ὅμοιος,adjective,e)sti\n,εἰμί,verb,h(,ὁ,article,basilei/a,βασιλεία,noun,tw=n,ou)ranw=n,οὐρανός,noun,e)mpo/rw|,ὁ,article,ἔμπορος,adjective,zhtou=nti,kalou\s,margari/tas,μαργαρίτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ζητέω,verb,,,,,,,,,,,,,,,,,,,πάλιν,adverb,,,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
eu(rw\n,de\,δέ,particle,e(/na,ἕνος,adjective,polu/timon,πολύτιμος,adjective,margari/thn,μαργαρίτης,adjective,a)pelqw\n,pe/praken,πιπράσκω,verb,pa/nta,ἀπέρχομαι,verb,πᾶς,adjective,o(/sa,ei)=xen,kai\,καί,conjunction,h)go/rasen,ἀγοράζω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅσος,adjective,,,,,,,,,,,,,,,,,,,εὑρίσκω,verb,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*pa/lin,o(moi/a,ὅμοιος,adjective,e)sti\n,εἰμί,verb,h(,ὁ,article,basilei/a,βασιλεία,noun,tw=n,ou)ranw=n,οὐρανός,noun,sagh/nh|,ὁ,article,σαγήνη,noun,blhqei/sh|,ei)s,th\n,ὁ,article,qa/lassan,θάλασσα,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,ge/nous,γένος,noun,sunagagou/sh|,συνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βάλλω,verb,,,,,,,,,,,,,,,,,,,πάλιν,adverb,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\n,o(/te,ὅτε,conjunction,e)plhrw/qh,πληρόω,verb,a)nabiba/santes,ἀναβιβάζω,verb,e)pi\,ἐπί,preposition,to\n,ai)gialo\n,αἰγιαλός,noun,kai\,ὁ,article,καί,conjunction,kaqi/santes,sune/lecan,ta\,ὁ,article,kala\,καλός,noun,ei)s,εἰς,preposition,a)/ggh,ἄγγος,noun,ta\,ὁ,article,de\,δέ,particle,sapra\,σαπρός,adjective,e)/cw,ἔξω,adverb,e)/balon,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καθίζω,verb,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,συλλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,e)/stai,εἰμί,verb,e)n,ἐν,preposition,th=|,ὁ,article,suntelei/a|,συντέλεια,noun,tou=,ai)w=nos,αἰών,noun,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)celeu/sontai,oi(,ὁ,article,a)/ggeloi,ἄγγελος,noun,kai\,καί,conjunction,a)foriou=sin,ἀφορίζω,verb,tou\s,ponhrou\s,πονηρός,adjective,e)k,ὁ,article,ἐκ,preposition,me/sou,tw=n,dikai/wn,δίκαιος,adjective,kai\,καί,conjunction,balou=sin,βάλλω,verb,au)tou\s,αὐτός,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,ka/minon,κάμινος,noun,tou=,ὁ,article,puro/s,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέσος,adjective,,,,,,,,,,,,,,,,,,,ἐξέρχομαι,verb,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=,e)/stai,εἰμί,verb,o(,ὁ,article,klauqmo\s,κλαυθμός,noun,kai\,καί,conjunction,o(,brugmo\s,βρυγμός,noun,tw=n,ὁ,article,ὁ,article,o)do/ntwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀδούς,noun,,,,,,,,,,,,,,,,,,,ἐκεῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sunh/kate,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συνίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gousin,au)tw=|,αὐτός,pronoun,*nai/,Ναίς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*dia\,Ζεύς,proper,tou=to,pa=s,πᾶς,adjective,grammateu\s,οὗτος,pronoun,γραμματεύς,noun,maqhteuqei\s,th=|,basilei/a|,βασιλεία,noun,tw=n,ὁ,article,ou)ranw=n,οὐρανός,noun,o(/moio/s,ὅμοιος,adjective,e)stin,εἰμί,verb,a)nqrw/pw|,ἄνθρωπος,noun,oi)kodespo/th|,οἰκοδεσπότης,noun,o(/stis,ὅστις,pronoun,e)kba/llei,ἐκβάλλω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,qhsaurou=,θησαυρός,noun,au)tou=,kaina\,καινός,adjective,kai\,καί,conjunction,palaia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μαθητεύω,verb,αὐτός,pronoun,παλαιός,adjective,,,,,,,,,,,,,,,ὁ,article,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,e)ge/neto,γίγνομαι,verb,o(/te,ὅτε,conjunction,e)te/lesen,τελέω,verb,o(,ὁ,article,*)ihsou=s,ta\s,ὁ,article,parabola\s,Ἰησοῦς,proper,παραβολή,noun,tau/tas,meth=ren,e)kei=qen,ἐκεῖθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,καί,conjunction,,,μεταίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)lqw\n,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,patri/da,πατρίς,adjective,au)tou=,e)di/dasken,διδάσκω,verb,au)tou\s,αὐτός,pronoun,αὐτός,pronoun,e)n,th=|,sunagwgh=|,συναγωγεύς,noun,au)tw=n,αὐτός,pronoun,w(/ste,ὥστε,conjunction,e)kplh/ssesqai,ἐκπλήσσω,verb,au)tou\s,αὐτός,pronoun,kai\,καί,conjunction,le/gein,λέγω,verb,*po/qen,πόθεν,adverb,tou/tw|,οὗτος,pronoun,h(,ὁ,article,sofi/a,σοφία,noun,au(/th,οὗτος,pronoun,kai\,ai(,ὁ,article,duna/meis,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,καί,conjunction,,,,,,,,,,,,,,,,,καί,conjunction,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,tou=,ὁ,article,te/ktonos,ui(o/s,υἱός,noun,,τέκτων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,h(,ὁ,article,mh/thr,μήτηρ,noun,au)tou=,αὐτός,pronoun,le/getai,λέγω,verb,*maria\m,kai\,καί,conjunction,oi(,,,ὁ,article,a)delfoi\,au)tou=,*)ia/kwbos,Ἰάκωβος,proper,kai\,καί,conjunction,*)iwsh\f,,,kai\,καί,conjunction,*si/mwn,Σίμων,proper,kai\,καί,conjunction,*)iou/das,Ἰούδας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ai(,ὁ,article,a)delfai\,ἀδελφή,noun,au)tou=,αὐτός,pronoun,ou)xi\,οὐ,adverb,pa=sai,pro\s,πρός,preposition,h(ma=s,πᾶς,adjective,ἐγώ,pronoun,ei)si/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,ou)=n,οὖν,particle,tou/tw|,οὗτος,pronoun,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)skandali/zonto,σκανδαλίζω,verb,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*)ihsou=s,Ἰησοῦς,proper,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*ou)k,e)/stin,εἰμί,verb,profh/ths,οὐ,adverb,προφήτης,adjective,a)/timos,ei),mh\,μή,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,patri/di,πατρίς,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,oi)ki/a|,οἰκία,noun,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄτιμος,adjective,,,,,,,,,,,,,,,,,,,ὁ,article,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,ou)k,οὐ,adverb,e)poi/hsen,ποιέω,verb,e)kei=,ἐκεῖ,adverb,duna/meis,δύναμις,adjective,polla\s,dia\,διά,preposition,th\n,πολύς,adjective,ὁ,article,a)pisti/an,au)tw=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπιστία,adjective,,,,,,,,,,,,,,,,,,,καί,conjunction,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,e)kei/nw|,ἐκεῖνος,pronoun,tw=|,ὁ,article,kairw=|,καιρός,noun,h)/kousen,ἀκούω,verb,*(hrw/|dhs,o(,ὁ,article,tetraa/rxhs,,,,,th\n,a)koh\n,*)ihsou=,Ἰησοῦς,proper,kai\,καί,conjunction,ei)=pen,εἶπον,verb,toi=s,ὁ,article,paisi\n,παῖς,adjective,au)tou=,αὐτός,pronoun,*ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,*)iwa/nhs,,,o(,ὁ,article,baptisth/s,βαπτιστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,ἀκοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,h)ge/rqh,ἀγείρω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,nekrw=n,νεκρός,noun,kai\,dia\,διά,preposition,tou=to,καί,conjunction,οὗτος,pronoun,ai(,duna/meis,e)nergou=sin,ἐνεργέω,verb,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
