word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
*kleome/nhs,Κλεομένης,proper,o(,ὁ,article,*)anacandri/dou,Ἀναξανδρίδης,proper,to\n,ὁ,article,me\n,μέν,particle,*(/omhron,Ὅμηρος,proper,*lakedaimoni/wn,Λακεδαιμόνιος,proper,ei)=nai,εἰμί,verb,poihth\n,ποιητής,noun,e)/fh,φημί,verb,to\n,ὁ,article,de\,*(hsi/odon,Ἡσίοδος,proper,tw=n,ὁ,article,ei)lw/twn,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,w(s,ὡς,conjunction,xrh\,χρή,verb,polemei=n,πολεμέω,verb,to\n,ὁ,article,de\,δέ,particle,w(s,ὡς,conjunction,xrh\,χρή,verb,gewrgei=n,γεωργέω,verb,parhggelke/nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παραγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)noxa\s,ἀνοχή,noun,de\,δέ,particle,e(fqhme/rous,ἑφθήμερος,adjective,pro\s,πρός,preposition,*)argei/ous,Ἀργεῖος,proper,poihsa/menos,ποιέω,verb,fula/cas,φυλάσσω,verb,au)tou/s,αὐτός,pronoun,th=|,ὁ,article,tri/th|,τρίτος,adjective,nukti\,νύξ,adjective,koimwme/nois,dia\,διά,preposition,to\,ὁ,article,pepoiqe/nai,πείθω,verb,tai=s,ὁ,article,spondai=s,σπονδή,noun,e)pe/qeto,ἐπιτίθημι,verb,,,,,,,,,,,,,,,,κοιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou\s,ὁ,article,me\n,μέν,particle,a)pe/kteine,ἀποκτείνω,verb,tou\s,ὁ,article,de\,δέ,particle,ai)xmalw/tous,αἰχμάλωτος,adjective,e)/laben,λάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)neidizo/menos,ὀνειδίζω,verb,de\,δέ,particle,e)pi\,ἐπί,preposition,th=|,ὁ,article,paraba/sei,παράβασις,noun,tw=n,ὁ,article,o(/rkwn,ὅρκος,noun,ou)k,οὐ,adverb,e)/fh,φημί,verb,prosomwmoke/nai,προσόμνυμι,verb,tai=s,ὁ,article,h(me/rais,ta\s,ὁ,article,nu/ktas,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,kako/n,κακός,adjective,tis,τις,pronoun,poih=|,ποιέω,verb,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,tou=to,kai\,καί,conjunction,para\,παρά,preposition,qeoi=s,θεός,noun,kai\,καί,conjunction,para\,παρά,preposition,a)nqrw/pois,ἄνθρωπος,noun,di/khs,δίκη,adjective,u(pe/rteron,ὑπέρτερος,adjective,nomi/zesqai,νομίζω,verb,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sune/bh,συμβαίνω,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,tou=,ὁ,article,me\n,μέν,particle,*)/argous,Ἄργος,proper,si',,,o(\,ὅς,pronoun,parespo/ndhsen,παρασπονδέω,verb,a)popesei=n,ἀποπίπτω,verb,dia\,διά,preposition,to\,ta\s,ὁ,article,gunai=kas,γυνή,noun,ta\,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,i(erw=n,ἱερά,noun,kaqelou/sas,καθαιρέω,verb,o(/pla,ὅπλον,noun,tou/tois,οὗτος,pronoun,au)to\n,αὐτός,pronoun,a)mu/nesqai,ἀμύνω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(/steron,ὕστερος,adjective,de\,δέ,particle,tw=n,ὁ,article,frenw=n,φρήν,noun,e)/cw,ἔξω,adverb,geno/menon,γίγνομαι,verb,dra/casqai/,δράσσομαι,verb,tinos,τις,pronoun,maxairi/ou,μαχαίριον,noun,kai\,καί,conjunction,au(to\n,a)natemei=n,ἀνατέμνω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,sfurw=n,σφῦρα,noun,e(/ws,ἕως,conjunction,e)pi\,ἐπί,preposition,tou\s,ὁ,article,kairi/ous,καίριος,adjective,to/pous,τόπος,noun,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,ἑαυτοῦ,pronoun,e)klipei=n,ἐκλείπω,verb,to\n,ὁ,article,bi/on,βίος,adjective,gelw=nta,γελάω,verb,kai\,καί,conjunction,seshro/ta,σαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,ma/ntews,μάντις,noun,a)potre/pontos,ἀποτρέπω,verb,mh\,μή,conjunction,a)/gein,ἄγω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,*)argei/wn,Ἀργᾶς,proper,po/lin,πόλις,adjective,to\,ὁ,article,stra/teuma,th\n,ὁ,article,ga\r,γάρ,particle,e)pa/nodon,ἐπάνω,verb,ai)sxra\n,αἰσχρός,adjective,genh/sesqai,γίγνομαι,verb,proselqw\n,προσέρχομαι,verb,th=|,ὁ,article,po/lei,πόλις,adjective,w(s,ὡς,conjunction,ta\s,ὁ,article,me\n,μέν,particle,στράτευμα,adjective,pu/las,πύλη,adjective,kekleisme/nas,κλείω,verb,ei)=de,εἶδον,verb,ta\s,ὁ,article,de\,δέ,particle,gunai=kas,γυνή,noun,e)pi\,ἐπί,preposition,tw=n,ὁ,article,teixw=n,τεῖχος,noun,au(/th,οὗτος,pronoun,soi,σύ,pronoun,e)/fh,φημί,verb,h(,ὁ,article,e)pa/nodos,ἐπάνω,verb,ai)sxra\,αἰσχρός,adjective,fai/netai,φαίνω,verb,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,h(=|,ὅς,pronoun,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,teqnhko/twn,θνήσκω,verb,ai(,ὁ,article,gunai=kes,γυνή,noun,ta\s,ὁ,article,pu/las,πύλη,adjective,keklei/kasin,κλῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n,,,pro\s,πρός,preposition,de\,δέ,particle,tou\s,ὁ,article,loidorou=ntas,λοιδορέω,verb,au)to\n,αὐτός,pronoun,tw=n,ὁ,article,*)argei/wn,Ἀργᾶς,proper,w(s,ὡς,conjunction,e)pi/orkon,ἐπίορκος,adjective,kai\,καί,conjunction,a)sebh=,tou=,ὁ,article,me\n,μέν,particle,kakw=s,κακός,adjective,me,ἐγώ,pronoun,le/gein,λέγω,verb,e)/fh,φημί,verb,u(mei=s,σύ,pronoun,ku/rioi,κύριος,adjective,tou=,ὁ,article,de\,δέ,particle,kakw=s,κακός,adjective,ἀσεβής,adjective,u(ma=s,σύ,pronoun,poiei=n,ποιέω,verb,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,th=s,ὁ,article,*sa/mou,Σάμος,proper,pre/sbesi,πρέσβις,noun,parakalou=sin,παρακαλέω,verb,au)to\n,αὐτός,pronoun,*polukra/tei,Πολυκράτης,proper,tw=|,ὁ,article,tura/nnw|,τύραννος,noun,polemei=n,kai\,καί,conjunction,dia\,διά,preposition,tou=to,οὗτος,pronoun,makrologou=sin,μακρολογέω,verb,w(=n,ὅς,pronoun,ei)rh/kate,ἐρῶ,verb,e)/fh,φημί,verb,ta\,ὁ,article,me\n,μέν,particle,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,πολεμέω,verb,ou),οὐ,adverb,me/mnhmai,μιμνήσκω,verb,dia\,διά,preposition,tou=to,οὗτος,pronoun,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,me/sa,μέση,noun,ou),οὐ,adverb,suni/hmi,συνίημι,verb,ta\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,pa=sin,πᾶς,adjective,ou),οὐ,adverb,dokima/zw,δοκιμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peiratou=,πειρατής,noun,de\,δέ,particle,katadramo/ntos,κατατρέχω,verb,th\n,ὁ,article,xw/ran,χώρα,noun,kai/,καί,conjunction,w(s,ὡς,conjunction,e(a/lw,ἁλίσκομαι,verb,le/gontos,λέγω,verb,o(/ti,ὅστις,pronoun,trofh\n,τροφή,noun,ou)k,ei)=xon,ἔχω,verb,toi=s,ὁ,article,stratiw/tais,στρατιώτης,adjective,pare/xein,παρέχω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,e)/xontas,ἔχω,verb,ou)=n,οὖν,particle,e(konti\,ἑκοντί,adverb,d',δέ,particle,ou)k,οὐ,adverb,οὐ,adverb,a)\n,ἄν,particle,do/ntas,δίδωμι,verb,bi/a|,βία,adjective,lhyo/menos,λαμβάνω,verb,h)=lqon,ἔρχομαι,verb,e)/fh,φημί,verb,su/ntomos,σύντομος,adjective,h(,ὁ,article,ponhri/a,πονηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fau/lou,φαῦλος,adjective,de/,δέ,particle,tinos,τις,pronoun,au)to\n,αὐτός,pronoun,kakw=s,κακός,adjective,le/gontos,λέγω,verb,a)=ra,ἆρα,particle,dia\,διά,preposition,tou=to,οὗτος,pronoun,e)/fh,φημί,verb,pa/ntas,πᾶς,adjective,su\,kakw=s,κακός,adjective,le/geis,λέγω,verb,i(/na,ἵνα,conjunction,a)pologou/menoi,ἀπολογέομαι,verb,mh\,μή,conjunction,eu)kairw=men,εὐκαιρέω,verb,peri\,περί,preposition,th=s,ὁ,article,sh=s,σός,adjective,kaki/as,κακία,noun,le/gein,λέγω,verb,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,politw=n,πολίτης,noun,tinos,τις,pronoun,le/gontos,λέγω,verb,o(/ti,ὅστις,pronoun,to\n,ὁ,article,a)gaqo\n,ἀγαθός,adjective,basile/a,βασιλεύς,noun,pa/nth|,πάντῃ,adverb,pa/ntws,πάντως,adverb,pra=on,ei)=nai,εἰμί,verb,dei=,δέομαι,verb,ou)kou=n,οὐκοῦν,adverb,e)/fh,φημί,verb,a)/xri,ἄχρι,adverb,tou=,ὁ,article,mh\,μή,conjunction,eu)katafro/nhton,εὐκαταφρόνητος,adjective,ei)=nai,εἰμί,verb,,,,,,,πρᾶος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(elkusqei\s,ἕλκω,verb,de\,δέ,particle,no/sw|,νόσος,noun,makra=|,μακρός,adjective,e)pei\,ἐπεί,conjunction,kaqartai=s,καθαρτής,noun,kai\,καί,conjunction,ma/ntesi,μάντις,noun,prosei=xe,προσέχω,verb,to\,ὁ,article,pri\n,πρίν,adverb,ou),prose/xwn,προσέχω,verb,qauma/zonto/s,θαυμάζω,verb,tinos,τις,pronoun,ti/,τίς,pronoun,qauma/zeis,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fh,φημί,verb,ou),οὐ,adverb,ga/r,γάρ,particle,ei)mi,εἰμί,verb,o(,ὁ,article,au)to\s,αὐτός,pronoun,nu=n,νῦν,adverb,kai\,καί,conjunction,to/te,τότε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,w)\n,εἰμί,verb,de\,δέ,particle,o(,ὁ,article,au)to\s,αὐτός,pronoun,ou)de\,οὐδέ,particle,ta\,ὁ,article,au)ta\,αὐτός,pronoun,dokima/zw,δοκιμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sofistou=,σοφιστής,noun,de/,δέ,particle,tinos,τις,pronoun,peri\,περί,preposition,a)ndrei/as,ἀνδρεία,noun,le/gontos,λέγω,verb,plei/w,πλέως,adjective,e)ge/lase,γελάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,ei)po/ntos,εἶπον,verb,ti/,τίς,pronoun,gela=|s,γελάω,verb,*kleo/menes,Κλεομένης,proper,peri\,περί,preposition,a)ndrei/as,ἀνδρεία,noun,le/gontos,λέγω,verb,a)kou/wn,ἀκούω,verb,kai\,καί,conjunction,tau=ta,basileu\s,βασιλεύς,noun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,e)/fh,φημί,verb,ce/ne,ξένος,noun,kai\,καί,conjunction,h(,ὁ,article,xelidw\n,χελιδών,adjective,ei),εἰ,conjunction,peri\,περί,preposition,au)th=s,αὐτός,pronoun,e)/lege,λέγω,verb,to\,ὁ,article,au)to\,tou=to,οὗτος,pronoun,a)\n,ἄν,particle,e)poi/oun,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
