word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
fasi\,φημί,verb,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,e)/feren,φέρω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,tou=to,οὗτος,pronoun,tou/tw|,οὗτος,pronoun,e)fe/reto,kai\,καί,conjunction,tou=to,tou/tw|,οὗτος,pronoun,suneta/tteto,συντάσσω,verb,φέρω,verb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexw/meqa,δέχομαι,verb,ou)=n,οὖν,particle,au)ta\,αὐτός,pronoun,w(s,e)kei=na,ἐκεῖνος,pronoun,a(\,o(,ὁ,article,*)asklhpio\s,Ἀσκληπιός,proper,ὡς,conjunction,ὅς,pronoun,sunta/ttei,συντάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,gou=n,γοῦν,particle,kai\,καί,conjunction,e)n,e)kei/nois,ἐκεῖνος,pronoun,e)sti\,traxe/a,τραχύς,adjective,a)lla\,ἀλλά,adverb,ἐν,preposition,εἰμί,verb,a)spazo/meqa,ἀσπάζομαι,verb,th=|,ὁ,article,e)lpi/di,ἐλπίς,noun,th=s,ὁ,article,u(giei/as,ὑγίεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiou=to/n,τοιοῦτος,adjective,ti/,τίς,pronoun,soi,σύ,pronoun,dokei/tw,a)/nusis,ἄνυσις,noun,kai\,sunte/leia,συντέλεια,noun,tw=n,ὁ,article,δοκέω,verb,καί,conjunction,th=|,ὁ,article,koinh=|,κοινός,adjective,fu/sei,φύσις,noun,dokou/ntwn,δοκέω,verb,oi(=on,οἷος,adjective,h(,ὁ,article,sh\,σός,adjective,u(gi/eia,ὑγίεια,noun,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,a)spa/zou,ἀσπάζομαι,verb,pa=n,πᾶς,adjective,to\,ὁ,article,gino/menon,γίγνομαι,verb,ka)\n,κἀν,conjunction,a)phne/steron,ἀπηνής,adverb,dokh=|,δοκάζω,verb,dia\,διά,preposition,to\,ὁ,article,e)kei=,ἐκεῖ,adverb,se,σύ,pronoun,a)/gein,ἄγω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,tou=,ὁ,article,ko/smou,κόσμος,noun,u(gi/eian,ὑγίεια,noun,kai\,καί,conjunction,th\n,ὁ,article,tou=,ὁ,article,*dio\s,Ζεύς,proper,eu)odi/an,εὐοδία,noun,kai\,καί,conjunction,eu)pragi/an,εὐπραγία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,tou=to/,tini,τις,pronoun,e)/feren,ei),εἰ,conjunction,mh\,μή,conjunction,οὗτος,pronoun,φέρω,verb,tw=|,ὁ,article,o(/lw|,ὅλος,adjective,sune/feren,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,h(,ὁ,article,tuxou=sa,fu/sis,φύσις,noun,fe/rei,ti,τις,pronoun,o(\,ὅς,pronoun,τυγχάνω,verb,φέρω,verb,mh\,μή,conjunction,tw=|,ὁ,article,dioikoume/nw|,διοικέω,verb,u(p',ὑπό,preposition,au)th=s,αὐτός,pronoun,kata/llhlo/n,κατάλληλος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,kata\,κατά,preposition,du/o,δύο,adjective,lo/gous,ste/rgein,στέργω,verb,xrh\,to\,ὁ,article,sumbai=no/n,συμβαίνω,verb,λόγος,noun,χρή,verb,soi,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,e(/na,ἕνος,adjective,me/n,μέν,particle,o(/ti,soi\,σύ,pronoun,e)gi/neto,kai\,καί,conjunction,soi\,σύ,pronoun,ὅστις,pronoun,γίγνομαι,verb,suneta/tteto,συντάσσω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,se/,σύ,pronoun,pws,πως,particle,ei)=xen,ἔχω,verb,a)/nwqen,ἄνωθεν,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,presbuta/twn,πρέσβυς,noun,ai)ti/wn,αἴτιος,adjective,sugklwqo/menon,συγκλώθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,e(/teron,ἕτερος,adjective,de/,δέ,particle,o(/ti,tw=|,τίς,pronoun,to\,o(/lon,ὅλος,adjective,dioikou=nti,διοικέω,verb,ὅστις,pronoun,ὁ,article,th=s,ὁ,article,eu)odi/as,εὐοδία,noun,kai\,καί,conjunction,th=s,ὁ,article,suntelei/as,συντέλεια,noun,kai\,καί,conjunction,nh\,νή,preposition,*di/a,Δίη,proper,th=s,ὁ,article,summonh=s,συμμονή,noun,au)th=s,αὐτός,pronoun,kai\,καί,conjunction,to\,ὁ,article,i)di/a|,ἴδιος,adjective,ei)s,εἰς,preposition,e(/kaston,ἕκαστος,adjective,h(=kon,ἥκω,verb,ai)/tio/n,αἴτιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phrou=tai,πηρόω,verb,ga\r,γάρ,particle,to\,ὁ,article,o(lo/klhron,e)a\n,ἐάν,conjunction,kai\,o(tiou=n,ὁτιοῦν,adverb,diako/yh|s,διακόπτω,verb,ὁλόκληρος,adjective,καί,conjunction,th=s,ὁ,article,sunafei/as,συνάφεια,noun,kai\,καί,conjunction,sunexei/as,συνέχεια,noun,w(/sper,ὥσπερ,adverb,tw=n,ὁ,article,mori/wn,μόριον,noun,ou(/tw,οὕτως,adverb,dh\,δή,particle,kai\,καί,conjunction,tw=n,ὁ,article,ai)ti/wn,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diako/pteis,διακόπτω,verb,de/,δέ,particle,o(/son,ὅσος,adjective,e)pi\,soi/,σύ,pronoun,o(/tan,dusaresth=|s,δυσαρεστέω,verb,kai\,καί,conjunction,ἐπί,preposition,ὅταν,conjunction,tro/pon,τρόπος,noun,tina\,τις,pronoun,a)nairei=s,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mh\,μή,conjunction,sikxai/nein,,,mhde\,μηδέ,particle,a)pauda=n,mhde\,μηδέ,particle,a)poduspetei=n,ei),εἰ,conjunction,mh\,μή,conjunction,ἀπαυδάω,verb,ἀποδυσπετέω,verb,katapuknou=tai/,καταπυκνόω,verb,soi,σύ,pronoun,to\,ὁ,article,a)po\,ἀπό,preposition,dogma/twn,δόγμα,noun,o)rqw=n,ὀρθός,adjective,e(/kasta,ἕκαστος,adjective,pra/ssein,πράσσω,verb,a)lla\,ἀλλά,adverb,e)kkrousqe/nta,ἐκκρούω,verb,pa/lin,πάλιν,adverb,e)panie/nai,ἐπάνειμι,verb,kai\,καί,conjunction,a)smeni/zein,ἀσμενίζω,verb,ei),εἰ,conjunction,ta\,ὁ,article,plei/w,πλέως,adjective,a)nqrwpikw/tera,ἀνθρωπικός,adjective,kai\,καί,conjunction,filei=n,φιλέω,verb,tou=to,οὗτος,pronoun,e)f',ἐπί,preposition,o(\,ὅς,pronoun,e)pane/rxh|,ἐπανέρχομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,w(s,ὡς,conjunction,pro\s,πρός,preposition,paidagwgo\n,παιδαγωγός,noun,th\n,ὁ,article,filosofi/an,φιλοσοφία,noun,e)panie/nai,ἐπάνειμι,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,oi(,ἕ,pronoun,o)fqalmiw=ntes,ὀφθαλμιάω,verb,pro\s,πρός,preposition,to\,ὁ,article,spogga/rion,σπογγάριον,adjective,kai\,καί,conjunction,to\,ὁ,article,w)|o/n,ᾠόν,noun,w(s,ὡς,conjunction,a)/llos,ἄλλος,adjective,pro\s,πρός,preposition,kata/plasma,κατάπλασμα,noun,w(s,ὡς,conjunction,pro\s,πρός,preposition,kataio/nhsin,καταιόνησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ga\r,γάρ,particle,ou)de\n,οὐδείς,pronoun,e)pidei/ch|,to\,ὁ,article,peiqarxei=n,tw=|,ὁ,article,lo/gw|,λόγος,noun,ἐπιδείκνυμι,verb,πειθαρχέω,verb,a)lla\,ἀλλά,adverb,prosanapau/sh|,προσαναπαύομαι,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/mnhso,μιμνήσκω,verb,de\,δέ,particle,o(/ti,ὅστις,pronoun,filosofi/a,mo/na,μόνος,adjective,qe/lei,a(\,ὅς,pronoun,h(,ὁ,article,φιλοσοφία,noun,ἐθέλω,verb,fu/sis,φύσις,noun,sou,σύ,pronoun,qe/lei,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,a)/llo,ἄλλος,adjective,h)/qeles,ou),οὐ,adverb,kata\,fu/sin,φύσις,noun,,,,ἐθέλω,verb,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,tou/twn,οὗτος,pronoun,proshne/steron,,,,,,,,,,,προσηνής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,h(donh\,ἡδονά,noun,ou)xi\,dia\,διά,preposition,tou=to,sfa/llei,σφάλλω,verb,,,,οὐ,adverb,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,qe/asai,θεάομαι,verb,ei),εἰ,conjunction,proshne/steron,megaloyuxi/a,μεγαλοψυχία,noun,e)leuqeri/a,a(plo/ths,ἁπλότης,noun,eu)gnwmosu/nh,εὐγνωμοσύνη,noun,προσηνής,adverb,ἐλευθερία,noun,o(sio/ths,ὁσιότης,noun,au)th=s,αὐτός,pronoun,ga\r,γάρ,particle,fronh/sews,φρόνησις,noun,ti/,τίς,pronoun,proshne/steron,προσηνής,adverb,o(/tan,ὅταν,conjunction,to\,ὁ,article,a)/ptaiston,ἄπταιστος,adjective,kai\,καί,conjunction,eu)/roun,ἐύρρους,adjective,e)n,ἐν,preposition,pa=si,πᾶς,adjective,th=s,ὁ,article,parakolouqhtikh=s,παρακολουθητικός,adjective,kai\,καί,conjunction,e)pisthmonikh=s,ἐπιστημονικός,adjective,duna/mews,δύναμις,adjective,e)nqumhqh=|s,ἐνθυμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ta\,ὁ,article,me\n,μέν,particle,pra/gmata,πρᾶγμα,noun,e)n,toiau/th|,τοιοῦτος,adjective,tro/pon,tina\,τις,pronoun,e)gkalu/yei,ἐγκάλυψις,noun,ἐν,preposition,τρόπος,noun,e)sti/n,εἰμί,verb,w(/ste,ὥστε,conjunction,filoso/fois,φιλόσοφος,noun,ou)k,οὐ,adverb,o)li/gois,ὀλίγος,adjective,ou)de\,οὐδέ,particle,toi=s,ὁ,article,tuxou=sin,τυγχάνω,verb,e)/doce,δοκέω,verb,panta/pasin,παντάπασι,adverb,a)kata/lhpta,ἀκατάληπτος,adjective,ei)=nai,εἰμί,verb,plh\n,πλήν,preposition,au)toi=s,αὐτός,pronoun,ge,γε,particle,toi=s,ὁ,article,*stwikoi=s,στωικός,adjective,duskata/lhpta,δυσκατάληπτος,adjective,dokei=,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa=sa,πᾶς,adjective,h(,ὁ,article,h(mete/ra,sugkata/qesis,συγκατάθεσις,noun,metaptw/th,,,,,,,ἡμέτερος,adjective,μετάπτωτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,ga\r,γάρ,particle,o(,ὁ,article,a)meta/ptwtos,,,,,,,,,,,ἀμετάπτωτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/tiqi,μέτειμι,verb,toi/nun,τοίνυν,particle,e)p',ἐπί,preposition,au)ta\,ta\,ὁ,article,u(pokei/mena,w(s,ὡς,conjunction,o)ligoxro/nia,ὀλιγοχρόνιος,adjective,αὐτός,pronoun,ὑπόκειμαι,verb,kai\,καί,conjunction,eu)telh=,εὐτελής,adverb,kai\,καί,conjunction,duna/mena,δύναμαι,verb,e)n,ἐν,preposition,kth/sei,κτῆσις,noun,kinai/dou,κίναιδος,adjective,h)\,ἠέ,conjunction,po/rnhs,πόρνη,noun,h)\,ἠέ,conjunction,lh|stou=,ληιστής,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
