word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS
*fi/lippon,Φίλιππος,proper,de/,δέ,particle,o(/s,ὅς,pronoun,au)tw=|,αὐτός,pronoun,satra/phs,σατράπης,noun,th=s,ὁ,article,xw/rhs,χώρα,noun,tau/ths,οὗτος,pronoun,h)=n,εἰμί,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,*)akesi/nou,potamou=,ta\s,ὁ,article,o)/xqas,pe/mpei,πέμπω,verb,a(/ma,ἅμα,adverb,stratih=|,στρατία,noun,Ἀκεσίνης,proper,ποταμός,noun,ὄχθη,noun,pollh=|,πολύς,adjective,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,dw/deka,δώδεκα,adjective,muria/des,μυριάς,noun,au)tw=|,αὐτός,pronoun,maximoi,,,ei(/ponto,ἕπομαι,verb,su\n,σύν,preposition,oi(=sin,ὅς,pronoun,a)po\,ἀπό,preposition,qala/sshs,te,au)to\s,αὐτός,pronoun,a)nh/gage,kai\,καί,conjunction,au)=qis,αὖθις,adverb,oi(,ὁ,article,θάλασσα,noun,τε,particle,ἀνάγω,verb,e)pi\,ἐπί,preposition,sullogh=|,συλλογεύς,noun,au)tw=|,αὐτός,pronoun,stratih=s,στρατία,noun,pemfqe/ntes,πέμπω,verb,h(=kon,ἥκω,verb,e)/xontes,ἔχω,verb,pantoi=a,παντοῖος,adjective,e)/qnea,ἔθνος,adjective,barbarika\,βαρβαρικός,adjective,a(/ma,ἅμα,adverb,oi(=,ἕ,pronoun,a)/gonti,ἄγω,verb,kai\,καί,conjunction,pa=san,πᾶς,adjective,i)de/hn,ἰδέα,noun,w(plisme/na,ὁπλίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,de\,δέ,particle,a)/ras,αἴρω,verb,th=|si,ὁ,article,nhusi\,ναῦς,noun,kate/plwe,,,kata\,κατά,preposition,to\n,ὁ,article,*(uda/spea,Ὑδάσπης,proper,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,tou=,*)akesi/nou,te,τε,particle,kai\,tou=,ὁ,article,*(uda/spew,Ὑδάσπης,proper,ta\s,ὁ,article,ὁ,article,Ἀκεσίνης,proper,καί,conjunction,sumbola/s,συμβολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/es,ναῦς,noun,de\,δέ,particle,ai(,ὁ,article,su/mpasai,σύμπας,adjective,au)tw=|,αὐτός,pronoun,o)ktako/siai,ὀκτακόσιοι,adjective,h)=san,εἰμί,verb,ai(/,ὅς,pronoun,te,τε,particle,makrai\,μακρός,adjective,kai\,καί,conjunction,o(/sa,stroggu/la,ploi=a,πλοῖον,noun,kai\,a)/llai,ἄλλος,adjective,i(ppagwgoi\,ἱππαγωγός,adjective,kai\,καί,conjunction,ὅσος,adjective,στρογγύλος,adjective,καί,conjunction,siti/a,σιτίον,noun,a(/ma,ἅμα,adverb,th=|,ὁ,article,stratih=|,στρατία,noun,a)/gousai,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kws,ὅπως,conjunction,me\n,μέν,particle,dh\,δή,particle,kata\,κατά,preposition,tou\s,ὁ,article,potamou\s,ποταμός,noun,kate/plwsen,,,au)tw=|,αὐτός,pronoun,o(,ὁ,article,sto/los,στόλος,noun,kai\,καί,conjunction,o(/sa,e)n,tw=|,ὁ,article,paraplo/w|,e)/qnea,ἔθνος,adjective,katestre/yato,καταστρέφω,verb,kai\,καί,conjunction,ὅσος,adjective,ἐν,preposition,,,o(/kws,ὅπως,conjunction,dia\,διά,preposition,kindu/nou,κίνδυνος,noun,au)to\s,αὐτός,pronoun,e)n,ἐν,preposition,*malloi=sin,Μαλλός,proper,h(=ke,ἥκω,verb,kai\,καί,conjunction,to\,ὁ,article,trw=ma,τραῦμα,noun,o(\,ὅς,pronoun,e)trw/qh,τιτρώσκω,verb,e)n,ἐν,preposition,*malloi=si,,,kai\,καί,conjunction,*peuke/stas,Πευκέστης,proper,te,τε,particle,kai\,καί,conjunction,*leo/nnatos,Λεόννατος,proper,o(/kws,ὅπως,conjunction,u(perh/spisan,ὑπερασπίζω,verb,au)to\n,αὐτός,pronoun,peso/nta,πίπτω,verb,pa/nta,πᾶς,adjective,tau=ta,οὗτος,pronoun,le/lektai/,λέγω,verb,moi,ἐγώ,pronoun,h)/dh,ἤδη,adverb,e)n,ἐν,preposition,th=|,ὁ,article,a)/llh|,ἄλλος,adjective,th=|,ὁ,article,*)attikh=|,Ἀττικός,adjective,suggrafh=|,συγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,lo/gos,λόγος,noun,o(/de,ὅδε,pronoun,tou=,ὁ,article,paraplo/ou,,,moi,ἐγώ,pronoun,a)ph/ghsi/s,,,e)stin,εἰμί,verb,o(\n,ὅς,pronoun,*ne/arxos,Νέαρχος,proper,su\n,tw=|,sto/lw|,στόλος,noun,pare/plwsen,a)po\,ἀπό,preposition,tou=,ὁ,article,*)indou=,Ἰνδός,proper,σύν,preposition,ὁ,article,,,tw=n,ὁ,article,e)kbole/wn,ἐκβολεύς,noun,o(rmhqei\s,ὁρμάω,verb,kata\,κατά,preposition,th\n,ὁ,article,qa/lassan,θάλασσα,noun,th\n,ὁ,article,mega/lhn,μέγας,adverb,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,ko/lpon,κόλπος,noun,to\n,ὁ,article,*persiko/n,Περσικός,adjective,h(\n,ὅς,pronoun,dh\,δή,particle,*)eruqrh\n,Ἐρυθραί,proper,qa/lassan,θάλασσα,noun,metece/teroi,μετεξέτεροι,adjective,kale/ousi,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*nea/rxw|,Νέαρχος,proper,de\,δέ,particle,le/lektai,λέγω,verb,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,o(/de,ὅδε,pronoun,o(,ὁ,article,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qon,πόθος,noun,me\n,μέν,particle,ei)=nai,εἰμί,verb,*)aleca/ndrw|,Ἀλέξανδρος,proper,e)kperiplw=sai,ἐκπερίειμι,verb,th\n,ὁ,article,qa/lassan,θάλασσα,noun,th\n,ὁ,article,a)po\,ἀπό,preposition,*)indw=n,Ἰνδή,proper,e)/ste,εἰμί,verb,e)pi\,th\n,*persikh/n,Περσικός,adjective,o)kne/ein,de\,δέ,particle,au)to\n,αὐτός,pronoun,tou=,ὁ,article,ἐπί,preposition,ὁ,article,ὀκνέω,verb,te,τε,particle,plo/ou,πλόος,noun,to\,ὁ,article,mh=kos,μῆκος,adjective,kai\,καί,conjunction,mh/,μή,conjunction,tini,τις,pronoun,a)/ra,ἄρα,particle,xw/rh|,χώρα,noun,e)rh/mh|,ἐρῆμος,adjective,e)gku/rsas,ἐγκύρω,verb,h)\,ἠέ,conjunction,o(/rmwn,ὅρμος,noun,a)po/rw|,ἄπορος,adjective,h)\,ἠέ,conjunction,ou),οὐ,adverb,summe/trws,σύμμετρος,adverb,e)xou/sh|,ἔχω,verb,tw=n,ὁ,article,w(re/wn,ὥρα,adjective,ou(/tw,οὕτως,adverb,dh\,δή,particle,diafqarh=|,διαφθείρω,verb,au)tw=|,αὐτός,pronoun,o(,ὁ,article,sto/los,στόλος,noun,kai\,καί,conjunction,ou),οὐ,adverb,fau/lh,φαῦλος,adjective,khli\s,κηλίς,adjective,au(/th,οὗτος,pronoun,toi=sin,ὁ,article,e)/rgoisin,ἔργον,noun,au)tou=,αὐτός,pronoun,toi=si,ὁ,article,mega/loisin,μέγας,adverb,e)pigenome/nh,ἐπιγίγνομαι,verb,th\n,ὁ,article,pa=san,πᾶς,adjective,eu)tuxi/hn,εὐτυχία,noun,au)tw=|,αὐτός,pronoun,a)fani/sh|,ἀφανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,e)knikh=sai,ἐκνικάω,verb,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,e)piqumi/hn,ἐπιθυμία,noun,tou=,ὁ,article,kaino/n,καινός,adjective,ti,τις,pronoun,ai)ei\,ἀεί,adverb,kai\,καί,conjunction,a)/topon,e)rga/zesqai,,,,,,,,,,,,,,ἄτοπος,adjective,ἐργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/rws,ἄπορος,adjective,de\,δέ,particle,e)/xein,ἔχω,verb,o(/ntina,ὅστις,pronoun,ou)k,οὐ,adverb,a)du/nato/n,ἀδύνατος,adjective,te,τε,particle,e)s,εἰς,preposition,ta\,ὁ,article,e)pinoeu/mena,,,e)pile/caito,ἐπιλέγω,verb,kai\,a(/ma,tw=n,ὁ,article,e)n,nhi\,ναῦς,noun,a)ndrw=n,ἀνήρ,noun,o(/kws,ὅπως,conjunction,καί,conjunction,ἅμα,adverb,ἐν,preposition,tw=n,ὁ,article,toiou=ton,τοιοῦτος,adjective,sto/lon,στόλος,noun,stellome/nwn,στέλλω,verb,a)felei=,ἀφαιρέω,verb,to\,ὁ,article,dei=ma,δεῖμα,noun,tou=,ὁ,article,dh=qen,δῆθεν,adverb,h)melhme/nws,ἠμελημένως,adverb,au)tou\s,αὐτός,pronoun,e)s,εἰς,preposition,prou=pton,πρόοπτος,adjective,ki/ndunon,κίνδυνος,noun,e)kpe/mpesqai,ἐκπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,λέγω,verb,de\,δέ,particle,*ne/arxos,Νέαρχος,proper,e(wutw=|,ἑαυτοῦ,pronoun,cunou=sqai,ξυνόω,verb,*)ale/candron,Ἀλέξανδρος,proper,o(/ntina,ὅστις,pronoun,proxeiri/shtai,προχειρίζω,verb,e)chge/esqai,ἐξηγέομαι,verb,tou=,ὁ,article,sto/lou,στόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,a)/llou,ἄλλος,adjective,kai\,καί,conjunction,a)/llou,ἄλλος,adjective,e)s,εἰς,preposition,mnh/mhn,μνήμη,noun,i)o/nta,εἶμι,verb,tou\s,ὁ,article,me\n,μέν,particle,w(s,ὡς,conjunction,ou)k,e)qe/lontas,kinduneu/ein,κινδυνεύω,verb,u(pe\r,ou(=,ἕ,pronoun,a)pole/gein,ἀπολέγω,verb,tou\s,ὁ,article,οὐ,adverb,ἐθέλω,verb,ὑπέρ,preposition,de\,δέ,particle,w(s,ὡς,conjunction,malqakou\s,μαλθακός,adjective,to\n,ὁ,article,qumo/n,θυμός,noun,tou\s,ὁ,article,de\,δέ,particle,w(s,ὡς,conjunction,po/qw|,πόθος,noun,th=s,ὁ,article,oi)khi/hs,οἰκεῖος,adjective,katexome/nous,κατέχω,verb,toi=si,ὁ,article,de\,δέ,particle,a)/llo,ἄλλος,adjective,kai\,καί,conjunction,a)/llo,ἄλλος,adjective,e)pikale/onta,ἐπικαλέω,verb,to/te,τότε,adverb,dh\,δή,particle,au)to\n,αὐτός,pronoun,u(posta/nta,ὑφίστημι,verb,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,w)=,ὦ,interjection,basileu=,βασιλεύς,noun,e)gw/,ἐγώ,pronoun,toi,τοι,particle,u(pode/komai,ὑποδέχομαι,verb,e)chgh/sesqai,ἐξηγέομαι,verb,tou=,ὁ,article,sto/lou,στόλος,noun,kai\,καί,conjunction,ei),εἰ,conjunction,ta\,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,qei/ou,θεῖος,noun,sunepilamba/noito,συνεπιλαμβάνομαι,verb,peria/cw,περιάγνυμι,verb,toi,τοι,particle,sw/|as,σῶς,noun,ta\s,ὁ,article,ne/as,ναῦς,noun,kai\,καί,conjunction,tou\s,ὁ,article,a)nqrw/pous,ἄνθρωπος,noun,e)/ste,εἰμί,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,*persi/da,Περσίς,proper,ei),εἰ,conjunction,dh\,δή,particle,plwto/s,πλωτός,adjective,te/,τε,particle,e)stin,εἰμί,verb,o(,ὁ,article,tau/th|,οὗτος,pronoun,po/ntos,πόντος,noun,kai\,καί,conjunction,to\,ὁ,article,e)/rgon,ἔργον,noun,ou)k,οὐ,adverb,a)/poron,ἄπορος,adjective,gnw/mh|,γνώμη,noun,a)nqrwpi/nh|,ἀνθρώπινος,adjective,,,,,,,,,,,,,,,,,,
*)ale/candron,Ἀλέξανδρος,proper,de\,δέ,particle,lo/gw|,λόγος,noun,me\n,μέν,particle,ou),οὐ,adverb,fa/nai,φαίνω,verb,e)qe/lein,ἐθέλω,verb,e)s,εἰς,preposition,tosh/nde,τοσόσδε,adjective,talaipwri/hn,ταλαιπωρία,noun,kai\,καί,conjunction,toso/nde,ki/ndunon,tw=n,ὁ,article,tina,e(wutou=,ἑαυτοῦ,pronoun,fi/lwn,φίλος,adjective,e)mba/llein,ἐμβάλλω,verb,τοσόσδε,adjective,κίνδυνος,noun,τις,pronoun,au)to\s,αὐτός,pronoun,de\,δέ,particle,tau/th|,οὗτος,pronoun,dh\,δή,particle,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,ou)k,οὐ,adverb,a)nie/nai,ἄνειμι,verb,a)lla\,ἀλλά,adverb,lipare/ein,λιπαρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,dh\,δή,particle,a)gaph=sai/,ἀγαπάω,verb,te,τε,particle,*)ale/candron,Ἀλέξανδρος,proper,tou=,ὁ,article,*nea/rxou,Νέαρχος,proper,th\n,ὁ,article,proqumi/hn,προθυμία,noun,kai\,καί,conjunction,e)pisth=sai,ἐφίστημι,verb,au)to\n,a)/rxein,tou=,ὁ,article,sto/lou,panto/s,πᾶς,adjective,,,,,,,αὐτός,pronoun,ἄρχω,verb,στόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,dh\,δή,particle,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,th=s,ὁ,article,stratih=s,στρατία,noun,o(/,ὅς,pronoun,ti,τις,pronoun,per,πέρ,particle,e)pi\,ἐπί,preposition,tw=|,paraplo/w|,tw=|de,ὅδε,pronoun,e)ta/sseto,kai\,καί,conjunction,ta\s,ὁ,article,u(phresi/as,ὑπηρεσία,noun,ὁ,article,,,τάσσω,verb,i(/lew,ἴλαος,noun,e)/xein,ἔχω,verb,th\n,ὁ,article,gnw/mhn,γνώμη,noun,o(/ti,ὅστις,pronoun,dh\,δή,particle,*ne/arxo/n,Νέαρχος,proper,ge,γε,particle,ou)/pote,οὔποτε,adverb,a)\n,ἄν,particle,*)ale/candros,Ἀλέξανδρος,proper,proh/kato,προίημι,verb,e)s,εἰς,preposition,ki/ndunon,κίνδυνος,noun,katafane/a,καταφανής,adverb,ei),εἰ,conjunction,mh/,μή,conjunction,sfi,σφεῖς,pronoun,swqh/sesqai,σώζω,verb,e)/mellen,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lampro/ths,λαμπρότης,noun,te,τε,particle,pollh\,πολύς,adjective,th=|,ὁ,article,paraskeuh=|,παρασκευή,noun,e)peou=sa,,,kai\,καί,conjunction,ko/smos,κόσμος,noun,tw=n,ὁ,article,new=n,ναός,noun,kai\,καί,conjunction,spoudai\,tw=n,trihra/rxwn,τριήραρχος,noun,a)mfi\,ta\s,ὁ,article,u(phresi/as,ὑπηρεσία,noun,te,τε,particle,σπουδή,noun,ὁ,article,ἀμφί,preposition,kai\,καί,conjunction,ta\,ὁ,article,plhrw/mata,πλήρωμα,noun,e)kprepe/es,ἐκπρεπής,adverb,kai\,καί,conjunction,tou\s,ὁ,article,pa/nth,πάντῃ,adverb,dh\,δή,particle,katokne/ontas,κατοκνέω,verb,e)s,εἰς,preposition,o(rmh\n,ὁρμή,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,e)lpi/das,ἐλπίς,noun,xrhstote/ras,χρηστός,adjective,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,panto\s,πᾶς,adjective,e)/rgou,ἔργον,noun,e)phrko/ta,ἐπαίρω,verb,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
