word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS
*puli/wn,Πύλιοι,proper,h)=n,εἰμί,verb,ou(=tos,οὗτος,pronoun,duna/sths,δυνάστης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pwsame/nou,ἀπωθέω,verb,de\,δέ,particle,*nhle/ws,Νηλεύς,proper,au)to\n,αὐτός,pronoun,dia\,διά,preposition,th\n,ὁ,article,pro\s,πρός,preposition,*eu)/ruton,Εὔρυτος,proper,fili/an,φιλία,noun,ei)s,εἰς,preposition,*)amu/klas,Ἀμύκλαι,proper,parageno/menos,παραγίγνομαι,verb,u(po\,ὑπό,preposition,*dhifo/bou,Δηΐφοβος,proper,tou=,ὁ,article,*(ippolu/tou,Ἱππόλυτος,proper,kaqai/retai,καθαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katasxeqei\s,,,de\,δέ,particle,deinh=|,δεινός,adjective,no/sw|,νόσος,noun,dia\,διά,preposition,to\n,ὁ,article,*)ifi/tou,Ἴφιτος,proper,fo/non,φόνος,noun,ei)s,εἰς,preposition,*delfou\s,Δελφοί,proper,parageno/menos,παραγίγνομαι,verb,a)pallagh\n,ἀπαλλαγή,noun,e)punqa/neto,πυνθάνομαι,verb,th=s,ὁ,article,no/sou,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,xrhsmw|dou/shs,χρησμῳδέω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,*puqi/as,Πύθιος,proper,to/n,ὁ,article,te,τε,particle,nao\n,ναός,noun,sula=n,σύλη,noun,h)/qele,ἐθέλω,verb,kai\,καί,conjunction,to\n,ὁ,article,tri/poda,τρίπους,adjective,basta/sas,βαστάζω,verb,kataskeua/zein,κατασκευάζω,verb,mantei=on,μαντεῖον,noun,i)/dion,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxome/nou,μάχομαι,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,*)apo/llwnos,Ἀπόλλων,proper,o(,ὁ,article,*zeu\s,Ζεύς,proper,i(/hsi,ἵημι,verb,me/son,μέσος,adjective,au)tw=n,αὐτός,pronoun,kerauno/n,κεραυνός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=ton,οὗτος,pronoun,dialuqe/ntwn,διαλύω,verb,to\n,ὁ,article,tro/pon,τρόπος,noun,lamba/nei,λαμβάνω,verb,xrhsmo\n,χρησμός,noun,*(hraklh=s,Ἡρακλέης,proper,o(\s,ὅς,pronoun,e)/legen,λέγω,verb,a)pallagh\n,ἀπαλλαγή,noun,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,no/sou,νόσος,noun,e)/sesqai,εἰμί,verb,praqe/nti,πιπράσκω,verb,kai\,καί,conjunction,tri/a,τρεῖς,noun,e)/th,ἔτης,noun,latreu/santi,λατρεύω,verb,kai\,καί,conjunction,do/nti,δίδωμι,verb,poinh\n,ποινή,noun,tou=,ὁ,article,fo/nou,φόνος,noun,th\n,ὁ,article,timh\n,τιμή,noun,*eu)ru/tw|,Εὔρυτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,xrhsmou=,χρησμός,noun,doqe/ntos,δίδωμι,verb,*(ermh=s,Ἑρμῆς,proper,*(hrakle/a,Ἡράκλεα,proper,pipra/skei,πιπράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)to\n,αὐτός,pronoun,w)nei=tai,ὠνέομαι,verb,*)omfa/lh,Ὀμφάλη,proper,*)iarda/nou,Ἰάρδανος,proper,basileu/ousa,βασιλεύω,verb,*ludw=n,Λυδός,proper,h(=|,ὅς,pronoun,th\n,ὁ,article,h(gemoni/an,ἡγεμονία,noun,teleutw=n,τελευτάω,verb,o(,ὁ,article,gh/mas,γαμέω,verb,*tmw=los,Τμῶλος,proper,kate/lipe,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,timh\n,τιμή,noun,komisqei=san,κομίζω,verb,*eu)/rutos,Εὔρυτος,proper,ou),οὐ,adverb,prosede/cato,προσδέχομαι,verb,*(hraklh=s,Ἡρακλέης,proper,de\,δέ,particle,*)omfa/lh|,Ὀμφάλη,proper,douleu/wn,δουλεύω,verb,tou\s,ὁ,article,me\n,μέν,particle,peri\,περί,preposition,th\n,ὁ,article,*)/efeson,Ἔφεσος,proper,*ke/rkwpas,Κέρκωψ,proper,sullabw\n,συλλαμβάνω,verb,e)/dhse,δέω,verb,*sule/a,Σύλευς,proper,de\,δέ,particle,e)n,ἐν,preposition,*au)li/di,Αὐλίς,proper,tou\s,ὁ,article,pario/ntas,πάρειμι,verb,ce/nous,ξένος,noun,ska/ptein,σκάπτω,verb,a)nagka/zonta,ἀναγκάζω,verb,su\n,σύν,preposition,tai=s,ὁ,article,r(i/zais,ῥίζα,adjective,ta\s,ὁ,article,a)mpe/lous,ἄμπελος,noun,kau/sas,καίω,verb,meta\,μετά,preposition,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,*cenodo/khs,Ξενοδόκη,proper,a)pe/kteine,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prossxw\n,προσέχω,verb,nh/sw|,νῆσος,noun,*doli/xh|,Δολίχη,proper,to\,ὁ,article,*)ika/rou,Ἴκαρος,proper,sw=ma,σῶμα,adjective,i)dw\n,εἶδον,verb,toi=s,ὁ,article,ai)gialoi=s,αἰγιαλός,noun,prosfero/menon,προσφέρω,verb,e)/qaye,θάπτω,verb,kai\,καί,conjunction,th\n,ὁ,article,nh=son,νῆσος,noun,a)nti\,ἀντί,preposition,*doli/xhs,Δολίχη,proper,*)ikari/an,Ἰκάριος,proper,e)ka/lesen,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,tou/tou,οὗτος,pronoun,*dai/dalos,Δαίδαλος,proper,e)n,ἐν,preposition,*pi/sh|,Πῖσα,proper,ei)ko/na,εἰκών,noun,paraplhsi/an,παραπλήσιος,adjective,kateskeu/asen,κατασκευάζω,verb,*(hraklei=,Ἡρακλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\n,ὅς,pronoun,nukto\s,νύξ,adjective,a)gnoh/sas,ἀγνοέω,verb,*(hraklh=s,Ἡρακλέης,proper,li/qw|,λίθος,adjective,balw\n,βάλλω,verb,w(s,ὡς,conjunction,e)/mpnoun,ἔμπνους,adjective,e)/plhce,πλήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,o(\n,ὅς,pronoun,de\,δέ,particle,xro/non,χρόνος,noun,e)la/treue,λατρεύω,verb,par',παρά,preposition,*)omfa/lh|,Ὀμφάλη,proper,le/getai,λέγω,verb,to\n,ὁ,article,e)pi\,ἐπί,preposition,*ko/lxous,Κόλχος,proper,plou=n,πλόος,noun,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,tou=,ὁ,article,*kaludwni/ou,Καλυδώνιος,proper,ka/prou,κάπρος,noun,qh/ran,θήρα,noun,kai\,καί,conjunction,*qhse/a,Θησεύς,proper,parageno/menon,παραγίγνομαι,verb,e)k,ἐκ,preposition,*troizh=nos,Τροιζήν,proper,to\n,ὁ,article,*)isqmo\n,ἰσθμός,noun,kaqa=rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,th\n,ὁ,article,latrei/an,λατρεία,noun,a)pallagei\s,ἀπαλλάσσω,verb,th=s,ὁ,article,no/sou,νόσος,noun,e)pi\,ἐπί,preposition,*)/ilion,Ἴλιον,proper,e)/plei,πλέω,verb,penthkonto/rois,πεντηκόντορος,adjective,o)ktwkai/deka,ὀκτωκαίδεκα,noun,sunaqroi/sas,συναθροίζω,verb,strato\n,στρατός,noun,a)ndrw=n,ἀνήρ,noun,a)ri/stwn,ἄριστος,adjective,e(kousi/ws,ἑκούσιος,adjective,qelo/ntwn,ἐθέλω,verb,strateu/esqai,στρατεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katapleu/sas,καταπλέω,verb,de\,δέ,particle,ei)s,εἰς,preposition,*)/ilion,Ἴλιον,proper,th\n,ὁ,article,me\n,μέν,particle,tw=n,ὁ,article,new=n,ναός,noun,fulakh\n,φυλακή,noun,*)oiklei=,Ὀϊκλέης,proper,kate/lipen,καταλιμπάνω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,meta\,μετά,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a)riste/wn,ἀριστεύς,noun,w(/rma,ὁρμάω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parageno/menos,παραγίγνομαι,verb,de\,δέ,particle,e)pi\,ἐπί,preposition,ta\s,ὁ,article,nau=s,ναῦς,noun,su\n,σύν,preposition,tw=|,ὁ,article,plh/qei,πλῆθος,noun,*laome/dwn,Λαομέδων,proper,*)oikle/a,Ὀϊκλέης,proper,me\n,μέν,particle,a)pe/kteine,ἀποκτείνω,verb,maxo/menon,μάχομαι,verb,a)pelasqei\s,ἀπελαύνω,verb,de\,δέ,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,meta\,μετά,preposition,*(hrakle/ous,Ἡρακλέης,proper,e)poliorkei=to,πολιορκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,poliorki/as,πολιορκία,noun,e)nestw/shs,ἐνίστημι,verb,r(h/cas,ῥήγνυμι,verb,to\,ὁ,article,tei=xos,τεῖχος,noun,*telamw\n,Τελαμών,proper,prw=tos,πρότερος,adjective,ei)sh=lqen,εἰσέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,kai\,καί,conjunction,meta\,μετά,preposition,tou=ton,οὗτος,pronoun,*(hraklh=s,Ἡρακλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
