word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/76/lemma/@_entry,word/76/lemma/@_POS,word/89/lemma/@_entry,word/89/lemma/@_POS
a)/mfw,ἄμφω,noun,de\,δέ,particle,newte/rw,e)sto\n,εἰμί,verb,e)mei=o,ἐγώ,pronoun,kai\,καί,conjunction,ta\,e(ch=s,ἑξῆς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νέος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,o(,me\n,μέν,particle,*ka/ssios,Κάσσιος,proper,e)ge/lasen,γελάω,verb,o(,de\,δέ,particle,*brou=tos,,,e)ce/balen,ἐκβάλλω,verb,au)to/n,αὐτός,pronoun,a(plo/kuna,,,kai\,καί,conjunction,yeudo/kuna,,,prosagoreu/wn,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,to/te,τότε,adverb,tou=to,οὗτος,pronoun,th=s,ὁ,article,pro\s,a)llh/lous,ἀλλήλων,pronoun,diafora=s,διαφορά,noun,poihsa/menoi,ποιέω,verb,pe/ras,πέρας,noun,eu)qu\s,εὐθύς,adverb,dielu/qhsan,διαλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*kassi/ou,Κάσσιος,proper,dei=pnon,pare/xontos,παρέχω,verb,e)ka/lei,καλέω,verb,tou\s,ὁ,article,fi/lous,*brou=tos,,,h)/dh,ἤδη,adverb,de\,δέ,particle,katakeime/nwn,κατάκειμαι,verb,*faw/nios,,,h(=ke,ἥκω,verb,leloume/nos,λούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,δεῖπνον,noun,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marturome/nou,μαρτύρομαι,verb,de\,δέ,particle,*brou/tou,mh\,μή,conjunction,keklhme/non,καλέω,verb,au)to/n,αὐτός,pronoun,h(/kein,kai\,καί,conjunction,keleu/ontos,κελεύω,verb,a)pa/gein,ἀπάγω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,a)nwta/tw,ἄνω,adverb,kli/nhn,κλίνη,noun,bi/a|,parelqw\n,παρέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,me/shn,μέσος,adjective,katekli/qh,κατακλίνω,verb,,,,,,,,,,,,,ἥκω,verb,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,paidia\n,παιδιή,noun,o(,po/tos,πότος,noun,e)/sxen,ἔχω,verb,ou)k,οὐ,adverb,a)/xarin,ou)d',οὐδέ,particle,a)filo/sofon,ἀφιλόσοφος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἄχαρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,d',δέ,particle,u(sterai/a|,*brou=tos,,,a)/ndra,ἀνήρ,noun,*(rwmai=on,,,e)strathghko/ta,kai\,καί,conjunction,pepisteume/non,πιστεύω,verb,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,*leu/kion,Λεύκιος,proper,*pe/llan,Πέλλα,proper,*sardianw=n,Σάρδεις,proper,kathgorou/ntwn,e)pi\,ἐπί,preposition,klopai=s,κλοπή,noun,dhmosi/a|,δημόσιος,adjective,katagnou\s,καταγιγνώσκω,verb,h)ti/mwse,ἀτιμόω,verb,,,,,,,,,,,ὑστεραῖος,adjective,στρατηγέω,verb,κατηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,pra=gma,*ka/ssion,Κάσσιος,proper,ou),οὐ,adverb,metri/ws,μέτριος,adjective,e)lu/phsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρᾶγμα,noun,λυπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,ga\r,γάρ,particle,o)li/gais,h(me/rais,ἡμέρα,noun,e)/mprosqen,ἔμπροσθεν,adverb,e)pi\,ἐπί,preposition,toi=s,au)toi=s,αὐτός,pronoun,e)legxqe/ntas,ἐλέγχω,verb,a)dikh/masi,ἀδίκημα,noun,du/o,δύο,adjective,fi/lous,φῖλος,noun,i)di/a|,ἴδιος,adjective,nouqeth/sas,νουθετέω,verb,fanerw=s,a)fh=ke,ἀφήκω,verb,kai\,καί,conjunction,diete/lei,διατελέω,verb,xrw/menos,χράομαι,verb,o(/qen,ὅθεν,adverb,h)|tia=to,αἰτιάομαι,verb,to\n,ὁ,article,*brou=ton,,,w(s,ὀλίγος,adjective,ὁ,article,φανερός,adjective,ὡς,conjunction,a)/gan,ἄγαν,adverb,o)/nta,εἰμί,verb,no/mimon,νόμιμος,adjective,kai\,καί,conjunction,di/kaion,δίκαιος,adjective,e)n,ἐν,preposition,kairw=|,καιρός,noun,politei/as,πολιτεία,noun,deome/nw|,δέομαι,verb,kai\,καί,conjunction,filanqrwpi/as,φιλανθρωπία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,tw=n,ei)dw=n,εἶδος,noun,tw=n,ὁ,article,*marti/wn,Μαλίς,proper,e)ke/leuen,au)to\n,αὐτός,pronoun,mnhmoneu/ein,μνημονεύω,verb,e)kei/nwn,ἐκεῖνος,pronoun,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,*kai/sara,Καῖσαρ,proper,e)/kteinan,ἐκτείνω,verb,ou)k,au)to\n,αὐτός,pronoun,a)/gonta,ἄγω,verb,kai\,καί,conjunction,fe/ronta,φέρω,verb,pa/ntas,πᾶς,adjective,a)nqrw/pous,ἄνθρωπος,noun,a)ll',ἀλλά,adverb,e(te/rwn,ἕτερος,adjective,du/namin,ὁ,article,κελεύω,verb,οὐ,adverb,δύναμις,adjective,o)/nta,εἰμί,verb,tau=ta,οὗτος,pronoun,prasso/ntwn,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ei)/,εἰ,conjunction,tis,e)/sti,εἰμί,verb,pro/fasis,πρόφασις,noun,kalh\,καλός,noun,meq',h(=s,ὅς,pronoun,a)melei=tai,ἀμελέω,verb,to\,ὁ,article,di/kaion,δίκαιος,adjective,a)/meinon,ἀμείνων,adjective,h)=n,εἰμί,verb,tou\s,ὁ,article,*kai/saros,fi/lous,φίλος,adjective,u(pome/nein,ὑπομένω,verb,h)\,ἠέ,conjunction,tou\s,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,periora=n,περιοράω,verb,a)dikou=ntas,ἀδικέω,verb,,,,,τις,pronoun,μετά,preposition,Καῖσαρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei/nois,ἐκεῖνος,pronoun,me\n,μέν,particle,ga\r,a)nandri/as,ἀνανδρία,noun,a)diki/as,ἀδικία,noun,de\,δέ,particle,do/ca,meta\,μετά,preposition,kindu/nwn,κίνδυνος,noun,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,po/nwn,πόνος,noun,pro/sesti,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,δόξα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau/th,τοιοῦτος,adjective,me\n,μέν,particle,h(,tou=,ὁ,article,*brou/tou,,,proai/resis,προαίρεσις,noun,h)=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,diabai/nein,e)c,ἐκ,preposition,*)asi/as,Ἄσιος,proper,e)/mellon,μέλλω,verb,le/getai,tw=|,ὁ,article,*brou/tw|,,,me/ga,μέγας,adverb,shmei=on,σημεῖον,noun,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διαβαίνω,verb,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/sei,φύσις,noun,me/n,μέν,particle,ga/r,h)=n,εἰμί,verb,e)pegrh/goros,,,o(,ὁ,article,a)nh/r,kai\,καί,conjunction,to/n,ὁ,article,u(/pnon,ὕπνον,noun,ei)s,εἰς,preposition,o)li/gou,ὀλίγος,adjective,xro/nou,χρόνος,noun,mo/rion,μόριον,noun,a)skh/sei,kai\,καί,conjunction,swfrosu/nh|,σωφροσύνη,noun,sunh=gen,συνάγω,verb,h(me/ras,ἡμέρα,noun,me/n,μέν,particle,ou)de/pote,οὐδέποτε,adverb,koimw/menos,κοιμάω,verb,nu/ktwr,νύκτωρ,adverb,de\,γάρ,particle,ἀνήρ,noun,ἀσκέω,verb,δέ,particle,tosou=ton,τοσοῦτος,adjective,o(/son,ὅσος,adjective,ou)/te,οὔτε,adverb,ti,τις,pronoun,pra/ttein,πράσσω,verb,ou)/te,οὔτε,adverb,tw|,τις,pronoun,diale/gesqai,διαλέγω,verb,pa/ntwn,πᾶς,adjective,a)napauome/nwn,ἀναπαύω,verb,parei=xe,παρέχω,verb,to/te,τότε,adverb,de\,δέ,particle,tou=,ὁ,article,pole/mou,πόλεμος,noun,sunestw=tos,συνίστημι,verb,e)n,ἐν,preposition,xersi\n,χείρ,noun,e)/xwn,ἔχω,verb,ta\s,ὁ,article,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,o(/lwn,ὅλος,adjective,pra/ceis,πρᾶξις,adjective,kai\,καί,conjunction,tetame/nos,τείνω,verb,th=|,ὁ,article,fronti/di,φροντίς,noun,pro\s,πρός,preposition,to\,ὁ,article,me/llon,μέλλω,verb,o(phni/ka,ὁπηνίκα,adverb,prw=ton,πρότερος,adjective,a)f',ἀπό,preposition,e(spe/ras,ἑσπέρα,noun,e)pinusta/ceie,ἐπινυστάζω,verb,toi=s,ὁ,article,siti/ois,σιτίον,noun,h)/dh,ἤδη,adverb,to\,ὁ,article,loipo\n,λοιπός,adjective,e)xrh=to,χράομαι,verb,th=|,ὁ,article,nukti\,νύξ,adjective,pro\s,πρός,preposition,ta\,ὁ,article,katepei/gonta,κατέπειμι,verb,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,ei),εἰ,conjunction,de\,δέ,particle,sune/loi,συναιρέω,verb,kai\,katoikonomh/seie,κατοικονομέω,verb,th\n,ὁ,article,peri\,περί,preposition,tau=ta,οὗτος,pronoun,xrei/an,χρεία,noun,a)negi/nwske,ἀναγιγνώσκω,verb,bibli/on,βιβλίον,noun,me/xri,μέχρι,preposition,tri/ths,τρίτος,adjective,fulakh=s,φυλακεύς,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,ei)w/qesan,e(kato/ntarxoi,ἑκατόνταρχος,noun,kai\,καί,conjunction,xili/arxoi,χιλίαρχος,noun,foita=n,φοιτάω,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,καί,conjunction,ἔθω,verb
w(s,ὡς,conjunction,ou)=n,οὖν,particle,e)/mellen,e)c,ἐκ,preposition,*)asi/as,Ἄσιος,proper,diabiba/zein,διαβιβάζω,verb,to\,stra/teuma,στράτευμα,adjective,nu\c,νύξ,adjective,me\n,μέν,particle,h)=n,εἰμί,verb,baquta/th,βαθύς,adjective,fw=s,φάος,adjective,d',δέ,particle,ei)=xen,ou),οὐ,adverb,pa/nu,πάνυ,adverb,lampro\n,λαμπρός,adjective,h(,ὁ,article,skhnh/,σκηνή,noun,pa=n,πᾶς,adjective,de\,δέ,particle,to\,ὁ,article,strato/pedon,μέλλω,verb,ὁ,article,ἔχω,verb,στρατόπεδον,noun,siwph=|,σιωπή,noun,katei=xen,κατέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,sullogizo/meno/s,ti,τις,pronoun,kai\,καί,conjunction,skopw=n,σκοπάω,verb,pro\s,e(auto/n,ἑαυτοῦ,pronoun,e)/docen,δοκέω,verb,ai)sqe/sqai,αἰσθάνομαι,verb,tino\s,τις,pronoun,ei)sio/ntos,εἴσειμι,verb,a)poble/yas,ἀποβλέπω,verb,de\,δέ,particle,pro\s,th\n,ὁ,article,ei)/sodon,εἴσοδος,noun,o(ra=|,ὁράω,verb,deinh\n,δεινός,adjective,kai\,καί,conjunction,a)llo/koton,ἀλλόκοτος,adjective,o)/yin,ὄψις,noun,e)kfu/lou,ἔκφυλος,adjective,sw/matos,συλλογίζομαι,verb,πρός,preposition,πρός,preposition,σῶμα,adjective,kai\,καί,conjunction,foberou=,φοβερός,adjective,siwph=|,σιωπή,noun,parestw=tos,παρίστημι,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolmh/sas,τολμάω,verb,de\,δέ,particle,e)re/sqai,ti/s,τίς,pronoun,pot',ποτέ,particle,w)\n,εἰμί,verb,ei)=pen,a)nqrw/pwn,ἄνθρωπος,noun,h)\,ἠέ,conjunction,qew=n,θέα,noun,h)\,ἠέ,conjunction,ti/,τίς,pronoun,boulo/menos,βούλομαι,verb,h(/keis,ἥκω,verb,w(s,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,ἔρομαι,verb,εἶπον,verb,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pofqe/ggetai,ὑποφθέγγομαι,verb,d',δέ,particle,au)tw=|,to\,ὁ,article,fa/sma,φάσμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
