word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS
a(/tta,ὅστις,pronoun,de\,δέ,particle,au)te/ou,,,i)/dia,ἴδιος,adjective,nauti/h,ναυτία,noun,e)/metos,ἔμετος,noun,a)positi/h,ἀποσιτία,noun,lu\gc,λύγξ,noun,e)reu/cies,ἔρευξις,noun,o)curegmi/h,ὀξυρεγμία,noun,e)pi\,ἐπί,preposition,de\,δέ,particle,toi=si,τίς,pronoun,kardiw/ssousi,καρδιώσσω,verb,kai\,καί,conjunction,ai)sqh/si,αἴσθησις,noun,o)cu/teroi,ὀξύς,adjective,w(s,ὡς,conjunction,i)dei=n,εἶδον,verb,kai\,καί,conjunction,a)kou=sai,ἀκέω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,pro/sqen,πρόσθεν,adverb,kai\,καί,conjunction,gnw/mh|,γνώμη,noun,eu)staqe/steroi,kai\,καί,conjunction,εὐσταθής,adverb,yuxh=|,ψυχή,noun,kaqarw/teroi,καθαρός,adjective,kai\,καί,conjunction,ta/de,ὅδε,pronoun,ou)k,οὐ,adverb,ei)s,εἰς,preposition,ta\,pareo/nta,πάρειμι,verb,mou=non,μόνος,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,ὁ,article,ta\,ὁ,article,me/llonta,μέλλω,verb,ma/nties,μάντις,noun,a)treke/es,ἀτρεκής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ou)=n,οὖν,particle,kai\,καί,conjunction,ai(/de,ὅδε,pronoun,stoma/xou,στόμαχος,noun,ai(,ὁ,article,duna/mies,δύναμις,adjective,a)lla\,ἀλλά,adverb,kardi/hs,καρδιάω,verb,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,h(,ὁ,article,yuxh\,ψυχή,noun,kai\,καί,conjunction,h(,ὁ,article,fu/sis,φύσις,noun,au)te/hs,,,ei)s,εἰς,preposition,h(\n,ὅς,pronoun,kai\,καί,conjunction,to\,ὁ,article,pa/qos,πάθος,adjective,h)=|,εἰμί,verb,tw=n,ὁ,article,th=|de,ὅδε,pronoun,duna/mewn,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,h(,ὁ,article,th=s,ὁ,article,nou/sou,νόσος,noun,i)de/h,ἰδέα,noun,e)/klusis,ἔκλυσις,noun,tou=,ὁ,article,to/nou,τόνος,noun,th=s,ὁ,article,fu/sios,φύσις,noun,e)p',ἐπί,preposition,ai)ti/h|,αἰτία,noun,yu/ci,,,kai\,καί,conjunction,u(gro/thti,ὑγρότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)/qermoi,ἄθερμος,adjective,kai\,καί,conjunction,ta\,ὁ,article,ei)/sw,εἴσω,adverb,kai\,καί,conjunction,ta\,ὁ,article,e)/cw,ἔξω,adverb,kai\,καί,conjunction,a)/diyoi,ἄδιψος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,yuxro\n,ψυχρός,adjective,a)napne/ousi,ἀναπνέω,verb,kh)\n,ἐν,preposition,e)k,ἐκ,preposition,mega/lwn,μέγας,adverb,kai\,καί,conjunction,kauswde/wn,καυσώδης,adverb,e)sti\,εἰμί,verb,puretw=n,πυρετός,noun,e)c,ἐκ,preposition,w(=nper,ὅς,pronoun,e)ca/ptetai,ἐξάπτω,verb,h(,ὁ,article,cugkoph/,συγκοπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=te,εὖτε,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,e)/rrwtai,ῥώννυμι,verb,h(,ὁ,article,fu/sis,φύσις,noun,kai/,καί,conjunction,e)stin,εἰμί,verb,eu)/kratos,εὔκρατος,adjective,pa/ntwn,πᾶς,adjective,me\n,μέν,particle,krate/ei,κρατέω,verb,pa=si,πᾶς,adjective,de\,δέ,particle,shmai/nei,σημαίνω,verb,kai\,καί,conjunction,u(grw=|,ὑγρός,adjective,kai\,καί,conjunction,pneu/mati,πνεῦμα,noun,kai\,καί,conjunction,stereoi=si,στερεός,adjective,kai\,καί,conjunction,th=|,ὁ,article,tou/twn,οὗτος,pronoun,eu)taci/h|,εὐταξία,noun,kai\,καί,conjunction,cummetri/h|,e)s,εἰς,preposition,συμμετρία,noun,zwh\n,ζωή,noun,die/pei,διέπω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,h)\n,ἐάν,conjunction,de\,δέ,particle,th=s,fu/sios,φύσις,noun,o(,ὁ,article,desmo\s,δεσμός,noun,toute/sti,τουτέστι,adverb,ὁ,article,o(,ὁ,article,to/nos,τόνος,noun,luqh=|,λύω,verb,to/te,τότε,adverb,gi/gnetai,γίγνομαι,verb,to\,ὁ,article,pa/qos,πάθος,adjective,kata/rxei,κατάρχω,verb,de\,δέ,particle,au)te/ou,,,kau=sos,καῦσος,noun,o(/s,ὅς,pronoun,e)sti,εἰμί,verb,toio/sde,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu=r,πῦρ,noun,me\n,μέν,particle,pa/nth,πάντῃ,adverb,kai\,καί,conjunction,drimu\,δριμύς,adjective,kai\,καί,conjunction,lepto\n,λεπτός,adjective,ma/lista,μάλιστα,adverb,de\,δέ,particle,ta\,ὁ,article,ei)/sw,εἴσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)napnoh\,ἀναπνοή,noun,qermh\,θερμός,adjective,w(s,ὡς,conjunction,e)k,ἐκ,preposition,puro\s,πῦρ,noun,h)e/ros,ἀήρ,adjective,o(lkh\,ὁλκή,noun,mega/lh,μέγας,adverb,yuxrou=,ψυχρός,adjective,e)piqumi/h,ἐπιθυμία,noun,glw/sshs,γλῶσσα,noun,chro/ths,ξηρότης,noun,au)asmo\s,αὐασμός,noun,xeile/wn,χεῖλος,noun,kai\,καί,conjunction,de/rmatos,δέρμα,noun,a)/krea,ἄκρις,noun,yuxra\,ψυχρός,adjective,ou)=ra,οὖρον,noun,xolo/bafa,χολόβαφος,adjective,katakore/ws,κατακορής,adverb,a)grupni/h,ἀγρυπνία,noun,sfugmoi\,σφυγμός,noun,puknoi\,πυκνός,adjective,smikroi\,μικρός,adjective,e)/klutoi,ἔκλυτος,adjective,o)fqalmoi\,eu)age/es,εὐαγής,adverb,ὀφθαλμός,noun,lamproi\,λαμπρός,adjective,u(pe/ruqroi,ὑπέρυθρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosw/pou,πρόσωπον,noun,eu)xroi/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)pi\,ἐπί,preposition,ma=llon,μᾶλλον,adverb,au)/ch|,αὐξάνω,verb,to\,ὁ,article,pa/qos,πάθος,adjective,me/zw,μέγας,adverb,ta\,ὁ,article,pa/nta,πᾶς,adjective,kai\,καί,conjunction,kaki/w,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfugmoi\,σφυγμός,noun,smikro/tatoi,μικρός,adjective,kai\,καί,conjunction,pukno/tatoi,πυκνος,noun,pu=r,πῦρ,noun,chro/taton,ξηρός,adjective,kai\,καί,conjunction,drimu/taton,δριμύς,adjective,gnw/mh,γνώμη,noun,para/foros,παράφορος,adjective,pa/ntwn,πᾶς,adjective,a)gnwsi/h,ἀγνωσία,noun,diyw/dees,διψώδης,adjective,yau=sai,ψαύω,verb,yuxrou=,ψυχρός,adjective,e)piqumi/h,ἐπιθυμία,noun,toi/xou,τοῖχος,noun,e)sqh=tos,ἐσθής,noun,e)da/feos,ἔδαφος,noun,u(grou=,ὑγρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xei=res,χείρ,noun,yuxrai\,ψυχρός,adjective,qe/nara,θέναρ,noun,qermo/tata,θερμός,adjective,o)/nuxes,ὄνυξ,noun,pelidnoi\,πελιδνός,adjective,a)napnoh\,ἀναπνοή,noun,pukinh\,πυκινός,adjective,noti\s,νοτίς,noun,peri\,περί,preposition,me/twpa,μέτωπον,noun,kai\,καί,conjunction,klhi/+das,κλείς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,a)/kron,ἄκρος,adjective,chro/thtos,ξηρότης,noun,kai\,καί,conjunction,qermasi/hs,θερμασία,noun,h(/kh|,ἥκω,verb,h(,ὁ,article,fu/sis,φύσις,noun,to\,ὁ,article,me\n,μέν,particle,qermo\n,θερμός,adjective,e)s,εἰς,preposition,yuxro\n,ψυχρός,adjective,o(,ὁ,article,de\,δέ,particle,au)xmo\s,αὐχμός,noun,e)s,εἰς,preposition,e)pombri/hn,ἐπομβρία,noun,tre/petai,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,ga\r,γάρ,particle,tw=n,ὁ,article,prhgma/twn,πρᾶγμα,noun,e)s,εἰς,preposition,to\,ὁ,article,e)/sxaton,σχέθω,verb,e)pita/sies,ἐπίτασις,noun,ei)s,εἰς,preposition,th\n,ὁ,article,e)nanti/hn,ἐναντίος,adjective,metaba/llousi,μεταβάλλω,verb,i)de/hn,ἰδέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph\n,ἐπήν,conjunction,ou)=n,οὖν,particle,luqh=|,λύω,verb,th=s,ὁ,article,fu/sios,φύσις,noun,ta\,ὁ,article,desma\,δεσμός,noun,to/de,ὅδε,pronoun,e)sti\,εἰμί,verb,h(,ὁ,article,sugkoph\,συγκοπή,noun,to/te,τότε,adverb,i(drw\s,ἱδρώς,noun,a)/sxetos,ἄσχετος,adjective,pa/nth,πάντῃ,adverb,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)napnoh\,ἀναπνοή,noun,yuxrh\,ψυχρός,adjective,a)tmo\s,ἀτμός,noun,a)na\,ἀνά,preposition,*ri=nas,,,poulu\s,πολύς,adjective,a)/diyoi,ἄδιψος,adjective,e)ch/rantai,ξηραίνω,verb,ga\r,γάρ,particle,ta/,t',τε,particle,τίς,pronoun,a)/lla,ἄλλος,adjective,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,ta\,ὁ,article,a)/lla,ἄλλος,adjective,diyale/a,διψαλέος,adjective,o)/rgana,sto/ma,στόμα,noun,sto/maxos,στόμαχος,noun,,,,,,,ὄργανον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)=ra,οὖρον,noun,lepta\,λεπτόν,noun,u(datw/dea,ὑδατώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koili/h,κοιλία,noun,ta\,ὁ,article,polla\,πολύς,adjective,me\n,μέν,particle,chrh\,ξηρός,adjective,e)/sti,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,oi(=si,ὅς,pronoun,u(pofe/rei,ὑποφέρω,verb,braxe/a,βραχύς,adjective,xolw/dea,χολώδης,adjective,poulu\s,πολύς,adjective,pla/dos,πλάδος,noun,diarre/ei,διαρρέω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,o)ste/a,ὀστέον,noun,luo/mena,λύω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,pa/ntwn,πᾶς,adjective,w(s,ὡς,conjunction,e)n,ἐν,preposition,potamw=|,ποταμός,noun,e)s,ta\,ὁ,article,εἰς,preposition,e)/cw,ἔξω,adverb,h(,ὁ,article,forh/,φορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuxh=s,ψυχή,noun,kata/stasis,κατάστασις,noun,ai)/sqhsis,αἴσθησις,noun,su/mpasa,σύμπας,adjective,kaqarh\,καθαρός,adjective,dia/noia,διάνοια,noun,lepth\,λεπτός,adjective,gnw/mh,γνώμη,noun,mantikh/,μαντικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
progignw/skousi,προγιγνώσκω,verb,me\n,μέν,particle,ou)=n,οὖν,particle,prw/tista,πρώτιστος,adjective,me\n,μέν,particle,w(ute/oisi,,,tou=,ὁ,article,bi/ou,βίος,adjective,th\n,ὁ,article,metallagh/n,μεταλλαγή,noun,e)/peita,ἔπειτα,adverb,toi=si,τίς,pronoun,pareou=si,πάρειμι,verb,prole/gousi,προλέγω,verb,ta\,ὁ,article,au)=qis,αὖθις,adverb,e)so/mena,εἰμί,verb,oi(,ὁ,article,de\,δέ,particle,au)te/ous,,,me\n,μέν,particle,e)/sq',ἔσθω,verb,o(/te,ὅτε,conjunction,kai\,καί,conjunction,a)llofa/ssein,ἀλλοφάσσω,verb,doke/ousi,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,a)poba/si,,,de\,δέ,particle,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,qwu+ma/zousi,,,w(/nqrwpoi,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metece/teroi,μετεξέτεροι,adjective,de\,δέ,particle,kai\,καί,conjunction,proslale/ousi,προσλαλέω,verb,tw=n,ὁ,article,katoixome/nwn,κατοίχομαι,verb,tisi\,τις,pronoun,ta/xa,τάχα,adjective,me\n,μέν,particle,pareo/ntas,πάρειμι,verb,o(reu=ntes,ὁράω,verb,au)toi\,αὐτός,pronoun,mou=noi,μόνος,adjective,u(po\,ὑπό,preposition,lepth=s,λεπτός,adjective,kai\,καί,conjunction,kaqarh=s,καθαρός,adjective,ai)sqh/sios,αἴσθησις,noun,ta/xa,τάχα,adjective,d',δέ,particle,au)tw=n,αὐτός,pronoun,th=s,ὁ,article,yuxh=s,ψυχή,noun,progginwskou/shs,,,kai\,καί,conjunction,dihgeume/nhs,διηγέομαι,verb,tou\s,a)/ndras,ἀνήρ,noun,ὁ,article,oi(=si,ὅς,pronoun,cune/sontai,σύνειμι,verb,pro/sqen,πρόσθεν,adverb,me\n,μέν,particle,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=si,u(groi=si,ὑγρός,adjective,w(s,ὡς,conjunction,e)n,ἐν,preposition,i)lu/i+,ἰλύς,adjective,ὁ,article,e)/nhn,ἔνος,noun,kai\,καί,conjunction,zo/fw|,ζόφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,ta/de,ὅδε,pronoun,e)ch/ntlhse,ἐξαντλέω,verb,h(,ὁ,article,nou=sos,νόσος,noun,kai\,καί,conjunction,a)po\,ἀπό,preposition,tw=n,ὁ,article,o)fqalmw=n,ὀφθαλμός,noun,th\n,ὁ,article,a)xlu\ne(/le,,,o(re/ousi,ὁράω,verb,ta/,τίς,pronoun,te,τε,particle,e)n,ἐν,preposition,tw=|,ὁ,article,h)e/ri,ἀήρ,adjective,kai\,καί,conjunction,gumnh=|,γυμνός,adjective,th=|,ὁ,article,yuxh=|,ψυχή,noun,gi/gnontai,γίγνομαι,verb,ma/nties,μάντις,noun,a)treke/es,ἀτρεκής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,e)s,εἰς,preposition,toso/nde,τοσόσδε,adjective,lepto/thtos,λεπτότης,noun,u(grw=n,ὑγρός,adjective,kai\,καί,conjunction,th=s,ὁ,article,gnw/mhs,γνώμη,noun,a)figme/noi,ἀφίζω,verb,ou),οὐ,adverb,ma/la,μάλα,adverb,toi,σύ,pronoun,perigi/gnontai,περιγίγνομαι,verb,e)cherwm,,,e/nhs,,,h)/dh,ἤδη,adverb,th=s,ὁ,article,zwtikh=s,ζωτικός,adjective,duna/mios,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
