word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
toi\,σύ,pronoun,d',δέ,particle,u(p',ὑπό,preposition,o)moklh=s,ὁμοκλή,noun,r(i/mf',ῥίμφα,adverb,e)/feron,φέρω,verb,qoo\n,θοός,adjective,a(/rma,ἅρμα,noun,koni/ontes,κονέω,verb,pedi/oio,πέδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga/r,γάρ,particle,sfin,σφεῖς,pronoun,me/nos,μένος,noun,h(=ke,ἥκω,verb,qea\,θεά,noun,glaukw=pis,γλαυκῶπις,noun,*)aqh/nh,Ἀθήνευς,proper,ai)gi/d',αἰγίς,noun,a)nassei/sasa,ἀνασείω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peristona/xhse,περιστοναχέω,verb,de\,δέ,particle,gai=a,γαῖα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,a)/mudis,ἄμυδις,adverb,proge/nont',προγίγνομαι,verb,i)/keloi,ἴκελος,adjective,puri\,πῦρ,noun,h)e\,ἠέ,conjunction,que/llh|,θύελλα,adjective,*ku/knos,Κύκνος,proper,q',τε,particle,i(ppo/damos,ἱππόδαμος,adjective,kai\,καί,conjunction,*)/arhs,Ἄρης,proper,a)ko/rhtos,ἀκόρητος,adjective,a)uth=s,ἀυτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,i(/ppoi,ἵππος,noun,me\n,μέν,particle,e)/peiq',ἔπειτα,adverb,u(penanti/oi,ὑπεναντίος,adjective,a)llh/loisin,ἀλλήλων,pronoun,o)cei=a,ὀξύς,adjective,xre/misan,χρεμίζω,verb,peri\,περί,preposition,de/,δέ,particle,sfisin,σφεῖς,pronoun,a)/gnuto,ἄγνυμι,verb,h)xw/,ἠχώ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,pro/teros,πρότερος,adjective,prose/eipe,προσεῖπον,verb,bi/h,βία,adjective,*(hraklhei/h,Ἡράκλειος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku/kne,κύκνος,noun,pe/pon,πέπων,verb,ti/,τίς,pronoun,nu,νῦν,adverb,nw=in,ἐγώ,pronoun,e)pi/sxeton,ἐπίσχω,verb,w)ke/as,ὠκύς,adjective,i(/ppous,ἵππος,noun,a)ndra/sin,ἀνήρ,noun,oi(/,ἕ,pronoun,te,τε,particle,po/nou,πόνος,noun,kai\,καί,conjunction,o)izu/os,ὀιζύς,noun,i)/drie/s,ἴδρις,adjective,ei)men,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,pare\c,παρέξ,preposition,e)/xe,ἔχω,verb,di/fron,δίφρος,noun,e)u/coon,εὔξοος,adjective,h)de\,ἠδέ,conjunction,keleu/qou,κέλευθος,noun,ei)=ke,ἔοικα,verb,pare\c,παρέξ,preposition,i)e/nai,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*trhxi=na,Τραχίς,proper,de/,δέ,particle,toi,σύ,pronoun,parelau/nw,παρελαύνω,verb,e)s,εἰς,preposition,*kh/uka,Κήϋξ,proper,a)/nakta,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,ga\r,γάρ,particle,duna/mi,δύναμις,adjective,te,τε,particle,kai\,καί,conjunction,ai)doi=,αἰδώ,noun,*trhxi=nos,Τραχίς,proper,probe/bhke,προβαίνω,verb,su\,σύ,pronoun,d',δέ,particle,eu)=,εὖ,adverb,ma/la,μάλα,adverb,oi)=sqa,οἶδα,verb,kai\,καί,conjunction,au)to/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,o)pui/eis,ὀπυίω,verb,pai=da,παῖς,adjective,*qemistono/hn,,,kuanw=pin,κυανῶπις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pe/pon,πέπων,verb,ou),οὐ,adverb,me\n,μέν,particle,ga\r,γάρ,particle,toi,τοι,particle,*)/arhs,Ἄρης,proper,qana/toio,θάνατος,adjective,teleuth\n,τελευτή,noun,a)rke/sei,ἀρκέω,verb,ei),εἰ,conjunction,dh\,δή,particle,nw=i,ἐγώ,pronoun,sunoiso/meqa,συμφέρω,verb,ptolemi/zein,πολεμίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,me/n,μέν,particle,te/,τε,particle,e(/,ἕ,pronoun,fhmi,φημί,verb,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,peirhqh=nai,πειράω,verb,e)/gxeos,ἔγχος,noun,h(mete/rou,ἡμέτερος,adjective,o(/q',ὅτε,conjunction,u(pe\r,ὑπέρ,preposition,*pu/lou,Πύλης,proper,h)maqo/entos,ἠμαθόεις,adjective,a)nti/os,ἀντίος,adjective,e)/sth,ἵστημι,verb,e)mei=o,ἐγώ,pronoun,ma/xhs,μάχη,noun,a)/moton,ἄμοτον,adverb,meneai/nwn,μενεαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri\s,τρίς,adverb,me\n,μέν,particle,e)mw=|,ἐμός,adjective,u(po\,ὑπό,preposition,douri\,δόρυ,noun,tupei\s,τύπτω,verb,h)rei/sato,ἐρείδω,verb,gai/h|,γαῖα,noun,ou)tame/nou,οὐτάω,verb,sa/keos,σάκος,adjective,to\,ὁ,article,de\,δέ,particle,te/traton,τέταρτος,adjective,h)/lasa,ἐλαύνω,verb,mhro\n,μηρός,noun,panti\,πᾶς,adjective,me/nei,μένω,verb,speu/dwn,σπεύδω,verb,dia\,διά,preposition,de\,δέ,particle,me/ga,μέγας,adverb,sarko\s,σάρξ,adjective,a)/raca,ἀράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prhnh\s,πρηνής,adjective,d',δέ,particle,e)n,ἐν,preposition,koni/h|si,κονία,noun,xamai\,χαμαί,adverb,pe/sen,πίπτω,verb,e)/gxeos,ἔγχος,noun,o(rmh=|,ὁρμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,ke,ἄν,particle,dh\,δή,particle,lwbhto\s,λωβητός,adjective,e)n,ἐν,preposition,a)qana/toisin,ἀθάνατος,adjective,e)tu/xqh,τεύχω,verb,xersi\n,χείρ,noun,u(/f',ὑπό,preposition,h(mete/rh|si,ἡμέτερος,adjective,lipw\n,λείπω,verb,e)/nara,ἔναρα,noun,broto/enta,βροτόεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,e)/fat',φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)/ra,ἄρα,particle,*ku/knos,Κύκνος,proper,e)ummeli/hs,ἐυμμελίης,adjective,e)menoi/na,μενοινάω,verb,tw=|,ὁ,article,e)pipeiqo/menos,ἐπιπείθομαι,verb,e)xe/men,ἔχω,verb,e)rusa/rmatas,ἐρυσάρματες,adjective,i(/ppous,ἵππος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh\,δή,particle,to/t',τότε,adverb,a)p',ἀπό,preposition,eu)pleke/wn,ἐυπλεκής,adjective,di/frwn,δίφρος,noun,qo/ron,θρῴσκω,verb,ai)=y',αἶψα,adverb,e)pi\,ἐπί,preposition,gai=an,γαῖα,noun,pai=s,πᾶς,adjective,te,τε,particle,*dio\s,Ζεύς,proper,mega/lou,μέγας,adverb,kai\,καί,conjunction,*)enuali/oio,Ἐνυάλιος,proper,a)/naktos,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ni/oxoi,ἡνίοχος,adjective,d',δέ,particle,e)/mplhn,ἔμπλην,adverb,e)/lasan,ἐλαύνω,verb,kalli/trixas,καλλίθριξ,adjective,i(/ppous,ἵππος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,d',δέ,particle,u(/po,ὑπό,preposition,seuome/nwn,σεύω,verb,kana/xize,καναχίζω,verb,po/s',πόσις,noun,eu)rei=a,εὐρύς,adjective,xqw/n,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,o(/t',ὅτε,conjunction,a)f',ἀπό,preposition,u(yhlh=s,ὑψηλός,adjective,korufh=s,κορυφή,noun,o)/reos,ὄρος,adjective,mega/loio,μέγας,adverb,pe/trai,πέτρα,noun,a)poqrw/|skwsin,,,e)p',ἐπί,preposition,a)llh/lh|s,,,de\,δέ,particle,pe/swsi,πίπτω,verb,pollai\,πολύς,adjective,de\,δέ,particle,dru=s,δρῦς,noun,u(yi/komoi,ὑψίκομος,adjective,pollai\,πολύς,adjective,de\,δέ,particle,te,τε,particle,peu=kai,πεύκη,noun,ai)/geiroi/,αἴγειρος,noun,te,τε,particle,tanu/rrizoi,τανύρριζος,adjective,r(h/gnuntai,ῥήγνυμι,verb,u(p',ὑπό,preposition,au)te/wn,αὐτός,pronoun,r(i/mfa,ῥίμφα,adverb,kulindome/nwn,κυλίνδω,verb,ei(/ws,ἕως,conjunction,pedi/ond',πεδίονδε,adverb,a)fi/kwntai,ἀφικνέομαι,verb,w(\s,ὅς,pronoun,oi(\,ἕ,pronoun,e)p',ἐπί,preposition,a)llh/loisi,ἀλλήλων,pronoun,pe/son,πίπτω,verb,me/ga,μέγας,adverb,keklh/gontes,κλάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sa,πᾶς,adjective,de\,δέ,particle,*murmido/nwn,Μυρμιδόνες,proper,te,τε,particle,po/lis,πόλις,adjective,kleith/,κλειτός,adjective,t',τε,particle,*)iawlko\s,Ἰαωλκός,adjective,*)/arnh,Ἄρνη,proper,t',τε,particle,h)d',ἠδέ,conjunction,*(eli/kh,Ἑλίκη,proper,*)/anqeia/,Ἄνθεια,proper,te,τε,particle,poih/essa,ποιήεις,adjective,fwnh=|,φωνή,noun,u(/p',ὑπό,preposition,a)mfote/rwn,ἀμφότερος,adjective,mega/l',μέγας,adverb,i)/axon,ἰάχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,a)lalhtw=|,ἀλαλητός,adjective,qespesi/w|,θεσπέσιος,adjective,su/nisan,σύνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ga,μέγας,adverb,d',δέ,particle,e)/ktupe,κτυπέω,verb,mhti/eta,μητίετα,adjective,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka\d,κατά,preposition,d',δέ,particle,a)/r',ἄρα,particle,a)p',ἀπό,preposition,ou)rano/qen,οὐρανόθεν,adverb,yia/das,ψιάς,noun,ba/len,βάλλω,verb,ai(matoe/ssas,αἱματόεις,adjective,sh=ma,σῆμα,adjective,tiqei\s,τίθημι,verb,pole/moio,πόλεμος,noun,e(w=|,ἑός,adjective,megaqarse/i,μεγαθαρσής,adjective,paidi/,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=os,οἷος,adjective,d',δέ,particle,e)n,ἐν,preposition,bh/ssh|s,βῆσσα,noun,o)/reos,ὄρος,adjective,xalepo\s,χαλεπός,adjective,proi+de/sqai,προεῖδον,verb,ka/pros,κάπρος,noun,xaulio/dwn,χαυλιόδων,adjective,frone/ei,φρονέω,verb,qumw=|,θυμός,noun,maxe/sasqai,μάχομαι,verb,a)ndra/si,ἀνήρ,noun,qhreuth=|s,θηρευτής,noun,qh/gei,θήγω,verb,de/,δέ,particle,te,τε,particle,leuko\n,λευκός,adjective,o)do/nta,ὀδούς,noun,doxmwqei/s,δοχμόομαι,verb,a)fro\s,ἀφρός,noun,de\,δέ,particle,peri\,περί,preposition,sto/ma,στόμα,noun,mastixo/wnti,μαστιχάω,verb,lei/betai,λείβω,verb,o)/sse,ὄσσα,noun,de/,δέ,particle,oi(,ὁ,article,puri\,πῦρ,noun,lampeto/wnti,λαμπετάω,verb,e)/ikton,ἔοικα,verb,o)rqa\s,ὀρθός,adjective,d',δέ,particle,e)n,ἐν,preposition,lofih=|,λοφιά,noun,fri/ssei,φρίσσω,verb,tri/xas,θρίξ,noun,a)mfi/,ἀμφί,preposition,te,τε,particle,deirh/n,δειρή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,i)/kelos,ἴκελος,adjective,*dio\s,Ζεύς,proper,ui(o\s,υἱός,noun,a)f',ἀπό,preposition,i(ppei/ou,ἵππειος,adjective,qo/re,θρῴσκω,verb,di/frou,δίφρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=mos,ἦμος,adverb,de\,δέ,particle,xloerw=|,χλοερός,adjective,kuano/pteros,κυανόπτερος,adjective,h)xe/ta,ἠχέτης,noun,te/ttic,τέττιξ,noun,o)/zw|,ὄζος,noun,e)fezo/menos,ἐφέζομαι,verb,qe/ros,θέρος,noun,a)nqrw/poisin,ἄνθρωπος,noun,a)ei/dein,ἀείδω,verb,a)/rxetai,ἄρχω,verb,w(=|,ὅς,pronoun,te,τε,particle,po/sis,πόσις,noun,kai\,καί,conjunction,brw=sis,βρῶσις,noun,qh=lus,θῆλυς,adjective,e)e/rsh,ἔρσα,noun,kai/,καί,conjunction,te,τε,particle,panhme/rio/s,πανημέριος,adjective,te,τε,particle,kai\,καί,conjunction,h)w/ios,,,xe/ei,χάω,verb,au)dh\n,αὐδή,noun,i)/dei,ἶδος,noun,e)n,ἐν,preposition,ai)nota/tw|,αἰνός,adjective,o(/te,ὅτε,conjunction,te,τε,particle,xro/a,χρώς,noun,*sei/rios,σείριος,noun,a)/zei,ἄζω,verb,th=mos,τῆμος,adverb,dh\,δή,particle,ke/gxroisi,κέγχρος,noun,pe/ri,περί,preposition,glw=xes,γλώξ,noun,tele/qousi,τελέθω,verb,tou/s,ὁ,article,te,τε,particle,qe/rei,θέρος,noun,spei/rousin,σπείρω,verb,o(/t',ὅτε,conjunction,o)/mfakes,ὄμφαξ,noun,ai)o/llontai,αἰόλλω,verb,oi(=a,οἷος,adjective,*diw/nusos,Διόνυσος,proper,dw=k',δίδωμι,verb,a)ndra/si,ἀνήρ,noun,xa/rma,χάρμα,noun,kai\,καί,conjunction,a)/xqos,ἄχθος,noun
th\n,ὁ,article,w(/rhn,ὥρα,adjective,ma/rnanto,μάρναμαι,verb,polu\s,πολύς,adjective,d',δέ,particle,o)rumagdo\s,ὀρυμαγδός,noun,o)rw/rei,ὄρνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,le/onte,λέων,noun,du/w,δύο,adjective,a)mfi\,ἀμφί,preposition,ktame/nhs,κτείνω,verb,e)la/foio,ἔλαφος,noun,a)llh/lois,ἀλλήλων,pronoun,kote/ontes,κοτάω,verb,e)pi\,ἐπί,preposition,sfe/as,σφεῖς,pronoun,o(rmh/swsi,ὁρμάω,verb,deinh\,δεινός,adjective,de/,δέ,particle,sf',σφεῖς,pronoun,i)axh\,ἰαχή,noun,a)/rabo/s,ἄραβος,adjective,q',τε,particle,a(/ma,ἅμα,adverb,gi/gnet',γίγνομαι,verb,o)do/ntwn,ὀδούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,w(/s,ὅς,pronoun,t',τε,particle,ai)gupioi\,αἰγυπιός,noun,gamyw/nuxes,γαμψῶνυξ,noun,a)gkuloxei=lai,ἀγκυλοχείλης,noun,pe/trh|,πέτρα,noun,e)/f',ἐπί,preposition,u(yhlh=|,ὑψηλός,adjective,mega/la,μέγας,adverb,kla/zonte,κλάζω,verb,ma/xontai,μάχομαι,verb,ai)go\s,αἴξ,adjective,o)ressino/mou,ὀρεσσινόμος,adjective,h)\,ἠέ,conjunction,a)grote/rhs,ἀγρότερος,adjective,e)la/foio,ἔλαφος,noun,pi/onos,πίων,adjective,h(/n,ὅς,pronoun,t',τε,particle,e)da/masse,δαμάζω,verb,balw\n,βάλλω,verb,ai)zh/ios,αἰζήιος,adjective,a)nh\r,ἀνήρ,noun,i)w=|,εἷς,adjective,a)po\,ἀπό,preposition,neurh=s,νευρά,noun,au)to\s,αὐτός,pronoun,d',δέ,particle,a)palh/setai,ἀπαλάομαι,verb,a)/llh|,ἄλλος,adjective,xw/rou,χῶρος,noun,a)/idris,ἄιδρις,noun,e)w/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,o)trale/ws,ὀτραλέος,adjective,e)no/hsan,νοέω,verb,e)ssume/nws,ἐσσύμενος,adjective,de/,δέ,particle,oi(,ἕ,pronoun,a)mfi\,ἀμφί,preposition,ma/xhn,μάχη,noun,drimei=an,δριμύς,adjective,e)/qento,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,oi(\,ἕ,pronoun,keklh/gontes,κλάζω,verb,e)p',ἐπί,preposition,a)llh/loisin,ἀλλήλων,pronoun,o)/rousan,ὀρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
