word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
pa/nta,πᾶς,adjective,ou)=n,οὖν,particle,tau=ta,οὗτος,pronoun,mega/la,μέγας,adverb,martu/ria,μαρτύριον,adjective,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,a)/gousin,ἄγω,verb,e)s,εἰς,preposition,ta\,ὁ,article,diaith/mata,διαίτημα,noun,oi(,ὁ,article,i)htroi\,ἰατρός,noun,tou\s,ka/mnontas,κάμνω,verb,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)n,ἐν,preposition,h(=|si/,ἵημι,verb,te,τε,particle,nou/soisin,νόσος,noun,ou),οὐ,adverb,xrh\,χρή,verb,keneagge/ein,κενεαγγέω,verb,tou\s,ὁ,article,me/llontas,μέλλω,verb,*rofh/masi,,,diaita=sqai,διαιτάω,verb,keneagge/ousin,κενεαγγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,h(=|si/,ἵημι,verb,te,τε,particle,ou),οὐ,adverb,xrh\,χρή,verb,metaba/llein,μεταβάλλω,verb,e)k,ἐκ,preposition,keneaggei/hs,,,e)s,εἰς,preposition,*rofh/mata,,,e)n,ἐν,preposition,tau/th|si,οὗτος,pronoun,metaba/llousi,μεταβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,w(s,ὡς,conjunction,e)pitopolu\,,,a)parti\,ἀπαρτί,adverb,e)n,ἐν,preposition,toi=si,ὁ,article,toiou/toisi,τοιοῦτος,adjective,kairoi=si,καιρός,noun,metaba/llousin,μεταβάλλω,verb,e)s,εἰς,preposition,ta\,ὁ,article,*rofh/mata,,,e)k,ἐκ,preposition,th=s,ὁ,article,keneaggei/hs,e)n,ἐν,preposition,oi(=si,ὅς,pronoun,polla/kis,πολλάκις,adverb,a)rh/gei,ἀρήγω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,*rofhma/twn,,,,,plhsia/zein,πλησιάζω,verb,th=|,ὁ,article,keneaggei/h|,,,h)\n,ἐάν,conjunction,ou(/tw,οὕτως,adverb,tu/xh|,τύχη,noun,parocunome/nh,παροξύνω,verb,h(,ὁ,article,nou=sos,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ni/ote,ἐνίοτε,adverb,de\,δέ,particle,kai\,καί,conjunction,w)ma\,ὠμός,adjective,e)pispw=ntai,ἐπισπάω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,kefalh=s,κεφαλή,noun,kai\,καί,conjunction,tou=,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,qw/rhka,θώραξ,noun,to/pou,τόπος,noun,xolw/dea,,,,,,,,,,,,,,,,,,,,,,χολώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)grupni/ai,ἀγρυπνία,noun,te,τε,particle,cunempi/ptousin,συνεμπίπτω,verb,au)te/oisi,,,di',διά,preposition,a(\s,ὅς,pronoun,ou),οὐ,adverb,pe/ssetai,πέσσω,verb,h(,ὁ,article,nou=sos,νόσος,noun,peri/lupoi/,περίλυπος,adjective,te,τε,particle,kai\,καί,conjunction,pikroi\,πικρός,adjective,gi/gnontai,kai\,καί,conjunction,parafrone/ousi,παραφρονέω,verb,kai\,καί,conjunction,marmarugw/dea,μαρμαρυγώδης,adjective,sfe/wn,σφεῖς,pronoun,ta\,ὁ,article,o)/mmata,ὄμμα,noun,γίγνομαι,verb,kai\,καί,conjunction,ai(,ὁ,article,a)koai\,ἀκοή,noun,h)/xou,ἀχεύω,verb,mestai\,μεστός,adjective,kai\,καί,conjunction,ta\,ὁ,article,a)krwth/ria,ἀκρωτήριον,noun,kateyugme/na,καταψύχω,verb,kai\,καί,conjunction,ou)=ra,οὖρον,noun,a)/pepta,ἄπεπτος,adjective,kai\,καί,conjunction,ptu/smata,πτύσμα,noun,lepta\,λεπτόν,noun,kai\,καί,conjunction,a(luka\,ἁλυκός,adjective,kai\,καί,conjunction,kexrwsme/na,χρώζω,verb,a)krh/tw|,ἄκρατος,adjective,xrw/mati,χρῶμα,noun,smikra\,μικρός,adjective,kai\,καί,conjunction,i(drw=tes,ἱδρώς,noun,peri\,περί,preposition,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,kai\,καί,conjunction,diaporh/mata,διαπόρημα,noun,kai\,καί,conjunction,pneu=ma,πνεῦμα,noun,prosptai=on,προσπταίω,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)/nw,ἄνω,adverb,forh=|,φορά,noun,pukno\n,πυκνός,adjective,h)\,ἠέ,conjunction,me/ga,μέγας,adverb,li/hn,λίαν,adverb,o)fru/es,ὀφρύς,noun,deinw/sios,δείνωσις,noun,mete/xousai,μετέχω,verb,leipoyuxw/dea,ponhra\,πονηρός,adjective,kai\,καί,conjunction,tw=n,ὁ,article,i(mati/wn,ἱμάτιον,adjective,a)por)*ri/yies,a)po\,ἀπό,preposition,tou=,ὁ,article,sth/qeos,στῆθος,noun,kai\,καί,conjunction,xei=res,χείρ,noun,tromw/dees,τρομώδης,adverb,e)ni/ote,ἐνίοτε,adverb,de\,δέ,particle,kai\,καί,conjunction,xei=los,χεῖλος,noun,to\,ὁ,article,ka/tw,κάτος,adjective,sei/etai,σείω,verb
tau=ta,οὗτος,pronoun,de\,δέ,particle,e)n,ἐν,preposition,a)rxh=|sin,ἀρχή,noun,e)pifaino/mena,ἐπιφαίνω,verb,parafrosu/nhs,παραφροσύνη,noun,dhlwtika/,δηλωτικός,adjective,e)sti,εἰμί,verb,sfodrh=s,σφοδρός,adjective,kai\,καί,conjunction,w(s,ὡς,conjunction,e)pitopolu\,,,a)poqnh/skousin,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,diafeu/gontes,διαφεύγω,verb,h)\,ἠέ,conjunction,meta\,μετά,preposition,a)posth/matos,ἀπόστημα,noun,h)\,ἠέ,conjunction,ai(/matos,αἷμα,noun,*ru/sios,,,e)k,ἐκ,preposition,th=s,ὁ,article,*rino\s,,,h)\,ἠέ,conjunction,pu=on,,,paxu\,ptu/santes,πτύω,verb,diafeu/gousin,διαφεύγω,verb,a)/llws,ἄλλως,adverb,de\,δέ,particle,ou)/,οὐ,adverb,,,,,,,παχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,tw=n,ὁ,article,toioute/wn,τοιοῦτος,adjective,o(re/w,ὁράω,verb,e)mpei/rous,ἔμπειρος,adjective,tou\s,ὁ,article,i)htrou\s,ἰατρός,noun,w(s,ὡς,conjunction,xrh\,χρή,verb,diagignw/skein,διαγιγνώσκω,verb,ta\s,ὁ,article,a)sqenei/as,ἀσθένεια,noun,e)n,ἐν,preposition,th=|si,nou/soisin,νόσος,noun,ai(/,ὅς,pronoun,te,τε,particle,dia\,διά,preposition,keneaggei/hn,,,a)sqeneu=ntai,ἀσθενέω,verb,ai(/,ὅς,pronoun,ὁ,article,te,τε,particle,di',διά,preposition,a)/llon,ἄλλος,adjective,tina\,τις,pronoun,e)reqismo\n,ἐρεθισμός,noun,ai(/,ὅς,pronoun,te,τε,particle,dia\,διά,preposition,po/non,πόνος,noun,kai\,καί,conjunction,u(po\,ὑπό,preposition,o)cu/thtos,ὀξύτης,noun,th=s,ὁ,article,nou/sou,νόσος,noun,o(ko/sa,ὁπόσος,adjective,te,τε,particle,h(me/wn,ἐγώ,pronoun,h(,ὁ,article,fu/sis,φύσις,noun,kai\,καί,conjunction,h(,ὁ,article,e(/cis,ἕξις,noun,e(ka/stoisin,ἕκαστος,adjective,e)kteknoi=,ἐκτεκνόω,verb,pa/qea,πάθος,adjective,kai\,καί,conjunction,ei)/dea,εἶδος,noun,pantoi=a,παντοῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,swthri/hn,σωτηρία,noun,h)\,ἠέ,conjunction,qa/naton,θάνατος,adjective,fe/rei,φέρω,verb,gignwsko/mena,γιγνώσκω,verb,h)\,ἠέ,conjunction,a)gnoou/mena,ἀγνοέω,verb,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/zon,μέγας,adverb,me\n,μέν,particle,ga\r,γάρ,particle,kako/n,κακός,adjective,e)stin,εἰμί,verb,h)\n,ἐάν,conjunction,dia\,διά,preposition,to\n,ὁ,article,po/non,πόνος,noun,kai\,καί,conjunction,th\n,ὁ,article,o)cu/thta,ὀξύτης,noun,th=s,ὁ,article,nou/sou,νόσος,noun,a)sqene/onti,prosfe/rh|,προσφέρω,verb,tis,τις,pronoun,poto\n,ποτός,adjective,h)\,ἠέ,conjunction,*ro/fhma,,,plei=on,πλέως,adjective,h)\,ἠέ,conjunction,ἀσθενέω,verb,siti/on,σιτέομαι,verb,oi)o/menos,οἴομαι,verb,dia\,διά,preposition,keneaggei/hn,,,a)sqene/ein,ἀσθενέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)eike\s,ἀεικής,adjective,de\,δέ,particle,kai\,καί,conjunction,dia\,διά,preposition,keneaggei/hn,,,a)sqene/onta,ἀσθενέω,verb,mh\,μή,conjunction,gnw=nai,γιγνώσκω,verb,kai\,καί,conjunction,pie/zein,πιέζω,verb,th=|,ὁ,article,diai/th|,δίαιτα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rei,φέρω,verb,me\n,μέν,particle,ga/r,γάρ,particle,tina,τις,pronoun,ki/ndunon,κίνδυνος,noun,kai\,καί,conjunction,au(/th,οὗτος,pronoun,h(,ὁ,article,a(marta\s,ἁμαρτάς,noun,pollw=|,πολύς,adjective,de\,δέ,particle,h(/ssona,ἥσσων,adverb,th=s,ὁ,article,e(te/rhs,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katagelastote/rh,καταγέλαστος,adjective,de\,δέ,particle,pollw=|,πολύς,adjective,au(/th,οὗτος,pronoun,ma=llon,μᾶλλον,adverb,h(,ὁ,article,a(marta\s,ἁμαρτάς,noun,th=s,ὁ,article,e(te/rhs,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,a)/llos,ἄλλος,adjective,i)htro\s,ἰατρός,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,i)diw/ths,ἰδιώτης,noun,e)selqw\n,εἰσέρχομαι,verb,kai\,καί,conjunction,gnou\s,γιγνώσκω,verb,ta\,ὁ,article,cumbebhko/ta,συμβαίνω,verb,dw/|h,,,kai\,καί,conjunction,fagei=n,kai\,καί,conjunction,piei=n,πίνω,verb,a(\,ὅς,pronoun,o(,ὁ,article,e(/teros,ἕτερος,adjective,e)kw/luen,κωλύω,verb,e)pidh/lws,ἐπίδηλος,adjective,ἐσθίω,verb,a)\n,ἄν,particle,dokoi/h,δοκέω,verb,w)felhke/nai,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,toiau=ta,τοιοῦτος,adjective,ma/lista,μάλιστα,adverb,kaqubri/zetai,καθυβρίζω,verb,tw=n,ὁ,article,xeirwnakte/wn,χειρωνάκτης,noun,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doke/ei,δοκέω,verb,ga\r,γάρ,particle,au)te/oisin,,,o(,ὁ,article,e)selqw\n,εἰσέρχομαι,verb,i)htro\s,ἰατρός,noun,h)\,ἠέ,conjunction,i)diw/ths,ἰδιώτης,noun,w(sperei\,ὥσπερ,adverb,teqnew=ta,θνήσκω,verb,a)nasth=sai,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gegra/yetai,γράφω,verb,ou)=n,οὖν,particle,kai\,καί,conjunction,peri\,περί,preposition,toute/ou,,,shmh/i+a,σημεῖον,noun,oi(=si,ὅς,pronoun,dei=,δέομαι,verb,e(/kasta,ἕκαστος,adjective,toute/wn,οὗτος,pronoun,diagignw/skein,διαγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraplh/sia,παραπλήσιος,adjective,me/ntoi,μέντοι,particle,toi=si,τίς,pronoun,kata\,κατά,preposition,koili/hn,κοιλία,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,h)\n,ἐάν,conjunction,o(/lon,ὅλος,adjective,to\,ὁ,article,sw=ma,σῶμα,adjective,a)napau/shtai,ἀναπαύω,verb,poulu\,πολύς,adjective,para\,παρά,preposition,to\,ὁ,article,e)/qos,ἔθος,noun,ou)k,οὐ,adverb,au)ti/ka,αὐτίκα,adverb,e)/r)*rwtai,,,ma=llon,,,,,,,,,,,,,,,,,,,,,,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,dh\,δή,particle,kai\,καί,conjunction,plei/w,πλέως,adjective,xro/non,χρόνος,noun,dielinu/san,διελινύω,verb,e)capi/nhs,ἐξαπίνης,adverb,e)s,εἰς,preposition,tou\s,ὁ,article,po/nous,πόνος,noun,e)/lqh|,ἔρχομαι,verb,flau=ro/n,φλαῦρος,adjective,ti,τις,pronoun,prh/ceien,e)pidh/lws,ἐπίδηλος,adjective,,,,,,,,,,,,,,,,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,kai\,καί,conjunction,e(\n,εἷς,adjective,e(/kaston,ἕκαστος,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,oi(,ὁ,article,po/des,πούς,noun,toio/nde,τοιόσδε,adjective,ti,τις,pronoun,prh/ceian,πράσσω,verb,kai\,καί,conjunction,ta\,ὁ,article,a)/lla,ἄλλος,adjective,a)/rqra,ἄρθρον,noun,mh\,μή,conjunction,ei)qisme/na,ἐθίζω,verb,pone/ein,πονέω,verb,h)\n,dia\,διά,preposition,xro/nou,χρόνος,noun,e)capi/nhs,ἐξαπίνης,adverb,pro\s,πρός,preposition,to\,ὁ,article,pone/ein,πονέω,verb,e)/lqh|,ἔρχομαι,verb,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
