word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
e)kei/nw|,ἐκεῖνος,pronoun,tw=|,ὁ,article,*me/mnoni,Μέμνων,proper,kai\,καί,conjunction,th\n,ὁ,article,*)hxw\,Ἠχώ,proper,lo/gos,λόγος,noun,a)nthxei=n,ἀντηχέω,verb,o(po/te,ὁπότε,adverb,fqe/ggoito,φθέγγομαι,verb,kai\,καί,conjunction,goero\n,γοερός,adjective,me\n,μέν,particle,stena/zonti,στενάζω,verb,goero\n,γοερός,adjective,a)ntipe/mpein,ἀντέπειμι,verb,me/los,μέλος,noun,eu)paqou=nti,εὐπαθέω,verb,de\,δέ,particle,a)ntapodido/nai,ἀνταποδίδωμι,verb,th\n,ὁ,article,h)xh\n,ἠχή,noun,a)nti/mimon,ἀντίμιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=no,ἐκεῖνος,pronoun,to\,ὁ,article,dhmiou/rghma,δημιούργημα,noun,kai\,καί,conjunction,th=|,ὁ,article,*(hme/ra|,ἥμερος,adjective,ta\s,ὁ,article,a)ni/as,ἀνία,noun,e)koi/mize,κοιμίζω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,ei)/a,ἀίω,verb,masteu/ein,μαστεύω,verb,to\n,ὁ,article,pai=da,παῖς,adjective,w(s,ὡς,conjunction,a)\n,ἄν,particle,a)ntitiqei/shs,ἀντιτίθημι,verb,au)th=|,αὐτός,pronoun,th=s,ὁ,article,*ai)qio/pwn,Αἰθίοψ,proper,te/xnhs,τέχνη,noun,to\n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,ei(marme/nhs,μείρομαι,verb,a)fanisqe/nta,ἀφανίζω,verb,*me/mnona,Μέμνων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,to\,ὁ,article,me\n,μέν,particle,*)argw=|on,Ἀργῷος,proper,ska/fos,σκάφος,noun,e)/mfwnon,ἔμφωνος,adjective,gene/sqai,γίγνομαι,verb,peiqo/meqa,πείθω,verb,to\,ὁ,article,u(po\,ὑπό,preposition,tw=n,ὁ,article,th=s,ὁ,article,*)aqhna=s,Ἀθήνη,proper,texnhqe\n,τεχνάομαι,verb,xeirw=n,χείρ,noun,o(\,ὅς,pronoun,kai\,καί,conjunction,th\n,ὁ,article,e)n,ἐν,preposition,a)/strois,ἄστρον,noun,e)klhrou/xei,,,tu/xhn,τύχη,noun,a)/galma,ἄγαλμα,noun,de\,δέ,particle,ou),οὐ,adverb,pisteu/somen,πιστεύω,verb,ei)s,εἰς,preposition,o(\,ὅς,pronoun,ta\s,ὁ,article,duna/meis,δύναμις,adjective,*)asklhpio\s,Ἀσκληπιός,proper,a)ni/hsi,ἄνειμι,verb,to\n,ὁ,article,pronohtiko\n,προνοητικός,adjective,e)peisa/gwn,ἐπεισάγω,verb,nou=n,νόος,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,koinwni/an,κοινωνία,noun,tou=,ὁ,article,e)noikou=ntos,ἐνοικέω,verb,th\n,ὁ,article,du/namin,δύναμις,adjective,tre/pein,τρέπω,verb,a)ll',ἀλλά,adverb,ei)s,εἰς,preposition,me\n,μέν,particle,a)nqrw/pina,ἀνθρώπινος,adjective,sw/mata,σῶμα,adjective,kata/gesqai,κατάγω,verb,to\,ὁ,article,qei=on,θεῖος,adjective,dw/somen,δίδωμι,verb,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,mianqei/h,μιαίνω,verb,a)\n,ἄν,particle,paqh/masin,πάθημα,noun,ou),οὐ,adverb,pisteu/somen,πιστεύω,verb,de/,δέ,particle,ei),εἰ,conjunction,w(=|,mhde\n,μηδείς,pronoun,e)/ggonon,ἔγγονος,noun,kaki/as,κακία,noun,parape/fuken,παραφύομαι,verb,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,ou),οὐ,adverb,tu/pos,τύπος,noun,ei)=nai,εἰμί,verb,dokei=,δοκέω,verb,to\,ὁ,article,o(rw/menon,ὁράω,verb,a)lla\,ἀλλά,adverb,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,pla/sma,πλάσμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dou\,ἰδού,adverb,ga/r,γάρ,particle,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)nhqopoi/htos,ἀνηθοποίητος,adjective,h(,ὁ,article,te/xnh,τέχνη,noun,a)ll',ἀλλά,adverb,e)neikonisme/nh,,,to\n,ὁ,article,qeo\n,θεός,noun,ei)s,εἰς,preposition,au)to\n,αὐτός,pronoun,e)ci/statai,ἐξίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/lh,ὕλη,noun,me\n,μέν,particle,ou)=sa,εἰμί,verb,qeoeide\s,θεοειδής,adverb,a)nape/mpei,ἀναπέμπω,verb,no/hma,νόημα,noun,dhmiou/rghma,δημιούργημα,noun,de\,δέ,particle,xeiro\s,χείρ,noun,tugxa/nousa,τυγχάνω,verb,a(\,ὅς,pronoun,mh\,μή,conjunction,dhmiourgi/ais,δημιουργία,noun,e)/cesti,ἔξεστι,verb,pra/ttei,πράσσω,verb,tekmh/ria,τεκμήριον,noun,yuxh=s,ψυχή,noun,a)rrh/tws,ἄρρητος,adjective,a)poti/ktousa,ἀποτίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/swpon,πρόσωπον,noun,de/,δέ,particle,soi,σύ,pronoun,qeasame/nw|,θεάομαι,verb,doulou=tai,δουλόω,verb,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,ou),οὐ,adverb,ga\r,γάρ,particle,ei)s,εἰς,preposition,ka/llos,κάλλος,noun,e)pi/qeton,ἐπίθετον,noun,e)sxhma/tistai,σχηματίζω,verb,a)lla\,ἀλλά,adverb,pa/nagnon,,,kai\,καί,conjunction,i(/lewn,ἴλαος,noun,a)nakinw=n,ἀνακινέω,verb,o)/mma,ὄμμα,noun,ba/qos,βάθος,adjective,a)/faton,ἄφατος,adjective,u(pastra/ptei,ὑπαστράπτω,verb,semno/thtos,σεμνότης,noun,ai)doi=,αἰδώ,noun,migei/shs,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ploka/mwn,πλόκαμος,noun,de\,δέ,particle,e(/likes,ἕλιξ,noun,r(eo/menoi,ῥέομαι,verb,xa/risin,χάρις,noun,oi(,ὁ,article,me\n,μέν,particle,ei)s,εἰς,preposition,nw=ta,νῶτον,noun,teqhlo/tes,θάλλω,verb,a)/fetoi,ἄφετος,adjective,ke/xuntai,χέω,verb,oi(,ἕ,pronoun,de\,δέ,particle,u(pe\r,ὑπέρ,preposition,metw/pou,μέτωπον,noun,pro\s,πρός,preposition,ta\s,ὁ,article,o)fru=s,ὀφρύς,noun,e)pibai/nontes,ἐπιβαίνω,verb,toi=s,ὁ,article,o)/mmasin,ὄμμα,noun,ei(lou=ntai,εἱλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=on,οἷος,adjective,de\,δέ,particle,e)k,ἐκ,preposition,zwtikh=s,ζωτικός,adjective,ai)ti/as,αἰτία,noun,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,katardo/menoi,κατάρδω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,tw=n,ὁ,article,bostru/xwn,βόστρυχος,noun,kamph\n,καμπή,noun,suneli/ttontai,συνελίσσω,verb,tw=|,ὁ,article,no/mw|,νόμος,noun,th=s,ὁ,article,te/xnhs,τέχνη,noun,mh\,μή,conjunction,peiqome/nhs,πείθω,verb,th=s,ὁ,article,u(/lhs,ὕλη,noun,a)lla\,ἀλλά,adverb,noou/shs,νοέω,verb,o(/ti,ὅστις,pronoun,sxhmati/zei,σχηματίζω,verb,qeo\n,θεός,noun,kai\,καί,conjunction,dei=,δέομαι,verb,dunasteu/ein,δυναστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,ginome/nwn,γίγνομαι,verb,ei)wqo/twn,ἔθω,verb,fqei/resqai,φθείρω,verb,h(,ὁ,article,tou=,ὁ,article,a)ga/lmatos,ἄγαλμα,noun,i)de/a,ἰδέα,noun,a(/te,ἅτε,adverb,dh\,δή,particle,th=s,ὁ,article,u(gei/as,ὑγεία,noun,th\n,ὁ,article,ou)si/an,οὐσία,adjective,e)n,ἐν,preposition,e(auth=|,ἑαυτοῦ,pronoun,fe/rousa,φέρω,verb,a)kmh\n,ἀκμή,noun,a)nw/leqron,ἀνώλεθρος,adjective,e)piktwme/nh,ἐπικτάομαι,verb,qa/llei,θάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,me\n,μέν,particle,dh/,δή,particle,soi,σύ,pronoun,kai\,καί,conjunction,lo/gwn,λόγος,noun,w)=,ὦ,interjection,*paia/n,Παιάν,proper,nearw=n,νεαρός,adjective,kai\,καί,conjunction,mnh/mhs,μνήμη,noun,e)ggo/nwn,ἔγγονος,noun,a)phrca/meqa,ἀπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keleu/eis,κελεύω,verb,ga/r,γάρ,particle,oi)=mai,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/qumoi,πρόθυμος,adjective,de/,δέ,particle,soi,σύ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,no/mon,νόμος,noun,a(/|dein,,,ei),εἰ,conjunction,ne/mois,νέμω,verb,u(gei/an,ὑγεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teqe/asai,θεάομαι,verb,to\n,ὁ,article,h)i/qeon,ἠίθεος,noun,e)p',ἐπί,preposition,a)kropo/lei,ἀκρόπολις,noun,o(\n,ὅς,pronoun,*pracite/lhs,Πραξιτέλης,proper,i(/drusen,ἱδρύω,verb,h)\,ἠέ,conjunction,dei=,δέομαι,verb,soi,σύ,pronoun,th=s,ὁ,article,te/xnhs,τέχνη,noun,parasth=sai,παρίστημι,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=s,πᾶς,adjective,h)=n,εἰμί,verb,a(palo/s,ἁπαλός,adjective,tis,τις,pronoun,kai\,καί,conjunction,ne/os,νέος,adjective,pro\s,πρός,preposition,to\,ὁ,article,malqako/n,μαλθακός,adjective,te,τε,particle,kai\,καί,conjunction,neoth/sion,νεοτήσιος,adjective,th=s,ὁ,article,te/xnhs,τέχνη,noun,to\n,ὁ,article,xalko\n,χαλκός,noun,malattou/shs,μαλάσσω,verb,xlidh=s,χλιδή,noun,de\,δέ,particle,h)=n,εἰμί,verb,kai\,καί,conjunction,i(me/rou,ἵμερος,adjective,mesto\s,μεστός,adjective,kai\,καί,conjunction,to\,ὁ,article,th=s,ὁ,article,h(/bhs,ἥβη,noun,e)/fainen,φαίνω,verb,a)/nqos,ἄνθος,adjective,pa/nta,πᾶς,adjective,de\,δέ,particle,h)=n,εἰμί,verb,i)dei=n,εἶδον,verb,pro\s,πρός,preposition,th\n,ὁ,article,th=s,ὁ,article,te/xnhs,τέχνη,noun,bou/lhsin,βούλησις,noun,a)meibo/mena,ἀμείβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a(palo\s,ἁπαλός,adjective,h)=n,εἰμί,verb,maxome/nhn,μάχομαι,verb,th=|,ὁ,article,a(palo/thti,ἁπαλότης,noun,th\n,ὁ,article,ou)si/an,οὐσία,adjective,e)/xwn,ἔχω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,to\,ὁ,article,u(gro\n,ὑγρός,adjective,h)/geto,ἄγω,verb,e)sterhme/nos,στερέω,verb,u(gro/thtos,ὑγρότης,noun,kai\,καί,conjunction,o(/los,ὅλος,adjective,e)ce/baine,ἐκβαίνω,verb,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,fu/sews,φύσις,noun,o(,ὁ,article,xalko\s,χαλκός,noun,tou\s,ὁ,article,o(/rous,ὅρος,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,a)lhqh=,ἀληθής,adjective,tu/pon,τύπον,noun,meqista/menos,μεθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/moiros,ἄμοιρος,adjective,de\,δέ,particle,w)\n,εἰμί,verb,pneu/matos,πνεῦμα,noun,kai\,καί,conjunction,to\,ὁ,article,e)/mpnoun,ἔμπνους,adjective,u(pedu/eto,ὑποδύομαι,verb,a(\,ὅς,pronoun,ga\r,γάρ,particle,mh\,μή,conjunction,pare/laben,παραλαμβάνω,verb,u(/lh,ὕλη,noun,mhde\,μηδέ,particle,ei)=xen,ἔχω,verb,e)/mfuta,ἔμφυτος,adjective,tou/twn,οὗτος,pronoun,h(,ὁ,article,te/xnh,τέχνη,noun,th\n,ὁ,article,e)cousi/an,ἐξουσία,noun,e)pori/zeto,πορίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)koinou=to,κοινόω,verb,de\,δέ,particle,ta\s,ὁ,article,pareia\s,παρειά,noun,e)ruqh/mati,ἐρύθημα,noun,o(\,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,para/docon,παράδοξος,adjective,h)=n,εἰμί,verb,xalkou=,χαλκός,noun,tikto/menon,τίκτω,verb,e)/reuqos,ἔρευθος,noun,kai\,καί,conjunction,paidikh=s,παιδικός,adjective,h)=n,εἰμί,verb,h(liki/as,ἡλικία,noun,a)/nqos,ἄνθος,adjective,e)kla/mpon,ἐκλάμπω,verb,ko/mh,κόμη,noun,de\,δέ,particle,ei)=xen,ἔχω,verb,e(/likas,ἕλιξ,noun,tai=s,ὁ,article,o)fru/sin,ὀφρύς,noun,e)pibai/nontas,ἐπιβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
