word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS
e)/lege,λέγω,verb,de\,δέ,particle,mh/t',μήτε,particle,a)pei/rous,ἄπειρος,adjective,mh/q',μήτε,particle,e(/na,ἕνος,adjective,mh/te,pe/nte,πέντε,adverb,ko/smous,κόσμος,noun,a)lla\,ἀλλά,adverb,trei=s,τρέω,verb,kai\,καί,conjunction,o)gdoh/konta,ὀγδοήκοντα,noun,kai\,καί,conjunction,e(kato\n,ἑκατόν,noun,ei)=nai,εἰμί,verb,suntetagme/nous,συντάσσω,verb,kata\,κατά,preposition,sxh=ma,σχῆμα,noun,trigwnoeide/s,τριγωνοειδής,adverb,ou(=,ἕ,pronoun,pleura\n,πλευρά,noun,e(ka/sthn,ἕκαστος,adjective,e(ch/konta,ἑξήκοντα,adjective,ko/smous,κόσμος,noun,μήτε,particle,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triw=n,τρεῖς,noun,de\,δέ,particle,tw=n,ὁ,article,loipw=n,λοιπός,adjective,e(/kaston,ἕκαστος,adjective,i(dru=sqai,ἱδρύω,verb,kata\,gwni/an,γωνία,noun,a(/ptesqai,ἅπτω,verb,de\,δέ,particle,tou\s,ὁ,article,e)fech=s,ἐφεξῆς,adverb,a)llh/lwn,ἀλλήλων,pronoun,a)tre/ma,ἀτρέμας,adverb,periio/ntas,περίειμι,verb,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,xorei/a|,χορεία,noun,,,,,,,,,,,,,,,,,,,,,,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,e)nto\s,ἐντός,adverb,e)pi/pedon,ἐπίπεδος,adjective,tou=,ὁ,article,trigw/nou,τρίγωνος,adjective,koinh\n,e(sti/an,ἑστία,noun,ei)=nai,εἰμί,verb,pa/ntwn,πᾶς,adjective,kalei=sqai,καλέω,verb,de\,δέ,particle,pedi/on,πεδίον,noun,a)lhqei/as,ἀλήθεια,adjective,e)n,ἐν,preposition,w(=|,ὅς,pronoun,tou\s,ὁ,article,lo/gous,λόγος,noun,kai\,καί,conjunction,ta\,ὁ,article,ei)/dh,εἶδος,noun,kai\,καί,conjunction,ta\,ὁ,article,paradei/gmata,παράδειγμα,noun,tw=n,ὁ,article,κοινός,adjective,gegono/twn,γίγνομαι,verb,kai\,καί,conjunction,tw=n,genhsome/nwn,γίγνομαι,verb,a)ki/nhta,ἀκίνητος,adjective,kei=sqai,κέω,verb,kai\,καί,conjunction,peri\,περί,preposition,au)ta\,αὐτός,pronoun,tou=,ὁ,article,ai)w=nos,αἰών,noun,o)/ntos,εἰμί,verb,oi(=on,οἷος,adjective,a)porroh\n,ἀπορροή,noun,e)pi\,ἐπί,preposition,tou\s,ὁ,article,ko/smous,κόσμος,noun,fe/resqai,φέρω,verb,to\n,ὁ,article,xro/non,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
o)/yin,ὄψις,noun,de\,δέ,particle,tou/twn,οὗτος,pronoun,kai\,καί,conjunction,qe/an,θέα,noun,yuxai=s,ψυχή,noun,a)nqrwpi/nais,a(/pac,ἅπαξ,adverb,e)n,ἐν,preposition,e)/tesi,ἔτος,noun,muri/ois,μυρίος,adjective,u(pa/rxein,ὑπάρχω,verb,a)/n,ἄν,particle,g',γε,particle,biw/swsi,βιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνθρώπινος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=n,ὁ,article,e)ntau=qa,ἐνταῦθα,adverb,teletw=n,τελετή,noun,ta\s,ὁ,article,a)ri/stas,ἄριστος,adjective,e)kei/nhs,o)/neiron,ὄνειρος,noun,ei)=nai,εἰμί,verb,th=s,ὁ,article,e)poptei/as,ἐποπτεία,noun,kai\,καί,conjunction,teleth=s,τελετή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou\s,ὁ,article,lo/gous,λόγος,noun,a)namnh/sews,ἀνάμνησις,noun,e(/neka,ἕνεκα,preposition,tw=n,ὁ,article,e)kei=,filosofei=sqai,φιλοσοφέω,verb,kalw=n,κάλη,adjective,h)\,ἠέ,conjunction,ma/thn,μάτην,adverb,perai/nesqai,περαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,e)/fh,φημί,verb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,muqologou=ntos,μυθολογέω,verb,h)/kouon,ἀκούω,verb,a)texnw=s,kaqa/per,καθά,adverb,e)n,ἐν,preposition,teleth=|,τελετή,noun,kai\,καί,conjunction,muh/sei,μύησις,adjective,mhdemi/an,μηδείς,pronoun,a)po/deicin,ἀπόδειξις,noun,tou=,ὁ,article,lo/gou,λόγος,noun,mhde\,μηδέ,particle,pi/stin,πίστις,noun,e)pife/rontos,ἐπιφέρω,verb,,,,,,,,,,,,,,,,,,,ἄτεχνος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,to\n,ὁ,article,*dhmh/trion,Δημήτριος,proper,prosagoreu/sas,προσαγορεύω,verb,pw=s,πῶς,adverb,e)/xei,ἔχω,verb,e)/fhn,ta\,ὁ,article,tw=n,ὁ,article,mnhsth/rwn,μνηστήρ,noun,e)/ph,ἔπος,adjective,to\n,ὁ,article,*)odusse/a,Ὀδυσσεύς,proper,qaumasa/ntwn,θαυμάζω,verb,to\,ὁ,article,to/con,τόξον,noun,metaxeirizo/menon,μεταχειρίζομαι,verb,u(pomnhsqe/ntos,ὑπομιμνήσκω,verb,de\,δέ,particle,tou=,ὁ,article,*dhmhtri/ou,Δημήτριος,proper,tau=t',οὗτος,pronoun,e)/fhn,φημί,verb,e)pe/rxetai,ἐπέρχομαι,verb,ka)moi\,ἐγώ,pronoun,φημί,verb,peri\,περί,preposition,tou=,ὁ,article,ce/nou,ei)pei=n,εἶπον,verb,h)=,ἦ,adverb,tis,τις,pronoun,qhhth\r,θηητήρ,noun,kai\,καί,conjunction,e)pi/klopos,ἐπίκλοπος,adjective,e)/pleto,πέλω,verb,dogma/twn,δόγμα,noun,te,τε,particle,kai\,καί,conjunction,lo/gwn,λόγος,noun,pantodapw=n,παντοδαπός,adjective,kai\,καί,conjunction,poluplanh\s,πολυπλανής,adverb,e)n,ἐν,preposition,gra/mmasi,γράμμα,noun,kai\,καί,conjunction,ou),οὐ,adverb,ba/rbaros,βάρβαρος,adjective,a)ll',ἀλλά,adverb,*(/ellhn,Ἕλλη,proper,ge/nos,γένος,noun,h)=n,εἰμί,verb,pollh=s,πολύς,adjective,*(ellhni/dos,Ἑλληνίς,proper,mou/shs,Μοῦσα,proper,a)na/plews,ἀνάπλεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ξένος,noun
e)le/gxei,ἐλέγχω,verb,o(,ὁ,article,au)to\n,αὐτός,pronoun,o(,ὁ,article,tw=n,ὁ,article,ko/smwn,κόσμος,noun,a)riqmo\s,ou)k,οὐ,adverb,w)\n,εἰμί,verb,*ai)gu/ptios,Αἰγύπτιος,proper,ou)d',οὐδέ,particle,*)indo\s,Ἰνδός,proper,a)lla\,ἀλλά,adverb,*dwrieu\s,Δωριεύς,proper,a)po\,ἀπό,preposition,*sikeli/as,Σικελία,proper,a)ndro\s,ἀνήρ,noun,*(imerai/ou,Ἱμέραιος,proper,tou)/noma,ὄνομα,adjective,*pe/trwnos,,,,,,,,,,,,,,,,,,ἀριθμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)tou=,αὐτός,pronoun,me\n,μέν,particle,e)kei/nou,ἐκεῖνος,pronoun,bibli/dion,βιβλάριον,noun,ou)k,οὐ,adverb,a)ne/gnwn,ἀναγιγνώσκω,verb,ou)d',oi)=da,οἶδα,verb,diasw|zo/menon,διασῴζω,verb,*(/ippus,Ἵππυς,proper,d',δέ,particle,o(,ὁ,article,*(rhgi=nos,,,ou(=,ἕ,pronoun,me/mnhtai,μιμνήσκω,verb,*fani/as,,,o(,ὁ,article,*)ere/sios,,,i(storei=,ἱστορέω,verb,do/can,δόξα,noun,ei)=nai,εἰμί,verb,tau/thn,οὗτος,pronoun,*pe/trwnos,,,kai\,καί,conjunction,lo/gon,λόγος,noun,οὐδέ,particle,w(s,ὡς,conjunction,e(kato\n,ἑκατόν,noun,kai\,o)gdoh/konta,ὀγδοήκοντα,noun,kai\,καί,conjunction,trei=s,τρέω,verb,ko/smous,κόσμος,noun,o)/ntas,εἰμί,verb,a(ptome/nous,ἅπτω,verb,d',δέ,particle,a)llh/lwn,ἀλλήλων,pronoun,kata\,κατά,preposition,stoixei=on,στοιχεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction
o(/,ὅς,pronoun,ti,τις,pronoun,tou=t',οὗτος,pronoun,e)sti/,εἰμί,verb,kata\,κατά,preposition,stoixei=on,στοιχεῖον,noun,a(/ptesqai,mh\,μή,conjunction,prosdiasafw=n,προσδιασαφέω,verb,mhd',μηδέ,particle,a)/llhn,ἄλλος,adjective,tina\,τις,pronoun,piqano/thta,πιθανότης,noun,prosa/ptwn,προσάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἅπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(polabw\n,ὑπολαμβάνω,verb,d',δέ,particle,o(,ὁ,article,*dhmh/trios,Δημήτριος,proper,ti/s,τίς,pronoun,d',δέ,particle,a)/n,ei)=pen,εἶπον,verb,e)n,ἐν,preposition,toiou/tois,τοιοῦτος,adjective,pra/gmasin,πρᾶγμα,noun,ei)/h,ἀίω,verb,piqano/ths,πιθανότης,noun,o(/pou,ὅπου,adverb,kai\,καί,conjunction,*pla/twn,Πλάτων,proper,ou)de\n,οὐδείς,pronoun,ei)pw\n,εἶπον,verb,eu)/logon,εὔλογος,adjective,ou)d',οὐδέ,particle,ei)ko\s,ἔοικα,verb,ou(/tw,οὕτως,adverb,kate/bale,καταβάλλω,verb,to\n,ὁ,article,lo/gon',λόγος,noun,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*(hrakle/wn,Ἡρακλέων,proper,a)lla\,ἀλλά,adverb,mh\n,μείς,adjective,u(mw=n,σύ,pronoun,e)/fh,tw=n,ὁ,article,grammatikw=n,γραμματικός,adjective,a)kou/omen,ἀκούω,verb,ei)s,εἰς,preposition,*(/omhron,Ὅμηρος,proper,a)nago/ntwn,ἀνάγω,verb,stegmannus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,do/can,δόξα,noun,w(s,ὡς,conjunction,e)kei/nou,ἐκεῖνος,pronoun,to\,ὁ,article,pa=n,πᾶς,adjective,ei)s,pe/nte,πέντε,adverb,ko/smous,κόσμος,noun,diane/montos,διανέμω,verb,ou)rano\n,οὐρανός,noun,u(/dwr,ὕδωρ,noun,a)e/ra,ἀήρ,adjective,gh=n,γῆ,noun,o)/lumpon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,ta\,ὁ,article,me\n,μέν,particle,du/o,δύο,adjective,koina\,κοινός,adjective,katalei/pei,καταλιμπάνω,verb,gh=n,me\n,μέν,particle,tou=,ὁ,article,ka/tw,κάτος,adjective,panto\s,πᾶς,adjective,ou)=san,εἰμί,verb,o)/lumpon,,,de\,δέ,particle,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
