word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS
parekomi/zeto,παρακομίζω,verb,de\,δέ,particle,to\,ὁ,article,sw=ma,σῶμα,adjective,*fi/lippos,Φίλιππος,proper,o(,su/ntrofos,σύντροφος,adjective,au)tou=,αὐτός,pronoun,o(\s,ὅς,pronoun,kai\,καί,conjunction,dieulabhqei\s,διευλαβέομαι,verb,to\n,ui(o\n,*)antio/xou,Ἀντίοχος,proper,pro\s,πρός,preposition,*ptolemai=on,Πτολεμαῖος,proper,to\n,ὁ,article,*filomh/tora,Φιλομήτωρ,proper,ei)s,εἰς,preposition,*ai)/gupton,diekomi/sqh,διακομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,υἱός,noun,Αἴγυπτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,
*makkabai=os,,,de\,δέ,particle,kai\,καί,conjunction,oi(,ὁ,article,su\n,σύν,preposition,au)tw=|,tou=,ὁ,article,kuri/ou,κύριος,adjective,proa/gontos,προάγω,verb,au)tou\s,αὐτός,pronoun,to\,ὁ,article,me\n,i(ero\n,e)komi/santo,κομίζω,verb,kai\,καί,conjunction,th\n,ὁ,article,po/lin,πόλις,adjective,tou\s,ὁ,article,de\,δέ,particle,kata\,th\n,ὁ,article,a)gora\n,ἀγορά,noun,bwmou\s,βωμός,noun,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)llofu/lwn,ἀλλόφυλος,adjective,dedhmiourghme/nous,δημιουργέω,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,teme/nh,τέμενος,noun,kaqei=lan,καθαιρέω,verb,kai\,καί,conjunction,to\n,ὁ,article,new\,ναός,noun,kaqari/santes,e(/teron,ἕτερος,adjective,qusiasth/rion,e)poi/hsan,ποιέω,verb,kai\,purw/santes,πυρόω,verb,li/qous,λίθος,adjective,kai\,καί,conjunction,pu=r,πῦρ,noun,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,labo/ntes,a)nh/negkan,ἀναφέρω,verb,qusi/as,θυσία,noun,meta\,μετά,preposition,dieth=,διετής,adjective,xro/non,χρόνος,noun,kai\,καί,conjunction,qumi/ama,θυμίαμα,noun,kai\,καί,conjunction,lu/xnous,λύχνος,noun,kai\,καί,conjunction,tw=n,ὁ,article,a)/rtwn,ἄρτος,noun,th\n,ὁ,article,pro/qesin,πρόθεσις,noun,e)poih/santo,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,μέν,particle,ἱερόν,noun,κατά,preposition,καθαρίζω,verb,θυσιαστήριον,noun,καί,conjunction,λαμβάνω,verb,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,poih/santes,ποιέω,verb,h)ci/wsan,ἀξιόω,verb,to\n,ὁ,article,ku/rion,peso/ntes,πίπτω,verb,e)pi\,ἐπί,preposition,koili/an,κοιλία,noun,mhke/ti,μηκέτι,adverb,peripesei=n,περιπίπτω,verb,toiou/tois,kakoi=s,a)ll',ἀλλά,adverb,e)a/n,ἐάν,conjunction,pote,ποτέ,particle,kai\,καί,conjunction,a(ma/rtwsin,ἁμαρτάνω,verb,u(p',ὑπό,preposition,au)tou=,meta\,μετά,preposition,e)pieikei/as,ἐπιείκεια,noun,paideu/esqai,παιδεύω,verb,kai\,καί,conjunction,mh\,μή,conjunction,blasfh/mois,βλάσφημος,adjective,kai\,καί,conjunction,barba/rois,βάρβαρος,adjective,e)/qnesin,ἔθνος,adjective,paradi/dosqai,παραδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κύριος,adjective,τοιοῦτος,adjective,κακός,adjective,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,h(=|,ὅς,pronoun,de\,δέ,particle,h(me/ra|,ἡμέρα,noun,o(,ὁ,article,new\s,u(po\,ὑπό,preposition,a)llofu/lwn,ἀλλόφυλος,adjective,e)bebhlw/qh,βεβηλόω,verb,sune/bh,συμβαίνω,verb,kata\,κατά,preposition,th\n,au)th\n,h(me/ran,ἡμέρα,noun,to\n,ὁ,article,kaqarismo\n,καθαρισμός,noun,gene/sqai,γίγνομαι,verb,tou=,ὁ,article,naou=,ναός,noun,th=|,pe/mpth|,πέμπτος,adjective,kai\,καί,conjunction,ei)ka/di,εἰκάς,noun,tou=,ὁ,article,au)tou=,αὐτός,pronoun,mhno/s,μείς,adjective,o(/s,ὅς,pronoun,e)stin,εἰμί,verb,*xaseleu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ναός,noun,ὁ,article,αὐτός,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,met',μετά,preposition,eu)frosu/nhs,εὐφροσύνη,noun,h)=gon,ἄγω,verb,h(me/ras,ἡμέρα,noun,o)ktw\,skhnwma/twn,σκήνωμα,noun,tro/pon,τρόπος,noun,mnhmoneu/ontes,μνημονεύω,verb,w(s,ὡς,conjunction,pro\,πρό,preposition,mikrou=,xro/nou,th\n,ὁ,article,tw=n,ὁ,article,skhnw=n,σκῆνος,noun,e(orth\n,ἑορτή,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,o)/resin,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,sphlai/ois,σπήλαιον,noun,qhri/wn,θηρίον,noun,tro/pon,τρόπος,noun,h)=san,εἰμί,verb,nemo/menoi,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀκτώ,adverb,μικρός,adjective,χρόνος,noun,ὄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,qu/rsous,θύρσος,noun,kai\,καί,conjunction,kla/dous,κλάδος,adjective,w(rai/ous,ὡραῖος,adjective,e)/ti,de\,δέ,particle,kai\,καί,conjunction,foi/nikas,φοῖνιξ,noun,e)/xontes,ἔχω,verb,u(/mnous,ὕμνος,noun,a)ne/feron,tw=|,eu)odw/santi,εὐοδόω,verb,kaqarisqh=nai,καθαρίζω,verb,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,to/pon,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,ἀναφέρω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)dogma/tisan,δογματίζω,verb,de\,δέ,particle,meta\,μετά,preposition,koinou=,κοινός,adjective,prosta/gmatos,πρόσταγμα,noun,kai\,yhfi/smatos,ψήφισμα,noun,panti\,πᾶς,adjective,tw=|,ὁ,article,tw=n,ὁ,article,*ioudai/wn,,,e)/qnei,kat',e)niauto\n,ἐνιαυτός,noun,a)/gein,ἄγω,verb,ta/sde,ὅδε,pronoun,ta\s,ὁ,article,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἔθνος,adjective,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,th=s,ὁ,article,*)antio/xou,Ἀντίοχος,proper,tou=,prosagoreuqe/ntos,προσαγορεύω,verb,*)epifanou=s,ἐπιφανής,adverb,teleuth=s,τελευτή,noun,ou(/tws,οὕτως,adverb,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*nuni\,νυνί,adverb,de\,δέ,particle,ta\,ὁ,article,kata\,κατά,preposition,to\n,ὁ,article,*eu)pa/tora,*)anti/oxon,Ἀντίοχος,proper,ui(o\n,υἱός,noun,de\,δέ,particle,tou=,ὁ,article,a)sebou=s,ἀσεβής,adjective,geno/menon,dhlw/somen,au)ta\,αὐτός,pronoun,sunte/mnontes,συντέμνω,verb,ta\,ὁ,article,sune/xonta,συνόχωκα,verb,tw=n,ὁ,article,pole/mwn,πόλεμος,noun,kaka/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Εὐπάτωρ,proper,γίγνομαι,verb,δηλόω,verb,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,ga\r,γάρ,particle,paralabw\n,παραλαμβάνω,verb,th\n,ὁ,article,basilei/an,βασιλεία,noun,a)ne/deicen,e)pi\,ἐπί,preposition,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,*lusi/an,Λυσίας,proper,tina/,τις,pronoun,*koi/lhs,de\,*suri/as,Σύριος,proper,kai\,καί,conjunction,*foini/khs,Φοινίκη,proper,strathgo\n,στρατηγός,noun,prw/tarxon,πρώταρχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναδείκνυμι,verb,Κοίλη,proper,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ptolemai=os,Πτολεμαῖος,proper,ga\r,γάρ,particle,o(,ὁ,article,kalou/menos,καλέω,verb,*ma/krwn,μάκρων,noun,to\,di/kaion,δίκαιος,adjective,sunthrei=n,συντηρέω,verb,prohgou/menos,προηγέομαι,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*ioudai/ous,dia\,th\n,ὁ,article,gegonui=an,γίγνομαι,verb,ei)s,εἰς,preposition,au)tou\s,αὐτός,pronoun,a)diki/an,ἀδικία,noun,e)peira=to,πειράω,verb,ta\,pro\s,πρός,preposition,au)tou\s,αὐτός,pronoun,ei)rhnikw=s,εἰρηνικός,adjective,dieca/gein,ἐξάνω,verb,o(/qen,ὅθεν,adverb,kathgorou/menos,κατηγορέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,fi/lwn,φίλος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,*eu)pa/tora,Εὐπάτωρ,proper,kai\,καί,conjunction,prodo/ths,προδότης,noun,par',e(/kasta,ἕκαστος,adjective,a)kou/wn,dia\,διά,preposition,to\,th\n,ὁ,article,*ku/pron,Κύπρος,proper,e)mpisteuqe/nta,ἐμπιστεύω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,*filomh/toros,Φιλομήτωρ,proper,e)klipei=n,kai\,καί,conjunction,pro\s,πρός,preposition,*)anti/oxon,Ἀντίοχος,proper,to\n,ὁ,article,*)epifanh=,ἐπιφανής,adverb,a)naxwrh=sai,ἀναχωρέω,verb,mh/te,μήτε,particle,eu)genh=,εὐγενής,adjective,th\n,ὁ,article,e)cousi/an,ἐξουσία,noun,eu)geni/sas,εὐγενίζω,verb,farmakeu/sas,φαρμακάω,verb,e(auto\n,ἑαυτοῦ,pronoun,e)ce/lipen,ἐκλείπω,verb,to\n,ὁ,article,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,διά,preposition,ὁ,article,παρά,preposition,ἀκούω,verb,ὁ,article,ἐκλείπω,verb,,,,,,,,,,,,,,,,,,
*gorgi/as,Γοργίης,proper,de\,δέ,particle,geno/menos,γίγνομαι,verb,strathgo\s,στρατηγός,noun,tw=n,ὁ,article,to/pwn,e)cenotro/fei,ξενοτροφέω,verb,kai\,καί,conjunction,par',παρά,preposition,e(/kasta,ἕκαστος,adjective,pro\s,πρός,preposition,tou\s,*ioudai/ous,e)polemotro/fei,πολεμοτροφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τόπος,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(mou=,ὁμοῦ,adverb,de\,δέ,particle,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,oi(,ὁ,article,*idoumai=oi,e)gkratei=s,ἐγκρατής,adjective,e)pikai/rwn,ἐπίκαιρος,adjective,o)xurwma/twn,ὀχύρωμα,noun,o)/ntes,εἰμί,verb,e)gu/mnazon,γυμνάζω,verb,tou\s,*ioudai/ous,kai\,καί,conjunction,tou\s,ὁ,article,fugadeu/santas,φυγαδεύω,verb,a)po\,ἀπό,preposition,*ierosolu/mwn,,,proslabo/menoi,προσλαμβάνω,verb,polemotrofei=n,e)pexei/roun,ἐπιχειρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,πολεμοτροφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,peri\,περί,preposition,to\n,ὁ,article,*makkabai=on,,,poihsa/menoi,litanei/an,λιτανεία,noun,kai\,καί,conjunction,a)ciw/santes,ἀξιόω,verb,to\n,ὁ,article,qeo\n,θεός,noun,su/mmaxon,au)toi=s,gene/sqai,γίγνομαι,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,tw=n,ὁ,article,*idoumai/wn,,,o)xurw/mata,ὀχύρωμα,noun,w(/rmhsan,oi(=s,ὅς,pronoun,kai\,καί,conjunction,prosbalo/ntes,προσδαίω,verb,eu)rw/stws,εὔρωστος,adjective,e)gkratei=s,ἐγκρατής,adjective,e)ge/nonto,γίγνομαι,verb,tw=n,ὁ,article,to/pwn,τόπος,noun,pa/ntas,πᾶς,adjective,te,τε,particle,tou\s,ὁ,article,e)pi\,ἐπί,preposition,tw=|,ὁ,article,tei/xei,τεῖχος,noun,maxome/nous,h)mu/nanto,ἀμύνω,verb,kate/sfazo/n,te,τε,particle,tou\s,e)mpi/ptontas,ἐμπίτνω,verb,a)nei=lon,ἀναιρέω,verb,de\,δέ,particle,ou)x,οὐ,adverb,h(=tton,ἥσσων,adverb,tw=n,ὁ,article,dismuri/wn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,σύμμαχος,adjective,αὐτός,pronoun,ὁρμάω,verb,μάχομαι,verb,κατασφάζω,verb,ὁ,article,δισμύριοι,adjective,,,,,,,,,,,,,,,,,,
sumfugo/ntwn,συμφεύγω,verb,de\,δέ,particle,ou)k,οὐ,adverb,e)/latton,ἐλάσσων,adjective,tw=n,ὁ,article,e)nakisxili/wn,ei)s,εἰς,preposition,du/o,δύο,adjective,pu/rgous,πύργος,noun,o)xurou\s,ὀχυρός,adjective,eu)=,εὖ,adverb,ma/la,kai\,pa/nta,πᾶς,adjective,ta\,ὁ,article,pro\s,πρός,preposition,poliorki/an,πολιορκία,noun,e)/xontas,ἔχω,verb,o(,ὁ,article,*makkabai=os,ei)s,εἰς,preposition,e)pei/gontas,ἐπείγω,verb,to/pous,τόπος,noun,a)polipw\n,ἀπολείπω,verb,*simwna,,,kai\,καί,conjunction,*iwshpon,,,e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,*zakxai=on,,,kai\,καί,conjunction,tou\s,ὁ,article,su\n,σύν,preposition,au)tw=|,i(kanou\s,ἱκανός,adjective,pro\s,th\n,ὁ,article,tou/twn,poliorki/an,πολιορκία,noun,au)to\s,αὐτός,pronoun,e)xwri/sqh,χωρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐνακισχίλιοι,adjective,μάλα,adverb,καί,conjunction,,,αὐτός,pronoun,πρός,preposition,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,peri\,περί,preposition,to\n,ὁ,article,*simwna,,,filargurh/santes,u(po/,ὑπό,preposition,tinwn,τις,pronoun,tw=n,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,pu/rgois,e)pei/sqhsan,a)rguri/w|,ἀργύριον,adjective,e(pta/kis,ἑπτάκις,adverb,de\,δέ,particle,muri/as,μυρίος,adjective,draxma\s,δραχμή,noun,labo/ntes,λαμβάνω,verb,ei)/asa/n,tinas,τις,pronoun,diarruh=nai,διαρρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φιλαργυρέω,verb,πύργος,noun,πείθω,verb,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
