word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
a)llo/tria,ἀλλότριος,adjective,toi/nun,τοίνυν,particle,sofi/zei,σοφίζομαι,verb,kai\,καί,conjunction,fanw=,φαίνω,verb,se,σύ,pronoun,toi=s,ὁ,article,pruta/nesin,πρύτανις,adjective,a)dekateu/tous,ἀδεκάτευτος,adjective,tw=n,ὁ,article,qew=n,θέα,noun,i(era\s,ἱερός,adjective,e)/xonta,ἔχω,verb,koili/as,κοιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,miare\,μιαρός,adjective,kai\,καί,conjunction,bdelure\,βδελυρός,adjective,kai\,καί,conjunction,kekra/kta,,,tou=,ὁ,article,sou=,σός,adjective,qra/sous,θράσος,adjective,pa=sa,πᾶς,adjective,me\n,μέν,particle,gh=,γῆ,noun,ple/a,πλέος,adjective,pa=sa,πᾶς,adjective,d',δέ,particle,e)kklhsi/a,ἐκκλησία,noun,kai\,καί,conjunction,te/lh,τέλος,noun,kai\,καί,conjunction,grafai\,γραφή,noun,kai\,καί,conjunction,dikasth/ri',δικαστήριον,noun,w)=,ὦ,interjection,borborota/raci,βορβοροτάραξις,noun,kai\,καί,conjunction,th\n,ὁ,article,po/lin,πόλις,adjective,a(/pasan,ἅπας,adjective,h(mw=n,ἐγώ,pronoun,a)nateturbakw/s,ἀνατυρβάζω,verb,o(/stis,ὅστις,pronoun,h(mw=n,ἐγώ,pronoun,ta\s,ὁ,article,*)aqh/nas,Ἀθήνευς,proper,e)kkekw/fwkas,ἐκκωφόω,verb,bow=n,βόα,noun,ka)po\,ἀπό,preposition,tw=n,ὁ,article,petrw=n,πέτρα,noun,a)/nwqen,ἄνωθεν,adverb,tou\s,ὁ,article,fo/rous,φόρος,adjective,qunnoskopw=n,θυννοσκοπέω,verb,,,,,,,,,,,,,,,,,,
oi)=d',οἶδα,verb,e)gw\,ἐγώ,pronoun,to\,ὁ,article,pra=gma,πρᾶγμα,noun,tou=q',οὗτος,pronoun,o(/qen,ὅθεν,adverb,pa/lai,πάλαι,adverb,kattu/etai,κασσύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,su/,σύ,pronoun,g',γε,particle,oi)=sqa,οἶδα,verb,ka/ttum',κάσσυμα,adjective,ou)d',οὐδέ,particle,e)gw\,ἐγώ,pronoun,xordeu/mata,χόρδευμα,noun,o(/stis,ὅστις,pronoun,u(pote/mnwn,ὑποτέμνω,verb,e)pw/leis,πωλέω,verb,de/rma,δέρμα,noun,moxqhrou=,μοχθηρός,adjective,boo\s,βοῦς,noun,toi=s,ὁ,article,a)groi/koisin,ἄγροικος,adjective,panou/rgws,πάνουργος,adjective,w(/ste,ὥστε,conjunction,fai/nesqai,φαίνω,verb,paxu/,παχύς,adjective,kai\,καί,conjunction,pri\n,πρίν,adverb,h(me/ran,ἡμέρα,noun,forh=sai,φορέω,verb,mei=zon,μέγας,adverb,h)=n,εἰμί,verb,duoi=n,δύο,adjective,doxmai=n,δοχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,*di/a,Δίη,proper,ka)me\,ἐγώ,pronoun,tou=t',οὗτος,pronoun,e)/drase,δράω,verb,tau)to/n,ταυτός,adjective,w(/ste,ὥστε,conjunction,kata/gelwn,κατάγελως,noun,pa/mpolun,παμπολύς,adjective,toi=s,ὁ,article,dhmo/taisi,δημότης,noun,kai\,καί,conjunction,fi/lois,φίλος,adjective,parasxeqei=n,παρασχάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri\n,πρίν,adverb,ga\r,γάρ,particle,ei)=nai,εἰμί,verb,*pergash=sin,Περγασῆσι,adverb,e)/neon,νέω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,e)mba/sin,ἐμβάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra,ἆρα,particle,dh=t',δῆτα,adverb,ou)k,οὐ,adverb,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,e)dh/lous,δηλόω,verb,a)nai/deian,ἀναίδεια,adjective,h(/per,ὅς,pronoun,mo/nh,μόνος,adjective,prostatei=,προστατέω,verb,r(hto/rwn,ῥήτωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=|,ὅς,pronoun,su\,σύ,pronoun,pisteu/wn,πιστεύω,verb,a)me/lgeis,ἀμέλγω,verb,tw=n,ὁ,article,ce/nwn,ξένος,noun,tou\s,ὁ,article,karpi/mous,κάρπιμος,adjective,prw=tos,πρότερος,adjective,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*(ippoda/mou,Ἱππόδαμος,proper,lei/betai,λείβω,verb,qew/menos,θεάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)fa/nh,φαίνω,verb,ga\r,γάρ,particle,a)nh\r,ἀνήρ,noun,e(/teros,ἕτερος,adjective,polu\,πολύς,adjective,sou=,σύ,pronoun,miarw/teros,μιαρός,adjective,w(/ste,ὥστε,conjunction,me,ἐγώ,pronoun,xai/rein,χαίρω,verb,o(/s,ὅς,pronoun,se,σύ,pronoun,pau/sei,παύω,verb,kai\,καί,conjunction,pa/reisi,πάρειμι,verb,dh=lo/s,δῆλος,adjective,e)stin,εἰμί,verb,au)to/qen,αὐτόθεν,adverb,panourgi/a|,πανουργία,noun,te,τε,particle,kai\,καί,conjunction,qra/sei,θράσις,noun,kai\,καί,conjunction,kobalikeu/masin,κοβαλίκευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,trafei\s,τρέφω,verb,o(/qenpe/r,ὅθεν,adverb,ei)sin,εἰμί,verb,a)/ndres,ἀνήρ,noun,oi(/per,ἕ,pronoun,ei)si/n,εἰμί,verb,nu=n,νῦν,adverb,dei=con,δείκνυμι,verb,w(s,ὡς,conjunction,ou)de\n,οὐδείς,pronoun,le/gei,λέγω,verb,to\,ὁ,article,swfro/nws,σώφρων,noun,trafh=nai,τρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,a)kou/saq',ἀκούω,verb,oi(=o/s,οἷος,adjective,e)stin,εἰμί,verb,ou(tosi\,οὗτος,pronoun,poli/ths,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,au)=,αὖ,interjection,m',ἐγώ,pronoun,e)a/seis,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,e)pei\,ἐπεί,conjunction,ka)gw\,ἐγώ,pronoun,ponhro/s,πονηρός,adjective,ei)mi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,tau/th|,ταύτῃ,adverb,g',γε,particle,u(pei/kh|,ὑφίημι,verb,le/g',λέγω,verb,o(/ti,ὅστις,pronoun,ka)k,ἐκ,preposition,ponhrw=n,πονηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,au)=,αὖ,interjection,m',ἐγώ,pronoun,e)a/seis,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,ma\,μά,particle,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,to\n,ὁ,article,*poseidw=,Ποσειδῶν,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,au)to\,αὐτός,pronoun,peri\,περί,preposition,tou=,ὁ,article,pro/teros,πρότερος,adjective,ei)pei=n,εἶπον,verb,prw=ta,πρότερος,adjective,diamaxou=mai,διαμάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,diarragh/somai,διαράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)gw\,ἐγώ,pronoun,ou),οὐ,adverb,parh/sw,παρέζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/res,παρίημι,verb,pa/res,παρίημι,verb,pro\s,πρός,preposition,tw=n,ὁ,article,qew=n,θέα,noun,au)tw=|,αὐτός,pronoun,diarragh=nai,διαράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,kai\,καί,conjunction,pepoiqw\s,πείθω,verb,a)cioi=s,ἀξιόω,verb,e)mou=,ἐγώ,pronoun,le/gein,λέγω,verb,e)/nanta,ἔναντα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(tih\,ὁτιή,conjunction,le/gein,λέγω,verb,oi(=o/s,οἷος,adjective,te,τε,particle,ka)gw\,ἐγώ,pronoun,kai\,καί,conjunction,karukopoiei=n,καρυκοποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dou\,ἰδού,adverb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalw=s,καλός,noun,g',γε,particle,a)\n,ἄν,particle,ou)=n,οὖν,particle,su\,σύ,pronoun,pra=gma,πρᾶγμα,noun,prospeso/n,προσπίτνω,verb,soi,σύ,pronoun,w)mospa/rakton,ὠμοσπάρακτος,adjective,paralabw\n,παραλαμβάνω,verb,metaxeiri/saio,μεταχειρίζομαι,verb,xrhstw=s,χρηστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,oi)=sq',οἶδα,verb,o(/per,ὅσπερ,adjective,peponqe/nai,πάσχω,verb,dokei=s,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/per,ὅσπερ,adjective,to\,ὁ,article,plh=qos,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,pou,πού,adverb,diki/dion,δικίδιον,adjective,ei)=pas,εἶπον,verb,eu)=,εὖ,adverb,kata\,κατά,preposition,ce/nou,ξένος,noun,metoi/kou,μέτοικος,noun,th\n,ὁ,article,nu/kta,νύξ,adjective,qrulw=n,θρυλέω,verb,kai\,καί,conjunction,lalw=n,λαλάζω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,o(doi=s,ὁδός,adjective,seautw=|,σαυτοῦ,pronoun,u(/dwr,ὕδωρ,noun,te,τε,particle,pi/nwn,πίνω,verb,ka)pideiknu\s,ἐπιδείκνυμι,verb,tou\s,ὁ,article,fi/lous,φίλος,adjective,t',τε,particle,a)niw=n,ἀνιάω,verb,w)/|ou,ᾦον,noun,dunato\s,δυνατός,adjective,ei)=nai,εἰμί,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,mw=re,μωρός,adjective,th=s,ὁ,article,a)noi/as,ἄνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dai\,δαί,particle,su\,σύ,pronoun,pi/nwn,πίνω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,pepoi/hkas,ποιέω,verb,w(/ste,ὥστε,conjunction,nuni\,νυνί,adverb,u(po\,ὑπό,preposition,sou=,σύ,pronoun,monwta/tou,μόνος,adjective,kateglwttisme/nhn,καταγλωττίζω,verb,siwpa=n,σιωπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,ga\r,γάρ,particle,a)nte/qhkas,ἀνατίθημι,verb,a)nqrw/pwn,ἄνθρωπος,noun,ti/n',τίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,eu)qu\s,εὐθύς,adverb,qu/nneia,θύννειος,adjective,qerma\,θερμός,adjective,katafagw/n,κατεσθίω,verb,ka)=|t',εἶτα,adverb,e)pipiw\n,ἐπιπίνω,verb,a)kra/tou,ἄκρατος,adjective,oi)/nou,οἶνον,noun,xoa=,χοῦς,noun,kasalba/sw,κασαλβάζω,verb,tou\s,ὁ,article,e)n,ἐν,preposition,*pu/lw|,Πύλος,proper,strathgou/s,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,g',γε,particle,h)/nustron,ἤνυστρον,noun,boo\s,βοῦς,noun,kai\,καί,conjunction,koili/an,κοιλία,noun,u(ei/an,ὕειος,adjective,katabroxqi/sas,καταβροχθίζω,verb,ka)=|t',εἶτα,adverb,e)pipiw\n,ἐπιπίνω,verb,to\n,ὁ,article,zwmo\n,ζωμός,noun,a)napo/niptos,ἀναπόνιπτος,adjective,laruggiw=,λαρυγγίζω,verb,tou\s,ὁ,article,r(h/toras,ῥήτωρ,noun,kai\,καί,conjunction,*niki/an,Νικίας,proper,tara/cw,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,m',ἐγώ,pronoun,h)/resas,ἀρέσκω,verb,le/gwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,d',δέ,particle,ou),οὐ,adverb,prosi/etai/,προσίημι,verb,me,ἐγώ,pronoun,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,o(tih\,ὁτιή,conjunction,mo/nos,μόνος,adjective,to\n,ὁ,article,zwmo\n,ζωμός,noun,e)krofh/sei,ἐκροφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou),οὐ,adverb,la/brakas,λάβραξ,noun,katafagw\n,κατεσθίω,verb,*milhsi/ous,Μιλήσιος,proper,klonh/seis,κλόνησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,sxeli/das,σχελίς,noun,e)dhdokw\s,ἐσθίω,verb,w)nh/somai,ὀνέομαι,verb,me/talla,μέταλλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,e)pesphdw=n,,,ge,γε,particle,th\n,ὁ,article,boulh\n,βουλή,noun,bi/a|,βία,adjective,kukh/sw,κυκάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kinh/sw,κινέω,verb,ge/,γε,particle,sou,σύ,pronoun,to\n,ὁ,article,prwkto\n,πρωκτός,noun,a)nti\,ἀντί,preposition,fu/skhs,φύσκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,g',γε,particle,e)ce/lcw,ἐξέλκω,verb,se,σύ,pronoun,th=s,ὁ,article,pugh=s,πυγή,noun,qu/raze,θύραζε,adverb,ku/bda,κύβδα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,to\n,ὁ,article,*poseidw=,Ποσειδῶν,proper,ka)me/,ἐγώ,pronoun,ta)/r',ἄρα,particle,h)/nper,ἤνπερ,adverb,ge,γε,particle,tou=ton,οὗτος,pronoun,e(/lkh|s,ἕλκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=o/n,οἷος,adjective,se,σύ,pronoun,dh/sw'n',δέομαι,verb,tw=|,ὁ,article,cu/lw|,ξύλον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diw/comai/,διώκω,verb,se,σύ,pronoun,deili/as,δειλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,bu/rsa,βύρσα,noun,sou,σύ,pronoun,qraneu/setai,θρανεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
