word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS
pro/s,πρός,preposition,te,τε,particle,ga\r,γάρ,particle,to\,ὁ,article,ploi=on,to\,ὁ,article,nauagh=san,ναυαγέω,verb,ou)de\n,οὐδείς,pronoun,h)=n,εἰμί,verb,au)toi=s,αὐτός,pronoun,sumbo/laion,συμβόλαιον,noun,πλοῖον,noun,a)ll',ἀλλά,adverb,h)=n,εἰμί,verb,e(/teros,ἕτερος,adjective,o(,ὁ,article,dedaneikw\s,δανείζω,verb,*)aqh/nhqen,Ἀθήνηθεν,adverb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,nau/lw|,ναῦλον,noun,tw=|,ὁ,article,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,kai\,καί,conjunction,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,*)anti/patros,Ἀντίπατρος,proper,o)/noma,ὄνομα,adjective,h)=n,εἰμί,verb,tw=|,ὁ,article,dedaneiko/ti,δανείζω,verb,*kitieu\s,,,to\,ὁ,article,ge/nos),γένος,noun,to/,ὁ,article,te,τε,particle,oi)na/rion,οἰνάριον,noun,to\,ὁ,article,*kw=|on,Κῷον,proper,o)gdoh/konta,ὀγδοήκοντα,noun,sta/mnoi,στάμνος,noun,e)cesthko/tos,ἐξίστημι,verb,oi)/nou,οἶνον,noun,kai\,καί,conjunction,to\,ὁ,article,ta/rixos,τάριχος,noun,a)nqrw/pw|,ἄνθρωπος,noun,tini\,τις,pronoun,gewrgw=|,γεωργός,adjective,parekomi/zeto,παρακομίζω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,e)k,ἐκ,preposition,*pantikapai/ou,,,ei)s,εἰς,preposition,*qeodosi/an,θεοδοσία,noun,toi=s,ὁ,article,e)rga/tais,ἐργάτης,noun,toi=s,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,gewrgi/an,γεωργία,noun,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,profa/seis,le/gousin,λέγω,verb,,,,,,,,,,,,,,,,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,prosh/kei,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,labe\,λαμβάνω,verb,th\n,ὁ,article,marturi/an,prw=ton,πρότερος,adjective,me\n,μέν,particle,th\n,ὁ,article,*)apollwni/dou,Ἀπολλωνίδης,proper,o(/ti,ὅστις,pronoun,*)anti/patros,Ἀντίπατρος,proper,μαρτυρία,noun,h)=n,εἰμί,verb,o(,ὁ,article,danei/sas,δανείζω,verb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,tou/tois,οὗτος,pronoun,d',δέ,particle,ou)d',οὐδέ,particle,o(tiou=n,ὁτιοῦν,adverb,prosh/kei,προσήκω,verb,th=s,ὁ,article,nauagi/as,ναυαγία,noun,e)/peita,ἔπειτα,adverb,th\n,ὁ,article,*)erasikle/ous,,,kai\,καί,conjunction,th\n,ὁ,article,*(ippi/ou,Ἵππιος,proper,o(/ti,ὅστις,pronoun,o)gdoh/konta,ὀγδοήκοντα,noun,mo/non,μόνος,adjective,kera/mia,κεράμιον,noun,parh/geto,παράγω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)apollwni/dhs,Ἀπολλωνίδης,proper,*(alikarnasseu\s,Ἁλικαρνασσεύς,proper,marturei=,μαρτύρομαι,verb,ei)de/nai,οἶδα,verb,danei/santa,*)anti/patron,Ἀντίπατρος,proper,*kitie/a,Κιτιής,proper,to\,ὁ,article,ge/nos,γένος,noun,xrh/mata,χρῆμα,adjective,*(ublhsi/w|,,,δανείζω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,e)pi\,ἐπί,preposition,th=|,ὁ,article,nhi\,ναῦς,noun,h(\n,ὅς,pronoun,*(ublh/sios,,,e)nauklh/rei,ναυκληρέω,verb,kai\,καί,conjunction,tw=|,ὁ,article,nau/lw|,ναῦλον,noun,tw=|,ὁ,article,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koinwnei=n,κοινωνέω,verb,de\,δέ,particle,kai\,καί,conjunction,au(to\n,ἑαυτοῦ,pronoun,th=s,new\s,ναός,noun,*(ublhsi/w|,,,kai\,καί,conjunction,sumplei=n,συμπλέω,verb,e(autou=,ἑαυτοῦ,pronoun,oi)ke/tas,οἰκέτης,noun,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,nhi/,ναῦς,noun,kai\,καί,conjunction,o(/te,ὅστε,pronoun,diefqa/rh,διαφθείρω,verb,h(,ὁ,article,nau=s,ναῦς,noun,parei=nai,πάρειμι,verb,tou\s,ὁ,article,oi)ke/tas,οἰκέτης,noun,tou\s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,a)pagge/llein,ἀπαγγέλλω,verb,e(autw=|,ἑαυτοῦ,pronoun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,h(,ὁ,article,nau=s,ναῦς,noun,kenh\,κενός,adjective,diefqa/rh,διαφθείρω,verb,paraple/ousa,παραπλέω,verb,ei)s,εἰς,preposition,*qeudosi/an,,,e)k,ἐκ,preposition,*pantikapai/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)erasiklh=s,,,marturei=,μαρτύρομαι,verb,sumplei=n,συμπλέω,verb,*(ublhsi/w|,,,kubernw=n,th\n,ὁ,article,nau=n,ναῦς,noun,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,kai\,καί,conjunction,κυβερνάω,verb,o(/te,ὅστε,pronoun,pare/plei,παραπλέω,verb,h(,ὁ,article,nau=s,ναῦς,noun,ei)s,εἰς,preposition,*qeudosi/an,,,e)k,ἐκ,preposition,*pantikapai/ou,,,ei)de/nai,οἶδα,verb,kenh\n,κενός,adjective,th\n,ὁ,article,nau=n,ναῦς,noun,paraple/ousan,παραπλέω,verb,kai\,καί,conjunction,*)apollodw/rou,Ἀπολλόδωρος,proper,au)tou=,αὐτός,pronoun,tou=,ὁ,article,feu/gontos,φεύγω,verb,nuni\,νυνί,adverb,th\n,ὁ,article,di/khn,δίκη,adjective,mh\,μή,conjunction,ei)=nai,εἰμί,verb,oi)=non,οἶνον,noun,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,a)lla\,ἀλλά,adverb,para/gesqai,παράγω,verb,tw=n,ὁ,article,e)k,ἐκ,preposition,*qeudosi/as,,,tini\,τις,pronoun,oi)/nou,οἶνον,noun,*kw=|a,Κῷον,proper,kera/mia,κεράμιον,noun,peri\,περί,preposition,o)gdoh/konta*(ippi/as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aqhni/ppou,Ἀθήνιππος,proper,*(alikarnasseu\s,Ἁλικαρνασσεύς,proper,marturei=,μαρτύρομαι,verb,sumplei=n,συμπλέω,verb,*(ublhsi/w|,diopeu/wn,διοπεύω,verb,th\n,ὁ,article,nau=n,ναῦς,noun,kai\,καί,conjunction,o(/te,ὅστε,pronoun,pare/plei,παραπλέω,verb,,,h(,ὁ,article,nau=s,ναῦς,noun,ei)s,εἰς,preposition,*qeudosi/an,,,e)k,ἐκ,preposition,*pantikapai/ou,,,e)nqe/sqai,ἔρχομαι,verb,*)apollo/dwron,Ἀπολλόδωρος,proper,ei)s,εἰς,preposition,th\n,ὁ,article,nau=n,ναῦς,noun,e)ri/wn,ἔριον,noun,a)ggei=on,ἀγγεῖον,noun,e(\n,εἷς,adjective,h)\,ἠέ,conjunction,du/o,δύο,adjective,kai\,καί,conjunction,tari/xous,τάριχος,noun,kera/mia,κεράμιον,noun,e(/ndeka,ἕνδεκα,noun,h)\,ἠέ,conjunction,dw/deka,δώδεκα,adjective,kai\,καί,conjunction,de/rmat',δέρμα,noun,ai)/geia,αἴγειος,adjective,du/o,δύο,adjective,de/smas,δέσμη,noun,h)\,ἠέ,conjunction,trei=s,τρέω,verb,a)/llo,ἄλλος,adjective,d',δέ,particle,ou)de/npro\s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/sd',ὅδε,pronoun,e)cemartu/rhsen,ἐκμαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)fi/lhtos,Εὐφίλητος,proper,*damoti/mou,Δαμότιμος,proper,*)afidnai=os,Ἀφιδναῖος,proper,*(ippi/as,Ἱππίης,proper,*timoce/nou,*qumaita/dhs,,,*sw/stratos,Σώστρατος,proper,*fili/ppou,Φίλιππος,proper,*(estiaio/qen,,,*)arxenomi/dhs,,,*stra/twnos,Στράτων,proper,Τιμόξενος,proper,*qria/sios,Θριάσιος,proper,*filta/dhs,,,*kthsikle/ous,Κτησικλέης,proper,*cupetaiw/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,a)nai/deia,ἀναίδεια,adjective,toiau/th,τοιοῦτος,adjective,tw=n,a)nqrw/pwn,ἄνθρωπος,noun,tou/twn,οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,e)nqumei=sqe,ἐνθυμέομαι,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,au)tou/s,αὐτός,pronoun,ei)/,εἰ,conjunction,tinas,τις,pronoun,δικαστής,noun,pw/pot',πώποτε,adverb,i)/ste,οἶδα,verb,h)\,ἠέ,conjunction,h)kou/sate,ἀκούω,verb,oi)=non,οἶνον,noun,*)aqh/naze,Ἀθήναζε,adverb,e)k,ἐκ,preposition,tou=,ὁ,article,*po/ntou,Πόντος,proper,kat',κατά,preposition,e)mpori/an,ἐμπορία,noun,ei)sagago/ntas,εἰσάγω,verb,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,*kw=|on,Κῷον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,ga\r,γάρ,particle,dh/pou,δήπου,particle,tou)nanti/on,ἐναντίος,adjective,ei)s,to\n,ὁ,article,*po/nton,Πόντος,proper,o(,ὁ,article,oi)=nos,οἶνος,noun,ei)sa/getai,εἰσάγω,verb,e)k,ἐκ,preposition,εἰς,preposition,tw=n,ὁ,article,to/pwn,τόπος,noun,tw=n,ὁ,article,peri\,περί,preposition,h(ma=s,ἐγώ,pronoun,e)k,ἐκ,preposition,*peparh/qou,Πεπάρηθος,proper,kai\,καί,conjunction,*kw=,Κῶς,proper,kai\,καί,conjunction,*qa/sios,Θάσιος,proper,kai\,καί,conjunction,*mendai=os,,,kai\,καί,conjunction,e)c,ἐκ,preposition,a)/llwn,ἄλλος,adjective,tinw=n,τις,pronoun,po/lewn,πόλις,adjective,pantodapo/s,παντοδαπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou=,ὁ,article,*po/ntou,Πόντος,proper,e(/tera/,e)stin,εἰμί,verb,a(\,ὅς,pronoun,ei)sa/getai,εἰσάγω,verb,deu=ro,δεῦρο,adverb,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katexo/menoi,κατέχω,verb,de\,δέ,particle,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,kai\,e)legxo/menoi,ἐλέγχω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,perige/noito,περιγίγνομαι,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,*po/ntw|,Πόντος,proper,a)pekri/nato,ἀποκρίνω,verb,*la/kritos,Λάκριτος,proper,ou(tosi/,οὗτος,pronoun,o(/ti,ὅστις,pronoun,e(kato\n,ἑκατόν,noun,stath=res,στατήρ,noun,*kuzikhnoi\,Κύζικος,proper,perige/nointo,περιγίγνομαι,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,to\,ὁ,article,xrusi/on,χρυσίον,noun,dedaneikw\s,δανείζω,verb,ei)/h,ἀίω,verb,a(delfo\s,ἀδελφός,adjective,au)tou=,αὐτός,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,*po/ntw|,Πόντος,proper,nauklh/rw|,ναύκληρος,noun,tini\,τις,pronoun,*fashli/th|,,,poli/th|,πολίτης,noun,kai\,καί,conjunction,e)pithdei/w|,ἐπιτήδειος,adjective,e(autou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,ou),οὐ,adverb,du/naito,δύναμαι,verb,komi/sasqai,κομίζω,verb,a)lla\,ἀλλά,adverb,sxedo/n,σχεδόν,adverb,ti,τις,pronoun,a)polwlo\s,ἀπόλλυμι,verb,ei)/h,ἀίω,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
