word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
eu)diafqorw/teroi,εὐδιάφθορος,adjective,ga\r,γάρ,particle,o)li/goi,ὀλίγος,adjective,tw=n,ὁ,article,pollw=n,πολύς,adjective,ei)sin,εἰμί,verb,kai\,καί,conjunction,ke/rdei,κέρδος,noun,kai\,καί,conjunction,xa/risin,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misqofo/ron,μισθοφόρος,adjective,d',δέ,particle,e)kklhsi/an,ἐκκλησία,noun,to\,ὁ,article,me\n,μέν,particle,prw=ton,πρότερος,adjective,a)pe/gnwsan,ἀπογιγνώσκω,verb,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,sullegome/nwn,συλλέγω,verb,d',δέ,particle,ei)s,εἰς,preposition,th\n,ὁ,article,e)kklhsi/an,ἐκκλησία,noun,a)lla\,ἀλλά,adverb,polla\,πολύς,adjective,sofizome/nwn,σοφίζομαι,verb,tw=n,ὁ,article,pruta/newn,πρύτανις,adjective,o(/pws,ὅπως,conjunction,prosisth=tai,προσίστημι,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,pro\s,πρός,preposition,th\n,ὁ,article,e)piku/rwsin,ἐπικύρωσις,adjective,th=s,ὁ,article,xeirotoni/as,χειροτονία,noun,prw=ton,πρότερος,adjective,me\n,*)agu/rrios,Ἀγύρριος,proper,o)bolo\n,ὀβολός,noun,e)po/risen,πορίζω,verb,meta\,μετά,preposition,de\,δέ,particle,tou=ton,οὗτος,pronoun,*(hraklei/dhs,Ἡρακλέης,proper,o(,ὁ,article,μέν,particle,*klazome/nios,Κλαζομένιος,proper,o(,ὁ,article,basileu\s,βασιλεύς,noun,e)pikalou/menos,ἐπικαλέω,verb,diw/bolon,διώβολον,noun,pa/lin,πάλιν,adverb,d',δέ,particle,*)agu/rrios,Ἀγύρριος,proper,triw/bolon,τριώβολον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,d',δέ,particle,h(,ὁ,article,nu=n,νῦν,adverb,kata/stasis,κατάστασις,noun,th=s,ὁ,article,politei/as,πολιτεία,noun,to/nde,ὅδε,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mete/xousin,μετέχω,verb,me\n,μέν,particle,th=s,ὁ,article,politei/as,πολιτεία,noun,oi(,ὁ,article,e)c,ἐκ,preposition,a)mfote/rwn,ἀμφότερος,adjective,gegono/tes,γίγνομαι,verb,a)stw=n,ἄστυ,noun,e)ggra/fontai,ἐγγράφω,verb,d',δέ,particle,ei)s,εἰς,preposition,tou\s,ὁ,article,dhmo/tas,δημότης,noun,o)ktwkai/deka,ὀκτωκαίδεκα,noun,e)/th,ἔτης,noun,gegono/tes,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,d',δέ,particle,e)ggra/fwntai,ἐγγράφω,verb,diayhfi/zontai,διαψηφίζομαι,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,o)mo/santes,ὄμνυμι,verb,oi(,ὁ,article,dhmo/tai,δημότης,noun,prw=ton,πρότερος,adjective,me\n,μέν,particle,ei),εἰ,conjunction,dokou=si,δοκέω,verb,gegone/nai,γίγνομαι,verb,th\n,ὁ,article,h(liki/an,ἡλικία,noun,th\n,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,no/mou,νόμος,noun,ka)\n,κἀν,conjunction,mh\,do/cwsi,δοκέω,verb,a)pe/rxontai,ἀπέρχομαι,verb,pa/lin,πάλιν,adverb,ei)s,εἰς,preposition,pai=das,παῖς,adjective,deu/teron,δεύτερος,adjective,d',δέ,particle,ei),εἰ,conjunction,μή,conjunction,e)leu/qero/s,ἐλεύθερος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,ge/gone,γίγνομαι,verb,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,a)\n,ἄν,particle,me\n,μέν,particle,a)poyhfi/swntai,ἀποψηφίζομαι,verb,mh\,μή,conjunction,ei)=nai,εἰμί,verb,e)leu/qeron,ἐλεύθερος,adjective,o(,ὁ,article,me\n,μέν,particle,e)fi/hsin,ἐφίημι,verb,ei)s,εἰς,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,oi(,ὁ,article,de\,δέ,particle,dhmo/tai,δημότης,noun,kathgo/rous,κατήγορος,noun,ai(rou=ntai,αἱρέω,verb,pe/nte,πέντε,adverb,a)/ndras,ἀνήρ,noun,e)c,ἐκ,preposition,au(tw=n,ka)\n,κἀν,conjunction,me\n,μέν,particle,mh\,μή,conjunction,do/ch|,δόξα,noun,dikai/ws,δίκαιος,adjective,e)ggra/fesqai,ἐγγράφω,verb,pwlei=,πωλέομαι,verb,tou=ton,οὗτος,pronoun,ἑαυτοῦ,pronoun,h(,ὁ,article,po/lis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,nikh/sh|,νικάω,verb,toi=s,ὁ,article,dhmo/tais,δημότης,noun,e)pa/nagkes,ἐπανάγκης,adjective,e)ggra/fein,ἐγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,dokima/zei,δοκιμάζω,verb,tou\s,ὁ,article,e)ggrafe/ntas,ἐγγράφω,verb,h(,ὁ,article,boulh/,βουλή,noun,ka)/n,κἀν,conjunction,tis,τις,pronoun,do/ch|,δόξα,noun,new/teros,νέος,adjective,o)ktwkai/dek',ὀκτωκαίδεκα,noun,e)tw=n,ἔται,noun,ei)=nai,εἰμί,verb,zhmioi=,ζημιόω,verb,tou\s,ὁ,article,dhmo/tas,δημότης,noun,tou\s,ὁ,article,e)ggra/yantas,ἐγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pa\n,ἐπάν,conjunction,de\,δέ,particle,dokimasqw=sin,δοκιμάζω,verb,oi(,ὁ,article,e)/fhboi,ἔφηβος,noun,sullege/ntes,συλλέγω,verb,oi(,ὁ,article,pate/res,πατήρ,noun,au)tw=n,αὐτός,pronoun,kata\,κατά,preposition,fula/s,φυλή,noun,o)mo/santes,ὄμνυμι,verb,ai(rou=ntai,αἱρέω,verb,trei=s,τρέω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,fuletw=n,φυλέτης,noun,tw=n,ὁ,article,u(pe\r,ὑπέρ,preposition,tettara/konta,τεσσαράκοντα,adjective,e)/th,ἔτης,noun,gegono/twn,ou(\s,ὅς,pronoun,a)\n,ἄν,particle,h(gw=ntai,ἡγέομαι,verb,belti/stous,βέλτιστος,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,e)pithdeiota/tous,ἐπιτήδειος,adjective,e)pimelei=sqai,ἐπιμελέομαι,verb,γίγνομαι,verb,tw=n,ὁ,article,e)fh/bwn,ἔφηβος,noun,e)k,ἐκ,preposition,de\,δέ,particle,tou/twn,οὗτος,pronoun,o(,ὁ,article,dh=mos,δῆμος,noun,e(/na,ἕνος,adjective,th=s,ὁ,article,fulh=s,φυλή,noun,e(ka/sths,ἕκαστος,adjective,xeirotonei=,χειροτονέω,verb,swfronisth/n,σωφρονιστής,noun,kai\,καί,conjunction,kosmhth\n,κοσμητής,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,*)aqhnai/wn,Ἀθήναια,proper,e)pi\,ἐπί,preposition,pa/ntas,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sullabo/ntes,συλλαμβάνω,verb,d',δέ,particle,ou(=toi,οὗτος,pronoun,tou\s,ὁ,article,e)fh/bous,ἔφηβος,noun,prw=ton,πρότερος,adjective,me\n,μέν,particle,ta\,ὁ,article,i(era\,ἱερά,noun,perih=lqon,περιέρχομαι,verb,ei)=t',εἶτα,adverb,ei)s,εἰς,preposition,*peiraie/a,Πειραιεύς,proper,poreu/ontai,πορεύω,verb,kai\,καί,conjunction,frourou=sin,φρουρέω,verb,oi(,ὁ,article,me\n,μέν,particle,th\n,ὁ,article,*mounixi/an,Μουνιχίη,proper,oi(,ὁ,article,de\,th\n,ὁ,article,*)akth/n,Ἀκτή,proper,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xeirotonei=,χειροτονέω,verb,de\,δέ,particle,kai\,καί,conjunction,paidotri/bas,παιδοτρίβης,noun,au)toi=s,αὐτός,pronoun,du/o,δύο,adjective,kai\,καί,conjunction,didaska/lous,διδάσκαλος,noun,oi(/tines,ὅστις,pronoun,o(plomaxei=n,ὁπλομαχέω,verb,kai\,καί,conjunction,toceu/ein,τοξεύω,verb,kai\,καί,conjunction,a)konti/zein,ἀκοντίζω,verb,kai\,καί,conjunction,katapa/lthn,καταπάλτης,noun,a)fie/nai,ἀφίημι,verb,dida/skousin,διδάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/dwsi,δίδωμι,verb,de\,δέ,particle,kai\,καί,conjunction,ei)s,εἰς,preposition,trofh\n,τροφή,noun,toi=s,ὁ,article,me\n,μέν,particle,swfronistai=s,σωφρονιστής,noun,draxmh\n,δραχμή,noun,a,,,e(ka/stw|,ἕκαστος,adjective,toi=s,ὁ,article,d',δέ,particle,e)fh/bois,ἔφηβος,noun,te/ttaras,τέσσαρες,noun,o)bolou\s,ὀβολός,noun,e(ka/stw|,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,fuletw=n,φυλέτης,noun,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,lamba/nwn,λαμβάνω,verb,o(,ὁ,article,swfronisth\s,σωφρονιστής,noun,e(/kastos,ἕκαστος,adjective,a)gora/zei,ἀγοράζω,verb,ta\,ὁ,article,e)pith/deia,ἐπιτήδειος,adjective,pa=sin,πᾶς,adjective,ei)s,εἰς,preposition,to\,ὁ,article,koino/n,κοινός,adjective,'sussitou=si,συσσιτέω,verb,ga\r,γάρ,particle,kata\,κατά,preposition,fula/s',φυλή,noun,kai\,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,e)pimelei=tai,ἐπιμελέομαι,verb,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,prw=ton,πρότερος,adjective,e)niauto\n,ἐνιαυτός,noun,ou(/tws,οὕτως,adverb,dia/gousi,διάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,u(/steron,ὕστερος,adjective,e)kklhsi/as,ἐκκλησία,noun,e)n,ἐν,preposition,tw=|,ὁ,article,qea/trw|,θέατρον,noun,genome/nhs,γίγνομαι,verb,a)podeica/menoi,ἀποδείκνυμι,verb,tw=|,ὁ,article,dh/mw|,δῆμος,noun,ta\,ὁ,article,peri\,περί,preposition,ta\s,ὁ,article,ta/ceis,τάξις,noun,kai\,καί,conjunction,labo/ntes,λαμβάνω,verb,a)spi/da,ἀσπίς,noun,kai\,καί,conjunction,do/ru,δόρυ,noun,para\,παρά,preposition,th=s,po/lews,πόλις,adjective,peripolou=si,περιπολέω,verb,th\n,ὁ,article,xw/ran,χώρα,noun,kai\,καί,conjunction,diatri/bousin,διατρίβω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,ὁ,article,fulakthri/ois,φυλακτήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frourou=si,φρουρέω,verb,de\,δέ,particle,ta\,ὁ,article,du/o,δύο,adjective,e)/th,ἔτης,noun,xlamu/das,χλαμύς,adjective,e)/xontes,ἔχω,verb,kai\,καί,conjunction,a)telei=s,ἀτελής,adjective,ei)si,εἰμί,verb,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,di/khn,δίκη,adjective,ou)/te,οὔτε,adverb,dido/asin,δίδωμι,verb,ou)/te,οὔτε,adverb,lamba/nousin,λαμβάνω,verb,i(/na,ἵνα,conjunction,mh\,μή,conjunction,pro/fasis,πρόφασις,noun,h)=|,εἰμί,verb,tou=,ὁ,article,a)pie/nai,ἄπειμι,verb,plh\n,πλήν,preposition,peri\,περί,preposition,klh/rou,κλῆρος,adjective,kai\,καί,conjunction,e)piklh/rou,ἐπίκληρος,adjective,ka)/n,κἀν,conjunction,tini,τις,pronoun,kata\,κατά,preposition,to\,ὁ,article,ge/nos,i(erwsu/nh,ἱερωσύνη,noun,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diecelqo/ntwn,διεξέρχομαι,verb,de\,δέ,particle,tw=n,ὁ,article,duei=n,δυάω,verb,e)tw=n,ἔται,noun,h)/dh,ἤδη,adverb,meta\,μετά,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,peri\,περί,preposition,th\n,ὁ,article,tw=n,ὁ,article,politw=n,πολίτης,noun,e)ggrafh\n,ἐγγραφή,noun,kai\,καί,conjunction,tou\s,ὁ,article,e)fh/bous,ἔφηβος,noun,tou=ton,οὗτος,pronoun,e)/xei,ἔχω,verb,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,d',δέ,particle,a)rxa\s,ἀρχή,noun,ta\s,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,e)gku/klion,ἐγκύκλιος,adjective,dioi/khsin,διοίκησις,noun,a(pa/sas,ἅπας,adjective,poiou=si,ποιέω,verb,klhrwta/s,κληρωτής,noun,plh\n,πλήν,preposition,tami/ou,ταμίας,noun,stratiwtikw=n,στρατιωτικός,adjective,kai\,καί,conjunction,tw=n,ὁ,article,e)pi\,ἐπί,preposition,to\,ὁ,article,qewriko\n,θεωρικός,adjective,kai\,καί,conjunction,tou=,ὁ,article,tw=n,krhnw=n,κρήνη,noun,e)pimelhtou=,ἐπιμελητής,noun,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
