word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
e)/rgwn,pra=cin,πρᾶξις,adjective,a)ci/an,ἄξιος,adjective,a)pofhname/nous,ἀποφαίνω,verb,ou)k,οὐ,adverb,oi)=da,οἶδα,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,a)\n,ἄν,particle,h)ci/wsen,ἀξιόω,verb,ei)pei=n,εἶπον,verb,tw=n,ὁ,article,th\n,ὁ,article,lepth\n,λεπτός,adjective,kai\,καί,conjunction,a)kribh=,ἀκριβής,adjective,kai\,καί,conjunction,kaqara\n,καθαρός,adjective,dia/lekton,διάλεκτος,noun,ἔργον,noun,e)pithdeuo/ntwn,ἐπιτηδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pra/ttetai,me\n,μέν,particle,ga\r,γάρ,particle,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,e)rga/zetai,ἐργάζομαι,verb,de\,δέ,particle,ta\,ὁ,article,e)/rga,ἔργον,noun,a)pofa/nsews,ἀπόφανσις,noun,de\,δέ,particle,a)ciou=tai,ἀξιόω,verb,ta\,ὁ,article,lekta/,λεκτός,adjective,,,,,,,,,,,,,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,me\n,μέν,particle,dh\,δή,particle,paxu\,παχύς,adjective,ei)/rhtai,ἔρομαι,verb,to\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,lego/menon,λέγω,verb,e)nqu/mhma,ἐνθύμημα,noun,a)sqene/steron,ἀσθενής,adjective,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,makrou=,μακρός,adjective,te,τε,particle,ga\r,γάρ,particle,kai\,καί,conjunction,a)kata/llhlon,ἀκατάλληλος,adjective,kai\,καί,conjunction,ou)/te,οὔτε,adverb,deino/thta,δεινότης,noun,e)/xon,ἔχω,verb,ou)/te,οὔτε,adverb,su/ntacin,σύνταξις,noun,,,,,,,,,,,,,,,,,,,,,,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,d',δέ,particle,eu)genei/as,εὐγένεια,noun,prw=ton,πρότερος,adjective,u(ph=rce,ὑπάρχω,verb,toi=sde,ὅδε,pronoun,h(,ὁ,article,tw=n,ὁ,article,progo/nwn,πρόγονος,adjective,ge/nesis,γένεσις,noun,ou)k,οὐ,adverb,e)/phlus,ἔπηλυς,noun,ou)=sa,εἰμί,verb,ou)de\,οὐδέ,particle,tou\s,ὁ,article,e)kgo/nous,κίκω,verb,tou/tous,οὗτος,pronoun,a)pofhname/nh,ἀποφαίνω,verb,metoikou=ntas,μετοικέω,verb,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,xw/ra|,χώρα,noun,a)/lloqen,ἄλλοθεν,adverb,sfw=n,σφεῖς,pronoun,h(ko/ntwn,ἥκω,verb,a)ll',ἀλλά,adverb,au)to/xqonas,αὐτόχθων,adjective,kai\,καί,conjunction,tw=|,ὁ,article,o)/nti,εἰμί,verb,patri/da,πατρίς,adjective,oi)kou=ntas,οἰκέω,verb,kai\,καί,conjunction,zw=ntas,ζάω,verb,kai\,καί,conjunction,trefome/nous,τρέφω,verb,ou)x,οὐ,adverb,u(po\,ὑπό,preposition,mhtruia=s,μητρυιά,noun,w(s,ὡς,conjunction,oi(,ὁ,article,a)/lloi,ἄλλος,adjective,a)ll',ἀλλά,adverb,u(po\,ὑπό,preposition,mhtro\s,μήτηρ,noun,th=s,ὁ,article,xw/ras,χώρα,noun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,w)/|koun,οἰκέω,verb,kai\,καί,conjunction,nu=n,νῦν,adverb,kei=sqai,κέω,verb,teleuth/santas,τελευτάω,verb,e)n,ἐν,preposition,oi)kei/ois,οἰκεῖος,adjective,to/pois,τόπος,noun,th=s,ὁ,article,tekou/shs,τίκτω,verb,te,τε,particle,kai\,καί,conjunction,qreya/shs,τρέφω,verb,kai\,καί,conjunction,u(podecame/nhs,ὑποδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=on,e)/qnos,ἔθνος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,kaqara=|,καθαρός,adjective,diale/ktw|,διάλεκτος,noun,xrw/menon,χράομαι,verb,e)rei=,ἐράομαι,verb,ge/nesin,γένεσις,noun,th\n,ὁ,article,me\n,μέν,particle,au)to/xqona,αὐτόχθονος,adjective,th\n,ὁ,article,de\,δέ,particle,e)ph/luda,ἔπηλυς,noun,,,,,,,,,,,,,,,,ποῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mi=n,ga\r,γάρ,particle,dh/,δή,particle,ti,τις,pronoun,sumbebhko/s,συμβαίνω,verb,e)sti,εἰμί,verb,to\,ὁ,article,ei)=nai,εἰμί,verb,au)to/xqosin,αὐτόχθων,adjective,h)\,ἠέ,conjunction,mh\,μή,conjunction,e)pixwri/ois,ἐπιχώριος,adjective,ou)xi\,οὐ,adverb,th=|,ὁ,article,gene/sei,γένεσις,noun,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/natai,gou=n,γοῦν,particle,tis,τις,pronoun,a)llaxh=|,ἀλλαχῆ,adverb,geno/menos,γίγνομαι,verb,a)nh\r,ἀνήρ,noun,e(te/rwse,ἑτέρωσε,adverb,metoikh=sai,μετοικέω,verb,h(,ὁ,article,de\,δέ,particle,ge/nesis,γένεσις,noun,au)th\,αὐτός,pronoun,tou=to,οὗτος,pronoun,paqei=n,πάσχω,verb,ou),οὐ,adverb,du/natai,δύναμαι,verb,,,,,,,,,,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,d',δέ,particle,a)\n,ἄν,particle,a)ciw/seie,ἀξιόω,verb,tw=n,ὁ,article,eu)=,εὖ,adverb,diale/gesqai,διαλέγω,verb,spoudazo/ntwn,σπουδάζω,verb,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,h(,ὁ,article,ge/nesis,γένεσις,noun,h(,ὁ,article,tw=n,ὁ,article,progo/nwn,πρόγονος,adjective,tou\s,ὁ,article,u(/steron,ὕστερος,adjective,genhsome/nous,γίγνομαι,verb,a)pefh/nato,ἀποφαίνω,verb,τίς,pronoun,au)to/xqonas,αὐτόχθων,adjective,kai\,καί,conjunction,mh\,μή,conjunction,metoi/kous,μέτοικος,noun,ei)=nai,εἰμί,verb,th=s,ὁ,article,xw/ras,χώρα,noun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,e)ge/nonto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,ga\r,γάρ,particle,h(,ὁ,article,ge/nesis,γένεσις,noun,au)th/,αὐτός,pronoun,ti,τις,pronoun,a)pofai/nesqai,ἀποφαίνω,verb,fu/sin,φύσις,noun,e)/xei,ἔχω,verb,ou)/te,οὔτε,adverb,metoikei=n,μετοικέω,verb,tis,τις,pronoun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,a)\n,ἄν,particle,ge/nhtai,γίγνομαι,verb,,,,,,,,,,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',a)pofaino/meqa,ἀποφαίνω,verb,me\n,μέν,particle,h(mei=s,ἐγώ,pronoun,ta\,ὁ,article,lekta/,λεκτός,adjective,metoikou=si,μετοικέω,verb,d',δέ,particle,oi(,ἕ,pronoun,e)c,ἐκ,preposition,a)/llhs,ἄλλος,adjective,a)fiko/menoi,ἀφικνέομαι,verb,xw/ras,χώρα,noun,e)n,ἐν,preposition,th=|,ὁ,article,u(podecame/nh|,ὑποδέχομαι,verb,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,de\,δέ,particle,boulo/menos,βούλομαι,verb,sw/|zein,σώζω,verb,th\n,ὁ,article,a)kolouqi/an,ἀκολουθία,noun,ei)pw\n,εἶπον,verb,th\n,ὁ,article,ge/nesin,γένεσις,noun,kai\,καί,conjunction,peri\,περί,preposition,tau/ths,οὗτος,pronoun,to\n,ὁ,article,lo/gon,λόγος,noun,a)podidou\s,ἀποδίδωμι,verb,e)pizeu/ceien,ἐπιζεύγνυμι,verb,a)\n,ἄν,particle,to\,ὁ,article,a)/lloqen,ἄλλοθεν,adverb,τίς,pronoun,sfw=n,σφεῖς,pronoun,h(ko/ntwn,ἥκω,verb,to\,ὁ,article,a)rreniko\n,ἀρρενικός,adjective,tw=|,ὁ,article,qhlukw=|,θηλυκός,adjective,kai\,καί,conjunction,tw=|,ὁ,article,e(nikw=|,ἑνικός,adjective,to\,ὁ,article,plhquntiko/n,πληθυντικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,ga\r,γάρ,particle,dh/,δή,particle,pou,πού,adverb,kata/llhlos,κατάλληλος,adjective,o(,ὁ,article,lo/gos,λόγος,noun,ei),εἰ,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,ge/nesin,γένεσις,noun,a)nafe/rwn,ἀναφέρω,verb,u(pe\r,ὑπέρ,preposition,h(=s,ὅς,pronoun,o(,ὁ,article,lo/gos,λόγος,noun,h)=n,εἰμί,verb,e)pe/qhken,ἐπιτίθημι,verb,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloqen,au)th=s,αὐτός,pronoun,h(kou/shs,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλλοθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
