word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS
th=|,ὁ,article,d',δέ,particle,u(sterai/a|,ὑστεραῖος,adjective,to\n,ὁ,article,me/giston,μέγας,adverb,e)le/fanta,ἐλέφας,adjective,tou=,*pu/rrou,Πύρρος,proper,paraskeua/santos,e)co/pisqen,ἐξόπισθεν,adverb,a)gnoou=nti,ἀγνοέω,verb,tw=|,ὁ,article,*fabriki/w|,,,r(h/canta,ῥήγνυμι,verb,fwnh\n,φωνή,noun,e)pifanh=nai,ἐπιφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,παρασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/tou,οὗτος,pronoun,genome/nou,γίγνομαι,verb,e)pistrafei\s,ἐπιστρέφω,verb,o(,ὁ,article,*fabri/kios,,,kai\,meidia/sas,μειδιάω,verb,e)me/,ei)=pen,εἶπον,verb,ou)/te,οὔτε,adverb,to\,ὁ,article,xrusi/on,χρυσίον,noun,e)xqe\s,ἐχθές,adverb,ou)/te,οὔτε,adverb,sh/meron,σήμερον,adverb,to\,ὁ,article,qhri/on,θηρίον,noun,e)ce/plhce,ἐκπλήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,*pu/rrou,Πύρρος,proper,parakalou=ntos,παρακαλέω,verb,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,su\n,au)tw=|,αὐτός,pronoun,kai\,th\n,ὁ,article,met',μετά,preposition,au)to\n,αὐτός,pronoun,e)/xein,ἔχω,verb,h(gemoni/an,ἡγεμονία,noun,ou)de\,οὐδέ,particle,soi/,σύ,pronoun,e)/fh,φημί,verb,tou=to,οὗτος,pronoun,lusitele/s,λυσιτελής,adverb,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύν,preposition,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
*)hpeirw=tai,Ἠπειρώτης,proper,ga/r,γάρ,particle,e)a\n,ἐάν,conjunction,a)mfote/rous,ἀμφότερος,adjective,gnw=sin,γιγνώσκω,verb,h(ma=s,ἐγώ,pronoun,u(p',e)mou=,ἐγώ,pronoun,basileu/esqai,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,sou=,σύ,pronoun,e)qelh/sousin,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπό,preposition,βασιλεύω,verb,,,,,,,,,,,,,,,,,,,,,
u(pateu/onti,ὑπατεύω,verb,de\,δέ,particle,tw=|,ὁ,article,*fabriki/w|,,,prose/pemyen,προσέπειμι,verb,e)pistolh\n,ἐπιστολή,noun,o(,tou=,ὁ,article,*pu/rrou,i)atro\s,ἰατρός,noun,e)paggello/menos,ἐπαγγέλλω,verb,e)a\n,ἐάν,conjunction,keleu/h|,κελεύω,verb,farma/kois,φάρμακον,noun,to\n,ὁ,article,*pu/rron,Πύρρος,proper,a)poktenei=n,ἀποκτείνω,verb,o(,ὁ,article,de\,δέ,particle,*fabri/kios,,,th\n,ὁ,article,e)pistolh\n,ἐπιστολή,noun,pro\s,πρός,preposition,*pu/rron,Πύρρος,proper,e)/pemyen,πέμπω,verb,ai)sqe/sqai,αἰσθάνομαι,verb,keleu/sas,κέλλω,verb,di',διά,preposition,o(/,ὅς,pronoun,ti,τις,pronoun,kai\,καί,conjunction,fi/lwn,φίλος,adjective,ka/kisto/s,κακός,adjective,e)sti,εἰμί,verb,krith\s,κριτής,noun,kai\,καί,conjunction,polemi/wn,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Πύρρος,proper,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,fwra/sas,φωράω,verb,th\n,ὁ,article,e)piboulh\n,ἐπιβουλή,noun,o(,ὁ,article,*pu/rros,to\n,ὁ,article,me\n,i)atro\n,ἰατρός,noun,e)kre/mase,κρεμάννυμι,verb,tw=|,ὁ,article,de\,δέ,particle,*fabriki/w|,,,tou\s,ὁ,article,ai)xmalw/tous,αἰχμάλωτος,adjective,a)/neu,ἄνευ,preposition,lu/trwn,λύτρον,noun,a)pe/dwken,ἀποδίδωμι,verb,ou)k,οὐ,adverb,e)de/cato,δέχομαι,verb,dwrea\n,δωρεά,noun,a)ll',ἀλλά,adverb,i)/sous,ἴσος,adjective,a)nte/dwke,ἀντιδίδωμι,verb,mh\,μή,conjunction,do/ch|,δόξα,noun,lamba/nein,λαμβάνω,verb,misqo\n,μισθός,noun,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,xa/riti,χάρις,noun,*pu/rrou,Πύρρος,proper,memhnuke/nai,μηνύω,verb,th\n,ὁ,article,e)piboulh/n,ἐπιβουλή,noun,a)ll',ἀλλά,adverb,o(/pws,ὅπως,conjunction,mh\,μή,conjunction,dokw=si,δοκάζω,verb,*(rwmai=oi,,,do/lw|,δόλος,noun,ktei/nein,κτείνω,verb,w(s,ὡς,conjunction,fanerw=s,φανερός,adjective,nika=n,νικάω,verb,ou),οὐ,adverb,duna/menoi,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πύρρος,proper,μέν,particle,,,,,,,,,,,,,,,,,,,,,
*fa/bios,Φάβιος,proper,*ma/cimos,,,*)anni/ba|,Ἀννίβας,proper,ma/xesqai,μάχομαι,verb,mh\,μή,conjunction,boulo/menos,βούλομαι,verb,a)lla\,tri/bein,τρίβω,verb,xro/nw|,th\n,ὁ,article,du/namin,δύναμις,adjective,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,xrhma/twn,χρῆμα,adjective,e)ndea=,ἐνδεής,adjective,kai\,καί,conjunction,siti/wn,σιτίον,noun,ou)=san,εἰμί,verb,e)phkolou/qei,ἐπακολουθέω,verb,dia\,διά,preposition,tw=n,ὁ,article,traxe/wn,τραχύς,adjective,kai\,καί,conjunction,o)reinw=n,ὀρεινός,adjective,a)ntipareciw/n,παρέξεστι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,
katagelw/ntwn,καταγελάω,verb,de\,δέ,particle,tw=n,ὁ,article,pollw=n,πολύς,adjective,kai\,καί,conjunction,paidagwgo\n,παιδαγωγός,noun,*)anni/ba,kalou/ntwn,καλέω,verb,mikra\,fronti/zwn,φροντίζω,verb,e)xrh=to,χράομαι,verb,toi=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,logismoi=s,λογισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀννίβας,proper,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,fi/lous,φῖλος,noun,e)/legen,λέγω,verb,o(/ti,ὅστις,pronoun,to\n,skw/mmata,σκῶμμα,noun,fobou/menon,kai\,καί,conjunction,loidori/as,λοιδορία,noun,deilo/teron,δειλός,adjective,h(gei=tai,ἡγέομαι,verb,tou=,ὁ,article,feu/gontos,φεύγω,verb,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,φοβέω,verb,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,tou=,ὁ,article,suna/rxontos,συνάρχω,verb,*minouki/ou,Μινούκιος,proper,katabalo/ntos,καταβάλλω,verb,tina\s,tw=n,ὁ,article,polemi/wn,polu\s,πολύς,adjective,h)=n,εἰμί,verb,lo/gos,λόγος,noun,w(s,ὡς,conjunction,a)ndro\s,ἀνήρ,noun,a)ci/ou,ἄξιος,adjective,th=s,ὁ,article,*(rw/mhs,,,ma=llon,μᾶλλον,adverb,e)/fh,φημί,verb,th\n,ὁ,article,eu)tuxi/an,εὐτυχία,noun,h)\,ἠέ,conjunction,th\n,ὁ,article,a)tuxi/an,ἀτυχία,noun,tou=,ὁ,article,*minouki/ou,Μινούκιος,proper,fobei=sqai,φοβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,meta\,μετά,preposition,mikro\n,μικρός,adjective,e)ne/dra|,ἐνέδρα,noun,peripeso/ntos,περιπίπτω,verb,kai\,καί,conjunction,kinduneu/ontos,a)pole/sqai,ἀπόλλυμι,verb,meta\,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,duna/mews,δύναμις,adjective,e)pibohqh/sas,ἐπιβοηθέω,verb,tw=n,ὁ,article,te,τε,particle,polemi/wn,πολέμιος,adjective,pollou\s,πολύς,adjective,die/fqeire,διαφθείρω,verb,ka)kei=non,ἐκεῖνος,pronoun,e)/swsen,εἰσωθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κινδυνεύω,verb,μετά,preposition,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,*)anni/bas,Ἀννίβας,proper,ei)=pe,εἶπον,verb,pro\s,πρός,preposition,tou\s,fi/lous,φῖλος,noun,ou),polla/kis,πολλάκις,adverb,u(mi=n,σύ,pronoun,prou)/legon,προλέγω,verb,e)gw\,ἐγώ,pronoun,th\n,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,o)rw=n,ὀρός,noun,nefe/lhn,νεφέλη,noun,o(/ti,ὅστις,pronoun,xeima/sei,χειμάω,verb,pote\,ποτός,adjective,e)f',ἐπί,preposition,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,th\n,ὁ,article,e)n,ἐν,preposition,*ka/nnais,κάννα,adjective,a)tuxi/an,ἀτυχία,noun,th=s,po/lews,πόλις,adjective,a)/rxwn,katastaqei\s,καθίστημι,verb,meta\,μετά,preposition,*klaudi/ou,Κλαύδιος,proper,*marke/llou,,,to/lman,τόλμα,noun,e)/xontos,ἔχω,verb,a)ndro\s,ἀνήρ,noun,kai\,καί,conjunction,filomaxou=ntos,φιλομαχέω,verb,a)ei\,ἀεί,adverb,pro\s,πρός,preposition,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,au)to\s,αὐτός,pronoun,h)/lpizen,ἐλπίζω,verb,ei),εἰ,conjunction,mhdei\s,μηδείς,pronoun,ma/xoito,μάχομαι,verb,taxu\,ταχύς,adjective,th\n,ὁ,article,du/namin,δύναμις,adjective,tou=,ὁ,article,*)anni/ba,Ἀννίβας,proper,parateinome/nhn,παρατείνω,verb,a)pagoreu/sein,ἀπαγορεύω,verb,e)/legen,λέγω,verb,ou)=n,οὖν,particle,o(,ὁ,article,*)anni/bas,Ἀννίβας,proper,o(/ti,ὅστις,pronoun,ma=llon,μᾶλλον,adverb,fobei=tai,φοβέω,verb,*marke/llou,,,maxome/nou,μάχομαι,verb,*fa/bion,Φάβιος,proper,mh\,μή,conjunction,maxo/menon,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἄρχων,noun,,,,,,,,,,,,,,,,,,,,,
stratiw/tou,στρατιώτης,adjective,de/,δέ,particle,tinos,τις,pronoun,*leukanou=,,,kathgorhqe/ntos,κατηγορέω,verb,pro\s,πρός,preposition,au)to/n,w(s,ὡς,conjunction,nu/ktwr,a)po\,ἀπό,preposition,tou=,ὁ,article,stratope/dou,στρατόπεδον,noun,planw=|to,πλανάω,verb,polla/kis,πολλάκις,adverb,e)rw=n,ἐράω,verb,gunaiko/s,γυνή,noun,ta\,ὁ,article,de\,δέ,particle,a)/lla,ἄλλος,adjective,qaumasto\n,θαυμαστός,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,o(/plois,ὅπλον,noun,punqano/menos,πυνθάνομαι,verb,ei)=nai,εἰμί,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,sullabei=n,συλλαμβάνω,verb,e)ke/leuse,κελεύω,verb,th\n,ὁ,article,e)rwme/nhn,ἐρώμενος,adjective,au)tou=,αὐτός,pronoun,kru/fa,κρύφα,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,a)gagei=n,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,νύκτωρ,adverb,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,h)/xqh,ἄγω,verb,metapemya/menos,μεταπέμπω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,ou),le/lhqas,λανθάνω,verb,e)/fh,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,a)ponuktereu/wn,ἀπονυκτερεύω,verb,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,xrhsto\s,χρηστός,adjective,w)\n,εἰμί,verb,pro/teron,πρότερος,adjective,e)lelh/qeis,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,φημί,verb,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,h(marthme/na,ἁμαρτάνω,verb,lelu/sqw,λύω,verb,toi=s,ὁ,article,h)ndragaqhme/nois,to\,ὁ,article,de\,loipo\n,λοιπός,adjective,e)/sh|,εἰμί,verb,meq',μετά,preposition,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνδραγαθέω,verb,δέ,particle,,,,,,,,,,,,,,,,,,,,,
e)/xw,ἔχω,verb,ga\r,γάρ,particle,e)gguhth/n,ἐγγυητής,noun,kai\,καί,conjunction,proagagw\n,προάγω,verb,sune/sthsen,συνίστημι,verb,au)tw=|,to\,ὁ,article,gu/naion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,γύναιον,noun,,,,,,,,,,,,,,,,,,,,,
*taranti/nous,Ταράντινος,proper,de\,δέ,particle,kate/xonta,κατέχω,verb,froura=|,φρουρά,noun,to\n,ὁ,article,*)anni/ban,Ἀννίβας,proper,plh\n,th=s,ὁ,article,a)kropo/lews,a)pagagw\n,ἀπάγω,verb,porrwta/tw,προσωτέρω,adverb,di',διά,preposition,a)pa/ths,ἀπάτη,noun,kai\,καί,conjunction,th\n,ὁ,article,po/lin,πόλις,adjective,e(lw\n,αἱρέω,verb,kai\,καί,conjunction,diarpa/sas,διαρπάζω,verb,tou=,ὁ,article,grammate/ws,γραμματεύς,noun,e)perwth/santos,ἐπερωτάω,verb,ti/,τίς,pronoun,peri\,περί,preposition,tw=n,ὁ,article,i(erw=n,ἱερά,noun,e)/gnwken,γιγνώσκω,verb,a)galma/twn,ἄγαλμα,noun,a)poli/pwmen,ἀπολείπω,verb,e)/fh,φημί,verb,*taranti/nois,Ταράντινος,proper,tou\s,ὁ,article,qeou\s,θεός,noun,kexolwme/nous,χολόομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλήν,preposition,ἀκρόπολις,noun,,,,,,,,,,,,,,,,,,,,,
*ma/rkou,Μάρκος,proper,de\,δέ,particle,*libi/ou,,,tou=,ὁ,article,th\n,ὁ,article,a)kro/polin,ἀκρόπολις,noun,frourou=ntos,di',διά,preposition,e(auto\n,e(alwke/nai,ἁλίσκομαι,verb,th\n,ὁ,article,po/lin,πόλις,adjective,le/gontos,λέγω,verb,oi(,ἕ,pronoun,me\n,μέν,particle,a)/lloi,ἄλλος,adjective,katege/lwn,καταγελάω,verb,o(,ὁ,article,de\,δέ,particle,*fa/bios,Φάβιος,proper,ei)=pen,εἶπον,verb,a)lhqh=,ἀληθής,adjective,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φρουρέω,verb,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,mh\,μή,conjunction,su\,σύ,pronoun,th\n,ὁ,article,po/lin,πόλις,adjective,a)pe/bales,ou)k,οὐ,adverb,a)\n,e)gw\,ἐγώ,pronoun,a)ne/labon,ἀναλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀποβάλλω,verb,ἄν,particle,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,de\,δέ,particle,presbu/teros,πρέσβυς,noun,w)/n,εἰμί,verb,u(pateu/ontos,ὑπατεύω,verb,tou=,ὁ,article,ui(ou=,kai\,καί,conjunction,xrhmati/zontos,e)n,ἐν,preposition,dhmosi/w|,δημόσιος,adjective,pollw=n,πολύς,adjective,paro/ntwn,πάρειμι,verb,a)naba\s,ἀναβαίνω,verb,e)f',ἐπί,preposition,i(/ppou,ἵππος,noun,proh/|ei,πρόειμι,verb,pe/myantos,πέμπω,verb,de\,δέ,particle,tou=,ὁ,article,neani/skou,νεάνισκος,noun,r(abdou=xon,ῥαβδοῦχος,noun,kai\,καί,conjunction,katabh=nai,καθάπτω,verb,keleu/santos,κελεύω,verb,oi(,ἕ,pronoun,me\n,μέν,particle,a)/lloi,ἄλλος,adjective,dietra/phsan,διατρέπω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,o(,ὁ,article,*fa/bios,Φάβιος,proper,a)pophdh/sas,ἀποπηδάω,verb,tou=,ὁ,article,i(/ppou,ἵππος,noun,prose/drame,προστρέχω,verb,par',παρά,preposition,h(liki/an,ἡλικία,noun,kai\,καί,conjunction,peribalw\n,περιβάλλω,verb,to\n,ὁ,article,ui(o/n,υἱός,noun,eu)=ge,εὖγε,adverb,ei)=pen,εἶπον,verb,w)=,ὦ,interjection,pai=,παῖς,adjective,fronei=s,φρονέω,verb,ai)sqo/menos,αἰσθάνομαι,verb,ti/nwn,τίς,pronoun,a)/rxeis,ἄρχω,verb,kai\,καί,conjunction,phli/khs,πηλίκος,adjective,a)rxh=s,ἀρχή,noun,me/geqos,μέγεθος,adjective,parei/lhfas,παραλαμβάνω,verb,,,,,,,,,,,,,,,,,,,υἱός,noun,χρηματίζω,verb,,,,,,,,,,,,,,,,,,,,,
*skipi/wn,,,de\,δέ,particle,o(,ὁ,article,presbu/teros,πρέσβυς,noun,th\n,ὁ,article,a)po\,ἀπό,preposition,tw=n,strateiw=n,στρατεία,adjective,kai\,th=s,ὁ,article,politei/as,πολιτεία,noun,sxolh\n,σχολή,noun,e)n,ἐν,preposition,gra/mmasi,γράμμα,noun,diatribh\n,διατριβή,noun,poiou/menos,ποιέω,verb,e)/legen,λέγω,verb,o(po/te,ὁπότε,adverb,sxola/zoi,σχολάζω,verb,plei/ona,πλείων,verb,pra/ttein,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
