word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS
kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,kaq',κατά,preposition,e(/kasta,ἕκαστος,adjective,de\,δέ,particle,dh=lon,δῆλος,adjective,to\,ὁ,article,toiou=ton,τοιοῦτος,adjective,oi(=on,οἷος,adjective,to/de,ὅδε,pronoun,ti,τις,pronoun,ei),εἰ,conjunction,oi)=den,οἶδα,verb,a)fwrisme/nws,ἀφορίζω,verb,o(/ti,e)/sti,εἰμί,verb,dipla/sion,διπλάσιος,adjective,kai\,καί,conjunction,o(/tou,ὅστις,pronoun,dipla/sio/n,διπλάσιος,adjective,e)stin,εἰμί,verb,eu)qu\s,εὐθύς,adverb,a)fwrisme/nws,ἀφορίζω,verb,oi)=den,οἶδα,verb,ei),εἰ,conjunction,ga\r,γάρ,particle,mhdeno\s,μηδείς,pronoun,tw=n,ὁ,article,a)fwrisme/nwn,ἀφορίζω,verb,oi)=den,οἶδα,verb,au)to\,αὐτός,pronoun,dipla/sion,διπλάσιος,adjective,ou)d',οὐδέ,particle,ei),εἰ,conjunction,e)/sti,εἰμί,verb,dipla/sion,διπλασίων,adverb,o(/lws,ὅλος,adjective,oi)=den,οἶδα,verb,w(sau/tws,ὡσαύτως,adverb,de\,δέ,particle,kai\,καί,conjunction,to/de,ὅδε,pronoun,ti,τις,pronoun,ei),oi)=den,οἶδα,verb,o(/ti,ὅστις,pronoun,ka/llio/n,κάλλιον,adverb,e)sti,εἰμί,verb,kai\,καί,conjunction,ὅστις,pronoun,εἰ,conjunction,o(/tou,ὅστις,pronoun,ka/llio/n,κάλλιον,adverb,e)stin,a)fwrisme/nws,ἀφορίζω,verb,a)nagkai=on,ἀναγκαῖος,adjective,ei)de/nai,οἶδα,verb,dia\,διά,preposition,tau=ta,οὗτος,pronoun,εἰμί,verb,ou)k,οὐ,adverb,a)ori/stws,ἀόριστος,adjective,de\,δέ,particle,ei)/setai,εἶμι,verb,o(/ti,ὅστις,pronoun,tou=to/,οὗτος,pronoun,e)sti,εἰμί,verb,xei/ronos,χείρων,adverb,ka/llion,κάλλιον,adverb,u(po/lhyis,ὑπόληψις,noun,ga\r,γάρ,particle,to\,ὁ,article,toiou=to,τοιοῦτος,adjective,gi/gnetai,γίγνομαι,verb,ou)k,οὐ,adverb,e)pisth/mh,ἐπιστήμη,noun,ou),οὐ,adverb,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,ei)/setai,εἶμι,verb,a)kribw=s,ἀκριβῶς,adverb,o(/ti,ὅστις,pronoun,e)sti\,εἰμί,verb,xei/ronos,χείρων,adverb,ka/llion,κάλλιον,adverb,ei),εἰ,conjunction,ga\r,γάρ,particle,ou(/tws,οὕτως,adverb,e)/tuxen,τυγχάνω,verb,ou)de/n,οὐδείς,pronoun,e)sti,εἰμί,verb,xei=ron,χείρων,adverb,au)tou=),αὐτός,pronoun,w(/ste,ὥστε,conjunction,fanero\n,φανερός,adjective,o(/ti,ὅστις,pronoun,a)nagkai=o/n,ἀναγκαῖος,adjective,e)stin,εἰμί,verb,o(\,ὅς,pronoun,a)\n,ἄν,particle,ei)dh=i,οἶδα,verb,tis,τις,pronoun,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,w(risme/nws,ὁρίζω,verb,ka)kei=no,ἐκεῖνος,pronoun,pro\s,πρός,preposition,o(\,ὅς,pronoun,le/getai,λέγω,verb,w(risme/nws,ὡρισμένως,adverb,ei)de/nai,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de/,δέ,particle,ge,γε,particle,kefalh\n,κεφαλή,noun,kai\,καί,conjunction,th\n,ὁ,article,xei=ra,χείρ,noun,kai\,καί,conjunction,e(/kaston,ἕκαστος,adjective,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,ai(/,ὅς,pronoun,ei)sin,εἰμί,verb,ou)si/ai,οὐσία,adjective,au)to\,αὐτός,pronoun,me\n,o(/per,ὅσπερ,adjective,e)sti\n,εἰμί,verb,w(risme/nws,ὡρισμένως,adverb,e)/stin,εἰμί,verb,ei)de/nai,οἶδα,verb,pro\s,πρός,preposition,o(\,ὅς,pronoun,de\,δέ,particle,le/getai,λέγω,verb,ou)k,οὐ,adverb,a)nagkai=on,ἀναγκαῖος,adjective,ti/nos,τίς,pronoun,ga\r,γάρ,particle,au(/th,οὗτος,pronoun,h(,ὁ,article,kefalh\,κεφαλή,noun,h)\,ἠέ,conjunction,ti/nos,τίς,pronoun,h(,ὁ,article,xei\r,χείρ,noun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,ei)de/nai,οἶδα,verb,w(risme/nws,ὡρισμένως,adverb,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,tau=ta,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,ei),εἰ,conjunction,de\,δέ,particle,μέν,particle,οὗτος,pronoun,mh/,μή,conjunction,e)sti,εἰμί,verb,tw=n,pro/s,πρός,preposition,ti,τις,pronoun,a)lhqe\s,ἀληθής,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,ὁ,article,le/gein,λέγω,verb,o(/ti,ὅστις,pronoun,ou)demi/a,οὐδείς,pronoun,ou)si/a,οὐσία,adjective,tw=n,ὁ,article,pro/s,πρός,preposition,ti/,τίς,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,de\,δέ,particle,xalepo\n,χαλεπός,adjective,peri\,περί,preposition,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,sfodrw=s,σφοδρός,adjective,a)pofai/nesqai,ἀποφαίνω,verb,mh\,μή,conjunction,polla/kis,πολλάκις,adverb,e)peskemme/non,ἐπισκέπτομαι,verb,to\,ὁ,article,me/ntoi,μέντοι,particle,dihporhke/nai,διαπορέω,verb,e)f',ἐπί,preposition,e(/kaston,au)tw=n,αὐτός,pronoun,ou)k,οὐ,adverb,a)/xrhsto/n,ἄχρηστος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*poio/thta,ποιότης,noun,de\,δέ,particle,le/gw,λέγω,verb,kaq',κατά,preposition,h(\n,ὅς,pronoun,poioi/,ποιόω,verb,tines,τις,pronoun,le/gontai,λέγω,verb,e)/sti,εἰμί,verb,de\,δέ,particle,h(,ὁ,article,poio/ths,ποιότης,noun,tw=n,ὁ,article,pleonaxw=s,πλεοναχός,adverb,legome/nwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,ei)=dos,εἶδος,noun,poio/thtos,ποιότης,noun,e(/cis,ἕξις,noun,kai\,καί,conjunction,dia/qesis,διάθεσις,noun,lege/sqwsan,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diafe/rei,διαφέρω,verb,de\,δέ,particle,e(/cis,ἕξις,noun,diaqe/sews,διάθεσις,noun,tw=i,ὁ,article,monimw/teron,μόνιμος,adjective,kai\,καί,conjunction,poluxroniw/teron,πολυχρόνιος,adjective,ei)=nai,εἰμί,verb,toiau=tai,τοιοῦτος,adjective,de\,δέ,particle,ai(/,ὅς,pronoun,te,τε,particle,e)pisth=mai,ἐπιστήμη,noun,kai\,καί,conjunction,ai(,a)retai/,ἀρετή,noun,h(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,e)pisth/mh,ἐπιστήμη,noun,dokei=,δοκέω,verb,tw=n,ὁ,article,paramoni/mwn,παραμόνιμος,adverb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,duskinh/twn,δυσκίνητος,adjective,e)a\n,ἐάν,conjunction,kai\,καί,conjunction,metri/ws,μέτριος,adjective,tis,τις,pronoun,e)pisth/mhn,ἐπιστήμη,noun,la/bhi,λαμβάνω,verb,e)a/nper,ἐάν,conjunction,mh\,μή,conjunction,mega/lh,μέγας,adverb,metabolh\,μεταβολή,noun,ge/nhtai,γίγνομαι,verb,u(po\,ὑπό,preposition,no/sou,νόσος,noun,h)\,ἠέ,conjunction,a)/llou,ἄλλος,adjective,tino\s,τις,pronoun,toiou/tou,τοιοῦτος,adjective,w(sau/tws,de\,δέ,particle,kai\,καί,conjunction,h(,ὁ,article,a)reth/,ἀρετή,noun,oi(=on,οἷος,adjective,ὁ,article,ὡσαύτως,adverb,h(,ὁ,article,dikaiosu/nh,δικαιοσύνη,noun,kai\,h(,ὁ,article,swfrosu/nh,σωφροσύνη,noun,kai\,καί,conjunction,e(/kaston,ἕκαστος,adjective,tw=n,ὁ,article,καί,conjunction,toiou/twn,τοιοῦτος,adjective,ou)k,οὐ,adverb,eu)ki/nhton,εὐκίνητος,adjective,dokei=,δοκέω,verb,ei)=nai,εἰμί,verb,ou)d',οὐδέ,particle,eu)meta/bolon,εὐμετάβολος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaqe/seis,διάθεσις,noun,de\,δέ,particle,le/gontai,λέγω,verb,a(/,ὅς,pronoun,e)stin,εἰμί,verb,eu)ki/nhta,εὐκίνητος,adjective,kai\,καί,conjunction,taxu\,ταχύς,adjective,metaba/llonta,μεταβάλλω,verb,oi(=on,οἷος,adjective,qermo/ths,θερμότης,noun,kai\,καί,conjunction,kata/yucis,κατάψυξις,noun,kai\,καί,conjunction,no/sos,νόσος,noun,kai\,u(gi/eia,ὑγίεια,noun,kai\,καί,conjunction,o(/sa,ὅσος,adjective,a)/lla,ἄλλος,adjective,toiau=ta,τοιοῦτος,adjective,dia/keitai,διάκειμαι,verb,me\n,μέν,particle,ga/r,γάρ,particle,pws,πως,particle,kata\,κατά,preposition,tau/tas,οὗτος,pronoun,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,taxu\,ταχύς,adjective,de\,δέ,particle,metaba/llei,μεταβάλλω,verb,e)k,ἐκ,preposition,qermou=,θερμός,adjective,yuxro\s,ψυχρός,adjective,gigno/menos,γίγνομαι,verb,kai\,καί,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,u(giai/nein,ὑγιαίνω,verb,ei)s,εἰς,preposition,to\,ὁ,article,nosei=n,νοσέω,verb,w(sau/tws,ὡσαύτως,adverb,de\,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ei),εἰ,conjunction,καί,conjunction,δέ,particle,mh/,μή,conjunction,tis,τις,pronoun,kai\,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,tugxa/noi,τυγχάνω,verb,dia\,διά,preposition,xro/nou,χρόνος,noun,καί,conjunction,plh=qos,πλῆθος,noun,h)/dh,ἤδη,adverb,pefusiwme/nh,φυσιόω,verb,kai\,καί,conjunction,a)ni/atos,ἀνίατος,adjective,h)\,ἠέ,conjunction,pa/nu,πάνυ,adverb,duski/nhtos,δυσκίνητος,adjective,ou)=sa,εἰμί,verb,h(\n,ὅς,pronoun,a)/n,ἄν,particle,tis,τις,pronoun,i)/sws,ἴσως,adverb,e(/cin,ἕξις,noun,h)/dh,ἤδη,adverb,prosagoreu/oi,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanero\n,φανερός,adjective,de\,δέ,particle,o(/ti,ὅστις,pronoun,tau=ta,οὗτος,pronoun,bou/lontai,βούλομαι,verb,e(/ceis,ἔχω,verb,le/gein,λέγω,verb,a(/,ὅς,pronoun,e)sti,εἰμί,verb,poluxroniw/tera,πολυχρόνιος,adjective,kai\,καί,conjunction,duskinhto/tera,δυσκίνητος,adjective,tou\s,ὁ,article,ga\r,γάρ,particle,tw=n,ὁ,article,e)pisthmw=n,mh\,μή,conjunction,pa/nu,πάνυ,adverb,kate/xontas,κατέχω,verb,a)ll',ἀλλά,adverb,eu)kinh/tous,εὐκίνητος,adjective,o)/ntas,εἰμί,verb,ou)/,οὐ,adverb,fasin,φημί,verb,e(/cin,ἕξις,noun,e)/xein,ἔχω,verb,kai/toi,καίτοι,particle,dia/keintai/,διάκειμαι,verb,ge/,γε,particle,pws,πως,particle,kata\,κατά,preposition,th\n,ὁ,article,e)pisth/mhn,ἐπιστήμη,noun,h)\,ἠέ,conjunction,xei=ron,χείρων,adverb,h)\,ἠέ,conjunction,be/ltion,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιστήμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,diafe/rei,διαφέρω,verb,e(/cis,ἕξις,noun,diaqe/sews,διάθεσις,noun,tw=i,τίς,pronoun,to\,ὁ,article,me\n,μέν,particle,eu)ki/nhton,εὐκίνητος,adjective,ei)=nai,εἰμί,verb,to\,ὁ,article,de\,δέ,particle,poluxroniw/tero/n,πολυχρόνιος,adjective,te,τε,particle,kai\,καί,conjunction,duskinhto/teron,δυσκίνητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,de\,δέ,particle,ai(,ὁ,article,me\n,μέν,particle,e(/ceis,ἔχω,verb,kai\,καί,conjunction,diaqe/seis,διάθεσις,noun,ai(,ὁ,article,de\,δέ,particle,diaqe/seis,διάθεσις,noun,ou)k,οὐ,adverb,e)c,ἐκ,preposition,a)na/gkhs,ἀνάγκη,noun,e(/ceis,ἔχω,verb,oi(,ὁ,article,me\n,ga\r,γάρ,particle,e(/ceis,ἔχω,verb,e)/xontes,ἔχω,verb,kai\,καί,conjunction,dia/keintai/,διάκειμαι,verb,pws,πως,particle,kata\,κατά,preposition,tau/tas,οὗτος,pronoun,oi(,ὁ,article,de\,δέ,particle,diakei/menoi,διάκειμαι,verb,ou),οὐ,adverb,pa/ntws,πάντως,adverb,kai\,καί,conjunction,e(/cin,ἕξις,noun,e)/xousin,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/eteron,ἕτερος,adjective,de\,δέ,particle,ge/nos,γένος,noun,poio/thtos,ποιότης,noun,kaq',κατά,preposition,o(\,ὅς,pronoun,puktikou\s,πυκτικός,adjective,h)\,ἠέ,conjunction,dromikou\s,δρομικός,adjective,h)\,ἠέ,conjunction,u(gieinou\s,ὑγιεινός,adjective,h)\,ἠέ,conjunction,nosw/deis,νοσώδης,adverb,le/gomen,λέγω,verb,kai\,καί,conjunction,a(plw=s,o(/sa,ὅσος,adjective,kata\,κατά,preposition,du/namin,δύναμις,adjective,fusikh\n,φυσικός,adjective,h)\,ἠέ,conjunction,a)dunami/an,ἀδυναμία,noun,le/getai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἁπλῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
