word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
kai\,καί,conjunction,mh\n,μήν,particle,plagi/a,πλάγιος,adjective,me\n,μέν,particle,fa/lagc,φάλαγξ,noun,e)sti\n,εἰμί,verb,h(,ὁ,article,to\,ὁ,article,mh=kos,μῆκος,adjective,tou=,ὁ,article,ba/qous,βάθος,adjective,pollapla/sion,πολλαπλάσιος,adjective,e)/xousa,ἔχω,verb,o)rqi/a,ὄρθιος,adjective,de/,δέ,particle,o(/tan,ὅταν,conjunction,e)pi\,ἐπί,preposition,ke/rws,κέρας,noun,poreu/htai,πορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,au)=,αὖ,interjection,to\,ὁ,article,ba/qos,βάθος,adjective,tou=,ὁ,article,mh/kous,μῆκος,adjective,pollapla/sion,πολλαπλάσιος,adjective,pare/xetai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/lws,ὅλος,adjective,te,τε,particle,para/mhkes,,,me\n,μέν,particle,ta/gma,τάγμα,noun,o)noma/zetai,ὀνομάζω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,per,πέρ,particle,a)\n,ἄν,particle,to\,ὁ,article,mh=kos,μῆκος,adjective,e)/xh|,ἔχω,verb,e)pi\,ἐπί,preposition,ple/on,πλέος,adjective,tou=,ὁ,article,ba/qous,βάθος,adjective,o)/rqion,ὄρθιος,adjective,de\,δέ,particle,o(/,ὅς,pronoun,ti,per,πέρ,particle,a)\n,to\,ὁ,article,ba/qos,βάθος,adjective,tou=,ὁ,article,mh/kous,μῆκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loch\,λοξός,adjective,de\,δέ,particle,o)noma/zetai,ὀνομάζω,verb,fa/lagc,φάλαγξ,noun,h(,ὁ,article,to\,ὁ,article,me\n,μέν,particle,e(/teron,ἕτερος,adjective,ke/ras,κέρας,noun,o(po/teron,ὁπότερος,adjective,a)\n,ἄν,particle,o(,ὁ,article,strathgo\s,στρατηγός,noun,bou/lhtai,βούλομαι,verb,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,pela/zon,πελάζω,verb,e)/xousa,ἔχω,verb,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,mo/nw|,a)gwnizome/nh,ἀγωνίζομαι,verb,to\,e(/teron,ἕτερος,adjective,de\,δέ,particle,di',διά,preposition,u(postolh=s,ὑποστολή,noun,sw/|zousa,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μόνος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parembolh\n,παρεμβολή,noun,de\,δέ,particle,o)noma/zousin,ὀνομάζω,verb,e)peida\n,ἐπειδάν,conjunction,protetagme/nwn,προτάσσω,verb,tinw=n,τις,pronoun,kata\,κατά,preposition,diasth/mata,διάστημα,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,e)pitetagme/nwn,ἐπιτάσσω,verb,e)gkaqistw=ntai,ἐγκαθίστημι,verb,au)toi=s,αὐτός,pronoun,a)/lloi,ἄλλος,adjective,e)p',ἐπί,preposition,eu)qei/as,εὐθύς,adjective,w(s,ὡς,conjunction,a)naplhrw=sai,ἀναπληρόω,verb,to\,ὁ,article,pro/sqen,πρόσθεν,adverb,a)poleipo/menon,keno\n,κενός,adjective,th=s,fa/laggos,φάλαγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπολείπω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/stacin,πρόσταξις,noun,de/,δέ,particle,o(/tan,ὅταν,conjunction,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,e(kate/rwn,ἑκάτερος,adjective,tw=n,ὁ,article,merw=n,μέρα,noun,th=s,ὁ,article,ta/cews,τάξις,noun,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,qate/rou,ἕτερος,adjective,kata\,κατά,preposition,to\,ὁ,article,ke/ras,κέρας,noun,au)to\,αὐτός,pronoun,prosteqh=|,προστίθημι,verb,ti,τις,pronoun,sti=fos,στῖφος,noun,th=|,pa/sh|,πᾶς,adjective,fa/laggi,kat',κατά,preposition,eu)qu\,εὐθύς,adjective,tou=,ὁ,article,metw/pou,μέτωπον,noun,th=s,ὁ,article,ta/cews,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,φάλαγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ntacin,ἔνταξις,noun,de\,δέ,particle,o)noma/zousin,ὀνομάζω,verb,e)peida\n,ἐπειδάν,conjunction,tou\s,ὁ,article,yilou\s,ψιλός,adjective,e)s,εἰς,preposition,ta\,ὁ,article,diasth/mata,διάστημα,noun,tw=n,ὁ,article,pezw=n,πεζός,adjective,e)nta/cwsin,ἐντάσσω,verb,a)/ndra,ἀνήρ,noun,par',παρά,preposition,a)/ndra,ἀνήρ,noun,i(sta/ntes,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po/tacin,ὑπόταξις,noun,de/,δέ,particle,e)peida\n,ἐπειδάν,conjunction,tou\s,ὁ,article,yilou\s,ψιλός,adjective,e)pi\,ἐπί,preposition,ta\,ὁ,article,pe/rata,πέρας,noun,th=s,ὁ,article,fa/laggos,φάλαγξ,noun,u(pota/ch|,ὑποτάσσω,verb,tis,τις,pronoun,w(s,ὡς,conjunction,e)s,εἰς,preposition,e)pika/mpion,ἐπικάμπιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,de\,δέ,particle,ta\,ὁ,article,paragge/lmata,παράγγελμα,noun,e)qi/zesqai,ἐθίζω,verb,th\n,ὁ,article,stratia\n,στρατία,noun,o)ce/ws,ὀξέως,adverb,de/xesqai,δέχομαι,verb,ta\,ὁ,article,me\n,μέν,particle,fwnh=|,φωνή,noun,ta\,ὁ,article,de\,δέ,particle,o(ratoi=s,ὁρατός,adjective,shmei/ois,σημεῖον,noun,ta\,ὁ,article,de\,δέ,particle,th=|,ὁ,article,sa/lpiggi,σάλπιγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,safe/stera,σαφής,adverb,me\n,μέν,particle,tugxa/nei,τυγχάνω,verb,o)/nta,εἰμί,verb,ta\,ὁ,article,le/cei,λέξις,noun,dhlou/mena,δηλέομαι,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,panto\s,πᾶς,adjective,tou=,ὁ,article,nou=,νόος,adjective,h(,ὁ,article,dh/lwsis,δήλωσις,noun,ou(/tw,οὕτως,adverb,gi/gnetai,γίγνομαι,verb,ou)xi\,οὐ,adverb,de\,δέ,particle,su/mbolo/n,σύμβολον,noun,ti,au)to\,αὐτός,pronoun,mo/non,o(ra=tai,ὁράω,verb,h)\,ἠέ,conjunction,a)kou/etai,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)peidh\,ἐπεί,conjunction,polla\,πολύς,adjective,ta\,ὁ,article,e)cei/rgonta/,ἐξέργω,verb,e)stin,εἰμί,verb,e)n,ἐν,preposition,tai=s,ὁ,article,ma/xais,μάχη,noun,ta\s,ὁ,article,dia\,διά,preposition,fwnh=s,φωνή,noun,dhlw/seis,δηλόω,verb,o(,ὁ,article,ktu/pos,κτύπος,noun,te,τε,particle,o(,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,o(/plwn,ὅπλον,noun,kai\,ai(,ὁ,article,parakeleu/seis,a)llh/lois,ἀλλήλων,pronoun,kai\,καί,conjunction,oi)mwgai\,οἰμωγή,noun,titrwskome/nwn,τιτρώσκω,verb,kai\,καί,conjunction,parippasi/a,παριππασία,noun,duna/mews,δύναμις,adjective,i(ppikh=s,ἱππικός,adjective,proseqiste/on,προσεθιστέον,adjective,th\n,ὁ,article,stratia\n,στρατία,noun,kai\,καί,conjunction,toi=s,ὁ,article,o(ratoi=s,ὁρατός,adjective,shmei/ois,σημεῖον,noun,,,,,,,,,,,,,καί,conjunction,παρακέλευσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,tau=ta,οὗτος,pronoun,h)/dh,ἤδη,adverb,a)/pora,ἄπορος,adjective,e)/stin,εἰμί,verb,a(\,ὅς,pronoun,gi/gnetai,γίγνομαι,verb,oi(=n,ὅς,pronoun,o(mi/xlh,ὁμίχλη,noun,h)\,ἠέ,conjunction,koniorto\s,κονιορτός,noun,polu\s,πολύς,adjective,a)/nw,ἄνω,adverb,fero/menos,φέρω,verb,h)\,ἠέ,conjunction,h(/lios,ἥλιος,noun,kata\,prosw/pou,πρόσωπον,noun,a)ntila/mpwn,h)\,ἠέ,conjunction,nifeto\s,νιφετός,noun,sunexh\s,συνεχής,adverb,h)\,ἠέ,conjunction,u(/dwr,ὕδωρ,noun,la/bron,λάβρος,adjective,e)c,ἐκ,preposition,ou)ranou=,οὐρανός,noun,h)\,ἠέ,conjunction,to/poi,τόπος,noun,su/ndendroi,σύνδενδρος,adjective,h)\,ἠέ,conjunction,gh/lofoi,γήλοφος,noun,a)nesthko/tes,ἀνίστημι,verb,w(s,ὡς,conjunction,mh\,μή,conjunction,pa/sh|,πᾶς,adjective,th=|,ὁ,article,fa/laggi,φάλαγξ,noun,κατά,preposition,ἀντιλάμπω,verb,o(rata\,ὁρατός,adjective,gi/gnesqai,γίγνομαι,verb,ta\,ὁ,article,shmei=a,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/te,ὁπότε,adverb,me\n,μέν,particle,dh\,δή,particle,gh/lofoi,γήλοφος,noun,diaklei/oien,διακλέω,verb,th\n,ὁ,article,o)/yin,ὄψις,noun,plei/w,πλέως,adjective,ta\,ὁ,article,o(rata\,ὁρατός,adjective,shmei=a,σημεῖον,noun,poihte/on,ποιητέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,ta\,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,a)e/ros,ἀήρ,adjective,e)mpo/dia,ἐμπόδιος,adjective,h(,ὁ,article,sa/lpigc,σάλπιγξ,noun,w)fe/limos,ὠφέλιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pe\r,ὑπέρ,preposition,de\,δέ,particle,tw=n,ὁ,article,poreiw=n,πορεία,noun,o(/sas,ὅσος,adjective,poiei=tai,ποιέω,verb,ta\,ὁ,article,strato/peda,στρατόπεδον,noun,e)kei=no,ἐκεῖνος,pronoun,xrh\,χρή,verb,e)nqumei=sqai,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,h(\,ὅς,pronoun,me/n,μέν,particle,tis,τις,pronoun,e)pagwgh\,ἐπαγωγή,noun,e)n,ἐν,preposition,tai=s,ὁ,article,porei/ais,πορεία,noun,h(\,ὅς,pronoun,de\,paragwgh\,παραγωγή,noun,kalei=tai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)pagwgh\,ἐπαγωγή,noun,me/n,μέν,particle,e)stin,εἰμί,verb,e)peida\n,ἐπειδάν,conjunction,ta/gma,τάγμα,noun,ta/gmati,τάγμα,noun,e)p',ἐπί,preposition,eu)qu\,εὐθύς,adjective,e(/phtai,ἕπομαι,verb,oi(=on,οἷος,adjective,h(goume/nhs,ἡγέομαι,verb,tetrarxi/as,τετραρχία,noun,ai(,ὁ,article,loipai\,λοιπός,adjective,tetrarxi/ai,τετραρχία,noun,tau/th|,ταύτῃ,adverb,e)pitetagme/nai,ἐπιτάσσω,verb,poreu/wntai,πορεύω,verb,h)\,ἠέ,conjunction,au)=,cenagi/as,ξεναγία,noun,h(goume/nhs,ai(,ὁ,article,loipai\,λοιπός,adjective,cenagi/ai,ξεναγία,noun,e(/pwntai,ἕπομαι,verb,e(ni/,εἷς,adjective,te,τε,particle,lo/gw|,λόγος,noun,e)peida\n,ἐπειδάν,conjunction,tou=,ὁ,article,prohgoume/nou,προηγέομαι,verb,ta/gmatos,τάγμα,noun,toi=s,ὁ,article,ou)ragoi=s,οὐραγός,noun,oi(,ἕ,pronoun,tou=,ὁ,article,e)fech=s,ἐφεξῆς,adverb,ta/gmatos,τάγμα,noun,h(gemo/nes,ἡγεμών,noun,suna/ptwsin,συνάπτω,verb,αὖ,interjection,ἡγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paragwgh\,παραγωγή,noun,d',δέ,particle,e)sti/n,εἰμί,verb,e)peida\n,ἐπειδάν,conjunction,h(,ὁ,article,fa/lagc,φάλαγξ,noun,pa=sa,πᾶς,adjective,poreu/htai,πορεύω,verb,tou\s,ὁ,article,h(gemo/nas,ἡγεμών,noun,h)/toi,ἤτοι,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,eu)wnu/mwn,εὐώνυμος,adjective,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,deciw=n,δεξιός,adjective,poihsame/nh,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,me\n,μέν,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,eu)wnu/mwn,εὐώνυμος,adjective,poih/shtai,ποιέω,verb,eu)w/numos,εὐώνυμος,adjective,paragwgh\,παραγωγή,noun,kalei=tai,καλέω,verb,a)\n,ἄν,particle,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,deciw=n,δεξιός,adjective,decia/,δεξιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pws,ὅπως,conjunction,d',δέ,particle,a)\n,ἄν,particle,h(,ὁ,article,porei/a,πορεία,noun,gi/gnhtai,γίγνομαι,verb,ei)/te,εἴτε,adverb,kat',κατά,preposition,e)pagwgh\n,ἐπαγωγή,noun,ei)/t',εἴτε,adverb,e)n,ἐν,preposition,paragwgh=|,παραγωγεύς,noun,h)/toi,ἤτοι,particle,e)n,ἐν,preposition,monopleu/rw|,μονόπλευρος,adjective,tw=|,ὁ,article,ta/gmati,τάγμα,noun,h(,ὁ,article,stratia\,στρατία,noun,badiei=tai,βαδίζω,verb,h)\,e)n,ἐν,preposition,dipleu/rw|,h)\,ἠέ,conjunction,e)n,ἐν,preposition,tripleu/rw|,τρίπλευρος,adjective,h)\,ἠέ,conjunction,e)n,ἐν,preposition,tetrapleu/rw|,τετράπλευρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,δίπλευρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monopleu/rw|,μονόπλευρος,adjective,me/n,μέν,particle,e)peida\n,ἐπειδάν,conjunction,e(/na,ἕνος,adjective,to/pon,τόπος,noun,u(/popton,ὕποπτος,adjective,e)/xh|,ἔχω,verb,o(,ὁ,article,strathgo/s,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipleu/rw|,δίπλευρος,adjective,de/,δέ,particle,e)peida\n,ἐπειδάν,conjunction,du/o,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripleu/rw|,τρίπλευρος,adjective,de/,δέ,particle,e)peida\n,ἐπειδάν,conjunction,trei=s,τρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
