word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/56/lemma/@_entry,word/56/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
xru/sea/,χρύσεος,adjective,toi,τοι,particle,to/te,τότε,adverb,pa/nta,πᾶς,adjective,qemei/lia,θέμεθλα,noun,gei/neto,γείνομαι,verb,*dh=le,Δῆλος,proper,xrusw=i,χρυσός,noun,de\,δέ,particle,troxo/essa,τροχόεις,adjective,panh/meros,πανήμερος,adverb,e)/rree,ῥέω,verb,li/mnh,λίμνη,noun,xru/seion,χρύσεος,adjective,d',δέ,particle,e)ko/mhse,κομάω,verb,gene/qlion,γενέθλιος,adjective,e)/rnos,ἔρνος,noun,e)lai/hs,ἐλαία,noun,xrusw=i,χρυσός,noun,de\,δέ,particle,plh/mure,,,baqu\s,βαθύς,adjective,*)inwpo\s,Ἰνωπός,proper,e(lixqei/s,ἑλίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,de\,δέ,particle,xruse/oio,χρύσεος,adjective,a)p',ἀπό,preposition,ou)/deos,οὖδας,adverb,ei(/leo,αἱρέω,verb,pai=da,παῖς,adjective,e)n,ἐν,preposition,d',δέ,particle,e)ba/leu,βάλλω,verb,ko/lpoisin,κόλπος,noun,e)/pos,ἔπος,adjective,d',δέ,particle,e)fqe/gcao,φθέγγομαι,verb,toi=on,τοῖος,adjective,w)=,ὦ,interjection,mega/lh,μέγας,adverb,polu/bwme,πολύβωμος,adjective,polu/ptoli,,,polla\,πολύς,adjective,fe/rousa,φέρω,verb,pi/ones,πίων,adjective,h)/peiroi/,ἤπειρος,adjective,te,τε,particle,kai\,καί,conjunction,ai(\,ὅς,pronoun,perinai/ete,περιναίω,verb,nh=soi,νῆσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,e)gw\,ἐγώ,pronoun,toih/de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dush/rotos,δυσήροτος,adjective,a)ll',ἀλλά,adverb,a)p',ἀπό,preposition,e)mei=o,ἐγώ,pronoun,*dh/lios,Δήλιος,proper,*)apo/llwn,Ἀπόλλων,proper,keklh/setai,καλέω,verb,ou)de/,οὐδέ,particle,tis,τις,pronoun,a)/llh,ἄλλος,adjective,gaia/wn,γαῖα,noun,tosso/nde,τοσόσδε,adjective,qew=i,θεός,noun,pefilh/setai,φιλέω,verb,a)/llwi,ἄλλος,adjective,ou),οὐ,adverb,*kerxni\s,,,krei/onti,κρείων,noun,*poseida/wni,Ποσειδεών,proper,*lexai/ou,Λέχαιον,proper,ou),οὐ,adverb,pa/gos,πάγος,adjective,*(ermei/hi,Ἑρμῆς,proper,*kullh/nios,Κυλλήνη,proper,ou),οὐ,adverb,*dii\,Ζεύς,proper,*krh/th,Κρήτη,proper,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,*)apo/llwni,Ἀπόλλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/ssomai,ἔσσομαι,verb,ou)ke/ti,οὐκέτι,adverb,plagkth/,πλαγκτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,su\,σύ,pronoun,me\n,μέν,particle,kate/lecas,καταλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,gluku\n,γλυκύς,adjective,e)/spase,σπάω,verb,mazo/n,μαστός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=i,τίς,pronoun,kai\,καί,conjunction,nhsa/wn,,,a(giwta/th,ἅγιος,adjective,e)ce/ti,ἐξέτι,preposition,kei/nou,ἐκεῖνος,pronoun,klh/zhi,,,*)apo/llwnos,Ἀπόλλων,proper,kourotro/fos,κουροτρόφος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,s',σύ,pronoun,*)enuw/,Ἐνυώ,proper,ou)d',οὐδέ,particle,*)ai/dhs,Ἅιδης,proper,ou)d',οὐδέ,particle,i(/ppoi,ἵππος,noun,e)pistei/bousin,ἐπιστείβω,verb,*)/arhos,Ἄρης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,toi,τοι,particle,a)mfietei=s,ἀμφιετής,adjective,dekathfo/roi,δεκατηφόρος,adjective,ai)e\n,ἀεί,adverb,a)parxai/,ἀπαρχή,noun,pe/mpontai,πέμπω,verb,pa=sai,πᾶς,adjective,de\,δέ,particle,xorou\s,χορός,noun,a)na/gousi,ἀνάγω,verb,po/lhes,πόλις,adjective,ai(/,ὅς,pronoun,te,τε,particle,pro\s,πρός,preposition,h)oi/hn,ἠοῖος,adjective,ai(/,ὅς,pronoun,q',τε,particle,e(/speron,ἕσπερος,adjective,ai(/,ὅς,pronoun,t',τε,particle,a)na\,ἀνά,preposition,me/sshn,μέσος,adjective,klh/rous,κλῆρος,adjective,e)sth/santo,ἵστημι,verb,kai\,καί,conjunction,oi(\,ἕ,pronoun,kaqu/perqe,καθύπερθε,adverb,borei/hs,βόρειος,adjective,oi)ki/a,οἰκία,noun,qino\s,θίς,noun,e)/xousi,ἔχω,verb,poluxroniw/taton,πολυχρόνιος,adjective,ai(=ma,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me/n,μέν,particle,toi,τοι,particle,kala/mhn,καλάμη,noun,te,τε,particle,kai\,καί,conjunction,i(era\,ἱερός,adjective,dra/gmata,δράγμα,noun,prw=toi,πρότερος,adjective,a)staxu/wn,ἄσταχυς,noun,fore/ousin,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,*dwdw/nhqi,,,*pelasgoi/,Πελασγός,proper,thlo/qen,τηλόθεν,adverb,e)kbai/nonta,ἐκβαίνω,verb,polu\,πολύς,adjective,prw/tista,πρώτιστος,adjective,de/xontai,δέχομαι,verb,ghlexe/es,γηλεχής,adjective,qera/pontes,θεράπων,noun,a)sigh/toio,ἀσίγητος,adjective,le/bhtos,λέβης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu/teron,δεύτερος,adjective,*(iero\n,ἱερόν,noun,a)/stu,ἄστυ,noun,kai\,καί,conjunction,ou)/rea,ὄρος,adjective,*mhli/dos,Μηλίς,proper,ai)/hs,αἶα,noun,e)/rxontai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=qen,ἐκεῖθεν,adverb,de\,δέ,particle,diaplw/ousin,διαπλέω,verb,*)aba/ntwn,Ἄβας,proper,ei)s,εἰς,preposition,a)gaqo\n,ἀγαθός,adjective,pedi/on,πεδίον,noun,*lhla/ntion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)/ti,ἔτι,adverb,makro/s,μακρός,adjective,o(,ὁ,article,plo/os,πλόος,noun,*eu)boi/hqen,,,e)pei\,ἐπεί,conjunction,se/o,σύ,pronoun,gei/tones,γείτων,noun,o(/rmoi,ὅρμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=tai/,πρότερος,adjective,toi,τοι,particle,ta/d',ὅδε,pronoun,e)/neikan,φέρω,verb,a)po\,ἀπό,preposition,canqw=n,ξανθός,adjective,*)arimaspw=n,Ἀριμασποί,proper,*ou)=pi/s,Οὖπις,proper,te,τε,particle,*locw/,λοξός,adjective,te,τε,particle,kai\,καί,conjunction,eu)ai/wn,εὐαίων,noun,*(ekae/rgh,Ἑκαέργη,proper,qugate/res,θυγάτηρ,adjective,*bore/ao,Βορέας,proper,kai\,καί,conjunction,a)/rsenes,ἄρσην,noun,oi(\,ἕ,pronoun,to/t',τότε,adverb,a)/ristoi,ἄριστος,adjective,h)iqe/wn,ἠίθεος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,oi(/,ἕ,pronoun,ge,γε,particle,palimpete\s,παλιμπετής,adverb,oi)/kad',οἴκαδε,adverb,i(/konto,ἱκνέομαι,verb,eu)/moiroi,εὔμοιρος,adjective,d',δέ,particle,e)ge/nonto,γίγνομαι,verb,kai\,καί,conjunction,a)kle/es,ἀκλεής,adverb,ou)/pot',οὔποτε,adverb,e)kei=noi,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,toi,σύ,pronoun,*dhlia/des,Δηλιάς,proper,me/n,μέν,particle,o(/t',ὅτε,conjunction,eu)h/xhs,,,u(me/naios,ὑμέναιος,noun,h)/qea,ἦθος,adjective,koura/wn,κόρη,noun,mormu/ssetai,μορμύσσομαι,verb,h(/lika,ἧλιξ,noun,xai/thn,χαίτη,noun,parqenikai=s,παρθενική,noun,pai=des,παῖς,adjective,de\,δέ,particle,qe/ros,θέρος,noun,to\,ὁ,article,prw=ton,πρότερος,adjective,i)ou/lwn,ἴουλος,adjective,a)/rsenes,ἄρσην,noun,h)iqe/oisin,ἠίθεος,noun,a)parxo/menoi,ἀπάρχω,verb,fore/ousin,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)asteri/h,Ἀστερίη,proper,quo/essa,θυόεις,adjective,se\,σύ,pronoun,me\n,μέν,particle,peri/,περί,preposition,t',τε,particle,a)mfi/,ἀμφί,preposition,te,τε,particle,nh=soi,νῆσος,noun,ku/klon,κύκλος,noun,e)poih/santo,ποιέω,verb,kai\,καί,conjunction,w(s,ὡς,conjunction,xoro\n,χορός,noun,a)mfeba/lonto,ἀμφιβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,siwphlh\n,σιωπηλός,adverb,ou)/t',οὔτε,adverb,a)/yofon,ἄψοφος,adverb,ou)=los,οὖλος,adjective,e)qei/rais,ἔθειρα,noun,e(/speros,ἕσπερος,adjective,a)ll',ἀλλά,adverb,ai)ei/,ἀεί,adverb,se,σύ,pronoun,katable/pei,καταβλέπω,verb,a)mfibo/hton,ἀμφιβόητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me\n,μέν,particle,u(paei/dousi,ὑπαείδω,verb,no/mon,νόμος,noun,*luki/oio,Λύκιος,proper,ge/rontos,γέρων,noun,o(/n,ὅς,pronoun,toi,τοι,particle,a)po\,ἀπό,preposition,*ca/nqoio,Ξάνθος,proper,qeopro/pos,θεοπρόπος,adjective,h)/gagen,ἄγω,verb,*)wlh/n,Ὠλήν,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,de\,δέ,particle,podi\,ποδίς,noun,plh/ssousi,πλήσσω,verb,xori/tides,χόριτις,noun,a)sfale\s,ἀσφαλής,adjective,ou)=das,οὖδας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh\,δή,particle,to/te,τότε,adverb,kai\,καί,conjunction,stefa/noisi,στέφανος,noun,baru/netai,βαρύνω,verb,i(ro\n,ἱερός,adjective,a)/galma,ἄγαλμα,noun,*ku/pridos,Κύπρις,proper,a)rxai/hs,ἀρχαῖος,adjective,a)rih/koon,ἀριήκοος,adjective,h(/n,ὅς,pronoun,pote,ποτέ,particle,*qhseu/s,Θησεύς,proper,ei(/sato,ἵζω,verb,su\n,σύν,preposition,pai/dessin,παῖς,adjective,o(/te,ὅτε,conjunction,*krh/thqen,Κρήτηθεν,adverb,a)ne/plei,ἀναπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,xalepo\n,χαλεπός,adjective,mu/khma,μύκημα,noun,kai\,καί,conjunction,a)/grion,ἄγριος,adjective,ui(=a,υἱός,noun,fugo/ntes,φεύγω,verb,*pasifa/hs,Πασιφάη,proper,kai\,καί,conjunction,gnampto\n,γναμπτός,adjective,e(/dos,ἕδος,noun,skoliou=,σκολιός,adjective,laburi/nqou,λαβύρινθος,adjective,po/tnia,πότνια,noun,so\n,σός,adjective,peri\,περί,preposition,bwmo\n,βωμός,noun,e)geirome/nou,ἐγείρω,verb,kiqarismou=,κιθαρισμός,noun,ku/klion,κύκλιος,adjective,w)rxh/santo,ὀρχέομαι,verb,xorou=,χορός,noun,d',δέ,particle,h(gh/sato,ἁγέομαι,verb,*qhseu/s,Θησεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,a)eizw/onta,ἀειζώων,adjective,qewri/dos,θεωρίς,noun,i(era\,ἱερά,noun,*foi/bwi,Φοῖβος,proper,*kekropi/dai,Κέκροψ,proper,pe/mpousi,πέμπω,verb,toph/ia,τοπήιον,noun,nho\s,ναός,noun,e)kei/nhs,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)asteri/h,Ἀστερίη,proper,polu/bwme,πολύβωμος,adjective,polu/llite,πολύλλιτος,adjective,ti/s,τίς,pronoun,de/,δέ,particle,se,σύ,pronoun,nau/ths,ναύτης,noun,e)/mporos,ἔμπορος,adjective,*ai)gai/oio,Αἰγαῖος,proper,parh/luqe,παρέρχομαι,verb,nhi\,ναῦς,noun,qeou/shi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
