word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/51/lemma/@_entry,word/51/lemma/@_POS
eu)kampe\s,εὐκαμπής,adjective,ga\r,γάρ,particle,h)de\,ἠδέ,conjunction,o)lisqhro\n,ὀλισθήεις,adjective,pu=on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,h(,ὁ,article,a)napnoh\,ἀναπνοή,noun,a)/nw,ἄνω,adverb,to\,ὁ,article,pneu=ma,πνεῦμα,noun,fush=|,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perigi/gnontai,περιγίγνομαι,verb,de\,δέ,particle,ta\,ὁ,article,polla\,πολύς,adjective,ei),εἰ,conjunction,mh/,μή,conjunction,kote/,ποτέ,particle,tis,τις,pronoun,a)pepnigh=,,,a)qro/h|,ἀθρόος,adjective,e(lku/si,,,tou=,ὁ,article,u(grou=,ὑγρός,adjective,th=s,ὁ,article,a)rthri/hs,ἀρτηρία,noun,ou),οὐ,adverb,dexome/nhs,δέχομαι,verb,to\n,ὁ,article,h)e/ra,ἀήρ,adjective,plh/qei+,πλῆθος,noun,tou=,ὁ,article,pu/ou,πύον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh/skou,,,si,,,de\,δέ,particle,metece/teroi,μετεξέτεροι,adjective,xro/nw|,χρόνος,noun,to\n,ὁ,article,fqinw/dea,φθινώδης,adverb,kai\,καί,conjunction,to\n,ὁ,article,e)mpui+kw=n,ἐμπυικός,adjective,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,pu=a,,,leuka\,λευκάς,adjective,e)/pafra,ἔπαφρος,adjective,sia/lw|,σίαλον,noun,memigme/na,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,d',δέ,particle,au)=,αὖ,interjection,tefroeide/a,τεφροειδής,adjective,h)\,ἠέ,conjunction,u(pomelani/zonta,ὑπομελανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,brogxi/on,,,kote\,ποτέ,particle,a)neptu/sqh,ἀναπτύω,verb,e)pi\,ἐπί,preposition,poiki/lw|,ποικίλος,adjective,e(/lkei+,ἕλκος,noun,h)\n,ἐάν,conjunction,ba/qos,βάθος,adjective,i)/sxh|,ἴσχω,verb,h(,ὁ,article,a)po/stasis,ἀπόστασις,noun,eu)=te,εὖτε,conjunction,kai\,καί,conjunction,a)porrw=ges,ἀπορρώξ,noun,a)nafe/rontai,ἀναφέρω,verb,tou=,ὁ,article,spla/gxnou,σπλάγχνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bragxw/dees,βραγχώδης,adverb,braxu/pnooi,βραχύπνοος,adjective,baru/fwnoi,βαρύφωνος,adjective,ta\,ὁ,article,sth/qea/,στῆθος,noun,sfin,σφεῖς,pronoun,eu)re/a,εὐρύς,adjective,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,eu)rute/rwn,εὐρύς,adjective,th=s,ὁ,article,u(grasi/hs,ὑγρασία,noun,de/ontai,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)fqalmw=n,ὀφθαλμός,noun,ta\,ὁ,article,me/lana,μέλας,adjective,stilpna/,στιλπνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,leuka\,λευκάς,adjective,leuko/ta,,,ta,,,kai\,καί,conjunction,pi/ona,πίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh=la,μῆλον,noun,e)reuqh=,ἐρευθής,adjective,fle/bes,φλέψ,noun,e)n,ἐν,preposition,tw=|,ὁ,article,prosw/pw|,πρόσωπον,noun,kurtai/,κυρτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qw/u+ma,θαῦμα,noun,de\,δέ,particle,e)pi\,ἐπί,preposition,toute/wn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/nos,τόνος,noun,me\n,μέν,particle,ga\r,γάρ,particle,eu)sarki/hs,εὐσαρκία,noun,mei/zwn,μέγας,adverb,eu)yuxi/n,,,de\,δέ,particle,to/nou,τόνος,noun,dunatwte/rh,δυνατός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,a)po\,ἀπό,preposition,dro/mou,δρόμος,noun,kai\,καί,conjunction,gumnasi/wn,γυμνάζω,verb,kai\,καί,conjunction,panto\s,πᾶς,adjective,e)/rgou,ἔργον,noun,duspnoei=,δυσπνοέω,verb,h(,ὁ,article,a)napnoh\,ἀναπνοή,noun,a)=sqma,ἆσθμα,noun,kalei=tai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,nou=sos,νόσος,noun,de\,δέ,particle,o)rqo/pnoia,ὀρθόπνοια,noun,kai\,καί,conjunction,h(/de,ὅδε,pronoun,kiklh/sketai,κικλήσκω,verb,a)=sqma,ἆσθμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,ga\r,γάρ,particle,toi=si,ὁ,article,parocusmoi=si,παροξυσμός,noun,a)sqmai/nousi,ἀσθμαίνω,verb,kai\,καί,conjunction,oi(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqo/pnoian,ὀρθόπνοια,noun,de\,δέ,particle,e)ka/leon,καλέω,verb,ou(/neken,οὕνεκα,conjunction,o)rqi/w|,ὄρθιος,adjective,sxh/mati,σχῆμα,noun,mou=non,μόνος,adjective,a)napne/ousi,ἀναπνέω,verb,eu)fo/rws,εὔφορος,adjective,pni\c,πνίξ,adjective,ga\r,γάρ,particle,e)n,ἐν,preposition,katakli/si,,,ei(/neken,ἕνεκα,preposition,tou=,ὁ,article,to/nou,τόνος,noun,tou=,ὁ,article,e)pi\,ἐπί,preposition,tw=|,ὁ,article,pneu/mati,πνεῦμα,noun,o)rqo/pnoia,ὀρθόπνοια,noun,tou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/rqios,ὄρθιος,adjective,ga\r,γάρ,particle,a)nate/tatai,ἀνατείνω,verb,e)s,εἰς,preposition,a)napnoh\n,ἀναπνοή,noun,kh)\n,ἐν,preposition,u(/ptios,ὕπτιος,adjective,kataklinqh=|,κατακλίνω,verb,w(/nqrwpos,ἄνθρωπος,noun,ki/ndunos,κίνδυνος,noun,pnigh=nai,πνίγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/sxei,πάσχω,verb,de\,δέ,particle,pleu/mwn,πλεῦμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cumpaqe/ei,συμπαθέω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,cuntelou=nta,συντελέω,verb,e)s,εἰς,preposition,a)napnoh\n,ἀναπνοή,noun,dia/fragma,διάφραγμα,noun,qw/rhc,θώραξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kardi/h,καρδία,noun,pa/qh|,πάσχω,verb,ou)/kote,,,e)s,εἰς,preposition,pollo\n,πολύς,adjective,diarke/seie,διαρκέω,verb,th=|de,ὅδε,pronoun,ga\r,γάρ,particle,h(,ὁ,article,th=s,ὁ,article,a)napnoh=s,ἀναπνοή,noun,kai\,καί,conjunction,th=s,ὁ,article,zwh=s,ζωή,noun,a)rxh/,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ti/h,αἰτία,noun,de\,δέ,particle,yu/cis,ψῦξις,noun,kai\,καί,conjunction,u(gro/ths,ὑγρότης,noun,tou=,ὁ,article,pneu/matos,πνεῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/lh,ὕλη,noun,de\,δέ,particle,u(gra\,ὑγρός,adjective,paxe/a,παχύς,adjective,kollw/dea,κολλώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)paqe/es,εὐπαθής,adverb,de\,δέ,particle,gunai=kes,γυνή,noun,a)ndrw=n,ἀνήρ,noun,ma=llon,μᾶλλον,adverb,o(/ti,ὅστις,pronoun,per,πέρ,particle,u(grai/,ὑγρός,adjective,te,τε,particle,kai\,καί,conjunction,yuxrai/,ψυχρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,pai=des,παῖς,adjective,tou/twn,οὗτος,pronoun,perigi/gnontai,περιγίγνομαι,verb,*rhi/+teron,,,h(,ὁ,article,ga\r,γάρ,particle,fu/sis,φύσις,noun,e)n,ἐν,preposition,au)ch/si,,,qermh=nai,θερμαίνω,verb,dunatwta/th,δυνατός,adjective,a)/ndres,ἀνήρ,noun,de\,δέ,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,*rhi/+dioi,,,paqei=n,πάσχω,verb,a)lla\,ἀλλά,adverb,qnh/skousi,θνήσκω,verb,qa=sson,θάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mbolh\,ἀμβολή,noun,de\,δέ,particle,qana/tou,θάνατος,adjective,o(/soisi,ὅσος,adjective,e)n,ἐν,preposition,e)/rgou,ἔργον,noun,prh/ci,,,h)\,ἠέ,conjunction,e)n,ἐν,preposition,ei)ri/oisi,ἔριον,noun,pleu/mwn,πλεῦμος,noun,qa/lpetai,θάλπω,verb,kai\,καί,conjunction,diai/qetai,διαίθω,verb,o(koi=o/n,ὁποῖος,adjective,ti,τις,pronoun,toi=si,τίς,pronoun,th=s,ὁ,article,tita/nou,τίτανος,noun,e)rga/th|si,ἐργάτης,noun,h)\,ἠέ,conjunction,xalkeu=si,χαλκεύς,adjective,h)\,ἠέ,conjunction,sidhreu=si,σιδηρόω,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,loutrw=n,λουτρόν,noun,purseuth=rsi,πυρσευτήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mellhsmou=,μελλησμός,noun,de\,δέ,particle,shmh/i+a,σημεῖον,noun,ba/ros,βάρος,noun,tou=,ὁ,article,qw/rhkos,θώραξ,noun,o)/knos,ὄκνος,noun,e)s,εἰς,preposition,to\,ὁ,article,cu/nhqes,σύνηθέω,verb,e)/rgon,ἔργον,noun,a)ta\r,ἀτάρ,particle,h)de\,ἠδέ,conjunction,e)s,εἰς,preposition,a(/pasan,ἅπας,adjective,prh=cin,πρᾶξις,adjective,du/spnoia,δύσπνοια,noun,e)n,ἐν,preposition,dro/mw|,δρόμος,noun,h)\,ἠέ,conjunction,pro\s,πρός,preposition,o(do\n,ὁδός,adjective,o)rqh/n,ὀρθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bragxw/dees,βραγχώδης,adverb,kai\,καί,conjunction,bhxw/dees,βηχώδης,adjective,fu=sa,φύω,verb,e)n,ἐν,preposition,toi=si,ὁ,article,u(poxondri/oisi,ὑποχόνδριος,adjective,kai\,καί,conjunction,e)rugai\,ἐρυγή,noun,para/logoi,παράλογος,adjective,a)grupni/h,ἀγρυπνία,noun,qermasi/h,θερμασία,noun,nu/ktwr,νύκτωρ,adverb,smikrh\,μικρός,adjective,a)safh/s,ἀσαφής,adverb,*ri\s,,,o)cei/h,,,e)s,εἰς,preposition,a)napnoh\n,ἀναπνοή,noun,e(toi/mh,ἑτοῖμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)pi\,ἐπί,preposition,me/zon,μέγας,adverb,to\,ὁ,article,kako\n,κακός,adjective,e(/rph|,ἕρπω,verb,mh=la,μῆλον,noun,e)ruqra/,ἐρυθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)fqalmoi\,ὀφθαλμός,noun,propete/es,προπετής,adverb,w(s,ὡς,conjunction,e)p',ἐπί,preposition,a)gxo/nh|,ἀγχόνη,noun,*rwgmo\s,,,e)n,ἐν,preposition,e)grhgo/rsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollo\n,πολύς,adjective,de\,δέ,particle,me/zon,μέγας,adverb,to\,ὁ,article,kako\n,κακός,adjective,e)n,ἐν,preposition,u(/pnw|,ὕπνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(grh\,ὑγρός,adjective,kai\,καί,conjunction,a)/hxos,ἄηχος,adjective,h(,ὁ,article,fwnh/,φωνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollou=,πολύς,adjective,kai\,καί,conjunction,yuxrou=,ψυχρός,adjective,h)e/ros,ἀήρ,adjective,e)piqumi/h,ἐπιθυμιάω,verb,e)s,εἰς,preposition,to\,ὁ,article,u(/paiqron,ὕπαιθρος,adjective,i)/entai,,,pa=s,πᾶς,adjective,ga\r,γάρ,particle,au)te/oisi,,,oi)=kos,οἶκος,noun,e)s,εἰς,preposition,a)napnoh\n,ἀναπνοή,noun,ou),οὐ,adverb,diarkh/s,διαρκής,adverb,a)napne/ousi,ἀναπνέω,verb,o)/rqioi,ὄρθιος,adjective,o(/kws,ὅπως,conjunction,a(/panta,ἅπας,adjective,spa/sai,σπάω,verb,to\n,ὁ,article,e(lko/menon,ἕλκω,verb,h)e/ra,ἀήρ,adjective,poqe/ontes,ποθέω,verb,u(p',ὑπό,preposition,a)pori/hs,ἀπορία,noun,de\,δέ,particle,tou=,ὁ,article,h)e/ros,kai\,καί,conjunction,dioi/gousi,διοίγνυμι,verb,to\,ὁ,article,sto/ma,στόμα,noun,w(s,ὡς,conjunction,tw=|de,ὅδε,pronoun,me/zoni,μέγας,adverb,xreo/menoi,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀήρ,adjective,,,,,,,,,,,,,,,,,,
w)xroi\,ὠχρός,adjective,ta\,ὁ,article,pro/swpa,πρόσωπον,noun,plh\n,πλήν,preposition,tw=n,ὁ,article,mh/lwn,μῆλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,ga\r,γάρ,particle,e)reuqh=,ἐρευθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(drw=s,ἱδρόω,verb,peri\,περί,preposition,me/twpon,μέτωπον,noun,kai\,καί,conjunction,klhi+das,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bh\c,βήξ,adjective,sunexh\s,συνεχής,adverb,biai/h,βίαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagwgh\,ἀναγωγή,noun,smikrh\,μικρός,adjective,lepth\,λεπτός,adjective,yuxrh\,ψυχρός,adjective,i)ke/lh,ἴκελος,adjective,o(koi=o/n,ὁποῖος,adjective,ti,τις,pronoun,kai\,καί,conjunction,a)frou=,ἀφρός,noun,e)pa/nqisma,ἐπάνθισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tra/xhlos,τράχηλος,noun,oi)de/ei,οἰδάω,verb,pneu/matos,πνεῦμα,noun,prh/si,πρᾶσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(poxo/ndria,ὑποχόνδριος,adjective,a)nespasme/na,ἀνασπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfugmoi\,σφυγμός,noun,smikroi\,μικρός,adjective,pukinoi\,πυκινός,adjective,piezeu/menoi,πιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
