word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS
dio\,διό,conjunction,kao/meno/n,καίω,verb,te,τε,particle,tw=|,ὁ,article,kapnw=|,καπνός,noun,da/knei,ma/lista,kai\,καί,conjunction,katakauqe/ntos,κατακαίω,verb,h(,ὁ,article,te/fra,τέφρα,noun,r(uptikwta/thn,ῥυπτικός,adjective,pare/xei,παραχέω,verb,ko/nin,κόνις,noun,tau)ta\,ταυτός,adjective,de\,δέ,particle,pa/nta,πᾶς,adjective,qermo/thtos,θερμότης,noun,kai\,καί,conjunction,th\n,ὁ,article,ph=cin,πῆξις,noun,δάκνω,verb,μάλιστα,adverb,e)mpoiei=n,ἐμποιέω,verb,tw=|,ὁ,article,ga/lakti,γάλα,noun,to\n,ὁ,article,o)po\n,ὀπός,noun,oi)/ontai/,οἴομαι,verb,tines,τις,pronoun,ou),οὐ,adverb,skalhni/a|,σκαληνία,noun,sxhma/twn,σχῆμα,noun,periple/konta,περιπλέκω,verb,kai\,καί,conjunction,kollw=nta,κολλάω,verb,ta\,ὁ,article,me/rh,μέρα,noun,tou=,ὁ,article,ga/laktos,γάλα,noun,e)kqlibome/nwn,ἐκθλίβω,verb,e)pipolh=s,ἐπιπολάζω,verb,tw=n,ὁ,article,lei/wn,λείων,adjective,kai\,καί,conjunction,periferw=n,περιφερής,adverb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,u(po\,ὑπό,preposition,qermo/thtos,θερμότης,noun,e)kth/konta,ἐκτήκω,verb,tou=,ὁ,article,u(grou=,ὑγρός,adjective,to\,ὁ,article,a)su/staton,ἀσύστατος,adjective,kai\,καί,conjunction,u(datw=des,ὑδατώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekmh/rion,τεκμήριον,noun,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,a)/xrhston,ἄχρηστος,adjective,gluku\,ei)=nai,to\n,ὁ,article,o)po/n,ὀπός,noun,a)lla\,ἀλλά,adverb,pwma/twn,πῶμα,noun,faulo/taton,φαῦλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,γλυκύς,adjective,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,to\,ὁ,article,lei=on,λείων,adjective,u(po\,ὑπό,preposition,tw=n,skalhnw=n,a)lla\,ἀλλά,adverb,to\,ὁ,article,yuxro\n,ψυχρός,adjective,e)/sth,ἵστημι,verb,kai\,καί,conjunction,a)/pepton,ἄπεπτος,adjective,u(po\,ὑπό,preposition,th=s,ὁ,article,qermo/thtos,θερμότης,noun,,,,,,,,,,,,,,,,ὁ,article,σκαληνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pro\s,πρός,preposition,tou=to,οὗτος,pronoun,sunergou=sin,συνεργέω,verb,oi(,ὁ,article,a(/les,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἅλς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qermoi\,θερμός,adjective,ga/r,γάρ,particle,ei)si,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,th\n,ὁ,article,legome/nhn,λέγω,verb,periplokh\n,περιπλοκή,noun,kai\,su/ndesin,a)ntipra/ttousi,ἀντιπράσσω,verb,dia/lusin,διάλυσις,noun,dialu/ein,διαλύω,verb,ga\r,γάρ,particle,ma/lista,μάλιστα,adverb,pefu/kasi,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,σύνδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qermo\n,θερμός,adjective,ou)=n,οὖν,particle,pneu=ma,πνεῦμα,noun,kai\,καί,conjunction,drimu\,δριμύς,adjective,kai\,tmhtiko\n,a)fi/hsin,ἀφίημι,verb,h(,ὁ,article,sukh=,συκῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,τμητικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,qru/ptei,θρύπτω,verb,kai\,καί,conjunction,pepai/nei,πεπαίνω,verb,th\n,sa/rka,tou=,ὁ,article,o)/rniqos,ὄρνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,σάρξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau)to\,αὐτός,pronoun,de\,δέ,particle,pa/sxei,πάσχω,verb,kai\,καί,conjunction,purw=n,πυρά,noun,e)nteqei\s,sirw=|,kai\,καί,conjunction,ni/trw|,νίτρον,noun,sunhmme/nos,συνάπτω,verb,u(po\,ὑπό,preposition,qermo/thtos,θερμότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐντίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,o(,ὁ,article,puro\s,πῦρ,noun,e)/xei,ἔχω,verb,ti,qermo/n,tekmai/rontai,τεκμαίρομαι,verb,toi=s,ὁ,article,a)mforeu=sin,ἀμφορεύς,adjective,w(=n,ὅς,pronoun,e)ntiqeme/nwn,ἐντίθημι,verb,ei)s,εἰς,preposition,siro\n,σιρός,noun,e)canali/sketai,ἐξαναλίσκω,verb,taxe/ws,ταχέως,adverb,o(,ὁ,article,oi)=nos,οἶνος,noun,,,,,,,,,,τις,pronoun,θερμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xari/entos,χαρίεις,adjective,a)ndro/s,ἀνήρ,noun,w)=,ὦ,interjection,*so/ssie,,,*seneki/wn,,,kai\,filanqrw/pou,lo/gon,λόγος,noun,e)/xousi,ἔχω,verb,*(rwmai=oi,,,dia\,διά,preposition,sto/matos,στόμα,noun,o(/stis,ὅστις,pronoun,h)=n,εἰμί,verb,o(,ὁ,article,ei)pw/n,εἶπον,verb,e)pei\,ἐπεί,conjunction,mo/nos,μόνος,adjective,e)dei/pnhse,δειπνέω,verb,bebrwke/nai,βιβρώσκω,verb,mh\,μή,conjunction,καί,conjunction,φιλάνθρωπος,adjective,dedeipnhke/nai,δειπνέω,verb,sh/meron,σήμερον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,tou=,ὁ,article,dei/pnou,δεῖπνον,noun,koinwni/an,κοινωνία,noun,kai\,καί,conjunction,filofrosu/nhn,e)fhdu/nousan,a)ei\,ἀεί,adverb,poqou=ntos,ποθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φιλοφροσύνη,noun,ἐφηδύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)/hnos,Εὔηνος,proper,me\n,μέν,particle,ga\r,γάρ,particle,e)/lege,λέγω,verb,to\,ὁ,article,pu=r,h(/diston,ei)=nai,εἰμί,verb,h(dusma/twn,ἥδυσμα,noun,kai\,καί,conjunction,to\n,ὁ,article,a(/la,ἅλς,adjective,qei=on,θεῖος,adjective,*(/omhros,Ὅμηρος,proper,oi(,ὁ,article,de\,δέ,particle,polloi\,πολύς,adjective,xa/ritas,χάρις,noun,kalou=sin,καλέω,verb,o(/ti,ὅστις,pronoun,e)pi\,ἐπί,preposition,πῦρ,noun,ἡδύς,adjective,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,mignu/menos,μίγνυμι,verb,eu)a/rmosta,εὐάρμοστος,adjective,th=|,ὁ,article,geu/sei,γεῦσις,noun,kai\,καί,conjunction,prosfilh=,προσφιλής,adverb,poiei=,ποιέω,verb,kai\,καί,conjunction,kexarisme/na,χαρίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei/pnou,δεῖπνον,noun,de\,δέ,particle,kai\,καί,conjunction,trape/zhs,τράπεζα,noun,qeio/taton,θεῖος,adjective,w(s,a)lhqw=s,h(/dusma,ἥδυσμα,noun,fi/los,φίλος,adjective,e)sti\,εἰμί,verb,parw\n,πάρειμι,verb,kai\,καί,conjunction,sunh/qhs,συνήθης,adverb,kai\,καί,conjunction,gnw/rimos,γνώριμος,adjective,ou),οὐ,adverb,tw=|,ὁ,article,sunesqi/ein,σύνεσθίω,verb,kai\,καί,conjunction,sumpi/nein,συμπίνω,verb,a)ll',ἀλλά,adverb,ὡς,conjunction,ἀληθής,adjective,o(/ti,ὅστις,pronoun,lo/gou,λόγος,noun,metalamba/nei,μεταλαμβάνω,verb,kai\,καί,conjunction,metadi/dwsin,μεταδίδωμι,verb,a)/n,ἄν,particle,ge,γε,particle,dh\,δή,particle,xrh/simon,χρήσιμος,adjective,e)nh=|,ἐνίημι,verb,ti,τις,pronoun,kai\,καί,conjunction,piqano\n,πιθανός,adjective,kai\,καί,conjunction,oi)kei=on,οἰκέω,verb,toi=s,ὁ,article,legome/nois,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,tou/s,ὁ,article,ge,γε,particle,pollou\s,πολύς,adjective,ai(,ὁ,article,par',oi)=non,a)dolesxi/ai,ἀδολεσχία,adjective,lhrou=ntas,ληρέω,verb,e)mba/llousi,ἐμβάλλω,verb,pro\s,πρός,preposition,ta\,ὁ,article,pa/qh,πάθη,noun,kai\,καί,conjunction,prosdiastre/fousin,προσδιαστρέφω,verb,,,,,,,,,,,,,,,,,,,παρά,preposition,οἶνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,a)/cio/n,ἄξιος,adjective,e)sti,εἰμί,verb,mhde\n,μηδείς,pronoun,h(=tton,ἥσσων,adverb,lo/gous,h)\,fi/lous,φίλος,adjective,dedokimasme/nous,δοκιμάζω,verb,paralamba/nein,παραλαμβάνω,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,dei=pna,δεῖπνον,noun,tou)nanti/on,ἐναντίον,adverb,h)\,ἠέ,conjunction,*lakedaimo/nioi,Λακεδαιμόνιος,proper,fronou=ntas,φρονέω,verb,kai\,καί,conjunction,le/gontas,λέγω,verb,,,,,,,λόγος,noun,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=noi,ἐκεῖνος,pronoun,me\n,μέν,particle,ga/r,γάρ,particle,o(/tan,ὅταν,conjunction,ne/on,νέος,adjective,h)\,ce/non,ei)s,εἰς,preposition,to\,ὁ,article,fidi/tion,φιδίτιον,noun,parala/bwsi,παραλαμβάνω,verb,ta\s,ὁ,article,quri/das,θυρίς,noun,dei/cantes,δείκνυμι,verb,tau/th|,οὗτος,pronoun,fasi\n,φημί,verb,ou)k,οὐ,adverb,e)ce/rxetai,ἐξέρχομαι,verb,lo/gos,λόγος,noun,,,,,,,ἠέ,conjunction,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,e(autou\s,ἑαυτοῦ,pronoun,xrh=sqai,χράομαι,verb,lo/gois,λόγος,noun,suneqi/zomen,w(=n,pa=si\n,πᾶς,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,pro\s,πρός,preposition,pa/ntas,πᾶς,adjective,e)cagwgh/,ἐξαγωγή,noun,dia\,διά,preposition,ta\s,ὁ,article,u(poqe/seis,ὑπόθεσις,noun,mhde\n,μηδείς,pronoun,a)ko/laston,ἀκόλαστος,adjective,mhde\,μηδέ,particle,bla/sfhmon,βλάσφημος,adjective,mhde\,μηδέ,particle,συνεθίζω,verb,ὅς,pronoun,kako/hqes,κακοήθης,adverb,e)xou/sas,ἔχω,verb,mhd',μηδέ,particle,a)neleu/qeron,ἀνελεύθερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/cesti,ἔξεστι,verb,de\,δέ,particle,kri/nein,κρίνω,verb,toi=s,ὁ,article,paradei/gmasin,παράδειγμα,noun,w(=n,th\n,e(bdo/mhn,ἕβδομος,adjective,deka/da,δεκάς,noun,touti\,οὗτος,pronoun,perie/xei,περιέχω,verb,to\,ὁ,article,bibli/on,βιβλίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
