word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
oi(,ὁ,article,de\,δέ,particle,poiou/menoi,ποιέω,verb,kathgori/an,κατηγορία,noun,tw=n,ὁ,article,*(hrw/dou,Ἡρώδης,proper,xeirw=n,χείρ,noun,w(s,ὡς,conjunction,e)penexqeisw=n,ἐπιφέρω,verb,*)antwni/nw|,,,e)n,ἐν,preposition,th=|,ὁ,article,*)/idh|,Ἴδη,proper,tw=|,ὁ,article,o)/rei,ὄρος,adjective,kata\,κατά,preposition,xro/nous,χρόνος,noun,ou(\s,ὅς,pronoun,o(,ὁ,article,me\n,μέν,particle,tw=n,ὁ,article,e)leuqe/rwn,ἐλεύθερος,adjective,po/lewn,πόλις,adjective,o(,ὁ,article,de\,δέ,particle,pasw=n,πᾶς,adjective,tw=n,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,h)=rxon,ἄρχω,verb,h)gnohke/nai,ἀγνοέω,verb,moi,ἐγώ,pronoun,dokou=si,δοκέω,verb,to\n,ὁ,article,*dhmostra/tou,Δημόστρατος,proper,pro\s,πρός,preposition,to\n,ὁ,article,*(hrw/dhn,a)gw=na,ἀγών,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,plei=sta,πλεῖστος,adjective,diaba/llwn,διαβάλλω,verb,au)to\n,αὐτός,pronoun,ou)damou=,οὐδαμός,adverb,th=s,ὁ,article,paroini/as,παροινία,noun,tau/ths,οὗτος,pronoun,Ἡρώδης,proper,e)pemnh/sqh,ἐπιμιμνήσκομαι,verb,e)pei\,ἐπεί,conjunction,mhde\,μηδέ,particle,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)qismo\s,ὠθισμός,noun,me\n,μέν,particle,ga/r,γάρ,particle,tis,τις,pronoun,au)toi=s,αὐτός,pronoun,cune/pesen,συμπίτνω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,dusxwri/a|,δυσχωρία,noun,kai\,καί,conjunction,stenoi=s,στενός,adjective,ai(,ὁ,article,de\,δέ,particle,xei=res,χείρ,noun,ou)de\n,οὐδείς,pronoun,parhno/mhsan,παρανομέω,verb,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,parh=ken,παρήκω,verb,o(,ὁ,article,*dhmo/stratos,Δημόστρατος,proper,dielqei=n,διέρχομαι,verb,au)ta\,αὐτός,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,*(hrw/dhn,Ἡρώδης,proper,di/kh|,δίκη,adjective,pikrw=s,πικρός,adjective,ou(/tw,οὕτως,adverb,kaqaya/menos,καθάπτω,verb,tou=,ὁ,article,a)ndro/s,ἀνήρ,noun,w(s,ὡς,conjunction,diaba/llein,διαβάλλω,verb,au)tou=,αὐτός,pronoun,kai\,ta\,ὁ,article,e)painou/mena,ἐπαινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=lqen,ἔρχομαι,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*(hrw/dhn,Ἡρώδης,proper,kai\,καί,conjunction,fo/nou,φόνος,noun,di/kh,δίκη,adjective,w(=de,ὧδε,adverb,cunteqei=sa,συντίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku/ein,κύω,verb,me\n,μέν,particle,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,gunai=ka,γυνή,noun,*(rh/gillan,,,o)/gdoo/n,ὄγδοος,adjective,pou,πού,adverb,mh=na,μείς,adjective,to\n,ὁ,article,de\,δέ,particle,*(hrw/dhn,Ἡρώδης,proper,ou)x,οὐ,adverb,u(pe\r,ὑπέρ,preposition,mega/lwn,μέγας,adverb,*)alkime/donti,Ἀλκιμέδων,proper,a)peleuqe/rw|,ἀπελεύθερος,noun,prosta/cai,προσστάζω,verb,tupth=sai,τύπτω,verb,au)th/n,αὐτός,pronoun,plhgei=san,πλήσσω,verb,de\,δέ,particle,e)s,εἰς,preposition,th\n,ὁ,article,gaste/ra,γαστήρ,noun,th\n,ὁ,article,gunai=ka,γυνή,noun,a)poqanei=n,ἀποθνήσκω,verb,e)n,ἐν,preposition,w)mw=|,ὠμός,adjective,tw=|,ὁ,article,to/kw|,τόκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,w(s,ὡς,conjunction,a)lhqe/si,ἀληθής,adjective,gra/fetai,γράφω,verb,au)to\n,αὐτός,pronoun,fo/nou,φόνος,noun,*bradou/as,,,o(,ὁ,article,th=s,ὁ,article,*(rhgi/llhs,,,a)delfo\s,ἀδελφός,adjective,eu)dokimw/tatos,εὐδόκιμος,adjective,w)\n,εἰμί,verb,e)n,ἐν,preposition,u(pa/tois,ὕπατος,adjective,kai\,καί,conjunction,to\,ὁ,article,cu/mbolon,σύμβολον,noun,th=s,ὁ,article,eu)genei/as,εὐγένεια,noun,perihrthme/nos,περιαρτάω,verb,tw=|,ὁ,article,u(podh/mati,ὑπόδημα,noun,tou=to,οὗτος,pronoun,de/,δέ,particle,e)stin,εἰμί,verb,e)pisfu/rion,ἐπισφύριος,adjective,e)lefa/ntinon,ἐλεφάντινος,adjective,mhnoeide/s,μηνοειδής,adverb,kai\,καί,conjunction,parelqw\n,παρέρχομαι,verb,e)s,εἰς,preposition,to\,ὁ,article,*(rwmai/wn,,,bouleuth/rion,βουλευτήριον,noun,piqano\n,πιθανός,adjective,me\n,μέν,particle,ou)de\n,dih/|ei,δίειμι,verb,peri\,περί,preposition,th=s,ὁ,article,ai)ti/as,αἰτία,noun,h(\n,ὅς,pronoun,e)ph=gen,ἐπάγω,verb,e(autou=,ἑαυτοῦ,pronoun,de\,δέ,particle,e)/painon,ἔπαινος,noun,e)makrhgo/rei,μακρηγορέω,verb,οὐδείς,pronoun,peri\,περί,preposition,tou=,ὁ,article,ge/nous,γένος,noun,o(/qen,ὅθεν,adverb,e)piskw/ptwn,ἐπισκώπτω,verb,au)to\n,αὐτός,pronoun,o(,ὁ,article,*(hrw/dhs,Ἡρώδης,proper,su\,σύ,pronoun,e)/fh,φημί,verb,th\n,ὁ,article,eu)ge/neian,εὐγένεια,noun,e)n,ἐν,preposition,toi=s,ὁ,article,a)straga/lois,ἀστράγαλος,adjective,e)/xeis,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
megalauxoume/nou,μεγαλαυχέω,verb,de\,δέ,particle,tou=,ὁ,article,kathgo/rou,κατήγορος,noun,kai\,καί,conjunction,e)p',ἐπί,preposition,eu)ergesi/a|,εὐεργεσία,noun,mia=s,εἷς,adjective,tw=n,ὁ,article,e)n,ἐν,preposition,*)itali/a|,Ἰταλία,proper,po/lewn,πόλις,adjective,ma/la,μάλα,adverb,gennai/ws,γενναῖος,adjective,o(,ὁ,article,*(hrw/dhs,Ἡρώδης,proper,ka)gw\,ἐγώ,pronoun,e)/fh,φημί,verb,polla\,πολύς,adjective,toiau=ta,τοιοῦτος,adjective,peri\,περί,preposition,e)mautou=,ἐμαυτοῦ,pronoun,dih/|ein,δίειμι,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,e)n,ἐν,preposition,a(pa/sh|,ἅπας,adjective,th=|,ὁ,article,gh=|,γῆ,noun,e)krino/mhn,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cunh/rato,συναίρω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,a)pologi/as,ἀπολογία,noun,prw=ton,πρότερος,adjective,me\n,μέν,particle,to\,ὁ,article,mhde\n,μηδείς,pronoun,prosta/cai,προσστάζω,verb,toiou=ton,τοιοῦτος,adjective,e)pi\,ἐπί,preposition,th\n,ὁ,article,*(rh/gillan,,,e)/peita,ἔπειτα,adverb,to\,ὁ,article,u(perpenqh=sai,ὑπερπενθέω,verb,a)poqanou=san,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dieba/lleto,διαβάλλω,verb,me\n,μέν,particle,ga\r,γάρ,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,w(s,ὡς,conjunction,pla/sma,πλάσμα,noun,a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,ta)lhqe\s,ἀληθής,adjective,i)/sxuen,ἰσχύω,verb,ou),οὐ,adverb,ga/r,γάρ,particle,pote,ποτέ,particle,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,qe/atron,θέατρον,noun,au)th=|,αὐτός,pronoun,a)naqei=nai,ἀνατίθημι,verb,toiou=ton,τοιοῦτος,adjective,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,deute/ran,δεύτερος,adjective,klh/rwsin,κλήρωσις,noun,th=s,ὁ,article,u(pa/tou,ὕπατος,adjective,a)rxh=s,ἀρχή,noun,e)p',ἐπί,preposition,au)th=|,αὐτός,pronoun,a)nabale/sqai,ἀναβάλλω,verb,mh\,μή,conjunction,kaqarw=s,καθαρός,adjective,e)/xonta,ἔχω,verb,th=s,ὁ,article,ai)ti/as,αἰτία,noun,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,to\n,ὁ,article,ko/smon,au)th=s,αὐτός,pronoun,e)s,εἰς,preposition,to\,ὁ,article,e)n,ἐν,preposition,*)eleusi=ni,Ἐλευσίς,proper,i(ero\n,ἱερόν,noun,a)naqei=nai,ἀνατίθημι,verb,fe/ronta,φέρω,verb,fo/nw|,φόνος,noun,memiasme/non,μιαίνω,verb,κόσμος,noun,touti\,οὗτος,pronoun,ga\r,γάρ,particle,timwrou\s,τιμωρός,adjective,tou=,ὁ,article,fo/nou,φόνος,noun,poiou=ntos,ποιέω,verb,h)=n,εἰμί,verb,ta\s,ὁ,article,qea\s,θεά,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,cuggnw/monas,συγγνώμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,sxh=ma,σχῆμα,noun,th=s,ὁ,article,oi)ki/as,οἰκία,noun,e)p',ἐπί,preposition,au)th=|,αὐτός,pronoun,u(ph/llace,ὑπαλλάσσω,verb,melai/nwn,μελαίνω,verb,ta\,ὁ,article,tw=n,ὁ,article,oi)/kwn,οἶκος,noun,a)/nqh,ἄνθη,noun,parapeta/smasi,παραπέτασμα,noun,kai\,καί,conjunction,xrw/masi,χρῶμα,noun,kai\,καί,conjunction,li/qw|,λίθος,adjective,*lesbi/w|,Λέσβιος,proper,kathfh\s,κατηφής,adjective,de\,δέ,particle,o(,ὁ,article,li/qos,λίθος,adjective,kai\,καί,conjunction,me/las,μέλας,adjective,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,le/getai,λέγω,verb,kai\,καί,conjunction,*lou/kios,Λούκιος,proper,a)nh\r,ἀνήρ,noun,sofo\s,σοφός,adjective,e)s,εἰς,preposition,cumbouli/an,συμβουλία,noun,tw=|,ὁ,article,*(hrw/dh|,Ἡρώδης,proper,kaqista/menos,w(s,ὡς,conjunction,ou)k,οὐ,adverb,e)/peiqe,πείθω,verb,metabalei=n,μεταβάλλω,verb,au)to\n,αὐτός,pronoun,diaskw=yai,διασκώπτομαι,verb,,,,,,,,,,,,,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,de\,δέ,particle,mhde\,μηδέ,particle,tou=to,οὗτος,pronoun,parelqei=n,παρέρχομαι,verb,lo/gou,λόγος,noun,para\,παρά,preposition,toi=s,ὁ,article,spoudai/ois,σπουδαῖος,adjective,a)ciou/menon,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,me\n,μέν,particle,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,faneroi=s,φανερός,adjective,spoudai=os,σπουδαῖος,adjective,o(,ὁ,article,a)nh\r,ἀνήρ,noun,ou(=tos,οὗτος,pronoun,*mouswni/w|,,,de\,δέ,particle,tw=|,ὁ,article,*turi/w|,Τύριος,proper,prosfilosofh/sas,προσφιλοσοφέω,verb,eu)sko/pws,εὔσκοπος,adjective,ei)=xe,ἔχω,verb,tw=n,ὁ,article,a)pokri/sewn,ἀπόκρισις,noun,kai\,καί,conjunction,to\,ὁ,article,e)pi/xari,ἐπίχαρις,noun,su\n,σύν,preposition,kairw=|,καιρός,noun,e)peth/deuen,ἐπιτηδεύω,verb,e)pithdeio/tatos,ἐπιτήδειος,adjective,de\,δέ,particle,w)\n,εἰμί,verb,tw=|,ὁ,article,*(hrw/dh|,Ἡρώδης,proper,parh=n,πάρειμι,verb,au)tw=|,αὐτός,pronoun,ponh/rws,πονηρός,adjective,diatiqeme/nw|,διατίθημι,verb,to\,ὁ,article,pe/nqos,πένθος,noun,kai\,καί,conjunction,e)nouqe/tei,νουθετέω,verb,toiau=ta,le/gwn,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
