word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
po/ll',πολύς,adjective,a)nastre/fei,ἀναστρέφω,verb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misw=,μισέω,verb,fi/loisin,φίλος,adjective,u(/steron,ὕστερος,adjective,bohdromei=n,βοηδρομέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,ou)=n,οὖν,particle,e)pei/per,ἐπεί,conjunction,h)=lqe,ἔρχομαι,verb,su/mmaxos,σύμμαχος,adjective,me\n,μέν,particle,ou)/,οὐ,adverb,ce/nos,ξένος,noun,de\,δέ,particle,pro\s,πρός,preposition,tra/pezan,τράπεζα,noun,h(ke/tw,ἥκω,verb,ce/nwn,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xa/ris,χάρις,noun,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,*priamidw=n,Πριαμίδης,proper,diw/leto,διόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nac,ἄναξ,noun,a)pwqei=n,ἀπωθέω,verb,summa/xous,σύμμαχος,adjective,e)pi/fqonon,ἐπίφθονος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fo/bos,φόβος,noun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,polemi/ois,πολέμιος,adjective,o)fqei\s,ὁράω,verb,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,t',τε,particle,eu)=,εὖ,adverb,parainei=s,παραινέω,verb,kai\,καί,conjunction,su\,σύ,pronoun,kairi/ws,καίριος,adjective,skopei=s,σκοπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,xrusoteuxh\s,χρυσοτευχής,adjective,d',δέ,particle,ou(/nek',οὕνεκα,conjunction,a)gge/lou,ἄγγελος,noun,lo/gwn,λόγος,noun,*(rh=sos,,,pare/stw,πάρειμι,verb,th=|de,ὅδε,pronoun,su/mmaxos,σύμμαχος,adjective,xqoni/,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)adra/steia,Ἀδράστεια,proper,me\n,μέν,particle,a(,ὁ,article,*dio\s,Ζεύς,proper,pai=s,πᾶς,adjective,ei)/rgoi,ἔργω,verb,stoma/twn,στόμα,noun,fqo/non,φθόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/sw,φράζω,verb,ga\r,γάρ,particle,dh\,δή,particle,o(/son,ὅσος,adjective,moi,ἐγώ,pronoun,yuxa=|,ψυχή,noun,prosfile/s,προσφιλής,adverb,e)stin,εἰμί,verb,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/keis,ἥκω,verb,w)=,ὦ,interjection,potamou=,ποταμός,noun,pai=,παῖς,adjective,h(/keis,ἥκω,verb,e)pla/qhs,πελάζω,verb,*fili/ou,Φίλιος,proper,pro\s,πρός,preposition,au)la\n,αὐλή,noun,a)spasto/s,ἀσπαστός,adverb,e)pei/,ἐπεί,conjunction,se,σύ,pronoun,xro/nw|,χρόνος,noun,*pieri\s,Πιερίς,proper,ma/thr,μήτηρ,noun,o(/,ὅς,pronoun,te,τε,particle,kallige/furos,καλλιγέφυρος,adjective,potamo\s,ποταμός,noun,poreu/ei,πορεύω,verb,*strumw/n,Στρυμών,proper,o(/s,pote,ποτέ,particle,ὅς,pronoun,ta=s,ὁ,article,melw|dou=,μελῳδός,adjective,*mou/sas,Μοῦσα,proper,di',διά,preposition,a)khra/twn,ἀκήρατος,adjective,dinhqei\s,δινέω,verb,u(droeidh\s,ὑδροειδής,adjective,ko/lpwn,κόλπος,noun,sa\n,σός,adjective,e)fu/teusen,φυτεύω,verb,h(/ban,ἥβη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,σύ,pronoun,moi,ἐγώ,pronoun,*zeu\s,Ζεύς,proper,o(,ὁ,article,fanai=os,φαναῖος,adjective,h(/keis,ἥκω,verb,difreu/wn,διφρεύω,verb,baliai=si,βαλιός,adjective,pw/lois,πῶλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,w)=,ὦ,interjection,patri\s,πατρίς,adjective,w)=,ὦ,interjection,*frugi/a,Φρύγιος,proper,cu\n,σύν,preposition,qew=|,θεός,noun,nu=n,νῦν,adverb,soi,σύ,pronoun,to\n,ὁ,article,e)leuqe/rion,ἐλευθέριος,adjective,*zh=na,Ζεύς,proper,pa/restin,πάρειμι,verb,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra/,ἆρα,particle,pot',ποτέ,particle,au)=qis,αὖθις,adverb,a(,ὁ,article,palaia\,παλαιός,adjective,*troi/+a,Τροία,proper,tou\s,ὁ,article,propo/tas,προπότης,noun,panamereu/sei,,,qia/sous,θίασος,noun,e)rw/twn,ἔρως,noun,yalmoi=si,ψαλμός,noun,kai\,καί,conjunction,kuli/kwn,κύλιξ,noun,oi)noplanh/tois,οἰνοπλάνητος,adjective,u(podeci/ais,ὑποδεξίη,noun,a(mi/llais,ἅμιλλα,noun,kata\,κατά,preposition,po/nton,πόντος,noun,*)atreida=n,Ἀτρείδης,proper,*spa/rtan,Σπάρτη,proper,oi)xome/nwn,*)ilia/dos,Ἰλιάς,proper,οἴχομαι,verb,par',παρά,preposition,a)kta=s,ἀκτέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/los,φίλος,adjective,ei)/qe,εἴθε,interjection,moi,ἐγώ,pronoun,sa=|,σός,adjective,xeri\,χείρ,noun,kai\,καί,conjunction,sw=|,σός,adjective,dori\,δόρυ,noun,pra/cas,πράσσω,verb,ta/d',ὅδε,pronoun,e)s,εἰς,preposition,oi)=kon,οἶκος,noun,e)/lqois,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqe/,ἔρχομαι,verb,fa/nhqi,φαίνω,verb,ta\n,ὁ,article,za/xruson,ζάχρυσος,adjective,probalou=,προβάλλω,verb,*phlei/+da,Πηλείδης,proper,kat',κατά,preposition,o)/mma,ὄμμα,noun,pe/ltan,πέλτη,noun,doxmi/an,δόχμιος,adjective,pedai/rwn,μεταίρω,verb,sxista\n,σχιστός,adjective,par',παρά,preposition,a)/ntuga,ἄντυξ,noun,pw/lous,πῶλος,noun,e)reqi/zwn,ἐρεθίζω,verb,di/bolo/n,δίβολος,adjective,t',τε,particle,a)/konta,ἄκων,noun,pa/llwn,πάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,ga\r,γάρ,particle,ou)/tis,οὔτις,pronoun,u(posta\s,ὑφίστημι,verb,*)argei/as,Ἀργεῖος,proper,pot',ποτέ,particle,e)n,ἐν,preposition,*(/hras,Ἥρα,proper,dape/dois,δάπεδον,noun,xoreu/sei,χορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,nin,νιν,pronoun,a(/de,ὅδε,pronoun,ga=,γῆ,noun,kapfqi/menon,,,*qrh|ki\,Θρᾷξ,proper,mo/rw|,μόρον,noun,fi/ltaton,φίλτατος,adjective,a)/xqos,ἄχθος,noun,oi)/sei,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,i)w/,ἰώ,interjection,me/gas,μέγας,adverb,w)=,ὦ,interjection,basileu=,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo/n,καλός,noun,w)=,ὦ,interjection,*qrh/|kh,Θρᾴκη,proper,sku/mnon,σκύμνος,noun,e)/qreyas,τρέφω,verb,poli/arxon,πολίαρχος,noun,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/de,εἶδον,verb,xruso/deton,χρυσόδετος,adjective,sw/matos,σῶμα,adjective,a)lkh/n,ἀλκή,noun,klu/e,κλύω,verb,kai\,καί,conjunction,ko/mpous,κόμπος,noun,kwdwnokro/tous,κωδωνόκροτος,adjective,para\,παρά,preposition,porpa/kwn,πόρπαξ,noun,keladou=ntas,κελαδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeo/s,θεός,noun,w)=,ὦ,interjection,*troi/a,Τροία,proper,qeo/s,θεός,noun,au)to\s,αὐτός,pronoun,*)/arhs,Ἄρης,proper,o(,ὁ,article,*strumo/nios,Στρυμόνιος,proper,pw=los,πῶλος,noun,a)oidou=,ἀοιδός,noun,*mou/shs,Μοῦσα,proper,h(/kwn,ἥκω,verb,katapnei=,καταπνέω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai=r',χαίρω,verb,e)sqlo\s,ἐσθλός,adjective,e)sqlou=,ἐσθλός,adjective,pai=s,πᾶς,adjective,tu/ranne,τύραννος,noun,th=sde,ὅδε,pronoun,gh=s,γῆ,noun,*(/ektor,Ἕκτωρ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palaia=|,παλαιός,adjective,s',σύ,pronoun,h(me/ra|,ἡμέρα,noun,prosenne/pw,προσεννέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai/rw,χαίρω,verb,de/,δέ,particle,s',σύ,pronoun,eu)tuxou=nta,εὐτυχέω,verb,kai\,καί,conjunction,prosh/menon,προσῆμαι,verb,pu/rgoisin,πύργος,noun,e)xqrw=n,ἐχθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugkataska/ywn,συγκατασκάπτω,verb,d',δέ,particle,e)gw\,ἐγώ,pronoun,tei/xh,τεῖχος,noun,pa/reimi,πάρειμι,verb,kai\,καί,conjunction,new=n,ναός,noun,prh/swn,πίμπρημι,verb,ska/fh,σκάφη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=,παῖς,adjective,th=s,ὁ,article,melw|dou=,μελῳδός,adjective,mhte/ros,μήτηρ,noun,*mousw=n,Μοῦσα,proper,mia=s,εἷς,adjective,*qrh|ko/s,Θρᾷξ,proper,te,τε,particle,potamou=,ποταμός,noun,*strumo/nos,Στρυμών,proper,filw=,φιλέω,verb,le/gein,λέγω,verb,ta)lhqe\s,ἀληθής,adjective,ai)ei\,ἀεί,adverb,kou),οὐ,adverb,diplou=s,διπλόος,adjective,pe/fuk',φύω,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lai,πάλαι,adverb,pa/lai,πάλαι,adverb,xrh=n,χράω,verb,th=|de,ὅδε,pronoun,sugka/mnein,συγκάμνω,verb,xqoni\,χθών,noun,e)lqo/nta,ἔρχομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,tou)pi/,ἐπί,preposition,s',σύ,pronoun,*)argei/wn,Ἀργᾶς,proper,u(/po,ὑπό,preposition,*troi/an,Τροία,proper,e)a=sai,ἀίω,verb,polemi/w|,πολέμιος,adjective,pesei=n,πίπτω,verb,dori/,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,ti,τις,pronoun,le/ceis,λέγω,verb,w(s,ὡς,conjunction,a)/klhtos,ἄκλητος,adjective,w)\n,εἰμί,verb,fi/lois,φίλος,adjective,ou)k,οὐ,adverb,h)=lqes,ἔρχομαι,verb,ou)d',οὐδέ,particle,h)/munas,ἀμύνω,verb,ou)d',οὐδέ,particle,e)pestra/fhs,ἐπιστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga/r,γάρ,particle,se,σύ,pronoun,kh=ruc,κῆρυξ,noun,h)\,ἠέ,conjunction,gerousi/a,γερούσιας,noun,*frugw=n,Φρύξ,proper,e)lqou=s',ἔρχομαι,verb,a)mu/nein,ἀμύνω,verb,ou)k,οὐ,adverb,e)pe/skhyen,ἐπισκήπτω,verb,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=on,ποῖος,adjective,de\,δέ,particle,dw/rwn,δῶρον,noun,ko/smon,κόσμος,noun,ou)k,οὐ,adverb,e)pe/myamen,πέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,e)ggenh\s,ἐγγενής,adjective,w)\n,εἰμί,verb,ba/rbaro/s,βάρβαρος,adjective,te,τε,particle,barba/rous,βάρβαρος,adjective,*(/ellhsin,Ἕλλην,proper,h(ma=s,ἐγώ,pronoun,prou/pies,προπίνω,verb,to\,ὁ,article,so\n,σός,adjective,me/ros,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,se,σύ,pronoun,mikra=s,μικρός,adjective,e)k,ἐκ,preposition,turanni/dos,τυραννίς,noun,me/gan,μέγας,adverb,*qrh|kw=n,Θρᾴκη,proper,a)/nakta,ἄναξ,noun,th=|d',ὅδε,pronoun,e)/qhk',τίθημι,verb,e)gw\,ἐγώ,pronoun,xeri/,χείρ,noun,o(/t',ὅτε,conjunction,a)mfi\,ἀμφί,preposition,*pa/ggaio/n,Πάγγαιον,proper,te,τε,particle,*paio/nwn,Παίων,proper,te,τε,particle,gh=n,γῆ,noun,*qrh|kw=n,Θρᾴκη,proper,a)ri/stois,ἄριστος,adjective,e)mpesw\n,kata\,κατά,preposition,ἐμπίτνω,verb,sto/ma,στόμα,noun,e)/rrhca,ῥήγνυμι,verb,pe/lthn,πέλτη,noun,soi\,σύ,pronoun,de\,δέ,particle,doulw/sas,δουλόω,verb,lew\n,λαός,noun,pare/sxon,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,su\,σύ,pronoun,lakti/sas,λακτίζω,verb,pollh\n,πολύς,adjective,xa/rin,χάρις,noun,fi/lwn,φίλος,adjective,nosou/ntwn,νοσέω,verb,u(/steros,ὕστερος,adjective,bohdromei=s,βοηδρομέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,ou)de\n,οὐδείς,pronoun,h(mi=n,ἐγώ,pronoun,e)n,ἐν,preposition,ge/nei,γένος,noun,pefuko/tes,φύω,verb,pa/lai,πάλαι,adverb,paro/ntes,πάρειμι,verb,oi(\,ἕ,pronoun,me\n,μέν,particle,e)n,ἐν,preposition,xwstoi=s,χωστός,adjective,ta/fois,τάφος,noun,kei=ntai,κεῖμαι,verb,peso/ntes,πίπτω,verb,pi/stis,πίστις,noun,ou),οὐ,adverb,smikra\,μικρός,adjective,po/lei,πόλις,adjective,oi(\,ἕ,pronoun,d',e)/n,ἐν,preposition,δέ,particle,q',τε,particle,o(/ploisi,ὅπλον,noun,kai\,καί,conjunction,par',παρά,preposition,i(ppei/ois,ἵππειος,adjective,o)/xois,ὄχος,noun,yuxra\n,ψυχρός,adjective,a)/hsin,ἄησις,noun,di/yio/n,δίψιος,adjective,te,τε,particle,pu=r,πῦρ,noun,qeou=,θεός,noun,me/nousi,μένω,verb,karterou=ntes,καρτερέω,verb,ou)k,οὐ,adverb,e)n,ἐν,preposition,demni/ois,δέμνιον,noun,puknh\n,πυκνός,adjective,a)/mustin,ἄμυστις,noun,w(s,ὡς,conjunction,su\,σύ,pronoun,deciou/menoi,δεξιόομαι,verb,,,,,,,,,,,,,,,,,,,,,
tau=q',οὗτος,pronoun,w(s,ὡς,conjunction,a)\n,ἄν,particle,ei)dh=|s,οἶδα,verb,*(/ektor',Ἕκτωρ,proper,o)/nt',εἰμί,verb,e)leu/qeron,ἐλεύθερος,adjective,kai\,καί,conjunction,me/mfomai/,μέμφομαι,verb,soi,σύ,pronoun,kai\,καί,conjunction,le/gw,λέγω,verb,kat',κατά,preposition,o)/mma,ὄμμα,noun,so/n,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiou=to/s,τοιοῦτος,adjective,ei)mi,εἰμί,verb,kau)to/s,αὐτός,pronoun,eu)qei=an,εὐθύς,adjective,lo/gwn,λόγος,noun,te/mnwn,τέμνω,verb,ke/leuqon,κέλευθος,noun,kou),οὐ,adverb,diplou=s,διπλόος,adjective,pe/fuk',φύω,verb,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,mei=zon,μέγας,adverb,h)\,ἠέ,conjunction,su\,σύ,pronoun,th=sd',ὅδε,pronoun,a)pw\n,ἄπειμι,verb,xqono\s,χθών,noun,lu/ph|,λύπη,noun,pro\s,πρός,preposition,h(=par,ἧπαρ,noun,dusforw=n,δυσφορέω,verb,e)teiro/mhn,τείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)gxite/rmwn,ἀγχιτέρμων,adjective,gai=a/,γαῖα,noun,moi,ἐγώ,pronoun,*sku/qhs,Σκύθης,proper,lew/s,λαός,noun,me/llonti,μέλλω,verb,no/ston,νόστος,noun,to\n,ὁ,article,pro\s,πρός,preposition,*)/ilion,Ἴλιον,proper,pera=n,περάω,verb,cunh=ye,συνάπτω,verb,po/lemon,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
