word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/91/lemma/@_entry,word/91/lemma/@_POS
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,e)/fraze,φράζω,verb,dia\,διά,preposition,tw=n,ὁ,article,gramma/twn,o(/ti,ὅστις,pronoun,pentakisxi/liai,πεντακισχίλιοι,adjective,me\n,μέν,particle,muria/des,μυριάς,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,telw=n,τέλος,noun,u(ph=rxon,ὑπάρχω,verb,e)k,ἐκ,preposition,de\,δέ,particle,w(=n,ὅς,pronoun,au)to\s,αὐτός,pronoun,prosekth/sato,προσκτάομαι,verb,th=|,ὁ,article,po/lei,πόλις,adjective,muria/das,μυριάς,noun,o)ktakisxili/as,ὀκτακισχίλιοι,adjective,pentakosi/as,πεντακόσιοι,adjective,lamba/nousin,λαμβάνω,verb,a)nafe/retai,ἀναφέρω,verb,de\,δέ,particle,ei)s,εἰς,preposition,to\,ὁ,article,dhmo/sion,δημόσιος,adjective,tamiei=on,ταμιεῖον,noun,e)n,ἐν,preposition,nomi/smati,νόμισμα,noun,kai\,καί,conjunction,kataskeuai=s,κατασκευή,noun,a)rguri/ou,ἀργύριον,adjective,kai\,xrusi/ou,χρυσίον,noun,dismu/ria,δισμύριοι,adjective,ta/lanta,τάλαντον,noun,pa/rec,παρέξ,preposition,tw=n,ὁ,article,ei)s,εἰς,preposition,tou\s,ὁ,article,stratiw/tas,στρατιώτης,adjective,dedome/nwn,δίδωμι,verb,w(=n,ὅς,pronoun,o(,ὁ,article,tou)la/xiston,ἐλάχιστος,adjective,ai)/rwn,αἴρω,verb,kata\,κατά,preposition,lo/gon,λόγος,noun,draxma\s,δραχμή,noun,ei)/lhfe,λαμβάνω,verb,xili/as,χίλιοι,adjective,pentakosi/as,πεντακόσιοι,adjective,ai)xma/lwtoi,αἰχμάλωτος,adjective,d',δέ,particle,e)pompeu/qhsan,πομπεύω,verb,a)/neu,ἄνευ,preposition,tw=n,ὁ,article,a)rxipeiratw=n,ἀρχιπειράτης,noun,ui(o\s,υἱός,noun,*tigra/nou,Τιγράνης,proper,tou=,ὁ,article,*)armeni/ou,Ἀρμένιον,proper,meta\,μετά,preposition,gunaiko\s,γυνή,noun,kai\,καί,conjunction,qugatro/s,θυγάτηρ,adjective,au)tou=,αὐτός,pronoun,te,τε,particle,*tigra/nou,Τιγράνης,proper,tou=,ὁ,article,basile/ws,βασιλεύς,noun,gunh\,γυνή,noun,*zwsi/mh,,,kai\,καί,conjunction,basileu\s,βασιλεύς,noun,*)ioudai/wn,Ἰουδαῖος,proper,*)aristo/boulos,Ἀριστόβουλος,proper,*miqrida/tou,Μιθριδάτης,proper,de\,δέ,particle,a)delfh\,ἀδελφή,noun,kai\,καί,conjunction,pe/nte,πέντε,adverb,te/kna,τέκνον,noun,kai\,καί,conjunction,*skuqi/des,Σκυθικός,adjective,gunai=kes,γυνή,noun,*)albanw=n,de\,δέ,particle,kai\,καί,conjunction,*)ibh/rwn,Ἴβηρ,proper,o(/mhroi,ὅμηρος,noun,kai\,καί,conjunction,tou=,ὁ,article,*kommaghnw=n,,,basile/ws,βασιλεύς,noun,kai\,καί,conjunction,tro/paia,τρόπαιον,noun,pa/mpolla,παμπολύς,adjective,kai\,καί,conjunction,tai=s,ὁ,article,ma/xais,μάχη,noun,i)sa/riqma,ἰσάριθμος,adjective,pa/sais,πᾶς,adjective,a(\s,ὅς,pronoun,h)\,ἠέ,conjunction,au)to\s,αὐτός,pronoun,h)\,ἠέ,conjunction,dia\,διά,preposition,tw=n,ὁ,article,strathgw=n,στρατηγός,noun,e)ni/khse,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γράμμα,noun,καί,conjunction,,
me/giston,μέγας,adverb,de\,δέ,particle,u(ph=rxe,ὑπάρχω,verb,pro\s,πρός,preposition,do/can,δόξα,noun,kai\,καί,conjunction,mhdeni\,tw=n,ὁ,article,pw/pote,πώποτε,adverb,*(rwmai/wn,,,gegono/s,γίγνομαι,verb,o(/ti,ὅστις,pronoun,to\n,ὁ,article,tri/ton,τρίτος,adjective,qri/ambon,θρίαμβος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,tri/ths,τρίτος,adjective,h)pei/rou,ἤπειρος,adjective,kath/gagen,κατάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μηδείς,pronoun,,,,
e)pei\,ἐπεί,conjunction,tri/s,τρίς,adverb,ge,γε,particle,kai\,καί,conjunction,pro/teron,πρότερος,adjective,h)=san,εἰμί,verb,e(/teroi,teqriambeuko/tes,θριαμβεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,
e)kei=nos,ἐκεῖνος,pronoun,de\,δέ,particle,to\n,ὁ,article,me\n,μέν,particle,prw=ton,πρότερος,adjective,e)k,ἐκ,preposition,*libu/hs,to\n,ὁ,article,de\,δέ,particle,deu/teron,δεύτερος,adjective,e)c,ἐκ,preposition,*eu)rw/phs,Εὐρώπη,proper,tou=ton,οὗτος,pronoun,de\,δέ,particle,to\n,ὁ,article,teleutai=on,τελευταῖος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,ei)sagagw\n,εἰσάγω,verb,tro/pon,τρόπος,noun,tina\,τις,pronoun,th\n,ὁ,article,oi)koume/nhn,οἰκουμένη,noun,e)do/kei,δοκέω,verb,toi=s,ὁ,article,trisi\n,τρεῖς,noun,u(ph=xqai,ὑπάγω,verb,qria/mbois,θρίαμβος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Λιβύη,proper,,,,
h(liki/a|,ἡλικία,noun,de\,δέ,particle,to/te,τότε,adverb,h)=n,εἰμί,verb,w(s,ὡς,conjunction,me\n,μέν,particle,oi(,kata\,κατά,preposition,pa/nta,πᾶς,adjective,tw=|,ὁ,article,*)aleca/ndrw|,Ἀλέξανδρος,proper,paraba/llontes,παραβάλλω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,prosbiba/zontes,προσβιβάζω,verb,a)ciou=si,ἀξιόω,verb,new/teros,νέος,adjective,tw=n,ὁ,article,tria/konta,τριάκοντα,noun,kai\,καί,conjunction,tetta/rwn,τέσσαρες,noun,e)tw=n,ἔται,noun,a)lhqei/a|,ἀλήθεια,adjective,de\,δέ,particle,toi=s,ὁ,article,tettara/konta,τεσσαράκοντα,adjective,prosh=gen,προσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
w(s,ὡς,conjunction,w)/nhto/,ὀνέομαι,verb,g',γε,particle,a)\n,ἄν,particle,e)ntau=qa,ἐνταῦθα,adverb,tou=,ὁ,article,bi/ou,pausa/menos,παύω,verb,a)/xri,ἄχρι,adverb,ou(=,ἕ,pronoun,th\n,ὁ,article,*)aleca/ndrou,Ἀλέξανδρος,proper,tu/xhn,τύχη,noun,e)/sxen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βίος,adjective,,,,
o(,ὁ,article,de\,δέ,particle,e)pe/keina,ἐπέκεινα,adverb,xro/nos,χρόνος,noun,au)tw=|,αὐτός,pronoun,ta\s,ὁ,article,me\n,eu)tuxi/as,εὐτυχία,noun,h)/negken,φέρω,verb,e)pifqo/nous,ἐπίφθονος,adjective,a)nhke/stous,ἀνήκεστος,adjective,de\,δέ,particle,ta\s,ὁ,article,dustuxi/as,δυστυχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,
h(\n,ὅς,pronoun,ga\r,γάρ,particle,e)k,ἐκ,preposition,proshko/ntwn,προσήκω,verb,au)to\s,αὐτός,pronoun,e)kth/sato,κτάομαι,verb,du/namin,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,tau/th|,οὗτος,pronoun,xrw/menos,χράομαι,verb,u(pe\r,ὑπέρ,preposition,a)/llwn,ἄλλος,adjective,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,o(/son,ὅσος,adjective,e)kei/nois,ἐκεῖνος,pronoun,i)sxu/os,ἰσχύς,noun,proseti/qei,προστίθημι,verb,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,do/chs,δόξα,noun,a)fairw=n,ἀφαιρέω,verb,e)/laqe,λανθάνω,verb,r(w/mh|,ῥώμη,noun,kai\,καί,conjunction,mege/qei,μέγεθος,adjective,th=s,ὁ,article,au)tou=,αὐτός,pronoun,duna/mews,δύναμις,adjective,kataluqei/s,καταλύω,verb,kai\,καί,conjunction,kaqa/per,καθά,adverb,ta\,ὁ,article,karterw/tata,καρτερός,adjective,me/rh,μέρα,noun,kai\,xwri/a,χωρίον,noun,tw=n,ὁ,article,po/lewn,πόλις,adjective,o(/tan,ὅταν,conjunction,de/chtai,δέχομαι,verb,polemi/ous,πολέμιος,adjective,e)kei/nois,ἐκεῖνος,pronoun,prosti/qhsi,προστίθημι,verb,th\n,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,i)sxu/n,ἰσχύς,noun,ou(/tws,οὕτως,adverb,dia\,διά,preposition,th=s,ὁ,article,*pomphi/+ou,Πομπήιος,proper,duna/mews,δύναμις,adjective,*kai=sar,Καῖσαρ,proper,e)carqei\s,ἐξαίρω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,kata\,κατά,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,i)/sxuse,ἰσχύω,verb,tou=ton,οὗτος,pronoun,a)ne/treye,ἀνατρέπω,verb,kai\,καί,conjunction,kate/balen,καταβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δύναμις,adjective,καί,conjunction,,
e)pra/xqh,πράσσω,verb,de\,δέ,particle,ou(/tws,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*leu/kollon,,,w(s,ὡς,conjunction,e)panh=lqen,ἐπανέρχομαι,verb,e)c,ἐκ,preposition,*)asi/as,Ἄσιος,proper,u(po\,ὑπό,preposition,*pomphi/+ou,periu+brisme/nos,περιυβρίζω,verb,au)ti/ka,αὐτίκα,adverb,te,τε,particle,lamprw=s,λαμπρός,adjective,h(,ὁ,article,su/gklhtos,σύγκλητος,adjective,e)de/cato,δέχομαι,verb,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,e)/ti,ἔτι,adverb,*pomphi/+ou,Πομπήιος,proper,paragenome/nou,παραγίγνομαι,verb,kolou/ousa,κολούω,verb,th\n,ὁ,article,do/can,δόξα,noun,h)/geiren,ἀγείρω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,politei/an,πολιτεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Πομπήιος,proper,,,,
o(,ὁ,article,de\,δέ,particle,ta)=lla,ἄλλος,adjective,me\n,μέν,particle,a)mblu\s,ἀμβλύς,adjective,h)=n,εἰμί,verb,h)/dh,kai\,καί,conjunction,kate/yukto,καταψύχω,verb,to\,ὁ,article,praktiko/n,πρακτικός,adjective,h(donh=|,ἡδονά,noun,sxolh=s,σχολή,noun,kai\,καί,conjunction,tai=s,ὁ,article,peri/,περί,preposition,to\n,ὁ,article,plou=ton,πλοῦτος,noun,diatribai=s,διατριβή,noun,e(auto\n,ἑαυτοῦ,pronoun,e)ndedwkw/s,ἐνδίδωμι,verb,e)pi\,ἐπί,preposition,de\,δέ,particle,*pomph/i+on,Πομπήιος,proper,eu)qu\s,εὐθύς,adverb,a)i/+cas,ἀίσσω,verb,kai\,καί,conjunction,labo/menos,λαμβάνω,verb,e)nto/nws,ἔντονος,adjective,au)tou=,αὐτός,pronoun,peri/,περί,preposition,te,τε,particle,tw=n,ὁ,article,diata/cewn,διάταξις,noun,a(\s,ὅς,pronoun,e)/lusen,ἐλύω,verb,e)kra/tei,κρατέω,verb,kai\,ple/on,πλέος,adjective,ei)=xen,ἔχω,verb,e)n,ἐν,preposition,th=|,ὁ,article,boulh=|,βουλεύς,noun,sunagwnizome/nou,συναγωνίζομαι,verb,*ka/twnos,,,e)kpi/ptwn,ἐκπίτνω,verb,de\,δέ,particle,kai\,καί,conjunction,periwqou/menos,περιωθέω,verb,o(,ὁ,article,*pomph/i+os,Πομπήιος,proper,h)nagka/zeto,ἀναγκάζω,verb,dhmarxou=si,δημαρχέω,verb,prosfeu/gein,προσφεύγω,verb,kai\,καί,conjunction,prosarta=sqai,προσαρτάω,verb,meiraki/ois,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἤδη,adverb,καί,conjunction,,
