word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS
ei),εἰ,conjunction,d',δέ,particle,o(,ὁ,article,th=s,kinh/sews,κίνησις,adjective,kai\,καί,conjunction,sunenta/sews,συνέντασις,noun,kai\,καί,conjunction,parasta/sews,παράστασις,noun,tro/pos,τρόπος,noun,xalepo\s,χαλεπός,adjective,h)\,ἠέ,conjunction,pantelw=s,παντελής,adverb,a)/poros,ἄπορος,adjective,sunofqh=nai,συνοράω,verb,kaq',κατά,preposition,o(\n,ὅς,pronoun,h(,ὁ,article,ὁ,article,yuxh\,ψυχή,noun,noh/sasa,νοέω,verb,e)fe/lketai,ἐφέλκω,verb,tai=s,ὁ,article,o(rmai=s,ὁρμή,noun,to\n,ὁ,article,o)/gkon,ὄγκος,noun,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,o(/sw|,ὅσος,adjective,ma/la,μάλα,adverb,di/xa,δίχα,adverb,fwnh=s,φωνή,noun,e)nnohqei\s,ἐννοέω,verb,kinei=,κινέω,verb,lo/gos,λόγος,noun,a)pragmo/nws,ἀπράγμων,adjective,ou(/tws,οὕτως,adverb,ou)k,οὐ,adverb,a)\n,ἄν,particle,oi)=mai,οἴομαι,verb,duspei/stws,δύσπειστος,adjective,e)/xoimen,ἔχω,verb,u(po\,ὑπό,preposition,nou=,νόος,adjective,krei/ssonos,κρείσσων,verb,nou=n,νόος,adjective,kai\,καί,conjunction,yuxh=s,ψυχή,noun,qeiote/ras,θεῖος,adjective,a)\n,ἄν,particle,a)/gesqai,ἄγω,verb,qu/raqen,θύραθεν,adverb,e)faptome/nhs,ἐφάπτω,verb,h(\n,ὅς,pronoun,pe/fuken,φύω,verb,e)pafh\n,ἐπαφή,noun,lo/gos,λόγος,noun,i)/sxein,ἴσχω,verb,pro\s,πρός,preposition,lo/gon,λόγος,noun,w(/sper,ὥσπερ,adverb,fw=s,φάος,adjective,a)ntau/geian,ἀνταύγεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,ga\r,γάρ,particle,o)/nti,εἰμί,verb,ta\s,me\n,μέν,particle,a)llh/lwn,ἀλλήλων,pronoun,noh/seis,νόησις,adjective,oi(=on,οἷος,adjective,u(po\,ὑπό,preposition,sko/tw|,σκότος,noun,dia\,διά,preposition,fwnh=s,φωνή,noun,yhlafw=ntes,ψηλαφάω,verb,gnwri/zomen,γνωρίζω,verb,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,daimo/nwn,fe/ggos,φέγγος,noun,e)/xousai,ἔχω,verb,toi=s,ὁ,article,duname/nois,δύναμαι,verb,e)lla/mpousin,ἐλλάμπω,verb,ou),οὐ,adverb,deo/menai,δέομαι,verb,r(hma/twn,ῥῆμα,noun,ou)d',οὐδέ,particle,o)noma/twn,ὄνομα,adjective,oi(=s,ὅς,pronoun,xrw/menoi,χράομαι,verb,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,a)/nqrwpoi,ἄνθρωπος,noun,sumbo/lois,σύμβολος,adjective,ei)/dwla,tw=n,ὁ,article,nooume/nwn,νοέω,verb,kai\,καί,conjunction,ei)ko/nas,εἰκών,noun,o(rw=sin,ὁράω,verb,au)ta\,αὐτός,pronoun,d',δέ,particle,ou),οὐ,adverb,gignw/skousi,γιγνώσκω,verb,plh\n,πλήν,preposition,oi(=s,ὅς,pronoun,e)/pestin,ἔπειμι,verb,i)/dio/n,ἴδιος,adjective,ti,τις,pronoun,εἴδωλον,noun,kai\,καί,conjunction,daimo/nion,δαιμόνιον,noun,w(/sper,ὥσπερ,adverb,ei)/rhtai,ἔρομαι,verb,fe/ggos,φέγγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,to\,ὁ,article,peri\,περί,preposition,th\n,fwnh\n,φωνή,noun,gigno/menon,γίγνομαι,verb,e)/stin,εἰμί,verb,paramuqei=tai,παραμυθέομαι,verb,tou\s,ὁ,article,a)pistou=ntas,ἀπιστέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,a)h\r,ἀήρ,adjective,fqo/ggois,e)na/rqrois,ἔναρθρος,adjective,tupwqei\s,τυπόω,verb,kai\,καί,conjunction,geno/menos,γίγνομαι,verb,di',διά,preposition,o(/lou,ὅλος,adjective,lo/gos,λόγος,noun,kai\,καί,conjunction,fwnh\,φωνή,noun,pro\s,πρός,preposition,th\n,ὁ,article,yuxh\n,ψυχή,noun,tou=,ὁ,article,a)krowme/nou,ἀκροάομαι,verb,φθόγγος,noun,perai/nei,περαίνω,verb,th\n,ὁ,article,no/hsin,νόησις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,qauma/zein,θαυμάζω,verb,ou)k,οὐ,adverb,a)/cion,ei),εἰ,conjunction,kai\,καί,conjunction,kata\,κατά,preposition,tou=to,οὗτος,pronoun,to\,ὁ,article,nohqe\n,νοέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)meino/nwn,ἀμείνων,adjective,o(,ὁ,article,a)h\r,ἀήρ,adjective,trepo/menos,τρέπω,verb,di',διά,preposition,eu)pa/qeian,εὐπάθεια,noun,ἄξιος,adjective,e)nshmai/netai,ἐνσημαίνομαι,verb,toi=s,ὁ,article,qei/ois,θεῖος,noun,kai\,καί,conjunction,perittoi=s,περισσός,adjective,a)ndra/si,ἀνήρ,noun,to\n,ὁ,article,tou=,ὁ,article,noh/santos,νοέω,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ga\r,γάρ,particle,ai(,ὁ,article,plhgai\,tw=n,ὁ,article,ontwn,,,a)spi/si,ἀσπίς,noun,xalkai=s,χάλκεος,adjective,a(li/skontai,ἁλίσκομαι,verb,dia\,διά,preposition,th\n,ὁ,article,a)nth/xhsin,ἀντήχησις,noun,o(/tan,ὅταν,conjunction,e)k,ἐκ,preposition,ba/qous,βάθος,adjective,a)nafero/menai,ἀναφέρω,verb,prospe/swsi,προσπίτνω,verb,tw=n,ὁ,article,πληγή,noun,d',δέ,particle,a)/llwn,ἄλλος,adjective,a)dh/lws,ἄδηλος,adjective,diekqe/ousai,διεκθέω,verb,lanqa/nousin,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,oi(,ἕ,pronoun,tw=n,ὁ,article,daimo/nwn,lo/goi,λόγος,noun,dia\,διά,preposition,pa/ntwn,πᾶς,adjective,fero/menoi,φέρω,verb,mo/nois,μόνος,adjective,e)nhxou=si,ἐνηχέω,verb,toi=s,ὁ,article,a)qo/rubon,ἀθόρυβος,adjective,h)=qos,ἦθος,adjective,kai\,καί,conjunction,nh/nemon,νήνεμος,adjective,e)/xousi,ἔχω,verb,th\n,ὁ,article,yuxh\n,ψυχή,noun,δαίμων,adjective,ou(\s,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,i(erou\s,ἱερός,adjective,kai\,καί,conjunction,daimoni/ous,δαιμόνιος,adjective,a)nqrw/pous,ἄνθρωπος,noun,kalou=men,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,polloi\,πολύς,adjective,katadarqou=sin,oi)/ontai,οἴομαι,verb,to\,ὁ,article,daimo/nion,δαιμόνιον,noun,a)nqrw/pois,ἄνθρωπος,noun,e)piqeia/zein,ἐπιθειάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταδαρθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)grhgoro/tas,ἐγείρω,verb,kai\,kaqestw=tas,καθίστημι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,fronei=n,φρονέω,verb,o(moi/ws,ὅμοιος,adjective,kinou=si,κινέω,verb,qaumasto\n,θαυμαστός,adjective,h(gou=ntai,ἡγέομαι,verb,kai\,καί,conjunction,a)/piston,ἄπιστος,adjective,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,a)\n,ἄν,particle,ei)/,εἰ,conjunction,tis,oi)/oito,οἴομαι,verb,to\n,ὁ,article,mousiko\n,μουσικός,adjective,a)neime/nh|,ἀνίημι,verb,th=|,ὁ,article,lu/ra|,λύρα,adjective,xrw/menon,χράομαι,verb,o(/tan,ὅταν,conjunction,susth=|,συνίστημι,verb,toi=s,ὁ,article,to/nois,τόνος,noun,h)\,ἠέ,conjunction,kaqarmosqh=|,καθαρμόζω,verb,mh\,μή,conjunction,τις,pronoun,a(/ptesqai,ἅπτω,verb,mhde\,μηδέ,particle,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,ai)/tion,αἴτιος,adjective,ou),sunorw=si,συνοράω,verb,th\n,ὁ,article,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,a)narmosti/an,ἀναρμοστία,noun,kai\,καί,conjunction,taraxh/n,ταραχή,noun,h(=s,ὅς,pronoun,a)ph/llakto,ἀπαλλάσσω,verb,*swkra/ths,Σωκράτης,proper,o(,ὁ,article,e(tai=ros,ἑταῖρος,noun,h(mw=n,ἐγώ,pronoun,w(/sper,ὥσπερ,adverb,οὐ,adverb,o(,ὁ,article,doqei\s,δίδωμι,verb,e)/ti,ἔτι,adverb,paido\s,παῖς,adjective,o)/ntos,εἰμί,verb,au)tou=,αὐτός,pronoun,tw=|,ὁ,article,patri\,πατήρ,noun,xrhsmo\s,χρησμός,noun,a)peqe/spisen,ἀποθεσπίζω,verb,e)a=n,ἀίω,verb,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,e)ke/leusen,κελεύω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,e)pi\,ἐπί,preposition,nou=n,νόος,adjective,i)/h|,εἶμι,verb,pra/ttein,πράσσω,verb,kai\,καί,conjunction,mh\,μή,conjunction,bia/zesqai,βιάζω,verb,mhde\,μηδέ,particle,para/gein,παράγω,verb,a)ll',ἀλλά,adverb,e)fie/nai,ἐφίημι,verb,th\n,ὁ,article,o(rmh\n,ὁρμή,noun,tou=,ὁ,article,paido/s,παῖς,adjective,eu)xo/menon,εὔχομαι,verb,u(pe\r,ὑπέρ,preposition,au)tou=,αὐτός,pronoun,*dii\,Ζεύς,proper,a)gorai/w|,ἀγοραῖος,adjective,kai\,καί,conjunction,*mou/sais,Μοῦσα,proper,ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,mh\,μή,conjunction,polupragmonei=n,πολυπραγμονέω,verb,peri\,περί,preposition,*swkra/tous,Σωκράτης,proper,w(s,ὡς,conjunction,krei/ttona,κρείσσων,verb,dh/pouqen,δήπουθεν,particle,e)/xontos,ἔχω,verb,e)n,ἐν,preposition,au(tw=|,ἑαυτοῦ,pronoun,muri/wn,μυρίος,adjective,didaska/lwn,διδάσκαλος,noun,kai\,καί,conjunction,paidagwgw=n,παιδαγωγέω,verb,h(gemo/na,ἡγεμών,noun,pro\s,πρός,preposition,to\n,ὁ,article,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mi=n,ἐγώ,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,*feido/lae,kai\,καί,conjunction,zw=ntos,ζάω,verb,*swkra/tous,Σωκράτης,proper,kai\,καί,conjunction,teqnhko/tos,θνήσκω,verb,ou(/tws,οὕτως,adverb,e)nnoei=n,ἐννοέω,verb,peri\,περί,preposition,tou=,ὁ,article,daimoni/ou,δαιμόνιον,noun,pari/statai,παρίστημι,verb,tw=n,ὁ,article,klhdo/nas,κληδών,noun,h)\,ἠέ,conjunction,,,ptarmou\s,πταρμός,noun,h)/,ἠέ,conjunction,ti,τις,pronoun,toiou=ton,τοιοῦτος,adjective,ei)rhko/twn,ἐρῶ,verb,a)/llo,ἄλλος,adjective,katafronou=sian,,,a(\,ὅς,pronoun,de\,δέ,particle,*tima/rxou,Τίμαρχος,proper,tou=,ὁ,article,*xairwne/ws,,,h)kou/samen,ἀκούω,verb,u(pe\r,ὑπέρ,preposition,tou/tou,οὗτος,pronoun,diecio/ntos,διέξειμι,verb,ou)k,οὐ,adverb,oi)=da,οἶδα,verb,mh\,μή,conjunction,mu/qois,μῦθος,noun,o(moio/ter',ὅμοιος,adjective,h)\,ἠέ,conjunction,lo/gois,λόγος,noun,o)/nta,εἰμί,verb,siwpa=n,σιωπάω,verb,a)/meinon,ἀμείνων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhdamw=s,μηδαμός,adverb,ei)=pen,εἶπον,verb,o(,ὁ,article,*qeo/kritos,a)lla\,ἀλλά,adverb,di/elq',διέρχομαι,verb,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θεόκριτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,mh\,li/an,λίαν,adverb,a)kribw=s,ἀκριβῶς,adverb,a)ll',ἀλλά,adverb,e)/stin,εἰμί,verb,o(/ph,ὅπη,adverb,yau/ei,ψαύω,verb,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,kai\,καί,conjunction,to\,ὁ,article,muqw=des,μυθώδης,adverb,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/teron,πρότερος,adjective,de\,δέ,particle,ti/s,τίς,pronoun,h)=n,ou(=tos,οὗτος,pronoun,o(,ὁ,article,*ti/marxos,Τίμαρχος,proper,fra/son,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
