word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS
tou=to,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,parw=men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,tw=|,ὁ,article,*cenoklei=,h)ggu/a,ἐγγυάω,verb,o(,ὁ,article,*)/endios,Ἔνδιος,proper,th\n,a)delfidh=n,ἀδελφιδῆ,noun,sou,σύ,pronoun,e)pe/treyas,ἐπιτρέπω,verb,w)=,ὦ,interjection,*niko/dhme,Νικόδημος,proper,th\n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,e)gguhth=s,ἐγγυητός,adjective,tw=|,ὁ,article,*pu/rrw|,Πύρρος,proper,gegenhme/nhn,γίγνομαι,verb,w(s,ὡς,conjunction,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,e)kei/nw|,ἐκεῖνος,pronoun,ou)=san,εἰμί,verb,e)ggua=sqai,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ξενοκλέης,proper,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)sh/ggeilas,εἰσαγγέλλω,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,kakou=sqai,κακόω,verb,th\n,ὁ,article,e)pi/klhron,ἐπίκληρος,adjective,u(po\,tou=,ὁ,article,ei)spoih/tou,εἰσποίητος,adjective,ou(/tws,οὕτως,adverb,u(brizome/nhn,ὑβρίζω,verb,kai\,καί,conjunction,a)/klhron,ἄκληρος,adjective,tw=n,ὁ,article,e(auth=s,ἑαυτοῦ,pronoun,patrw/|wn,πατρῷος,adjective,kaqistame/nhn,καθίστημι,verb,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,mo/nwn,μόνος,adjective,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,dikw=n,δίκη,adjective,a)kindu/nwn,ἀκίνδυνος,adjective,toi=s,ὁ,article,diw/kousin,διώκω,verb,ou)sw=n,εἰμί,verb,kai\,καί,conjunction,e)co\n,ἔξεστι,verb,tw=|,ὁ,article,boulome/nw|,βούλομαι,verb,bohqei=n,βοηθέω,verb,tai=s,ὁ,article,e)piklh/rois,ἐπίκληρος,adjective,,,,,,,,,,,,,,,,ἄρχων,noun,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,e)piti/mion,ἐπιτίμιον,noun,tai=s,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,ei)saggeli/ais,e)/pestin,ἔπειμι,verb,ou)d',οὐδέ,particle,e)a\n,ἐάν,conjunction,mhdemi/an,μηδείς,pronoun,tw=n,ὁ,article,yh/fwn,ψήφων,noun,oi(,ἕ,pronoun,ei)saggei/lantes,εἰσαγγέλλω,verb,metala/bwsin,μεταλαμβάνω,verb,ou)/te,οὔτε,adverb,prutanei=a,πρυτανεῖον,adjective,ou)/te,οὔτε,adverb,para/stasis,παράστασις,noun,ou)demi/a|,οὐδείς,pronoun,ti/qetai,τίθημι,verb,tw=n,ὁ,article,ei)saggeliw=n,εἰσαγγελία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,εἰσαγγελία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,toi=s,ὁ,article,me\n,μέν,particle,diw/kousin,a)kindu/nws,ἀκίνδυνος,adjective,ei)sagge/llein,εἰσαγγέλλω,verb,e)/cesti,ἔξεστι,verb,tw=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διώκω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,d',δέ,particle,a(liskome/nois,ἁλίσκομαι,verb,e)/sxatai,timwri/ai,τιμωρία,noun,e)pi\,ἐπί,preposition,tai=s,ὁ,article,ei)saggeli/ais,e)/peisin,ἔπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σχέθω,verb,εἰσαγγελία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,ei),εἰ,conjunction,h)=n,εἰμί,verb,e)c,e)gguhth=s,ἐγγυητός,adjective,h(,ὁ,article,tou/tou,οὗτος,pronoun,a)delfidh=,tw=|,ὁ,article,h(mete/rw|,ἡμέτερος,adjective,qei/w|,θεῖος,noun,gegenhme/nh,γίγνομαι,verb,e)pe/treyen,ἐπιτρέπω,verb,a)\n,ἄν,particle,*niko/dhmos,Νικόδημος,proper,w(s,ὡς,conjunction,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,ou)=san,εἰμί,verb,au)th\n,αὐτός,pronoun,e)ggua=sqai,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,ἀδελφιδέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,genome/nwn,γίγνομαι,verb,au)tw=n,αὐτός,pronoun,ou)k,a)\n,ἄν,particle,ei)sh/ggeile,εἰσαγγέλλω,verb,pro\s,πρός,preposition,to\n,a)/rxonta,ἄρχων,noun,u(bri/zesqai,ὑβρίζω,verb,th\n,ὁ,article,e)pi/klhron,ἐπίκληρος,adjective,u(po\,ὑπό,preposition,tou=,ὁ,article,ou(/tws,οὕτως,adverb,e)gguh/santos,ἐγγυάω,verb,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei),εἰ,conjunction,h)=n,εἰμί,verb,a)lhqh=,a(\,ὅς,pronoun,nuni\,νυνί,adverb,teto/lmhkas,τολμάω,verb,marturh=sai,paraxrh=ma,παραχρῆμα,adverb,eu)qu\s,εὐθύς,adverb,to/te,τότε,adverb,e)timwrh/sw,τιμωρέω,verb,a)\n,ἄν,particle,to\n,ὁ,article,a)dikou=nta,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀληθής,adjective,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,laqei=n,seauto\n,σαυτοῦ,pronoun,prospoih/sei,προσποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,ou)d',οὐδέ,particle,e)k,ἐκ,preposition,th=s,e)pidoqei/shs,ἐπιδίδωμι,verb,au)th=|,αὐτός,pronoun,proiko\s,προίξ,adjective,h)/|sqou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,αἰσθάνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,kai\,καί,conjunction,di',διά,preposition,au)to\,tou=to,οὗτος,pronoun,a)ganakth/santi,ἀγανακτέω,verb,dh/pou,δήπου,particle,soi,ei)saggei=lai,εἰσαγγέλλω,verb,to\n,ὁ,article,*)/endion,Ἔνδιος,proper,prosh=ken,προσήκω,verb,ei),εἰ,conjunction,au)to\s,αὐτός,pronoun,me\n,μέν,particle,trita/lanton,τριτάλαντον,noun,oi)=kon,οἶκος,noun,e)/xein,ἔχω,verb,h)ci/ou,ἀξιόω,verb,w(s,ὡς,conjunction,prosh=kon,προσήκω,verb,au(tw=|,ἑαυτοῦ,pronoun,th=|,ὁ,article,de\,δέ,particle,gnhsi/a|,γνήσιος,adjective,ou)/sh|,εἰμί,verb,ltqugatri\gt,,,trisxili/as,τρισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
draxma\s,δραχμή,noun,proi=ka,προίξ,adjective,e)pidou\s,ἐπιδίδωμι,verb,e)kdou=nai,h)ci/wsen,ἀξιόω,verb,a)/llw|,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',εἶτα,adverb,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,ou)k,a)ganakth/sas,ἀγανακτέω,verb,ei)sh/ggeilen,εἰσαγγέλλω,verb,a)\n,ἄν,particle,to\n,*)/endion,Ἔνδιος,proper,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,ma\,μά,particle,*di/a,Δίη,proper,ei)/,g',γε,particle,h)=n,εἰμί,verb,a)lhqe\s,ἀληθής,adjective,to\,pra=gma,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,de\,δέ,particle,ou)d',οὐδέ,particle,a)\n,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,e)kei=non,ἐκεῖνος,pronoun,ou)d',a)/llon,ἄλλος,adjective,ge,γε,particle,tw=n,ὁ,article,ei)spoih/twn,εἰσποίητος,adjective,ou)de/na,οὐδείς,pronoun,ou(/tws,οὕτως,adverb,eu)h/qh,εὐήθης,adjective,ou)d',οὐδέ,particle,au)=,αὖ,interjection,o)li/gwron,ὀλίγωρος,adjective,tw=n,ὁ,article,no/mwn,νόμος,noun,tw=n,ὁ,article,keime/nwn,κεῖμαι,verb,gi/gnesqai,γίγνομαι,verb,w(/sq',ὥστε,conjunction,u(parxou/shs,ὑπάρχω,verb,gnhsi/as,γνήσιος,adjective,qugatro\s,θυγάτηρ,adjective,tw=|,ὁ,article,to\n,ὁ,article,klh=ron,κλῆρος,adjective,katalipo/nti,καταλιμπάνω,verb,e(te/rw|,ἕτερος,adjective,dou=nai,δίδωμι,verb,tau/thn,οὗτος,pronoun,a)nq',ἀντί,preposition,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,ἄν,particle,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kribw=s,ἀκριβῶς,adverb,ga\r,γάρ,particle,h)/|dei,οἶδα,verb,dio/ti,toi=s,ὁ,article,ge,γε,particle,e)k,ἐκ,preposition,th=s,gnhsi/as,γνήσιος,adjective,qugatro\s,θυγάτηρ,adjective,paisi\,παῖς,adjective,gegono/sin,γίγνομαι,verb,a(pa/ntwn,ἅπας,adjective,tw=n,ὁ,article,pappw/|wn,παππῷος,adjective,klhronomi/a,κληρονομία,noun,prosh/kei,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διότι,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,ei)dw\s,οἶδα,verb,a)/n,ἄν,particle,tis,tau=ta,οὗτος,pronoun,e(te/rw|,ἕτερος,adjective,paradoi/h,παραδέω,verb,ta\,au(tou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,thlikau=ta,τηλικοῦτος,adjective,o)/nta,εἰμί,verb,o(/swn,ὅσος,adjective,h)mfisbh/thsan,ἀμφισβητέω,verb,ou(=toi,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,d',δέ,particle,a)/n,ἄν,particle,tis,u(mi=n,σύ,pronoun,ou(/tws,οὕτως,adverb,a)naidh\s,ἀναιδής,adjective,h)\,tolmhro\s,τολμηρός,adjective,ei)spoi/htos,εἰσποίητος,adjective,gene/sqai,γίγνομαι,verb,w(/ste,ὥστε,conjunction,mhde\,μηδέ,particle,to\,ὁ,article,de/katon,δέκατος,adjective,me/ros,μέρος,noun,e)pidou\s,ἐπιδίδωμι,verb,e)kdou=nai,ἐκδίδωμι,verb,th=|,ὁ,article,gnhsi/a|,γνήσιος,adjective,qugatri\,θυγάτηρ,adjective,tw=n,ὁ,article,patrw/|wn,πατρῷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nwn,γίγνομαι,verb,de\,δέ,particle,tou/twn,οὗτος,pronoun,dokei=,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,o(,ὁ,article,qei=os,e)pitre/yai,ἐπιτρέπω,verb,o(,ὁ,article,e)gguh=sai,ἐγγυάω,verb,memarturhkw\s,μαρτυρέω,verb,au)th=s,αὐτός,pronoun,th\n,ὁ,article,mhte/ra,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,θεῖος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ou),nomi/zw,νομίζω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,h)mfisbh/thsen,a)\n,ἄν,particle,tou=,ὁ,article,klh/rou,κλῆρος,adjective,kai\,καί,conjunction,diemartu/rhse,διαμαρτυρέω,verb,kai\,καί,conjunction,ei)sh/ggeilen,εἰσαγγέλλω,verb,a)\n,ἄν,particle,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,kai\,καί,conjunction,a)/llo,ἄλλος,adjective,ei)/,εἰ,conjunction,ti,τις,pronoun,h)=n,εἰμί,verb,i)sxuro/teron,ἰσχυρός,adjective,tou/twn,οὗτος,pronoun,a(/pant',ἅπας,adjective,a)\n,ἄν,particle,diepra/cato,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,ἀμφισβητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
