word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
ei)si\n,εἰμί,verb,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,ou)de\n,οὐδείς,pronoun,h(=sson,ἥσσων,adverb,a)/qliai,ἄθλιος,adjective,grai=ai,γραίη,noun,gunai=kes,γυνή,noun,h)de\,ἠδέ,conjunction,presbu=tai,πρεσβύτης,noun,se/qen,σύ,pronoun,nu/mfai,νύμφη,noun,t',τε,particle,a)ri/stwn,ἄριστος,adjective,numfi/wn,νυμφίος,noun,thtw/menai,τητάομαι,verb,w(=n,ὅς,pronoun,h(/de,ὅδε,pronoun,keu/qei,κεύθω,verb,sw/mat',σῶμα,adjective,*)idai/a,Ἰδαῖος,proper,ko/nis,κόνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/lma,τόλμα,noun,ta/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,d',δέ,particle,ei),εἰ,conjunction,kakw=s,κακός,adjective,nomi/zomen,νομίζω,verb,tima=n,τιμάω,verb,to\n,ὁ,article,e)sqlo/n,ἐσθλός,adjective,a)maqi/an,ἀμαθία,noun,o)flh/somen,ὀφλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,ba/rbaroi,βάρβαρος,adjective,de\,δέ,particle,mh/te,μήτε,particle,tou\s,ὁ,article,fi/lous,φίλος,adjective,fi/lous,φῖλος,noun,h(gei=sqe,ἁγέομαι,verb,mh/te,μήτε,particle,tou\s,ὁ,article,kalw=s,καλός,noun,teqnhko/tas,θνήσκω,verb,qauma/zeq',θαυμάζω,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,h(,ὁ,article,me\n,μέν,particle,*(ella\s,Ἑλλάς,proper,eu)tuxh=|,εὐτυχέω,verb,u(mei=s,σύ,pronoun,d',δέ,particle,e)/xhq',ἔχης,noun,o(/moia,ὅμοιος,adjective,toi=s,ὁ,article,bouleu/masin,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,dou=lon,δοῦλος,noun,w(s,ὡς,conjunction,kako\n,κακός,adjective,pe/fuk',φύω,verb,a)ei\,ἀεί,adverb,tolma=|,τολμάω,verb,q',τε,particle,a(\,ὅς,pronoun,mh\,μή,conjunction,xrh/,χρή,verb,th=|,ὁ,article,bi/a|,βία,adjective,nikw/menon,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,qu/gater,θυγάτηρ,adjective,ou(moi\,ἐμός,adjective,me\n,μέν,particle,lo/goi,λόγος,noun,pro\s,πρός,preposition,ai)qe/ra,αἰθήρ,noun,frou=doi,φροῦδος,adjective,ma/thn,μάτην,adverb,r(ife/ntes,ῥίπτω,verb,a)mfi\,ἀμφί,preposition,sou=,σύ,pronoun,fo/nou,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ei)/,εἰ,conjunction,ti,τις,pronoun,mei/zw,μέγας,adverb,du/namin,δύναμις,adjective,h)\,ἠέ,conjunction,mh/thr,μήτηρ,noun,e)/xeis,ἔχω,verb,spou/daze,σπουδάζω,verb,pa/sas,πᾶς,adjective,w(/st',ὥστε,conjunction,a)hdo/nos,ἀηδών,noun,sto/ma,στόμα,noun,fqogga\s,φθογγή,noun,i(ei=sa,ἵημι,verb,mh\,μή,conjunction,sterhqh=nai,στερέω,verb,bi/ou,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/spipte,προσπίτνω,verb,d',δέ,particle,oi)ktrw=s,οἰκτρός,adjective,tou=d',ὅδε,pronoun,*)odusse/ws,Ὀδυσσεύς,proper,go/nu,γόνυ,noun,kai\,καί,conjunction,pei=q',πείθω,verb,e)/xeis,ἔχω,verb,de\,δέ,particle,pro/fasin,πρόφασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,te/kna,τέκνον,noun,kai\,καί,conjunction,tw=|de,ὅδε,pronoun,th\n,ὁ,article,sh\n,σός,adjective,w(/st',ὥστε,conjunction,e)poikti=rai,ἐποικτείρω,verb,tu/xhn,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,s',σύ,pronoun,*)odusseu=,Ὀδυσσεύς,proper,decia\n,δεξιός,adjective,u(f',ὑπό,preposition,ei(/matos,εἷμα,noun,kru/ptonta,κρύπτω,verb,xei=ra,χείρ,noun,kai\,καί,conjunction,pro/swpon,πρόσωπον,noun,e)/mpalin,ἔμπαλιν,adverb,stre/fonta,στρέφω,verb,mh/,μή,conjunction,sou,σύ,pronoun,prosqi/gw,προσθιγγάνω,verb,geneia/dos,γενειάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/feugas,φεύγω,verb,to\n,ὁ,article,e)mo\n,ἐμός,adjective,*(ike/sion,Ἱκέσιος,proper,*di/a,Δίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e(/yomai/,ἕπομαι,verb,ge,γε,particle,tou=,ὁ,article,t',τε,particle,a)nagkai/ou,ἀναγκαῖος,adjective,xa/rin,χάρις,noun,qanei=n,θνήσκω,verb,te,τε,particle,xrh/|zous',χρῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,boulh/somai,βούλομαι,verb,kakh\,κακός,adjective,fanou=mai,φαίνω,verb,kai\,καί,conjunction,filo/yuxos,φιλόψυχος,adjective,gunh/,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga/r,γάρ,particle,me,ἐγώ,pronoun,dei=,δέομαι,verb,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=|,ὅς,pronoun,path\r,πατήρ,noun,me\n,μέν,particle,h)=n,εἰμί,verb,a)/nac,ἄναξ,noun,*frugw=n,Φρύξ,proper,a(pa/ntwn,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to/,οὗτος,pronoun,moi,ἐγώ,pronoun,prw=ton,πρότερος,adjective,bi/ou,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,e)qre/fqhn,,,e)lpi/dwn,ἐλπίς,noun,kalw=n,κάλη,adjective,u(/po,ὑπό,preposition,basileu=si,βασιλεύς,noun,nu/mfh,νύμφη,noun,zh=lon,ζῆλος,noun,ou),οὐ,adverb,smikro\n,μικρός,adjective,ga/mwn,γάμος,adjective,e)/xous',ἔχω,verb,o(/tou,ὅστις,pronoun,dw=m',δῶμα,noun,e(sti/an,ἑστία,noun,t',τε,particle,a)fi/comai,ἀφίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/spoina,δέσποινα,noun,d',δέ,particle,h(,ὁ,article,du/sthnos,δύστηνος,adjective,*)idai/aisin,Ἰδαῖος,proper,h)=,ἦ,adverb,gunaici\,γυνή,noun,parqe/nois,παρθένος,noun,t',τε,particle,a)po/bleptos,ἀπόβλεπτος,adjective,me/ta,μετά,preposition,i)/sh,ἴσος,adjective,qeoi=si,θεός,noun,plh\n,πλήν,preposition,to\,ὁ,article,katqanei=n,καταθνήσκω,verb,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ei)mi\,εἰμί,verb,dou/lh,δούλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ta,πρότερος,adjective,me/n,μέν,particle,me,ἐγώ,pronoun,tou)/noma,ὄνομα,adjective,qanei=n,θνήσκω,verb,e)ra=n,ἐράω,verb,ti/qhsin,τίθημι,verb,ou)k,οὐ,adverb,ei)wqo\s,ἔθω,verb,o)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,i)/sws,ἴσως,adverb,a)\n,ἄν,particle,despotw=n,δεσπότης,adjective,w)mw=n,ὠμός,adjective,fre/nas,φρήν,noun,tu/xoim',τυγχάνω,verb,a)/n,ἄν,particle,o(/stis,ὅστις,pronoun,a)rgu/rou,ἄργυρος,noun,m',ἐγώ,pronoun,w)nh/setai,ὀνέομαι,verb,th\n,ὁ,article,*(/ektoro/s,Ἕκτωρ,proper,te,τε,particle,xa(te/rwn,,,pollw=n,πολύς,adjective,ka/sin,κάσις,noun,prosqei\s,προστίθημι,verb,d',δέ,particle,a)na/gkhn,ἀνάγκη,noun,sitopoio\n,σιτοποιός,adjective,e)n,ἐν,preposition,do/mois,δόμος,noun,sai/rein,σαίρω,verb,te,τε,particle,dw=ma,δῶμα,noun,kerki/sin,κερκίς,noun,t',τε,particle,e)festa/nai,ἐφίστημι,verb,lupra\n,λυπρός,adjective,a)/gousan,ἄγω,verb,h(me/ran,ἡμέρα,noun,m',ἐγώ,pronoun,a)nagka/sei,ἀναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/xh,λέχος,noun,de\,δέ,particle,ta)ma\,ἁμός,adjective,dou=los,δοῦλος,noun,w)nhto/s,ὠνητός,adjective,poqen,ποθεν,particle,xranei=,χραίνω,verb,tura/nnwn,τύραννος,noun,pro/sqen,πρόσθεν,adverb,h)ciwme/na,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dh=t',δῆτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fi/hm',ἀφίημι,verb,o)mma/twn,ὄμμα,noun,e)leuqe/rwn,ἐλεύθερος,adjective,fe/ggos,φέγγος,noun,to/d',ὅδε,pronoun,*(/aidh|,Ἅιδης,proper,prostiqei=s',προστίθημι,verb,e)mo\n,ἐμός,adjective,de/mas,δέμας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/gou,ἄγω,verb,m',ἐγώ,pronoun,*)odusseu=,Ὀδυσσεύς,proper,kai\,καί,conjunction,die/rgasai/,διεργάζομαι,verb,m',ἐγώ,pronoun,a)/gwn,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/t',οὔτε,adverb,e)lpi/dos,ἐλπίς,noun,ga\r,γάρ,particle,ou)/te,οὔτε,adverb,tou,τις,pronoun,do/chs,δόξα,noun,o(rw=,ὁράω,verb,qa/rsos,θάρσος,noun,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,w(/s,ὅς,pronoun,pot',ποτέ,particle,eu)=,εὖ,adverb,pra=cai/,πράσσω,verb,me,ἐγώ,pronoun,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh=ter,μήτηρ,noun,su\,σύ,pronoun,d',δέ,particle,h(mi=n,ἐγώ,pronoun,mhde\n,μηδείς,pronoun,e)mpodw\n,ἐμποδών,adverb,ge/nh|,γίγνομαι,verb,le/gousa,λέγω,verb,mhde\,μηδέ,particle,drw=sa,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumbou/lou,σύμβουλος,noun,de/,δέ,particle,moi,ἐγώ,pronoun,qanei=n,θνήσκω,verb,pri\n,πρίν,adverb,ai)sxrw=n,αἰσχρός,adjective,mh\,μή,conjunction,kat',κατά,preposition,a)ci/an,ἄξιος,adjective,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,ga\r,γάρ,particle,ou)k,οὐ,adverb,ei)/wqe,ἔθω,verb,geu/esqai,γεύω,verb,kakw=n,κακός,adjective,fe/rei,φέρω,verb,me/n,μέν,particle,a)lgei=,ἀλγέω,verb,d',δέ,particle,au)xe/n',αὐχήν,noun,e)ntiqei\s,ἐντίθημι,verb,zugw=|,ζυγόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qanw\n,θνήσκω,verb,d',δέ,particle,a)\n,ἄν,particle,ei)/h,ἀίω,verb,ma=llon,μᾶλλον,adverb,eu)tuxe/steros,εὐτυχής,adjective,h)\,ἠέ,conjunction,zw=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,zh=n,ζάω,verb,mh\,μή,conjunction,kalw=s,καλός,noun,me/gas,μέγας,adverb,po/nos,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deino\s,δεινός,adjective,xarakth\r,χαρακτήρ,noun,ka)pi/shmos,ἐπίσημος,adjective,e)n,ἐν,preposition,brotoi=s,βροτός,noun,e)sqlw=n,ἐσθλός,adjective,gene/sqai,γίγνομαι,verb,ka)pi\,ἐπί,preposition,mei=zon,μέγας,adverb,e)/rxetai,ἔρχομαι,verb,th=s,ὁ,article,eu)genei/as,εὐγένεια,noun,o)/noma,ὄνομα,adjective,toi=sin,τίς,pronoun,a)ci/ois,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalw=s,καλός,noun,me\n,μέν,particle,ei)=pas,εἶπον,verb,qu/gater,θυγάτηρ,adjective,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,kalw=|,καλός,noun,lu/ph,λύπη,noun,pro/sestin,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,dei=,δέομαι,verb,tw=|,ὁ,article,*phle/ws,Πηλεύς,proper,xa/rin,χάρις,noun,gene/sqai,γίγνομαι,verb,paidi\,παῖς,adjective,kai\,καί,conjunction,yo/gon,ψόγος,noun,fugei=n,φεύγω,verb,u(ma=s,σύ,pronoun,*)odusseu=,Ὀδυσσεύς,proper,th/nde,ὅδε,pronoun,me\n,μέν,particle,mh\,μή,conjunction,ktei/nete,κτείνω,verb,h(ma=s,ἐγώ,pronoun,d',δέ,particle,a)/gontes,ἄγω,verb,pro\s,πρός,preposition,pura\n,πυρή,noun,*)axille/ws,Ἀχιλλεύς,proper,kentei=te,κεντάω,verb,mh\,μή,conjunction,fei/desq',φείδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,tekon,,,*pa/rin,Πάρις,proper,o(\s,ὅς,pronoun,pai=da,παῖς,adjective,*qe/tidos,Θέτις,proper,w)/lesen,ὄλλυμι,verb,to/cois,τόξον,noun,balw/n,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,s',σύ,pronoun,w)=,ὦ,interjection,geraia/,γεραιός,adjective,katqanei=n,καταθνήσκω,verb,*)axille/ws,Ἀχιλλεύς,proper,fa/ntasm',φάντασμα,noun,*)axaiou/s,Ἀχαιός,proper,a)lla\,ἀλλά,adverb,th/nd',ὅδε,pronoun,h)|th/sato,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de/,δέ,particle,m',ἐγώ,pronoun,a)lla\,ἀλλά,adverb,qugatri\,θυγάτηρ,adjective,sumfoneu/sate,συμφονεύω,verb,kai\,καί,conjunction,di\s,δίς,adverb,to/son,τόσος,adjective,pw=m',πῶμα,noun,ai(/matos,αἷμα,noun,genh/setai,γίγνομαι,verb,gai/a|,γαῖα,noun,nekrw=|,νεκρός,noun,te,τε,particle,tw=|,ὁ,article,ta/d',ὅδε,pronoun,e)caitoume/nw|,ἐξαιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/lis,ἅλις,adverb,ko/rhs,κόρη,noun,sh=s,σός,adjective,qa/natos,θάνατος,adjective,ou),οὐ,adverb,prosoiste/os,προσοιστέος,adjective,a)/llos,ἄλλος,adjective,pro\s,πρός,preposition,a)/llw|,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,to/nd',ὅδε,pronoun,w)fei/lomen,ὀφείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollh/,πολύς,adjective,g',γε,particle,a)na/gkh,ἀνάγκη,noun,qugatri\,θυγάτηρ,adjective,sunqanei=n,συνθνήσκω,verb,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
