word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/17/lemma/@_entry,word/17/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/65/lemma/@_entry,word/65/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,tou\s,ὁ,article,me\n,μέν,particle,h(bw=ntas,ἡβάω,verb,au)tw=n,αὐτός,pronoun,e)/kteine,ἐκτείνω,verb,tou\s,ὁ,article,d',δέ,particle,a)/llous,ἄλλος,adjective,a)pe/doto,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*liburnw=n,Λιβυρνός,proper,de\,δέ,particle,ta\s,ὁ,article,nau=s,ναῦς,noun,a)fei/leto,ἀφαιρέω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,oi(/de,ὅδε,pronoun,e)lh/|steuon,λῃστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)iapo/dwn,,,de\,δέ,particle,tw=n,ὁ,article,e)nto\s,ἐντός,adverb,*)/alpewn,Ἄλπις,proper,*moenti=noi,,,me\n,μέν,particle,kai\,καί,conjunction,*au)endea=tai,,,prose/qento,προστίθημι,verb,au)tw=|,αὐτός,pronoun,prosio/nti,πρόσειμι,verb,*)aroupi=noi,,,d',δέ,particle,oi(\,ἕ,pronoun,plei=stoi,πλεῖστος,adjective,kai\,καί,conjunction,maximw/tatoi,tw=nde,ὅδε,pronoun,tw=n,ὁ,article,*)iapo/dwn,,,ei)si/n,εἰμί,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,kwmw=n,κώμη,noun,e)s,εἰς,preposition,μάχιμος,adjective,to\,ὁ,article,a)/stu,ἄστυ,noun,a)nw|ki/santo,ἀνοικίζω,verb,kai\,καί,conjunction,prosio/ntos,πρόσειμι,verb,au)tou=,αὐτός,pronoun,e)s,εἰς,preposition,ta\s,u(/las,ὕλη,noun,sune/fugon,συμφεύγω,verb,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*kai=sar,Καῖσαρ,proper,to\,ὁ,article,a)/stu,ἄστυ,noun,e(lw\n,αἱρέω,verb,ou)k,οὐ,adverb,e)ne/prhsen,ἐμπίμπρημι,verb,e)lpi/sas,ἐλπίζω,verb,e)ndw/sein,ἐνδίδωμι,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ndou=sin,ἐνδέω,verb,oi)kei=n,οἰκέω,verb,e)/dwken,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,d',δέ,particle,h)nw/xlhsan,ἀνοχλέω,verb,au)to\n,αὐτός,pronoun,*salassoi/,,,te,τε,particle,kai\,καί,conjunction,*)ia/podes,,,oi(,ὁ,article,pe/ran,πέρα,adjective,*)/alpewn,Ἄλπις,proper,kai\,καί,conjunction,*segestanoi\,,,kai\,καί,conjunction,*dalma/tai,,,kai\,καί,conjunction,*daisitia=tai,,,kai\,*pai/ones,Παίων,proper,o)/ntes,εἰμί,verb,e(ka\s,ἑκάς,adjective,toi=s,ὁ,article,*salassoi=s,,,oi(\,ἕ,pronoun,korufa\s,κορυφάς,noun,oi)kou=si,οἰκέω,verb,καί,conjunction,tw=n,ὁ,article,*)/alpewn,Ἄλπις,proper,o)/rh,ὄρος,adjective,du/sbata,δύσβατος,adjective,kai\,καί,conjunction,stenh\,στενός,adjective,di/odo/s,δίοδος,noun,e)stin,e)p',ἐπί,preposition,au)ta\,αὐτός,pronoun,kai\,καί,conjunction,dusxerh/s,,,,,,,,,εἰμί,verb,δυσχερής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,a(\,ὅς,pronoun,kai\,καί,conjunction,h)=san,εἰμί,verb,au)to/nomoi,αὐτόνομος,adjective,kai\,καί,conjunction,te/lh,τέλος,noun,tou\s,ὁ,article,parodeu/ontas,παροδεύω,verb,h)/|toun,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,*ou)e/ter,,,e)mpesw\n,ἐμπίτνω,verb,a)dokh/tws,ἀδόκητος,adjective,ta\,ὁ,article,stena\,στενός,adjective,prou/labe,προλαμβάνω,verb,di',διά,preposition,e)ne/dras,ἐνέδρα,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,diete\s,διετής,adjective,au)tou\s,αὐτός,pronoun,e)polio/rkei,πολιορκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,a(lw=n,ἅλς,adjective,a)pori/a|,ἀπορία,noun,w(=n,ὅς,pronoun,ei)si\,εἰμί,verb,ma/lista,μάλιστα,adverb,e)n,ἐν,preposition,xrei/a|,χρεία,noun,froura\s,φρουρά,noun,e)de/canto,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*ou)e/teros,,,a)posta/ntos,ἀφίστημι,verb,ta\s,ὁ,article,froura\s,φρουρά,noun,e)ce/balon,ἐκβάλλω,verb,eu)qu/s,εὐθύς,adverb,kai\,καί,conjunction,ta\,ὁ,article,stena\,στενός,adjective,kratuna/menoi,κρατύνω,verb,tou\s,ὁ,article,e)pipempome/nous,ἐπέπειμι,verb,sfi/sin,σφεῖς,pronoun,u(po\,ὑπό,preposition,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,die/paizon,ou)de\n,οὐδείς,pronoun,dra=n,δράω,verb,me/ga,μέγας,adverb,e)/xontas,ἔχω,verb,,,,,,,,,,,,,διαπαίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,au)toi=s,αὐτός,pronoun,o(,ὁ,article,*kai=sar,Καῖσαρ,proper,prosdokwme/nou,προσδοκάω,verb,tou=,ὁ,article,pro\s,πρός,preposition,*)antw/nion,Ἀντώνιος,proper,pole/mou,πόλεμος,noun,sune/qeto,συντίθημι,verb,au)tono/mous,αὐτόνομος,adjective,e)a/sein,ἀίω,verb,kai\,καί,conjunction,a)kola/stous,ἀκόλαστος,adjective,tw=n,ὁ,article,e)pi\,ἐπί,preposition,*ou)e/teri,,,praxqe/ntwn,,,,,,,,,,,,,,,,,,,,,,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a(/te,ἅτε,adverb,e)n,ἐν,preposition,u(poyi/a|,ὑποψία,noun,tau=t',οὗτος,pronoun,e)/xontes,ἔχω,verb,a(/las,ἅλας,noun,pollou\s,πολύς,adjective,e)sw/reuon,σωρεύω,verb,kai\,καί,conjunction,th\n,ὁ,article,*(rwmai/wn,,,kate/qeon,καταθέω,verb,me/xri,μέχρι,preposition,*messa/las,,,*koroui=nos,,,au)toi=s,e)pipemfqei\s,ἐπέπειμι,verb,limw=|,λιμός,noun,paresth/sato,παρίστημι,verb,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*salassoi\,,,me\n,μέν,particle,ou(/tws,οὕτως,adverb,e)lh/fqhsan,λαμβάνω,verb,*)ia/podes,,,de\,δέ,particle,oi(,ἕ,pronoun,pe/ran,πέρα,adjective,*)/alpewn,Ἄλπις,proper,e)/qnos,ἔθνος,adjective,i)sxuro/n,ἰσχυρός,adjective,te,τε,particle,kai\,καί,conjunction,a)/grion,ἄγριος,adjective,di\s,δίς,adverb,me\n,μέν,particle,a)pew/santo,*(rwmai/ous,,,e)/tesi/,ἔτος,noun,pou,πού,adverb,a)gxou=,ἀγχοῦ,adverb,ei)/kosin,εἴκοσι,verb,*)akulhi/an,,,d',δέ,particle,e)pe/dramon,ἐπιτρέχω,verb,ἀπωθέω,verb,kai\,καί,conjunction,*terghsto\n,,,*(rwmai/wn,,,a)/poikon,ἄποικος,adjective,e)sku/leusan,σκυλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pio/ntos,ἔπειμι,verb,d',δέ,particle,au)toi=s,αὐτός,pronoun,tou=,ὁ,article,*kai/saros,Καῖσαρ,proper,o(do\n,ὁδός,adjective,a)na/nth,ἀνάντης,adjective,kai\,καί,conjunction,traxei=an,τραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,au)th\n,αὐτός,pronoun,e)dusxe/rainon,δυσχεραίνω,verb,au)tw=|,αὐτός,pronoun,ta\,ὁ,article,de/ndra,δένδρον,adjective,ko/ptontes,κόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a)nh=lqen,ἀνέρχομαι,verb,e)s,εἰς,preposition,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,u(/lhn,ὕλη,noun,au)toi\,αὐτός,pronoun,sune/fugon,συμφεύγω,verb,kai\,καί,conjunction,prosio/nta,πρόσειμι,verb,e)lo/xwn,λοχάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de/u(pw/pteue,,,ga\r,γάρ,particle,a)ei/,ἀεί,adverb,ti,τις,pronoun,toiou=ton',τοιοῦτος,adjective,e)s,εἰς,preposition,ta\s,ὁ,article,a)krwrei/as,ἀκρώρεια,noun,tina\s,τις,pronoun,e)/pempen,πέμπω,verb,oi(\,ἕ,pronoun,e(kate/rwqen,ἑκατέρωθεν,adverb,au)tw=|,αὐτός,pronoun,sune/qeon,συνθέω,verb,probai/nonti,προβαίνω,verb,dia\,διά,preposition,tou=,xqamalou=,χθαμαλός,adjective,kai\,καί,conjunction,ko/ptonti,κόπτω,verb,th\n,ὁ,article,u(/lhn,ὕλη,noun,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*)ia/podes,,,e)pece/qeon,ἐπεκθέω,verb,me\n,μέν,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,e)nedrw=n,ἐνέδρα,noun,kai\,καί,conjunction,pollou\s,πολύς,adjective,e)ti/trwskon,τιτρώσκω,verb,u(po\,ὑπό,preposition,de\,δέ,particle,tw=n,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,a)/krois,ἄκρον,noun,e)pitrexo/ntwn,kateko/ptonto,κατακόπτω,verb,oi(,ὁ,article,plei/ous,πλέως,adjective,,,,,,,,,,,,,,,,ἐπιτρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,loipoi\,λοιπός,adjective,pa/lin,πάλιν,adverb,e)s,εἰς,preposition,ta\,ὁ,article,la/sia,λάσιον,adjective,sune/feugon,συμφεύγω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,e)klipo/ntes,ἐκλείπω,verb,h(=|,ὅς,pronoun,o)/noma,ὄνομα,adjective,*te/rpwnos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)th\n,αὐτός,pronoun,o(,ὁ,article,*kai=sar,Καῖσαρ,proper,e(lw\n,αἱρέω,verb,ou)k,οὐ,adverb,e)ne/prhsen,ἐμπίμπρημι,verb,e)lpi/sas,ἐλπίζω,verb,kai\,καί,conjunction,tou/sde,ὅδε,pronoun,e)ndw/sein,ἐνδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ne/dwkan,ἐνδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,d',δέ,particle,e(te/ran,ἕτερος,adjective,po/lin,πόλις,adjective,e)xw/rei,χωρέω,verb,*metou=lon,,,h(\,ὅς,pronoun,tw=n,ὁ,article,*)iapo/dwn,,,e)sti\,εἰμί,verb,kefalh/,κεφαλή,noun,kei=tai,κέω,verb,d',δέ,particle,e)n,ἐν,preposition,o)/rei,ὄρος,adjective,sfo/dra,σφόδρα,adverb,u(lw/dei,ὑλώδης,adjective,e)pi\,du/o,δύο,adjective,lo/fwn,λόφος,noun,ou(\s,ὅς,pronoun,diairei=,διαιρέω,verb,xara/dra,χαράδρα,noun,stenh/,στενός,adjective,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,neo/ths,νεότης,noun,h)=n,εἰμί,verb,a)mfi\,ἀμφί,preposition,tou\s,ὁ,article,trisxili/ous,τρισχίλιοι,adjective,maxi/mous,μάχιμος,adjective,te,τε,particle,kai\,καί,conjunction,sfo/dra,σφόδρα,adverb,eu)o/plous,εὔοπλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,*(rwmai/ous,,,ta\,ὁ,article,tei/xh,τεῖχος,noun,sfw=n,σφεῖς,pronoun,perista/ntas,περιίστημι,verb,eu)ko/lws,εὔκολος,adjective,a)pekrou/onto,ἀποκρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,xw=ma,χῶμα,noun,h)/geiron,ἀγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
