word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
a)lla\,ἀλλά,adverb,ta\,ὁ,article,me\n,μέν,particle,kata\,κατά,preposition,ko/smon,κόσμος,noun,a)ei/somen,ἀείδω,verb,eu)re/a,εὐρύς,adjective,ka/llh,κάλλος,noun,pa/trhs,φράτρα,noun,h(mete/rhs,e)rath=|,ἐρατός,adjective,*pimplhi/+di,Πίμπλεια,proper,molph=|,μολπή,noun,,,,,ἡμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,pali/ntropos,παλίντροπος,adjective,ei)=mi,εἶμι,verb,kluth\n,κλυτός,adjective,qh/reion,θήρειος,adjective,a)oidh/n,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,a)maima/keton,ἀμαιμάκετος,adjective,foni/ois,φόνιος,adverb,tau/roisi,ταῦρος,noun,ge/neqlon,γένεθλον,noun,tou\s,ὁ,article,kale/ousi,καλέω,verb,*bi/swnas,βίσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,pa/trhs,φράτρα,noun,tele/qousi,τελέθω,verb,*bistoni/dos,,,*qrh/|khs,Θρᾴκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,e)/llaxon,λαγχάνω,verb,ei)/dea,εἶδος,noun,toi=a,τοῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frikale/hn,φρικαλέος,adjective,xai/thn,χαίτη,noun,me\n,μέν,particle,e)pwmado\n,ἐπωμαδόν,adverb,ai)qu/ssousin,αἰθύσσω,verb,au)xe/si,αὐχήν,noun,piale/oisi,πιαλέος,adjective,kai\,καί,conjunction,a)mf',ἀμφί,preposition,a)taloi=si,genei/ois,γένειον,noun,,,,,,,,,,,ἀταλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=a/,οἷος,adjective,te,τε,particle,laxnh/entes,λαχνήεις,adjective,a)riprepe\s,ἀριπρεπής,adjective,ei)=dos,εἶδος,noun,e)/xousi,ἔχω,verb,canqoko/mai,ξανθοκόμης,noun,blosuroi/,βλοσυρός,adjective,qhrw=n,θήρ,noun,mede/onte,le/ontes,λέων,noun,,,,,,,,,,,μεδέων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)cei=ai,ὀξύς,adjective,kera/wn,κέρας,noun,de\,δέ,particle,puriglw/xines,,,a)kwkai\,ἀκωκή,noun,xalkei/ois,χαλκεῖον,noun,gnamptoi=sin,γναμπτός,adjective,e)pei/keloi,,,a)gki/stroisin,ἄγκιστρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,w(s,ὡς,conjunction,e(te/roisin,ἕτερος,adjective,e)nanti/on,ἐναντίον,adverb,a)llh/loisi,ἀλλήλων,pronoun,neu/ousi,νεύω,verb,stugerw=n,στυγερός,adjective,kera/wn,κέρας,noun,e)pika/rsion,ai)xmai/,αἰχμή,noun,u(/ptia,ὕπτιος,adjective,d',δέ,particle,ei)soro/wnta,εἰσοράω,verb,pro\s,ἐπικάρσιος,adjective,πρός,preposition,ai)qe/ra,αἰθήρ,noun,foi/nia,φοίνιος,adjective,ke/ntra,κέντρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)/neken,ἕνεκα,preposition,o(ppo/te,ὁπότε,adverb,dh/,δή,particle,tin',τις,pronoun,e)pixri/mywsi,ἐπιχρίμπτω,verb,kixo/ntes,κιχάνω,verb,h)\,ἠέ,conjunction,broto\n,βροτός,noun,h)/,ἠέ,conjunction,tina,qh=ra,θήρ,noun,meth/oron,μετεράω,verb,a)ei/rousi,ἀείρω,verb,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glw=ssa,γλῶσσα,noun,de\,δέ,particle,toi=s,ὁ,article,steinh\,στενός,adjective,me\n,μέν,particle,a)ta\r,ἀτάρ,particle,trhxei=a,τραχύς,adjective,ma/lista,μάλιστα,adverb,oi(=a,οἷος,adjective,sidhrobo/roio,pe/lei,πέλω,verb,te/xnasma,τέχνασμα,noun,sidh/rou,σίδηρον,noun,,,,,σιδηροβόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glw/ssh|,γλῶσσα,noun,d',δέ,particle,ai(ma/ssontes,αἱμάσσω,verb,a)po\,ἀπό,preposition,xro/a,χρώς,noun,lixma/zousi,λιχμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,mh\n,μήν,particle,w)kupo/dwn,ὠκύπους,noun,e)la/fwn,ἔλαφος,noun,ge/nos,γένος,noun,e)/trafen,τρέφω,verb,ai)=a,αἶα,noun,eu)ke/raon,εὐκέραος,adjective,megalwpo/n,μεγαλωπός,adjective,a)riprepe/s,ai)olo/nwton,αἰολόνωτος,adjective,stikto/n,στικτός,adjective,a)ri/zhlon,ἀρίζηλος,adjective,potamhpo/ron,ποταμηπόρος,adjective,u(yika/rhnon,ἀριπρεπής,adjective,ὑψικάρηνος,adjective,piale/on,πιαλέος,adjective,nw/tois,νῶτον,noun,kai\,καί,conjunction,leptale/on,λεπταλέος,adjective,kw/loisin,κῶλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)tidanh\,οὐτιδανός,adjective,deirh\,δειρή,noun,kai\,καί,conjunction,baiota/th,βαιός,adjective,pa/lin,πάλιν,adverb,ou)rh/,οὐρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetra/dumoi,τετράδυμος,adjective,r(i=nes,ῥίς,noun,pi/sures,τέσσαρες,noun,pnoih=|si,πνοή,noun,di/auloi,δίαυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)blhxrh\,ἀβληχρός,adjective,kradi/h,καρδία,noun,kai\,καί,conjunction,qumo\s,θυμός,noun,e)/swqen,ἔσωθεν,adverb,a)/nalkis,ἄναλκις,noun,kai\,καί,conjunction,kwfai\,κωφός,adjective,kera/wn,κέρας,noun,ai)xmai\,to/son,τόσος,adjective,a)nte/llousin,ἀνατέλλω,verb,,,,,,,,αἰχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,pote,ποτέ,particle,ga\r,γάρ,particle,kefalh=fin,κεφαλή,noun,e)nanti/a,ἐναντίος,adjective,dhri/sainto,,,ou),οὐ,adverb,qhrsi\,θήρ,noun,krateroi=s,κρατερός,adjective,ou)k,a)rgale/oisi,ἀργαλέος,adjective,ku/nessin,κύων,noun,ou)d',οὐδέ,particle,au)toi=s,αὐτός,pronoun,deiloi=s,οὐ,adverb,δειλός,adjective,lasioknh/moisi,λασιόκνημος,adjective,lagwoi=s,λαγῶς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trhxu\s,τραχύς,adjective,d',δέ,particle,au)=t',αὖτε,adverb,e)la/foisin,ἔλαφος,noun,e)/rws,ἔρος,noun,pollh/,πολύς,adjective,t',τε,particle,*)afrodi/th,Ἀφροδίτη,proper,kai\,καί,conjunction,qumo\s,poti\,πρός,preposition,le/ktron,λέκτρον,noun,a)naiqo/menos,ἀναίθω,verb,pro/pan,πρόπας,adjective,h)=mar,θυμός,noun,ἦμαρ,noun,oi(=on,οἷος,adjective,a)eiqou/roisin,ἀείθουρος,adjective,a)lektruo/nessi,ἀλεκτρυών,adjective,maxhtai=s,μαχητής,noun,pa=si/n,πᾶς,adjective,t',τε,particle,a)nqoko/mois,ἀνθοκόμος,adjective,pteroei/mosin,πτεροείμων,noun,oi)wnoi=si,οἰωνός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keu/qousin,κεύθω,verb,lago/nessi,λαγών,noun,d',δέ,particle,u(p',ὑπό,preposition,au)th\n,αὐτός,pronoun,e)/ndoqi,ἔνδοθι,adverb,nhdu\n,νηδύς,noun,a)mfidu/mous,ἀμφίδυμος,adjective,o(lkou/s,ὁλκός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,ei)/,εἰ,conjunction,ke/,ἄν,particle,tis,τις,pronoun,a)mh/seien,ἀμάω,verb,au)ti/ka,αὐτίκα,adverb,qh=lun,θῆλυς,adjective,e)/qhke,τίθημι,verb,pro/pan,πρόπας,adjective,d',a)pe/reuse,ἀπορρέω,verb,karh/nwn,κάρηνον,noun,o)cu/komon,ὀξύκομος,adjective,kera/wn,κέρας,noun,poludai/dalon,δέ,particle,πολυδαίδαλος,adjective,ai)o/lon,αἰόλος,adjective,e)/rnos,ἔρνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me\n,μέν,particle,a)/r',ἄρα,particle,ei)s,εἰς,preposition,eu)nh\n,εὐνή,noun,ga/mios,γάμιος,adjective,no/mos,νόμος,noun,oi(=a/,οἷος,adjective,te,τε,particle,qhrsi\,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,cei=noi,ξένος,noun,de\,δέ,particle,po/qoi,θήρ,noun,πόθος,noun,kei/noisi,ἐκεῖνος,pronoun,me/lontai,μέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,e(stao/tes,ἵστημι,verb,para\,παρά,preposition,te/mpesin,,,a)grono/moisin,ἀγρόνομος,adjective,ou)/t',οὔτε,adverb,a)/ra,ἄρα,particle,keklime/noi,κλίνω,verb,xqamaloi=sin,e)p',ἐπί,preposition,a)/nqesi,ἄνθος,adjective,poi/hs,πόα,noun,qhlute/rais,θῆλυς,adjective,e)la/foisin,χθαμαλός,adjective,ἔλαφος,noun,o(milado\n,ὁμιλαδόν,adverb,eu)na/zontai,εὐνάζω,verb,a)lla\,ἀλλά,adverb,posi\,πούς,noun,kraipnoi=si,κραιπνός,adjective,qe/wn,θέω,verb,e)ki/xane,κιχάνω,verb,qe/ousan,θέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu/gousan,φεύγω,verb,ma/rptei,μάρπτω,verb,de\,δέ,particle,kai\,καί,conjunction,a)gka\s,ἀγκάς,adverb,e)/xei,ἔχω,verb,para/koitin,παράκοιτις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,w(\s,ὅς,pronoun,pare/peise,παραπείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rousa,φέρω,verb,po/sin,πόσις,noun,d',δέ,particle,e)pi\,ἐπί,preposition,nw/tou,νῶτον,noun,e)mmene/ws,ἐμμενής,adjective,feu/gei,φεύγω,verb,panamei/lixon,παναμείλιχος,adjective,h)=tor,ἦτορ,noun,e)/xousa,,,,,,,,,,,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(/,ὅς,pronoun,g',γε,particle,e(spo/menos,ἕπομαι,verb,dissoi=s,δισσός,adjective,laiyhra\,λαιψηρός,adjective,po/dessin,πούς,noun,ou),οὐ,adverb,meqi/hsi,μεθίημι,verb,po/qon,gami/ous,γάμιος,adjective,d',δέ,particle,e)tele/ssato,τελέω,verb,qesmou/s,θεσμός,noun,,πόθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/te,ὅστε,pronoun,dh\,δή,particle,meto/pisqe,μετόπισθε,adverb,periplome/nh|si,περιπέλομαι,verb,selh/nais,σελήνη,noun,qhlute/rh,θῆλυς,adjective,ti/ktei,τίκτω,verb,tri/bon,τρίβος,noun,a)nqrw/pwn,a)leei/nei,ἀλεείνω,verb,ou(/neken,οὕνεκα,conjunction,a)trapitoi\,ἀτραπός,adjective,mero/pwn,μέροψ,noun,qh/ressi,ἄνθρωπος,noun,θήρ,noun,be/bhloi,βέβηλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/coxa,ἔξοχος,adjective,d',δέ,particle,e)n,ἐν,preposition,qh/ressin,θήρ,noun,e)p',ἐπί,preposition,a)glai/+h|,ἀγλαία,noun,komo/wsin,κομάω,verb,a)/rsenes,ἄρσην,noun,eu)ke/raoi,εὐκέραος,adjective,poludai/dalon,e)/rnos,ἔρνος,noun,e)/xontes,ἔχω,verb,,,,,,,,πολυδαίδαλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga\r,γάρ,particle,e)u+sxide/wn,,,kera/wn,κέρας,noun,w(/rhsi,,,peso/ntwn,πίπτω,verb,bo/qron,βόθρος,noun,me\n,μέν,particle,kata\,κατά,preposition,gai=an,o)ruca/menoi,ὀρύσσω,verb,kate/qayan,καταθάπτω,verb,o)/fra,ὄφρα,conjunction,ke,ἄν,particle,mh/,γαῖα,noun,μή,conjunction,tis,τις,pronoun,e(/lh|sin,αἱρέω,verb,e)p',ἐπί,preposition,au)/lakos,αὖλαξ,noun,a)ntibolh/sas,ἀντιβολέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keu/qontai,κεύθω,verb,d',δέ,particle,au)toi\,αὐτός,pronoun,puma/tois,πύματος,adjective,lasi/oisi/,λάσιον,adjective,te,τε,particle,qa/mnois,θάμνος,noun,ai)do/menoi,αἰδέομαι,verb,qh/ressi,θήρ,noun,karh/ata,toi=a,τοῖος,adjective,fanh=nai,φαίνω,verb,gumna/,γυμνάς,adjective,ta/,τίς,pronoun,toi,κάρα,noun,τοι,particle,propa/roiqe,προπάροιθε,preposition,meth/oron,μετεράω,verb,a)ei/ronto,ἀείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi/bioi,ἀμφίβιος,adjective,d',δέ,particle,e)/lafoi,ἔλαφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,traferh\n,τραφερός,adjective,pate/ousi,πατέω,verb,kai\,καί,conjunction,po/nton,πόντος,noun,pero/wsin,περάω,verb,o(mo/stolon,ὁμόστολος,adjective,a)llh/loisi,ἀλλήλων,pronoun,nautili/hn,plw/ontes,πλέω,verb,o(/t',ὅτε,conjunction,e)canu/ousi,ἐξανύω,verb,qa/lassan,θάλασσα,noun,,ναυτιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
