word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/60/lemma/@_entry,word/60/lemma/@_POS
o)/mfakos,ὄμφαξ,noun,xulo\s,χυλός,noun,o)/cos,ὄξος,noun,w(s,ὡς,conjunction,o)cu/taton,ὀξύς,adjective,a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,ni/tron,νίτρον,noun,o)po\s,ὄψ,noun,e)rineou=,ἐρινεόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)es,εἰς,preposition,o)/mfakos,ὄμφαξ,noun,xulo\n,χυλός,noun,stupthri/hn,στυπτηρία,noun,e)mballein,,,w(s,ὡς,conjunction,leiota/thn,λεῖος,adjective,kai\,καί,conjunction,qei=nai,θείνω,verb,e)n,ἐν,preposition,xa/lkw=|,χάλκεος,adjective,e)ruqrw=|,ἐρυθρός,adjective,e)s,εἰς,preposition,h(/lion,ἥλιος,noun,kai\,καί,conjunction,a)nakine/ein,ἀνακινέω,verb,kai\,καί,conjunction,a)nelei=n,ἀναιρέω,verb,o(/tan,ὅταν,conjunction,doke/h|,δοκέω,verb,kalw=s,καλός,noun,e)/xein,ἔχω,verb,to\,ὁ,article,pa/xos,πάχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(lle/boros,ἑλλέβορος,noun,me/las,μέλας,adjective,w(s,ὡς,conjunction,leio/tatos,λεῖος,adjective,e)pipa/ssetai,ἐπιπάσσω,verb,e(/ws,ἕως,conjunction,a)/n,ἄν,particle,ti,τις,pronoun,tou=,ὁ,article,u(grou=,ὑγρός,adjective,e)ne/h|,ἐνίημι,verb,kai\,καί,conjunction,nemome/nou,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/desis,ἐπίδεσις,noun,de\,δέ,particle,h(,ὁ,article,au)th\,αὐτός,pronoun,h(/per,ὅς,pronoun,e)pi\,ἐπί,preposition,toi=sin,ὁ,article,e)mpla/stroisin,ἔμπλαστρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(lo\s,ἅλς,adjective,xo/ndrous,χόνδρος,noun,w(s,ὡς,conjunction,chrota/tous,ξηρός,adjective,e)s,εἰς,preposition,xutri/dion,χυτρίδιον,adjective,xa/lkeon,χάλκεος,adjective,h)\,ἠέ,conjunction,kerameou=n,κεραμεοῦς,adjective,kaino\n,καινός,adjective,e)mbalei=n,ἐμβάλλω,verb,i)/sous,ἴσος,adjective,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,to\,ὁ,article,me/geqos,μέγεθος,adjective,mh\,μή,conjunction,a(drou/s,ἁδρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,me/li,μέλι,noun,w(s,ὡς,conjunction,ka/lliston,καλός,noun,dipla/sion,διπλάσιος,adjective,tw=n,ὁ,article,a(lw=n,ἁλή,noun,ei)ka/sas,εἰκάζω,verb,e)pixe/ai,ἐπιχέω,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,a(/las,ἅλας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e)piqei=nai,ἐπιτίθημι,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,a)/nqrakas,ἄνθραξ,noun,to\,ὁ,article,xutri/dion,χυτρίδιον,adjective,kai\,καί,conjunction,e)a=|n,ἀίω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,katakauqh=|,κατακαίω,verb,pa=n,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,a)naspoggi/sas,ἀνασπογγίζω,verb,to\,ὁ,article,e(/lkos,ἕλκος,noun,kai\,καί,conjunction,e)kkaqh/ras,ἐκκαθαίρω,verb,e)pidh=sai,ἐπιδέω,verb,w(/sper,ὥσπερ,adverb,to\,ὁ,article,pro/teron,πρότερος,adjective,kai\,καί,conjunction,pie/sai,πιέζω,verb,o)li/gw|,ὀλίγος,adjective,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,d',δέ,particle,u(/sterai/h|,,,o(/ph,ὅπη,adverb,a)\n,ἄν,particle,mh\,μή,conjunction,la/bhtai,λαμβάνω,verb,to\,ὁ,article,fa/rmakon,φάρμακον,noun,e)pipa/sas,ἐπιπάσσω,verb,prospie/zein,προσπιέζω,verb,kai\,καί,conjunction,e)pidei=n,ἐπεῖδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,bou/lh|,βούλομαι,verb,a)fista/nai,ἀφίστημι,verb,to\,ὁ,article,fa/rmakon,φάρμακον,noun,o)/cos,ὄξος,noun,qermo\n,θερμός,adjective,e)pixe/ein,ἐπιχέω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,a)posth=|,ἀφίστημι,verb,kai\,καί,conjunction,au)=qis,αὖθις,adverb,ta\,ὁ,article,au)ta\,αὐτός,pronoun,poie/ein,ποιέω,verb,h)\n,ἐάν,conjunction,de/htai,δέομαι,verb,a)naspoggi/sas,ἀνασπογγίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/allo,ἄλλος,adjective,chro\n,ξηρός,adjective,da/knon,δάκνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,oi)supwde/stata,οἰσυπώδης,adjective,ei)/ria,ἔριον,noun,e)p',ἐπί,preposition,o)stra/kou,ὄστρακον,noun,katakau=sai,κατακαίω,verb,daidi/w|,δᾳδίον,noun,prosi/sxwn,προσίσχω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,pa/nta,πᾶς,adjective,katakau/sh|s,κατακαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,lei=on,λείων,adjective,tri/bwn,τρίβω,verb,e)pipa/sas,ἐπιπάσσω,verb,th\n,ὁ,article,au)th\n,αὐτός,pronoun,e)pidei=n,ἐπεῖδον,verb,e)pi/desin,ἐπίδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/allo,ἄλλος,adjective,chro\n,ξηρός,adjective,o(moi/ws,ὅμοιος,adjective,da/knon,δάκνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi/suos,,,w(s,ὡς,conjunction,leiota/tou,λεῖος,adjective,e)pipa/ssein,ἐπιπάσσω,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,u(gra\,ὑγρός,adjective,kai\,καί,conjunction,sapra\,σαπρός,adjective,kai\,καί,conjunction,a)/nqos,ἄνθος,adjective,lepto\n,λεπτός,adjective,mh\,μή,conjunction,pantelw=s,παντελής,adverb,lei=on,λείων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epi\,ἐπί,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,e(lke/wn,ἑλκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xamaile/wn,χαμαίλεος,noun,me/las,μέλας,adjective,stupthri/h,στυπτηρία,noun,h(,ὁ,article,tw=|,ὁ,article,o)pw=|,ὀπός,noun,th=s,ὁ,article,sukh=s,συκῆ,noun,dedeume/nh,δεύομαι,verb,deu/ein,δέω,verb,de\,δέ,particle,o)pth\n,ὀπτός,adjective,kai\,καί,conjunction,a)/gxousan,ἀναχράω,verb,mi/sgein,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anagalli\s,ἀναγαλλίς,noun,kai\,καί,conjunction,stupthri/h,στυπτήριος,adjective,ai)gupti/h,αἰγυπτία,noun,o)pth\,ὀπτός,adjective,e)pi/paston,ἐπίπαστος,adjective,o)rxome/nion,,,e)pipa/ssein,ἐπιπάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,ta\s,ὁ,article,no/mas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stupthri/h\,στυπτηρία,noun,h(/,ὅς,pronoun,te,τε,particle,ai)gupti/h,αἰγυπτία,noun,o)pth\,ὀπτός,adjective,kai\,καί,conjunction,h(,ὁ,article,mhlei/h,μήλειος,adjective,pro/teron,πρότερος,adjective,de\,δέ,particle,a)ponitrw=sai,ἀπονιτρόω,verb,o)ptw=|,ὀπτός,adjective,kai\,καί,conjunction,a)naspoggi/sai,ἀνασπογγίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,xalki=tis,,,stupthri/h,στυπτηρία,noun,o)pth/,ὀπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)pta=|n,ὀπτάω,verb,de\,δέ,particle,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,flogoeidh\s,φλογοειδής,adjective,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,palaiw=n,παλαιός,adjective,e(lke/wn,ἑλκέω,verb,tw=n,ὁ,article,e)n,ἐν,preposition,toi=sin,ὁ,article,a)ntiknhmi/oisi,ἀντικνήμιον,noun,ginome/nwn,γίγνομαι,verb,ai(matw/dea,αἱματώδης,adjective,de/,δέ,particle,poi,ποι,adverb,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,me/lana,μέλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melilw/tou,μελίλωτον,noun,a)/nqos,ἄνθος,adjective,tri/yas,τρίβω,verb,me/liti,μέλι,noun,furw=n,φυρός,adjective,e)pipla/stw|,ἐπίπλαστος,adjective,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,neu=ra,νεῦρον,noun,de\,δέ,particle,diatmhqe/nta,διατέμνω,verb,e)pidei=n,ἐπεῖδον,verb,mur)*ri/nhs,,,a)gri/hs,ἄγριος,adjective,*ri/zas,,,ko/yas,κόπτω,verb,kai\,καί,conjunction,diatth/sas,διαττάω,verb,furh/sas,φυράω,verb,e)lai/w|,ἔλαιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,poi/hn,πόα,noun,th\n,ὁ,article,penta/fullon,πεντάφυλλον,noun,leukh\,λευκός,adjective,de/,δέ,particle,e)sti,εἰμί,verb,kai\,καί,conjunction,xnow/dhs,χνοώδης,adverb,kai\,καί,conjunction,u(yhlote/rh,ὑψηλός,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,gh=s,γῆ,noun,h)\,ἠέ,conjunction,to\,ὁ,article,me/lan,μέλας,adjective,penta/fullon,πεντάφυλλον,noun,tau/thn,οὗτος,pronoun,tri/yas,τρίβω,verb,e)n,ἐν,preposition,e)lai/w|,ἔλαιον,noun,e)pidei=n,ἐπεῖδον,verb,a)polu/ein,ἀπολύω,verb,de\,δέ,particle,tritai=on,τριταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malqakw/dea,μαλθακώδης,adjective,toi=si/de,ὅδε,pronoun,xrh,,,toi=si,ὁ,article,farma/koisi,φάρμακον,noun,xrh=sqai,χράομαι,verb,e)n,ἐν,preposition,xeimw=ni,χειμών,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,qe/rei,θέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
