word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
e)k,ἐκ,preposition,kuma/twn,κῦμα,noun,ga\r,γάρ,particle,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,galh/n',γαλήνη,noun,o(rw=,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/ggone,σύγγονος,adjective,ti/,τίς,pronoun,klai/eis,κλαίω,verb,kra=ta,κράς,verb,qei=s',τίθημι,verb,e)/sw,ἔσω,adjective,pe/plwn,πέπλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxu/nomai/,αἰσχύνω,verb,se,σύ,pronoun,metadidou\s,μεταδίδωμι,verb,po/nwn,πόνος,noun,e)mw=n,ἐμός,adjective,o)/xlon,ὄχλος,noun,te,τε,particle,pare/xwn,παραχώννυμι,verb,parqe/nw|,παρθένος,noun,no/sois,νόσος,noun,e)mai=s,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,e(/kati,ἕκητι,adverb,sunth/kou,συντήκω,verb,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,e)pe/neusas,ἐπινέω,verb,ta/d',ὅδε,pronoun,ei)/rgastai,ἐργάζομαι,verb,d',δέ,particle,e)moi\,ἐγώ,pronoun,mhtrw=|on,μητρῷος,adjective,ai(=ma,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*loci/a|,Λοξίας,proper,de\,δέ,particle,me/mfomai,μέμφομαι,verb,o(/stis,ὅστις,pronoun,m',ἐγώ,pronoun,e)pa/ras,ἐπαίρω,verb,e)/rgon,ἔργον,noun,a)nosiw/taton,ἀνόσιος,adjective,toi=s,ὁ,article,me\n,μέν,particle,lo/gois,λόγος,noun,hu)/frane,εὐφραίνω,verb,toi=s,ὁ,article,d',δέ,particle,e)/rgoisin,ἔργον,noun,ou)/,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,de\,δέ,particle,pate/ra,πατήρ,noun,to\n,ὁ,article,e)mo/n,ἐμός,adjective,ei),εἰ,conjunction,kat',κατά,preposition,o)/mmata,ὄμμα,noun,e)cisto/roun,ἐξιστορέω,verb,nin,νιν,pronoun,mhte/r',μήτηρ,noun,ei),εἰ,conjunction,ktei=nai,κτείνω,verb,xrew/n,χρεών,noun,polla\s,πολύς,adjective,genei/ou,γένειον,noun,tou=d',ὅδε,pronoun,a)\n,ἄν,particle,e)ktei=nai,ἐκτείνω,verb,lita\s,λιτή,noun,mh/pote,μήποτε,adverb,tekou/shs,τίκτω,verb,e)s,εἰς,preposition,sfaga\s,σφαγή,noun,w)=sai,ὠθέω,verb,ci/fos,ξίφος,noun,ei),εἰ,conjunction,mh/t',μήτε,particle,e)kei=nos,ἐκεῖνος,pronoun,a)nalabei=n,ἀναλαμβάνω,verb,e)/melle,μέλλω,verb,fw=s,φάος,adjective,e)gw/,ἐγώ,pronoun,q',τε,particle,o(,ὁ,article,tlh/mwn,τλήμων,adjective,toia/d',τοιόσδε,adjective,e)kplh/sein,ἐκπίμπλημι,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,a)naka/lupt',ἀνακαλύπτω,verb,w)=,ὦ,interjection,kasignh/th,κασιγνήτη,noun,ka/ra,κάρα,noun,e)k,ἐκ,preposition,dakru/wn,δάκρυον,noun,t',τε,particle,a)/pelqe,ἀπέρχομαι,verb,kei),εἰ,conjunction,ma/l',μάλα,adverb,a)qli/ws,ἄθλιος,adjective,e)/xomen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,ta)/m',ἁμός,adjective,a)qumh/sant',ἀθυμέω,verb,i)/dh|s,εἶδον,verb,su/,σύ,pronoun,mou,ἐγώ,pronoun,to\,ὁ,article,deino\n,δεινός,adjective,kai\,καί,conjunction,diafqare\n,διαφθείρω,verb,frenw=n,φρήν,noun,i)/sxnaine,ἰσχναίνω,verb,paramuqou=,παραμυθέομαι,verb,q',τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,su\,σύ,pronoun,ste/nh|s,στένω,verb,h(ma=s,ἐγώ,pronoun,paro/ntas,πάρειμι,verb,xrh/,χρή,verb,se,σύ,pronoun,nouqetei=n,νουθετέω,verb,fi/la,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pikouri/ai,ἐπικουρία,noun,ga\r,γάρ,particle,ai(/de,ὅδε,pronoun,toi=s,ὁ,article,fi/lois,φίλος,adjective,kalai/,κάλαις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,ta/laina,τάλας,adjective,ba=sa,βάζω,verb,dwma/twn,δῶμα,noun,e)/sw,ἔσω,adjective,u(/pnw|,ὕπνον,noun,t',τε,particle,a)/upnon,ἄυπνος,adjective,ble/faron,βλέφαρον,noun,e)ktaqei=sa,ἐκτείνω,verb,do/s,δίδωμι,verb,si/twn,σῖτος,noun,t',τε,particle,o)/recai,ὀρέγω,verb,loutra/,λουτρόν,noun,t',τε,particle,e)pibalou=,ἐπιβάλλω,verb,xroi/+,χρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,prolei/yeis,προλείπω,verb,h)\,ἠέ,conjunction,prosedrei/a|,προσεδρεία,noun,no/son,νόσος,noun,kth/sh|,κτάομαι,verb,tin',τις,pronoun,oi)xo/mesqa,οἴχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,ga\r,γάρ,particle,e)/xw,ἔχω,verb,mo/nhn,μόνος,adjective,e)pi/kouron,ἐπίκουρος,noun,a)/llwn,ἄλλος,adjective,w(s,ὡς,conjunction,o(ra=|s,ὁράω,verb,e)/rhmos,ἐρῆμος,adjective,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\n,σύν,preposition,soi\,σύ,pronoun,kai\,καί,conjunction,qanei=n,θνήσκω,verb,ai(rh/somai,αἱρέω,verb,kai\,καί,conjunction,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,ga\r,γάρ,particle,tau)to/n,ταυτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,su\,σύ,pronoun,katqa/nh|s,καταθνήσκω,verb,gunh\,γυνή,noun,ti/,τίς,pronoun,dra/sw,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,mo/nh,μόνος,adjective,swqh/somai,σώζω,verb,a)na/delfos,ἀνάδελφος,adjective,a)pa/twr,ἀπάτωρ,noun,a)/filos,ἄφιλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,soi\,σύ,pronoun,dokei=,δοκέω,verb,dra=n,δράω,verb,xrh\,χρή,verb,ta/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kli=non,κλίνω,verb,ei)s,εἰς,preposition,eu)nh\n,εὐνή,noun,de/mas,δέμας,noun,kai\,καί,conjunction,mh\,μή,conjunction,to\,ὁ,article,tarbou=n,ταρβέω,verb,ka)kfobou=n,ἐκφοβέω,verb,s',σύ,pronoun,e)k,ἐκ,preposition,demni/wn,δέμνιον,noun,a)/gan,ἄγαν,adverb,a)pode/xou,ἀποδέχομαι,verb,me/ne,μένω,verb,d',δέ,particle,e)pi\,ἐπί,preposition,strwtou=,στρωτός,adjective,le/xous,λέχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,mh\,μή,conjunction,nosh=|s,νοσάζω,verb,ga/r,γάρ,particle,a)lla\,ἀλλά,adverb,doca/zh|s,δοξάζω,verb,nosei=n,νοσέω,verb,ka/matos,κάματος,noun,brotoi=sin,βροτός,noun,a)pori/a,ἀπορία,noun,te,τε,particle,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ai=,αἰαῖ,interjection,droma/des,δρομάς,noun,w)=,ὦ,interjection,pterofo/roi,πτεροφόρος,adjective,potnia/des,,,qeai/,θεά,noun,a)ba/kxeuton,ἀβάκχευτος,adjective,ai(\,ὅς,pronoun,qi/ason,θίασος,noun,e)la/xet',λαγχάνω,verb,e)n,ἐν,preposition,da/krusi,δάκρυον,noun,kai\,καί,conjunction,go/ois,γόος,noun,mela/gxrwtes,μελάγχρως,adjective,eu)meni/des,,,ai(/te,ὅστε,pronoun,to\n,ὁ,article,tanao\n,ταναός,adjective,ai)qe/r',αἰθήρ,noun,a)mpa/llesq',ἀναπάλλω,verb,ai(/matos,αἷμα,noun,tinu/menai,τίνυμαι,verb,di/kan,δίκη,adjective,tinu/menai,τίνυμαι,verb,fo/non,φόνος,noun,kaqiketeu/omai,καθικετεύω,verb,kaqiketeu/omai,καθικετεύω,verb,to\n,ὁ,article,*)agame/mnonos,Ἀγαμέμνων,proper,go/non,γόνος,noun,e)a/sat',ἀίω,verb,e)klaqe/sqai,ἐκλανθάνω,verb,lu/ssas,λύσσα,noun,mania/dos,μανιάς,adjective,foitale/ou,φοιταλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu=,φεῦ,interjection,mo/xqwn,μόχθος,noun,oi(/wn,οἷος,adjective,w)=,ὦ,interjection,ta/las,τάλας,adjective,o)rexqei\s,ὀρέγω,verb,e)/rreis,ἔρρω,verb,tri/podos,τρίπους,adjective,a)/po,ἀπό,preposition,fa/tin,φάτις,adjective,a(\n,ὅς,pronoun,o(,ὁ,article,*foi=bos,Φοῖβος,proper,e)/lake,λάσκω,verb,deca/menos,δέχομαι,verb,a)na\,ἀνά,preposition,da/pedon,δάπεδον,noun,i(/na,ἵνα,conjunction,meso/mfaloi,μεσόμφαλος,adjective,le/gontai,λέγω,verb,muxoi/,μυχός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,*zeu=,Ζεύς,proper,ti/s,τίς,pronoun,e)/leos,ἔλεος,noun,ti/s,τίς,pronoun,o(/d',ὅδε,pronoun,a)gw\n,ἀγών,noun,fo/nios,φόνιος,adverb,e)/rxetai,ἔρχομαι,verb,qoa/zwn,θοάζω,verb,se,σύ,pronoun,to\n,ὁ,article,me/leon,μέλεος,adjective,w(=|,ὅς,pronoun,da/krua,δάκρυον,noun,da/krusi,δάκρυον,noun,sumba/llei,συμβάλλω,verb,poreu/wn,πορεύω,verb,tis,τις,pronoun,e)s,εἰς,preposition,do/mon,δόμος,noun,a)lasto/rwn,ἀλάστωρ,noun,mate/ros,μήτηρ,noun,ai(=ma,αἷμα,noun,sa=s,σής,noun,o(/,ὅς,pronoun,s',σύ,pronoun,a)nabakxeu/ei,ἀναβακχεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me/gas,μέγας,adverb,o)/lbos,ὄλβος,noun,ou),οὐ,adverb,mo/nimos,μόνιμος,adjective,e)n,ἐν,preposition,brotoi=s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katolofu/romai,κατολοφύρομαι,verb,katolofu/romai,κατολοφύρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na\,ἀνά,preposition,de\,δέ,particle,lai=fos,λαῖφος,noun,w(/s,ὡς,conjunction,tis,τις,pronoun,a)ka/tou,ἄκατος,noun,qoa=s,θοός,adjective,tina/cas,τινάσσω,verb,dai/mwn,δαίμων,adjective,kate/klusen,κατακλύζω,verb,deinw=n,δεινός,adjective,po/nwn,πόνος,noun,w(s,ὡς,conjunction,po/ntou,πόντος,noun,la/brois,λάβρος,adjective,o)leqri/oisin,ὀλέθριος,adjective,e)n,ἐν,preposition,ku/masin,κῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,pa/ros,πάρος,preposition,oi)=kon,οἶκος,noun,e(/teron,ἕτερος,adjective,h)\,ἠέ,conjunction,to\n,ὁ,article,a)po\,ἀπό,preposition,qeogo/nwn,θεόγονος,adjective,ga/mwn,γάμος,adjective,to\n,ὁ,article,a)po\,ἀπό,preposition,*tanta/lou,Τάνταλος,proper,se/besqai/,σέβομαι,verb,me,ἐγώ,pronoun,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,basileu\s,βασιλεύς,noun,o(/de,ὅδε,pronoun,dh\,δή,particle,stei/xei,στείχω,verb,*mene/laos,Μενέλαος,proper,a)/nac,ἄναξ,noun,pollh=|,πολύς,adjective,a(brosu/nh|,ἁβρότης,noun,dh=los,δῆλος,adjective,o(ra=sqai,ὁράω,verb,tw=n,ὁ,article,*tantalidw=n,Τανταλίδης,proper,e)c,ἐκ,preposition,ai(/matos,αἷμα,noun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,xilio/naun,χιλιόναυς,noun,strato\n,στρατός,noun,o(rmh/sas,ὁρμάω,verb,e)s,εἰς,preposition,gh=n,γῆ,noun,*)asi/an,Ἄσιος,proper,xai=r',χαίρω,verb,eu)tuxi/a|,εὐτυχία,noun,d',δέ,particle,au)to\s,αὐτός,pronoun,o(milei=s,ὁμιλέω,verb,qeo/qen,θεόθεν,adverb,pra/cas,πράσσω,verb,a(/per,ὅς,pronoun,hu)/xou,εὔχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,dw=ma,δῶμα,noun,th=|,ὁ,article,me/n,μέν,particle,s',σύ,pronoun,h(de/ws,ἡδέως,adverb,prosde/rkomai,προσδέρκομαι,verb,*troi/aqen,Τροίαθεν,adverb,e)lqw/n,ἔρχομαι,verb,th=|,ὁ,article,d',δέ,particle,i)dw\n,εἶδον,verb,kataste/nw,καταστένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku/klw|,κύκλος,noun,ga\r,γάρ,particle,ei(lixqei=san,ἑλίσσω,verb,a)qli/ws,ἄθλιος,adjective,kakoi=s,κακός,adjective,ou)pw/pot',οὐπώποτε,adverb,a)/llhn,ἄλλος,adjective,ma=llon,μᾶλλον,adverb,ei)=don,εἶδον,verb,e(sti/an,ἑστία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agame/mnonos,Ἀγαμέμνων,proper,me\n,μέν,particle,ga\r,γάρ,particle,tu/xas,τύχη,noun,h)pista/mhn,ἐπίσταμαι,verb,kai\,καί,conjunction,qa/naton,θάνατος,adjective,oi(/w|,οἷος,adjective,pro\s,πρός,preposition,da/martos,δάμαρ,noun,w)/leto,ὄλλυμι,verb,*male/a|,Μαλέη,proper,prosi/sxwn,προσίσχω,verb,prw=|ran,πρῷρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,kuma/twn,κῦμα,noun,o(,ὁ,article,nauti/loisi,ναυτίλος,noun,ma/ntis,μάντις,noun,e)ch/ggeile/,ἐξαγγέλλω,verb,moi,ἐγώ,pronoun,*nhre/ws,Νηρεύς,proper,profh/ths,προφήτης,adjective,*glau=kos,Γλαύκος,proper,a)yeudh\s,ἀψευδής,adverb,qeo/s,θεός,noun,o(/s,ὅς,pronoun,moi,ἐγώ,pronoun,to/d',ὅδε,pronoun,ei)=pen,εἶπον,verb,e)mfanw=s,ἐμφανής,adjective,katastaqei/s,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mene/lae,Μενέλαος,proper,kei=tai,κέω,verb,so\s,σός,adjective,kasi/gnhtos,κασίγνητος,noun,qanw/n,θνήσκω,verb,loutroi=sin,λουτρόν,noun,a)lo/xou,ἄλοχος,adjective,peripesw\n,περιπίπτω,verb,panusta/tois,πανύστατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dakru/wn,δάκρυον,noun,d',δέ,particle,e)/plhsen,πίμπλημι,verb,e)me/,ἐγώ,pronoun,te,τε,particle,kai\,καί,conjunction,nau/tas,ναύτης,noun,e)mou\s,ἐμός,adjective,pollw=n,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
