word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
o(ra=|s,a)/boulos,ἄβουλος,adjective,w(s,ὡς,conjunction,kekertomhme/nh,κερτομέω,verb,toi=s,ὁ,article,kertomou=si,κερτομέω,verb,gorgo\n,γοργός,adjective,o)/mm',ὄμμα,noun,a)nable/pei,ἀναβλέπω,verb,sh\,σός,adjective,patri/s,πατρίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ga\r,γάρ,particle,toi=s,ὁ,article,po/noisin,πόνος,noun,au)/cetai,αὐξάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,d',δέ,particle,h(/suxoi,ἥσυχος,adjective,skoteina\,σκοτεινός,adjective,pra/ssousai,πράσσω,verb,po/leis,πόλις,adjective,skoteina\,σκοτεινός,adjective,kai\,καί,conjunction,ble/pousin,βλέπω,verb,eu)labou/menai,εὐλαβέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,ei)=,εἶμι,verb,nekroi=si,νεκρός,noun,kai\,καί,conjunction,gunaici\n,γυνή,noun,a)qli/ais,ἄθλιος,adjective,proswfelh/swn,προσωφελέω,verb,w)=,ὦ,interjection,te/knon,τέκνον,noun,kexrhme/nais,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ou)/te,οὔτε,adverb,tarbw=,ταρβέω,verb,su\n,σύν,preposition,di/kh|,δίκη,adjective,s',σύ,pronoun,o(rmw/menon,ὁρμάω,verb,*ka/dmou,Κάδμος,proper,q',τε,particle,o(rw=sa,ὁράω,verb,lao\n,λαός,noun,eu)=,εὖ,adverb,peprago/ta,πράσσω,verb,e)/t',ἔτι,adverb,au)to\n,αὐτός,pronoun,a)/lla,ἄλλος,adjective,blh/mat',βλῆμα,noun,e)n,ἐν,preposition,ku/bois,κύβος,noun,balei=n,βάλλω,verb,pe/poiq',πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ga\r,γάρ,particle,qeo\s,θεός,noun,pa/nt',πᾶς,adjective,a)nastre/fei,ἀναστρέφω,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,filta/th,φίλτατος,adjective,moi,ἐγώ,pronoun,tw=|de/,ὅδε,pronoun,t',τε,particle,ei)/rhkas,ἐρῶ,verb,kalw=s,καλός,noun,ka)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplou=n,de\,δέ,particle,xa/rma,χάρμα,noun,gi/gnetai,γίγνομαι,verb,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διπλόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,lo/goi,λόγος,noun,me/n,μέν,particle,mh=ter,μήτηρ,noun,oi(,ἕ,pronoun,lelegme/noi,λέγω,verb,o)rqw=s,ὀρθός,adjective,e)/xous',ἔχω,verb,e)s,εἰς,preposition,to/nde,ὅδε,pronoun,ka)pefhna/mhn,ἀποφαίνω,verb,gnw/mhn,γνώμη,noun,u(f',ὑπό,preposition,oi(/wn,οἷος,adjective,e)sfa/lh,σφάλλω,verb,bouleuma/twn,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,de\,δέ,particle,ka)gw\,ἐγώ,pronoun,tau=q',οὗτος,pronoun,a(/per,ὅς,pronoun,me,ἐγώ,pronoun,nouqetei=s,νουθετέω,verb,w(s,ὡς,conjunction,toi=s,ὁ,article,e)moi=sin,ἐμός,adjective,ou)xi\,οὐ,adverb,pro/sforon,πρόσφορος,adjective,tro/pois,τρόπος,noun,feu/gein,φεύγω,verb,ta\,ὁ,article,deina/,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,ga\r,γάρ,particle,dra/sas,δράω,verb,kala\,καλός,noun,e)/qos,ἔθος,noun,to/d',ὅδε,pronoun,ei)s,εἰς,preposition,*(/ellhnas,Ἕλλην,proper,e)celeca/mhn,ἐκλέγω,verb,a)ei\,ἀεί,adverb,kolasth\s,κολαστής,noun,tw=n,ὁ,article,kakw=n,κακός,adjective,kaqesta/nai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,a)pauda=n,ἀπαυδάω,verb,dunato/n,δυνατός,adjective,e)sti/,εἰμί,verb,moi,ἐγώ,pronoun,po/nous,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔκουν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,ga/r,γάρ,particle,m',ἐγώ,pronoun,e)rou=sin,ἐρέω,verb,oi(/,ἕ,pronoun,ge,γε,particle,dusmenei=s,δυσμενής,adverb,brotw=n,βροτός,noun,o(/q',ὅτε,conjunction,h(,ὁ,article,tekou=sa,τίκτω,verb,xu(perorrwdou=s',,,e)mou=,ἐγώ,pronoun,prw/th,πρότερος,adjective,keleu/eis,κελεύω,verb,to/nd',ὅδε,pronoun,u(posth=nai,ὑφίστημι,verb,po/non,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/sw,ta/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=mi,kai\,καί,conjunction,nekrou\s,νεκρός,noun,e)klu/somai,ἐκλύω,verb,lo/goisi,λόγος,noun,pei/qwn,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),de\,δέ,particle,mh/,μή,conjunction,bi/a|,βία,adjective,doro\s,δόρυ,noun,h)/dh,ἤδη,adverb,to/d',ὅδε,pronoun,e)/stai,εἰμί,verb,kou)xi\,οὐ,adverb,su\n,σύν,preposition,fqo/nw|,φθόνος,noun,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/cai,de\,δέ,particle,xrh/|zw,χρῄζω,verb,kai\,καί,conjunction,po/lei,πόλις,adjective,pa/sh|,πᾶς,adjective,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/cei,d',δέ,particle,e)mou=,ἐγώ,pronoun,qe/lontos,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,tou=,ὁ,article,lo/gou,λόγος,noun,prosdou\s,προσδίδωμι,verb,e)/xoim',ἔχω,verb,a)\n,ἄν,particle,dh=mon,δῆμος,noun,eu)mene/steron,εὐμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ga\r,γάρ,particle,kate/sths',καθίστημι,verb,au)to\n,αὐτός,pronoun,e)s,εἰς,preposition,monarxi/an,μοναρχία,noun,e)leuqerw/sas,ἐλευθερόω,verb,th/nd',ὅδε,pronoun,i)so/yhfon,ἰσόψηφος,adjective,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labw\n,d',δέ,particle,*)/adraston,Ἄδραστος,proper,dei=gma,δεῖγμα,noun,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,lo/gwn,λόγος,noun,e)s,εἰς,preposition,plh=qos,πλῆθος,noun,a)stw=n,ἄστυ,noun,ei)=mi,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,pei/sas,πείθω,verb,ta/de,ὅδε,pronoun,lektou\s,λεκτός,adjective,a)qroi/sas,ἀθρέω,verb,deu=r',δεῦρο,adverb,*)aqhnai/wn,Ἀθήναια,proper,ko/rous,κόρος,noun,h(/cw,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
par',o(/plois,ὅπλον,noun,q',τε,particle,h(/menos,ἧμαι,verb,pe/myw,πέμπω,verb,lo/gous,λόγος,noun,*kre/onti,Κρέων,proper,nekrw=n,νεκρός,noun,sw/mat',σῶμα,adjective,e)caitou/menos,ἐξαιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',w)=,ὦ,interjection,geraiai/,γεραιός,adjective,se/mn',σεμνός,adjective,a)fairei=te,ἀφαιρέω,verb,ste/fh,στέφος,noun,mhtro/s,μήτηρ,noun,pro\s,πρός,preposition,oi)/kous,οἶκος,noun,w(/s,ὡς,conjunction,nin,νιν,pronoun,*ai)ge/ws,Αἰγεύς,proper,a)/gw,ἄγαμαι,verb,fi/lhn,φίλος,adjective,prosa/yas,προσάπτω,verb,xei=ra,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,tekou=si,τίκτω,verb,ga\r,γάρ,particle,du/sthnos,δύστηνος,adjective,o(/stis,ὅστις,pronoun,mh\,μή,conjunction,a)ntidouleu/ei,ἀντιδουλεύω,verb,te/knwn,τέκνον,noun,ka/lliston,καλός,noun,e)/ranon,ἔρανος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dou\s,ga\r,γάρ,particle,a)ntila/zutai,ἀντιλάζομαι,verb,pai/dwn,παῖς,adjective,par',παρά,preposition,au(tou=,ἑαυτοῦ,pronoun,toia/d',τοιόσδε,adjective,a(\n,ὅς,pronoun,tokeu=si,τοκεύς,noun,dw=|,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ppo/boton,*)/argos,Ἄργος,proper,w)=,ὦ,interjection,pa/trion,πάτριος,adjective,e)mo\n,ἐμός,adjective,pe/don,πέδον,noun,e)klu/ete,ἐκλύω,verb,ta/d',ὅδε,pronoun,e)klu/ete,ἐκλύω,verb,a)/naktos,ἄναξ,noun,o(/sia,ὅσιος,adjective,peri\,περί,preposition,qeou\s,θεός,noun,kai\,καί,conjunction,mega/la,μέγας,adverb,*pelasgi/a|,Πελασγικός,adjective,kai\,καί,conjunction,kat',κατά,preposition,*)/argos,Ἄργος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱππόβοτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),ga\r,γάρ,particle,e)pi\,ἐπί,preposition,te/rma,τέρμα,noun,kai\,καί,conjunction,to\,ὁ,article,ple/on,πλέος,adjective,e)mw=n,ἐμός,adjective,kakw=n,κακός,adjective,i(ko/menos,ἱκνέομαι,verb,e)/ti,ἔτι,adverb,mate/ros,μήτηρ,noun,a)/galma,ἄγαλμα,noun,fo/nion,φόνιος,adverb,e)ce/loi,ἐξαιρέω,verb,ga=n,γῆ,noun,de\,δέ,particle,fi/lion,φίλιος,adjective,*)ina/xou,Ἴναχος,proper,qei=t',θέω,verb,o)nh/sas,ὀνίνημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo\n,d',δέ,particle,a)/galma,ἄγαλμα,noun,po/lesin,πόλις,adjective,eu)sebh\s,εὐσεβής,adjective,po/nos,πόνος,noun,xa/rin,χάρις,noun,t',τε,particle,e)/xei,ἔχω,verb,ta\n,ὁ,article,e)s,εἰς,preposition,ai)ei/,ἀεί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,moi,ἐγώ,pronoun,po/lis,πόλις,adjective,kranei=,κραίνω,verb,pot',ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=ra,fi/lia/,φίλιος,adjective,moi,ἐγώ,pronoun,temei=,τέμνω,verb,kai\,καί,conjunction,te/knois,τέκνον,noun,tafa\s,ταφή,noun,lhyo/mesqa,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἆρα,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mune,matri/,μήτηρ,noun,po/lis,πόλις,adjective,a)/mune,ἀμύνω,verb,*palla/dos,Παλλάς,proper,no/mous,νόμος,noun,brotw=n,βροτός,noun,mh\,μή,conjunction,miai/nein,μιαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀμύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/,toi,τοι,particle,se/beis,σέβω,verb,di/kan,δίκη,adjective,to\,ὁ,article,d',δέ,particle,h(=sson,ἥσσων,adverb,a)diki/a|,ἀδικία,noun,ne/meis,νέμω,verb,dustuxh=,δυστυχής,adverb,t',τε,particle,a)ei\,ἀεί,adverb,pa/nta,πᾶς,adjective,r(u/h|,ῥύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/xnhn,me\n,μέν,particle,ai)ei\,ἀεί,adverb,th/nd',ὅδε,pronoun,e)/xwn,ἔχω,verb,u(phretei=s,ὑπηρετέω,verb,po/lei,πόλις,adjective,te,τε,particle,ka)moi/,ἐγώ,pronoun,diafe/rwn,διαφέρω,verb,khru/gmata,κήρυγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lqw\n,d',δέ,particle,u(pe/r,ὑπέρ,preposition,t',τε,particle,*)aswpo\n,Ἀσωπός,proper,*)ismhnou=,Ἰσμηνός,proper,q',τε,particle,u(/dwr,ὕδωρ,noun,semnw=|,σεμνός,adjective,tura/nnw|,τύραννος,noun,fra/ze,φράζω,verb,*kadmei/wn,Καδμεῖος,proper,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qhseu/s,s',σύ,pronoun,a)paitei=,ἀπαιτέω,verb,pro\s,πρός,preposition,xa/rin,χάρις,noun,qa/yai,θάπτω,verb,nekrou/s,νεκρός,noun,suggei/ton',συγγείτων,noun,oi)kw=n,οἰκέω,verb,gai=an,γαῖα,noun,a)ciw=n,ἀξιάω,verb,tuxei=n,τυγχάνω,verb,fi/lon,φίλος,adjective,te,τε,particle,qe/sqai,τίθημι,verb,pa/nt',πᾶς,adjective,*)erexqeidw=n,Ἐρεχθείδης,proper,lew/n,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Θησεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
