word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS
ou),οὐ,adverb,ga\r,γάρ,particle,to\,ὁ,article,gignw/skein,γιγνώσκω,verb,kai\,καί,conjunction,sunie/nai,σύνειμι,verb,ta\,ὁ,article,di/kai',δικαία,noun,u(mw=n,σύ,pronoun,e)calei=yai,ἐξαλείφω,verb,dunh/setai,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,dh\,δή,particle,kai\,καί,conjunction,to\n,ὁ,article,metalliko\n,μεταλλικός,adjective,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,dei/cein,δείκνυμι,verb,oi)/omai,οἴομαι,verb,ou)/t',οὔτε,adverb,ou)=san,εἰμί,verb,ei)sagw/gimon,εἰσαγώγιμος,adjective,th\n,ὁ,article,di/khn,δίκη,adjective,xa/rito/s,χάρις,noun,t',τε,particle,w)\n,εἰμί,verb,ma=llon,μᾶλλον,adverb,a)/cios,ἄξιος,adjective,h)\,ἠέ,conjunction,tou=,ὁ,article,sukofantei=sqai,συκοφαντέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,safw=s,σαφής,adverb,o(,ὁ,article,no/mos,νόμος,noun,diei/rhken,διερῶ,verb,w(=n,ὅς,pronoun,ei)=nai,εἰμί,verb,di/kas,δίκη,adjective,prosh/kei,προσήκω,verb,metallika/s,μεταλλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,o(,ὁ,article,me\n,μέν,particle,no/mos,νόμος,noun,e)a/n,ἐάν,conjunction,tis,τις,pronoun,e)ci/llh|,ἐξείλλω,verb,tina\,τις,pronoun,th=s,ὁ,article,e)rgasi/as,ἐργασία,noun,u(po/dikon,ὑπόδικος,adjective,poiei=,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,ou)x,οὐ,adverb,o(/pws,ὅπως,conjunction,au)to\s,αὐτός,pronoun,e)ci/llw,ἐξείλλω,verb,a)ll',ἀλλά,adverb,w(=n,ὅς,pronoun,tou=ton,οὗτος,pronoun,a)/llos,ἄλλος,adjective,a)peste/rei,ἀποστερέω,verb,tou/twn,οὗτος,pronoun,e)gkrath=,ἐγκρατής,adjective,kate/sthsa,καθίστημι,verb,kai\,καί,conjunction,pare/dwka,παραδίδωμι,verb,kai\,καί,conjunction,prath\r,πρατήρ,noun,tou/tou,οὗτος,pronoun,dehqe/ntos,δέω,verb,e)geno/mhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb
nai/,ναί,adverb,fhsi/n,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ka)\n,κἀν,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,a)dikh=|,ἀδικέω,verb,tis,τις,pronoun,peri\,περί,preposition,ta\,ὁ,article,me/talla,μέταλλον,noun,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,ei)si\n,εἰμί,verb,di/kai,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,g',γε,particle,w)=,ὦ,interjection,*pantai/nete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,ti/,τίς,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,tu/fh|,τύφω,verb,tis,τις,pronoun,a)\n,ἄν,particle,o(/pl',ὅπλον,noun,e)pife/rh|,ἐπιφέρω,verb,a)\n,ἄν,particle,e)pikatate/mnh|,ἐπικατατέμνω,verb,tw=n,ὁ,article,me/trwn,μέτρον,noun,e)nto/s,ἐντός,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,e)sti\n,εἰμί,verb,ta)/lla,ἄλλος,adjective,w(=n,ὅς,pronoun,ou)de\n,οὐδείς,pronoun,dh/pou,δήπου,particle,pe/praktai,πράσσω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,e)moi/,ἐγώ,pronoun,plh\n,πλήν,preposition,ei),εἰ,conjunction,tou\s,ὁ,article,komizome/nous,κομίζω,verb,a(\,ὅς,pronoun,proei=nto/,προίημι,verb,soi,σύ,pronoun,meq',μετά,preposition,o(/plwn,ὅπλον,noun,h(/kein,ἥκω,verb,nomi/zeis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νομίζω,verb
ei),εἰ,conjunction,de\,δέ,particle,tau=q',οὗτος,pronoun,h(gei=,ἡγέομαι,verb,pro\s,πρός,preposition,a(/pantas,ἅπας,adjective,tou\s,ὁ,article,proi+eme/nous,προίημι,verb,ta\,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,ei)si/,εἰμί,verb,soi,σύ,pronoun,di/kai,δίκη,adjective,metallikai/,μεταλλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou),οὐ,adverb,di/kaion,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,ga/r,γάρ,particle,o(/stis,ὅστις,pronoun,a)\n,ἄν,particle,me/tallon,μέταλλον,noun,para\,παρά,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,pri/htai,πρίαμαι,verb,tou\s,ὁ,article,koinou\s,κοινός,adjective,parelqw\n,παρέρχομαι,verb,no/mous,νόμος,noun,kaq',κατά,preposition,ou(\s,ὅς,pronoun,kai\,καί,conjunction,dido/nai,δίδωμι,verb,kai\,καί,conjunction,lamba/nein,λαμβάνω,verb,pa=si,πᾶς,adjective,prosh/kei,di/kas,δίκη,adjective,e)n,ἐν,preposition,tai=s,ὁ,article,metallikai=s,μεταλλικός,adjective,dika/setai,δικάζω,verb,e)a\n,ἐάν,conjunction,danei/shtai,δανείζω,verb,para/,παρά,preposition,tou,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσήκω,verb
ti/,τίς,pronoun,d',δέ,particle,a)\n,ἄν,particle,kakw=s,κακός,adjective,a)kou/sh|,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,plhga\s,πληγάς,noun,la/bh|,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,kloph\n,κλοπή,noun,e)gkalh=|,ἐγκαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,proeisfora\n,προεισφορά,noun,mh\,μή,conjunction,komi/zhtai,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,o(/lws,ὅλος,adjective,a)/llo,ἄλλος,adjective,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,oi)/omai,οἴομαι,verb,a)lla\,ἀλλά,adverb,ta\s,ὁ,article,metallika\s,μεταλλικός,adjective,ei)=nai,εἰμί,verb,di/kas,δίκη,adjective,toi=s,ὁ,article,koinwnou=si,κοινωνέω,verb,meta/llou,μέταλλον,noun,kai\,καί,conjunction,toi=s,ὁ,article,e(/teron,ἕτερος,adjective,suntrh/sasin,συντετραίνω,verb,ei)s,εἰς,preposition,ta\,ὁ,article,tw=n,ὁ,article,plhsi/on,πλησίος,adjective,kai\,o(/lws,ὅλος,adjective,toi=s,ὁ,article,e)rgazome/nois,ἐργάζομαι,verb,ta\,ὁ,article,me/talla,μέταλλον,noun,kai\,καί,conjunction,tw=n,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,no/mw|,νόμος,noun,ti,τις,pronoun,poiou=sin,ποιέω,verb,tw=|,ὁ,article,de\,δέ,particle,danei/santi,δανείζω,verb,*pantaine/tw|,,,kai\,καί,conjunction,tau=t',οὗτος,pronoun,a)peilhfo/ti,ἀπολαμβάνω,verb,gli/sxrws,γλίσχρος,adjective,kai\,καί,conjunction,mo/lis,μόλις,adverb,para\,παρά,preposition,tou/tou,οὗτος,pronoun,ou)k,οὐ,adverb,ei)=nai,εἰμί,verb,di/khn,δίκη,adjective,metallikh\n,μεταλλικός,adjective,pro\s,πρός,preposition,feukte/on,φευκτέος,adjective,ou)d',οὐδέ,particle,e)ggu/s,ἐγγύς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction
w(s,ὡς,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,ou)/t',οὔτε,adverb,h)di/khka,ἀδικέω,verb,tou=ton,οὗτος,pronoun,ou)de\n,οὐδείς,pronoun,ou)/t',οὔτε,adverb,ei)sagw/gimos,εἰσαγώγιμος,adjective,e)k,ἐκ,preposition,tw=n,ὁ,article,no/mwn,νόμος,noun,e)sti\n,εἰμί,verb,h(,ὁ,article,di/kh,δίκη,adjective,tau=t',οὗτος,pronoun,a)/n,ἄν,particle,tis,τις,pronoun,skopw=n,σκοπάω,verb,r(a|di/ws,ῥᾴδιος,adjective,gnoi/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γιγνώσκω,verb
ou)de\n,οὐδείς,pronoun,toi/nun,τοίνυν,particle,di/kaion,δίκαιος,adjective,e)/xwn,ἔχω,verb,ou)de\,οὐδέ,particle,kaq',κατά,preposition,e(\n,εἷς,adjective,le/gein,λέγω,verb,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,e)gkalei=,ἐγκαλέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,yeudh=,ψευδής,adverb,gegrafw\s,γράφω,verb,ei)s,εἰς,preposition,to\,ὁ,article,e)/gklhma,ἔγκλημα,noun,kai\,καί,conjunction,peri\,περί,preposition,w(=n,a)fh=ke,ἀφήκω,verb,dikazo/menos,δικάζω,verb,tou=,ὁ,article,e)celqo/ntos,ἐξέρχομαι,verb,mhno/s,μείς,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,e)peidh\,ἐπεί,conjunction,e)/mellon,μέλλω,verb,ei)sie/nai,εἴσειμι,verb,th\n,ὁ,article,di/khn,δίκη,adjective,h)/dh,ἤδη,adverb,tw=n,ὁ,article,dikasthri/wn,δικαστήριον,noun,e)pikeklhrwme/nwn,ἐπικληρόω,verb,proselqw\n,προσέρχομαι,verb,kai\,καί,conjunction,peristh/sas,περιίστημι,verb,tou\s,ὁ,article,meq',μετά,preposition,e(autou=,ἑαυτοῦ,pronoun,to\,ὁ,article,e)rgasth/rion,ἐργαστήριον,noun,tw=n,ὁ,article,sunestw/twn,συνίστημι,verb,pra=gma,πρᾶγμα,noun,poiei=,ποιέω,verb,pa/ndeinon,πάνδεινος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun
