word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
au)tou=,αὐτός,pronoun,kai\,καί,conjunction,qow/tatai/,θοός,adjective,ei)si,εἰμί,verb,ke/leuqoi,κέλευθος,noun,o(/s,ὅς,pronoun,r(a/,ἄρα,particle,te,τε,particle,kai\,καί,conjunction,mh/kista,μήκιστος,adjective,diwko/menos,διώκω,verb,peri\,περί,preposition,ku/kla,κύκλος,noun,ou)de\n,οὐδείς,pronoun,a)fauro/teron,ἀφαυρός,adjective,troxa/ei,τροχάζω,verb,*kunosouri/dos,κυνοσουρίς,noun,*)/arktou,Ἄρκτος,proper,au)to\s,αὐτός,pronoun,me\n,μέν,particle,nwqh\s,νωθής,adjective,kai\,καί,conjunction,a)na/steros,ἀνάστερος,adjective,oi(=a,οἷος,adjective,selh/nh|,σελήνη,noun,ske/yasqai,σκέπτομαι,verb,zw/nh|,ζώνη,noun,d',δέ,particle,a)\n,ἄν,particle,o(/mws,ὅμως,conjunction,e)pitekmh/raio,ἐπιτεκμαίρομαι,verb,*)androme/dhs,Ἀνδρομέδα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/gon,ὀλίγος,adjective,ga\r,γάρ,particle,u(p',ὑπό,preposition,au)th\n,αὐτός,pronoun,e)sth/riktai,στηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
messo/qi,μεσσόθι,adverb,de\,δέ,particle,tri/bei,τρίβω,verb,me/gan,μέγας,adverb,ou)rano/n,οὐρανός,noun,h(=xi/,ἧχι,adverb,per,πέρ,particle,a)/krai,ἄκρος,adjective,xhlai\,χηλή,noun,kai\,καί,conjunction,zw/nh,ζώνη,noun,perite/lletai,περιτέλλομαι,verb,*)wri/wnos,Ὠρίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de/,δέ,particle,toi,σύ,pronoun,kai\,καί,conjunction,e)/t',ἔτι,adverb,a)/llo,ἄλλος,adjective,tetugme/non,τεύχω,verb,e)ggu/qi,ἐγγύθι,adverb,sh=ma,σῆμα,adjective,neio/qen,νειόθεν,adverb,*)androme/dhs,Ἀνδρομέδα,proper,to\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,trisi\n,τρεῖς,noun,e)sta/qmhtai,σταθμάομαι,verb,pleurh=|sin,πλευρά,noun,i)saiome/nh|sin,,,e)oiko\s,ἔοικα,verb,a)mfote/rh|s,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,ou)/ti,οὔτι,adverb,to/sh,τόσος,adjective,ma/la,μάλα,adverb,d',δέ,particle,e)sti\n,εἰμί,verb,e(toi/mh,ἑτοῖμος,adjective,eu(re/sqai,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,ga\r,γάρ,particle,pole/wn,πολύς,adjective,eu)a/stero/s,εὐάστερος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,o)li/gon,ὀλίγος,adjective,*kriou=,Κριός,proper,notiw/teroi,νότιος,adjective,a)ste/res,ἀστήρ,noun,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/r',ἄρα,particle,e)/ti,ἔτι,adverb,prote/rw,προτέρω,adverb,e)/ti,ἔτι,adverb,d',δέ,particle,e)n,ἐν,preposition,promolh=|si,προμολή,noun,no/toio,νότος,noun,a)ll',ἀλλά,adverb,ai)ei\,ἀεί,adverb,e(/teros,ἕτερος,adjective,profere/steros,προφερής,adverb,a)/llou,ἄλλος,adjective,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,bore/ao,,,ne/on,νέος,adjective,katio/ntos,κάτειμι,verb,a)kou/ei,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfote/rwn,ἀμφότερος,adjective,de/,δέ,particle,sfewn,σφεῖς,pronoun,a)potei/netai,ἀποτείνω,verb,h)u/+te,ἠύτε,particle,desma\,δεσμός,noun,ou)rai/wn,οὐραῖος,adjective,e(ka/terqen,ἑκάτερθε,adverb,e)pisxerw\,ἐπισχερώ,adverb,ei)s,εἰς,preposition,e(\n,εἷς,adjective,i)o/ntwn,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,ei(=s,εἷς,adjective,a)sth\r,ἀστήρ,noun,e)pe/xei,ἐπιχέω,verb,kalo/s,καλός,noun,te,τε,particle,me/gas,μέγας,adverb,te,τε,particle,o(/n,ὅς,pronoun,r(a/,ἄρα,particle,te,τε,particle,kai\,καί,conjunction,su/ndesmon,σύνδεσμος,noun,u(pou/raion,,,kale/ousin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)androme/dhs,Ἀνδρομέδα,proper,de/,δέ,particle,toi,τοι,particle,w)=mos,ὦμος,noun,a)ristero\s,ἀριστερός,adjective,*)ixqu/os,Ἰχθύς,proper,e)/stw,εἰμί,verb,sh=ma,σῆμα,adjective,boreiote/rou,βόρειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,ga/r,γάρ,particle,nu/,νῦν,adverb,oi(,ὁ,article,e)ggu/qen,ἐγγύθεν,adverb,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfo/teroi,ἀμφότερος,adjective,de\,δέ,particle,po/des,πούς,noun,gambrou=,γαμβρός,noun,e)pishmai/noien,ἐπισημαίνω,verb,oi(/,ἕ,pronoun,r(a/,ἄρα,particle,oi(,ἕ,pronoun,ai)e\n,ἀεί,adverb,e)pwma/dioi,ἐπωμάδιος,adjective,fore/ontai,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta/r,ἀτάρ,particle,o(/,ὅς,pronoun,g',γε,particle,e)n,ἐν,preposition,bore/w,Βορέας,proper,fe/retai,φέρω,verb,perimh/ketos,περιμήκετος,adjective,a)/llwn,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,oi(,ὁ,article,deciterh\,δεξιτερός,adjective,me\n,μέν,particle,e)pi\,ἐπί,preposition,klismo\n,κλισμός,noun,teta/nustai,τανύω,verb,penqeri/ou,πενθέριος,adjective,di/froio,δίφρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,posi\n,πούς,noun,oi(=a,οἷος,adjective,diw/kwn,διώκω,verb,i)/xnia,ἴχνιον,noun,mhku/nei,μηκύνω,verb,kekonime/nos,κονίω,verb,e)n,ἐν,preposition,*dii\,Ζεύς,proper,patri/,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/gxi,ἄγχι,adjective,de/,δέ,particle,oi(,ἕ,pronoun,skaih=s,σκαιός,adjective,e)pigouni/dos,ἐπιγουνίς,noun,h)/liqa,ἤλιθα,adverb,pa=sai,πᾶς,adjective,fore/ontai,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ou),οὐ,adverb,ma/la,μάλα,adverb,pollo\s,πολύς,adjective,a(pa/sas,ἅπας,adjective,xw=ros,χῶρος,noun,e)/xei,ἔχω,verb,kai\,καί,conjunction,d',δέ,particle,au)tai\,αὐτός,pronoun,e)piske/yasqai,ἐπισκέπτομαι,verb,a)faurai/,ἀφαυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(pta/poroi,ἑπτάπορος,adjective,dh\,δή,particle,tai/,ὁ,article,ge,γε,particle,met',μετά,preposition,a)nqrw/pous,ἄνθρωπος,noun,u(de/ontai,ὑδέω,verb,e(\c,ἕξ,adjective,oi)=ai/,οἶος,adjective,per,πέρ,particle,e)ou=sai,εἰμί,verb,e)po/yiai,ἐποψία,noun,o)fqalmoi=sin,ὀφθαλμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me/n,μέν,particle,pws,πως,particle,a)po/lwlen,ἀπόλλυμι,verb,a)peuqh\s,ἀπευθής,adjective,e)k,ἐκ,preposition,*dio\s,Ζεύς,proper,a)sth/r,ἀστήρ,noun,e)c,ἐκ,preposition,au(=,αὖ,interjection,kai\,καί,conjunction,geneh=qen,γενεῆθεν,adverb,a)kou/omen,ἀκούω,verb,a)lla\,ἀλλά,adverb,ma/l',μάλα,adverb,au(/tws,αὔτως,adverb,ei)/retai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(pta\,ἑπτά,noun,d',δέ,particle,e)kei=nai,ἐκεῖνος,pronoun,e)pirrh/dhn,ἐπιρρήδην,adverb,kale/ontai,καλέω,verb,*)alkuo/nh,Ἀλκυόνη,proper,*mero/ph,Μερόπη,proper,te,τε,particle,*kelainw/,Κελαινώ,proper,t',τε,particle,*)hle/ktrh,Ἠλέκτρη,proper,te,τε,particle,kai\,καί,conjunction,*stero/ph,Στερόπης,proper,kai\,καί,conjunction,*thu+ge/th,,,kai\,καί,conjunction,po/tnia,πότνια,noun,*mai=a,Μαῖα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,me\n,μέν,particle,o(mw=s,ὁμῶς,adverb,o)li/gai,ὀλίγος,adjective,kai\,καί,conjunction,a)fegge/es,ἀφεγγής,adjective,a)ll',ἀλλά,adverb,o)nomastai\,ὀνομαστής,noun,h)=ri,ἦρι,adverb,kai\,καί,conjunction,e(spe/riai,ἑσπέριος,adjective,*zeu\s,Ζεύς,proper,d',δέ,particle,ai)/tios,αἴτιος,adjective,ei(li/ssontai,ἑλίσσω,verb,o(/,ὅς,pronoun,sfisi,σφεῖς,pronoun,kai\,καί,conjunction,qe/reos,θέρος,noun,kai\,καί,conjunction,xei/matos,χεῖμα,noun,a)rxome/noio,ἄρχω,verb,shmai/nein,σημαίνω,verb,e)ke/leusen,κελεύω,verb,e)perxome/nou,ἐπέρχομαι,verb,t',τε,particle,a)ro/toio,ἄροτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(/t',ὅστε,pronoun,o)li/gh,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,a)=r',ἆρα,particle,e)/ti,ἔτι,adverb,kai\,καί,conjunction,para\,παρά,preposition,li/knw|,λίκνον,noun,*(ermei/hs,Ἑρμῆς,proper,e)to/rhse,τορέω,verb,de/,δέ,particle,min,μιν,pronoun,ei)=pe,εἶπον,verb,le/gesqai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka\d,κατά,preposition,d',δέ,particle,e)/qeto,ἔθω,verb,propa/roiqen,προπάροιθε,preposition,a)peuqe/os,ἀπευθής,adjective,*ei)dw/loio,εἴδωλον,noun,ou)rano\n,οὐρανός,noun,ei)sagagw/n,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,skele/essi,σκέλος,noun,pe/thlon,πέτηλος,adjective,gou/nati/,γόνυ,noun,oi(,ὁ,article,skaiw=|,σκαιός,adjective,pela/ei,πελάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh/,κεφαλή,noun,ge,γε,particle,me\n,μέν,particle,a)/krh,ἄκρις,noun,a)ntipe/rhn,ἀντιπέρα,adjective,*)/orniqos,ὄρνις,noun,e(li/ssetai,ἑλίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,meshgu\,μεσηγύ,adverb,o)rniqe/hs,,,kefalh=s,κεφαλή,noun,kai\,καί,conjunction,gou/natos,γόνυ,noun,e)sth/riktai,στηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=toi,,,ga\r,γάρ,particle,kai\,καί,conjunction,*zhni\,Ζεύς,proper,paratre/xei,παρατρέχω,verb,ai)o/los,αἰόλος,adjective,a)ll',ἀλλά,adverb,o(,ὁ,article,me\n,μέν,particle,h)ero/eis,ἠερόεις,adjective,ta\,ὁ,article,de/,δέ,particle,oi(,ὁ,article,e)/pi,ἐπί,preposition,tetrh/xuntai,τραχύνω,verb,a)stra/sin,ἀστήρ,noun,ou)/ti,οὔτι,adverb,li/hn,λίαν,adverb,mega/lois,μέγας,adverb,a)ta\r,ἀτάρ,particle,ou),οὐ,adverb,me\n,μέν,particle,a)fauroi=s,ἀφαυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(/,ὅς,pronoun,g',γε,particle,eu)dio/wnti,εὐδιάω,verb,poth\n,ποτός,adjective,o)/rniqi,ὄρνις,noun,e)oikw\s,ἔοικα,verb,ou)/rios,ὄρος,adjective,ei)s,εἰς,preposition,e(te/rhn,ἕτερος,adjective,fe/retai,φέρω,verb,kata\,κατά,preposition,decia\,δεξιός,adjective,xeiro\s,χείρ,noun,*khfei/hs,,,tarsoi=o,ταρσόομαι,verb,ta\,ὁ,article,decia\,δεξιός,adjective,pei/rata,πεῖραρ,noun,tei/nwn,τείνω,verb,laih=|,λαιός,noun,de\,δέ,particle,pte/rugi,πτέρυξ,adjective,skarqmo\s,σκαρθμός,noun,parake/klitai,παρακλίνω,verb,*(/ippou,Ἵππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
