word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
sunqe/tou,συνθέτης,noun,de\,δέ,particle,fh/sas,φημί,verb,au)to\,αὐτός,pronoun,perio/dou,περίοδος,noun,me/ros,μέρος,noun,ou),οὐ,adverb,dusi\,δύο,adjective,kw/lois,κῶλον,noun,th\n,ὁ,article,peri/odon,περίοδος,noun,o(ri/zein,ὁρίζω,verb,e)/oiken,ἔοικα,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,trisi\,τρεῖς,noun,kai\,καί,conjunction,plei/osin,πλείων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de\,δέ,particle,me/tron,μέτρον,noun,me\n,μέν,particle,perio/dou,περίοδος,noun,e)kteqei/meqa,ἐκτίθημι,verb,nu=n,νῦν,adverb,de\,δέ,particle,peri\,περί,preposition,tw=n,ὁ,article,xarakth/rwn,χαρακτήρ,noun,th=s,ὁ,article,e(rmhnei/as,ἑρμηνεία,noun,le/gwmen,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)si\,εἰμί,verb,de\,δέ,particle,te/ttares,τέσσαρες,noun,oi(,ὁ,article,a(ploi=,ἁπλόος,adjective,xarakth=res,χαρακτήρ,noun,i)sxno/s,ἰσχνός,adjective,megalopreph/s,μεγαλοπρεπής,adverb,glafuro/s,γλαφυρός,adjective,deino/s,δεινός,adjective,kai\,καί,conjunction,loipo\n,λοιπός,adjective,oi(,ὁ,article,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,mignu/menoi,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mi/gnuntai,μίγνυμι,verb,de\,δέ,particle,ou),οὐ,adverb,pa=s,πᾶς,adjective,panti/,πᾶς,adjective,a)ll',ἀλλά,adverb,o(,ὁ,article,glafuro\s,γλαφυρός,adjective,me\n,μέν,particle,kai\,καί,conjunction,tw=|,ὁ,article,i)sxnw=|,ἰσχνός,adjective,kai\,καί,conjunction,tw=|,ὁ,article,megaloprepei=,μεγαλοπρεπής,adverb,kai\,καί,conjunction,o(,ὁ,article,deino\s,δεινός,adjective,de\,δέ,particle,o(moi/ws,ὅμοιος,adjective,a)mfote/rois,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,de\,δέ,particle,o(,ὁ,article,megalopreph\s,μεγαλοπρεπής,adverb,tw=|,ὁ,article,i)sxnw=|,ἰσχνός,adjective,ou),οὐ,adverb,mi/gnutai,μίγνυμι,verb,a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,a)nqe/staton,ἀνθίστημι,verb,kai\,καί,conjunction,a)nti/keisqon,ἀντίκειμαι,verb,e)nantiwta/tw,ἐναντίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,dh\,δή,particle,kai\,καί,conjunction,mo/nous,μόνος,adjective,du/o,δύο,adjective,xarakth=ra/s,χαρακτήρ,noun,tines,τις,pronoun,a)ciou=sin,ἀξιόω,verb,ei)=nai,εἰμί,verb,tou/tous,οὗτος,pronoun,tou\s,ὁ,article,de\,δέ,particle,loipou\s,λοιπός,adjective,du/o,δύο,adjective,metacu\,μεταξύ,adverb,tou/twn,οὗτος,pronoun,to\n,ὁ,article,me\n,μέν,particle,glafuro\n,γλαφυρός,adjective,tw=|,ὁ,article,i)sxnw=|,ἰσχνός,adjective,prosne/montes,προσνέμω,verb,ma=llon,μᾶλλον,adverb,tw=|,ὁ,article,de\,δέ,particle,megaloprepei=,μεγαλοπρεπής,adverb,to\n,ὁ,article,deino/n,δεινός,adjective,w(s,ὡς,conjunction,tou=,ὁ,article,glafurou=,γλαφυρός,adjective,me\n,μέν,particle,mikro/thta/,μικρότης,noun,tina,τις,pronoun,kai\,καί,conjunction,komyei/an,κομψεία,noun,e)/xontos,ἔχω,verb,tou=,ὁ,article,deinou=,δεινός,adjective,de\,δέ,particle,o)/gkon,ὄγκος,noun,kai\,καί,conjunction,me/geqos,μέγεθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*geloi=os,γέλοιος,adjective,d',δέ,particle,o(,ὁ,article,toiou=tos,τοιοῦτος,adjective,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=men,ὁράω,verb,ga\r,γάρ,particle,plh\n,πλήν,preposition,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,xarakth/rwn,χαρακτήρ,noun,e)nanti/wn,ἐναντίος,adjective,pa/ntas,πᾶς,adjective,mignume/nous,μίγνυμι,verb,pa=sin,πᾶς,adjective,oi(=on,οἷος,adjective,ta\,ὁ,article,*(omh/rou,Ὅμηρος,proper,te,τε,particle,e)/ph,ἔπος,adjective,kai\,καί,conjunction,tou\s,ὁ,article,*pla/twnos,Πλάτων,proper,lo/gous,λόγος,noun,kai\,καί,conjunction,*cenofw=ntos,Ξενοφῶν,proper,kai\,καί,conjunction,*(hrodo/tou,Ἡρόδοτος,proper,kai\,καί,conjunction,a)/llwn,ἄλλος,adjective,pollw=n,πολύς,adjective,pollh\n,πολύς,adjective,me\n,μέν,particle,megalopre/peian,μεγαλοπρέπεια,noun,katamemigme/nhn,καταμίγνυμι,verb,e)/xontas,ἔχω,verb,pollh\n,πολύς,adjective,de\,δέ,particle,deino/thta/,δεινότης,noun,te,τε,particle,kai\,καί,conjunction,xa/rin,χάρις,noun,w(/ste,ὥστε,conjunction,to\,ὁ,article,me\n,μέν,particle,plh=qos,πλῆθος,noun,tw=n,ὁ,article,xarakth/rwn,χαρακτήρ,noun,tosou=ton,τοσοῦτος,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,o(/son,ὅσος,adjective,le/lektai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(rmhnei/a,ἑρμηνεία,noun,d',δέ,particle,e(ka/stw|,ἕκαστος,adjective,pre/pousa,πρέπω,verb,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,toia/de,τοιόσδε,adjective,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/arcomai,ἄρχω,verb,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,megaloprepou=s,μεγαλοπρεπής,adverb,o(/nper,ὅς,pronoun,nu=n,νῦν,adverb,lo/gion,λόγιον,noun,o)noma/zousin,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,trisi\,τρεῖς,noun,dh\,δή,particle,to\,ὁ,article,megaloprepe/s,μεγαλοπρεπής,adverb,dianoi/a|,διάνοια,noun,le/cei,λέγω,verb,tw=|,τίς,pronoun,sugkei=sqai,σύγκειμαι,verb,prosfo/rws,πρόσφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/nqesis,σύνθεσις,noun,de\,δέ,particle,megalopreph/s,μεγαλοπρεπής,adverb,w(/s,ὡς,conjunction,fhsin,φημί,verb,*)aristote/lhs,Ἀριστοτέλης,proper,h(,ὁ,article,paiwnikh/,παιωνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai/wnos,παίων,noun,de\,δέ,particle,ei)/dh,εἶδος,noun,du/o,δύο,adjective,to\,ὁ,article,me\n,μέν,particle,prokatarktiko/n,προκαταρκτικός,adjective,ou(=,ἕ,pronoun,a)/rxei,ἄρχω,verb,me\n,μέν,particle,makra/,μακρός,adjective,lh/gousi,λήγω,verb,de\,δέ,particle,trei=s,τρέω,verb,braxei=ai,βραχύς,adjective,oi(=on,οἷος,adjective,to\,ὁ,article,toio/nde,τοιόσδε,adjective,'hrcato,,,de',,,to\,ὁ,article,de\,δέ,particle,katalhktiko\n,καταληκτικός,adjective,qate/rw|,ἕτερος,adjective,a)nti/strofon,ἀντίστροφος,adjective,ou(=,ἕ,pronoun,trei=s,τρέω,verb,me\n,μέν,particle,braxei=ai,βραχύς,adjective,a)/rxousin,ἄρχων,noun,lh/gei,λήγω,verb,de\,δέ,particle,mi/a,εἷς,adjective,makra/,μακρός,adjective,w(/sper,ὥσπερ,adverb,to\,ὁ,article,'*)arabia',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei=,δέομαι,verb,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,kw/lois,κῶλον,noun,tou=,ὁ,article,megaloprepou=s,μεγαλοπρεπής,adverb,lo/gou,λόγος,noun,to\n,ὁ,article,prokatarktiko\n,προκαταρκτικός,adjective,me\n,μέν,particle,pai/wna,παίων,noun,a)/rxein,ἄρχω,verb,tw=n,ὁ,article,kw/lwn,κῶλον,noun,to\n,ὁ,article,katalhktiko\n,καταληκτικός,adjective,de\,δέ,particle,e(/pesqai,ἕπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para/deigma,παράδειγμα,noun,d',δέ,particle,au)tw=n,αὐτός,pronoun,to\,ὁ,article,*qoukudi/deion,,,to/de,ὅδε,pronoun,'hrcato,,,de,,,to,,,kakon,,,ec,,,*aiqiopias',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,pot',ποτέ,particle,ou)=n,οὖν,particle,*)aristote/lhs,Ἀριστοτέλης,proper,ou(/tw,οὕτως,adverb,dieta/cato,διατάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,dei=,δέομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,e)mbolh\n,ἐμβολή,noun,tou=,ὁ,article,kw/lou,κῶλον,noun,kai\,καί,conjunction,a)rxh\n,ἀρχή,noun,megalopreph=,μεγαλοπρεπής,adverb,eu)qu\s,εὐθύς,adverb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,te/los,τέλος,noun,tou=to,οὗτος,pronoun,d',δέ,particle,e)/stai,εἰμί,verb,e)a\n,ἐάν,conjunction,a)po\,ἀπό,preposition,makra=s,μακρός,adjective,a)rxw/meqa,ἄρχω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,makra\n,μακρός,adjective,lh/gwmen,λήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/sei,φύσις,noun,ga\r,γάρ,particle,megalei=on,μεγαλεῖος,adjective,h(,ὁ,article,makra/,μακρός,adjective,kai\,καί,conjunction,prolegome/nh,προλέγω,verb,te,τε,particle,plh/ssei,πλήσσω,verb,eu)qu\s,εὐθύς,adverb,kai\,καί,conjunction,a)polh/gousa,ἀπολήγω,verb,e)n,ἐν,preposition,mega/lw|,μέγας,adverb,tini\,τις,pronoun,katalei/pei,καταλιμπάνω,verb,to\n,ὁ,article,a)kou/onta,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntes,πᾶς,adjective,gou=n,γοῦν,particle,i)di/ws,ἴδιος,adjective,tw=n,ὁ,article,te,τε,particle,prw/twn,πρότερος,adjective,mnhmoneu/omen,μνημονεύω,verb,kai\,καί,conjunction,tw=n,ὁ,article,u(sta/twn,ὕστατος,adjective,kai\,καί,conjunction,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,kinou/meqa,κινέω,verb,u(po\,ὑπό,preposition,de\,δέ,particle,tw=n,ὁ,article,metacu\,μεταξύ,adverb,e)/latton,ἐλάσσων,adjective,w(/sper,ὥσπερ,adverb,e)gkruptome/nwn,ἐγκρύπτω,verb,h)\,ἠέ,conjunction,e)nafanizome/nwn,ἐναφανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dh=lon,Δῆλος,proper,de\,δέ,particle,tou=to,οὗτος,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,*qoukudi/dou,Θουκυδίδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxedo\n,σχεδόν,adverb,ga\r,γάρ,particle,o(/lws,ὅλος,adjective,to\,ὁ,article,megaloprepe\s,μεγαλοπρεπής,adverb,e)n,ἐν,preposition,pa=sin,πᾶς,adjective,au)tw=|,αὐτός,pronoun,poiei=,ποιέω,verb,h(,ὁ,article,tou=,ὁ,article,r(uqmou=,ῥυθμός,noun,makro/ths,μακρότης,noun,kai\,καί,conjunction,kinduneu/ei,κινδυνεύω,verb,tw=|,ὁ,article,a)ndri\,ἀνδρίς,noun,tou/tw|,οὗτος,pronoun,pantodapou=,παντοδαπός,adjective,o)/ntos,εἰμί,verb,tou=,ὁ,article,megaloprepou=s,μεγαλοπρεπής,adverb,au(/th,οὗτος,pronoun,h(,ὁ,article,su/nqesis,σύνθεσις,noun,mo/nh,μόνος,adjective,h)\,ἠέ,conjunction,ma/lista,μάλιστα,adverb,peripoiei=n,περιποιέω,verb,to\,ὁ,article,me/giston,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei=,δέομαι,verb,me/ntoi,μέντοι,particle,logi/zesqai,λογίζομαι,verb,o(/ti,ὅστις,pronoun,ka)\n,κἀν,conjunction,mh\,μή,conjunction,a)kribw=s,ἀκριβῶς,adverb,dunw/meqa,δύναμαι,verb,toi=s,ὁ,article,kw/lois,κῶλον,noun,peritiqe/nai,περιτίθημι,verb,tou\s,ὁ,article,pai/wnas,παίων,noun,e)/nqen,ἔνθεν,adverb,kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,a)mfote/rous,ἀμφότερος,adjective,paiwnikh/n,παιωνικός,adjective,ge,γε,particle,pa/ntws,πάντως,adverb,poihso/meqa,ποιέω,verb,th\n,ὁ,article,su/nqesin,σύνθεσις,noun,oi(=on,οἷος,adjective,e)k,ἐκ,preposition,makrw=n,μακρός,adjective,a)rxo/menoi,ἄρχω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,makra\s,μακρός,adjective,katalh/gontes,καταλήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,*)aristote/lhs,Ἀριστοτέλης,proper,paragge/llein,παραγγέλλω,verb,e)/oiken,ἔοικα,verb,a)/llws,ἄλλως,adverb,de\,δέ,particle,to\,ὁ,article,ditto\n,δισσός,adjective,tou=,ὁ,article,pai/wnos,παίων,noun,tetexnologhke/nai,τεχνολογέω,verb,a)kribei/as,ἀκρίβεια,noun,e(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio/per,διόπερ,conjunction,*qeo/frastos,Θεόφραστος,proper,para/deigma,παράδειγμα,noun,e)kte/qeitai,ἐκτίθημι,verb,megaloprepei/as,μεγαλοπρέπεια,noun,to\,ὁ,article,toiou=ton,τοιοῦτος,adjective,kw=lon,κῶλον,noun,'tw=n,ὁ,article,me\n,μέν,particle,peri\,περί,preposition,ta\,ὁ,article,mhdeno\s,μηδείς,pronoun,a)/cia,ἄξιος,adjective,filosofou/ntwn',φιλοσοφέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)k,ἐκ,preposition,paiw/nwn,παίων,noun,a)kribw=s,ἀκριβῶς,adverb,a)lla\,ἀλλά,adverb,paiwniko/n,παιωνικός,adjective,ti/,τίς,pronoun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paralabei=n,παραλαμβάνω,verb,me/ntoi,μέντοι,particle,to\n,ὁ,article,pai/wna,παίων,noun,ei)s,εἰς,preposition,tou\s,ὁ,article,lo/gous,λόγος,noun,e)peidh\,ἐπεί,conjunction,mikto/s,μικτός,adjective,ti/s,τίς,pronoun,e)sti,εἰμί,verb,kai\,καί,conjunction,a)sfale/steros,ἀσφαλής,adjective,to\,ὁ,article,megaloprepe\s,μεγαλοπρεπής,adverb,me\n,μέν,particle,e)k,ἐκ,preposition,th=s,ὁ,article,makra=s,μακρός,adjective,lamba/nwn,λαμβάνω,verb,to\,ὁ,article,logiko\n,λογικός,adjective,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,braxeiw=n,βραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(,ἕ,pronoun,d',δέ,particle,a)/lloi,ἄλλος,adjective,o(,ὁ,article,me\n,μέν,particle,h(rw=|os,ἡρῷος,adjective,semno\s,σεμνός,adjective,kai\,καί,conjunction,ou),οὐ,adverb,logiko/s,λογικός,adjective,a)ll',ἀλλά,adverb,h)xw/dhs,ἠχώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,eu)/ruqmos,εὔρυθμος,adjective,a)ll',ἀλλά,adverb,a)/ruqmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,o(,ὁ,article,toio/sde,τοιόσδε,adjective,'h(/kwn,ἥκω,verb,h(mw=n,ἐγώ,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,xw/ran',χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,pukno/ths,πυκνότης,noun,tw=n,ὁ,article,makrw=n,μακρός,adjective,u(perpi/ptei,ὑπερπίπτω,verb,tou=,ὁ,article,logikou=,λογικός,adjective,me/trou,μέτρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
