word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS
w)=,ὦ,interjection,*(ume/nai',Ὑμέναιος,proper,a)/nac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maka/rios,μακάριος,adjective,o(,ὁ,article,game/tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γαμέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makari/a,μακάριος,adjective,d',δέ,particle,e)gw\,basilikoi=s,βασιλικός,adjective,le/ktrois,λέκτρον,noun,kat',κατά,preposition,*)/argos,Ἄργος,proper,a(,ὁ,article,gamoume/na,γαμέω,verb,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(umh/n,Ὑμήν,proper,w)=,ὦ,interjection,*(ume/nai',a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ὑμέναιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,su/,σύ,pronoun,ma=ter,e)pi\,ἐπί,preposition,da/krusi,δάκρυον,noun,kai\,καί,conjunction,go/oisi,γόος,noun,to\n,ὁ,article,qano/nta,θνήσκω,verb,pate/ra,πατήρ,noun,patri/da,πατρίς,adjective,te,τε,particle,fi/lan,φίλος,adjective,kataste/nous',καταστένω,verb,μήτηρ,noun,e)/xeis,e)gw\,ἐγώ,pronoun,d',δέ,particle,e)pi\,ἐπί,preposition,ga/mois,γάμος,adjective,e)moi=s,ἐμός,adjective,a)nafle/gw,ἀναφλέγω,verb,puro\s,πῦρ,noun,fw=s,φάος,adjective,e)s,εἰς,preposition,au)ga/n,αὐγή,noun,ἔχω,verb,e)s,εἰς,preposition,ai)/glan,αἴγλη,noun,didou=s',δίδωμι,verb,w)=,ὦ,interjection,*(ume/naie,Ὑμέναιος,proper,soi/,σύ,pronoun,didou=s',δίδωμι,verb,w)=,ὦ,interjection,*(eka/ta,Ἑκάτη,proper,fa/os,φάος,adjective,parqe/nwn,παρθένος,noun,e)pi\,ἐπί,preposition,le/ktrois,λέκτρον,noun,a(=|,ὅς,pronoun,no/mos,νόμος,noun,e)/xei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lle,πάλλω,verb,po/da,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)qe/rion,αἰθέριος,adjective,a)/nage,ἀνάγω,verb,xoro/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χορός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)a(/n,,,eu)oi(/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,patro\s,e)mou=,ἐγώ,pronoun,makariwta/tais,μακάριος,adjective,tu/xais,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,xoro\s,χορός,noun,o(/sios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,su/,σύ,pronoun,*foi=be,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Φοῖβος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,so\n,σός,adjective,e)n,da/fnais,δάφνη,noun,a)na/ktoron,ἀνάκτορον,noun,quhpolw=,θυηπολέω,verb,*(umh/n,Ὑμήν,proper,w)=,ὦ,interjection,*(ume/nai',Ὑμέναιος,proper,*(umh/n,Ὑμήν,proper,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xo/reue,χορεύω,verb,ma=ter,μήτηρ,noun,a)nage/lason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/lisse,ἑλίσσω,verb,ta=|d',ὅδε,pronoun,e)kei=se,met',μετά,preposition,e)me/qen,ἐγώ,pronoun,podw=n,πούς,noun,fe/rousa,φέρω,verb,filta/tan,φίλτατος,adjective,ba/sin,βάσις,adjective,,,,,,,,,,,,,,,,ἐκεῖσε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boa/saq',,,*(ume/naion,Ὑμέναιος,proper,w)/,makari/ais,μακαρία,noun,a)oidai=s,ἀοιδός,noun,i)axai=s,ἰαχή,noun,te,τε,particle,nu/mfan,νύμφη,noun,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/t',εἶμι,verb,w)=,ὦ,interjection,kalli/peploi,*frugw=n,Φρύξ,proper,ko/rai,κόρη,noun,me/lpet',μέλπω,verb,e)mw=n,ἐμός,adjective,ga/mwn,γάμος,adjective,to\n,ὁ,article,peprwme/non,πόρω,verb,eu)na=|,εὐνή,noun,po/sin,πόσις,noun,e)me/qen,ἐγώ,pronoun,,,,καλλίπεπλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basi/leia,βασίλειον,noun,bakxeu/ousan,Βακχεύω,verb,ou),lh/yh|,λῆψις,adjective,ko/rhn,κόρη,noun,mh\,μή,conjunction,kou=fon,κοῦφος,adjective,ai)/rh|,αἶρα,noun,bh=m',βῆμα,noun,e)s,εἰς,preposition,*)argei/wn,Ἀργᾶς,proper,strato/n,στρατός,noun,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/hfaiste,Ἥφαιστος,proper,da|douxei=s,δᾳδουχέω,verb,me\n,e)n,ἐν,preposition,ga/mois,γάμος,adjective,brotw=n,βροτός,noun,a)ta\r,ἀτάρ,particle,lugra/n,λυγρός,adjective,ge,γε,particle,th/nd',ὅδε,pronoun,a)naiqu/sseis,ἀναιθύσσω,verb,flo/ga,φλόξ,noun,e)/cw,ἔξω,adverb,te,τε,particle,μέν,particle,mega/lwn,e)lpi/dwn,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,te/knon,τέκνον,noun,w(s,ou)x,οὐ,adverb,u(p',ὑπό,preposition,ai)xmh=s,αἰχμή,noun,s',σύ,pronoun,ou)d',οὐδέ,particle,u(p',ὑπό,preposition,*)argei/ou,Ἀργεῖος,proper,doro\s,δόρυ,noun,ga/mous,γάμος,adjective,gamei=sqai,γαμέω,verb,tou/sd',ὅδε,pronoun,ὡς,conjunction,e)do/cazo/n,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοξάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para/dos,παραδίδωμι,verb,e)moi\,ἐγώ,pronoun,fw=s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,o)rqa\,purforei=s,πυρφορέω,verb,maina\s,μαινάς,noun,qoa/zous',θοάζω,verb,ou)de/,οὐδέ,particle,s',σύ,pronoun,ai(,ὁ,article,tu/xai,τύχη,noun,te/knon,τέκνον,noun,e)swfronh/kas',,,a)ll',ἀλλά,adverb,e)/t',ἔτι,adverb,ὀρθός,adjective,e)n,tau)tw=|,ταυτός,adjective,me/neis,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sfe/rete,εἰσφέρω,verb,peu/kas,πεύκη,noun,da/krua/,t',τε,particle,a)ntalla/cate,ἀνταλλάσσω,verb,toi=s,ὁ,article,th=sde,ὅδε,pronoun,me/lesi,μέλος,noun,*trw|a/des,Τρῳάς,proper,gamhli/ois,γαμήλιος,adjective,,,,,,,,,,,,,δάκρυον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh=ter,μήτηρ,noun,pu/kaze,πυκάζω,verb,kra=t',e)mo\n,ἐμός,adjective,nikhfo/ron,νικηφόρος,adjective,kai\,καί,conjunction,xai=re,χαίρω,verb,toi=s,ὁ,article,e)moi=si,ἐμός,adjective,basilikoi=s,βασιλικός,adjective,ga/mois,γάμος,adjective,,,,,,,,,,κράς,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pe/mpe,πέμπω,verb,ka)\n,mh\,μή,conjunction,ta)ma/,ἁμός,adjective,soi,σύ,pronoun,pro/quma/,πρόθυμα,noun,g',γε,particle,h)=|,εἰμί,verb,w)/qei,ὀθέω,verb,biai/ws,βίαιος,adjective,,,,,,,,,,κἀν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,e)/sti,*loci/as,Λοξίας,proper,*(ele/nhs,Ἑλένη,proper,gamei=,γαμέω,verb,me,ἐγώ,pronoun,dusxere/steron,δυσχερής,adverb,ga/mon,γάμος,adjective,o(,ὁ,article,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,kleino\s,κλεινός,adjective,*)agame/mnwn,Ἀγαμέμνων,proper,εἰμί,verb,a)/nac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktenw=,κτείνω,verb,ga\r,γάρ,particle,au)to/n,ka)ntiporqh/sw,ἀντιπορθέω,verb,do/mous,δόμος,noun,poina\s,ποινή,noun,a)delfw=n,ἀδελφή,noun,kai\,καί,conjunction,patro\s,πατήρ,noun,labou=s',λάπτω,verb,e)mou=,ἐγώ,pronoun,a)ll',ἀλλά,adverb,a)/tt',ἀίσσω,verb,e)a/sw,ἀίω,verb,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/lekun,πέλεκυς,adjective,ou)x,οὐ,adverb,u(mnh/somen,o(\s,ὅς,pronoun,e)s,εἰς,preposition,tra/xhlon,τράχηλος,noun,to\n,ὁ,article,e)mo\n,ἐμός,adjective,ei)=si,εἶμι,verb,xa(te/rwn,,,,,,,,,,,,,,,ὑμνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhtrokto/nous,μητροκτόνος,adjective,t',τε,particle,a)gw=nas,ou(\s,ὅς,pronoun,ou(moi\,ἐμός,adjective,ga/moi,γάμος,adjective,qh/sousin,τίθημι,verb,oi)/kwn,οἶκος,noun,t',τε,particle,*)atre/ws,Ἀτρεύς,proper,a)na/stasin,ἀνάστασις,noun,,,,,,,,,,ἀγών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/lin,πόλις,adjective,de\,δέ,particle,dei/cw,th/nde,ὅδε,pronoun,makariwte/ran,μακάριος,adjective,h)\,ἠέ,conjunction,tou\s,ὁ,article,*)axaiou/s,Ἀχαιός,proper,e)/nqeos,ἔνθεος,adjective,me/n,μέν,particle,a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,toso/nde,τοσόσδε,adjective,g',γε,particle,δείκνυμι,verb,e)/cw,sth/somai,ἵστημι,verb,bakxeuma/twn,Βάκχευμα,proper,,,,,,,,,,,,,,,,,,,,,,,,,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,dia\,διά,preposition,mi/an,gunai=ka,γυνή,noun,kai\,καί,conjunction,mi/an,εἷς,adjective,*ku/prin,Κύπρις,proper,qhrw=ntes,θηράω,verb,*(ele/nhn,Ἑλένη,proper,muri/ous,μυρίος,adjective,a)pw/lesan,ἀπόλλυμι,verb,,,,,,,,,,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,strathgo\s,o(,ὁ,article,sofo\s,σοφός,adjective,e)xqi/stwn,ἔχθιστος,adjective,u(/per,ὑπέρ,preposition,ta\,ὁ,article,fi/ltat',φίλτατος,adjective,w)/les',ὄλλυμι,verb,h(dona\s,ἡδονά,noun,ta\s,ὁ,article,oi)/koqen,οἴκοθεν,adverb,te/knwn,τέκνον,noun,στρατηγός,noun,a)delfw=|,dou\s,δίδωμι,verb,gunaiko\s,γυνή,noun,ou(/neka,οὕνεκα,conjunction,kai\,καί,conjunction,tau=q',οὗτος,pronoun,e(kou/shs,ἑκών,adjective,kou),οὐ,adverb,bi/a|,βία,adjective,lelh|sme/nhs,,,,,,ἀδελφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,e)p',a)kta\s,ἀκτή,noun,h)/luqon,ἔρχομαι,verb,*skamandri/ous,Σκαμάνδριος,proper,e)/qnh|skon,θνήσκω,verb,ou),οὐ,adverb,gh=s,γῆ,noun,o(/ri',ὅριον,noun,a)posterou/menoi,ἀποστερέω,verb,ou)d',οὐδέ,particle,u(yi/purgon,ὑψίπυργος,adjective,patri/d',πατρίς,adjective,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(\s,ὅς,pronoun,d',δέ,particle,*)/arhs,e(/loi,αἱρέω,verb,ou),οὐ,adverb,pai=das,παῖς,adjective,ei)=don,εἶδον,verb,ou),οὐ,adverb,da/martos,δάμαρ,noun,e)n,ἐν,preposition,xeroi=n,χείρ,noun,pe/plois,πέπλος,noun,sunesta/lhsan,συστέλλω,verb,e)n,ἐν,preposition,Ἄρης,proper,ce/nh|,de\,δέ,particle,gh=|,γῆ,noun,kei=ntai,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,oi)/koi,toi=sd',ὅδε,pronoun,o(/moi',ὅμοιος,adjective,e)gi/gneto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,οἴκοι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xh=rai/,χῆρος,adjective,t',τε,particle,e)/qnh|skon,oi(\,ἕ,pronoun,d',δέ,particle,a)/paides,ἄπαις,noun,e)n,ἐν,preposition,do/mois,δόμος,noun,a)/llois,ἄλλος,adjective,te/kn',τέκνον,noun,e)kqre/yantes,ἐκτρέφω,verb,,,,,,,,,,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
