word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
a)po\,ἀπό,preposition,*parqeni/ou,Παρθένιος,proper,e)s,εἰς,preposition,*)/amastrin,,,po/lin,πόλις,adjective,*(ellhni/da,Ἑλληνίς,proper,sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*)eruqi/nous,Ἐρυθῖνοι,proper,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,*)eruqi/nwn,Ἐρυθῖνοι,proper,e)s,εἰς,preposition,*krw=mnan,Κρῶμνα,proper,a)/lloi,ἄλλος,adjective,e)ch/konta,ἐξήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*ku/twron,Κύτωρος,proper,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi\n,ναῦς,noun,e)n,ἐν,preposition,*kutw/rw|,Κύτωρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,*kutw/rou,Κύτωρος,proper,e)s,εἰς,preposition,*ai)gialou\s,Αἰγιαλός,proper,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,de\,δέ,particle,*qu/mhna,θυμαίνω,verb,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)s,εἰς,preposition,*ka/rambin,,,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*zefu/rion,Ζεφύριον,proper,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*zefuri/ou,Ζεφύριον,proper,e)s,εἰς,preposition,*)abw/nou,,,tei=xos,τεῖχος,noun,po/lin,πόλις,adjective,smikra/n,μικρός,adjective,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi\n,ναῦς,noun,ou)k,οὐ,adverb,a)sfalh/s,ἀσφαλής,adjective,saleu/oien,σαλεύω,verb,d',δέ,particle,a)\n,ἄν,particle,a)paqei=s,ἀπαθέω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,me/gas,μέγας,adverb,xeimw\n,χειμών,noun,kata/sxoi,κατέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*)abw/nou,,,tei/xous,τεῖχος,noun,e)s,εἰς,preposition,*ai)ginh/thn,Αἰγινήτης,proper,a)/lloi,ἄλλος,adjective,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*ki/nwlin,,,e)mpo/rion,ἐμπόριον,noun,a)/lloi,ἄλλος,adjective,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)n,ἐν,preposition,*kinw/li,,,saleu/oien,σαλεύω,verb,a)\n,ἄν,particle,nh=es,ναῦς,noun,w(/ra|,ὥρα,adjective,e)/tous,ἔτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*kinw/lios,,,e)s,εἰς,preposition,*siefa/nhn,,,o)gdoh/konta,ὀγδοήκοντα,noun,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi\n,ναῦς,noun,a)sfalh/s,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*stefa/nhs,στεφάνη,adjective,e)s,εἰς,preposition,*potamou\s,ποταμός,noun,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*lepth\n,λεπτός,adjective,a)/kran,ἄκρος,adjective,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*lepth=s,λεπτός,adjective,a)/kras,ἄκρος,adjective,e)s,εἰς,preposition,*(arme/nhn,,,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limh\n,λιμήν,noun,au)to/qi,αὐτόθι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*cenofw=n,Ξενοφῶν,proper,th=s,ὁ,article,*(arme/nhs,,,e)mnhmo/neusen,μνημονεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/nqen,ἔνθεν,adverb,e)s,εἰς,preposition,*sinw/phn,Σινώπη,proper,sta/dioi,στάδιον,noun,tessara/konta,τεσσαράκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sinwph=s,,,*milhsi/wn,Μιλήσιος,proper,a)/poikoi,ἄποικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*sinw/phs,Σινώπη,proper,e)s,εἰς,preposition,*ka/rousan,,,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa/los,σάλος,adjective,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*za/gwra,,,a)/lloi,ἄλλος,adjective,au)=,αὖ,interjection,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,to\n,ὁ,article,*(/alun,Ἅλυς,proper,potamo\n,ποταμός,noun,triako/sioi,τριακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,o(,ὁ,article,potamo\s,ποταμός,noun,pa/lai,πάλαι,adverb,me\n,μέν,particle,o(/ros,ὅρος,adjective,h)=n,εἰμί,verb,th=s,ὁ,article,*kroi(/'ou,,,basilei/as,βασιλεία,noun,kai\,καί,conjunction,th=s,ὁ,article,*persw=n,Πέρσης,proper,nu=n,νῦν,adverb,de\,δέ,particle,u(po\,ὑπό,preposition,th=|,ὁ,article,*(rwmai/wn,,,e)pikratei/a|,ἐπικράτεια,noun,r(ei=,ῥέομαι,verb,ou)k,οὐ,adverb,a)po\,ἀπό,preposition,meshmbri/as,μεσημβρία,noun,w(s,ὡς,conjunction,le/gei,λέγω,verb,*(hro/dotos,Ἡρόδοτος,proper,a)ll',ἀλλά,adverb,a)po\,ἀπό,preposition,a)ni/sxontos,ἀνίσχω,verb,h(li/ou,ἥλιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,o(/,ὅς,pronoun,ti,τις,pronoun,de\,δέ,particle,e)sba/llei,εἰσβάλλω,verb,e)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,o(ri/zei,ὁρίζω,verb,ta\,ὁ,article,*sinwpe/wn,Σινώπη,proper,kai\,καί,conjunction,*)amishnw=n,,,e)/rga,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*(/aluos,Ἅλυς,proper,potamou=,ποταμός,noun,e)s,εἰς,preposition,*nau/staqmon,ναύσταθμον,noun,sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,i(/naper,ἵνα,conjunction,kai\,καί,conjunction,li/mnh,λίμνη,noun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*kwnw/pion,κωνώπιον,noun,a)/llhn,ἄλλος,adjective,li/mnhn,λίμνη,noun,a)/lloi,ἄλλος,adjective,au)=,αὖ,interjection,penth/konta,πεντήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,se\,σύ,pronoun,*kwnwpi/ou,κωνώπιον,noun,e)s,εἰς,preposition,*eu)sh/nhn,,,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*)amiso\n,,,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)amiso/s,,,po/lis,πόλις,adjective,*(ellhni/s,Ἑλληνίς,proper,*)aqhnai/wn,Ἀθήναια,proper,a)/poikos,ἄποικος,adjective,e)pi\,ἐπί,preposition,qala/ssh|,θάλασσα,noun,oi)kei=tai,οἰκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*)amisou=,,,e)s,εἰς,preposition,*)agkw=na,ἀγκών,noun,lime/na,λιμήν,noun,i(/naper,ἵνα,conjunction,kai\,καί,conjunction,o(,ὁ,article,*)=iris,Ἶρις,proper,e)sba/llei,εἰσβάλλω,verb,e)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,sta/dioi,στάδιον,noun,e)ch/konta,ἐξήκω,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,tou=,ὁ,article,*)/irios,ἶρις,noun,tw=n,ὁ,article,e)kbolw=n,ἐκβολή,noun,e)s,εἰς,preposition,*(hra/kleion,Ἡράκλειος,proper,e(ch/konta,ἑξήκοντα,adjective,kai\,καί,conjunction,triako/sioi,τριακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmos,ὅρμος,noun,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)pi\,ἐπί,preposition,to\n,ὁ,article,*qermw/donta,Θερμώδων,proper,potamo\n,ποταμός,noun,tessara/konta,τεσσαράκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,o(,ὁ,article,*qermw/dwn,Θερμώδων,proper,e)sti/n,εἰμί,verb,i(/naper,ἵνα,conjunction,ai(,ὁ,article,*)amazo/nes,Ἀμαζών,proper,oi)kh=sai,οἰκέω,verb,le/gontai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*qermw/dontos,Θερμώδων,proper,e)s,εἰς,preposition,*bh=rin,,,potamo\n,ποταμός,noun,sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*qo/arin,,,potamo\n,ποταμός,noun,e)ch/konta,ἐξήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\de\,,,*qoa/rios,,,e)s,εἰς,preposition,*oi)no/hn,Οἰνόη,proper,tria/konta,τριάκοντα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,*oi)no/hs,Οἰνόη,proper,e)s,εἰς,preposition,*figamou=nta,,,potamo\n,ποταμός,noun,tessara/konta,τεσσαράκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*fadisa/nhn,,,frou/rion,φρούριον,noun,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,*polemw/nion,πολεμώνιον,noun,po/lin,πόλις,adjective,sta/dioi,στάδιον,noun,de/ka,δέκα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
