word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
kai/toi,καίτοι,particle,tou=to,οὗτος,pronoun,*fi/listos,Φίλιστος,proper,w(s,ὡς,conjunction,u(f',ὑπό,preposition,e(te/rou,ἕτερος,adjective,lexqe/n,λέγω,verb,ou)x,u(f',au(tou=,ἑαυτοῦ,pronoun,pro\s,πρός,preposition,*dionu/sion,Διονύσιον,proper,e)ch/ggelken,ἐξαγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,*ti/maios,Τίμαιος,proper,ou)k,οὐ,adverb,a)/dikon,ἄδικος,adjective,labw\n,λαμβάνω,verb,pro/fasin,πρόφασις,noun,th\n,ὁ,article,u(pe\r,th=s,turanni/dos,τυραννίς,noun,tou=,ὁ,article,*fili/stou,Φίλιστος,proper,spoudh\n,σπουδή,noun,kai\,καί,conjunction,pi/stin,πίστις,noun,e)mpi/platai,ἐμπίπλημι,verb,tw=n,ὁ,article,kat',κατά,preposition,au)tou=,αὐτός,pronoun,blasfhmiw=n,βλασφημία,noun,w(=|,ὅς,pronoun,tou\s,ὁ,article,me\n,μέν,particle,a)dikhqe/ntas,ἀδικέω,verb,to/te,τότε,adverb,suggnwsto/n,συγγνωστός,adverb,e)stin,εἰμί,verb,i)/sws,ἴσως,adverb,a)/xri,ἄχρι,adverb,th=s,ὁ,article,ei)s,εἰς,preposition,a)nai/sqhton,ἀναίσθητος,adjective,o)rgh=s,ὀργή,noun,xalepou\s,χαλεπός,adjective,gene/sqai,γίγνομαι,verb,tou\s,de\,δέ,particle,u(/steron,ὕστερος,adjective,suggra/fontas,συγγράφω,verb,ta\,ὁ,article,pepragme/na,πράσσω,verb,kai\,καί,conjunction,tw=|,ὁ,article,me\n,μέν,particle,bi/w|,βίος,adjective,mh\,μή,conjunction,luphqe/ntas,λυπέω,verb,au)tou=,αὐτός,pronoun,tw=|,de\,δέ,particle,lo/gw|,λόγος,noun,xrwme/nous,χράομαι,verb,h(,ὁ,article,do/ca,δόξα,noun,paraitei=tai,παραιτέομαι,verb,mh\,μή,conjunction,meq',μετά,preposition,u(/brews,ὕβρις,noun,mhde\,μηδέ,particle,meta\,μετά,preposition,bwmoloxi/as,βωμολοχία,noun,o)neidi/zein,ὀνειδίζω,verb,ta\s,ὁ,article,sumfora/s,συμφορά,noun,w)\n,εἰμί,verb,ou)de\n,οὐδείς,pronoun,a)pe/xei,ἀπέχω,verb,kai\,καί,conjunction,to\n,ὁ,article,a)/riston,ἄριστος,adjective,a)ndrw=n,ἀνήρ,noun,e)k,ἐκ,preposition,tu/xhs,τύχη,noun,metasxei=n,μετέχω,verb,,,,,,,,,,ὑπέρ,preposition,ὁ,article,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)de\,οὐδέ,particle,*)/eforos,Ἔφορος,proper,u(giai/nei,ὑγιαίνω,verb,to\n,ὁ,article,*fi/liston,Φίλιστος,proper,e)gkwmia/zwn,o(\s,kai/per,καίπερ,particle,w)\n,εἰμί,verb,deino/tatos,δεινός,adjective,a)di/kois,ἄδικος,adjective,pra/gmasi,πρᾶγμα,noun,kai\,καί,conjunction,ponhroi=s,πονηρός,adjective,h)/qesin,ἦθος,adjective,eu)sxh/monas,εὐσχήμων,adjective,ai)ti/as,αἰτία,noun,peribalei=n,περιβάλλω,verb,kai\,καί,conjunction,lo/gous,λόγος,noun,e)/xontas,ἔχω,verb,ko/smon,κόσμος,noun,e)ceurei=n,ἐξευρίσκω,verb,au)to\s,αὐτός,pronoun,au(to\n,ἑαυτοῦ,pronoun,ou),οὐ,adverb,du/natai,δύναμαι,verb,pa/nta,πᾶς,adjective,mhxanw/menos,μηχανάομαι,verb,e)cele/sqai,ἐξαιρέω,verb,th=s,ὁ,article,grafh=s,γραφεύς,noun,w(s,ὡς,conjunction,ou),filoturanno/tatos,φιλοτύραννος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ge/noito,γίγνομαι,verb,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,pa/ntwn,πᾶς,adjective,a)ei\,ἀεί,adverb,zhlw/sas,ζηλόω,verb,kai\,καί,conjunction,qauma/sas,θαυμάζω,verb,trufh\n,τρυφή,noun,kai\,καί,conjunction,du/namin,kai\,καί,conjunction,plou/tous,πλοῦτος,noun,kai\,καί,conjunction,ga/mous,γάμος,adjective,tou\s,ὁ,article,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγκωμιάζω,verb,ὅς,pronoun,οὐ,adverb,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,*fili/stou,Φίλιστος,proper,me\n,μέν,particle,o(,ὁ,article,mh/te,μήτε,particle,ta\s,ὁ,article,pra/ceis,e)painw=n,mh/te,μήτε,particle,ta\s,ὁ,article,tu/xas,τύχη,noun,o)neidi/zwn,ὀνειδίζω,verb,e)mmele/statos,ἐμμελής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρᾶξις,adjective,ἐπαινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,th\n,ὁ,article,*fili/stou,Φίλιστος,proper,teleuth\n,τελευτή,noun,*dionu/sios,Διονύσιος,proper,e)/pempe,πέμπω,verb,pro\s,*di/wna,th\n,ὁ,article,me\n,μέν,particle,a)kro/polin,ἀκρόπολις,noun,e)kei/nw|,ἐκεῖνος,pronoun,paradidou\s,παραδίδωμι,verb,kai\,καί,conjunction,ta\,ὁ,article,o(/pla,ὅπλον,noun,kai\,καί,conjunction,tou\s,ὁ,article,misqofo/rous,μισθόφορος,adjective,kai\,καί,conjunction,pe/nte,πέντε,adverb,mhnw=n,μήνη,noun,e)ntelh=,ἐντελής,adverb,tou/tois,οὗτος,pronoun,misqo/n,μισθός,noun,au)to\s,αὐτός,pronoun,de\,δέ,particle,a)ciw=n,ἀξιάω,verb,u(po/spondos,ὑπόσπονδος,adjective,ei)s,εἰς,preposition,*)itali/an,Ἰταλία,proper,a)pelqei=n,ἀπέρχομαι,verb,ka)kei=,ἐκεῖ,adverb,katoikw=n,κατοικέω,verb,karpou=sqai,th=s,ὁ,article,*surakousi/as,Συρακούσιος,proper,to\n,ὁ,article,kalou/menon,καλέω,verb,*gu/arta,,,pollh\n,πολύς,adjective,kai\,καί,conjunction,a)gaqh\n,ἀγαθός,adjective,xw/ran,χώρα,noun,a)nh/kousan,ἀνήκω,verb,a)po\,ἀπό,preposition,qala/tths,θάλασσα,noun,ei)s,th\n,ὁ,article,meso/geion,μεσόγαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,Δίων,proper,καρπόω,verb,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,prosdecame/nou,προσδέχομαι,verb,de\,δέ,particle,tou=,ὁ,article,*di/wnos,Δίων,proper,a)lla\,ἀλλά,adverb,dei=sqai,δέομαι,verb,tw=n,*surakousi/wn,keleu/santos,κελεύω,verb,oi(,ὁ,article,me\n,μέν,particle,*surakou/sioi,Συρακούσιος,proper,zw=nta,ζάω,verb,lh/yesqai,λαμβάνω,verb,to\n,ὁ,article,*dionu/sion,Διονύσιον,proper,e)lpi/santes,ἐλπίζω,verb,a)ph/lasan,ἀπελαύνω,verb,tou\s,ὁ,article,pre/sbeis,πρέσβις,noun,e)kei=nos,ἐκεῖνος,pronoun,de\,δέ,particle,th\n,ὁ,article,me\n,μέν,particle,a)/kran,ἄκρος,adjective,*)apollokra/tei,,,tw=|,ὁ,article,presbute/rw|,πρέσβυς,noun,tw=n,ὁ,article,pai/dwn,παῖς,adjective,pare/dwken,παραδίδωμι,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,pneu=ma,πνεῦμα,noun,thrh/sas,e)pi/foron,ἐπίφορος,adjective,kai\,καί,conjunction,ta\,ὁ,article,timiw/tata,τίμιος,adjective,tw=n,ὁ,article,swma/twn,σῶμα,adjective,kai\,καί,conjunction,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,e)nqe/menos,ἐντίθημι,verb,ei)s,εἰς,preposition,ta\s,ὁ,article,nau=s,laqw\n,λανθάνω,verb,to\n,ὁ,article,nau/arxon,ναύαρχος,noun,*(hraklei/dhn,Ἡρακλέης,proper,e)ce/pleusen,ἐκπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,Συρακούσιος,proper,τηρέω,verb,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,kakw=s,κακός,adjective,a)kou/wn,ἀκούω,verb,kai\,καί,conjunction,qorubou/menos,θορυβέω,verb,u(po\,ὑπό,preposition,tw=n,politw=n,*(/ippwna/,Ἵππωνα,proper,tina,τις,pronoun,tw=n,ὁ,article,dhmagwgw=n,δημαγωγός,noun,kaqi/hsi,καθίημι,verb,prokalei=sqai,προκαλέω,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,e)pi\,ἐπί,preposition,gh=s,γῆ,noun,a)nadasmo/n,ἀναδασμός,noun,w(s,ὡς,conjunction,e)leuqeri/as,ἐλευθερία,noun,a)rxh\n,ἀρχή,noun,ou)=san,εἰμί,verb,th\n,ὁ,article,i)so/thta,ἰσότης,noun,doulei/as,δουλεία,noun,de\,δέ,particle,th\n,ὁ,article,peni/an,πενία,noun,toi=s,ὁ,article,a)kth/mosi,ἀκτήμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunhgorw=n,συνηγορέω,verb,de\,δέ,particle,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,to\n,ὁ,article,*di/wna,Δίων,proper,katastasia/zwn,καταστασιάζω,verb,e)nantiou/menon,e)/peise,tou\s,ὁ,article,*surakousi/ous,Συρακούσιος,proper,tau=ta/,οὗτος,pronoun,yhfi/sasqai,ψηφίζομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,ce/nwn,ξένος,noun,to\n,ὁ,article,misqo\n,μισθός,noun,a)posterei=n,ἀποστερέω,verb,kai\,καί,conjunction,strathgou\s,στρατηγός,noun,e(te/rous,ἕτερος,adjective,e(le/sqai,αἱρέω,verb,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,baru/thtos,βαρύτης,adjective,a)pallage/ntas,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐναντιόομαι,verb,ἐφίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,w(/sper,ὥσπερ,adverb,e)k,ἐκ,preposition,makra=s,μακρός,adjective,a)rrwsti/as,ἀρρωστία,noun,th=s,ὁ,article,turanni/dos,eu)qu\s,e)pixeirou=ntes,ἐπιχειρέω,verb,e)cani/stasqai,ἐξανίστημι,verb,kai\,καί,conjunction,pra/ttein,πράσσω,verb,ta\,ὁ,article,tw=n,ὁ,article,au)tonomoume/nwn,αὐτονομέομαι,verb,para\,παρά,preposition,kairo/n,καιρός,noun,e)sfa/llonto,σφάλλω,verb,me\n,μέν,particle,au)toi\,αὐτός,pronoun,tai=s,ὁ,article,pra/cesin,πρᾶξις,adjective,e)mi/soun,μισέω,verb,de\,δέ,particle,to\n,ὁ,article,*di/wna,Δίων,proper,boulo/menon,βούλομαι,verb,w(/sper,ὥσπερ,adverb,i)atro\n,ἰατρός,noun,e)n,ἐν,preposition,a)kribei=,ἀκριβής,adjective,kai\,καί,conjunction,swfronou/sh|,σωφρονέω,verb,diai/th|,δίαιτα,noun,katasxei=n,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τυραννίς,noun,εὐθύς,adverb,κατασχάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kklhsia/zousi,ἐκκλησιάζω,verb,d',δέ,particle,au)toi=s,αὐτός,pronoun,e)pi\,ἐπί,preposition,ne/ais,νέα,adjective,a)rxai=s,ἀρχή,noun,qe/rous,θέρος,noun,mesou=ntos,e)cai/sioi,brontai\,βροντή,noun,kai\,καί,conjunction,dioshmi/ai,Διοσημία,proper,ponhrai\,πονηρός,adjective,sune/bainon,συμβαίνω,verb,e)f',ἐπί,preposition,h(me/ras,ἡμέρα,noun,dekape/nte,δεκαπέντε,adjective,sunexw=s,συνεχής,adverb,a)nista=sai,ἀνίστημι,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,u(po\,ὑπό,preposition,deisidaimoni/as,δεισιδαιμονία,noun,kwluo/menon,κωλύω,verb,e(te/rous,ἕτερος,adjective,a)podei=cai,ἀποδείκνυμι,verb,strathgou/s,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μεσόω,verb,ἐξαίσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,fula/cantes,φυλάσσω,verb,eu)di/an,εὐδία,noun,staqera\n,σταθερός,adjective,oi(,ὁ,article,dhmagwgoi\,δημαγωγός,noun,sunete/loun,ta\s,a)rxairesi/as,ἀρχαιρεσία,noun,bou=s,βοῦς,noun,a(maceu\s,ἁμαξεύς,noun,ou)k,οὐ,adverb,a)h/qhs,ἀήθης,adjective,ou)d',οὐδέ,particle,a)/peiros,ἄπειρος,adjective,o)/xlwn,ὄχλος,noun,a)/llws,ἄλλως,adverb,de/,δέ,particle,pws,πως,particle,to/te,τότε,adverb,pro\s,πρός,preposition,to\n,ὁ,article,e)lau/nonta,ἐλαύνω,verb,qumwqei\s,θυμόω,verb,kai\,καί,conjunction,fugw\n,φεύγω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,zugou=,ζυγόν,noun,dro/mw|,δρόμος,noun,pro\s,πρός,preposition,to\,ὁ,article,qe/atron,θέατρον,noun,w(/rmhse,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συντελέω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,dh=mon,δῆμος,noun,eu)qu\s,εὐθύς,adverb,a)ne/sthse,ἀνίστημι,verb,kai\,καί,conjunction,dieske/dasen,ou)deni\,ko/smw|,κόσμος,noun,feu/gonta,φεύγω,verb,th=s,ὁ,article,d',δέ,particle,a)/llhs,ἄλλος,adjective,po/lews,πόλις,adjective,e)pe/drame,ἐπιτρέχω,verb,skirtw=n,σκιρτάω,verb,kai\,καί,conjunction,tara/ttwn,ταράσσω,verb,o(/son,ὅσος,adjective,u(/steron,ὕστερος,adjective,oi(,ὁ,article,pole/mioi,πολέμιος,adjective,kate/sxon,κατέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διασκεδάννυμι,verb,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
