word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
le/goim',λέγω,verb,a)\n,ἄν,particle,ei)dw\s,οἶδα,verb,eu)=,εὖ,adverb,ta\,ὁ,article,tw=n,ὁ,article,e)nanti/wn,ἐναντίος,adjective,w(/s,ὅς,pronoun,t',τε,particle,e)n,ἐν,preposition,pu/lais,πύλη,adjective,e(/kastos,ἕκαστος,adjective,ei)/lhxen,λαγχάνω,verb,pa/lon,πάλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tudeu\s,Τυδεύς,proper,me\n,μέν,particle,h)/dh,ἤδη,adverb,pro\s,πρός,preposition,pu/laisi,πύλη,adjective,*proiti/sin,Προιτίδες,proper,bre/mei,βρέμω,verb,po/ron,πόρος,noun,d',δέ,particle,*)ismhno\n,Ἰσμηνός,proper,ou)k,οὐ,adverb,e)a=|,ἀίω,verb,pera=n,περάω,verb,o(,ὁ,article,ma/ntis,μάντις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,sfa/gia,σφάγιον,noun,gi/gnetai,γίγνομαι,verb,kala/,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tudeu\s,Τυδεύς,proper,de\,δέ,particle,margw=n,μαργάω,verb,kai\,καί,conjunction,ma/xhs,μάχη,noun,lelimme/nos,λίπτομαι,verb,meshmbrinai=s,μεσημβρινός,adjective,klaggai=sin,κλαγγή,noun,w(s,ὡς,conjunction,dra/kwn,δράκων,noun,boa=|,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qei/nei,θείνω,verb,d',δέ,particle,o)nei/dei,ὄνειδος,noun,ma/ntin,μάντις,noun,*oi)klei/dhn,,,sofo/n,σοφός,adjective,sai/nein,σαίνω,verb,mo/ron,μόρον,noun,te,τε,particle,kai\,καί,conjunction,ma/xhn,μάχη,noun,a)yuxi/a|,ἀψυχία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=t',τοιοῦτος,adjective,a)utw=n,ἀυτέω,verb,trei=s,τρέω,verb,kataski/ous,κατάσκιος,adjective,lo/fous,λόφος,noun,sei/ei,σείω,verb,kra/nous,κράνος,adjective,xai/twm',χαίτωμα,noun,u(p',ὑπό,preposition,a)spi/dos,ἀσπίς,noun,d',δέ,particle,e)/sw,ἔσω,adjective,xalkh/latoi,χαλκήλατος,adjective,kla/zousi,κλάζω,verb,kw/dwnes,κώδων,noun,fo/bon,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,d',δέ,particle,u(pe/rfron,ὑπέρφρων,adjective,sh=m',σῆμα,adjective,e)p',ἐπί,preposition,a)spi/dos,ἀσπίς,noun,to/de,ὅδε,pronoun,fle/gonq',φλέγω,verb,u(p',ὑπό,preposition,a)/strois,ἄστρον,noun,ou)rano\n,οὐρανός,noun,tetugme/non,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lampra\,λαμπρός,adjective,de\,δέ,particle,panse/lhnos,πανσέληνος,adjective,e)n,ἐν,preposition,me/sw|,μέσος,adjective,sa/kei,σάκος,adjective,pre/sbiston,πρέσβιστος,adjective,a)/strwn,ἄστρον,noun,nukto\s,νύξ,adjective,o)fqalmo/s,ὀφθαλμός,noun,pre/pei,πρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=t',τοιοῦτος,adjective,a)lu/wn,ἀλύω,verb,tai=s,ὁ,article,u(perko/mpois,ὑπέρκομπος,adjective,sagai=s,σαγή,noun,boa=|,βοάω,verb,par',παρά,preposition,o)/xqais,ὄχθη,noun,potami/ais,προσαμάω,verb,ma/xhs,μάχη,noun,e)rw=n,ἐράω,verb,i(/ppos,ἵππος,noun,xalinw=n,χαλινός,noun,w(\s,ὅς,pronoun,katasqmai/nwn,κατασθμαίνω,verb,me/nei,μένω,verb,o(/stis,ὅστις,pronoun,boh\n,βοή,noun,sa/lpiggos,σάλπιγξ,noun,o(rmai/nei,ὁρμαίνω,verb,me/nwn,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,a)ntita/ceis,ἀντιτάσσω,verb,tw=|de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,*proi/tou,Προῖτος,proper,pulw=n,πύλη,adjective,klh/|qrwn,κλεῖθρον,noun,luqe/ntwn,λύω,verb,prostatei=n,προστατέω,verb,fere/gguos,φερέγγυος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/smon,κόσμος,noun,me\n,μέν,particle,a)ndro\s,ἀνήρ,noun,ou)/tin',οὔτις,pronoun,a)\n,ἄν,particle,tre/saim',τρέω,verb,e)gw/,ἐγώ,pronoun,ou)d',οὐδέ,particle,e(lkopoia\,ἑλκοποιός,adjective,gi/gnetai,γίγνομαι,verb,ta\,ὁ,article,sh/mata,σῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/foi,λόφος,noun,de\,δέ,particle,kw/dwn,κώδων,noun,t',τε,particle,ou),οὐ,adverb,da/knous',δάκνω,verb,a)/neu,ἄνευ,preposition,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu/kta,νύξ,adjective,tau/thn,οὗτος,pronoun,h(\n,ὅς,pronoun,le/geis,λέγω,verb,e)p',ἐπί,preposition,a)spi/dos,ἀσπίς,noun,a)/stroisi,ἄστρον,noun,marmai/rousan,μαρμαίρω,verb,ou)ranou=,οὐρανός,noun,kurei=n,κυρέω,verb,ta/x',τάχα,adjective,a)\n,ἄν,particle,ge/noito,γίγνομαι,verb,ma/ntis,μάντις,noun,h(,ὁ,article,a)noi/a,ἄνοια,noun,tini/,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,qano/nti,θνήσκω,verb,nu\c,νύξ,adjective,e)p',ἐπί,preposition,o)fqalmoi=s,ὀφθαλμός,noun,pe/soi,πίπτω,verb,tw=|,ὁ,article,toi,τοι,particle,fe/ronti,φέρω,verb,sh=m',σῆμα,adjective,u(pe/rkompon,ὑπέρκομπος,adjective,to/de,ὅδε,pronoun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,o)rqw=s,ὀρθός,adjective,e)ndi/kws,ἔνδικος,adjective,t',τε,particle,e)pw/numon,ἐπώνυμος,adjective,kau)to\s,αὐτός,pronoun,kaq',κατά,preposition,au(tou=,ἑαυτοῦ,pronoun,th/nd',ὅδε,pronoun,u(/brin,ὕβρις,noun,manteu/setai,μαντεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,*tudei=,Τυδεύς,proper,kedno\n,κεδνός,adjective,*)astakou=,Ἀστακός,adjective,to/kon,τόκος,noun,tw=nd',ὅδε,pronoun,a)ntita/cw,ἀντιτάσσω,verb,prosta/thn,προστάτης,noun,pulwma/twn,πύλωμα,adjective,ma/l',μάλα,adverb,eu)genh=,εὐγενής,adjective,te,τε,particle,kai\,καί,conjunction,to\n,ὁ,article,*ai)sxu/nhs,αἰσχύνη,adjective,qro/non,θρόνον,noun,timw=nta,τιμάω,verb,kai\,καί,conjunction,stugou=nq',στυγέω,verb,u(pe/rfronas,ὑπέρφρων,adjective,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxrw=n,αἰσχρός,adjective,ga\r,γάρ,particle,a)rgo/s,ἀργός,adjective,mh\,μή,conjunction,kako\s,κακός,adjective,d',δέ,particle,ei)=nai,εἰμί,verb,filei=,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spartw=n,σπαρτός,adjective,d',δέ,particle,a)p',ἀπό,preposition,a)ndrw=n,ἀνήρ,noun,w(=n,ὅς,pronoun,*)/arhs,Ἄρης,proper,e)fei/sato,ἐφίζω,verb,r(i/zwm',ῥίζωμα,noun,a)nei=tai,ἀνέω,verb,ka/rta,κάρτα,adverb,d',δέ,particle,e)/st',εἰμί,verb,e)gxw/rios,ἐγχώριος,adjective,*mela/nippos,Μελάνιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rgon,ἔργον,noun,d',δέ,particle,e)n,ἐν,preposition,ku/bois,κύβος,noun,*)/arhs,Ἄρης,proper,krinei=,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/kh,Δίκη,proper,d',δέ,particle,o(mai/mwn,ὅμαιμος,adjective,ka/rta,κάρτα,adverb,nin,νιν,pronoun,proste/lletai,προστέλλω,verb,ei)/rgein,ἔργω,verb,tekou/sh|,τίκτω,verb,mhtri\,μήτηρ,noun,pole/mion,πολέμιος,adjective,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,a(mo/n,ἁμός,adjective,nun,νῦν,adverb,a)nti/palon,ἀντίπαλος,adjective,eu)tuxei=n,εὐτυχέω,verb,qeoi\,θεός,noun,doi=en,δίδωμι,verb,w(s,ὡς,conjunction,dikai/ws,δίκαιος,adjective,po/lews,πόλις,adjective,pro/maxos,πρόμαχος,adjective,o)/rnutai,ὄρνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tre/mw,τρέμω,verb,d',δέ,particle,ai(mathfo/rous,αἱματηφόρος,adjective,mo/rous,μόρος,noun,u(pe\r,ὑπέρ,preposition,fi/lwn,φίλος,adjective,o)lome/nwn,ὄλλυμι,verb,i)de/sqai,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,me\n,μέν,particle,ou(/tws,οὕτως,adverb,eu)tuxei=n,εὐτυχέω,verb,doi=en,δίδωμι,verb,qeoi/,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kapaneu\s,Καπανεύς,proper,d',δέ,particle,e)p',ἐπί,preposition,*)hle/ktraisin,,,ei)/lhxen,λαγχάνω,verb,pu/lais,πύλη,adjective,gi/gas,γίγας,noun,o(/d',ὅδε,pronoun,a)/llos,ἄλλος,adjective,tou=,ὁ,article,pa/ros,πάρος,preposition,lelegme/nou,λέγω,verb,mei/zwn,μέγας,adverb,o(,ὁ,article,ko/mpos,κόμπος,noun,d',δέ,particle,ou),οὐ,adverb,kat',κατά,preposition,a)/nqrwpon,ἄνθρωπος,noun,fronei=,φρονέω,verb,pu/rgois,πύργος,noun,d',δέ,particle,a)peilei=,ἀπειλέω,verb,dei/n',δεινός,adjective,a(\,ὅς,pronoun,mh\,μή,conjunction,krai/noi,κραίνω,verb,tu/xh,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeou=,θεός,noun,te,τε,particle,ga\r,γάρ,particle,qe/lontos,ἐθέλω,verb,e)kpe/rsein,ἐκπέρθω,verb,po/lin,πόλις,adjective,kai\,καί,conjunction,mh\,μή,conjunction,qe/lonto/s,ἐθέλω,verb,fhsin,φημί,verb,ou)de\,οὐδέ,particle,th\n,ὁ,article,*dio\s,Ζεύς,proper,e)/rin,ἔρις,noun,pe/doi,πέδοι,adverb,skh/yasan,σκήπτω,verb,e)mpodw\n,ἐμποδών,adverb,sxeqei=n,σχέθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,d',δέ,particle,a)strapa/s,ἀστραπή,noun,te,τε,particle,kai\,καί,conjunction,kerauni/ous,κεραύνιος,adjective,bola\s,βολή,noun,meshmbrinoi=si,μεσημβρινός,adjective,qa/lpesin,θάλπος,noun,prosh/|kasen,προσεικάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,de\,δέ,particle,sh=ma,σῆμα,adjective,gumno\n,γυμνός,adjective,a)/ndra,ἀνήρ,noun,purfo/ron,πυρφόρος,adjective,fle/gei,φλέγω,verb,de\,δέ,particle,lampa\s,λαμπάς,noun,dia\,διά,preposition,xerw=n,χείρ,noun,w(plisme/nh,ὁπλίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrusoi=s,χρύσεος,adjective,de\,δέ,particle,fwnei=,φωνέω,verb,gra/mmasin,γράμμα,noun,prh/sw,πίμπρημι,verb,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiw=|de,τοιόσδε,adjective,fwti\,φάος,adjective,pe/mpe,πέμπω,verb,ti/s,τίς,pronoun,custh/setai,συνίστημι,verb,ti/s,τίς,pronoun,a)/ndra,ἀνήρ,noun,kompa/zonta,κομπάζω,verb,mh\,μή,conjunction,tre/sas,τρέω,verb,menei=,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|de,ὅδε,pronoun,ke/rdei,κέρδος,noun,ke/rdos,κέρδος,noun,a)/llo,ἄλλος,adjective,ti/ktetai,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,toi,τοι,particle,matai/wn,μάταιος,adjective,a)ndra/sin,ἀνήρ,noun,fronhma/twn,φρόνημα,noun,h(,ὁ,article,glw=ss',γλῶσσα,noun,a)lhqh\s,ἀληθής,adjective,gi/gnetai,γίγνομαι,verb,kath/goros,κατήγορος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kapaneu\s,Καπανεύς,proper,d',δέ,particle,a)peilei=,ἀπειλέω,verb,dra=n,δράω,verb,pareskeuasme/nos,παρασκευάζω,verb,qeou\s,θεός,noun,a)ti/zwn,ἀτίζω,verb,ka)pogumna/zwn,ἀπογυμνάζω,verb,sto/ma,στόμα,noun,xara=|,χαρά,noun,matai/a|,μάταιος,adjective,qnhto\s,θνητός,adjective,w)\n,εἰμί,verb,ei)s,εἰς,preposition,ou)rano\n,οὐρανός,noun,pe/mpei,πέμπω,verb,gegwna\,γεγωνός,adjective,*zhni\,Ζεύς,proper,kumai/nont',κυμαίνω,verb,e)/ph,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/poiqa,πείθω,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,cu\n,σύν,preposition,di/kh|,δίκη,adjective,to\n,ὁ,article,purfo/ron,πυρφόρος,adjective,h(/cein,ἥκω,verb,kerauno/n,κεραυνός,noun,ou)de\n,οὐδείς,pronoun,e)ch|kasme/non,ἐξεικάζω,verb,meshmbrinoi=si,μεσημβρινός,adjective,qa/lpesin,θάλπος,noun,toi=s,ὁ,article,h(li/ou,ἥλιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh\r,ἀνήρ,noun,d',δέ,particle,e)p',ἐπί,preposition,au)tw=|,αὐτός,pronoun,kei),εἰ,conjunction,sto/margo/s,στόμαργος,adjective,e)st',εἰμί,verb,a)/gan,ἄγαν,adverb,ai)/qwn,αἴθω,verb,te/taktai,τάσσω,verb,lh=ma,λῆμα,noun,*polufo/ntou,Πολυφόντης,proper,bi/a,βία,adjective,fere/gguon,φερέγγυος,adjective,frou/rhma,φρούρημα,noun,prostathri/as,προστατήριος,adjective,*)arte/midos,Ἄρτεμις,proper,eu)noi/aisi,εὔνοια,noun,su/n,σύν,preposition,t',τε,particle,a)/llois,ἄλλος,adjective,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/g',λέγω,verb,a)/llon,ἄλλος,adjective,a)/llais,ἄλλος,adjective,e)n,ἐν,preposition,pu/lais,πύλη,adjective,ei)lhxo/ta,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/loiq',ὄλλυμι,verb,o(\s,ὅς,pronoun,po/lei,πόλις,adjective,mega/l',μέγας,adverb,e)peu/xetai,ἐπεύχομαι,verb,keraunou=,κεραυνός,noun,de/,δέ,particle,nin,νιν,pronoun,be/los,βέλος,noun,e)pisxe/qoi,ἐπισχεθεῖν,verb,pri\n,πρίν,adverb,e)mo\n,ἐμός,adjective,e)sqorei=n,εἰσθρῴσκω,verb,do/mon,δόμος,noun,pwlikw=n,πωλικός,adjective,q',τε,particle,e(dwli/wn,ἑδώλιον,noun,u(perko/pw|,ὑπέρκοπος,adjective,dori/,δόρυ,noun,pot',ποτέ,particle,e)klapa/cai,ἐκλαπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,to\n,ὁ,article,e)nteu=qen,ἐντεῦθεν,adverb,laxo/nta,λαγχάνω,verb,pro\s,πρός,preposition,pu/lais,πύλη,adjective,le/cw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/tw|,τρίτος,adjective,ga\r,γάρ,particle,*)eteo/klw|,Ἐτέοκλος,proper,tri/tos,τρίτος,adjective,pa/los,πάλος,adjective,e)c,ἐκ,preposition,u(pti/ou,ὕπτιος,adjective,'ph/dhsen,πηδάω,verb,eu)xa/lkou,εὔχαλκος,adjective,kra/nous,κράνος,adjective,pu/laisi,πύλη,adjective,*nhi/sth|si,νήιστος,adjective,prosbalei=n,προσδαίω,verb,lo/xon,λόχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/ppous,ἵππος,noun,d',δέ,particle,e)n,ἐν,preposition,a)mpukth=rsin,ἀμπυκτήρ,noun,e)mbrimwme/nas,ἐμβριμάομαι,verb,dinei=,δινέω,verb,qelou/sas,ἐθέλω,verb,pro\s,πρός,preposition,pu/lais,πύλη,adjective,peptwke/nai,πίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fimoi\,φιμός,noun,de\,δέ,particle,suri/zousi,συρίζω,verb,ba/rbaron,βάρβαρος,adjective,tro/pon,τρόπος,noun,mukthroko/mpois,μυκτηρόκομπος,adjective,pneu/masin,πνεῦμα,noun,plhrou/menoi,πληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sxhma/tistai,σχηματίζω,verb,d',δέ,particle,a)spi\s,ἀσπίς,noun,ou),οὐ,adverb,smikro\n,μικρός,adjective,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh\r,ἀνήρ,noun,o(pli/ths,ὁπλίτης,noun,kli/makos,κλῖμαξ,noun,prosamba/seis,προσάμβασις,noun,stei/xei,στείχω,verb,pro\s,πρός,preposition,e)xqrw=n,ἐχθρός,adjective,pu/rgon,πύργος,noun,e)kpe/rsai,ἐκπέρθω,verb,qe/lwn,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boa=|,βοάω,verb,de\,δέ,particle,xou)=tos,οὗτος,pronoun,gramma/twn,γράμμα,noun,e)n,ἐν,preposition,cullabai=s,συλλαβή,noun,w(s,ὡς,conjunction,ou)d',οὐδέ,particle,a)\n,ἄν,particle,*)/arhs,Ἄρης,proper,sf',σφεῖς,pronoun,e)kba/loi,ἐκβάλλω,verb,purgwma/twn,πύργωμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|de,ὅδε,pronoun,fwti\,φάος,adjective,pe/mpe,πέμπω,verb,to\n,ὁ,article,fere/gguon,φερέγγυος,adjective,po/lews,πόλις,adjective,a)pei/rgein,ἀπείργω,verb,th=sde,ὅδε,pronoun,dou/lion,δούλιος,adjective,zugo/n,ζυγόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
