word/0/@_form,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
*pa=n,o(\,di/dwsi/n,δίδωμι,verb,moi,ἐγώ,pronoun,o(,ὁ,article,path\r,πατήρ,noun,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,h(/cei,ἥκω,verb,kai\,καί,conjunction,to\n,ὁ,article,e)rxo/menon,ἔρχομαι,verb,pro/s,πρός,preposition,me,ἐγώ,pronoun,ou),οὐ,adverb,mh\,μή,conjunction,e)kba/lw,ἐκβάλλω,verb,πᾶς,adjective,ὅς,pronoun,e)/cw,ἔξω,adverb,o(/ti,ὅστις,pronoun,katabe/bhka,καταβαίνω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,ou)x,οὐ,adverb,i(/na,ἵνα,conjunction,poiw=,ποιέω,verb,to\,ὁ,article,qe/lhma,θέλημα,noun,to\,ὁ,article,e)mo\n,ἐμός,adjective,a)lla\,ἀλλά,adverb,to\,ὁ,article,qe/lhma,θέλημα,noun,tou=,ὁ,article,pe/myanto/s,πέμπω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,de/,e)stin,εἰμί,verb,to\,ὁ,article,qe/lhma,θέλημα,noun,tou=,ὁ,article,pe/myanto/s,πέμπω,verb,me,ἐγώ,pronoun,i(/na,ἵνα,conjunction,pa=n,πᾶς,adjective,o(\,ὅς,pronoun,de/dwke/n,δίδωμι,verb,moi,ἐγώ,pronoun,mh\,μή,conjunction,a)pole/sw,ἀπόλλυμι,verb,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,οὗτος,pronoun,δέ,particle,a)lla\,ἀλλά,adverb,a)nasth/sw,ἀνίστημι,verb,au)to\,αὐτός,pronoun,th=|,ὁ,article,e)sxa/th|,σχέθω,verb,h(me/ra|,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,ga/r,e)stin,εἰμί,verb,to\,ὁ,article,qe/lhma,θέλημα,noun,tou=,ὁ,article,patro/s,πατήρ,noun,mou,ἐγώ,pronoun,i(/na,ἵνα,conjunction,pa=s,πᾶς,adjective,o(,ὁ,article,qewrw=n,θεωρέω,verb,to\n,ὁ,article,ui(o\n,υἱός,noun,kai\,καί,conjunction,pisteu/wn,πιστεύω,verb,ei)s,εἰς,preposition,οὗτος,pronoun,γάρ,particle,au)to\n,αὐτός,pronoun,e)/xh|,ἔχω,verb,zwh\n,ζωή,noun,ai)w/nion,αἰώνιος,adjective,kai\,καί,conjunction,a)nasth/sw,ἀνίστημι,verb,au)to\n,αὐτός,pronoun,e)gw\,ἐγώ,pronoun,th=|,ὁ,article,e)sxa/th|,σχέθω,verb,h(me/ra|,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ego/gguzon,ou)=n,oi(,ὁ,article,*)ioudai=oi,Ἰουδαῖος,proper,peri\,περί,preposition,au)tou=,αὐτός,pronoun,o(/ti,ὅστις,pronoun,ei)=pen,εἶπον,verb,*)egw/,ἐγώ,pronoun,ei)mi,εἰμί,verb,o(,ὁ,article,a)/rtos,ἄρτος,noun,o(,ὁ,article,kataba\s,καταβαίνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,γογγύζω,verb,οὖν,particle,kai\,καί,conjunction,e)/legon,λέγω,verb,*ou)xi\,οὐ,adverb,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,*)ihsou=s,Ἰησοῦς,proper,o(,ὁ,article,ui(o\s,υἱός,noun,*)iwsh/f,,,ou(=,ἕ,pronoun,h(mei=s,ἐγώ,pronoun,oi)/damen,οἶδα,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,th\n,ὁ,article,mhte/ra,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,nu=n,le/gei,λέγω,verb,o(/ti,ὅστις,pronoun,*)ek,ἐκ,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,katabe/bhka,καταβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῶς,adverb,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pekri/qh,*)ihsou=s,kai\,καί,conjunction,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*mh\,μή,conjunction,goggu/zete,γογγύζω,verb,met',μετά,preposition,a)llh/lwn,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,ἀποκρίνω,verb,Ἰησοῦς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,du/natai,e)lqei=n,ἔρχομαι,verb,pro/s,πρός,preposition,me,ἐγώ,pronoun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,o(,ὁ,article,path\r,πατήρ,noun,o(,ὁ,article,pe/myas,πέμπω,verb,me,ἐγώ,pronoun,e(lku/sh|,ἕλκω,verb,au)to/n,αὐτός,pronoun,ka)gw\,ἐγώ,pronoun,a)nasth/sw,ἀνίστημι,verb,au)to\n,αὐτός,pronoun,οὐδείς,pronoun,δύναμαι,verb,e)n,ἐν,preposition,th=|,ὁ,article,e)sxa/th|,σχέθω,verb,h(me/ra|,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,gegramme/non,e)n,ἐν,preposition,toi=s,ὁ,article,profh/tais,προφήτης,adjective,*kai\,καί,conjunction,e)/sontai,εἰμί,verb,pa/ntes,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
didaktoi\,qeou=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διδακτός,adjective,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=s,o(,a)kou/sas,ἀκέω,verb,para\,παρά,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,kai\,καί,conjunction,maqw\n,μανθάνω,verb,e)/rxetai,ἔρχομαι,verb,pro\s,πρός,preposition,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,πᾶς,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,o(/ti,to\n,ὁ,article,pate/ra,πατήρ,noun,e(w/rake/n,ὁράω,verb,tis,τις,pronoun,ei),εἰ,conjunction,mh\,μή,conjunction,o(,ὁ,article,w)\n,εἰμί,verb,para\,παρά,preposition,tou=,ὁ,article,qeou=,θεός,noun,ou(=tos,οὗτος,pronoun,e(w/raken,ὁράω,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,οὐ,adverb,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mh\n,a)mh\n,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,o(,ὁ,article,pisteu/wn,πιστεύω,verb,e)/xei,ἔχω,verb,zwh\n,ζωή,noun,ai)w/nion,αἰώνιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,ἀμήν,interjection,ἀμήν,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw/,ei)mi,o(,ὁ,article,a)/rtos,ἄρτος,noun,th=s,ὁ,article,zwh=s,ζωή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,pate/res,u(mw=n,σύ,pronoun,e)/fagon,ἐσθίω,verb,e)n,ἐν,preposition,th=|,ὁ,article,e)rh/mw|,ἐρῆμος,adjective,to\,ὁ,article,ma/nna,μάννα,noun,kai\,καί,conjunction,a)pe/qanon,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,ὁ,article,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=to/s,e)stin,o(,ὁ,article,a)/rtos,ἄρτος,noun,o(,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,katabai/nwn,καταβαίνω,verb,i(/na,ἵνα,conjunction,tis,τις,pronoun,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,fa/gh|,ἐσθίω,verb,kai\,καί,conjunction,mh\,μή,conjunction,a)poqa/nh|,ἀποθνήσκω,verb,οὗτος,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw/,ei)mi,o(,ὁ,article,a)/rtos,ἄρτος,noun,o(,ὁ,article,zw=n,ζάω,verb,o(,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,kataba/s,καταβαίνω,verb,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a/n,tis,fa/gh|,ἐσθίω,verb,e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,tou=,ὁ,article,a)/rtou,ἄρτος,noun,zh/sei,ζάω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,ai)w=na,αἰών,noun,kai\,καί,conjunction,o(,ὁ,article,a)/rtos,ἄρτος,noun,de\,δέ,particle,o(\n,ὅς,pronoun,e)gw\,ἐγώ,pronoun,ἐάν,conjunction,τις,pronoun,dw/sw,δίδωμι,verb,h(,ὁ,article,sa/rc,σάρξ,adjective,mou,ἐγώ,pronoun,e)sti\n,εἰμί,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,tou=,ὁ,article,ko/smou,κόσμος,noun,zwh=s,ζωή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ema/xonto,ou)=n,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,oi(,ὁ,article,*)ioudai=oi,Ἰουδαῖος,proper,le/gontes,λέγω,verb,*pw=s,πῶς,adverb,du/natai,δύναμαι,verb,ou(=tos,οὗτος,pronoun,h(mi=n,ἐγώ,pronoun,dou=nai,δίδωμι,verb,th\n,ὁ,article,sa/rka,σάρξ,adjective,au)tou=,αὐτός,pronoun,fagei=n,ἐσθίω,verb,,,,μάχομαι,verb,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pen,ou)=n,au)toi=s,αὐτός,pronoun,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,*)amh\n,ἀμήν,interjection,a)mh\n,ἀμήν,interjection,le/gw,λέγω,verb,u(mi=n,σύ,pronoun,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,fa/ghte,ἐσθίω,verb,th\n,ὁ,article,sa/rka,σάρξ,adjective,tou=,ὁ,article,ui(ou=,υἱός,noun,tou=,ὁ,article,εἶπον,verb,οὖν,particle,a)nqrw/pou,ἄνθρωπος,noun,kai\,καί,conjunction,pi/hte,πίνω,verb,au)tou=,αὐτός,pronoun,to\,ὁ,article,ai(=ma,αἷμα,noun,ou)k,οὐ,adverb,e)/xete,ἔχω,verb,zwh\n,ζωή,noun,e)n,ἐν,preposition,e(autoi=s,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,trw/gwn,mou,ἐγώ,pronoun,th\n,ὁ,article,sa/rka,σάρξ,adjective,kai\,καί,conjunction,pi/nwn,πίνω,verb,mou,ἐγώ,pronoun,to\,ὁ,article,ai(=ma,αἷμα,noun,e)/xei,ἔχω,verb,zwh\n,ζωή,noun,ai)w/nion,αἰώνιος,adjective,ka)gw\,ἐγώ,pronoun,a)nasth/sw,ἀνίστημι,verb,au)to\n,αὐτός,pronoun,th=|,ὁ,article,ὁ,article,τρώγω,verb,e)sxa/th|,σχέθω,verb,h(me/ra|,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ga\r,sa/rc,σάρξ,adjective,mou,ἐγώ,pronoun,a)lhqh/s,ἀληθής,adjective,e)sti,εἰμί,verb,brw=sis,βρῶσις,noun,kai\,καί,conjunction,to\,ὁ,article,ai(=ma/,αἷμα,noun,mou,ἐγώ,pronoun,a)lhqh/s,ἀληθής,adjective,e)sti,εἰμί,verb,po/sis,πόσις,noun,,,,,,,,,,ὁ,article,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,trw/gwn,mou,ἐγώ,pronoun,th\n,ὁ,article,sa/rka,σάρξ,adjective,kai\,καί,conjunction,pi/nwn,πίνω,verb,mou,ἐγώ,pronoun,to\,ὁ,article,ai(=ma,αἷμα,noun,e)n,ἐν,preposition,e)moi\,ἐγώ,pronoun,me/nei,μένω,verb,ka)gw\,ἐγώ,pronoun,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,,,,ὁ,article,τρώγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqw\s,a)pe/steile/n,me,ἐγώ,pronoun,o(,ὁ,article,zw=n,ζάω,verb,path\r,πατήρ,noun,ka)gw\,ἐγώ,pronoun,zw=,ζάω,verb,dia\,διά,preposition,to\n,ὁ,article,pate/ra,πατήρ,noun,kai\,καί,conjunction,o(,ὁ,article,trw/gwn,τρώγω,verb,me,ἐγώ,pronoun,ka)kei=nos,ἐκεῖνος,pronoun,zh/sei,ζάω,verb,καθώς,adverb,ἀποστέλλω,verb,di',διά,preposition,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=to/s,e)stin,o(,ὁ,article,a)/rtos,ἄρτος,noun,o(,ὁ,article,e)c,ἐκ,preposition,ou)ranou=,οὐρανός,noun,kataba/s,καταβαίνω,verb,ou),οὐ,adverb,kaqw\s,καθώς,adverb,e)/fagon,ἐσθίω,verb,oi(,ὁ,article,pate/res,πατήρ,noun,kai\,καί,conjunction,a)pe/qanon,ἀποθνήσκω,verb,,,,,,,οὗτος,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,trw/gwn,tou=ton,οὗτος,pronoun,to\n,ὁ,article,a)/rton,ἄρτος,noun,zh/sei,ζάω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,ai)w=na,αἰών,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,τρώγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,ei)=pen,e)n,ἐν,preposition,sunagwgh=|,συναγωγεύς,noun,dida/skwn,διδάσκω,verb,e)n,ἐν,preposition,*kafarnaou/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*polloi\,ou)=n,a)kou/santes,ἀκούω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,maqhtw=n,μαθητής,noun,au)tou=,αὐτός,pronoun,ei)=pan,εἶπον,verb,*sklhro/s,σκληρός,adjective,e)stin,εἰμί,verb,o(,ὁ,article,lo/gos,λόγος,noun,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,πολύς,adjective,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,du/natai,au)tou=,αὐτός,pronoun,a)kou/ein,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίς,pronoun,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)dw\s,de\,o(,ὁ,article,*)ihsou=s,Ἰησοῦς,proper,e)n,ἐν,preposition,e(autw=|,ἑαυτοῦ,pronoun,o(/ti,ὅστις,pronoun,goggu/zousin,γογγύζω,verb,peri\,περί,preposition,tou/tou,οὗτος,pronoun,oi(,ὁ,article,maqhtai\,μαθητής,noun,au)tou=,αὐτός,pronoun,ei)=pen,εἶπον,verb,au)toi=s,αὐτός,pronoun,*tou=to,οὗτος,pronoun,u(ma=s,σύ,pronoun,οἶδα,verb,δέ,particle,skandali/zei,σκανδαλίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ou)=n,qewrh=te,θεωρέω,verb,to\n,ὁ,article,ui(o\n,υἱός,noun,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,a)nabai/nonta,ἀναβαίνω,verb,o(/pou,ὅπου,adverb,h)=n,εἰμί,verb,to\,ὁ,article,pro/teron,πρότερος,adjective,,,,,,,,,,,,,,,,ἐάν,conjunction,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,pneu=ma/,e)stin,εἰμί,verb,to\,ὁ,article,zwopoiou=n,ζωοποιέω,verb,h(,ὁ,article,sa\rc,σάρξ,adjective,ou)k,οὐ,adverb,w)felei=,ὠφελέω,verb,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πνεῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,r(h/mata,a(\,ὅς,pronoun,e)gw\,ἐγώ,pronoun,lela/lhka,λαλέω,verb,u(mi=n,σύ,pronoun,pneu=ma/,πνεῦμα,noun,e)stin,εἰμί,verb,kai\,καί,conjunction,zwh/,ζωή,noun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,ὁ,article,ῥῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ei)si\n,e)c,ἐκ,preposition,u(mw=n,σύ,pronoun,tine\s,τις,pronoun,oi(\,ἕ,pronoun,ou),οὐ,adverb,pisteu/ousin,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
