word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/97/lemma/@_entry,word/97/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
tou\s,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,kriou\s,κριός,noun,li/qois,λίθος,adjective,a)pekau/lizon,ἀποκαυλίζω,verb,h)\,ἠέ,conjunction,bro/xois,a)ne/klwn,ἐκλάω,verb,h)\,formoi=s,φορμός,noun,e)ri/wn,ἔριον,noun,th=s,ὁ,article,bi/as,βία,adjective,e)ce/luon,ἐκλύω,verb,tw=n,ὁ,article,de\,δέ,particle,belw=n,βέλος,noun,toi=s,ὁ,article,me\n,μέν,particle,purfo/rois,πύρφορος,adjective,u(ph/ntwn,ὑπαντάω,verb,u(/dati,ὕδωρ,noun,kai\,καί,conjunction,o)/cei,ὄξος,noun,ta\,ὁ,article,d',δέ,particle,a)/lla,ἄλλος,adjective,probolai=s,προβολή,noun,i(mati/wn,ἱμάτιον,adjective,h)\,ἠέ,conjunction,o)qo/nais,ὀθόνη,noun,kexalasme/nais,χαλάω,verb,th=s,ὁ,article,fora=s,φορά,noun,a)ne/luon,ἀναλύω,verb,o(/lws,ὅλος,adjective,te,τε,particle,ou)de\n,οὐδείς,pronoun,proqumi/as,προθυμία,noun,a)ndri\,ἀνδρίς,noun,dunath=s,δυνατός,adjective,e)ce/leipon,ἐκλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βρόχος,noun,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/de,ὅδε,pronoun,au)toi=s,αὐτός,pronoun,fereponw/tata,φερέπονος,adjective,dh\,δή,particle,kakopaqou=sin,κακοπαθέω,verb,o(/mws,ὅμως,conjunction,ge,tou=,ὁ,article,tei/xous,e)kau/qh,καίω,verb,ti,τις,pronoun,kai\,καί,conjunction,sune/pesen,συμπίτνω,verb,e)s,εἰς,preposition,e(spe/ran,ἑσπέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,τεῖχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,e)/fqase/,φθάνω,verb,tis,τις,pronoun,e)sala/menos,εἰσαλάομαι,verb,e)/ti,ἔτι,adverb,qermo/n,θερμός,adjective,a)ll',au)to\,αὐτός,pronoun,nukto\s,au)ti/ka,αὐτίκα,adverb,periw|kodo/mhsan,περιοικοδομέω,verb,oi(,ὁ,article,*kuzikhnoi/,Κύζικος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,au)tw=n,αὐτός,pronoun,h(merw=n,ἡμέρα,noun,pneu=ma,πνεῦμα,noun,sfodro\n,σφοδρός,adjective,e)pigeno/menon,ἐπιγίγνομαι,verb,perie/klase,ta\,ὁ,article,loipa\,tw=n,ὁ,article,mhxanhma/twn,μηχάνημα,noun,tou=,ὁ,article,basile/ws,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περικλάω,verb,λοιπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,
le/getai,λέγω,verb,d',δέ,particle,h(,ὁ,article,po/lis,πόλις,adjective,e)mproi/kion,ἐμπροίκιος,adjective,u(po\,ὑπό,preposition,*dio\s,Ζεύς,proper,th=|,ko/rh|,κόρη,noun,doqh=nai,kai\,καί,conjunction,se/bousin,σέβω,verb,au)th\n,αὐτός,pronoun,oi(,ὁ,article,*kuzikhnoi\,Κύζικος,proper,ma/lista,μάλιστα,adverb,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,
e)pelqou/shs,ἐπέρχομαι,verb,de\,δέ,particle,th=s,ὁ,article,e(orth=s,ἑορτή,adjective,e)n,ἐν,preposition,h(=|,ὅς,pronoun,qu/ousi,θύω,verb,bou=n,me/lainan,μέλας,adjective,oi(,me\n,μέν,particle,ou)k,οὐ,adverb,e)/xontes,ἔχω,verb,e)/platton,πλάσσω,verb,a)po\,ἀπό,preposition,si/tou,σῖτος,noun,me/laina,μέλας,adjective,de\,δέ,particle,bou=s,βοῦς,noun,e)k,ἐκ,preposition,pela/gous,πέλαγος,noun,pro\s,πρός,preposition,au)tou\s,αὐτός,pronoun,dienh/xeto,διανήχομαι,verb,kai\,καί,conjunction,to\,ὁ,article,klei=qron,κλεῖθρον,noun,tou=,ὁ,article,sto/matos,στόμα,noun,u(podu=sa/,ὑποδύομαι,verb,te,τε,particle,kai\,καί,conjunction,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)sdramou=sa,εἰστρέχω,verb,w(/deusen,ὁδεύω,verb,a)f',ἀπό,preposition,e(auth=s,ἑαυτοῦ,pronoun,e)s,εἰς,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,kai\,καί,conjunction,toi=s,ὁ,article,bwmoi=s,βωμός,noun,pare/sth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βοῦς,noun,ὁ,article,παρίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,oi(,ὁ,article,*kuzikhnoi\,Κύζικος,proper,meta\,μετά,preposition,xrhsth=s,χρηστός,adjective,e)lpi/dos,e)/quon,θύω,verb,oi(,de\,δέ,particle,fi/loi,φίλος,adjective,tw=|,ὁ,article,*miqrida/th|,Μιθριδάτης,proper,sunebou/leuon,συμβουλεύω,verb,w(s,ὡς,conjunction,i(era=s,ἱερεύς,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,a)popleu=sai,ἀποπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐλπίς,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ou),οὐ,adverb,peisqei\s,πείθω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,*di/ndumon,,,o)/ros,u(perkei/menon,ὑπέρκειμαι,verb,a)nh/|ei,kai\,καί,conjunction,xw=ma,χῶμα,noun,a)p',ἀπό,preposition,au)tou=,αὐτός,pronoun,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)/xou,ἔχω,verb,pu/rgous,πύργος,noun,te,τε,particle,e)fi/sth,ἐφίστημι,verb,kai\,καί,conjunction,u(pono/mois,ὑπόνομος,adjective,to\,ὁ,article,tei=xos,τεῖχος,noun,a)nekrh/mnh,ἀνακρήμνημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄρος,adjective,ἄνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,i(/ppous,ἵππος,noun,a)xrei/ous,ἀχρεῖος,adjective,oi(,ὁ,article,to/te,τότε,adverb,o)/ntas,εἰμί,verb,kai\,a)sqenei=s,ἀσθενής,adjective,di',a)trofi/an,ἀτροφία,noun,kai\,καί,conjunction,xwleu/ontas,χωλεύω,verb,e)c,ἐκ,preposition,u(potribh=s,ὑποτριβή,noun,e)s,εἰς,preposition,*biquni/an,Βιθυνίη,proper,perie/pempen,περιέπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,o(,ὁ,article,*leu/kollos,,,perw=si,περάω,verb,to\n,ὁ,article,*(ru/ndakon,,,e)pipesw\n,ἐπιπίπτω,verb,e)/kteine,pollou/s,πολύς,adjective,kai\,ai)xmalw/tous,αἰχμάλωτος,adjective,e)/laben,λάπτω,verb,a)/ndras,ἀνήρ,noun,me\n,μέν,particle,e)s,εἰς,preposition,muri/ous,μυρίος,adjective,kai\,καί,conjunction,pentakisxili/ous,πεντακισχίλιοι,adjective,i(/ppous,ἵππος,noun,d',δέ,particle,e)s,εἰς,preposition,e(cakisxili/ous,ἑξακισχίλιοι,adjective,kai\,καί,conjunction,skeuofo/ra,σκευοφόρος,adjective,polla/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκτείνω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/de,ὅδε,pronoun,me\n,μέν,particle,h)=n,εἰμί,verb,peri\,περί,preposition,*ku/zikon,Κύζικος,proper,tw=|,ὁ,article,d',au)tw=|,αὐτός,pronoun,xro/nw|,*frugi/an,Φρύγιος,proper,*eu)/maxos,Εὔμαχος,proper,*miqrida/tou,Μιθριδάτης,proper,strathgo\s,στρατηγός,noun,e)pitre/xwn,ἐπιτρέχω,verb,e)/kteine,ἐκτείνω,verb,*(rwmai/wn,,,pollou\s,πολύς,adjective,meta\,μετά,preposition,pai/dwn,παῖς,adjective,kai\,καί,conjunction,gunaikw=n,γυνή,noun,*pisi/das,Πίσιδος,proper,te,τε,particle,kai\,καί,conjunction,*)isau/rous,,,u(ph/geto,ὑπάγω,verb,kai\,καί,conjunction,*kiliki/an,Κίλιξ,proper,me/xri,μέχρι,preposition,tw=n,ὁ,article,tis,τις,pronoun,*galatikw=n,Γαλατικός,adjective,tetrarxw=n,τετράρχης,noun,*dhio/taros,Δηϊόταρος,proper,e)pipola/zonta,ἐπιπολάζω,verb,au)to\n,αὐτός,pronoun,sunedi/wce,συνδιώκω,verb,kai\,καί,conjunction,pollou\s,πολύς,adjective,die/fqeiren,διαφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,peri\,περί,preposition,me\n,μέν,particle,*frugi/an,Φρύγιος,proper,toia/de,τοιόσδε,adjective,e)gi/gneto,γίγνομαι,verb,*miqrida/tou,Μιθριδάτης,proper,de\,xeimw\n,χειμών,noun,e)pigeno/menos,a)fh/|rhto,ἀφαιρέω,verb,kai\,καί,conjunction,th\n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,qala/tths,θάλασσα,noun,a)gora/n,ἀγορά,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,h)=n,εἰμί,verb,w(/ste,ὥστε,conjunction,pa/mpan,πάμπαν,adverb,o(,ὁ,article,strato\s,στρατός,noun,e)li/mwtte,λιμώσσω,verb,kai\,καί,conjunction,polloi\,πολύς,adjective,me\n,μέν,particle,a)pe/qnhskon,ἀποθνήσκω,verb,ei)si\,εἰμί,verb,d',δέ,particle,oi(\,ἕ,pronoun,kai\,καί,conjunction,spla/gxnwn,σπλάγχνον,noun,e)geu/onto,γεύω,verb,barbarikw=s,βαρβαρικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,ἐπιγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/lloi,ἄλλος,adjective,pohfagou=ntes,ποηφαγέω,verb,e)no/soun,νοσέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,nekra\,νεκρός,noun,sfw=n,σφεῖς,pronoun,a)gxou=,ἀγχοῦ,adverb,a)/tafa,ἄταφος,adjective,r(iptou/mena,ῥίπτω,verb,loimo\n,e)ph=gen,ἐπάγω,verb,e)pi\,tw=|,ὁ,article,limw=|,λιμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λοιμός,noun,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,
diekarte/rei,διακαρτερέω,verb,d',δέ,particle,o(/mws,ὅμως,conjunction,o(,ὁ,article,*miqrida/ths,Μιθριδάτης,proper,e)lpi/zwn,ἐλπίζω,verb,e)/ti,ἔτι,adverb,th\n,*ku/zikon,Κύζικος,proper,ai(rh/sein,toi=s,ὁ,article,xw/masi,χῶμα,noun,toi=s,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,*dindu/mou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,kai\,καί,conjunction,tau=q',οὗτος,pronoun,u(pesu/ronto,ὑποσύρω,verb,oi(,ὁ,article,*kuzikhnoi/,Κύζικος,proper,kai\,ta\s,ὁ,article,e)p',au)tw=n,αὐτός,pronoun,mhxana\s,μηχανή,noun,e)pi/mprasan,πίμπρημι,verb,kai\,καί,conjunction,ai)sqh/sei,αἴσθησις,noun,tou=,ὁ,article,limou=,λιμός,noun,polla/kis,πολλάκις,adverb,e)pekqe/ontes,ἐπεκθέω,verb,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,a)sqenesta/tois,ἀσθενής,adjective,gegono/sin,γίγνομαι,verb,e)peti/qento,ἐπιτίθημι,verb,drasmo\n,δρασμός,noun,o(,ὁ,article,*miqrida/ths,Μιθριδάτης,proper,e)bou/leue,βουλεύω,verb,kai\,καί,conjunction,e)/feuge,φεύγω,verb,nukto\s,νύξ,adjective,au)to\s,αὐτός,pronoun,me\n,μέν,particle,e)pi\,ἐπί,preposition,tw=n,ὁ,article,new=n,ναός,noun,e)s,εἰς,preposition,*pa/rion,Πάριος,proper,o(,ὁ,article,de\,δέ,particle,strato\s,στρατός,noun,au)tou=,αὐτός,pronoun,kata\,κατά,preposition,gh=n,γῆ,noun,e)s,εἰς,preposition,*la/myakon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐπί,preposition,Λάμψακος,proper,,,,,,,,,,,,,,,,,,,,,,,
perw=ntas,περάω,verb,d',δέ,particle,au)tou\s,αὐτός,pronoun,to\n,ὁ,article,*ai)/shpon,Αἴσηπος,proper,o(/,ὅς,pronoun,te,τε,particle,potamo\s,to/te,τότε,adverb,ma/lista,a)rqei\s,ἀραρίσκω,verb,me/gas,μέγας,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=|,ὁ,article,potamw=|,ποταμός,noun,*leu/kollos,,,e)pidramw\n,ἐπιτρέχω,verb,e)/fqeiren,φθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποταμός,noun,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,
