word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
ti/nos,τίς,pronoun,la/bwmai,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,w(s,ὡς,conjunction,couqo/pteros,ξουθόπτερος,adjective,me/lissa,μέλισσα,noun,sunene/gkaim',συμφέρω,verb,a)\n,ἄν,particle,e)k,ἐκ,preposition,pa/ntwn,πᾶς,adjective,go/ous,γόος,noun,e)s,εἰς,preposition,e(\n,εἷς,adjective,d',δέ,particle,e)negkou=s',φέρω,verb,a)qro/on,ἀθρόος,adjective,a)podoi/hn,ἀποδέω,verb,da/kru,δάκρυον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltat',φίλτατος,adjective,ei)/,εἰ,conjunction,tis,τις,pronoun,fqo/ggos,φθόγγος,noun,ei)sakou/etai,εἰσακούω,verb,qnhtw=n,θνητός,adjective,par',παρά,preposition,*(/aidh|,Ἅιδης,proper,soi\,σύ,pronoun,ta/d',ὅδε,pronoun,*(hra/kleis,Ἡρακλέης,proper,le/gw,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qnh/|skei,θνήσκω,verb,path\r,πατήρ,noun,so\s,σός,adjective,kai\,καί,conjunction,te/kn',τέκνον,noun,o)/llumai,ὄλλυμι,verb,d',δέ,particle,e)gw/,ἐγώ,pronoun,h(\,ὅς,pronoun,pri\n,πρίν,adverb,makari/a,μακάριος,adjective,dia\,διά,preposition,s',σύ,pronoun,e)klh|zo/mhn,,,brotoi=s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rhcon,ἀρήγω,verb,e)lqe/,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,skia\,σκιά,noun,fa/nhqi/,φαίνω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/lis,ἅλις,adverb,ga\r,γάρ,particle,e)lqw\n,ἔρχομαι,verb,ka)\n,κἀν,conjunction,o)/nar,ὄναρ,noun,ge/noio,γίγνομαι,verb,su/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakoi\,κακός,adjective,ga/r,γάρ,particle,ei)sin,εἰμί,verb,oi(\,ἕ,pronoun,te/kna,τέκνον,noun,ktei/nousi,κτείνω,verb,sa/,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me\n,μέν,particle,ta\,ὁ,article,ne/rqen,ἔνερθε,preposition,eu)treph=,εὐτρεπής,adverb,poiou=,ποιέω,verb,gu/nai,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,se/,σύ,pronoun,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,xei=r',χείρ,noun,e)s,εἰς,preposition,ou)rano\n,οὐρανός,noun,dikw\n,δικεῖν,verb,au)dw=,αὐδάομαι,verb,te/knoisin,τέκνον,noun,ei)/,εἰ,conjunction,ti,τις,pronoun,toisi/d',ὅδε,pronoun,w)felei=n,ὠφελέω,verb,me/lleis,μέλλω,verb,a)mu/nein,ἀμύνω,verb,w(s,ὡς,conjunction,ta/x',τάχα,adjective,ou)de\n,οὐδείς,pronoun,a)rke/seis,ἀρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ke/klhsai,καλέω,verb,polla/kis,πολλάκις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/thn,μάτην,adverb,ponw=,πονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qanei=n,θνήσκω,verb,ga/r,γάρ,particle,w(s,ὡς,conjunction,e)/oik',ἔοικα,verb,a)nagkai/ws,ἀναγκαῖος,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,ge/rontes,γέρων,noun,mikra\,μικρός,adjective,me\n,μέν,particle,ta\,τίς,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,tou=ton,οὗτος,pronoun,d',δέ,particle,o(/pws,ὅπως,conjunction,h(/dista,ἡδύς,adjective,diapera/sete,,,e)c,ἐκ,preposition,h(me/ras,ἡμέρα,noun,e)s,εἰς,preposition,nu/kta,νύξ,adjective,mh\,μή,conjunction,lupou/menoi,λυπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)lpi/das,ἐλπίς,noun,me\n,μέν,particle,o(,ὁ,article,xro/nos,χρόνος,noun,ou)k,οὐ,adverb,e)pi/statai,ἐφίστημι,verb,sw/|zein,σώζω,verb,to\,ὁ,article,d',δέ,particle,au(tou=,ἑαυτοῦ,pronoun,spouda/sas,σπουδάζω,verb,die/ptato,διαπέταμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=t',ὁράω,verb,e)/m',ἐγώ,pronoun,o(/sper,ὅς,pronoun,h)=,ἦ,adverb,peri/bleptos,περίβλεπτος,adjective,brotoi=s,βροτός,noun,o)nomasta\,ὀνομαστός,adjective,pra/sswn,πράσσω,verb,kai/,καί,conjunction,m',ἐγώ,pronoun,a)fei/leq',ἀφαιρέω,verb,h(,ὁ,article,tu/xh,τύχη,noun,w(/sper,ὥσπερ,adverb,ptero\n,πτερόν,noun,pro\s,πρός,preposition,ai)qe/r',αἰθήρ,noun,h(me/ra|,ἡμέρα,noun,mia=|,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,o)/lbos,ὄλβος,noun,o(,ὁ,article,me/gas,μέγας,adverb,h(/,ὅς,pronoun,te,τε,particle,do/c',δοκέω,verb,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/tw|,ὅστις,pronoun,be/baio/s,βέβαιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ndra,ἀνήρ,noun,ga\r,γάρ,particle,fi/lon,φίλος,adjective,panu/staton,πανύστατον,adverb,nu=n,νῦν,adverb,h(/likes,ἧλιξ,noun,dedo/rkate,δέρκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pre/sbu,πρέσβυς,noun,leu/ssw,λεύσσω,verb,ta)ma\,ἁμός,adjective,fi/ltat',φίλτατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ti/,τίς,pronoun,fw=,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=da,οἶδα,verb,qu/gater,θυγάτηρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fasi/a,ἀφασία,noun,de\,δέ,particle,ka)/m',ἐγώ,pronoun,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/d',ὅδε,pronoun,e)sti\n,εἰμί,verb,o(\n,ὅς,pronoun,gh=s,γῆ,noun,ne/rqen,ἔνερθε,preposition,ei)shkou/omen,εἰσακούω,verb,ei),εἰ,conjunction,mh/,μή,conjunction,g',γε,particle,o)/neiron,ὄνειρος,noun,e)n,ἐν,preposition,fa/ei,φάος,adjective,ti,τις,pronoun,leu/ssomen,λεύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fhmi/,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=',πόα,noun,o)/neira,ὄνειρος,noun,khrai/nous',κηραίνω,verb,o(rw=,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/sq',ἔσθω,verb,o(/d',ὅδε,pronoun,a)/llos,ἄλλος,adjective,a)nti\,ἀντί,preposition,sou=,σύ,pronoun,paido/s,παῖς,adjective,ge/ron,γέρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu=r',δεῦρο,adverb,w)=,ὦ,interjection,te/kn',τέκνον,noun,e)kkri/mnasqe,ἐκκρεμάννυμι,verb,patrw/|wn,πατρῷος,adjective,pe/plwn,πέπλος,noun,i)/t',εἶμι,verb,e)gkonei=te,ἐγκονέω,verb,mh\,μή,conjunction,meqh=t',μέθημαι,verb,e)pei\,ἐπεί,conjunction,*dio\s,Ζεύς,proper,swth=ros,σωτήρ,noun,u(mi=n,σύ,pronoun,ou)de/n,οὐδείς,pronoun,e)sq',εἰμί,verb,o(/d',ὅδε,pronoun,u(/steros,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,xai=re,χαίρω,verb,me/laqron,μέλαθρον,noun,pro/pula/,πρόπυλον,noun,q',τε,particle,e(sti/as,ἑστία,noun,e)mh=s,ἐμός,adjective,w(s,ὡς,conjunction,a)/smeno/s,ἄσμενος,adjective,s',σύ,pronoun,e)sei=don,εἰσεῖδον,verb,e)s,εἰς,preposition,fa/os,φάος,adjective,molw/n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,xrh=ma,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/kn',τέκνον,noun,o(rw=,ὁράω,verb,pro\,πρό,preposition,dwma/twn,δῶμα,noun,stolmoi=si,στολμός,noun,nekrw=n,νεκρός,noun,kra=tas,κράς,verb,e)cestemme/na,ἐκστέφω,verb,o)/xlw|,ὄχλος,noun,t',τε,particle,e)n,ἐν,preposition,a)ndrw=n,ἀνήρ,noun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,cuna/oron,συνάορος,adjective,pate/ra,πατήρ,noun,te,τε,particle,dakru/onta,δακρύω,verb,sumfora\s,συμφορά,noun,ti/nas,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/r',φέρω,verb,e)kpu/qwmai,ἐκπυνθάνομαι,verb,tw=nde,ὅδε,pronoun,plhsi/on,πλησίος,adjective,staqei/s,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gu/nai,γυνή,noun,ti/,τίς,pronoun,kaino\n,καινός,adjective,h)=lqe,ἔρχομαι,verb,dw/masin,δῶμα,noun,xre/os,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/ltat',φίλτατος,adjective,a)ndrw=n,ἀνήρ,noun,w)=,ὦ,interjection,fa/os,φάος,adjective,molw\n,βλώσκω,verb,patri/,πατήρ,noun,h(/keis,ἥκω,verb,e)sw/qhs,εἰσωθέω,verb,ei)s,εἰς,preposition,a)kmh\n,ἀκμή,noun,e)lqw\n,ἔρχομαι,verb,fi/lois,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,e)s,εἰς,preposition,taragmo\n,ταραγμός,noun,h(/komen,ἥκω,verb,pa/ter,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de/,δέ,particle,ge/ron,γέρων,noun,su/ggnwqi/,συγγιγνώσκω,verb,moi,ἐγώ,pronoun,ei),εἰ,conjunction,pro/sqen,πρόσθεν,adverb,h(/rpas',ἁρπάζω,verb,a(\,ὅς,pronoun,se\,σύ,pronoun,le/gein,λέγω,verb,pro\s,πρός,preposition,to/nd',ὅδε,pronoun,e)xrh=n,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,qh=lu,θῆλυς,adjective,ga/r,γάρ,particle,pws,πως,particle,ma=llon,μᾶλλον,adverb,oi)ktro\n,οἰκτρός,adjective,a)rse/nwn,ἄρσην,noun,kai\,καί,conjunction,ta)/m',ἁμός,adjective,e)/qnh|ske,θνήσκω,verb,te/kn',τέκνον,noun,a)pwllu/mhn,ἀπόλλυμι,verb,d',δέ,particle,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/apollon,Ἀπόλλων,proper,oi(/ois,οἷος,adjective,froimi/ois,φροίμιον,noun,a)/rxh|,ἄρχω,verb,lo/gou,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teqna=s',θνήσκω,verb,a)delfoi\,ἀδελφός,adjective,kai\,καί,conjunction,path\r,πατήρ,noun,ou(mo\s,ἐμός,adjective,ge/rwn,γέρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,fh/|s,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dra/sas,δράω,verb,h)\,ἠέ,conjunction,doro\s,δόρυ,noun,poi/ou,ποῖος,adjective,tuxw/n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lu/kos,Λύκος,proper,sf',σφεῖς,pronoun,o(,ὁ,article,kaino\s,καινός,adjective,gh=s,γῆ,noun,a)/nac,ἄναξ,noun,diw/lesen,διόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
