word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
mh\,μή,conjunction,ga\r,γάρ,particle,e)gxa/nh|,ἐγχάσκω,verb,pote\,ποτός,adjective,mhde/,μηδέ,particle,per,πέρ,particle,ge/rontas,γέρων,noun,o)/ntas,εἰμί,verb,e)kfugw\n,ἐκφεύγω,verb,*)axarne/as,Ἀχαρνεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,w)=,ὦ,interjection,*zeu=,Ζεύς,proper,pa/ter,πατήρ,noun,kai\,καί,conjunction,qeoi\,θεός,noun,toi=sin,τίς,pronoun,e)xqroi=sin,ἐχθρός,adjective,e)spei/sato,σπένδω,verb,oi(=si,ὅς,pronoun,par',παρά,preposition,e)mou=,ἐγώ,pronoun,po/lemos,πόλεμος,noun,e)xqodopo\s,ἐχθοδοπός,adjective,au)/cetai,αὐξάνω,verb,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,xwri/wn,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kou)k,οὐ,adverb,a)nh/sw,ἄνηθον,noun,pri\n,πρίν,adverb,a)\n,ἄν,particle,sxoi=nos,σχοῖνος,noun,au)toi=sin,αὐτός,pronoun,a)ntempagw=,ἀντεμπήγνυμαι,verb,o)cu\s,ὀξύς,adjective,o)dunhro\s,ὀδυνηρός,adjective,e)pi/kwpos,ἐπίκωπος,adjective,i(/na,ἵνα,conjunction,mh/pote,μήποτε,adverb,patw=sin,πατέω,verb,e)/ti,ἔτι,adverb,ta\s,ὁ,article,e)ma\s,ἐμός,adjective,a)mpe/lous,ἄμπελος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,dei=,δέομαι,verb,zhtei=n,ζητέω,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,ble/pein,βλέπω,verb,ballhna/de,,,kai\,καί,conjunction,diw/kein,διώκω,verb,gh=n,γῆ,noun,pro\,πρό,preposition,gh=s,γῆ,noun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,eu(reqh=|,εὑρίσκω,verb,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,ba/llwn,βάλλω,verb,e)kei=non,ἐκεῖνος,pronoun,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)mplh/|mhn,ἐμπίπλημι,verb,li/qois,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)fhmei=te,εὐφημέω,verb,eu)fhmei=te,εὐφημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si=ga,σῖγα,adverb,pa=s,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)kou/sat',ἀκούω,verb,a)/ndres,ἀνήρ,noun,a)=ra,ἆρα,particle,th=s,ὁ,article,eu)fhmi/as,εὐφημία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,au)to/s,αὐτός,pronoun,e)stin,εἰμί,verb,o(\n,ὅς,pronoun,zhtou=men,ζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,deu=ro,δεῦρο,adverb,pa=s,πᾶς,adjective,e)kpodw/n,ἐκποδών,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qu/swn,θύω,verb,ga\r,γάρ,particle,a(nh\r,ἀνήρ,noun,w(s,ὡς,conjunction,e)/oik',ἔοικα,verb,e)ce/rxetai,ἐξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)fhmei=te,εὐφημέω,verb,eu)fhmei=te,εὐφημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proi/+tw,πρόειμι,verb,s',σύ,pronoun,to\,ὁ,article,pro/sqen,πρόσθεν,adverb,o)li/gon,ὀλίγος,adjective,h(,ὁ,article,kanhfo/ros,κανηφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*canqi/as,Ξανθίας,proper,to\n,ὁ,article,fallo\n,φαλλός,noun,o)rqo\n,ὀρθός,adjective,sthsa/tw,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata/qou,κατατίθημι,verb,to\,ὁ,article,kanou=n,καίνω,verb,w)=,ὦ,interjection,qu/gater,θυγάτηρ,adjective,i(/n',ἵνα,conjunction,a)parcw/meqa,ἀπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,mh=ter,μήτηρ,noun,a)na/dos,ἀναδίδωμι,verb,deu=ro,δεῦρο,adverb,th\n,ὁ,article,e)tnh/rusin,ἐτνήρυσις,noun,i(/n',ἵνα,conjunction,e)/tnos,ἔτνος,noun,kataxe/w,καταχέω,verb,tou)lath=ros,ἐλατήρ,noun,toutoui/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,kalo/n,καλός,noun,g',γε,particle,e)/st',εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*dio/nuse,Διόνυσος,proper,de/spota,δεσπότης,adjective,kexarisme/nws,κεχαρισμένως,adjective,soi,σύ,pronoun,th/nde,ὅδε,pronoun,th\n,ὁ,article,pomph\n,πομπή,noun,e)me\,ἐγώ,pronoun,pe/myanta,πέμπω,verb,kai\,καί,conjunction,qu/santa,θύω,verb,meta\,μετά,preposition,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,a)gagei=n,ἄγω,verb,tuxhrw=s,τυχηρός,adjective,ta\,ὁ,article,kat',κατά,preposition,a)grou\s,ἀγρός,noun,*dionu/sia,Διονύσια,proper,stratia=s,στρατία,noun,a)pallaxqe/nta,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,sponda\s,σπονδή,noun,de/,δέ,particle,moi,ἐγώ,pronoun,kalw=s,καλός,noun,cunenegkei=n,συμφέρω,verb,ta\s,ὁ,article,triakontou/tidas,τριακονταετής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/g',ἄγε,adverb,w)=,ὦ,interjection,qu/gater,θυγάτηρ,adjective,o(/pws,ὅπως,conjunction,to\,ὁ,article,kanou=n,καίνω,verb,kalh\,καλός,noun,kalw=s,καλός,noun,oi)/seis,φέρω,verb,ble/pousa,βλέπω,verb,qumbrofa/gon,θυμβροφάγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,maka/rios,μακάριος,adjective,o(/stis,ὅστις,pronoun,s',σύ,pronoun,o)pu/sei,ὀπυίω,verb,ka)kpoih/setai,ἐκποιέω,verb,gala=s,γαλέη,noun,sou=,σύ,pronoun,mhde\n,μηδείς,pronoun,h(/ttous,ἥσσων,adverb,bdei=n,βδέω,verb,e)peida\n,ἐπειδάν,conjunction,o)/rqros,ὄρθρος,noun,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/baine,προβαίνω,verb,ka)n,ἐν,preposition,tw)/xlw|,ὄχλος,noun,fula/ttesqai,φυλάσσω,verb,sfo/dra,σφόδρα,adverb,mh/,μή,conjunction,tis,τις,pronoun,laqw/n,λανθάνω,verb,sou,σύ,pronoun,peritra/gh|,περιτρώγω,verb,ta\,ὁ,article,xrusi/a,χρυσίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*canqi/a,Ξανθίας,proper,sfw=|n,σφεῖς,pronoun,d',δέ,particle,e)sti\n,εἰμί,verb,o)rqo\s,ὀρθός,adjective,e(kte/os,ἑκτεύς,noun,o(,ὁ,article,fallo\s,φαλλός,noun,e)co/pisqe,ἐξόπισθε,adverb,th=s,ὁ,article,kanhfo/rou,κανήφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)kolouqw=n,ἀκολουθέω,verb,a)/|somai,ἀείδω,verb,to\,ὁ,article,falliko/n,φαλλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w)=,ὦ,interjection,gu/nai,γυνή,noun,qew=,θεός,noun,m',ἐγώ,pronoun,a)po\,ἀπό,preposition,tou=,ὁ,article,te/gous,τέγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*falh=s,Φαλής,proper,e(tai=re,ἑταῖρος,noun,*bakxi/ou,Βακχιόω,verb,cu/gkwme,σύγκωμος,noun,nuktoperipla/nhte,νυκτοπεριπλάνητος,adjective,moixe\,μοιχός,noun,paiderasta/,παιδεραστής,noun,e(/ktw|,ἕκτος,adjective,s',σύ,pronoun,e)/tei,ἔτος,noun,prosei=pon,προσεῖπον,verb,e)s,εἰς,preposition,to\n,ὁ,article,dh=mon,δῆμος,noun,e)lqw\n,ἔρχομαι,verb,a)/smenos,ἄσμενος,adjective,sponda\s,σπονδή,noun,poihsa/menos,ποιέω,verb,e)mautw=|,ἐμαυτοῦ,pronoun,pragma/twn,πρᾶγμα,noun,te,τε,particle,kai\,καί,conjunction,maxw=n,μαχάω,verb,kai\,καί,conjunction,*lama/xwn,Λάμαχος,proper,a)pallagei/s,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=|,πολύς,adjective,ga/r,γάρ,particle,e)sq',εἰμί,verb,h(/dion,ἡδύς,adjective,w)=,ὦ,interjection,*falh=s,Φαλής,proper,*falh=s,Φαλής,proper,kle/ptousan,κλέπτω,verb,eu(ro/nq',εὑρίσκω,verb,w(rikh\n,ὡρικός,adjective,u(lhfo/ron,ὑληφόρος,adjective,th\n,ὁ,article,*strumodw/rou,Στρυμόδωρος,proper,*qra=|ttan,Θρᾷσσα,proper,e)k,ἐκ,preposition,tou=,ὁ,article,*felle/ws,φελλεύς,noun,me/shn,μέσος,adjective,labo/nt',λαμβάνω,verb,a)/ranta,αἴρω,verb,katabalo/nta,καταβάλλω,verb,katagigarti/s',,,w)=,ὦ,interjection,*falh=s,Φαλής,proper,*falh=s,Φαλής,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,meq',μετά,preposition,h(mw=n,ἐγώ,pronoun,cumpi/h|s,συμπίνω,verb,e)k,ἐκ,preposition,kraipa/lhs,κραιπαλάω,verb,e(/wqen,ἕωθεν,adverb,ei)rh/nhs,εἰρήνη,noun,r(ofh/sei,ῥοφάω,verb,tru/blion,τρύβλιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,d',δέ,particle,a)spi\s,ἀσπίς,noun,e)n,ἐν,preposition,tw=|,ὁ,article,feya/lw|,φέψαλος,adjective,kremh/setai,κρεμάννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,au)to/s,αὐτός,pronoun,e)stin,εἰμί,verb,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/lle,βάλλω,verb,ba/lle,βάλλω,verb,ba/lle,βάλλω,verb,ba/lle,βάλλω,verb,pai=e,παίω,verb,pai=e,παίω,verb,to\n,ὁ,article,miaro/n,μιαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,balei=s,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,balei=s,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hra/kleis,Ἡρακλέης,proper,touti\,οὗτος,pronoun,ti/,τίς,pronoun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,xu/tran,χύτρα,noun,suntri/yete,συντρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,kataleu/somen,καταλεύω,verb,w)=,ὦ,interjection,miara\,μιαρός,adjective,kefalh/,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,poi/as,ποῖος,adjective,ai)ti/as,αἰτία,noun,w)=xarne/wn,,,gerai/tatoi,γεραιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=t',οὗτος,pronoun,e)rwta=|s,ἐρωτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nai/sxuntos,ἀναίσχυντος,adjective,ei)=,εἶμι,verb,kai\,καί,conjunction,bdeluro\s,βδελυρός,adjective,w)=,ὦ,interjection,prodo/ta,προδότης,noun,th=s,ὁ,article,patri/dos,πατρίς,adjective,o(/stis,ὅστις,pronoun,h(mw=n,ἐγώ,pronoun,mo/nos,μόνος,adjective,speisa/menos,σπένδω,verb,ei)=ta,εἶτα,adverb,du/nasai,δύναμαι,verb,pro\s,πρός,preposition,e)/m',ἐγώ,pronoun,a)poble/pein,ἀποβλέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,d',δέ,particle,w(=n,ὅς,pronoun,e)speisa/mhn,σπένδω,verb,ou)k,οὐ,adverb,i)/ste,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma)lla',,,a)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sou=,σύ,pronoun,g',γε,particle,a)kou/swmen,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata/,κατά,preposition,se,σύ,pronoun,xw/somen,χόω,verb,toi=s,ὁ,article,li/qois,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
