word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
ou)/koun,οὔκουν,adverb,ou)de\,οὐδέ,particle,o)/felos,ὄφελος,noun,h)=n,εἰμί,verb,polu\,πολύς,adjective,toi=s,ὁ,article,*)axaioi=s,Ἀχαιός,proper,tou=,ὁ,article,mhxanh/matos,μηχάνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,h(ttw=nto,ἡσσάομαι,verb,tw=n,ὁ,article,*trw/wn,Τρώς,proper,to\,ὁ,article,tei=xos,τεῖχος,noun,e)pitele/santes,ἐπιτελέω,verb,kai\,καί,conjunction,ma/la,μάλα,adverb,ei)ko/tws,ἐοικότως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,me\n,μέν,particle,ga\r,γάρ,particle,au)toi\,αὐτός,pronoun,tw=n,ὁ,article,new=n,ναός,noun,w)/|onto,οἴομαι,verb,probeblh=sqai,προβάλλω,verb,kaqa/per,καθά,adverb,e)/ruma,ἔρυμα,noun,gennai=on,γενναῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,h)/|sqonto,αἰσθάνομαι,verb,sfw=n,σφεῖς,pronoun,prokei/menon,πρόκειμαι,verb,kai\,καί,conjunction,a)poikodomou/menon,ἀποικοδομέω,verb,tei=xos,τεῖχος,noun,ta/frw|,τάφρος,noun,baqei/a|,βαθύς,adjective,kai\,καί,conjunction,passa/lois,πάσσαλος,noun,o)ce/si,ὀξύς,adjective,dihlou/menon,διηλόω,verb,katerra|qu/moun,καταρραθυμέω,verb,kai\,καί,conjunction,u(fi/ento,ὑφίημι,verb,th=s,ὁ,article,a)lkh=s,ἀλκή,noun,tw=|,ὁ,article,teixi/smati,τείχισμα,noun,pepoiqo/tes,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll),ἀλλά,adverb,ou),οὐ,adverb,ga\r,γάρ,particle,ei)/,εἰ,conjunction,tis,τις,pronoun,e)kei/nois,ἐκεῖνος,pronoun,me/mfoito,μέμφομαι,verb,kai\,καί,conjunction,e)pideiknu/oi,ἐπιδείκνυμι,verb,diamarta/nontas,διαμαρτάνω,verb,ou(=to/s,οὗτος,pronoun,e)sti,εἰμί,verb,basile/ws,βασιλεύς,noun,a)cio/xrews,ἀξιόχρεως,adjective,e)paine/ths,ἐπαινέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,de\,δέ,particle,oi)=mai,οἴομαι,verb,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,a)ci/ws,ἄξιος,adjective,mnhsqei/h,μιμνήσκω,verb,ou),οὐ,adverb,ma/thn,μάτην,adverb,ou)de\,οὐδέ,particle,au)toma/tws,αὐτόματος,adjective,ou)de\,οὐδέ,particle,a)lo/gw|,ἄλογος,adjective,fora=|,φορά,noun,genome/nwn,γίγνομαι,verb,probouleuqe/ntwn,προβουλεύω,verb,de\,δέ,particle,o)rqw=s,ὀρθός,adjective,kai\,καί,conjunction,dioikhqe/ntwn,διοικέω,verb,ou(=tos,οὗτος,pronoun,a)rkou/ntws,ἀρκεόντως,adverb,e)painei=,ἐπαινέω,verb,th\n,ὁ,article,basile/ws,βασιλεύς,noun,a)gxi/noian,ἀγχίνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,ὁ,article,de\,δέ,particle,e)f),ἐπί,preposition,e(ka/sth|,ἕκαστος,adjective,suno/dw|,σύνοδος,noun,ta\s,ὁ,article,dhmhgori/as,δημηγορία,noun,e)kle/gein,ἐκλέγω,verb,ta\s,ὁ,article,e)s,εἰς,preposition,ta\,ὁ,article,strato/peda,στρατόπεδον,noun,kai\,καί,conjunction,dh/mous,δῆμος,noun,kai\,καί,conjunction,bouleuth/ria,βουλευτήριον,noun,makrote/ras,μακρός,adjective,dei=tai,δέομαι,verb,th=s,ὁ,article,cuggrafh=s,συγγραφεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(no\s,εἷς,adjective,de\,δέ,particle,i)/sws,ἴσως,adverb,e)pakou/ein,ἐπακούω,verb,ou),οὐ,adverb,xalepo/n,χαλεπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,pa/lin,πάλιν,adverb,e)nnoh/sate,ἐννοέω,verb,to\n,ὁ,article,*lae/rtou,Λαέρτης,proper,o(po/te,ὁπότε,adverb,w(rmhme/nous,ὁρμάω,verb,e)kplei=n,ἐκπλέω,verb,tou\s,ὁ,article,*(/ellhnas,Ἕλλην,proper,e)pe/xei,ἐπιχέω,verb,th=s,ὁ,article,o(rmh=s,ὁρμή,noun,kai\,καί,conjunction,e)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,metati/qhsi,μετατίθημι,verb,th\n,ὁ,article,proqumi/an,προθυμία,noun,kai\,καί,conjunction,basile/ws,βασιλεύς,noun,to\n,ὁ,article,e)n,ἐν,preposition,*)illurioi=s,Ἰλλυριός,proper,cu/llogon,i(/na,ἵνα,conjunction,dh\,δή,particle,presbu/ths,πρεσβύτης,noun,a)nh\r,ἀνήρ,noun,u(po\,ὑπό,preposition,meiraki/wn,μειράκιον,noun,paidika\,παιδικός,adjective,fronei=n,φρονέω,verb,a)napeiqo/menos,ἀναπείθω,verb,o(mologiw=n,ὁμολογία,noun,e)pelanqa/neto,ἐπιλανθάνομαι,verb,kai\,καί,conjunction,pi/stewn,πίστις,noun,kai\,καί,conjunction,tw=|,ὁ,article,me\n,μέν,particle,swth=ri,σωτήρ,noun,σύλλογος,noun,kai\,καί,conjunction,eu)erge/th|,εὐεργέτης,noun,dusmenh\s,δυσμενής,adverb,h)=n,εἰμί,verb,sponda\s,σπονδή,noun,de\,δέ,particle,e)poiei=to,ποιέω,verb,pro\s,πρός,preposition,o(\n,ὅς,pronoun,h)=n,εἰμί,verb,a)/spondos,ἄσπονδος,adjective,kai\,καί,conjunction,a)kh/ruktos,ἀκήρυκτος,adjective,basilei=,βασιλεύς,noun,po/lemos,πόλεμος,noun,strato/n,στρατός,noun,te,τε,particle,h)/geire,ἀγείρω,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,toi=s,ὁ,article,o(ri/ois,ὅριον,noun,a)ph/nta,ἀπαντάω,verb,th=s,ὁ,article,xw/ras,χώρα,noun,kwlu=sai,κωλύω,verb,tou=,ὁ,article,pro/sw,πρόσω,adverb,xwrei=n,χωρέω,verb,e)piqumw=n,ἐπιθυμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,e)s,εἰς,preposition,tau)to\n,ταυτός,adjective,h)=lqon,ἔρχομαι,verb,a)mfote/rw,ἀμφότερος,adjective,tw\,ὁ,article,strateu/mate,στράτευμα,adjective,kai\,καί,conjunction,e)xrh=n,χρή,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,o(plitw=n,ὁπλίτης,noun,poiei=sqai,ποιέω,verb,th\n,ὁ,article,e)kklhsi/an,ἐκκλησία,noun,bh=ma/,βῆμα,noun,te,τε,particle,u(yhlo\n,ὑψηλός,adjective,h)/|reto,αἴρω,verb,kai\,καί,conjunction,au)to\,αὐτός,pronoun,perie/sxen,περιέχω,verb,o(plitw=n,ὁπλίτης,noun,dh=mos,δῆμος,noun,kai\,καί,conjunction,a)kontistw=n,kai\,καί,conjunction,tocotw=n,τοξότης,noun,i(ppei=s,ἱππεύς,noun,te,τε,particle,e)nskeuasa/menoi,ἐνσκευάζω,verb,tou\s,ὁ,article,i(/ppous,ἵππος,noun,kai\,καί,conjunction,ta\,ὁ,article,shmei=a,σημεῖον,noun,tw=n,ὁ,article,ta/cewn,τάξις,noun,,,,,,,,,,,,,,,,ἀκοντιστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh/|ei,ἄνειμι,verb,te,τε,particle,e)p),ἐπί,preposition,au)to\,αὐτός,pronoun,basileu\s,βασιλεύς,noun,meta\,μετά,preposition,tou=,ὁ,article,te/ws,τέως,adverb,cuna/rxontos,συνάρχω,verb,ou)/te,οὔτε,adverb,ai)xmh\n,αἰχμή,noun,fe/rwn,φέρω,verb,ou)/te,οὔτε,adverb,a)spi/da,ἀσπίς,noun,kai\,καί,conjunction,kra/nos,κράνος,adjective,a)lla\,ἀλλά,adverb,e)sqh=ta,ἐσθής,noun,th\n,ὁ,article,sunh/qh,συνήθης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)de\,οὐδέ,particle,au)tw=|,αὐτός,pronoun,tis,τις,pronoun,tw=n,ὁ,article,dorufo/rwn,δορύφορος,adjective,ei(/peto,ἕπομαι,verb,mo/nos,μόνος,adjective,de\,δέ,particle,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,ei(sth/kei,ἵστημι,verb,pepoiqw\s,πείθω,verb,tw=|,ὁ,article,lo/gw|,λόγος,noun,semnw=s,σεμνός,adjective,h(rmosme/nw|,ἁρμόζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rga/ths,ἐργάτης,noun,ga/r,γάρ,particle,e)sti,εἰμί,verb,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,a)gaqo/s,ἀγαθός,adjective,ou)k,οὐ,adverb,a)posmileu/wn,ἀποσμιλεύω,verb,ou)de\,οὐδέ,particle,a)ponuxi/zwn,ἀπονυχίζω,verb,ta\,ὁ,article,r(h/mata,ῥῆμα,noun,ou)de\,οὐδέ,particle,a)potorneu/wn,ἀποτορνεύω,verb,ta\s,ὁ,article,perio/dous,περίοδος,noun,kaqa/per,καθά,adverb,oi(,ὁ,article,komyoi\,κομψός,adjective,r(h/tores,ῥήτωρ,noun,semno\s,σεμνός,adjective,de\,δέ,particle,a(/ma,ἅμα,adverb,kai\,καί,conjunction,kaqaro\s,καθαρός,adjective,kai\,καί,conjunction,toi=s,o)no/masi,ὄνομα,adjective,cu\n,σύν,preposition,kairw=|,καιρός,noun,xrw/menos,χράομαι,verb,w(/ste,ὥστε,conjunction,e)ndu/esqai,ἐνδύω,verb,tai=s,ὁ,article,yuxai=s,ψυχή,noun,ou),οὐ,adverb,tw=n,ὁ,article,paidei/as,παιδεία,noun,kai\,καί,conjunction,cune/sews,σύνεσις,noun,metapoioume/nwn,μεταποιέω,verb,mo/non,μόνος,adjective,a)ll),ἀλλά,adverb,h)/dh,ἤδη,adverb,ὁ,article,kai\,καί,conjunction,tw=n,ὁ,article,i)diwtw=n,ἰδιώτης,noun,cunie/nai,σύνειμι,verb,pollou\s,πολύς,adjective,kai\,καί,conjunction,e)pai+/ein,ἐπαίω,verb,tw=n,ὁ,article,r(hma/twn,ῥῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,h(/|rei,αἱρέω,verb,muria/das,μυριάς,noun,o(plitw=n,ὁπλίτης,noun,suxna\s,συχνός,adjective,kai\,καί,conjunction,xilia/das,χιλιάς,adjective,i(ppe/wn,ἱππεύς,noun,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e)/qnh,ἔθνος,adjective,maximw/tata,μάχιμος,adjective,kai\,καί,conjunction,xw/ran,χώρα,noun,pa/mforon,πάμφορος,adjective,ou),οὐ,adverb,bi/a|,βία,adjective,e(/lkwn,ἕλκω,verb,ou)de\,οὐδέ,particle,ai)xmalw/tous,αἰχμάλωτος,adjective,a)/gwn,ἄγω,verb,e(ko/ntas,ἑκών,adjective,de\,δέ,particle,au)tw=|,αὐτός,pronoun,peiqome/nous,πείθω,verb,kai\,καί,conjunction,to\,e)pitatto/menon,ἐπιτάσσω,verb,poiei=n,ποιέω,verb,e)qe/lontas,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
