word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
e)mbolai\,ἐμβολή,noun,de\,δέ,particle,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,cugkeka/mfqai,συγκάμπτω,verb,h)\,ἠέ,conjunction,e)klakti/sai,ἐκλακτίζω,verb,o)ce/ws,ὀξέως,adverb,h)\,ἠέ,conjunction,cuneli/cas,συνελίσσω,verb,taini/hs,ταινία,noun,o)/gkon,ὄγκος,noun,e)n,ἐν,preposition,i)gnu/h|,qei\s,τίθημι,verb,a)mfi\,ἀμφί,preposition,tou=ton,οὗτος,pronoun,e)cai/fnhs,ἐξαίφνης,adverb,e)s,εἰς,preposition,o)/klasin,ὄκλασις,noun,a)fei=nai,ἀφίημι,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,ma/lista,μάλιστα,adverb,e)n,ἐν,preposition,th=|,tw=n,ὁ,article,ἰγνύα,noun,ὁ,article,o)/pisqen,ὄπισθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/natai,δύναμαι,verb,de\,δέ,particle,kai\,καί,conjunction,katateino/mena,κατατείνω,verb,metri/ws,μέτριος,adjective,w(/sper,ὥσπερ,adverb,a)gkw\n,ἀγκών,noun,e)mpi/ptein,ἐμπίτνω,verb,ta\,ὁ,article,o)/pisqen,ὄπισθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)/nqa,ἔνθα,adverb,h)\,ἠέ,conjunction,e)/nqa,ἔνθα,adverb,e)k,ἐκ,preposition,tou=,ὁ,article,cugkeka/mfqai,συγκάμπτω,verb,h)\,ἠέ,conjunction,e)klakti/sai,ἐκλακτίζω,verb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,katasta/sei,κατάστασις,noun,ma/lista,μάλιστα,adverb,de\,au)th\,αὐτός,pronoun,to\,ὁ,article,o)/pisqen,ὄπισθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,e)k,ἐκ,preposition,katata/sios,κατάτασις,noun,metri/hs,μέτριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,dio/rqwsis,διόρθωσις,noun,a(/pasi,ἅπας,adjective,koinh/,κοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)mpe/sh|,ἐμπίτνω,verb,toi=si,ὁ,article,me\n,μέν,particle,o)/pisqen,ὄπισθεν,adverb,cugka/mptein,συγκάμπτω,verb,ou),οὐ,adverb,du/nantai,δύναμαι,verb,a)ta\r,ἀτάρ,particle,ou)de\,οὐδέ,particle,toi=sin,τίς,pronoun,a)/lloisi,ἄλλος,adjective,pa/nu,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάνυ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minu/qei,μινύθω,verb,de\,δέ,particle,mhrou=,μηρός,noun,kai\,καί,conjunction,knh/mhs,κνήμη,adjective,to\,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,to\,ὁ,article,e)/sw,ἔσω,adjective,blaiso/teroi,βλαισός,adjective,minu/qei,μινύθω,verb,de\,δέ,particle,ta\,ὁ,article,e)/cw,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,ta\,ὁ,article,e)/cw,ἔξω,adverb,gauso/teroi,γαῦσος,adjective,xwloi\,χωλός,adjective,de\,δέ,particle,h(=sson,ἥσσων,adverb,kata\,κατά,preposition,ga\r,γάρ,particle,to\,ὁ,article,paxu/teron,παχύς,adjective,o)ste/on,ὀστέον,noun,o)xe/ei,minu/qei,μινύθω,verb,de\,δέ,particle,ta\,ὁ,article,e)/sw,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,ὀχάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,geneh=s,γενεά,noun,de\,δέ,particle,h)\,ἠέ,conjunction,e)n,ἐν,preposition,au)ch/sei,αὔξησις,noun,kata\,κατά,preposition,lo/gon,λόγος,noun,to\n,ὁ,article,pro/sqen,πρόσθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,ta\,ὁ,article,sfura\,σφυρόν,noun,katata/sios,κατάτασις,noun,i)sxurh=s,ἰσχυρός,adjective,dei=tai,δέομαι,verb,h)\,ἠέ,conjunction,th=|si,ὁ,article,xersi\n,χείρ,noun,h)\,ἠέ,conjunction,a)/lloisi,ἄλλος,adjective,toiou/toisi,τοιοῦτος,adjective,katorqw/sios,de\,δέ,particle,a(/ma,ἅμα,adverb,a)mfo/tera,ἀμφότερος,adjective,poieu/shs,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,κατόρθωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koino\n,κοινός,adjective,de\,δέ,particle,pa=sin,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,podi\,ποδίς,noun,w(s,ὡς,conjunction,ta\,ὁ,article,e)n,ἐν,preposition,xeiri\,χείρ,noun,u(gih=,ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,knh/mh|,κνήμη,adjective,sugkoinwne/onta,συγκοινωνέω,verb,kai\,καί,conjunction,mh\,μή,conjunction,e)mpeso/nta,ἐμπίτνω,verb,e)k,ἐκ,preposition,geneh=s,γενεά,noun,kai\,καί,conjunction,e)n,ἐν,preposition,au)ch/sei,αὔξησις,noun,e)carqrh/santa,tau=ta,οὗτος,pronoun,a(\,ὅς,pronoun,kai\,καί,conjunction,e)n,ἐν,preposition,xeiri/,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,ἐξαρθρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/soi,ὅσος,adjective,de\,δέ,particle,phdh/santes,πηδάω,verb,a)/nwqen,ἄνωθεν,adverb,e)sthri/canto,στηρίζω,verb,th=|,ὁ,article,pte/rnh|,πτέρνα,noun,w(/ste,ὥστε,conjunction,diasth=nai,διίστημι,verb,ta\,ὁ,article,o)ste/a,ὀστέον,noun,kai\,καί,conjunction,fle/bas,φλέψ,noun,e)kxumwqh=nai,ἐκχυμόω,verb,kai\,neu=ra,νεῦρον,noun,a)mfiqlasqh=nai,,,o(/tan,ὅταν,conjunction,ge/nhtai,γίγνομαι,verb,oi(=a,οἷος,adjective,ta\,ὁ,article,deino/tata,δεινός,adjective,ki/ndunos,κίνδυνος,noun,me\n,μέν,particle,sfakeli/santa,σφακελίζω,verb,to\n,ὁ,article,ai)w=na,prh/gmata,πρᾶγμα,noun,καί,conjunction,αἰών,noun,parasxei=n,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*roikw/dh,,,me\n,μέν,particle,ta\,ὁ,article,o)ste/a,ὀστέον,noun,ta\,ὁ,article,de\,δέ,particle,neu=ra,νεῦρον,noun,a)llh/loisi,ἀλλήλων,pronoun,koinwne/onta,κοινωνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,oi(=sin,ὅς,pronoun,a)\n,ἄν,particle,katagei=sin,κατάγνυμι,verb,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,trw/matos,τραῦμα,noun,oi(=a,οἷος,adjective,e)n,ἐν,preposition,knh/mh|,κνήμη,adjective,h)\,ἠέ,conjunction,mhrw=|,μηρός,noun,neu/rwn,νεῦρον,noun,a)poluqe/ntwn,a(\,ὅς,pronoun,koinwne/ei,κοινωνέω,verb,toute/oisin,,,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,a)/llhs,ἄλλος,adjective,katakli/sios,κατάκλισις,noun,a)mele/os,ἀμελής,adjective,e)mela/nqh,μελαίνω,verb,h(,ὁ,article,pte/rnh,πτέρνη,noun,kai\,toute/oisi,,,ἀπολύω,verb,καί,conjunction,pali/gkota,παλίγκοτος,adjective,e)k,ἐκ,preposition,toioute/wn,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stin,εἰμί,verb,o(/te,ὅτε,conjunction,pro\s,πρός,preposition,sfakelismw=|,σφακελισμός,noun,gi/nontai,γίγνομαι,verb,puretoi\,πυρετός,noun,u(peroce/es,,,luggw/dees,λυγγώδης,adjective,tromw/dees,τρομώδης,adverb,gnw/mhs,γνώμη,noun,a(pto/menoi,ἅπτω,verb,taxuqa/natoi,ταχυθάνατος,adjective,kai\,καί,conjunction,e)/ti,ἔτι,adverb,flebw=n,ai(mor)*ro/wn,,,peliw/sies,πελίωσις,noun,kai\,καί,conjunction,gaggrainw/sies,γαγγραίνωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,φλέψ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shmei=a,σημεῖον,noun,tw=n,ὁ,article,paligkothsa/ntwn,παλιγκοτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ta\,ὁ,article,e)kxumw/mata,ἐκχύμωμα,noun,kai\,καί,conjunction,ta\,ὁ,article,mela/smata,μέλασμα,noun,kai\,καί,conjunction,ta\,ὁ,article,peri\,περί,preposition,tau=ta,οὗτος,pronoun,u(po/sklhra,ὑπόσκληρος,adjective,kai\,καί,conjunction,u(pe/ruqra,ὑπέρυθρος,adjective,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,cu\n,σύν,preposition,sklhru/smati,σκλήρυσμα,noun,peliwqh=|,πελιόομαι,verb,ki/ndunos,κίνδυνος,noun,melanqh=nai,μελαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,u(pope/lia,ὑποπέλιος,adjective,h)\,ἠέ,conjunction,kai\,καί,conjunction,pe/lia,πέλιος,adverb,ma/la,μάλα,adverb,kai\,καί,conjunction,kexume/na,χέω,verb,h)\,ἠέ,conjunction,u(po/xlwra,ὑπόχλωρος,adjective,kai\,καί,conjunction,malqaka\,μαλθακός,adjective,tau=ta,οὗτος,pronoun,e)n,pa=si,πᾶς,adjective,toi=si,ὁ,article,toiou/toisin,τοιοῦτος,adjective,a)gaqa/,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,de\,δέ,particle,h)\n,ἐάν,conjunction,me\n,μέν,particle,a)pu/retoi,ἀπύρετος,adjective,e)/wsin,εἰμί,verb,e)llebori/zein,ἐλλεβορίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,poto\n,ποτός,adjective,dido/nai,δίδωμι,verb,o)cu/gluku,,,ei),εἰ,conjunction,de/oi,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/desis,ἐπίδεσις,noun,de\,δέ,particle,h(,ὁ,article,a)/rqrwn,ἄρθρον,noun,su/ndesis,σύνδεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma=llon,μᾶλλον,adverb,toi=si,ὁ,article,fla/smasi,,,kai\,καί,conjunction,o)qoni/oisi,ὀθόνιον,noun,ple/osi,πλείων,verb,kai\,καί,conjunction,malqakwte/roisi,μαλθακός,adjective,xrh=sqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/ecis,,,h(=sson,ἥσσων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/dwr,ὕδωρ,noun,ple/on,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosperiba/llein,προσπεριβάλλω,verb,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,th=|,ὁ,article,pte/rnh|,πτέρνα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,sxh=ma,σχῆμα,noun,o(/per,ὅσπερ,adjective,h(,ὁ,article,e)pi/desis,ἐπίδεσις,noun,w(s,ὡς,conjunction,mh\,μή,conjunction,e)s,εἰς,preposition,thn,,,pte/rnhn,πτέρνη,noun,a)popie/zhtai,ἀποπιέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nwte/rw,ἄνω,adverb,gou/natos,γόνυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stw,εἰμί,verb,eu)/qetos,εὔθετος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
na/rqhci,νάρθηξ,noun,mh\,μή,conjunction,xrh/sasqai,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,e)ksth=|,ἐξίστημι,verb,o(,ὁ,article,pou\s,πούς,noun,h)\,ἠέ,conjunction,mou=nos,μόνος,adjective,h)\,ἠέ,conjunction,cu\n,σύν,preposition,th=|,ὁ,article,e)pifu/sei,ἐπίφυσις,noun,e)kpi/ptei,ἐκπίτνω,verb,ma=llon,μᾶλλον,adverb,e)s,εἰς,preposition,to\,e)/sw,ἔσω,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)mpe/soi,ἐμπίτνω,verb,leptu/netai,λεπτύνω,verb,a)na\,ἀνά,preposition,xro/non,χρόνος,noun,i)sxi/ou,ἴσχιον,noun,kai\,καί,conjunction,mhrou=,μηρός,noun,kai\,καί,conjunction,knh/mhs,κνήμη,adjective,to\,ὁ,article,a)nti/on,ἀντίον,adjective,tou=,o)lisqh/matos,ὀλίσθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mbolh\,ἐμβολή,noun,w(s,ὡς,conjunction,h(,ὁ,article,karpou=,καρπός,noun,kata/tasis,κατάτασις,noun,de\,δέ,particle,i)sxurote/rh,ἰσχυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/hsis,,,no/mos,νόμος,noun,a)/rqrwn,ἄρθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*paligkote/ei,παλιγκοτέω,verb,h(=sson,ἥσσων,adverb,karpou=,καρπός,noun,h)\n,ἐάν,conjunction,h(suxa/sh|,ἡσυχάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/aita,δίαιτα,noun,mei/wn,μείων,adverb,e)linu/ousi,ἐλινύω,verb,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,geneh=s,γενεά,noun,me\n,μέν,particle,h)\,ἠέ,conjunction,e)n,ἐν,preposition,au)ch/sei,αὔξησις,noun,kata\,κατά,preposition,lo/gon,λόγος,noun,to\n,ὁ,article,pro/teron,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ta\,ὁ,article,smikro\n,μικρός,adjective,w)lisqhko/ta,ὀλισθάνω,verb,e)k,ἐκ,preposition,geneh=s,γενεά,noun,e)/nia,ἔνιοι,adjective,oi(=a/,οἷος,adjective,te,τε,particle,diorqou=sqai,διορθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,de\,δέ,particle,podo\s,πούς,noun,ku/llwsis,κύλλωσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kullw/sios,κύλλωσις,noun,ga\r,γάρ,particle,ou)x,οὐ,adverb,ei(=s,εἷς,adjective,e)sti,εἰμί,verb,tro/pos,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,i)/hsis,,,toute/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khrwth\,κηρωτή,noun,*rhtinw/dhs,,,o)qo/nia,ὀθόνιον,noun,suxna\,συχνός,adjective,h)\,ἠέ,conjunction,pe/lma,πέλμα,noun,h)\,ἠέ,conjunction,molu/bdion,μολύβδιον,noun,prosepidei=n,προσεπιδέω,verb,mh\,μή,conjunction,xrwti/,χρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/lhyis,ἀνάληψις,noun,ta/,τίς,pronoun,te,τε,particle,sxh/mata,σχῆμα,noun,o(mologei/tw,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)carqrh/santa,ἐξαρθρέω,verb,e(/lkos,ἕλκος,noun,poihsa/mena,ποιέω,verb,e)ci/sxh|,ἐξίσχω,verb,e)w/mena,ἀίω,verb,a)mei/nw,ἀμείνων,adjective,w(/ste,ὥστε,conjunction,dh\,δή,particle,mh\,μή,conjunction,a)pkiwre/esqai,,,mhd',μηδέ,particle,a)panagka/zesqai,ἀπαναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
