word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
eu)qe/es,εὐθύς,adjective,de\,δέ,particle,kai\,καί,conjunction,makroi\,μακρός,adjective,kai\,καί,conjunction,lei=oi,λεῖος,adjective,e)/stwn,εἰμί,verb,kai\,oi(,ὁ,article,καί,conjunction,peri/patoi,περίπατος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,w)=n,οὖν,particle,e)n,ἐν,preposition,e)/qei,ἔθος,noun,e)/wsi,εἰμί,verb,a)ri/stou,ἄριστος,adjective,a)/rtou,mo/nou,μόνος,adjective,ἄρτος,noun,o)re/gein,ὀρέγω,verb,o(ko/son,ὁπόσος,adjective,mhde\n,μηδείς,pronoun,e)mpodw\n,ἐμποδών,adverb,toi=si,ὁ,article,gumnasi/oisi,γυμνάσιον,noun,e)/mmenai,propepe/fqai,προπέσσω,verb,ga\r,γάρ,particle,xrh/,χρή,verb,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kefalh\,κεφαλή,noun,kai\,καί,conjunction,xei=res,χείρ,noun,kai\,καί,conjunction,ai(,ὁ,article,tw=nde,ὅδε,pronoun,tri/yies,τρῖψις,noun,e)pi\,de\,δέ,particle,ἐπί,preposition,toi=si,ὁ,article,oi(=on,οἷος,adjective,prhe/ws,πρᾶος,adjective,e)s,εἰς,preposition,a)na/klhsin,ἀνάκλησις,noun,qe/rmhs,θέρμη,noun,kai\,eu)sarki/hs,εὐσαρκία,noun,kai\,καί,conjunction,to/nou,τόνος,noun,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,kefalh\n,κεφαλή,noun,tri/besqai,τρίβω,verb,o)/rqion,ὄρθιος,adjective,e(wute/ou,,,me/zoni,μέγας,adverb,u(pe/xonta,ὑπέχω,verb,a)ta\r,kai\,καί,conjunction,ἀτάρ,particle,ta\,ὁ,article,gumna/sia,γυμνάσιον,noun,e)s,εἰς,preposition,traxh/lou,τράχηλος,noun,prh/sias,πρᾶσις,noun,kai\,καί,conjunction,e)s,di/wsmon,,,xeirw=n,χείρ,noun,suntei/nei,συντείνω,verb,eu)paideu/tws,εὐπαίδευτος,adjective,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(peraiwreu=nta,ὑπεραιωρέομαι,verb,de\,δέ,particle,xrh\,χρή,verb,th\n,ὁ,article,kefalh\n,κεφαλή,noun,kai\,καί,conjunction,ta\s,ὁ,article,o)/yias,gumna/zein,γυμνάζω,verb,ὄψις,noun,xeironomi/h|,χειρονομία,noun,h)\,ἠέ,conjunction,di/skwn,δίσκος,noun,bolh=|,ἀντιβολέω,verb,h)\,ἠέ,conjunction,filoneikeu=nta,φιλονεικέω,verb,pugmh=|,,,,,,,,,,,,,πυγμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kako\n,κακός,adjective,de\,δέ,particle,sfai=ra,σφαῖρα,noun,mikrh/,μικρός,adjective,te,τε,particle,kai\,καί,conjunction,mega/lh,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,ga\r,γάρ,particle,kefalh=s,κεφαλή,noun,kai\,καί,conjunction,tw=n,ὁ,article,o)fqalmw=n,ὀφθαλμός,noun,ai(,ὁ,article,dinh/sie/s,te,τε,particle,δίνησις,noun,kai\,καί,conjunction,e)nsta/sies,ἔνστασις,noun,skotw/mata,σκότωμα,noun,poie/ousn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/riston,ἄριστος,adjective,a)fa/lseis,ἄφαλσις,noun,kai\,καί,conjunction,dro/moi,δρόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,o)cu\,ὀξύς,adjective,me\n,μέν,particle,pa=n,πᾶς,adjective,e)s,εἰς,preposition,ta\,ὁ,article,ske/lea,σκέλος,noun,pa/ntwn,tonw/sies,τόνωσις,noun,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yuxrolousi/h,ψυχρολουσία,noun,a)lousi/hs,ἀλουσία,noun,kre/sswn,κρείσσων,verb,a)lousi/h,ἀλουσία,noun,de\,δέ,particle,qermolousi/hs,θερμολουσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stu=yai,στύφω,verb,puknw=sai,πυκνάζω,verb,chrh=nai,ξηραίνω,verb,kefalh\n,κεφαλή,noun,yuxrolousi/h,ψυχρολουσία,noun,dunatwta/th,δυνατός,adjective,u(gei/hs,ὑγεία,noun,h(,kata/stasis,κατάστασις,noun,ὁ,article,u(grh=nai,,,lu=sai,λύω,verb,a)xluw=sai,ἀχλυόω,verb,qermolousi/h,θερμολουσία,noun,dunatwta/th,δυνατός,adjective,kefalh=s,κεφαλή,noun,ga\r,nou/sou,νόσος,noun,ai(,ὁ,article,profa/sies,πρόφασις,noun,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioi/de,τοιόσδε,adjective,kai\,καί,conjunction,oi(,ὁ,article,no/toi,νότος,noun,baruh/kooi,βαρυήκοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(suxi/h,ἡσυχία,noun,e)pi\,ἐπί,preposition,toi=si,ὁ,article,gumnasi/oisi,γυμνάσιον,noun,e)s,εἰς,preposition,kata/stasin,κατάστασις,noun,tou=,ὁ,article,tara/xou,,,,τάραχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/esis,πίεσις,noun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,e)s,εἰς,preposition,th\n,ὁ,article,tou=,ὁ,article,de/rmatos,δέρμα,noun,cu=sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*propo/sies,πρόποσις,noun,u(/datos,ὕδωρ,noun,h)\,ἠέ,conjunction,oi)/nou,οἶνον,noun,u(dare/os,ὑδαρής,adverb,a)/riston,ἄριστος,adjective,eu)tele/s,εὐτελής,adverb,laxa/nwn,ko/mhs,κόμη,noun,λάχανον,adjective,ta\,ὁ,article,malqakth/ria,μαλθακτήριον,noun,mala/xhs,μαλάχη,adjective,teu/tlou,τεῦτλον,noun,bli/tou,βλίτον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/mbamma,ἔμβαμμα,noun,eu)sto/maxon,εὐστόμαχος,adjective,eu)/stomon,εὔστομος,adjective,koili/hs,κοιλία,noun,malqaktiko\n,μαλθακτικός,adjective,a)bare\s,ἀβαρής,adverb,de\,δέ,particle,kefalh=|,dia\,διά,preposition,κεφαλή,noun,qu/mou,θύμος,noun,h)\,ἠέ,conjunction,qu/mbrhs,θύμβρα,noun,h)\,ἠέ,conjunction,sinh/pios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)w=n,ᾠόν,noun,ta\,ὁ,article,qerma\,θερμός,adjective,xeimw=nos,χειμών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/reos,θέρος,noun,de\,δέ,particle,ta\,ὁ,article,yuxra\,ψυχρός,adjective,gumna\,γυμνάς,adjective,tou=,ὁ,article,o)strakw/deos,ὀστρακώδης,adjective,mh\,o)pta/,ὀπτός,adjective,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lai=ai,ἐλαία,noun,foi/nikes,φοῖνιξ,noun,ta/rixos,τάριχος,noun,w(rai=on,ὡραῖος,adjective,xo/ndros,χόνδρος,noun,pluto\s,πλυτός,adjective,cu/n,σύν,preposition,tini,tw=n,ὁ,article,τις,pronoun,gluke/wn,γλυκύς,adjective,o(ko/son,ὁπόσος,adjective,h(du=nai,ἡδύνω,verb,ai(reto/n,αἱρετός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,a(/les,ἅλς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)remi/h,ἠρεμία,noun,h(suxi/h,ἡσυχία,noun,kai\,καί,conjunction,a)koh=s,ἀκοή,noun,kai\,καί,conjunction,lalih=s,λαλιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri/patoi,περίπατος,noun,e)/nqa,ἔνθα,adverb,a)\n,ἄν,particle,eu)/pnoon,εὔπνοος,adjective,kai\,καί,conjunction,eu)/xari,εὔχαρις,adjective,de/ndresi,δένδρον,adjective,h)\,bota/nh|si,βοτάνη,adjective,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,dei=pnon,δεῖπνον,noun,h(/kh|,ἥκω,verb,ma/lista,μάλιστα,adverb,me\n,μέν,particle,au)=qis,yuxroloute/ein,ψυχρολουτέω,verb,αὖθις,adverb,smikro\n,μικρός,adjective,u(poxrisa/menon,ὑποχρίω,verb,li/pai+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,ske/lea,σκέλος,noun,mou=non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,dei=pnon,δεῖπνον,noun,sitw=des,σιτώδης,adjective,oi(=on,οἷος,adjective,i)tri/on,,,h)\,ἠέ,conjunction,*ro/fhma,,,xo/ndrou,h)\,ἠέ,conjunction,χόνδρος,noun,ptisa/nh,πτισάνης,noun,a)/fusos,ἄφυσος,adjective,e(yh/si,,,eu)/peptos,εὔπεπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/rmaka,φάρμακον,noun,de\,δέ,particle,ta\,ὁ,article,e)s,εἰς,preposition,h(donh\n,ἡδονά,noun,th=s,ὁ,article,ptisa/nhs,πτισάνης,noun,pe/peri,glh/xwn,βλήχων,noun,πέπερι,noun,h(du/osmon,ἡδύοσμον,noun,krommu/wn,κρόμμυον,noun,h)\,ἠέ,conjunction,pra/swn,πράσον,noun,smikro\n,μικρός,adjective,mhde\,μηδέ,particle,o(ko/son,e)mpleu=sai,ἐμπλέω,verb,,,,,,,,,,ὁπόσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/ceos,ὄξος,noun,de\,δέ,particle,to\,ὁ,article,drimu\,δριμύς,adjective,cu/mforon,σύμφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krew=n,κρέας,noun,ta\,ὁ,article,e)k,ἐκ,preposition,pio/nwn,πίων,adjective,mh\,μή,conjunction,pi/ona,πίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suw=n,ὗς,noun,po/des,πούς,noun,kai\,καί,conjunction,kefalh/,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pthna\,πτηνός,adjective,pa/nta,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,plh/qei+,πλῆθος,noun,de\,δέ,particle,tekmai/resqai,τεκμαίρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lagw/s,λαγῶς,noun,kai\,καί,conjunction,ta\,ὁ,article,qhreuta\,θηρευτής,noun,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lektori\s,ἀλεκτορίς,adjective,eu)/poros,εὔπορος,adjective,kai\,καί,conjunction,cu/mforos,σύμφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tra/ghma,τράγημα,adjective,pa=n,πᾶς,adjective,kefalalge\s,κεφαλαλγής,adjective,plh\n,πλήν,preposition,foi/nikos,φοῖνιξ,noun,h)\,ἠέ,conjunction,tw=n,ὁ,article,w(rai/wn,su/kwn,σῦκον,noun,ὡραῖος,adjective,h)\,ἠέ,conjunction,stafulh=s,σταφυλή,noun,h)\n,ἐάν,conjunction,a)/fusos,ἄφυσος,adjective,w(/nqrwpos,ἄνθρωπος,noun,e)/h|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)de\,ἠδέ,conjunction,pemma/twn,πέμμα,noun,eu)/pepta,εὔπεπτος,adjective,kai\,καί,conjunction,a)/knisa,ἄκνισος,adjective,kai\,καί,conjunction,kou=fa,κοῦφος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri/patoi,περίπατος,noun,qumhdi/a,,,e)n,ἐν,preposition,h(suxi/h|,ἡσυχία,noun,e)s,εἰς,preposition,u(/pnon,ὕπνον,noun,a)/fesis,ἄφεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ke/wn,ἀκέων,adjective,o(/ti,ὅστις,pronoun,per,πέρ,particle,me/ga,μέγας,adverb,kai\,καί,conjunction,dunatw/taton,δυνατός,adjective,e)s,εἰς,preposition,e)pilhyi/hn,xre/esqai,χράομαι,verb,ἐπιληψία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugh\,φυγή,noun,ga\r,γάρ,particle,ou),οὐ,adverb,mou=non,μόνος,adjective,e)pipo/nou,ἐπίπονος,adjective,pa/qeos,πάθος,adjective,kai\,καί,conjunction,kindunw/,deos,,,,,e)f',ἐπί,preposition,e(ka/sths,ἕκαστος,adjective,u(pomnh/sios,ὑπόμνησις,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,i)de/hs,ἰδέα,noun,ai)/sxeos,kai\,καί,conjunction,o)nei/deos,ὄνειδος,noun,th=s,ὁ,article,sumforh=s,συμφορά,noun,αἶσχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,doke/w,δοκέω,verb,ei)/per,εἴπερ,conjunction,ei)s,εἰς,preposition,a)llh/lous,ἀλλήλων,pronoun,e)n,ἐν,preposition,toi=si,parocusmoi=si,παροξυσμός,noun,ὁ,article,e)ne/blepo,,,o(ko/sa,ὁπόσος,adjective,pa/sxousi,πάσχω,verb,oi(,ἕ,pronoun,noseu=ntes,νοσέω,verb,ou)k,οὐ,adverb,a)\n,e)/ti,ἔτι,adverb,zw/ein,ζώω,verb,tlai=en,τλάω,verb,a)/n,ἄν,particle,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,ta\,ὁ,article,deina\,δεινός,adjective,e(ka/stw|,ἕκαστος,adjective,kai\,καί,conjunction,ta\,ὁ,article,ai)sxra\,a)naisqhsi/h,ἀναισθησία,noun,αἰσχρός,adjective,kai\,καί,conjunction,a)qehsi/h,ἀθεησίη,noun,kru/ptei,κρύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cunomartei=n,συνομαρτέω,verb,de\,δέ,particle,th\n,ὁ,article,i)htrei/hn,,,th=|,ὁ,article,*rastw/nh|,,,th=s,ὁ,article,fu/sios,a)/riston,ἄριστος,adjective,φύσις,noun,eu)=te,εὖτε,conjunction,th=|si,ὁ,article,metabolh=|si,μεταβολή,noun,th=s,ὁ,article,h(liki/hs,ἡλικία,noun,e)s,εἰς,preposition,me/ga,a)mei/bei,ἀμείβω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ga\r,γάρ,particle,h(,ὁ,article,cunh/qhs,σύνηθέω,verb,tw=|,ὁ,article,kakw=|,κακός,adjective,di/aita,δίαιτα,noun,e)n,h(=|,ὅς,pronoun,ἐν,preposition,e)mbioteu/ei,ἐμβιοτεύω,verb,h(,ὁ,article,nou=sos,νόσος,noun,oi)/xeto,οἴχομαι,verb,ou)ke/ti,οὐκέτι,adverb,e)pifoite/ei,,,e)s,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,cunapoi/xetai,σύναποίχομαι,verb,ga\r,γάρ,particle,εἰς,preposition,tw=|,ὁ,article,pro/sqen,πρόσθεν,adverb,h(de/i+,ἡδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,w)=n,οὖν,particle,th=s,ὁ,article,kefalh=s,κεφαλή,noun,la/bhtai,λαμβάνω,verb,e)noike/ei,ἐνοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
