word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
oi(=,ἕ,pronoun,g',γε,particle,au)tw=|,αὐτός,pronoun,kaka\,κακός,adjective,teu/xei,τεῦχος,noun,a)nh\r,ἀνήρ,noun,a)/llw|,ἄλλος,adjective,kaka\,κακός,adjective,teu/xwn,τεύχω,verb,h(,ὁ,article,de\,δέ,particle,kakh\,κακός,adjective,boulh\,βουλή,noun,tw=|,ὁ,article,bouleu/santi,βουλεύω,verb,kaki/sth,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,i)dw\n,εἶδον,verb,*dio\s,Ζεύς,proper,o)fqalmo\s,ὀφθαλμός,noun,kai\,καί,conjunction,pa/nta,πᾶς,adjective,noh/sas,νοέω,verb,kai/,καί,conjunction,nu,νῦν,adverb,ta/d',ὅδε,pronoun,ai)/,εἰ,conjunction,k',ἄν,particle,e)qe/lh|s',ἐθέλω,verb,e)pide/rketai,ἐπιδέρκομαι,verb,ou)de/,οὐδέ,particle,e(,ἕ,pronoun,lh/qei,λανθάνω,verb,oi(/hn,οἷος,adjective,dh\,δή,particle,kai\,καί,conjunction,th/nde,ὅδε,pronoun,di/khn,δίκη,adjective,po/lis,πόλις,adjective,e)nto\s,ἐντός,adverb,e)e/rgei,ἔργω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,dh\,δή,particle,e)gw\,ἐγώ,pronoun,mh/t',μήτε,particle,au)to\s,αὐτός,pronoun,e)n,ἐν,preposition,a)nqrw/poisi,ἄνθρωπος,noun,di/kaios,δίκαιος,adjective,ei)/hn,εἰμί,verb,mh/t',μήτε,particle,e)mo\s,ἐμός,adjective,ui(o/s,υἱός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kako\n,κακός,adjective,a)/ndra,ἀνήρ,noun,di/kaion,δίκαιος,adjective,e)/mmenai,εἰμί,verb,ei),εἰ,conjunction,mei/zw,μέγας,adverb,ge,γε,particle,di/khn,δίκη,adjective,a)dikw/teros,ἄδικος,adjective,e(/cei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ta/,τίς,pronoun,g',γε,particle,ou)/,οὐ,adverb,pw,πω,particle,e)/olpa,ἔλπω,verb,telei=n,τέλλω,verb,*di/a,Δίη,proper,mhtio/enta,μητιόεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*pe/rsh,Πέρσευς,proper,su\,σύ,pronoun,de\,δέ,particle,tau=ta,οὗτος,pronoun,meta\,μετά,preposition,fresi\,φρήν,noun,ba/lleo,βάλλω,verb,sh=|si,σός,adjective,kai\,καί,conjunction,nu,νῦν,adverb,di/khs,δίκη,adjective,e)pa/koue,ἐπακούω,verb,bi/hs,βία,adjective,d',δέ,particle,e)pilh/qeo,ἐπιλανθάνομαι,verb,pa/mpan,πάμπαν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/nde,ὅδε,pronoun,ga\r,γάρ,particle,a)nqrw/poisi,ἄνθρωπος,noun,no/mon,νόμος,noun,die/tace,διατάσσω,verb,*kroni/wn,Κρόνια,proper,i)xqu/si,ἰχθύς,noun,me\n,μέν,particle,kai\,καί,conjunction,qhrsi\,θήρ,noun,kai\,καί,conjunction,oi)wnoi=s,οἰωνός,noun,petehnoi=s,πετεινός,adjective,e)sqe/men,ἔσθω,verb,a)llh/lous,ἀλλήλων,pronoun,e)pei\,ἐπεί,conjunction,ou),οὐ,adverb,di/kh,δίκη,adjective,e)sti\,εἰμί,verb,met',μετά,preposition,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nqrw/poisi,ἄνθρωπος,noun,d',δέ,particle,e)/dwke,δίδωμι,verb,di/khn,δίκη,adjective,h(\,ὅς,pronoun,pollo\n,πολύς,adjective,a)ri/sth,ἄριστος,adjective,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,ti/s,τίς,pronoun,k',ἄν,particle,e)qe/lh|,ἐθέλω,verb,ta\,ὁ,article,di/kai',δικαία,noun,a)goreu=sai,ἀγορεύω,verb,gignw/skwn,γιγνώσκω,verb,tw=|,ὁ,article,me/n,μέν,particle,t',τε,particle,o)/lbon,ὄλβος,noun,didoi=,δίδωμι,verb,eu)ru/opa,εὐρύοπα,noun,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,de/,δέ,particle,ke,ἄν,particle,marturi/h|si,μαρτυρία,noun,e(kw\n,ἑκών,adjective,e)pi/orkon,ἐπίορκος,adjective,o)mo/ssas,ὄμνυμι,verb,yeu/setai,ψεύδω,verb,e)n,ἐν,preposition,de\,δέ,particle,di/khn,δίκη,adjective,bla/yas,βλάπτω,verb,nh/keston,νήκεστος,adjective,a)asqh=|,ἀάω,verb,tou=,ὁ,article,de/,δέ,particle,t',τε,particle,a)maurote/rh,ἀμαυρός,adjective,geneh\,γενεά,noun,meto/pisqe,μετόπισθε,adverb,le/leiptai,λείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndro\s,ἀνήρ,noun,d',δέ,particle,eu)o/rkou,εὔορκος,adjective,geneh\,γενεά,noun,meto/pisqen,μετόπισθε,adverb,a)mei/nwn,ἀμείνων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,d',δέ,particle,e)gw\,ἐγώ,pronoun,e)sqla\,ἐσθλός,adjective,noe/wn,νοέω,verb,e)re/w,ἐρέω,verb,me/ga,μέγας,adverb,nh/pie,νήπιος,adjective,*pe/rsh,Πέρσευς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me/n,μέν,particle,toi,σύ,pronoun,kako/thta,κακότης,noun,kai\,καί,conjunction,i)lado\n,ἰλαδόν,adverb,e)/stin,εἰμί,verb,e(le/sqai,αἱρέω,verb,r(hidi/ws,ῥᾴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lei/h,λεῖος,adjective,me\n,μέν,particle,o(do/s,ὁδός,adjective,ma/la,μάλα,adverb,d',δέ,particle,e)ggu/qi,ἐγγύθι,adverb,nai/ei,ναίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,d',δέ,particle,a)reth=s,ἀρετή,noun,i(drw=ta,ἱδρώς,noun,qeoi\,θεός,noun,propa/roiqen,προπάροιθε,preposition,e)/qhkan,τίθημι,verb,a)qa/natoi,ἀθάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makro\s,μακρός,adjective,de\,δέ,particle,kai\,καί,conjunction,o)/rqios,ὄρθιος,adjective,oi)=mos,οἶμος,noun,e)s,εἰς,preposition,au)th\n,αὐτός,pronoun,kai\,καί,conjunction,trhxu\s,τραχύς,adjective,to\,ὁ,article,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ph\n,ἐπήν,conjunction,d',δέ,particle,ei)s,εἰς,preposition,a)/kron,ἄκρον,noun,i(/khtai,ἱκνέομαι,verb,r(hidi/h,ῥᾴδιος,adjective,dh\,δή,particle,e)/peita,ἔπειτα,adverb,pe/lei,πέλω,verb,xaleph/,χαλεπός,adjective,per,πέρ,particle,e)ou=sa,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,me\n,μέν,particle,pana/ristos,πανάριστος,adjective,o(\s,ὅς,pronoun,au)to\s,αὐτός,pronoun,pa/nta,πᾶς,adjective,noh/sh|,νοέω,verb,frassa/menos,φράζω,verb,ta/,τίς,pronoun,k',ἄν,particle,e)/peita,ἔπειτα,adverb,kai\,καί,conjunction,e)s,εἰς,preposition,te/los,τέλος,noun,h)=|sin,εἰμί,verb,a)mei/nw,ἀμείνων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sqlo\s,ἐσθλός,adjective,d',δέ,particle,au)=,αὖ,interjection,ka)kei=nos,ἐκεῖνος,pronoun,o(\s,ὅς,pronoun,eu)=,εὖ,adverb,ei)po/nti,εἶπον,verb,pi/qhtai,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,de/,δέ,particle,ke,ἄν,particle,mh/t',μήτε,particle,au)to\s,αὐτός,pronoun,noe/h|,νοέω,verb,mh/t',μήτε,particle,a)/llou,ἄλλος,adjective,a)kou/wn,ἀκούω,verb,e)n,ἐν,preposition,qumw=|,θυμός,noun,ba/llhtai,βάλλω,verb,o(\,ὅς,pronoun,d',δέ,particle,au)=t',αὖτε,adverb,a)xrh/ios,ἀχρήιος,noun,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,su/,σύ,pronoun,g',γε,particle,h(mete/rhs,ἡμέτερος,adjective,memnhme/nos,μιμνήσκω,verb,ai)e\n,ἀεί,adverb,e)fetmh=s,ἐφετμή,noun,e)rga/zeu,ἐργάζομαι,verb,*pe/rsh,Πέρσευς,proper,di=on,δῖος,adjective,ge/nos,γένος,noun,o)/fra,ὄφρα,conjunction,se,σύ,pronoun,limo\s,λιμός,noun,e)xqai/rh|,ἐχθαίρω,verb,file/h|,φιλέω,verb,de/,δέ,particle,s',σύ,pronoun,e)uste/fanos,εὐστέφανος,adjective,*dhmh/thr,Δημήτηρ,proper,ai)doi/h,αἰδοῖος,adjective,bio/tou,βίοτος,noun,de\,δέ,particle,teh\n,τεός,adjective,pimplh=|si,πίμπλημι,verb,kalih/n,καλιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limo\s,λιμός,noun,ga/r,γάρ,particle,toi,σύ,pronoun,pa/mpan,πάμπαν,adverb,a)ergw=|,ἀεργός,adjective,su/mforos,σύμφορος,adjective,a)ndri/,ἀνδρίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,qeoi\,θεός,noun,nemesw=si,νεμεσάω,verb,kai\,καί,conjunction,a)ne/res,ἀνήρ,noun,o(/s,ὅς,pronoun,ken,ἄν,particle,a)ergo\s,ἀεργός,adjective,zw/h|,ζώω,verb,khfh/nessi,κηφήν,noun,koqou/rois,κόθουρος,adjective,ei)/kelos,εἴκελος,adjective,o)rgh/n,ὀργή,noun,oi(/,ἕ,pronoun,te,τε,particle,melissa/wn,μέλισσα,noun,ka/maton,κάματος,noun,tru/xousin,τρύχω,verb,a)ergoi\,ἀεργός,adjective,e)/sqontes,ἔσθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,d',δέ,particle,e)/rga,ἔργον,noun,fi/l',φίλος,adjective,e)/stw,εἰμί,verb,me/tria,μέτριος,adjective,kosmei=n,κοσμέω,verb,w(/s,ὅς,pronoun,ke/,ἄν,particle,toi,τοι,particle,w(rai/ou,ὡραῖος,adjective,bio/tou,βίοτος,noun,plh/qwsi,πλήθω,verb,kaliai/,καλιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,e)/rgwn,ἔργον,noun,d',δέ,particle,a)/ndres,ἀνήρ,noun,polu/mhloi/,πολύμηλος,adjective,t',τε,particle,a)fneioi/,ἀφνειός,adjective,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)rgazo/menoi,ἐργάζομαι,verb,polu\,πολύς,adjective,fi/lteroi,φίλτερος,adjective,a)qana/toisin,ἀθάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rgon,ἔργον,noun,d',δέ,particle,ou)de\n,οὐδείς,pronoun,o)/neidos,ὄνειδος,noun,a)ergi/h,ἀεργία,noun,de/,δέ,particle,t',τε,particle,o)/neidos,ὄνειδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ke,ἄν,particle,e)rga/zh|,ἐργάζομαι,verb,ta/xa,τάχα,adjective,se,σύ,pronoun,zhlw/sei,ζήλωσις,noun,a)ergo\s,ἀεργός,adjective,plouteu=nta,πλουτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plou/tw|,πλοῦτος,noun,d',δέ,particle,a)reth\,ἀρετή,noun,kai\,καί,conjunction,ku=dos,κῦδος,noun,o)phdei=,ὀπαδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dai/moni,δαίμων,adjective,d',δέ,particle,oi(=os,οἷος,adjective,e)/hsqa,εἰμί,verb,to\,ὁ,article,e)rga/zesqai,ἐργάζομαι,verb,a)/meinon,ἀμείνων,adjective,ei)/,εἰ,conjunction,ken,ἄν,particle,a)p',ἀπό,preposition,a)llotri/wn,ἀλλότριος,adjective,ktea/nwn,κτέανον,noun,a)esi/frona,ἀεσίφρων,adjective,qumo\n,θυμός,noun,ei)s,εἰς,preposition,e)/rgon,ἔργον,noun,tre/yas,τρέπω,verb,meleta=|s,μελετάω,verb,bi/ou,βίος,adjective,w(/s,ὡς,conjunction,se,σύ,pronoun,keleu/w,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)dw\s,αἰδώς,adjective,d',δέ,particle,ou)k,οὐ,adverb,a)gaqh\,ἀγαθός,adjective,kexrhme/non,χράω,verb,a)/ndra,ἀνήρ,noun,komi/zei,κομίζω,verb,ai)dw/s,αἰδώς,adjective,h(/,ὅς,pronoun,t',τε,particle,a)/ndras,ἀνήρ,noun,me/ga,μέγας,adverb,si/netai,σίνομαι,verb,h)d',ἠδέ,conjunction,o)ni/nhsin,ὀνίνημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)dw/s,αἰδώς,adjective,toi,τοι,particle,pro\s,πρός,preposition,a)nolbi/h|,ἀνολβία,noun,qa/rsos,θάρσος,noun,de\,δέ,particle,pro\s,πρός,preposition,o)/lbw|,ὄλβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh/mata,χρῆμα,adjective,d',δέ,particle,ou)x,οὐ,adverb,a(rpakta/,ἁρπακτής,noun,qeo/sdota,θεόσδοτος,adjective,pollo\n,πολύς,adjective,a)mei/nw,ἀμείνων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,kai\,καί,conjunction,xersi\,χείρ,noun,bi/h|,βία,adjective,me/gan,μέγας,adverb,o)/lbon,ὄλβος,noun,e(/lhtai,αἱρέω,verb,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,g',γε,particle,a)po\,ἀπό,preposition,glw/sshs,γλῶσσα,noun,lhi/ssetai,ληίζομαι,verb,oi(=a/,οἷος,adjective,te,τε,particle,polla\,πολύς,adjective,gi/gnetai,γίγνομαι,verb,eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,dh\,δή,particle,ke/rdos,κέρδος,noun,no/on,νόος,adjective,e)capath/sh|,ἐξαπατάω,verb,a)nqrw/pwn,ἄνθρωπος,noun,ai)dw=,αἰδώ,noun,de/,δέ,particle,t',τε,particle,a)naidei/h,ἀναίδεια,adjective,katopa/zh|,κατοπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(ei=a,ῥεῖα,adverb,de/,δέ,particle,min,μιν,pronoun,maurou=si,μαυρόω,verb,qeoi/,θεός,noun,minu/qousi,μινύθω,verb,de\,δέ,particle,oi)=kon,οἶκος,noun,a)ne/ri,ἀνήρ,noun,tw=|,τίς,pronoun,pau=ron,παῦρος,adjective,de/,δέ,particle,t',τε,particle,e)pi\,ἐπί,preposition,xro/non,χρόνος,noun,o)/lbos,ὄλβος,noun,o)phdei=,ὀπαδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)=son,ἴσος,adjective,d',δέ,particle,o(/s,ὅς,pronoun,q',τε,particle,i(ke/thn,ἱκέτης,noun,o(/s,ὅς,pronoun,te,τε,particle,cei=non,ξένος,noun,kako\n,κακός,adjective,e)/rch|,ἔρδω,verb,o(/s,ὅς,pronoun,te,τε,particle,kasignh/toio,κασίγνητος,noun,e(ou=,ἑός,adjective,a)na\,ἀνά,preposition,de/mnia,δέμνιον,noun,bai/nh|,βαίνω,verb,kruptadi/hs,κρυπτάδιος,adjective,eu)nh=s,εὐνή,noun,a)lo/xou,ἄλοχος,adjective,parakai/ria,παράκαιρος,adjective,r(e/zwn,ῥέζω,verb,o(/s,ὅς,pronoun,te/,τε,particle,teu,σύ,pronoun,a)fradi/h|s,ἀφραδία,noun,a)litai/netai,ἀλιταίνω,verb,o)rfana\,ὀρφανός,adjective,te/kna,τέκνον,noun,o(/s,ὅς,pronoun,te,τε,particle,gonh=a,γονεύς,noun,ge/ronta,γέρων,noun,kakw=|,κακός,adjective,e)pi\,ἐπί,preposition,gh/raos,γῆρας,noun,ou)dw=|,οὐδός,noun,neikei/h|,νεικέω,verb,xalepoi=si,χαλεπός,adjective,kaqapto/menos,καθάπτω,verb,e)pe/essin,ἔπος,adjective,,,,,,,,,,,,,,,
tw=|,ὁ,article,d',δέ,particle,h)=,ἦ,adverb,toi,σύ,pronoun,*zeu\s,Ζεύς,proper,au)to\s,αὐτός,pronoun,a)gai/etai,ἀγαίομαι,verb,e)s,εἰς,preposition,de\,δέ,particle,teleuth\n,τελευτή,noun,e)/rgwn,ἔργον,noun,a)nt',ἀντί,preposition,a)di/kwn,ἄδικος,adjective,xaleph\n,χαλεπός,adjective,e)pe/qhken,ἐπιτίθημι,verb,a)moibh/n,ἀμοιβή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,su\,σύ,pronoun,tw=n,ὁ,article,me\n,μέν,particle,pa/mpan,πάμπαν,adverb,e)/erg',ἔργω,verb,a)esi/frona,ἀεσίφρων,adjective,qumo/n,θυμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka\d,κατά,preposition,du/namin,δύναμις,adjective,d',δέ,particle,e)/rdein,ἔρδω,verb,i(e/r',ἱερά,noun,a)qana/toisi,ἀθάνατος,adjective,qeoi=sin,θεός,noun,a(gnw=s,ἁγνός,adjective,kai\,καί,conjunction,kaqarw=s,καθαρός,adjective,e)pi\,ἐπί,preposition,d',δέ,particle,a)glaa\,ἀγλαός,adjective,mhri/a,μηρία,noun,kai/ein,καίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
