word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/78/lemma/@_entry,word/78/lemma/@_POS,word/99/lemma/@_entry,word/99/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/122/lemma/@_entry,word/122/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS
kai\,meta\,μετά,preposition,tw=n,ὁ,article,summemenhko/twn,συμμένω,verb,au)tw=|,αὐτός,pronoun,diagwnisa/menos,διαγωνίζομαι,verb,pro\s,*)antw/nion,Ἀντώνιος,proper,au)to/s,αὐτός,pronoun,te,τε,particle,diefqa/rh,διαφθείρω,verb,kai\,καί,conjunction,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),mh\n,μήν,particle,a)ll',ἀλλά,adverb,h)=san,εἰμί,verb,oi(,ἕ,pronoun,to\n,ὁ,article,*kike/rwna,pareskeuasme/noi,παρασκευάζω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,poiei=n,ποιέω,verb,kakw=s,κακός,adjective,e)/xontes,ἔχω,verb,h(gemo/nas,ἡγεμών,noun,tw=n,ὁ,article,ei)s,εἰς,preposition,to\,ὁ,article,me/llon,μέλλω,verb,a)rxo/ntwn,ἄρχων,noun,*kai/sara,Καῖσαρ,proper,me\n,μέν,particle,strathgou=nta,στρατηγέω,verb,*me/tellon,Μέτελλος,proper,de\,δέ,particle,kai\,καί,conjunction,*bhsti/an,,,dhmarxou=ntas,δημαρχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,paralabo/ntes,παραλαμβάνω,verb,e)/ti,ἔτι,adverb,tou=,ὁ,article,*kike/rwnos,h(me/ras,ἡμέρα,noun,o)li/gas,ὀλίγος,adjective,a)/rxontos,ἄρχω,verb,ou)k,οὐ,adverb,ei)/wn,ἀίω,verb,dhmhgorei=n,δημηγορέω,verb,au)to/n,αὐτός,pronoun,a)ll',ἀλλά,adverb,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,e)mbo/lwn,ἔμβολον,noun,ba/qra,βάθρα,noun,qe/ntes,τίθημι,verb,ou),οὐ,adverb,pari/esan,παρίημι,verb,ou)d',οὐδέ,particle,e)pe/trepon,ἐπιτρέπω,verb,le/gein,λέγω,verb,a)ll',ἀλλά,adverb,e)ke/leuon,κελεύω,verb,ei),εἰ,conjunction,bou/loito,βούλομαι,verb,mo/non,μόνος,adjective,peri\,περί,preposition,th=s,ὁ,article,a)rxh=s,ἀρχή,noun,a)pomo/santa,ἀπόμνυμι,verb,katabai/nein,καταβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=nos,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,w(s,ὡς,conjunction,o)mo/swn,ὄμνυμι,verb,proh=lqe,προέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,genome/nhs,γίγνομαι,verb,au)tw=|,αὐτός,pronoun,siwph=s,σιωπή,noun,w)/mnuen,ὄμνυμι,verb,ou),οὐ,adverb,to\n,pa/trion,πάτριος,adjective,a)ll',ἀλλά,adverb,i)/dio/n,ἴδιος,adjective,tina,τις,pronoun,kai\,καί,conjunction,kaino\n,καινός,adjective,o(/rkon,ὅρκος,noun,h)=,ἦ,adverb,mh\n,μήν,particle,seswke/nai,σώζω,verb,th\n,ὁ,article,patri/da,πατρίς,adjective,kai\,καί,conjunction,diatethrhke/nai,διατηρέω,verb,th\n,ὁ,article,h(gemoni/an,ἡγεμονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pw/mnue,de\,δέ,particle,to\n,ὁ,article,o(/rkon,ὅρκος,noun,au)tw=|,αὐτός,pronoun,su/mpas,σύμπας,adjective,o(,dh=mos,δῆμος,noun,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,o(/,ὅς,pronoun,te,τε,particle,*kai=sar,Καῖσαρ,proper,oi(/,ἕ,pronoun,te,τε,particle,dh/marxoi,δήμαρχος,noun,xalepai/nontes,χαλεπαίνω,verb,a)/llas,ἄλλος,adjective,te,τε,particle,tw=|,ὁ,article,*kike/rwni,,,taraxa\s,ταραχή,noun,e)mhxanw=nto,μηχανάομαι,verb,kai\,καί,conjunction,no/mos,νόμος,noun,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,ei)sh/geto,εἰσάγω,verb,kalei=n,καλέω,verb,*pomph/i+on,Πομπήιος,proper,meta\,μετά,preposition,th=s,ὁ,article,stratia=s,στρατία,noun,w(s,ὡς,conjunction,dh\,δή,particle,katalu/sonta,th\n,ὁ,article,*kike/rwnos,,,dunastei/an,δυναστεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπόμνυμι,verb,ὁ,article,καταλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',h)=n,εἰμί,verb,o)/felos,ὄφελος,noun,me/ga,μέγας,adverb,tw=|,ὁ,article,*kike/rwni,,,kai\,pa/sh|,πᾶς,adjective,th=|,ὁ,article,po/lei,πόλις,adjective,dhmarxw=n,δημαρχέω,verb,to/te,τότε,adverb,*ka/twn,κάτος,adjective,kai\,καί,conjunction,toi=s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,politeu/masin,πολίτευμα,noun,a)p',ἀπό,preposition,i)/shs,ἴσος,adjective,me\n,μέν,particle,e)cousi/as,ἐξουσία,noun,mei/zonos,μέγας,adverb,de\,δέ,particle,do/chs,δόξα,noun,a)ntitasso/menos,ἀντιτάσσω,verb,ta/,τίς,pronoun,te,τε,particle,ga\r,γάρ,particle,a)/lla,ἄλλος,adjective,r(a|di/ws,ῥᾴδιος,adjective,e)/luse,ἐλύω,verb,kai\,καί,conjunction,th\n,ὁ,article,*kike/rwnos,,,u(patei/an,ὑπατεία,noun,ou(/tws,οὕτως,adverb,h)=re,αἴρω,verb,tw=|,lo/gw|,λόγος,noun,mega/lhn,μέγας,adverb,dhmhgorh/sas,δημηγορέω,verb,w(/ste,ὥστε,conjunction,tima\s,τιμή,noun,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,pw/pote,πώποτε,adverb,megi/stas,μέγας,adverb,yhfi/sasqai,ψηφίζομαι,verb,kai\,καί,conjunction,prosagoreu=sai,pate/ra,πατήρ,noun,patri/dos,πατρίς,adjective,ἀλλά,adverb,καί,conjunction,ὁ,article,προσαγορεύω,verb,prw/tw|,πρότερος,adjective,ga\r,γάρ,particle,e)kei/nw|,ἐκεῖνος,pronoun,dokei=,δοκέω,verb,tou=to,οὗτος,pronoun,kaqupa/rcai,,,*ka/twnos,,,au)to\n,αὐτός,pronoun,ou(/tws,οὕτως,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,dh/mw|,δῆμος,noun,prosagoreu/santos,,,,,,,,,,,,,,,,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,me/giston,μέγας,adverb,me\n,μέν,particle,i)/sxusen,ἰσχύω,verb,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,to/te,τότε,adverb,polloi=s,πολύς,adjective,d',δέ,particle,e)pi/fqonon,ἐπίφθονος,adjective,e(auto\n,ἑαυτοῦ,pronoun,e)poi/hsen,ποιέω,verb,a)p',ἀπό,preposition,ou)deno\s,οὐδείς,pronoun,e)/rgou,ἔργον,noun,ponhrou=,πονηρός,adjective,tw=|,ὁ,article,d',δέ,particle,e)painei=n,ἐπαινέω,verb,a)ei\,ἀεί,adverb,kai\,καί,conjunction,megalu/nein,μεγαλύνω,verb,au)to\s,αὐτός,pronoun,e(auto\n,ἑαυτοῦ,pronoun,u(po\,ὑπό,preposition,pollw=n,πολύς,adjective,dusxeraino/menos,δυσχεραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,ga\r,γάρ,particle,boulh\n,βουλή,noun,ou)/te,οὔτε,adverb,dh=mon,δῆμος,noun,ou)/te,οὔτε,adverb,dikasth/rion,h)=n,εἰμί,verb,sunelqei=n,συνέρχομαι,verb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,mh\,μή,conjunction,*katili/nan,,,e)/dei,δέω,verb,qrulou/menon,θρυλέω,verb,a)kou=sai,ἀκέω,verb,kai\,καί,conjunction,*le/ntlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,δικαστήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,kai\,καί,conjunction,ta\,ὁ,article,bibli/a,βιβλίον,noun,teleutw=n,τελευτάω,verb,kate/plhse,καταπίμπλημι,verb,kai\,ta\,ὁ,article,suggra/mmata,σύγγραμμα,noun,tw=n,ὁ,article,e)gkwmi/wn,ἐγκώμιος,adjective,kai\,καί,conjunction,to\n,ὁ,article,lo/gon,λόγος,noun,h(/diston,ἡδύς,adjective,o)/nta,εἰμί,verb,kai\,καί,conjunction,xa/rin,χάρις,noun,e)/xonta,ἔχω,verb,plei/sthn,πλεῖστος,adjective,e)paxqh=,ἐπαχθής,adverb,kai\,καί,conjunction,fortiko\n,φορτικός,adjective,e)poi/hse,ποιέω,verb,toi=s,ὁ,article,a)krowme/nois,ἀκροάομαι,verb,w(/sper,ὥσπερ,adverb,tino\s,τις,pronoun,a)ei\,ἀεί,adverb,khro\s,κήρ,noun,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,a)hdi/as,ἀηδία,noun,tau/ths,οὗτος,pronoun,prosou/shs,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,de/,δέ,particle,kai/per,καίπερ,particle,ou(/tws,οὕτως,adverb,a)kra/tw|,ἄκρατος,adjective,filotimi/a|,φιλοτιμία,noun,sunw/n,a)ph/llakto,ἀπαλλάσσω,verb,tou=,ὁ,article,fqonei=n,φθονέω,verb,e(te/rois,ἕτερος,adjective,a)fqonw/tatos,ἄφθονος,adjective,w)\n,εἰμί,verb,e)n,ἐν,preposition,tw=|,ὁ,article,tou\s,ὁ,article,pro\,πρό,preposition,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,kaq',κατά,preposition,au(to\n,ἑαυτοῦ,pronoun,a)/ndras,ἀνήρ,noun,e)gkwmia/zein,ἐγκωμιάζω,verb,w(s,ὡς,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,suggramma/twn,σύγγραμμα,noun,labei=n,λαμβάνω,verb,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅμως,conjunction,σύνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,d',δέ,particle,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,a)pomnhmoneu/ousin,ἀπομνημονεύω,verb,oi(=on,οἷος,adjective,peri\,*)aristote/lous,Ἀριστοτέλης,proper,o(/ti,ὅστις,pronoun,xrusi/ou,χρύσεος,adjective,potamo\s,ποταμός,noun,ei)/h,ἀίω,verb,r(e/ontos,ῥέω,verb,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,*pla/twnos,Πλάτων,proper,dialo/gwn,διάλογος,noun,w(s,ὡς,conjunction,tou=,ὁ,article,*dio/s,Ζεύς,proper,ei),εἰ,conjunction,lo/gw|,λόγος,noun,xrh=sqai,χράομαι,verb,pe/fuken,φύω,verb,ou(/tw,οὕτως,adverb,dialegome/nou,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
