word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,ou)k,οὐ,adverb,ei),εἰ,conjunction,dustuxw=,δυστυχέω,verb,tou=d',ὅδε,pronoun,ei(/neka,ἕνεκα,preposition,qe/loim',ἐθέλω,verb,a)\n,ἄν,particle,w(s,ὡς,conjunction,plei/stoisi,πλεῖστος,adjective,phmona\s,πημονή,noun,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dh=t',δῆτα,adverb,e)pei/,ἐπεί,conjunction,me,ἐγώ,pronoun,kai\,καί,conjunction,kasignh/tou,κασίγνητος,noun,tu/xai,τύχη,noun,tei/rous',τείρω,verb,*)/atlantos,Ἄτλας,proper,o(\s,ὅς,pronoun,pro\s,πρός,preposition,e(spe/rous,ἕσπερος,adjective,to/pous,τόπος,noun,e(/sthke,ἵστημι,verb,ki/on',κίων,adjective,ou)ranou=,οὐρανός,noun,te,τε,particle,kai\,καί,conjunction,xqono\s,χθών,noun,w)/mois,ὦμος,noun,e)rei/dwn,ἐρείδω,verb,a)/xqos,ἄχθος,noun,ou)k,οὐ,adverb,eu)a/gkalon,εὐάγκαλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ghgenh=,γηγενής,adjective,te,τε,particle,*kiliki/wn,Κίλιξ,proper,oi)kh/tora,οἰκήτωρ,noun,a)/ntrwn,ἄντρον,noun,i)dw\n,εἶδον,verb,w)/|ktira,οἰκτείρω,verb,da/ion,δάιος,adjective,te/ras,τέρας,noun,e(katogka/ranon,ἑκατογκάρανος,adjective,pro\s,πρός,preposition,bi/an,βία,adjective,xeirou/menon,χειρόω,verb,*tufw=na,Τυφῶν,proper,qou=ron,θοῦρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sin,πᾶς,adjective,a)nte/sth,ἀνθίστημι,verb,qeoi=s,θεός,noun,smerdnai=si,σμερδνός,adjective,gamfhlai=si,γαμφηλαί,noun,suri/zwn,συρίζω,verb,fo/bon,φόβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,o)mma/twn,ὄμμα,noun,d',δέ,particle,h)/strapte,ἀστράπτω,verb,gorgwpo\n,γοργωπός,adjective,se/las,σέλας,adjective,w(s,ὡς,conjunction,th\n,ὁ,article,*dio\s,Ζεύς,proper,turanni/d',τυραννίς,noun,e)kpe/rswn,ἐκπέρθω,verb,bi/a|,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h)=lqen,ἔρχομαι,verb,au)tw=|,αὐτός,pronoun,*zhno\s,Ζεύς,proper,a)/grupnon,ἄγρυπνος,adjective,be/los,βέλος,noun,kataiba/ths,καταιβάτης,noun,kerauno\s,κεραυνός,noun,e)kpne/wn,ἐκπνέω,verb,flo/ga,φλόξ,noun,o(\s,ὅς,pronoun,au)to\n,αὐτός,pronoun,e)ce/plhce,ἐκπλήσσω,verb,tw=n,ὁ,article,u(yhgo/rwn,ὑψήγορος,adjective,kompasma/twn,κόμπασμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fre/nas,φρήν,noun,ga\r,γάρ,particle,ei)s,εἰς,preposition,au)ta\s,αὐτός,pronoun,tupei\s,τύπτω,verb,e)feyalw/qh,φεψαλόομαι,verb,ka)cebronth/qh,ἐκβροντάω,verb,sqe/nos,σθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,a)xrei=on,ἀχρεῖος,adjective,kai\,καί,conjunction,para/oron,παρήορος,adjective,de/mas,δέμας,noun,kei=tai,κέω,verb,stenwpou=,στενωπός,adjective,plhsi/on,πλησίος,adjective,qalassi/ou,θαλάσσιος,adjective,i)pou/menos,ἰπόομαι,verb,r(i/zaisin,ῥίζα,adjective,*ai)tnai/ais,Αἰτναῖος,proper,u(/po,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korufai=s,κορυφή,noun,d',δέ,particle,e)n,ἐν,preposition,a)/krais,ἄκρος,adjective,h(/menos,ἧμαι,verb,mudroktupei=,μυδροκτυπέω,verb,*(/hfaistos,Ἥφαιστος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,e)kragh/sontai/,ἐξαράσσω,verb,pote,ποτέ,particle,potamoi\,ποταμός,noun,puro\s,πῦρ,noun,da/ptontes,δάπτω,verb,a)gri/ais,ἄγριος,adjective,gna/qois,γνάθος,adjective,th=s,ὁ,article,kallika/rpou,καλλίκαρπος,adjective,*sikeli/as,Σικελία,proper,leurou\s,λευρός,adjective,gu/as,γύης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toio/nde,τοιόσδε,adjective,*tufw\s,Τυφώς,proper,e)canaze/sei,ἐξαναζέω,verb,xo/lon,χόλος,noun,qermoi=s,θερμός,adjective,a)pla/tou,ἄπλατος,adjective,be/lesi,βέλος,noun,purpno/ou,πύρπνοος,adjective,za/lhs,ζάλη,adjective,kai/per,καίπερ,particle,keraunw=|,κεραυνός,noun,*zhno\s,Ζεύς,proper,h)nqrakwme/nos,ἀνθρακόομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,a)/peiros,ἄπειρος,adjective,ou)d',οὐδέ,particle,e)mou=,ἐγώ,pronoun,didaska/lou,διδάσκαλος,noun,xrh/|zeis,χρῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seauto\n,σαυτοῦ,pronoun,sw=|z',σώζω,verb,o(/pws,ὅπως,conjunction,e)pi/stasai,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,th\n,ὁ,article,parou=san,πάρειμι,verb,a)ntlh/sw,ἀνατλῆναι,verb,tu/xhn,τύχη,noun,e)/st',εἰμί,verb,a)\n,ἄν,particle,*dio\s,Ζεύς,proper,fro/nhma,φρόνημα,noun,lwfh/sh|,λωφάω,verb,xo/lou,χόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,*promhqeu=,Προμηθεύς,proper,tou=to,οὗτος,pronoun,gignw/skeis,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,o)rgh=s,ὀργή,noun,nosou/shs,νοσέω,verb,ei)si\n,εἰμί,verb,i)atroi\,ἰατρός,noun,lo/goi,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a/n,ἐάν,conjunction,tis,τις,pronoun,e)n,ἐν,preposition,kairw=|,καιρός,noun,ge,γε,particle,malqa/ssh|,μαλθάσσω,verb,ke/ar,κῆρ,noun,kai\,καί,conjunction,mh\,μή,conjunction,sfrigw=nta,σφριγάω,verb,qumo\n,θυμός,noun,i)sxnai/nh|,ἰσχναίνω,verb,bi/a|,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tw=|,τίς,pronoun,proqumei=sqai,προθυμέομαι,verb,de\,δέ,particle,kai\,καί,conjunction,tolma=n,τολμάω,verb,ti/na,τίς,pronoun,o(ra=|s,ὁράω,verb,e)nou=san,ἔνειμι,verb,zhmi/an,ζημία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/daske/,διδάσκω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/xqon,μόχθος,noun,perisso\n,περισσός,adjective,koufo/noun,κουφόνους,adjective,t',τε,particle,eu)hqi/an,εὐήθεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,me,ἐγώ,pronoun,th=|de,ὅδε,pronoun,th=|,ὁ,article,no/sw|,νόσος,noun,nosei=n,νοσέω,verb,e)pei\,ἐπεί,conjunction,ke/rdiston,κερδίων,adjective,eu)=,εὖ,adverb,fronou=nta,φρονέω,verb,mh\,μή,conjunction,fronei=n,φρονέω,verb,dokei=n,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)mo\n,ἐμός,adjective,dokh/sei,δοκέω,verb,ta)mpla/khm',ἀμπλάκημα,noun,ei)=nai,εἰμί,verb,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
safw=s,σαφής,adverb,m',ἐγώ,pronoun,e)s,εἰς,preposition,oi)=kon,οἶκος,noun,so\s,σός,adjective,lo/gos,λόγος,noun,ste/llei,στέλλω,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ga/r,γάρ,particle,se,σύ,pronoun,qrh=nos,θρῆνος,noun,ou(mo\s,ἐμός,adjective,ei)s,εἰς,preposition,e)/xqran,ἔχθρα,noun,ba/lh|,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,tw=|,ὁ,article,ne/on,νέος,adjective,qakou=nti,θακέω,verb,pagkratei=s,παγκρατής,adjective,e(/dras,ἕδρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tou,οὗτος,pronoun,fula/ssou,φυλάσσω,verb,mh/,μή,conjunction,pot',ποτέ,particle,a)xqesqh=|,,,ke/ar,κῆρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,sh/,σός,adjective,*promhqeu=,Προμηθεύς,proper,sumfora\,συμφορά,noun,dida/skalos,διδάσκαλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/llou,στέλλω,verb,komi/zou,κομίζω,verb,sw=|ze,σώζω,verb,to\n,ὁ,article,paro/nta,πάρειμι,verb,nou=n,νόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rmwme/nw|,ὁρμάω,verb,moi,ἐγώ,pronoun,to/nd',ὅδε,pronoun,e)qw/ucas,θωύσσω,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuro\n,λευρός,adjective,ga\r,γάρ,particle,oi(=mon,οἷμος,noun,ai)qe/ros,αἰθήρ,noun,yai/rei,ψαίρω,verb,pteroi=s,πτερόν,noun,tetraskelh\s,τετρασκελής,adjective,oi)wno/s,οἰωνός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/smenos,ἄσμενος,adjective,de/,δέ,particle,ta)\n,ἄν,particle,staqmoi=s,σταθμόν,noun,e)n,ἐν,preposition,oi)kei/oisi,οἰκεῖος,adjective,ka/myeien,κάμπτω,verb,go/nu,γόνυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/nw,στένω,verb,se,σύ,pronoun,ta=s,ὁ,article,ou)lome/nas,οὐλόμενος,adjective,tu/xas,τύχη,noun,*promhqeu=,Προμηθεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dakrusi/stakta,,,d',δέ,particle,a)p',ἀπό,preposition,o)/sswn,ὄσσε,adjective,r(adina\n,ῥαδινός,adjective,leibome/na,λείβω,verb,r(e/os,ῥέος,noun,pareia\n,παρειά,noun,noti/ois,νότιος,adjective,e)/tegca,τέγγω,verb,pagai=s,πηγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)me/garta,ἀμέγαρτος,adjective,ga\r,γάρ,particle,ta/de,ὅδε,pronoun,*zeu\s,Ζεύς,proper,i)di/ois,ἴδιος,adjective,no/mois,νόμος,noun,kratu/nwn,κρατύνω,verb,u(perh/fanon,ὑπερήφανος,adjective,qeoi=s,θεός,noun,toi=s,ὁ,article,pa/ros,πάρος,preposition,e)ndei/knusin,ἐνδείκνυμι,verb,ai)xma/n,αἰχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/pasa,πρόπας,adjective,d',δέ,particle,h)/dh,ἤδη,adverb,stono/en,στονόεις,adjective,le/lake,λάσκω,verb,xw/ra,χώρα,noun,megalosxh/mona/,μεγαλοσχήμων,adjective,a)rxaiopreph=,ἀρχαιοπρεπής,adverb,ste/nousi,στένω,verb,ta\n,ὁ,article,sa\n,σάν,noun,cunomaimo/nwn,συνομαίμων,adjective,te,τε,particle,tima/n,τιμή,noun,o(po/soi,ὁπόσος,adjective,t',τε,particle,e)/poikon,ἔποικος,noun,a(gna=s,ἁγνός,adjective,*)asi/as,Ἄσιος,proper,e(/dos,ἕδος,noun,ne/montai,νέμω,verb,megalosto/noisi,μεγαλόστονος,adjective,soi=s,σός,adjective,ph/masi,πῆμα,adjective,sugka/mnousi,συγκάμνω,verb,qnatoi/,θνητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kolxi/dos,Κόλχος,proper,te,τε,particle,ga=s,γῆ,noun,e)/noikoi,ἔνοικος,adjective,parqe/noi,παρθένος,noun,ma/xas,μάχη,noun,a)/trestoi,ἄτρεστος,adjective,kai\,καί,conjunction,*sku/qhs,Σκύθης,proper,o(/milos,ὅμιλος,noun,oi(\,ἕ,pronoun,ga=s,γῆ,noun,e)/sxaton,σχέθω,verb,to/pon,τόπος,noun,a)mfi\,ἀμφί,preposition,*maiw=tin,Μαιώτης,proper,e)/xousi,ἔχω,verb,li/mnan,λίμνη,noun,t',τε,particle,a)/reion,ἄρειος,adjective,a)/nqos,ἄνθος,adjective,u(yi/krhmnon,ὑψίκρημνος,adjective,oi(\,ἕ,pronoun,po/lisma,πόλισμα,noun,*kauka/sou,Καύκασος,proper,pe/las,πέλας,adverb,ne/montai,νέμω,verb,da/ios,δάιος,adjective,strato/s,στρατός,noun,o)cuprw/|roisi,ὀξύπρῳρος,adjective,bre/mwn,βρέμω,verb,e)n,ἐν,preposition,ai)xmai=s,αἰχμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,ste/gwn,στέγω,verb,boa=|,βοάω,verb,de\,δέ,particle,po/ntios,πόντιος,adjective,klu/dwn,κλύδων,adjective,cumpi/tnwn,συμπίτνω,verb,ste/nei,στένω,verb,buqo/s,βυθός,noun,kelaino\s,κελαινός,adjective,d',δέ,particle,*)/aidos,Αἵδης,proper,u(pobre/mei,ὑποβρέμω,verb,muxo\s,μυχός,noun,ga=s,γῆ,noun,pagai/,πηγή,noun,q',τε,particle,a(gnoru/twn,ἁγνόρυτος,adjective,potamw=n,ποταμός,noun,ste/nousin,στένω,verb,a)/lgos,ἄλγος,noun,oi)ktro/n,οἰκτρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/,μή,conjunction,toi,τοι,particle,xlidh=|,χλιδή,noun,dokei=te,δοκέω,verb,mhd',μηδέ,particle,au)qadi/a|,αὐθαδία,noun,siga=n,σιγάω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunnoi/a|,σύννοια,noun,de\,δέ,particle,da/ptomai,δάπτω,verb,ke/ar,κῆρ,noun,o(rw=n,ὁράω,verb,e)mauto\n,ἐμαυτοῦ,pronoun,w(=de,ὧδε,adverb,prouselou/menon,προυσελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,qeoi=si,θεός,noun,toi=s,ὁ,article,ne/ois,νέος,adjective,tou/tois,οὗτος,pronoun,ge/ra,γέρας,adjective,ti/s,τίς,pronoun,a)/llos,ἄλλος,adjective,h)\,ἠέ,conjunction,'gw\,ἀγός,noun,pantelw=s,παντελής,adverb,diw/risen,διορίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,au)ta\,αὐτός,pronoun,sigw=,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei)dui/aisin,οἶδα,verb,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,le/goimi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta)n,ἐν,preposition,brotoi=s,βροτός,noun,de\,δέ,particle,ph/mata,πῆμα,adjective,a)kou/saq',ἀκούω,verb,w(/s,ὡς,conjunction,sfas,σφεῖς,pronoun,nhpi/ous,νήπιος,adjective,o)/ntas,εἰμί,verb,to\,ὁ,article,pri\n,πρίν,adverb,e)/nnous,ἔννους,adjective,e)/qhka,τίθημι,verb,kai\,καί,conjunction,frenw=n,φρήν,noun,e)phbo/lous,ἐπήβολος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/cw,λέγω,verb,de/,δέ,particle,me/myin,μέμψις,noun,ou)/tin',οὔτις,pronoun,a)nqrw/pois,ἄνθρωπος,noun,e)/xwn,ἔχω,verb,a)ll',ἀλλά,adverb,w(=n,ὅς,pronoun,de/dwk',δίδωμι,verb,eu)/noian,εὔνοια,noun,e)chgou/menos,ἐξηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,prw=ta,πρότερος,adjective,me\n,μέν,particle,ble/pontes,βλέπω,verb,e)/blepon,βλέπω,verb,ma/thn,μάτην,adverb,klu/ontes,κλύω,verb,ou)k,οὐ,adverb,h)/kouon,ἀκούω,verb,a)ll',ἀλλά,adverb,o)neira/twn,ὄνειρος,noun,a)li/gkioi,ἀλίγκιος,adjective,morfai=si,μορφή,noun,to\n,ὁ,article,makro\n,μακρός,adjective,bi/on,βίος,adjective,e)/furon,φύρω,verb,ei)kh=|,εἰκῇ,adverb,pa/nta,πᾶς,adjective,kou)/te,οὔτε,adverb,plinqufei=s,πλινθυφής,adjective,do/mous,δόμος,noun,prosei/lous,πρόσειλος,adjective,h)=|san,ἀείδω,verb,ou),οὐ,adverb,culourgi/an,ξυλουργία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katw/ruxes,κατῶρυξ,noun,d',δέ,particle,e)/naion,ναίω,verb,w(/st',ὥστε,conjunction,a)h/suroi,ἀήσυρος,adjective,mu/rmhkes,μύρμηξ,noun,a)/ntrwn,ἄντρον,noun,e)n,ἐν,preposition,muxoi=s,μυχός,noun,a)nhli/ois,ἀνήλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
