word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
*fanero\n,ou)=n,οὖν,particle,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,ta\s,ὁ,article,lu/seis,λύω,verb,tw=n,ὁ,article,mu/qwn,μῦθος,noun,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,dei=,δέομαι,verb,tou=,ὁ,article,mu/qou,μῦθος,noun,sumbai/nein,συμβαίνω,verb,kai\,καί,conjunction,mh\,μή,conjunction,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,th=|,ὁ,article,*mhdei/a|,Μήδειος,proper,a)po\,ἀπό,preposition,mhxanh=s,μηχανεύς,noun,kai\,καί,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,*)ilia/di,Ἰλιάς,proper,ta\,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,a)po/ploun,ἀπόπλοος,noun,a)lla\,ἀλλά,adverb,mhxanh=|,μηχανεύς,noun,xrhste/on,χρηστέον,adjective,e)pi\,ἐπί,preposition,ta\,ὁ,article,e)/cw,ἔξω,adverb,tou=,ὁ,article,dra/matos,δρᾶμα,noun,h)\,ἠέ,conjunction,o(/sa,ὅσος,adjective,pro\,πρό,preposition,tou=,ὁ,article,ge/gonen,γίγνομαι,verb,a(\,ὅς,pronoun,ou)x,οὐ,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,a)/nqrwpon,ἄνθρωπος,noun,ei)de/nai,οἶδα,verb,h)\,ἠέ,conjunction,o(/sa,ὅσος,adjective,u(/steron,ὕστερος,adjective,φανερός,adjective,a(\,ὅς,pronoun,dei=tai,δέομαι,verb,proagoreu/sews,προαγόρευσις,noun,kai\,καί,conjunction,a)ggeli/as,ἀγγελία,noun,a(/panta,ἅπας,adjective,ga\r,γάρ,particle,a)podi/domen,ἀποδίδωμι,verb,toi=s,ὁ,article,qeoi=s,θεός,noun,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/alogon,de\,δέ,particle,mhde\n,μηδείς,pronoun,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,toi=s,ὁ,article,pra/gmasin,πρᾶγμα,noun,ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,e)/cw,ἔξω,adverb,th=s,ὁ,article,tragw|di/as,τραγῳδία,noun,oi(=on,οἷος,adjective,ta\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,*oi)di/podi,Οἰδίπους,proper,tw=|,ὁ,article,*sofokle/ous,Σοφοκλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλογος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epei\,de\,δέ,particle,mi/mhsi/s,μίμησις,noun,e)stin,εἰμί,verb,h(,ὁ,article,tragw|di/a,τραγῳδία,noun,beltio/nwn,βελτίων,adverb,h(ma=s,ἐγώ,pronoun,dei=,δέομαι,verb,mimei=sqai,μιμέομαι,verb,tou\s,ὁ,article,a)gaqou\s,ἀγαθός,adjective,ei)konogra/fous,εἰκονογράφος,adjective,kai\,καί,conjunction,ga\r,γάρ,particle,e)kei=noi,ἐκεῖνος,pronoun,a)podido/ntes,ἀποδίδωμι,verb,th\n,ὁ,article,i)di/an,ἴδιος,adjective,morfh/n,μορφή,noun,o(moi/ous,ὅμοιος,adjective,poiou=ntes,ποιέω,verb,kalli/ous,καλλίων,adverb,gra/fousin,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπεί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(/tw,kai\,καί,conjunction,to\n,ὁ,article,poihth\n,ποιητής,noun,mimou/menon,μιμέομαι,verb,kai\,καί,conjunction,o)rgi/lous,ὀργίλος,adjective,kai\,καί,conjunction,r(a|qu/mous,ῥάθυμος,adverb,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,e)/xontas,ἔχω,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,h)qw=n,ἦθος,adjective,e)pieikei/as,ἐπιείκεια,noun,poiei=n,ποιέω,verb,para/deigma,παράδειγμα,noun,h)\,ἠέ,conjunction,sklhro/thtos,σκληρότης,noun,dei=,δέομαι,verb,oi(=on,οἷος,adjective,to\n,ὁ,article,*)axille/a,Ἀχιλλεύς,proper,*)aga/qwn,Ἀγάθων,proper,kai\,καί,conjunction,*(/omhros,Ὅμηρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,dh\,δή,particle,dei=,δέομαι,verb,diathrei=n,διατηρέω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,tou/tois,οὗτος,pronoun,ta\,ὁ,article,para\,παρά,preposition,ta\s,ὁ,article,e)c,ἐκ,preposition,a)na/gkhs,ἀνάγκη,noun,a)kolouqou/sas,ἀκολουθέω,verb,ai)sqh/seis,αἴσθησις,noun,th=|,ὁ,article,poihtikh=|,ποιητικός,adjective,kai\,καί,conjunction,ga\r,γάρ,particle,kat',κατά,preposition,au)ta\s,αὐτός,pronoun,e)/stin,εἰμί,verb,a(marta/nein,ἁμαρτάνω,verb,polla/kis,πολλάκις,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ei)/rhtai,de\,δέ,particle,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,e)n,ἐν,preposition,toi=s,ὁ,article,e)kdedome/nois,ἐκδίδωμι,verb,lo/gois,λόγος,noun,i(kanw=s,ἱκανός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anagnw/risis,de\,δέ,particle,ti/,τίς,pronoun,me/n,μέν,particle,e)stin,εἰμί,verb,ei)/rhtai,ἔρομαι,verb,pro/teron,πρότερος,adjective,ei)/dh,εἶδος,noun,de\,δέ,particle,a)nagnwri/sews,ἀναγνώρισις,noun,prw/th,πρότερος,adjective,me\n,μέν,particle,h(,ὁ,article,a)texnota/th,ἄτεχνος,adverb,kai\,καί,conjunction,h(=|,ὅς,pronoun,plei=stoi,πλεῖστος,adjective,xrw=ntai,χράομαι,verb,di',διά,preposition,a)pori/an,ἀπορία,noun,h(,ὁ,article,dia\,διά,preposition,tw=n,ὁ,article,shmei/wn,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναγνώρισις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tou/twn,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,su/mfuta,σύμφυτον,noun,oi(=on,οἷος,adjective,lo/gxhn,λόγχη,noun,h(\n,ὅς,pronoun,forou=si,φορέω,verb,*ghgenei=s,γηγενής,adjective,h)\,ἠέ,conjunction,a)ste/ras,ἀστήρ,noun,oi(/ous,οἷος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,*que/sth|,Θυέστης,proper,*karki/nos,Καρκίνος,proper,ta\,ὁ,article,de\,δέ,particle,e)pi/kthta,ἐπίκτητος,adjective,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,ta\,ὁ,article,me\n,μέν,particle,e)n,ἐν,preposition,tw=|,ὁ,article,sw/mati,σῶμα,adjective,oi(=on,οἷος,adjective,ou)lai/,οὐλαί,noun,ta\,ὁ,article,de\,δέ,particle,e)kto/s,ἐκτός,adverb,ta\,ὁ,article,peride/raia,περιδέραιος,adjective,kai\,καί,conjunction,oi(=on,οἷος,adjective,e)n,ἐν,preposition,th=|,ὁ,article,*turoi=,Τυρώ,proper,dia\,διά,preposition,th=s,ὁ,article,ska/fhs,σκάφη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,de\,δέ,particle,kai\,καί,conjunction,tou/tois,οὗτος,pronoun,xrh=sqai,χράομαι,verb,h)\,ἠέ,conjunction,be/ltion,βελτίων,adverb,h)\,ἠέ,conjunction,xei=ron,χείρων,adverb,oi(=on,οἷος,adjective,*)odusseu\s,Ὀδυσσεύς,proper,dia\,διά,preposition,th=s,ὁ,article,ou)lh=s,οὐλή,noun,a)/llws,ἄλλως,adverb,a)negnwri/sqh,ἀναγνωρίζω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,trofou=,τροφός,noun,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,u(po\,ὑπό,preposition,tw=n,ὁ,article,subotw=n,συβότης,noun,ei)si\,εἰμί,verb,ga\r,γάρ,particle,ai(,ὁ,article,me\n,μέν,particle,pi/stews,πίστις,noun,e(/neka,ἕνεκα,preposition,a)texno/terai,ἄτεχνος,adverb,kai\,καί,conjunction,ai(,ὁ,article,toiau=tai,τοιοῦτος,adjective,pa=sai,πᾶς,adjective,ai(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,peripetei/as,περιπέτεια,noun,w(/sper,ὥσπερ,adverb,h(,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,*ni/ptrois,νίπτρον,noun,belti/ous,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*deu/terai,de\,δέ,particle,ai(,ὁ,article,pepoihme/nai,ποιέω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,poihtou=,ποιητής,noun,dio\,διό,conjunction,a)/texnoi,ἄτεχνος,adverb,oi(=on,οἷος,adjective,*)ore/sths,Ὀρέστης,proper,e)n,ἐν,preposition,th=|,ὁ,article,*)ifigenei/a|,ἰφιγένεια,adjective,a)negnw/rise,ἀναγνωρίζω,verb,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,a)nagnwrisqei\s,ἀναγνωρίζω,verb,u(p',ὑπό,preposition,e)kei/nhs,ἐκεῖνος,pronoun,e)kei/nh,ἐκεῖνος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,dia\,διά,preposition,th=s,ὁ,article,e)pistolh=s,ἐπιστολεύς,noun,e)kei=nos,ἐκεῖνος,pronoun,de\,δέ,particle,dia\,διά,preposition,shmei/wn,σημεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,ou)=n,οὖν,particle,au)to\s,αὐτός,pronoun,le/gei,λέγω,verb,a(\,ὅς,pronoun,bou/letai,βούλομαι,verb,o(,ὁ,article,poihth/s,ποιητής,noun,a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,o(,ὁ,article,mu=qos,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio\,e)ggu\s,ἐγγύς,adverb,th=s,ὁ,article,ei)rhme/nhs,ἐρῶ,verb,a(marti/as,ἁμαρτία,noun,e)sti/n,εἰμί,verb,e)ch=n,ἔξεστι,verb,ga\r,γάρ,particle,a)\n,ἄν,particle,e)/nia,ἔνιοι,adjective,kai\,καί,conjunction,e)negkei=n,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διό,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,e)n,ἐν,preposition,tw=|,ὁ,article,*sofokle/ous,Σοφοκλέης,proper,*threi=,Τηρεύς,proper,h(,ὁ,article,th=s,ὁ,article,kerki/dos,κερκίς,noun,fwnh/,φωνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tri/th,de\,δέ,particle,h(,ὁ,article,dia\,διά,preposition,mnh/mhs,μνήμη,noun,tw=|,τίς,pronoun,ai)sqe/sqai,αἰσθάνομαι,verb,ti,τις,pronoun,i)do/nta,εἶδον,verb,w(/sper,ὥσπερ,adverb,h(,ὁ,article,e)n,ἐν,preposition,*kupri/ois,Κύπρια,proper,toi=s,ὁ,article,*dikaioge/nous,,,i)dw\n,εἶδον,verb,ga\r,γάρ,particle,th\n,ὁ,article,grafh\n,γραφή,noun,e)/klausen,κλαίω,verb,kai\,καί,conjunction,h(,ὁ,article,e)n,ἐν,preposition,*)alki/nou,Ἀλκίνοος,proper,a)polo/gw|,ἀπόλογος,noun,a)kou/wn,ἀκούω,verb,ga\r,γάρ,particle,tou=,ὁ,article,kiqaristou=,κιθαριστής,noun,kai\,καί,conjunction,mnhsqei\s,μιμνήσκω,verb,e)da/krusen,δακρύω,verb,o(/qen,ὅθεν,adverb,a)negnwri/sqhsan,ἀναγνωρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρίτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*teta/rth,de\,δέ,particle,h(,ὁ,article,e)k,ἐκ,preposition,sullogismou=,συλλογισμός,noun,oi(=on,οἷος,adjective,e)n,ἐν,preposition,*xohfo/rois,Χοηφόρος,proper,o(/ti,ὅστις,pronoun,o(/moio/s,ὅμοιος,adjective,tis,τις,pronoun,e)lh/luqen,ἔρχομαι,verb,o(/moios,ὅμοιος,adjective,de\,δέ,particle,ou)qei\s,οὐδείς,pronoun,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,*)ore/sths,Ὀρέστης,proper,ou(=tos,οὗτος,pronoun,a)/ra,ἄρος,adjective,e)lh/luqen,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέταρτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,h(,ὁ,article,*poluei/dou,Πολύειδον,proper,tou=,ὁ,article,sofistou=,σοφιστής,noun,peri\,περί,preposition,th=s,ὁ,article,*)ifigenei/as,ἰφιγένεια,adjective,ei)ko\s,ἔοικα,verb,ga\r,γάρ,particle,to\n,ὁ,article,*)ore/sthn,Ὀρέστης,proper,sullogi/sasqai,συλλογίζομαι,verb,o(/ti,ὅστις,pronoun,h(/,ὅς,pronoun,t',τε,particle,a)delfh\,ἀδελφή,noun,e)tu/qh,θύω,verb,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,sumbai/nei,συμβαίνω,verb,qu/esqai,θύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,h(,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,tou=,ὁ,article,qeode/ktou,,,*tudei=,Τυδεύς,proper,o(/ti,ὅστις,pronoun,e)lqw\n,ἔρχομαι,verb,w(s,ὡς,conjunction,eu(rh/swn,εὑρίσκω,verb,ui(o\n,υἱός,noun,au)to\s,αὐτός,pronoun,a)po/llutai,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,h(,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,*finei/dais,,,i)dou=sai,εἶδον,verb,ga\r,γάρ,particle,to\n,ὁ,article,to/pon,τόπος,noun,sunelogi/santo,συλλογίζομαι,verb,th\n,ὁ,article,ei(marme/nhn,μείρομαι,verb,o(/ti,ὅστις,pronoun,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,ei(/marto,μείρομαι,verb,a)poqanei=n,ἀποθνήσκω,verb,au)tai=s,αὐτός,pronoun,kai\,καί,conjunction,ga\r,γάρ,particle,e)cete/qhsan,ἐκτίθημι,verb,e)ntau=qa,ἐνταῦθα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,de/,δέ,particle,tis,τις,pronoun,kai\,καί,conjunction,sunqeth\,σύνθετος,adjective,e)k,ἐκ,preposition,paralogismou=,παραλογισμός,noun,tou=,ὁ,article,qea/trou,θέατρον,noun,oi(=on,οἷος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,*)odussei=,Ὀδυσσεύς,proper,tw=|,ὁ,article,yeudagge/lw|,ψευδάγγελος,adjective,to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,to/con,τόξον,noun,e)/fh,φημί,verb,gnw/sesqai,γιγνώσκω,verb,o(\,ὅς,pronoun,ou)x,οὐ,adverb,e(wra/kei,ὁράω,verb,o(,ὁ,article,de/,δέ,particle,w(s,ὡς,conjunction,di',διά,preposition,e)kei/nou,ἐκεῖνος,pronoun,a)nagnwriou=ntos,ἀναγνωρίζω,verb,dia\,διά,preposition,tou/tou,οὗτος,pronoun,e)poi/hse,ποιέω,verb,paralogismo/n,παραλογισμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
