word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form
nu=n,νῦν,adverb,d',o(,ὁ,article,me\n,μέν,particle,a)rsenikw=|,ἀρσενικόν,noun,qe/retai,θέρω,verb,puri/,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,talai/nhs,τάλας,adjective,nu/mfhs,νύμφη,noun,w(s,ὡς,conjunction,*megare/wn,Μεγάρη,proper,ou),οὐ,adverb,lo/gos,λόγος,noun,ou)d',οὐδέ,particle,a)riqmo/s,ἀριθμός,adjective,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=xon,ἔχω,verb,a)po\,smikrw=n,μικρός,adjective,o)li/gon,ὀλίγος,adjective,bi/on,βίος,adjective,ou)/te,οὔτε,adverb,ti,τις,pronoun,deino\n,δεινός,adjective,r(e/zwn,ῥέζω,verb,ou)/t',οὔτε,adverb,a)dikw=n,ou)de/na,οὐδείς,pronoun,,,,,,,,,,,,,,ἀπό,preposition,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gai=a,γαῖα,noun,fi/lh,*miku/los,,,ei)/,εἰ,conjunction,ti,τις,pronoun,ponhro\n,πονηρός,adjective,e)ph/|nesa,ἐπαινέω,verb,mh/te,μήτε,particle,su\,σύ,pronoun,kou/fh,κοῦφος,adjective,gi/neo,mh/t',μήτε,particle,a)/lloi,ἄλλος,adjective,dai/mones,oi)/,ὄις,noun,m',ἐγώ,pronoun,e)/xete,ἔχω,verb,φίλος,adjective,γίγνομαι,verb,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=xon,ἔχω,verb,a)po\,smikrw=n,μικρός,adjective,o)li/gon,ὀλίγος,adjective,bi/on,βίος,adjective,ou)/te,οὔτε,adverb,ti,τις,pronoun,deino\n,δεινός,adjective,r(e/zwn,ῥέζω,verb,ou)/t',οὔτε,adverb,a)dikw=n,ou)de/na,οὐδείς,pronoun,,,,,,,,,,,,,,ἀπό,preposition,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gai=a,γαῖα,noun,fi/lh,*miku/los,,,ei)/,εἰ,conjunction,ti,τις,pronoun,ponhro\n,πονηρός,adjective,e)ph/|nesa,ἐπαινέω,verb,mh/te,μήτε,particle,su\,σύ,pronoun,kou/fh,κοῦφος,adjective,gi/neo,mh/t',μήτε,particle,a)/lloi,ἄλλος,adjective,dai/mones,oi)/,ὄις,noun,m',ἐγώ,pronoun,e)/xete,ἔχω,verb,φίλος,adjective,γίγνομαι,verb,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hsio/dou,Ἡσίοδος,proper,to/,t',τε,particle,a)/eisma,ἄεισμα,noun,kai\,καί,conjunction,o(,ὁ,article,tro/pos,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,to\n,a)oido\n,ἀοιδός,noun,e)/sxaton,σχέθω,verb,a)ll',ἀλλά,adverb,o)kne/w,ὀκνέω,verb,mh\,μή,conjunction,to\,ὁ,article,melixro/taton,μελιχρός,adjective,tw=n,ὁ,article,e)pe/wn,o(,ὁ,article,*soleu\s,,,a)pema/zato,,,,,,,,,,ὁ,article,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai/rete,χαίρω,verb,leptai\,r(h/sies,ῥῆσις,noun,*)arh/tou,Ἄρητος,proper,su/ntonos,σύντονος,adjective,a)grupni/h,ἀγρυπνία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hsio/dou,Ἡσίοδος,proper,to/,t',τε,particle,a)/eisma,ἄεισμα,noun,kai\,καί,conjunction,o(,ὁ,article,tro/pos,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,to\n,a)oido\n,ἀοιδός,noun,e)/sxaton,σχέθω,verb,a)ll',ἀλλά,adverb,o)kne/w,ὀκνέω,verb,mh\,μή,conjunction,to\,ὁ,article,melixro/taton,μελιχρός,adjective,tw=n,ὁ,article,e)pe/wn,o(,ὁ,article,*soleu\s,,,a)pema/zato,,,,,,,,,,ὁ,article,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai/rete,χαίρω,verb,leptai\,r(h/sies,ῥῆσις,noun,*)arh/tou,Ἄρητος,proper,su/ntonos,σύντονος,adjective,a)grupni/h,ἀγρυπνία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)xqai/rw,ἐχθαίρω,verb,to/,poi/hma,ποίημα,noun,to\,ὁ,article,kukliko/n,κυκλικός,adjective,ou)de\,οὐδέ,particle,keleu/qw|,κέλευθος,noun,xai/rw,χαίρω,verb,ti/s,τίς,pronoun,pollou\s,πολύς,adjective,w(=de,fe/rei,φέρω,verb,misw=,μισέω,verb,kai\,peri/foiton,περίφοιτος,adjective,e)rw/menon,ἐράομαι,verb,ou)d',οὐδέ,particle,ὁ,article,ὧδε,adverb,καί,conjunction,a)po\,ἀπό,preposition,krh/nhs,κρήνη,noun,pi/nw,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sikxai/nw,,,pa/nta,ta\,ὁ,article,dhmo/sia,δημόσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lusani/h,Λυσανίας,proper,su\,de\,δέ,particle,naixi\,,,kalo\s,καλός,noun,kalo/s,καλός,noun,a)lla\,ἀλλά,adverb,pri\n,πρίν,adverb,ei)pei=n,εἶπον,verb,tou=to,οὗτος,pronoun,safw=s,*)hxw/,Ἠχώ,proper,fhsi/,φημί,verb,tis,a)/llos,ἄλλος,adjective,e)/xei,ἔχω,verb,,,,σύ,pronoun,σαφής,adverb,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)xqai/rw,ἐχθαίρω,verb,to/,poi/hma,ποίημα,noun,to\,ὁ,article,kukliko/n,κυκλικός,adjective,ou)de\,οὐδέ,particle,keleu/qw|,κέλευθος,noun,xai/rw,χαίρω,verb,ti/s,τίς,pronoun,pollou\s,πολύς,adjective,w(=de,fe/rei,φέρω,verb,misw=,μισέω,verb,kai\,peri/foiton,περίφοιτος,adjective,e)rw/menon,ἐράομαι,verb,ou)d',οὐδέ,particle,ὁ,article,ὧδε,adverb,καί,conjunction,a)po\,ἀπό,preposition,krh/nhs,κρήνη,noun,pi/nw,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sikxai/nw,,,pa/nta,ta\,ὁ,article,dhmo/sia,δημόσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lusani/h,Λυσανίας,proper,su\,de\,δέ,particle,naixi\,,,kalo\s,καλός,noun,kalo/s,καλός,noun,a)lla\,ἀλλά,adverb,pri\n,πρίν,adverb,ei)pei=n,εἶπον,verb,tou=to,οὗτος,pronoun,safw=s,*)hxw/,Ἠχώ,proper,fhsi/,φημί,verb,tis,a)/llos,ἄλλος,adjective,e)/xei,ἔχω,verb,,,,σύ,pronoun,σαφής,adverb,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gxei,ἔγχος,noun,kai\,pa/lin,πάλιν,adverb,ei)pe\,εἶπον,verb,*diokle/os,Διοκλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,*)axelw=|os,kei/nou,ἐκεῖνος,pronoun,tw=n,ὁ,article,i(erw=n,ἱερά,noun,ai)sqa/netai,αἰσθάνομαι,verb,kua/qwn,κύαθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀχελῷος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo\s,καλός,noun,o(,pai=s,πᾶς,adjective,*)axelw=|e,Ἀχελῷος,proper,li/hn,λίαν,adverb,kalo/s,καλός,noun,ei),εἰ,conjunction,de/,δέ,particle,tis,τις,pronoun,ou)xi\,οὐ,adverb,fhsi/n,e)pistai/mhn,ἐφίστημι,verb,mou=nos,μόνος,adjective,e)gw\,ta\,ὁ,article,kala/,καλός,noun,,,,ὁ,article,φημί,verb,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gxei,ἔγχος,noun,kai\,pa/lin,πάλιν,adverb,ei)pe\,εἶπον,verb,*diokle/os,Διοκλέης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,*)axelw=|os,kei/nou,ἐκεῖνος,pronoun,tw=n,ὁ,article,i(erw=n,ἱερά,noun,ai)sqa/netai,αἰσθάνομαι,verb,kua/qwn,κύαθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀχελῷος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo\s,καλός,noun,o(,pai=s,πᾶς,adjective,*)axelw=|e,Ἀχελῷος,proper,li/hn,λίαν,adverb,kalo/s,καλός,noun,ei),εἰ,conjunction,de/,δέ,particle,tis,τις,pronoun,ou)xi\,οὐ,adverb,fhsi/n,e)pistai/mhn,ἐφίστημι,verb,mou=nos,μόνος,adjective,e)gw\,ta\,ὁ,article,kala/,καλός,noun,,,,ὁ,article,φημί,verb,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qessalike\,Θεσσαλικός,adjective,*kleo/nike,ta/lan,τάλας,adjective,ta/lan,τάλας,adjective,ou),οὐ,adverb,ma\,μά,particle,to\n,ὁ,article,o)cu\n,ὀξύς,adjective,h(/lion,ἥλιος,noun,ou)k,οὐ,adverb,e)/gnwn,,,,,,,,,,,,,,,,,Κλεόνικος,proper,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxe/tlie,σχέτλιος,adjective,pou=,ge/gonas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πού,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ste/a,ὀστέον,noun,soi\,kai\,καί,conjunction,mou=non,μόνος,adjective,e)/ti,ἔτι,adverb,tri/xes,θρίξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(a/,se,σύ,pronoun,dai/mwn,δαίμων,adjective,ou(mo\s,ἐμός,adjective,e)/xei,ἔχω,verb,xaleph=|,χαλεπός,adjective,d',δέ,particle,h)/nteo,ἄντομαι,verb,qeumori/h|,θεομορία,noun,,,,,,,,,,,,,,,,,,ἄρα,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)ci/qeo/s,Εὐξίθεος,proper,se,sunh/rpase,συναρπάζω,verb,kai\,καί,conjunction,su\,σύ,pronoun,ga\r,γάρ,particle,e)lqw\n,ἔρχομαι,verb,to\n,ὁ,article,kalo/n,καλός,noun,w)=,ὦ,interjection,moxqh/r',e)/blepes,βλέπω,verb,a)mfote/rois,ἀμφότερος,adjective,,,,,,,,,,,σύ,pronoun,μοχθηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qessalike\,Θεσσαλικός,adjective,*kleo/nike,ta/lan,τάλας,adjective,ta/lan,τάλας,adjective,ou),οὐ,adverb,ma\,μά,particle,to\n,ὁ,article,o)cu\n,ὀξύς,adjective,h(/lion,ἥλιος,noun,ou)k,οὐ,adverb,e)/gnwn,,,,,,,,,,,,,,,,,Κλεόνικος,proper,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxe/tlie,σχέτλιος,adjective,pou=,ge/gonas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πού,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ste/a,ὀστέον,noun,soi\,kai\,καί,conjunction,mou=non,μόνος,adjective,e)/ti,ἔτι,adverb,tri/xes,θρίξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(a/,se,σύ,pronoun,dai/mwn,δαίμων,adjective,ou(mo\s,ἐμός,adjective,e)/xei,ἔχω,verb,xaleph=|,χαλεπός,adjective,d',δέ,particle,h)/nteo,ἄντομαι,verb,qeumori/h|,θεομορία,noun,,,,,,,,,,,,,,,,,,ἄρα,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eu)ci/qeo/s,Εὐξίθεος,proper,se,sunh/rpase,συναρπάζω,verb,kai\,καί,conjunction,su\,σύ,pronoun,ga\r,γάρ,particle,e)lqw\n,ἔρχομαι,verb,to\n,ὁ,article,kalo/n,καλός,noun,w)=,ὦ,interjection,moxqh/r',e)/blepes,βλέπω,verb,a)mfote/rois,ἀμφότερος,adjective,,,,,,,,,,,σύ,pronoun,μοχθηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(wgreuth/s,,,*)epi/kudes,e)n,ἐν,preposition,ou)/resi,ὄρος,adjective,pa/nta,πᾶς,adjective,lagwo\n,λαγῶς,noun,difa=|,διφάω,verb,kai\,καί,conjunction,pa/shs,πᾶς,adjective,i)/xnia,ἴχνιον,noun,dorkali/dos,stei/bh|,,,kai\,καί,conjunction,nifetw=|,kexrhme/nos,χράω,verb,h)\n,ἐάν,conjunction,de/,δέ,particle,Ἐπικύδης,proper,δορκαλίς,noun,νιφετός,noun,tis,τις,pronoun,ei)/ph|,εἶπον,verb,th=,τῆ,verb,to/de,ὅδε,pronoun,be/blhtai,βάλλω,verb,qhri/on,θηρίον,noun,ou)k,οὐ,adverb,e)/laben,λάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xou)mo\s,,,e)/rws,toio/sde,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
