word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/1/lemma/@_entry,word/1/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/59/lemma/@_entry,word/59/lemma/@_POS,word/73/lemma/@_entry,word/73/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
di/dwsi,δίδωμι,verb,d',o(/mws,ὅμως,conjunction,peri\,περί,preposition,pollou=,πολύς,adjective,poiou/menos,ποιέω,verb,u(ma=s,σύ,pronoun,te,τε,particle,kai\,καί,conjunction,do/can,δόξα,noun,a)gaqh/n,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kteinan,ἐκτείνω,verb,d',oi(,ὁ,article,*do/lopes,Δόλοψ,proper,oi(/de,ὅδε,pronoun,to\n,ὁ,article,h(gou/menon,ἡγέομαι,verb,au)tw=n,αὐτός,pronoun,ai)kisa/menoi,αἰκίζομαι,verb,kai\,καί,conjunction,zhtei=,ζητέω,verb,*perseu\s,Περσεύς,proper,ti/,τίς,pronoun,a)\n,ἄν,particle,u(mei=s,σύ,pronoun,e)dra/sate,δράω,verb,tou\s,ὁ,article,u(phko/ous,ὑπήκοος,adjective,toiau=ta,τοιοῦτος,adjective,pra/cantas,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,*)arqe/tauro/n,tines,τις,pronoun,a)nelontes,,,e)n,ἐν,preposition,*makedoni/a|,Μακεδονία,proper,die/tribon,διατρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koinw=|,κοινός,adjective,ge,pa/ntwn,πᾶς,adjective,a)nqrw/pwn,ἄνθρωπος,noun,no/mw|,νόμος,noun,kaqa\,καθά,adverb,kai\,καί,conjunction,u(mei=s,σύ,pronoun,tou\s,ὁ,article,e(te/rwqen,ἑτέρωθεν,adverb,feu/gontas,φεύγω,verb,u(pode/xesqe,ὑποδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maqw\n,μανθάνω,verb,de\,kai\,καί,conjunction,tou=q',οὗτος,pronoun,o(/ti,ὅστις,pronoun,e)/gklhma,ἔγκλημα,noun,poiei=sqe,ποιέω,verb,e)cekh/rucen,ἐκκηρύσσω,verb,au)tou\s,αὐτός,pronoun,th=s,ὁ,article,a)rxh=s,ἀρχή,noun,o(/lhs,ὅλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*buzanti/ois,Βυζάντιος,proper,de\,kai\,καί,conjunction,*ai)twloi=s,Αἰτωλός,proper,kai\,καί,conjunction,*boiwtoi=s,Βοιωτός,proper,ou),οὐ,adverb,kaq',κατά,preposition,u(mw=n,σύ,pronoun,a)lla\,ἀλλά,adverb,kaq',κατά,preposition,e(te/rwn,ἕτερος,adjective,sunema/xhsen,συμμαχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,pa/lai,πάλαι,adverb,u(mi=n,σύ,pronoun,h(me/tepoi,,,pre/sbeis,πρέσβις,noun,e)mh/nuon,μηνύω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)me/mfesqe,μέμφομαι,verb,me/xri,μέχρι,preposition,th=s,ὁ,article,*eu)me/nous,Εὐμένης,proper,diabolh=s,διαβολή,noun,h(\n,ὅς,pronoun,ou)k,οὐ,adverb,ei)a/sate,ἀίω,verb,tou\s,ὁ,article,h(mete/rous,ἡμέτερος,adjective,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,o)/yin,ὄψις,noun,au)to\n,αὐτός,pronoun,e)le/gcai,ἐλέγχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,th\n,e)piboulh\n,ἐπιβουλή,noun,th\n,ὁ,article,e)n,ἐν,preposition,*delfoi=s,Δελφοί,proper,au)tw=|,αὐτός,pronoun,genome/nhn,γίγνομαι,verb,prosgra/fete,προσγράφω,verb,*persei=,Περσεύς,proper,po/swn,πόσος,adjective,*(ellh/nwn,Ἕλλην,proper,po/swn,πόσος,adjective,de\,δέ,particle,barba/rwn,βάρβαρος,adjective,kat',κατά,preposition,*eu)me/nous,Εὐμένης,proper,presbeusa/ntwn,πρεσβεύω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,oi(=s,ὅς,pronoun,pa=sin,πᾶς,adjective,e)xqro/s,ἐχθρός,adjective,e)sti,εἰμί,verb,toiou=tos,τοιοῦτος,adjective,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ere/nnion,,,de\,to\n,ὁ,article,e)n,ἐν,preposition,*brentesi/w|,Βρεντέσιον,proper,ti/s,τίς,pronoun,a)\n,ἄν,particle,pisteu/seien,πιστεύω,verb,o(/ti,ὅστις,pronoun,*perseu/s,Περσεύς,proper,*(rwmai=on,,,o)/nta,εἰμί,verb,kai\,καί,conjunction,fi/lon,φίλος,adjective,u(me/teron,ὑμέτερος,adjective,kai\,καί,conjunction,pro/cenon,πρόξενος,noun,ei)/lhfen,λαμβάνω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,th=s,ὁ,article,boulh=s,βουλεύς,noun,farmakei/an,φαρμακεία,noun,w(s,ὡς,conjunction,a)nalw=sai,ἀναλίσκω,verb,th\n,ὁ,article,su/gklhton,σύγκλητος,adjective,di',διά,preposition,au)tou=,αὐτός,pronoun,duna/menos,δύναμαι,verb,h)\,ἠέ,conjunction,tou\s,ὁ,article,u(poloi/pous,ὑπόλοιπος,adjective,eu)meneste/rous,εὐμενής,adverb,e(/cwn,ἔχω,verb,dia\,διά,preposition,tou\s,ὁ,article,a)nairoume/nous,ἀναιρέω,verb,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,*)ere/nnios,me\n,μέν,particle,e)yeu/sato,ψεύδω,verb,toi=s,ὁ,article,e)pitri/bousin,ἐπιτρίβω,verb,e)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,u(ma=s,σύ,pronoun,pro/fasin,πρόφασις,noun,eu)sxh/mona,εὐσχήμων,adjective,didou/s,δίδωμι,verb,*eu)me/nhs,Εὐμενέω,verb,d',δέ,particle,u(p',ὑπό,preposition,e)/xqras,ἔχθρα,noun,te,τε,particle,kai\,καί,conjunction,fqo/nou,φθόνος,noun,kai\,καί,conjunction,de/ous,δέος,noun,ou)de\,οὐδέ,particle,tau=t',οὗτος,pronoun,w)/knhsen,ὀκνέω,verb,e)gkale/sai,ἐγκαλέω,verb,*persei=,Περσεύς,proper,o(/ti,ὅστις,pronoun,polloi=s,πολύς,adjective,e)/qnesi,ἔθνος,adjective,kexarisme/nos,χαρίζομαι,verb,kai\,καί,conjunction,file/llhn,φιλέλλην,noun,kai\,καί,conjunction,swfro/nws,σώφρων,noun,a)nti\,ἀντί,preposition,me/qhs,μέθη,noun,kai\,καί,conjunction,trufh=s,τρυφή,noun,a)/rxei,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=q',u(mei=s,σύ,pronoun,au)tou=,αὐτός,pronoun,le/gontos,λέγω,verb,u(pe/sthte,ὑφίστημι,verb,a)kroa/sasqai,ἀκροάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga/rtoi,τοιγάρ,particle,th\n,e)kei/nou,ἐκεῖνος,pronoun,diabolh\n,διαβολή,noun,au)/cete,αὐξάνω,verb,kaq',κατά,preposition,u(mw=n,σύ,pronoun,w(s,ὡς,conjunction,ou),οὐ,adverb,fe/rontes,φέρω,verb,sw/fronas,σώφρων,noun,kai\,καί,conjunction,dikai/ous,δίκαιος,adjective,kai\,καί,conjunction,filopo/nous,φιλόπονος,adjective,gei/tonas,γείτων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*perseu\s,Περσεύς,proper,d',*)ere/nnion,,,me\n,μέν,particle,kai\,καί,conjunction,*eu)me/nh,Εὐμενέω,verb,kai\,καί,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,a)/llos,ἄλλος,adjective,e)qe/loi,ἐθέλω,verb,prokalei=tai,προκαλέω,verb,par',παρά,preposition,u(mi=n,σύ,pronoun,e)s,εἰς,preposition,e)ce/tasin,ἐξέτασις,noun,kai\,καί,conjunction,kri/sin,κρίσις,adjective,u(ma=s,σύ,pronoun,d',δέ,particle,a)namimnh/skei,ἀναμιμνήσκω,verb,me\n,μέν,particle,th=s,ὁ,article,e)s,εἰς,preposition,*)anti/oxon,Ἀντίοχος,proper,to\n,ὁ,article,me/gan,μέγας,adverb,tou=,ὁ,article,patro\s,πατήρ,noun,e(autou=,ἑαυτοῦ,pronoun,proqumi/as,προθυμία,noun,kai\,καί,conjunction,bohqei/as,βοήθεια,noun,h(=s,ὅς,pronoun,e)pigignome/nhs,ἐπιγίγνομαι,verb,kalw=s,καλός,noun,h)|sqa/nesqe,αἰσθάνομαι,verb,ai)sxro\n,αἰσχρός,adjective,de\,δέ,particle,parelqou/shs,παρέρχομαι,verb,δέ,particle,e)pilaqe/sqai,ἐπιλανθάνομαι,verb,profe/rei,προφέρω,verb,de\,δέ,particle,sunqh/kas,συνθήκη,noun,patrw/|as,πατρῷος,adjective,te,τε,particle,kai\,καί,conjunction,i)di/as,ἴδιος,adjective,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,u(mi=n,σύ,pronoun,genome/nas,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)pi\,toi=sde,ὅδε,pronoun,ou)k,οὐ,adverb,o)knei=,ὀκνέω,verb,kai\,καί,conjunction,parakalei=n,παρακαλέω,verb,u(ma=s,σύ,pronoun,qeou\s,θεός,noun,ou(\s,ὅς,pronoun,w)mo/sate,ὄμνυμι,verb,ai)dei=sqai,αἰδέομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,pole/mou,πόλεμος,noun,kata/rxein,κατάρχω,verb,a)di/kws,ἄδικος,adjective,e)s,εἰς,preposition,fi/lous,φῖλος,noun,mhd',μηδέ,particle,e)/gklhma,ἔγκλημα,noun,poiei=sqai,ποιέω,verb,geitni/asin,γειτνίασις,noun,kai\,καί,conjunction,swfrosu/nhn,σωφροσύνη,noun,kai\,καί,conjunction,paraskeuh/n,παρασκευή,noun,ou),οὐ,adverb,ga\r,γάρ,particle,a)/cion,ἄξιος,adjective,w(s,ὡς,conjunction,*eu)me/nous,Εὐμένης,proper,kai\,καί,conjunction,u(mw=n,σύ,pronoun,a(/ptesqai,ἅπτω,verb,fqo/non,φθόνος,noun,h)\,ἠέ,conjunction,fo/bon,φόβος,noun,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,e)nanti/on,ἐναντίον,adverb,e)sti\,εἰμί,verb,sw=fron,σώφρων,noun,fei/desqai,φείδομαι,verb,geito/nwn,γείτων,noun,e)pimelw=n,ἐπιμελής,adverb,kai\,καί,conjunction,w(s,ὡς,conjunction,*eu)me/nhs,Εὐμενέω,verb,fhsi/n,φημί,verb,eu)=,εὖ,adverb,pareskeuasme/nwn,παρασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,dh\,δή,particle,pre/sbeis,πρέσβις,noun,toiau=ta,τοιοῦτος,adjective,ei)=pon,εἶπον,verb,oi,,,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,au)toi=s,αὐτός,pronoun,a)pokrina/menoi,ἀποκρίνω,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,e)s,εἰς,preposition,to\,ὁ,article,fanero\n,φανερός,adjective,e)ku/roun,κυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,u(/patos,ὕπατος,adjective,e)ke/leue,κελεύω,verb,tou\s,ὁ,article,pre/sbeis,πρέσβις,noun,e)k,ἐκ,preposition,men,,,th=s,ὁ,article,po/lews,πόλις,adjective,au)th=s,αὐτός,pronoun,h(me/ras,ἡμέρα,noun,e)k,ἐκ,preposition,de\,δέ,particle,th=s,ὁ,article,*)itali/as,Ἰταλία,proper,tria/konta,τριάκοντα,noun,a)/llais,ἄλλος,adjective,e)cie/nai,ἔξειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,au)ta\,αὐτός,pronoun,kai\,καί,conjunction,toi=s,ὁ,article,e)pidhmou=si,ἐπιδημέω,verb,*makedo/nwn,Μακεδών,proper,e)kh/rutten,κηρύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
