word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
meta\,ga\r,γάρ,particle,th\n,ὁ,article,sunousi/an,συνουσία,noun,*nergo/briga,,,me\n,μέν,particle,*)arouakw=n,,,pentakisxi/lioi,πεντακισχίλιοι,adjective,kate/labon,καταλαμβάνω,verb,*ma/rkellos,,,d',δέ,particle,e)pi\,ἐπί,preposition,*nomanti/an,,,e)xw/rei,χωρέω,verb,kai\,καί,conjunction,pe/nte,πέντε,adverb,stadi/ous,στάδιον,noun,a)posxw\n,ἀπέχω,verb,parestratope/deuen,παραστρατοπεδεύω,verb,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,sunedi/wken,συνδιώκω,verb,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e(/ws,ἕως,conjunction,o(,ὁ,article,tw=n,ὁ,article,*nomanti/nwn,,,strathgo\s,στρατηγός,noun,*lite/nnwn,,,u(posta\s,ὑφίστημι,verb,e)bo/a,bou/lesqai,βούλομαι,verb,*marke/llw|,,,sunelqei=n,συνέρχομαι,verb,e)s,εἰς,preposition,lo/gous,λόγος,noun,kai\,καί,conjunction,sunelqw\n,συνέρχομαι,verb,e)/fh,φημί,verb,*bellou\s,,,kai\,καί,conjunction,*ti/tqous,,,kai\,καί,conjunction,*)arouakou\s,,,e(autou\s,ἑαυτοῦ,pronoun,e)pitre/pein,ἐπιτρέπω,verb,*marke/llw|,,,,,,,,,μετά,preposition,βοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,a)/smenos,ἄσμενος,adjective,a)kou/sas,ἀκέω,verb,o(/mhra/,ὅμηρος,noun,te,τε,particle,kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,pa/ntas,πᾶς,adjective,h)/|thse,αἰτέω,verb,kai\,καί,conjunction,labw\n,λαμβάνω,verb,a)fh=ken,ἀφήκω,verb,e)leuqe/rous,ἐλεύθερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,me\n,μέν,particle,dh\,δή,particle,po/lemos,πόλεμος,noun,o(,ὁ,article,*bellw=n,,,te,τε,particle,kai\,καί,conjunction,*ti/tqwn,,,kai\,καί,conjunction,*)arouakw=n,,,e)/lhgen,λήγω,verb,ou(/tw,οὕτως,adverb,pro\,πρό,preposition,*leuko/llou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*leu/kollos,,,do/chs,δόξα,noun,te,τε,particle,e)piqumw=n,ἐπιθυμέω,verb,kai\,καί,conjunction,e)k,ἐκ,preposition,peni/as,πενία,noun,xrh/|zwn,χρῄζω,verb,xrhmatismou=,χρηματισμός,noun,e)s,εἰς,preposition,*ou)akkai/ous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teron,ge/nos,γένος,noun,*keltibh/rwn,,,e)ne/balen,ἐμβάλλω,verb,oi(\,ἕ,pronoun,gei/tones,γείτων,noun,tw=n,ὁ,article,*)arouakw=n,,,ei)si/n,εἰμί,verb,ou)/te,οὔτε,adverb,tino\s,τις,pronoun,au)tw=|,αὐτός,pronoun,yhfi/smatos,ψήφισμα,noun,gegono/tos,γίγνομαι,verb,ou)/te,οὔτε,adverb,*ou)akkai/wn,,,*(rwmai/ois,,,pepolemhko/twn,πολεμέω,verb,ou)de\,οὐδέ,particle,e)s,εἰς,preposition,au)to/n,αὐτός,pronoun,ti,τις,pronoun,*leu/kollon,,,a(marto/ntwn,ἁμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pera/sas,de\,δέ,particle,to\n,ὁ,article,potamo\n,ποταμός,noun,to\n,ὁ,article,kalou/menon,καλέω,verb,*ta/gon,,,a)fi/keto,ἀφικνέομαι,verb,pro\s,πρός,preposition,*kau/kan,,,po/lin,πόλις,adjective,kai\,καί,conjunction,parestratope/deusen,παραστρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,d',δέ,particle,e)pu/qonto,πύθω,verb,me\n,μέν,particle,au)tou=,αὐτός,pronoun,ti/nos,τίς,pronoun,h(/koi,ἥκω,verb,deo/menos,δέομαι,verb,h)\,ἠέ,conjunction,ti/,τίς,pronoun,pole/mou,πόλεμος,noun,xrh/|zwn,χρῄζω,verb,fh/santos,φημί,verb,de\,δέ,particle,o(/ti,ὅστις,pronoun,*karphtanoi=s,,,u(po\,ὑπό,preposition,*ou)akkai/wn,,,a)dikoume/nois,ἀδικέω,verb,bohqoi/h,βοηθέω,verb,to/te,τότε,adverb,me\n,μέν,particle,a)nexw/roun,ἀναχωρέω,verb,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,culeuome/nw|,ξυλεύω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,xortologou=nti,,,e)pe/keinto,ἐπίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ktei/nousi,κτείνω,verb,pollou/s,πολύς,adjective,kai\,καί,conjunction,tou\s,ὁ,article,loipou\s,λοιπός,adjective,diw/kousin,διώκω,verb,e)s,εἰς,preposition,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genome/nhs,de\,δέ,particle,kai\,καί,conjunction,parata/cews,παράταξις,noun,oi(,ὁ,article,*kaukai=oi,,,yiloi=s,ψιλός,adjective,e)oiko/tes,ἔοικα,verb,e)kra/toun,κρατέω,verb,e)pi\,ἐπί,preposition,polu\,πολύς,adjective,tou=,ὁ,article,*leuko/llou,,,me/xri,μέχρι,preposition,sfw=n,σφεῖς,pronoun,ta\,ὁ,article,a)ko/ntia,ἀκόντιον,noun,pa/nta,πᾶς,adjective,e)canalw/qh,ἐξαναλίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,to/te,τότε,adverb,e)/feugon,φεύγω,verb,ou)k,οὐ,adverb,o)/ntes,εἰμί,verb,menema/xoi,μενεμάχος,adjective,peri/,περί,preposition,te,τε,particle,ta\s,ὁ,article,pu/las,πύλη,adjective,au)tw=n,αὐτός,pronoun,w)qoume/nwn,ὠθέω,verb,a)nh|re/qhsan,ἀναιρέω,verb,a)mfi\,ἀμφί,preposition,tou\s,ὁ,article,trisxili/ous,τρισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,d',δέ,particle,e)piou/shs,ἔπειμι,verb,oi(,ὁ,article,presbu/tatoi,πρέσβυς,noun,stefanwsa/menoi/,στεφανόω,verb,te,τε,particle,kai\,καί,conjunction,fe/rontes,φέρω,verb,i(kethri/as,ἱκετήριος,adjective,to\n,ὁ,article,*leu/kollon,,,au)=qis,αὖθις,adverb,h)rw/twn,ἐρωτάω,verb,ti/,τίς,pronoun,poiou=ntes,ποιέω,verb,a)\n,ἄν,particle,ei)=en,εἰμί,verb,fi/loi,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,au)tou\s,αὐτός,pronoun,o(/mhra/,ὅμηρος,noun,te,τε,particle,h)/|tei,αἰτέω,verb,kai\,καί,conjunction,a)rguri/ou,ἀργύριον,adjective,ta/lanta,τάλαντον,noun,e(kato/n,ἑκατόν,noun,kai\,καί,conjunction,tou\s,ὁ,article,i(ppe/as,ἱππεύς,noun,au)tw=n,αὐτός,pronoun,e)ke/leue/n,κελεύω,verb,oi(,ἕ,pronoun,sustrateu/ein,συστρατεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,de\,δέ,particle,pa/nta,πᾶς,adjective,e)/laben,λάπτω,verb,h)ci/ou,ἀξιόω,verb,froura\n,φρουρά,noun,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)sagagei=n,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decame/nwn,de\,δέ,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,tw=n,ὁ,article,*kaukai/wn,,,e)sh/gage,εἰσάγω,verb,disxili/ous,δισχίλιοι,adjective,a)risti/ndhn,ἀριστίνδην,adverb,e)ceilegme/nous,ἐκλέγω,verb,oi(=s,ὅς,pronoun,e)selqou=sin,εἰσέρχομαι,verb,ei)/rhto,ἐρῶ,verb,gi/gnesqai,γίγνομαι,verb,peri\,περί,preposition,ta\,ὁ,article,tei/xh,τεῖχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katalabo/ntwn,de\,δέ,particle,au)ta\,αὐτός,pronoun,tw=n,ὁ,article,disxili/wn,δισχίλιοι,adjective,e)sh/gage,εἰσάγω,verb,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,stratia\n,στρατία,noun,o(,ὁ,article,*leu/kollos,,,kai\,καί,conjunction,th=|,ὁ,article,sa/lpiggi,σάλπιγξ,noun,u(pesh/maine,ὑποσημαίνω,verb,ktei/nein,κτείνω,verb,*kaukai/ous,,,a(/pantas,ἅπας,adjective,h(bhdo/n,ἡβηδόν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,me\n,μέν,particle,dh\,δή,particle,pi/steis,πίστις,noun,te,τε,particle,kai\,καί,conjunction,qeou\s,θεός,noun,o(rki/ous,ὅρκιος,adjective,e)pikalou/menoi,ἐπικαλέω,verb,kai\,καί,conjunction,*(rwmai/ous,,,e)s,εἰς,preposition,a)pisti/an,ἀπιστία,adjective,loidorou=ntes,λοιδορέω,verb,diefqei/ronto,διαφθείρω,verb,w)mw=s,ὠμός,adjective,e)k,ἐκ,preposition,dismuri/wn,δισμύριοι,adjective,a)ndrw=n,ἀνήρ,noun,kata\,κατά,preposition,pu/las,πύλη,adjective,a)pokrh/mnous,ἀπόκρημνος,adjective,diafugo/ntwn,διαφεύγω,verb,o)li/gwn,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,*leu/kollos,,,th\n,ὁ,article,po/lin,πόλις,adjective,dih/rpaze,διαρπάζω,verb,kai\,καί,conjunction,do/chs,δόξα,noun,*(rwmai/ous,,,e)nepi/mplh,ἐμπίπλημι,verb,kakh=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,d',δέ,particle,a)/lloi,ἄλλος,adjective,ba/rbaroi,βάρβαρος,adjective,sune/qeon,συνθέω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,pedi/wn,πέδιον,noun,oi(,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,ta\,ὁ,article,a)po/krhmna,ἀπόκρημνος,adjective,oi(,ὁ,article,de\,δέ,particle,e)s,εἰς,preposition,ta\s,ὁ,article,o)xurwte/ras,ὀχυρός,adjective,po/leis,πόλις,adjective,sumfe/rontes,συμφέρω,verb,a(\,ὅς,pronoun,du/nainto,δύναμαι,verb,kai\,καί,conjunction,e)mpipra/ntes,ἐμπίμπρημι,verb,o(/sa,ὅσος,adjective,lei/poien,λείπω,verb,tou=,ὁ,article,mhde\n,μηδείς,pronoun,e)/ti,ἔτι,adverb,*leu/kollon,,,eu(rei=n,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
