word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
kai\,καί,conjunction,h(,ὁ,article,diafqei/rasa,διαφθείρω,verb,th\n,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,gnw/mhn,γνώμη,noun,kai\,καί,conjunction,pollw=n,πολύς,adjective,e)gkrath\s,ἐγκρατής,adjective,genome/nh,γίγνομαι,verb,ou(/tws,οὕτως,adverb,u(bri/zei,sfo/dra,σφόδρα,adverb,pisteu/ousa,πιστεύω,verb,tou/tois,οὗτος,pronoun,w(/ste,ὥστε,conjunction,ou),οὐ,adverb,mo/non,μόνος,adjective,tw=n,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,oi)kei/wn,οἰκεῖος,adjective,katafronei=,καταφρονέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,th=s,ὁ,article,po/lews,πόλις,adjective,a(pa/shs,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/santes,ἀκούω,verb,de\,δέ,particle,e(\n,εἷς,adjective,mo/non,μόνος,adjective,shmei=on,σημεῖον,noun,r(a|di/ws,ῥᾴδιος,adjective,gnw/sesqe,γιγνώσκω,verb,th\n,ὁ,article,e)kei/nhs,ἐκεῖνος,pronoun,paranomi/an,παρανομία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,moi,ἐγώ,pronoun,labe\,λαμβάνω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,ta\,ὁ,article,gra/mmata,γράμμα,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,u(mei=s,σύ,pronoun,ou(/tw,οὕτως,adverb,semna\,σεμνός,adjective,kai\,καί,conjunction,eu)sebh=,εὐσεβής,adjective,e)nomoqeth/sate,νομοθετέω,verb,peri\,pollou=,πολύς,adjective,poiou/menoi,ποιέω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,tau/tas,οὗτος,pronoun,kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,qeou\s,θεός,noun,eu)sebei=n,εὐσεβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,tou/twn,οὗτος,pronoun,mh/thr,μήτηρ,noun,ou(/tws,οὕτως,adverb,o(mologoume/nws,ὁμολογουμένως,adverb,ou)=sa,εἰμί,verb,dou/lh,δούλη,noun,kai\,καί,conjunction,a(/panta,ἅπας,adjective,to\n,ὁ,article,xro/non,ai)sxrw=s,αἰσχρός,adjective,biou=sa,βιάω,verb,h(\n,ὅς,pronoun,ou)/te,οὔτε,adverb,parelqei=n,παρέρχομαι,verb,ei)/sw,εἴδομαι,verb,tou=,ὁ,article,i(erou=,ἱερόν,noun,e)/dei,δέω,verb,ou)/t',οὔτε,adverb,i)dei=n,εἶδον,verb,tw=n,ὁ,article,e)/ndon,ἔνδον,adverb,ou)de/n,οὐδείς,pronoun,ou)/shs,εἰμί,verb,th=s,ὁ,article,qusi/as,θυσία,noun,tau/tais,οὗτος,pronoun,tai=s,ὁ,article,qeai=s,θεά,noun,e)to/lmhse,τολμάω,verb,sumpe/myai,συμπέμπω,verb,th\n,pomph\n,πομπή,noun,kai\,καί,conjunction,ei)selqei=n,εἰσέρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,χρόνος,noun,ὁ,article,i(ero\n,ἱερόν,noun,kai\,καί,conjunction,i)dei=n,εἶδον,verb,a(\,ὅς,pronoun,ou)k,οὐ,adverb,e)ch=n,ἔξεστι,verb,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,yhfisma/twn,ψήφισμα,noun,gnw/sesqe,γιγνώσκω,verb,a(\,ὅς,pronoun,e)yhfi/sato,ψηφίζομαι,verb,h(,ὁ,article,boulh\,peri\,περί,preposition,au)th=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βουλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,to\,ὁ,article,yh/fisma,ψήφισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqumei=sqai,ἐνθυμέομαι,verb,toi/nun,τοίνυν,particle,xrh/,χρή,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,po/teron,πότερος,adjective,dei=,δέομαι,verb,to\n,ὁ,article,e)k,ἐκ,preposition,tau/ths,οὗτος,pronoun,tw=n,ὁ,article,*filokth/monos,ei)=nai,εἰμί,verb,klhrono/mon,κληρονόμος,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,ta\,ὁ,article,mnh/mata,μνῆμα,noun,i)e/nai,εἶμι,verb,xeo/menon,χάω,verb,kai\,καί,conjunction,e)nagiou=nta,ἐναγίζω,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,tou=ton,οὗτος,pronoun,o(\n,ὅς,pronoun,u(o\n,υἱός,noun,au)to\s,αὐτός,pronoun,e)poih/sato,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,Φιλοκτήμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,po/teron,πότερος,adjective,dei=,δέομαι,verb,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,*filokth/monos,Φιλοκτήμων,proper,h(\,ὁ,article,*xaire/a|,Χαιρέης,proper,sunw/|khse,συνοικέω,verb,nu=n,νῦν,adverb,de\,δέ,particle,xhreu/ei,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,gene/sqai,γίγνομαι,verb,h)\,ἠέ,conjunction,e)kdou=nai,ἐκδίδωμι,verb,o(/tw|,ὅστις,pronoun,bou/lontai,βούλομαι,verb,h)\,ἠέ,conjunction,e)a=n,ἀίω,verb,kataghra/skein,καταγηράσκω,verb,h)\,ἠέ,conjunction,gnhsi/an,γνήσιος,adjective,ou)=san,εἰμί,verb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,e)pidikasqei=san,ἐπιδικάζω,verb,sunoikei=n,συνοικέω,verb,o(/tw|,ὅστις,pronoun,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,dokh=|,δοκάζω,verb,,,,,,,,,,,,,,,,,,,,χηρεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,yh=fo/s,ψῆφος,noun,e)sti,εἰμί,verb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,nuni/,νυνί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
touti\,οὗτος,pronoun,ga\r,γάρ,particle,au)toi=s,αὐτός,pronoun,h(,ὁ,article,diamarturi/a,διαμαρτυρία,noun,du/natai,δύναμαι,verb,i(/n',ἵνα,conjunction,o(,ὁ,article,ki/ndunos,κίνδυνος,noun,toi=sde,ὅδε,pronoun,me\n,μέν,particle,h)=|,peri\,περί,preposition,pa/ntwn,πᾶς,adjective,ou(=toi,οὗτος,pronoun,de\,δέ,particle,ka)\n,κἀν,conjunction,nu=n,νῦν,adverb,diama/rtwsi,διαμαρτάνω,verb,tou=,ὁ,article,a)gw=nos,ἀγών,noun,do/ch|,δόξα,noun,de\,δέ,particle,o(,ὁ,article,klh=ros,κλῆρος,adjective,e)pi/dikos,ἐπίδικος,adjective,ei)=nai,εἰμί,verb,a)ntigraya/menoi,ἀντιγράφω,verb,di\s,δίς,adverb,peri\,περί,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,a)gwni/zwntai,ἀγωνίζομαι,verb,kai/toi,καίτοι,particle,ei),me\n,μέν,particle,die/qeto,διατίθημι,verb,*filokth/mwn,Φιλοκτήμων,proper,mh\,μή,conjunction,e)co\n,ἔξεστι,verb,εἰμί,verb,εἰ,conjunction,au)tw=|,αὐτός,pronoun,tou=t',οὗτος,pronoun,au)to\,αὐτός,pronoun,e)xrh=n,χρή,verb,diamarturei=n,διαμαρτυρέω,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,ku/rios,κῦρος,noun,h)=n,εἰμί,verb,u(o\n,υἱός,noun,to/nde,ὅδε,pronoun,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)/cesti,ἔξεστι,verb,me\n,μέν,particle,diaqe/sqai,διατίθημι,verb,a)mfisbhtei=,ἀμφισβητέω,verb,de\,δέ,particle,w(s,ὡς,conjunction,ou),οὐ,adverb,do/ntos,δίδωμι,verb,ou)de\,οὐδέ,particle,diaqeme/nou,mh\,μή,conjunction,diamarturi/a|,διαμαρτυρία,noun,kwlu/ein,κωλύω,verb,a)ll',ἀλλά,adverb,eu)qudiki/a|,εὐθυδικία,noun,ei)sie/nai,εἴσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,pw=s,πῶς,adverb,a)/n,ἄν,particle,tis,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
perifane/steron,περιφανής,adverb,e)celegxqei/h,ἐξελέγχω,verb,ta\,ὁ,article,yeudh=,ψευδής,adverb,memarturhkw\s,μαρτυρέω,verb,h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,au)to\n,αὐτός,pronoun,e)/roito,ἔρομαι,verb,*)andro/kleis,Ἀνδροκλέης,proper,pw=s,oi)=sqa,οἶδα,verb,*filokth/mon',Φιλοκτήμων,proper,o(/ti,ὅστις,pronoun,ou)/te,οὔτε,adverb,die/qeto,διατίθημι,verb,ou)/te,οὔτε,adverb,u(o\n,υἱός,noun,*xaire/straton,,,e)poih/sato,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,me\n,μέν,particle,ga/r,γάρ,particle,tis,τις,pronoun,parege/neto,παραγίγνομαι,verb,di/kaion,δίκαιος,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,marturei=n,μαρτυρέω,verb,oi(=s,ὅς,pronoun,de\,δέ,particle,mh\,parege/neto,παραγίγνομαι,verb,a)ll',ἀλλά,adverb,h)/kouse/,ἀκούω,verb,tinos,τις,pronoun,a)koh\n,ἀκοή,noun,marturei=n,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ou),οὐ,adverb,parageno/menos,παραγίγνομαι,verb,diarrh/dhn,διαρρήδην,adverb,memartu/rhkas,μαρτυρέω,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,die/qeto,διατίθημι,verb,*filokth/mwn,Φιλοκτήμων,proper,a)ll',ἀλλά,adverb,a)/pais,e)teleu/thse,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄπαις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,ei)de/nai,οἶδα,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/moion,ὅμοιος,adjective,ga\r,γάρ,particle,w(/sper,ὥσπερ,adverb,a)\n,ἄν,particle,ei),εἰ,conjunction,fai/h,φημί,verb,ei)de/nai,οἶδα,verb,kai\,καί,conjunction,mh\,μή,conjunction,parageno/menos,παραγίγνομαι,verb,o(/sa,ὅσος,adjective,u(mei=s,pa/ntes,πᾶς,adjective,pra/ttete,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dh\,δή,particle,tou=to/,οὗτος,pronoun,ge,γε,particle,e)rei=,ἐράομαι,verb,kai/per,καίπερ,particle,a)nai/sxuntos,ἀναίσχυντος,adjective,w)/n,εἰμί,verb,w(s,ὡς,conjunction,a(/pasi,ἅπας,adjective,parege/neto,kai\,καί,conjunction,pa/nt',πᾶς,adjective,oi)=den,οἶδα,verb,o(/sa,ὅσος,adjective,*filokth/mwn,Φιλοκτήμων,proper,e)n,ἐν,preposition,tw=|,ὁ,article,bi/w|,βίος,adjective,diepra/cato,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,e)kei=nos,ἐκεῖνος,pronoun,e)/xqiston,ἔχθιστος,adjective,e)no/mize,νομίζω,verb,dia/,διά,preposition,lttegt,,,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,ponhri/an,πονηρία,noun,kai\,dio/ti,διότι,conjunction,tw=n,ὁ,article,suggenw=n,συγγενής,adverb,mo/nos,μόνος,adjective,meta\,μετά,preposition,th=s,ὁ,article,*)alkh=s,Ἀλκή,proper,e)kei/nhs,ἐκεῖνος,pronoun,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,sunepibouleu/sas,σύνεπιδέω,verb,toi=s,ὁ,article,tou=,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,xrh/masi,χρῆμα,adjective,toiau=ta,τοιοῦτος,adjective,diepra/cato,διαπράσσω,verb,oi(=a/,οἷος,adjective,per,πέρ,particle,u(mi=n,σύ,pronoun,a)pe/deica,,,,,,,,,,,,,,,,καί,conjunction,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,de\,δέ,particle,ma/lista,μάλιστα,adverb,a)ganakth=sai/,ἀγανακτέω,verb,e)stin,εἰμί,verb,a)/cion,ἄξιος,adjective,o(/tan,ὅταν,conjunction,ou(=toi,οὗτος,pronoun,kataxrw=ntai,καταχράομαι,verb,tw=|,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,o)no/mati,tou=,ὁ,article,toudi\,ὅδε,pronoun,pa/ppou,πάππας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,w(s,ὡς,conjunction,ou(=toi,οὗτος,pronoun,le/gousi,λέγω,verb,tw=|,ὁ,article,me\n,μέν,particle,*filokth/moni,Φιλοκτήμων,proper,mh\,μή,conjunction,e)ch=n,ἔξεστι,verb,diaqe/sqai,διατίθημι,verb,tou=,d',δέ,particle,*eu)kth/mono/s,Εὐκτήμων,proper,e)stin,εἰμί,verb,o(,ὁ,article,klh=ros,κλῆρος,adjective,po/teron,πότερος,adjective,dikaio/teron,δίκαιος,adjective,tw=n,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,klhronomei=n,κληρονομέω,verb,ta\s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,qugate/ras,θυγάτηρ,adjective,o(mologoume/nws,ὁμολογουμένως,adverb,ou)/sas,εἰμί,verb,gnhsi/as,γνήσιος,adjective,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,tou\s,ὁ,article,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,gegono/tas,γίγνομαι,verb,h)\,tou\s,ὁ,article,ou)de\n,οὐδείς,pronoun,prosh/kontas,προσήκω,verb,oi(\,ἕ,pronoun,ou),οὐ,adverb,ὁ,article,ἠέ,conjunction,mo/non,μόνος,adjective,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,e)le/gxontai,ἐλέγχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,au)toi\,αὐτός,pronoun,e)pi/tropoi,ἐπίτροπος,adjective,diapepragme/noi,διαπράσσω,verb,ei)si/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,u(mw=n,σύ,pronoun,de/omai,δέομαι,verb,kai\,καί,conjunction,i(keteu/w,ἱκετεύω,verb,sfo/dra,σφόδρα,adverb,memnh=sqai,μιμνήσκω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o(/per,ὅσπερ,adjective,o)li/gw|,pro/teron,πρότερος,adjective,a)pe/deica,ἀποδείκνυμι,verb,u(mi=n,σύ,pronoun,o(/ti,ὅστις,pronoun,*)androklh=s,Ἀνδροκλέης,proper,ou(tosi\,οὗτος,pronoun,fhsi\,φημί,verb,me\n,μέν,particle,ei)=nai,εἰμί,verb,e)pi/tropos,ἐπίτροπος,adjective,au)tw=n,αὐτός,pronoun,w(s,ὡς,conjunction,o)/ntwn,εἰμί,verb,gnhsi/wn,γνήσιος,adjective,*eu)kth/monos,Εὐκτήμων,proper,ei)/lhxe,λαγχάνω,verb,d',δέ,particle,au)to\s,αὐτός,pronoun,e)f',ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(autw=|,ἑαυτοῦ,pronoun,tou=,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,klh/rou,κλῆρος,adjective,kai\,καί,conjunction,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,au)tou=,αὐτός,pronoun,w(s,ὡς,conjunction,ou)/shs,εἰμί,verb,e)piklh/rou,ἐπίκληρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,memartu/rhtai,μαρτυρέω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,ou),οὐ,adverb,deino/n,δεινός,adjective,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,pro\s,πρός,preposition,qew=n,θέα,noun,*)olumpi/wn,Ὀλύμπια,proper,ei),εἰ,conjunction,me\n,μέν,particle,oi(,pai=de/s,παῖς,adjective,ei)si,εἰμί,verb,gnh/sioi,γνήσιος,adjective,to\n,ὁ,article,e)pi/tropon,ἐπίτροπος,adjective,e(autw=|,ἑαυτοῦ,pronoun,lagxa/nein,λαγχάνω,verb,tou=,ὁ,article,*eu)kth/monos,Εὐκτήμων,proper,klh/rou,κλῆρος,adjective,kai\,καί,conjunction,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,au)tou=,αὐτός,pronoun,w(s,ὡς,conjunction,ou)/shs,εἰμί,verb,e)pidi/kou,ἐπίδικος,adjective,ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,ei)si,εἰμί,verb,gnh/sioi,γνήσιος,adjective,nu=n,diamemarturhke/nai,διαμαρτυρέω,verb,w(s,ὡς,conjunction,ei)si\,εἰμί,verb,gnh/sioi,γνήσιος,adjective,,,,ὁ,article,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,au)ta\,αὐτός,pronoun,e(autoi=s,ἑαυτοῦ,pronoun,e)nanti/a,ἐναντίος,adjective,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
