word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
ti/nes,τίς,pronoun,ga\r,γάρ,particle,h)\,ἠέ,conjunction,meizo/nwn,μέγας,adverb,a)rxw=n,ἀρχή,noun,h)ciw/qhsan,ἀξιόω,verb,h)\,ἠέ,conjunction,plei/w,πλέως,adjective,xrh/mat',χρῆμα,adjective,ei)sh/negkan,εἰσφέρω,verb,h)\,ἠέ,conjunction,ka/llion,e)xorh/ghsan,χορηγέω,verb,h)\,ἠέ,conjunction,megaloprepe/steron,μεγαλοπρεπής,adverb,ta\s,ὁ,article,a)/llas,ἄλλος,adjective,lh|tourgi/as,λειτουργία,noun,e)lh|tou/rghsan,λειτουργέω,verb,,,,,,,,,,,,,,,,κάλλιον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,poi/as,ποῖος,adjective,d',δέ,particle,oi)ki/as,οἰκία,noun,tw=n,ὁ,article,e)n,ἐν,preposition,*si/fnw|,Σίφνος,proper,plei/ous,πλέως,adjective,basilei=s,βασιλεύς,noun,gego/nasin,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,*qrasu/loxo/s,,,t',τε,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mhde\,μηδέ,particle,pw/pot',πώποτε,adverb,au)tw=|,αὐτός,pronoun,diele/xqhn,διαλέγω,verb,ei)ko/tws,ἐοικότως,adverb,a)\n,ἄν,particle,h)boulh/qh,moi,ἐγώ,pronoun,dia\,διά,preposition,tau=ta,οὗτος,pronoun,dou=nai,δίδωμι,verb,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,e)gw/,ἐγώ,pronoun,t',τε,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mhde/n,μηδείς,pronoun,moi,ἐγώ,pronoun,ἀβουλέω,verb,tou/twn,οὗτος,pronoun,u(ph=rxen,ὑπάρχω,verb,a)lla\,ἀλλά,adverb,faulo/tatos,φαῦλος,adjective,h)=n,εἰμί,verb,tw=n,ὁ,article,politw=n,πολίτης,noun,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,par',παρά,preposition,au)tou=,αὐτός,pronoun,dia\,διά,preposition,ta\s,ὁ,article,eu)ergesi/as,εὐεργεσία,noun,ta\s,ὁ,article,ei)s,εἰς,preposition,e)kei=non,ἐκεῖνος,pronoun,tw=n,ὁ,article,megi/stwn,μέγας,adverb,h)ciw/qhn,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,toi/nun,τοίνυν,particle,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,*swpo/lidi,Σώπολις,proper,ta)delfw=|,ἀδελφός,adjective,ma/lista,μάλιστα,adverb,kexari/sqai,χαρίζομαι,verb,tau=ta,οὗτος,pronoun,diaqe/menon,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)kei=nos,ἐκεῖνος,pronoun,tau/thn,οὗτος,pronoun,me\n,μέν,particle,e)mi/sei,μισέω,verb,kai\,καί,conjunction,kako/noun,κακόνους,adjective,toi=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pra/gmasin,πρᾶγμα,noun,h(gei=to,e)me\,ἐγώ,pronoun,de\,δέ,particle,peri\,περί,preposition,plei/stou,πλεῖστος,adjective,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,fi/lwn,φίλος,adjective,e)poiei=to,ποιέω,verb,,,,,,,,,,,,,ἁγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)dh/lwse,δηλόω,verb,d',δέ,particle,e)n,ἐν,preposition,a)/llois,ἄλλος,adjective,te,τε,particle,polloi=s,πολύς,adjective,kai\,καί,conjunction,o(/t',ὅτε,conjunction,e)/doce,δοκέω,verb,toi=s,ὁ,article,sumfuga/sin,συμφυγάς,noun,e)pixeirei=n,th=|,ὁ,article,po/lei,πόλις,adjective,meta\,μετά,preposition,tw=n,ὁ,article,e)pikou/rwn,ἐπίκουρος,noun,,,,,,,,,,,,,,,,,,,,,,ἐπιχειρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(reqei\s,αἱρέω,verb,ga\r,γάρ,particle,a)/rxein,ἄρχω,verb,au)tokra/twr,αὐτοκράτωρ,adjective,e)me\,ἐγώ,pronoun,kai\,καί,conjunction,grammate/a,γραμματεύς,noun,prosei/leto,προσαιρέομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,tami/an,a(pa/ntwn,ἅπας,adjective,kate/sthse,καθίστημι,verb,kai\,καί,conjunction,o(/t',ὅστε,pronoun,h)me/llomen,μέλλω,verb,kinduneu/ein,κινδυνεύω,verb,au)to\s,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,me,ἐγώ,pronoun,pareta/cato,παρατάσσω,verb,,,,,,,ταμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ske/yasq',σκέπτομαι,verb,w(s,ὡς,conjunction,sfo/dr',σφόδρα,adverb,au)tw=|,αὐτός,pronoun,sunh/negken,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dustuxhsa/ntwn,δυστυχέω,verb,ga\r,γάρ,particle,h(mw=n,ἐγώ,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,prosbolh=|,προσβολή,noun,th=|,ὁ,article,pro\s,πρός,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,kai\,καί,conjunction,th=s,a)naxwrh/sews,ἀναχώρησις,noun,ou)x,οὐ,adverb,oi(/as,οἷος,adjective,h)boulo/meqa,βούλομαι,verb,genome/nhs,γίγνομαι,verb,tetrwme/non,τιτρώσκω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,badi/zein,βαδίζω,verb,ou),οὐ,adverb,duna/menon,δύναμαι,verb,a)ll',ἀλλά,adverb,ὁ,article,o)ligoyuxou=nta,ὀλιγοψυχέω,verb,a)peko/mis',ἀποκομίζω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,ploi=on,πλοῖον,noun,meta\,μετά,preposition,tou=,ὁ,article,qera/pontos,θεράπων,noun,tou)mautou=,ἐμαυτοῦ,pronoun,fe/rwn,φέρω,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,w)/mwn,ὦμος,noun,w(/st',ὥστε,conjunction,e)kei=non,ἐκεῖνος,pronoun,polla/kis,πολλάκις,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,pollou\s,πολύς,adjective,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,mo/nos,μόνος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ai)/tios,αἴτιος,adjective,ei)/hn,εἰμί,verb,au(tw=|,ἑαυτοῦ,pronoun,th=s,ὁ,article,swthri/as,σωτηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ti/s,τίς,pronoun,a)\n,ἄν,particle,mei/zwn,μέγας,adverb,tau/ths,οὗτος,pronoun,eu)ergesi/a,εὐεργεσία,noun,ge/noito,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,toi/nun,τοίνυν,particle,ei)s,εἰς,preposition,*luki/an,Λύκιος,proper,e)kpleu/sas,ἐκπλέω,verb,a)pe/qanen,ἀποθνήσκω,verb,au(/th,οὗτος,pronoun,me\n,μέν,particle,ou),οὐ,adverb,pollai=s,πολύς,adjective,h(me/rais,ἡμέρα,noun,u(/steron,meta\,μετά,preposition,th\n,ὁ,article,a)ggeli/an,ἀγγελία,noun,e)/que,θύω,verb,kai\,καί,conjunction,e(w/rtaze,ἑορτάζω,verb,kai\,καί,conjunction,ou)de\,οὐδέ,particle,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,h)|sxu/neto,αἰσχύνω,verb,to\n,ὁ,article,ὕστερος,adjective,e)/ti,ἔτι,adverb,zw=nta,ζάω,verb,ou(/tws,οὕτως,adverb,o)li/gon,ὀλίγος,adjective,fronti/zousa,φροντίζω,verb,tou=,ὁ,article,teqnew=tos,θνήσκω,verb,e)gw\,ἐγώ,pronoun,d',δέ,particle,e)pe/nqhs',,,au)to/n,αὐτός,pronoun,w(/sper,ὥσπερ,adverb,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,no/mos,νόμος,noun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,pa/nt',πᾶς,adjective,e)poi/oun,ποιέω,verb,dia\,διά,preposition,to\n,ὁ,article,tro/pon,τρόπος,noun,to\n,ὁ,article,e)mautou=,ἐμαυτοῦ,pronoun,kai\,καί,conjunction,th\n,ὁ,article,fili/an,th\n,ὁ,article,pro\s,πρός,preposition,e)kei/nous,ἐκεῖνος,pronoun,a)ll',ἀλλά,adverb,ou),οὐ,adverb,tauthsi\,οὗτος,pronoun,th=s,ὁ,article,di/khs,δίκη,adjective,e(/neka,ἕνεκα,preposition,,,,,,,,,,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,w)/|mhn,οἴομαι,verb,au)tou\s,αὐτός,pronoun,ou(/tw,οὕτως,adverb,dustuxh/sein,δυστυχέω,verb,w(/st',ὥστε,conjunction,a)/paidas,ἄπαις,noun,a)mfote/rous,ἀμφότερος,adjective,teleuth/santas,τελευτάω,verb,ei)s,εἰς,preposition,e)/legxon,katasth/sein,καθίστημι,verb,o(poi=o/s,ὁποῖος,adjective,tis,τις,pronoun,e(/kastos,ἕκαστος,adjective,h(mw=n,ἐγώ,pronoun,peri\,περί,preposition,au)tou\s,αὐτός,pronoun,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,ἔλεγχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,*qrasu/loxo/n,,,te,τε,particle,kai\,καί,conjunction,*sw/polin,Σώπολις,proper,w(s,ὡς,conjunction,au(/th,οὗτος,pronoun,te,τε,particle,ka)gw\,ἐγώ,pronoun,diekei/meqa,sxedo\n,σχεδόν,adverb,a)khko/ate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tre/yontai,τρέπω,verb,d',δέ,particle,i)/sws,ἴσως,adverb,e)p',ἐπί,preposition,e)kei=non,ἐκεῖνος,pronoun,to\n,ὁ,article,lo/gon,λόγος,noun,o(/sper,ὅς,pronoun,au)toi=s,αὐτός,pronoun,loipo/s,λοιπός,adjective,e)stin,εἰμί,verb,w(s,*qra/sullos,Θράσυλλος,proper,o(,ὁ,article,path\r,πατήρ,noun,o(,ὁ,article,tau/ths,οὗτος,pronoun,h(goi=t',ἡγέομαι,verb,a)\n,ἄν,particle,deina\,δεινός,adjective,pa/sxein,πάσχω,verb,ei)/,εἰ,conjunction,ti/s,τίς,pronoun,e)stin,εἰμί,verb,ὡς,conjunction,ai)/sqhsis,αἴσθησις,noun,toi=s,ὁ,article,teqnew=si,θνήσκω,verb,peri\,περί,preposition,tw=n,ὁ,article,e)nqa/de,ἐνθάδε,adverb,gignome/nwn,γίγνομαι,verb,o(rw=n,ὁράω,verb,th\n,ὁ,article,me\n,μέν,particle,qugate/r',θυγάτηρ,adjective,a)posteroume/nhn,ἀποστερέω,verb,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,e)me\,ἐγώ,pronoun,de\,δέ,particle,klhrono/mon,κληρονόμος,noun,w(=n,ὅς,pronoun,au)to\s,αὐτός,pronoun,e)kth/sato,κτάομαι,verb,gigno/menon,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,h(gou=mai,ἡγέομαι,verb,me\n,μέν,particle,ou),οὐ,adverb,peri\,περί,preposition,tw=n,ὁ,article,pa/lai,πάλαι,adverb,teqnew/twn,θνήσκω,verb,a)lla\,ἀλλά,adverb,peri\,περί,preposition,tw=n,e)/nagxos,ἔναγχος,adverb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,katalipo/ntwn,καταλιμπάνω,verb,prosh/kein,προσήκω,verb,h(mi=n,ἐγώ,pronoun,tou\s,ὁ,article,lo/gous,λόγος,noun,poiei=sqai,ποιέω,verb,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
