word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/18/lemma/@_entry,word/18/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS,word/72/@_form,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS
ou)de\n,οὐδείς,pronoun,de\,δέ,particle,kwlu/ei,kai\,καί,conjunction,pro\s,πρός,preposition,ta\,ὁ,article,a)/lla,ἄλλος,adjective,a)lgh/mata,ἄλγημα,noun,tw=n,ὁ,article,pleure/wn,πλευρά,noun,xlia/smata,χλίασμα,noun,prostiqe/nai,προστίθημι,verb,kai\,καί,conjunction,khrw/mata,κήρωμα,noun,,,,,,,κωλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lei/fein,ἀλείφω,verb,de\,δέ,particle,ske/lea,kai\,καί,conjunction,o)sfu\n,ὀσφύς,noun,qermw=|,θερμός,adjective,kai\,καί,conjunction,li/pos,λίπος,adjective,e)gkatalei/fein,καταλείφω,verb,,,,,,,,,,,,,,,,,,,,,,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,u(poxo/ndria,li/nou,λίνος,noun,spe/rma,σπέρμα,noun,katapla/ssein,καταπλάσσω,verb,e(/ws,ἕως,conjunction,mazw=n,μᾶζα,noun,,,,,,,,,,,,,,,,,,,,,,,,,ὑποχόνδριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kmazou/shs,ἀκμάζω,verb,de\,δέ,particle,th=s,peripleumoni/hs,περιπλευμονία,noun,a)boh/qhton,ἀβοήθητος,adjective,mh\,μή,conjunction,a)nakaqairome/nou,ἀνακαθαίρω,verb,kai\,καί,conjunction,ponhro\n,πονηρός,adjective,h)\n,ἐάν,conjunction,du/spnoos,δύσπνοος,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,ou)=ra,οὖρον,noun,lepta\,λεπτόν,noun,kai\,καί,conjunction,ὁ,article,drime/a,δριμύς,adjective,kai\,καί,conjunction,i(drw=tes,peri\,περί,preposition,ἱδρώς,noun,tra/xhlon,τράχηλος,noun,kai\,καί,conjunction,kefalh\n,κεφαλή,noun,gi/gnwntai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,toiou=toi,τοιοῦτος,adjective,i(drw=tes,ponhroi\,πονηρός,adjective,u(po\,ὑπό,preposition,pnigmou=,πνιγμός,noun,kai\,καί,conjunction,*rwgmh=s,,,kai\,καί,conjunction,bi/hs,βία,adjective,e)pikrateo/ntwn,ἐπικρατέω,verb,tw=n,ὁ,article,noushma/twn,,,h)\n,ἐάν,conjunction,mh\,μή,conjunction,ou)=ra,οὖρον,noun,ἱδρώς,noun,polla\,πολύς,adjective,kai\,καί,conjunction,paxe/a,o(rmh/sh|,ὁρμάω,verb,παχύς,adjective,kai\,καί,conjunction,ptu/smata,πτύσμα,noun,pe/pona,πέπων,verb,e)/lqh|,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,ti,τις,pronoun,d'a)\n,tou/twn,οὗτος,pronoun,au)tomati/sh|,αὐτοματίζω,verb,lu/sei,λύω,verb,to\,ὁ,article,nou/shma,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peripleumoni/hs,περιπλευμονία,noun,e)kleikto\n,ἐκλεικτόν,noun,xalba/nh,kai\,καί,conjunction,ko/kkalos,κόκκαλος,noun,e)n,ἐν,preposition,me/liti,μέλι,noun,a)ttikw=|,,,,,,,,,,,,,,,,,,,,,,,,,,,χαλβάνη,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)bro/tonon,,,e)n,o)cume/liti,,,pe/peri,πέπερι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lle/boron,ἑλλέβορος,noun,me/lana,μέλας,adjective,a)poze/sas,pleuritikw=|,πλευριτικός,adjective,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,periwdu/nw|,περιώδυνος,adjective,e)o/nti,εἰμί,verb,di/dou,δίδημι,verb,,,,,,,,,,,,,,,,,,,,,,ἀποζέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqo\n,ἀγαθός,adjective,de\,δέ,particle,kai\,to\,ὁ,article,pa/nakes,πάναξ,adjective,e)n,ἐν,preposition,o)cume/liti,,,a)naze/santa,ἀναζέω,verb,kai\,καί,conjunction,dihqe/onta,διηθέω,verb,dido/nai,δίδωμι,verb,pi/nein,πίνω,verb,kai\,καί,conjunction,h(patikoi=si,ἡπατικός,adjective,kai\,καί,conjunction,th=|sin,ὁ,article,καί,conjunction,a)po\,ἀπό,preposition,tw=n,ὁ,article,frenw=n,periwduni/h|si,περιωδυνία,noun,φρήν,noun,kai\,καί,conjunction,o(ko/sa,ὁπόσος,adjective,dei=,δέομαι,verb,e)s,εἰς,preposition,koili/hn,κοιλία,noun,kai\,καί,conjunction,e)s,εἰς,preposition,ou)/rhsin,οὔρησις,noun,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,kai\,καί,conjunction,me/liti,μέλι,noun,ta\,ὁ,article,de\,δέ,particle,e)s,εἰς,preposition,koili/hn,κοιλία,noun,cu\n,σύν,preposition,u(darei=,ὑδαρής,adverb,melikrh/tw|,μελίκρητον,noun,pi/nein,πίνω,verb,plei/w,πλέως,adjective,di/dou,,,,,,,,,,,,,,,,,,,,,,,,,δίδημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusenteri/h,δυσεντερία,noun,a)po/sthma,ἀπόστημα,noun,h)\,e)/parma/,ἔπαρμα,noun,ti,τις,pronoun,pausame/nh,παύω,verb,poih/sei,ποιέω,verb,h)\n,ἐάν,conjunction,mh\,μή,conjunction,e)s,εἰς,preposition,puretou\s,πυρετός,noun,h)\,ἠέ,conjunction,i(drw=tas,ἱδρώς,noun,kai\,καί,conjunction,ou)=ra,οὖρον,noun,paxe/a,παχύς,adjective,ἠέ,conjunction,kai\,καί,conjunction,leuka\,λευκάς,adjective,e)pifanh=|,h)\,ἠέ,conjunction,ἐπιφαίνω,verb,e)s,εἰς,preposition,tritai/ous,τριταῖος,adjective,h)\,ἠέ,conjunction,e)s,εἰς,preposition,kirso\n,κιρσός,noun,h)\,ἠέ,conjunction,e)s,εἰς,preposition,o)/rxin,ὄρχις,noun,h)\,ἠέ,conjunction,e)s,εἰς,preposition,ske/lea,σκέλος,noun,h)\,ἠέ,conjunction,e)s,εἰς,preposition,i)sxi/a,ἰσχίον,noun,sthri/ch|,στηρίζω,verb,o)du/nh,ὀδύνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,puretw=|,πυρετός,noun,xolw/dei+,pro\,πρό,preposition,th=s,ὁ,article,e(bdo/mhs,ἕβδομος,adjective,meta\,μετά,preposition,*ri/geos,,,i)/kteros,ἴκτερος,noun,e)pigeno/menos,ἐπιγίγνομαι,verb,lu/ei,λύω,verb,to\n,ὁ,article,pureto/n,πυρετός,noun,,,,,,,,,,χολώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/neu,ἄνευ,preposition,de\,δέ,particle,*ri/geos,h)\n,ἐάν,conjunction,e)pige/nhtai,ἐπιγίγνομαι,verb,e)/cw,ἔξω,adverb,tw=n,ὁ,article,kairw=n,καιρός,noun,o)le/qrion,ὀλέθριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teta/nou,τέτανος,noun,de\,δέ,particle,o)sfu/os,kai\,καί,conjunction,a)po\,ἀπό,preposition,melagxolikw=n,μελαγχολικός,adjective,dia\,διά,preposition,flebw=n,φλέψ,noun,pneuma/twn,πνεῦμα,noun,a)polh/yies,ἀπόληψις,noun,o(ko/tan,,,e)/wsi,εἰμί,verb,flebotomi/h,φλεβοτομία,noun,r(u/etai,ῥύομαι,verb,,,,,,,ὀσφύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,de\,δέ,particle,a)po\,tw=n,ὁ,article,teno/ntwn,τένων,noun,sfodrw=s,σφοδρός,adjective,e)/mprosqen,ἔμπροσθεν,adverb,a)ntispw=ntai,ἀντισπάω,verb,kai\,καί,conjunction,i(drw=tes,ἱδρώς,noun,peri\,περί,preposition,tra/xhlon,τράχηλος,noun,kai\,καί,conjunction,pro/swpon,πρόσωπον,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,ἀπό,preposition,po/nou,πόνος,noun,daknome/nwn,δάκνω,verb,kai\,chrainome/nwn,ξηραίνω,verb,καί,conjunction,tw=n,ὁ,article,teno/ntwn,τένων,noun,tw=n,ὁ,article,ou)rwde/wn,οὐρώδης,adjective,oi(\,ἕ,pronoun,paxu/tatoi,,,th\n,ὁ,article,*ra/xin,,,cune/xousin,συνόχωκα,verb,h(=|,ὅς,pronoun,oi(,ὁ,article,me/gistoi,μέγας,adverb,cu/ndesmoi,σύνδεσμος,noun,katapefuko/tes,καταφύομαι,verb,e(/ws,ἕως,conjunction,e)s,εἰς,preposition,po/das,πούς,noun,a)poteleutw=si,ἀποτελευτάω,verb,tw=|,ὁ,article,toiw=|de,τοιόσδε,adjective,h)\n,ἐάν,conjunction,mh\,pureto\s,πυρετός,noun,kai\,καί,conjunction,u(/pnos,ὕπνος,noun,e)pige/nhtai,ἐπιγίγνομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,e(po/mena,ἕπομαι,verb,ou)=ra,οὖρον,noun,μή,conjunction,pe/yin,πέψις,noun,e)/xonta,ἔχω,verb,e)/lqh|,ἔρχομαι,verb,kai\,καί,conjunction,i(drw=tes,ἱδρώς,noun,kritikoi\,κριτικός,adjective,pi/nein,πίνω,verb,oi)=non,οἶνον,noun,krhtiko\n,oi)nw/dea,οἰνώδης,adjective,kai\,καί,conjunction,a)/lhton,ἄλητον,noun,e(fqo\n,ἑφθός,adjective,e)sqi/ein,ἐσθίω,verb,kai\,καί,conjunction,khrwth=|,κηρωτή,noun,a)lei/fein,ἀλείφω,verb,kai\,καί,conjunction,e)gxri/ein,ἐγχρίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/,τίς,pronoun,te,τε,particle,ske/lea,perieli/ssein,περιελίσσω,verb,e(/ws,ἕως,conjunction,tw=n,ὁ,article,podw=n,πούς,noun,qermw=|,θερμός,adjective,probre/xwn,προβρέχω,verb,e)n,ἐν,preposition,ska/fh|,σκάφη,noun,kai\,καί,conjunction,braxi/onas,βραχίων,adjective,e(/ws,ἕως,conjunction,daktu/lwn,δάκτυλος,noun,kateli/ssein,καθελίσσω,verb,σκέλος,noun,kai\,καί,conjunction,o)sfu\n,ὀσφύς,noun,a)po\,tou=,ὁ,article,ἀπό,preposition,traxh/lou,τράχηλος,noun,e(/ws,ἕως,conjunction,tw=n,ὁ,article,i)sxi/wn,ἴσχιον,noun,la/sion,λάσιον,adjective,e)gkhrw/sas,ἐγκηρόω,verb,o(/kws,ὅπως,conjunction,kai\,καί,conjunction,ta\,ὁ,article,e)/cwqen,ἔξωθεν,adverb,perie/cei,περιέχω,verb,kai\,καί,conjunction,dialipw\n,διαλείπω,verb,puri/a,πυρία,noun,toi=sin,ὁ,article,a)ski/oisi,ἀσκίον,noun,qermo\n,θερμός,adjective,u(/dwr,ὕδωρ,noun,e)gxe/wn,ἐγχέω,verb,kai\,καί,conjunction,peritei/nwn,περιτείνω,verb,sindo/nion,e)pana/kline,ἐπανακλίνω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,σινδόνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koili/hn,κοιλία,noun,de\,δέ,particle,mh\,lu/sh|s,λύω,verb,h)\n,ἐάν,conjunction,mh\,μή,conjunction,bala/nw|,βάλανος,adjective,h)\n,ἐάν,conjunction,poulu\s,πολύς,adjective,xro/nos,χρόνος,noun,h)=|,εἰμί,verb,a)diaxwrh/tw|,ἀδιαχώρητος,adjective,e)ou/sh|,εἰμί,verb,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,me\n,e)pididw=|,ἐπιδίδωμι,verb,ti/,τίς,pronoun,soi,σύ,pronoun,e)pi\,ἐπί,preposition,to\,ὁ,article,be/ltion,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,tou=,ὁ,article,mo/dou,μόδος,noun,th=s,ὁ,article,*ri/zhs,,,tri/bwn,τρίβω,verb,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,eu)w/dei,εὐώδης,adverb,kai\,καί,conjunction,tou=,ὁ,article,dau/kou,δαῦκον,noun,pi/nein,πίνω,verb,di/dou,δίδημι,verb,μή,conjunction,prwi+,,,nh/stei,νῆστις,noun,pro\,tou=,ὁ,article,πρό,preposition,bre/xein,βρέχω,verb,kai\,καί,conjunction,taxu\,ταχύς,adjective,e)pi\,ἐπί,preposition,toute/oisi,,,to\,ὁ,article,a)/leuron,ἄλευρον,adjective,e(fqo\n,ἑφθός,adjective,xliaro\n,χλιαρός,adjective,e)sqie/tw,ἐσθίω,verb,w(s,ὡς,conjunction,plei=ston,πλεῖστος,adjective,kai\,καί,conjunction,oi)=non,οἶνον,noun,o(ko/tan,,,bou/lhtai,βούλομαι,verb,eu)/krhton,εὔκρατος,adjective,e)pipine/tw,ἐπιπίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,me/n,soi,σύ,pronoun,e)pididw=|,ἐπιδίδωμι,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,be/ltion,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,prole/gein,προλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
