word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/67/lemma/@_entry,word/67/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS
to\,ὁ,article,ga\r,γάρ,particle,palaio\n,παλαιός,adjective,o(,ὁ,article,*ma/rtios,Μαλίς,proper,h)riqmei=to,ἀριθμέω,verb,pro/teros,πρότερος,adjective,w(s,ὡς,conjunction,a)/llois,ἄλλος,adjective,te,τε,particle,polloi=s,πολύς,adjective,dh=lo/n,δῆλος,adjective,e)sti,εἰμί,verb,tekmhri/ois,τεκμήριον,noun,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,tw=|,ὁ,article,to\n,ὁ,article,pe/mpton,πέμπτος,adjective,a)po\,ἀπό,preposition,tou=,ὁ,article,*marti/ou,Μαλίς,proper,*pe/mpton,πέμπτος,adjective,kai\,καί,conjunction,to\n,ὁ,article,e(/kton,ἕκτος,adjective,*(/ekton,ἕκτος,adjective,o)noma/zesqai,ὀνομάζω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,e)fech=s,ἐπέχω,verb,a)/xri,ἄχρι,adverb,tou=,ὁ,article,teleutai/ou,τελευταῖος,adjective,o(\n,ὅς,pronoun,*deke/mbrion,,,kalou=sin,καλέω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,*marti/ou,Μαλίς,proper,de/katon,δέκατος,adjective,a)riqmou/menon,ἀριθμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,ou(=,ἕ,pronoun,dh\,δή,particle,kai\,καί,conjunction,pare/sth,παρίστημι,verb,tisi\n,τις,pronoun,oi)/esqai,οἴομαι,verb,kai\,καί,conjunction,le/gein,λέγω,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,dw/deka,δώδεκα,adjective,mhsi\n,μείς,adjective,a)lla\,ἀλλά,adverb,de/ka,δέκα,verb,suneplh/roun,συμπληρόω,verb,oi(,ὁ,article,to/te,τότε,adverb,*(rwmai=oi,,,to\n,ὁ,article,e)niauto\n,ἐνιαυτός,noun,e)ni/ois,ἔνιοι,adjective,tw=n,ὁ,article,mhnw=n,μήνη,noun,h(me/ras,ἡμέρα,noun,plei/onas,πλείων,verb,tw=n,ὁ,article,tria/konta,τριάκοντα,noun,prostiqe/ntes,προστίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloi,ἄλλος,adjective,d',δέ,particle,i(storou=si,ἱστορέω,verb,to\n,ὁ,article,me\n,μέν,particle,*deke/mbrion,,,a)po\,ἀπό,preposition,tou=,ὁ,article,*marti/ou,Μαλίς,proper,de/katon,δέκατος,adjective,ei)=nai,εἰμί,verb,to\n,ὁ,article,d',δέ,particle,*)ianoua/rion,,,e(nde/katon,ἑνδέκατος,adjective,to\n,ὁ,article,de\,δέ,particle,*febroua/rion,,,dwde/katon,δωδέκατος,adjective,e)n,ἐν,preposition,w(=|,ὅς,pronoun,kaqarmoi=s,καθαρμός,noun,te,τε,particle,xrw=ntai,χράομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,fqime/nois,φθίω,verb,e)nagi/zousi,ἐναγίζω,verb,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,teleutw=ntos,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metateqh=nai,μετατίθημι,verb,de\,δέ,particle,tou/tous,οὗτος,pronoun,kai\,καί,conjunction,gene/sqai,γίγνομαι,verb,to\n,ὁ,article,*)ianoua/rion,,,prw=ton,πρότερος,adjective,o(/ti,ὅστις,pronoun,th=|,ὁ,article,noumhni/a|,νουμηνία,noun,tou/tou,οὗτος,pronoun,tou=,ὁ,article,mhno/s,μείς,adjective,h(\n,ὅς,pronoun,h(me/ran,ἡμέρα,noun,kala/ndas,,,*)ianouari/as,,,kalou=sin,καλέω,verb,oi(,ὁ,article,prw=toi,πρότερος,adjective,katesta/qhsan,καθίστημι,verb,u(/patoi,ὕπατος,adjective,tw=n,ὁ,article,basile/wn,βασίλη,noun,e)kpeso/ntwn,ἐκπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piqanw/teroi,πιθανός,adjective,d',δέ,particle,ei)si\n,εἰμί,verb,oi(,ἕ,pronoun,le/gontes,λέγω,verb,o(/ti,ὅστις,pronoun,to\n,ὁ,article,me\n,μέν,particle,*ma/rtion,Μαλίς,proper,o(,ὁ,article,*(rwmu/los,,,polemiko\s,πολεμικός,adjective,kai\,καί,conjunction,a)reima/nios,,,w)\n,εἰμί,verb,kai\,καί,conjunction,dokw=n,δοκάζω,verb,e)c,ἐκ,preposition,*)/areos,Ἄρεος,proper,gegone/nai,γίγνομαι,verb,proe/tace,προτάσσω,verb,tw=n,ὁ,article,mhnw=n,μήνη,noun,e)pw/numon,ἐπώνυμος,adjective,o)/nta,εἰμί,verb,tou=,ὁ,article,*)/areos,Ἄρεος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*noma=s,νομεύς,noun,d',δέ,particle,au)=qis,αὖθις,adverb,ei)rhniko\s,εἰρηνικός,adjective,geno/menos,γίγνομαι,verb,kai\,καί,conjunction,pro\s,πρός,preposition,e)/rga,ἔργον,noun,th=s,ὁ,article,gh=s,γῆ,noun,filotimou/menos,φιλοτιμέομαι,verb,tre/yai,τρέπω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,a)posth=sai,ἀφίστημι,verb,de\,δέ,particle,tw=n,ὁ,article,polemikw=n,πολεμικός,adjective,tw=|,ὁ,article,*)ianouari/w|,,,th\n,ὁ,article,h(gemoni/an,ἡγεμονία,noun,e)/dwke,δίδωμι,verb,kai\,καί,conjunction,to\n,ὁ,article,*)iano\n,,,ei)s,εἰς,preposition,tima\s,τιμή,noun,proh/gage,προάγω,verb,mega/las,μέγας,adverb,w(s,ὡς,conjunction,politiko\n,πολιτικός,adjective,kai\,καί,conjunction,gewrgiko\n,γεωργικός,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,polemiko\n,πολεμικός,adjective,geno/menon,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ra,ὁράω,verb,de\,δέ,particle,mh\,μή,conjunction,ma=llon,μᾶλλον,adverb,o(,ὁ,article,*noma=s,νομεύς,noun,th=|,ὁ,article,fu/sei,φύσις,noun,prosh/kousan,προσακούω,verb,a)rxh\n,ἀρχή,noun,e)/labe,λαμβάνω,verb,tou=,ὁ,article,e)/tous,ἔτος,noun,w(s,ὡς,conjunction,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqo/lou,καθόλου,adverb,me\n,μέν,particle,ga\r,γάρ,particle,ou)de/n,οὐδείς,pronoun,e)sti,εἰμί,verb,fu/sei,φύσις,noun,tw=n,ὁ,article,e)n,ἐν,preposition,ku/klw|,κύκλος,noun,periferome/nwn,περιφέρω,verb,ou)/t',οὔτε,adverb,e)/sxaton,σχέθω,verb,ou)/te,οὔτε,adverb,prw=ton,πρότερος,adjective,no/mw|,νόμος,noun,d',δέ,particle,a)/llhn,ἄλλος,adjective,a)/lloi,ἄλλος,adjective,tou=,ὁ,article,xro/nou,χρόνος,noun,lamba/nousin,λαμβάνω,verb,a)rxh\n,ἀρχή,noun,a)/rista,ἄριστος,adjective,d',δέ,particle,oi(,ἕ,pronoun,th\n,ὁ,article,meta\,μετά,preposition,tropa\s,τροπή,noun,xeimerina\s,χειμερινός,adjective,lamba/nontes,λαμβάνω,verb,o(phni/ka,ὁπηνίκα,adverb,tou=,ὁ,article,pro/sw,πρόσω,adverb,badi/zein,βαδίζω,verb,pepaume/nos,παύω,verb,o(,ὁ,article,h(/lios,ἥλιος,noun,e)pistre/fei,ἐπιστρέφω,verb,kai\,καί,conjunction,a)naka/mptei,ἀνακάμπτω,verb,pa/lin,πάλιν,adverb,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,ga\r,γάρ,particle,a)nqrw/pois,ἄνθρωπος,noun,tro/pon,τρόπος,noun,tina\,τις,pronoun,kata\,κατά,preposition,fu/sin,φύσις,noun,to\n,ὁ,article,me\n,μέν,particle,tou=,ὁ,article,fwto\s,φάος,adjective,au)/cousa,αὐξάνω,verb,xro/non,χρόνος,noun,h(mi=n,ἐγώ,pronoun,meiou=sa,μειόω,verb,de\,δέ,particle,to\n,ὁ,article,tou=,ὁ,article,sko/tous,σκότος,noun,e)ggute/rw,ἐγγύτερος,adjective,de\,δέ,particle,poiou=sa,ποιέω,verb,to\n,ὁ,article,ku/rion,κύριος,adjective,kai\,καί,conjunction,h(gemo/na,ἡγεμών,noun,th=s,ὁ,article,r(eusth=s,ῥευστός,adjective,ou)si/as,οὐσία,adjective,a(pa/shs,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,th=|,ὁ,article,gunaikei/a|,γυναικεῖος,adjective,qew=|,θεός,noun,h(\n,ὅς,pronoun,*)agaqh\n,ἀγαθός,adjective,kalou=sin,καλέω,verb,kosmou=sai,κοσμέω,verb,shko\n,σηκός,noun,ai(,ὁ,article,gunai=kes,γυνή,noun,oi)/koi,οἴκοι,adverb,mursi/nas,μυρσίνη,noun,ou)k,οὐ,adverb,ei)sfe/rousi,εἰσφέρω,verb,kai/toi,καίτοι,particle,pa=si,πᾶς,adjective,filotimou/menai,φιλοτιμέομαι,verb,xrh=sqai,χράομαι,verb,toi=s,ὁ,article,blasta/nousi,βλαστάνω,verb,kai\,καί,conjunction,a)nqou=si,ἀνθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,w(s,ὡς,conjunction,oi(,ἕ,pronoun,muqologou=ntes,μυθολογέω,verb,i(storou=si,ἱστορέω,verb,*fau/nou,,,me\n,μέν,particle,h)=n,εἰμί,verb,gunh\,γυνή,noun,tou=,ὁ,article,ma/ntews,μάντις,noun,oi)/nw|,οἶνον,noun,de\,δέ,particle,xrhsame/nh,χράω,verb,kru/fa,κρύφα,adverb,kai\,καί,conjunction,mh\,μή,conjunction,laqou=sa,λανθάνω,verb,r(a/bdois,ῥάβδος,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,e)kola/sqh,κολάζω,verb,mursi/nhs,μυρσίνη,noun,o(/qen,ὅθεν,adverb,mursi/nhn,μυρσίνη,noun,me\n,μέν,particle,ou)k,οὐ,adverb,ei)sfe/rousin,εἰσφέρω,verb,oi)=non,οἶνον,noun,d',δέ,particle,au)th=|,αὐτός,pronoun,spe/ndousi,σπένδω,verb,ga/la,γάλα,noun,prosagoreu/ousai,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pollw=n,πολύς,adjective,me\n,μέν,particle,a(gnai\,ἁγνός,adjective,ma/lista,μάλιστα,adverb,d',δέ,particle,a)frodisi/wn,Ἀφροδίσιος,proper,th\n,ὁ,article,i(erourgi/an,ἱερουργία,noun,e)kei/nhn,ἐκεῖνος,pronoun,e)pitelou=sin,ἐπιτέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,mo/non,μόνος,adjective,e)coiki/zousi,ἐξοικίζω,verb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pa=n,πᾶς,adjective,a)/rren,ἄρσην,noun,e)celau/nousi,ἐξελαύνω,verb,th=s,ὁ,article,oi)ki/as,οἰκία,noun,o(/tan,ὅταν,conjunction,ta\,ὁ,article,nenomisme/na,νομίζω,verb,th=|,ὁ,article,qew=|,θεός,noun,poiw=si,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,ou)=n,οὖν,particle,mursi/nhn,μυρσίνη,noun,w(s,ὡς,conjunction,i(era\n,ἱερός,adjective,*)afrodi/ths,Ἀφροδίτη,proper,a)fosiou=ntai,ἀφοσιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,h(\n,ὅς,pronoun,nu=n,νῦν,adverb,*mourki/an,,,*)afrodi/thn,Ἀφροδίτη,proper,kalou=si,καλέω,verb,*murti/an,Μυρτίη,proper,to\,ὁ,article,palaio\n,παλαιός,adjective,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,w)no/mazon,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,to\n,ὁ,article,druokola/pthn,δρυοκολάπτης,noun,oi(,ὁ,article,*lati=noi,Λατῖνος,proper,se/bontai,σέβομαι,verb,kai\,καί,conjunction,a)pe/xontai,ἀπέχω,verb,pa/ntes,πᾶς,adjective,i)sxurw=s,ἰσχυρός,adjective,tou=,ὁ,article,o)/rniqos,ὄρνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,o(/ti,ὅστις,pronoun,to\n,ὁ,article,*pi=kon,Πῖκος,proper,le/gousin,λέγω,verb,u(po\,ὑπό,preposition,farma/kwn,φάρμακον,noun,th=s,ὁ,article,gunaiko\s,γυνή,noun,metabalei=n,μεταβάλλω,verb,th\n,ὁ,article,fu/sin,φύσις,noun,kai\,καί,conjunction,geno/menon,γίγνομαι,verb,druokola/pthn,δρυοκολάπτης,noun,a)pofqe/ggesqai,ἀποφθέγγομαι,verb,lo/gia,λόγιον,noun,kai\,καί,conjunction,xrhsmw|dei=n,χρησμῳδέω,verb,toi=s,ὁ,article,e)rwtw=sin,ἐρωτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/,ἠέ,conjunction,tou=to,οὗτος,pronoun,me\n,μέν,particle,a)/pisto/n,ἄπιστος,adjective,e)stin,εἰμί,verb,o(/lws,ὅλος,adjective,kai\,καί,conjunction,teratw=des,τερατώδης,adverb,a(/teros,ἅτερος,adjective,de\,δέ,particle,tw=n,ὁ,article,mu/qwn,μῦθος,noun,piqanw/teros,πιθανός,adjective,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,toi=s,ὁ,article,peri\,περί,preposition,*(rwmu/lon,,,kai\,καί,conjunction,*(rw=mon,,,e)kteqei=sin,ἐκτίθημι,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,lu/kaina,λύκαινα,adjective,qhlh\n,θηλή,noun,e)pei=xen,ἐπέχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,druokola/pths,δρυοκολάπτης,noun,tis,τις,pronoun,e)pifoitw=n,ἐπιφοιτάω,verb,e)yw/mizen,ψωμίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pieikw=s,ἐπιεικής,adjective,ga\r,γάρ,particle,e)/ti,ἔτι,adverb,kai\,καί,conjunction,nu=n,νῦν,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,u(pwrei/ois,ὑπώρειος,adjective,kai\,καί,conjunction,drumw/desi,δρυμώδης,adjective,to/pois,τόπος,noun,o(/pou,ὅπου,adverb,fai/netai,φαίνω,verb,druokola/pths,δρυοκολάπτης,noun,e)kei=,ἐκεῖ,adverb,kai\,καί,conjunction,lu/kos,λύκος,adjective,w(s,ὡς,conjunction,*nigi/dios,,,i(storei=,ἱστορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ma=llon,μᾶλλον,adverb,w(s,ὡς,conjunction,a)/llon,ἄλλος,adjective,a)/llou,ἄλλος,adjective,qeou=,θεός,noun,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,*)/areos,Ἄρεος,proper,i(ero\n,ἱερός,adjective,nomi/zousi,νομίζω,verb,to\n,ὁ,article,o)/rnin,ὄρνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,eu)qarsh\s,εὐθαρσής,adverb,kai\,καί,conjunction,gau=ro/s,γαῦρος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,r(u/gxos,ῥύγχος,noun,ou(/tws,οὕτως,adverb,e)/xei,ἔχω,verb,krataio/n,κραταιός,adjective,w(/ste,ὥστε,conjunction,dru=s,δρῦς,noun,a)natre/pein,ἀνατρέπω,verb,o(/tan,ὅταν,conjunction,ko/ptwn,κόπτω,verb,pro\s,πρός,preposition,th\n,ὁ,article,e)nteriw/nhn,ἐντεριώνη,noun,e)ci/khtai,ἐξικνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ti/,τίς,pronoun,to\n,ὁ,article,*)iano\n,,,dipro/swpon,διπρόσωπος,adjective,oi)/ontai,οἴομαι,verb,gegone/nai,γίγνομαι,verb,kai\,καί,conjunction,gra/fousin,γράφω,verb,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,pla/ttousin,πλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
