word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS
tw=n,ὁ,article,e)piklh/rwn,ἐπίκληρος,adjective,o(/sai,ὅσος,adjective,qhtiko\n,θητικός,adjective,telou=sin,τέλλω,verb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,bou/lhtai,βούλομαι,verb,e)/xein,ἔχω,verb,o(,ὁ,article,e)ggu/tata,ἐγγύτατος,adjective,ge/nous,γένος,noun,e)kdido/tw,ἐκδίδωμι,verb,e)pidou\s,ἐπιδίδωμι,verb,o(,ὁ,article,me\n,μέν,particle,pentakosiome/dimnos,πεντακοσιομέδιμνος,noun,pentakosi/as,πεντακόσιοι,adjective,draxma/s,δραχμή,noun,o(,ὁ,article,d',δέ,particle,i(ppeu\s,ἱππεύς,noun,triakosi/as,τριακόσιοι,adjective,o(,ὁ,article,de\,δέ,particle,zeugi/ths,ζευγίτης,adjective,e(kato\n,ἑκατόν,noun,penth/konta,πεντήκοντα,verb,pro\s,πρός,preposition,oi(=s,ὅς,pronoun,au)th=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,plei/ous,πλέως,adjective,w)=sin,εἰμί,verb,e)n,ἐν,preposition,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,ge/nei,γένος,noun,th=|,ὁ,article,e)piklh/rw|,ἐπίκληρος,adjective,pro\s,πρός,preposition,me/ros,μέρος,noun,e)pidido/nai,ἐπιδίδωμι,verb,e(/kaston,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,d',δέ,particle,ai(,ὁ,article,gunai=kes,γυνή,noun,plei/ous,πλέως,adjective,w)=si,εἰμί,verb,mh\,μή,conjunction,e)pa/nagkes,ἐπανάγκης,adjective,ei)=nai,εἰμί,verb,ple/on,πλέος,adjective,h)\,ἠέ,conjunction,mi/an,εἷς,adjective,e)kdou=nai,ἐκδίδωμι,verb,tw=|,ὁ,article,g',γε,particle,e(ni/,εἷς,adjective,a)lla\,ἀλλά,adverb,to\n,ὁ,article,e)ggu/tata,ἐγγύτατος,adjective,a)ei\,ἀεί,adverb,e)kdido/nai,ἐκδίδωμι,verb,h)\,ἠέ,conjunction,au)to\n,αὐτός,pronoun,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)/xh|,ἔχω,verb,o(,ὁ,article,e)gguta/tw,ἐγγύτατος,adjective,ge/nous,γένος,noun,h)\,ἠέ,conjunction,mh\,μή,conjunction,e)kdw=|,ἐκδίδωμι,verb,o(,ὁ,article,a)/rxwn,ἄρχων,noun,e)panagkaze/tw,ἐπαναγκάζω,verb,h)\,ἠέ,conjunction,au)to\n,αὐτός,pronoun,e)/xein,ἔχω,verb,h)\,ἠέ,conjunction,e)kdou=nai,ἐκδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,e)panagka/sh|,ἐπαναγκάζω,verb,o(,ὁ,article,a)/rxwn,ἄρχων,noun,o)feile/tw,ὀφειλέτης,noun,xili/as,χίλιοι,adjective,draxma\s,δραχμή,noun,i(era\s,ἱερός,adjective,th=|,ὁ,article,*(/hra|,Ἥρα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pografe/tw,ἀπογράφω,verb,de\,δέ,particle,to\n,ὁ,article,mh\,μή,conjunction,poiou=nta,ποιέω,verb,tau=ta,οὗτος,pronoun,o(,ὁ,article,boulo/menos,βούλομαι,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)/rxonta,ἄρχων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,me\n,μέν,particle,le/gei,λέγω,verb,o(,ὁ,article,no/mos,νόμος,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,a)kou/ete,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,de\,δέ,particle,th=s,ὁ,article,e)piklh/rou,ἐπίκληρος,adjective,e)/dei,δέω,verb,e)pidika/zesqai,ἐπιδικάζω,verb,*fuloma/xhs,Φυλομάχη,proper,th=s,ὁ,article,toutoui\,οὗτος,pronoun,mhtro\s,μήτηρ,noun,tou=,ὁ,article,paido/s,παῖς,adjective,*(agni/ou,Ἁγνίης,proper,de\,δέ,particle,a)neyiou=,ἀνεψιός,noun,paido\s,παῖς,adjective,ou)/shs,εἰμί,verb,pro\s,πρός,preposition,patro/s,πατήρ,noun,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,h(=kon,ἥκω,verb,fobou/menos,φοβέω,verb,to\n,ὁ,article,no/mon,νόμος,noun,kai\,καί,conjunction,e)pedikazo/mhn,ἐπιδικάζω,verb,ge/nei,γένος,noun,w)\n,εἰμί,verb,e)gguta/tw,ἐγγύτατος,adjective,*qeo/pompos,Θεόπομπος,proper,de\,δέ,particle,o(,ὁ,article,*makarta/tou,Μακάρτατος,proper,path\r,πατήρ,noun,ou)de\,οὐδέ,particle,prosh=lqen,προσέρχομαι,verb,to\,ὁ,article,para/pan,παράπαν,adverb,ou)de\,οὐδέ,particle,h)mfesbh/thsen,ἀμφαμφισβητέω,verb,dia\,διά,preposition,to\,ὁ,article,mhd',μηδέ,particle,o(tiou=n,ὁτιοῦν,adverb,au)tw=|,αὐτός,pronoun,prosh/kein,προσήκω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,h(liki/a|,ἡλικία,noun,w)\n,εἰμί,verb,th=|,ὁ,article,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,oi)/esqe,οἴομαι,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,a)/topon,ἄτοπος,adjective,ei)=nai,εἰμί,verb,th=s,ὁ,article,me\n,μέν,particle,e)piklh/rou,ἐπίκληρος,adjective,h(\,ὅς,pronoun,h)=n,εἰμί,verb,*(agni/a|,Ἁγνίης,proper,a)neyiou=,ἀνεψιός,noun,pai=s,πᾶς,adjective,pro\s,πρός,preposition,patro/s,πατήρ,noun,tau/ths,οὗτος,pronoun,me\n,μέν,particle,mhdepw/pote,μηδεπώποτε,adverb,a)mfisbhth=sai,ἀμφισβητέω,verb,*qeo/pompon,Θεόπομπος,proper,to\n,ὁ,article,de\,δέ,particle,klh=ron,κλῆρος,adjective,to\n,ὁ,article,*(agni/ou,Ἁγνίης,proper,a)ciou=n,ἀξιόω,verb,e)/xein,ἔχω,verb,para\,παρά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ge/noint',γίγνομαι,verb,a)\n,ἄν,particle,a)/nqrwpoi,ἄνθρωπος,noun,a)naisxunto/teroi,ἀναίσχυντος,adjective,h)\,ἠέ,conjunction,miarw/teroi,μιαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagi/gnwske,ἀναγιγνώσκω,verb,kai\,καί,conjunction,tou\s,ὁ,article,e(te/rous,ἕτερος,adjective,no/mous,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proeipei=n,προεῖπον,verb,tw=|,τίς,pronoun,ktei/nanti,κτείνω,verb,e)n,ἐν,preposition,a)gora=|,ἀγορά,noun,e)nto\s,ἐντός,adverb,a)neyio/thtos,ἀνεψιότης,noun,kai\,καί,conjunction,a)neyiou=,ἀνεψιός,noun,sundiw/kein,συνδιώκω,verb,de\,δέ,particle,kai\,καί,conjunction,a)neyiou\s,ἀνεψιός,noun,kai\,καί,conjunction,a)neyiw=n,ἀνεψιά,noun,pai=das,παῖς,adjective,kai\,καί,conjunction,gambrou\s,γαμβρός,noun,kai\,καί,conjunction,penqerou\s,πενθερός,noun,kai\,καί,conjunction,fra/teras,φράτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)de/sasqai,αἰδέομαι,verb,de/,δέ,particle,e)a\n,ἐάν,conjunction,me\n,μέν,particle,path\r,πατήρ,noun,h)=|,εἰμί,verb,h)\,ἠέ,conjunction,a)delfo\s,ἀδελφός,adjective,h)\,ἠέ,conjunction,ui(ei=s,υἱός,noun,a(/pantas,ἅπας,adjective,h)\,ἠέ,conjunction,to\n,ὁ,article,kwlu/onta,κωλύω,verb,kratei=n,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,tou/twn,οὗτος,pronoun,mhdei\s,μηδείς,pronoun,h)=|,εἰμί,verb,ktei/nh|,κτείνω,verb,de\,δέ,particle,a)/kwn,ἀέκων,adjective,gnw=si,γνῶσις,noun,de\,δέ,particle,oi(,ὁ,article,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,ei(=s,εἷς,adjective,oi(,ἕ,pronoun,e)fe/tai,ἐφέται,noun,a)/konta,ἄκων,noun,ktei=nai,κτείνω,verb,e)se/sqwn,εἰσίημι,verb,oi(,ὁ,article,fra/teres,φράτηρ,noun,e)a\n,ἐάν,conjunction,e)qe/lwsi,ἐθέλω,verb,de/ka,δέκα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,de\,δέ,particle,oi(,ὁ,article,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,ei(=s,εἷς,adjective,a)risti/ndhn,ἀριστίνδην,adverb,ai(rei/sqwn,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ὁ,article,pro/teron,πρότερος,adjective,ktei/nantes,κτείνω,verb,e)n,ἐν,preposition,tw=|de,ὅδε,pronoun,tw=|,ὁ,article,qesmw=|,θεσμός,noun,e)nexe/sqwn,ἐνέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
