word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
w(=n,ὅς,pronoun,oi(,ὁ,article,plei=stoi,πλεῖστος,adjective,fqa/santes,φθάνω,verb,e)c,ἐκ,preposition,a)gora=s,ἀγορά,noun,a)pe/fugon,ἀποφεύγω,verb,kai\,καί,conjunction,diece/peson,ἐξεφέζομαι,verb,ei)s,εἰς,preposition,*ko/rinqon,Κόρινθος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,xro/nou,χρόνος,noun,braxe/os,βραχύς,adjective,dielqo/ntos,διέρχομαι,verb,a)poqnh/|skei,ἀποθνήσκω,verb,me\n,μέν,particle,u(po\,ὑπό,preposition,dou/lwn,δοῦλος,noun,*)aristo/maxos,Ἀριστόμαχος,proper,u(polamba/nei,ὑπολαμβάνω,verb,de\,δέ,particle,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,fqa/sas,φθάνω,verb,*)ari/stippos,Ἀρίστιππος,proper,e)cwle/steros,ἐξώλης,adjective,e)kei/nou,ἐκεῖνος,pronoun,tu/rannos,τύραννος,noun,o(/soi,ὅσος,adjective,dh\,δή,particle,tw=n,ὁ,article,*)axaiw=n,Ἀχαία,proper,e)n,ἐν,preposition,h(liki/a|,ἡλικία,noun,paro/ntes,πάρειμι,verb,e)/tuxon,τυγχάνω,verb,tou/tous,a)nalabw\n,ἀναλαμβάνω,verb,o(,ὁ,article,*)/aratos,Ἄρατος,proper,οὗτος,pronoun,e)boh/qei,βοηθέω,verb,pro\s,πρός,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,o)ce/ws,ὀξέως,adverb,oi)o/menos,οἴομαι,verb,eu(rh/sein,εὑρίσκω,verb,ta\,ὁ,article,tw=n,ὁ,article,*)argei/wn,pro/quma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀργᾶς,proper,πρόθυμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,pollw=n,πολύς,adjective,h)/dh,ἤδη,adverb,dia\,διά,preposition,sunh/qeian,συνήθεια,noun,e)qelodou/lws,ἐθελόδουλος,adjective,e)xo/ntwn,ἔχω,verb,kai\,καί,conjunction,mhdeno\s,μηδείς,pronoun,a)fistame/nou,ἀφίστημι,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,a)nexw/rhsen,ἀναχωρέω,verb,e)/gklhma,ἔγκλημα,noun,kateskeuakw\s,κατασκευάζω,verb,toi=s,ὁ,article,*)axaioi=s,Ἀχαιός,proper,w(s,ὡς,conjunction,e)n,ἐν,preposition,ei)rh/nh|,εἰρήνη,noun,po/lemon,πόλεμος,noun,e)cenhnoxo/si,ἐκφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,di/khn,δίκη,adjective,e)/sxon,ἔχω,verb,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,para\,παρά,preposition,*mantineu=sin,Μαντινεύς,proper,h(\n,ὅς,pronoun,*)ara/tou,Ἄρατος,proper,mh\,μή,conjunction,paro/ntos,πάρειμι,verb,*)ari/stippos,Ἀρίστιππος,proper,ei(=le,αἱρέω,verb,diw/kwn,διώκω,verb,kai\,καί,conjunction,mnw=n,μνᾶ,noun,e)timh/qh,τιμάω,verb,tria/konta,τριάκοντα,noun,to\n,ὁ,article,de\,δέ,particle,*)/araton,Ἄρατος,proper,au)to\n,αὐτός,pronoun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,misw=n,μισέω,verb,kai\,καί,conjunction,dedoikw/s,δείδω,verb,e)pebou/leuen,ἐπιβουλεύω,verb,a)nelei=n,sunergou=ntos,συνεργέω,verb,*)antigo/nou,Ἀντίγονος,proper,tou=,ὁ,article,ἀναιρέω,verb,basile/ws,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pantaxou=,πανταχοῦ,adverb,sxedo\n,σχεδόν,adverb,h)=san,εἰμί,verb,oi(,ἕ,pronoun,tou=to,οὗτος,pronoun,pra/ttontes,πράσσω,verb,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,kairo\n,καιρός,noun,e)pithrou=ntes,ἐπιτηρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,oi(=on,οἷος,adjective,a)lhqinh\,ἀληθινός,adjective,kai\,καί,conjunction,be/baios,βέβαιος,adjective,eu)/noia,εὔνοια,noun,fulakth/rion,φυλακτήριον,noun,a)ndro\s,ἀνήρ,noun,a)/rxontos,ἄρχω,verb,o(/tan,ὅταν,conjunction,ga\r,γάρ,particle,e)qisqw=sin,ἐθίζω,verb,oi(/,ἕ,pronoun,te,τε,particle,polloi\,πολύς,adjective,kai\,καί,conjunction,oi(,ὁ,article,dunatoi\,δυνατός,adjective,mh\,μή,conjunction,to\n,ὁ,article,h(gou/menon,ἡγέομαι,verb,a)ll',ἀλλά,adverb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,h(goume/nou,ἡγέομαι,verb,dedie/nai,δείδω,verb,polloi=s,πολύς,adjective,me\n,o)/mmasin,ὄμμα,noun,o(ra=|,ὁράω,verb,dia\,διά,preposition,μέν,particle,pollw=n,πολύς,adjective,de\,δέ,particle,w)/twn,ἄατος,adjective,a)kou/ei,ἀκούω,verb,kai\,καί,conjunction,proaisqa/netai,προαισθάνομαι,verb,ta\,ὁ,article,gino/mena,γίγνομαι,verb,dio\,διό,conjunction,kai\,bou/lomai,to\n,ὁ,article,lo/gon,λόγος,noun,e)pisth/sas,ἐφίστημι,verb,e)ntau=qa/,ἐνταῦθα,adverb,pou,πού,adverb,diecelqei=n,διεξέρχομαι,verb,peri\,περί,preposition,th=s,ὁ,article,*)aristi/ppou,Ἀρίστιππος,proper,diai/ths,δίαιτα,noun,h(\n,ὅς,pronoun,h(,ὁ,article,zhlotupoume/nh,ζηλοτυπέω,verb,turanni\s,τυραννίς,noun,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,o(,ὁ,article,th=s,ὁ,article,makari/as,μακαρία,noun,kai\,καί,conjunction,periboh/tou,περιβόητος,adjective,monarxi/as,μοναρχία,noun,καί,conjunction,βούλομαι,verb,o)/gkos,ὄγκος,noun,perie/qhken,περιτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=nos,ἐκεῖνος,pronoun,ga\r,γάρ,particle,*)anti/gonon,Ἀντίγονος,proper,me\n,μέν,particle,e)/xwn,ἔχω,verb,su/mmaxon,σύμμαχος,adjective,tre/fwn,τρέφω,verb,de\,δέ,particle,pollou\s,πολύς,adjective,e(/neka,ἕνεκα,preposition,th=s,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)sfalei/as,ἀσφάλεια,noun,ou)de/na,οὐδείς,pronoun,de\,δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,zw=nta,ζάω,verb,tw=n,ὁ,article,e)xqrw=n,ἐχθρός,adjective,u(poleloipw/s,ὑπολείπω,verb,tou\s,ὁ,article,me\n,μέν,particle,dorufo/rous,δορύφορος,adjective,kai\,καί,conjunction,fu/lakas,φύλαξ,noun,e)/cw,paremba/llein,παρεμβάλλω,verb,e)ke/leuen,κελεύω,verb,e)n,ἐν,preposition,ἔξω,adverb,tw=|,ὁ,article,peristu/lw|,περίστυλον,noun,tou\s,ὁ,article,de\,δέ,particle,oi)ke/tas,οἰκέτης,noun,o(po/te,ὁπότε,adverb,deipnh/sai,δειπνέω,verb,ta/xista,τάχιστος,adjective,pa/ntas,πᾶς,adjective,e)celau/nwn,kai\,th\n,ὁ,article,me/taulon,μέταυλος,adjective,a)poklei/wn,ἀποκλείω,verb,meta\,μετά,preposition,th=s,ὁ,article,e)rwme/nhs,ἐρώμενος,adjective,au)to\s,αὐτός,pronoun,ei)s,εἰς,preposition,oi)/khma,οἴκημα,noun,katedu/eto,καταδύω,verb,mikro\n,μικρός,adjective,u(perw=|on,ὑπερῷον,noun,qu/ra|,θύρα,noun,katarrakth=|,καταρρακτός,adjective,kleio/menon,κλέω,verb,,,,,,,,,,,,,,,,,,,,,,ἐξελαύνω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=s,ὅς,pronoun,u(pera/nw,ὑπεράνω,adverb,th\n,ὁ,article,kli/nhn,κλίνη,noun,e)pitiqei\s,ἐπιτίθημι,verb,e)ka/qeuden,κατακαθεύδω,verb,w(s,ὡς,conjunction,ei)ko\s,ἔοικα,verb,kaqeu/dein,καθεύδω,verb,to\n,ὁ,article,ou(/tws,οὕτως,adverb,e)/xonta,ἔχω,verb,taraxwdw=s,ταραχώδης,adverb,kai\,καί,conjunction,perifo/bws,περίφοβος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,klima/kion,κλιμάκιον,noun,h(,ὁ,article,th=s,ὁ,article,e)rwme/nhs,ἐρώμενος,adjective,mh/thr,μήτηρ,noun,u(fairou=sa,ὑφαιρέω,verb,kate/kleien,κατακλείω,verb,ei)s,εἰς,preposition,e(/teron,ἕτερος,adjective,oi)/khma,οἴκημα,noun,kai\,καί,conjunction,pa/lin,πάλιν,adverb,a(/m',ἅμα,adverb,h(me/ra|,ἡμέρα,noun,proseti/qei,προστίθημι,verb,kai\,καί,conjunction,kateka/lei,κατακαλέω,verb,to\n,ὁ,article,qaumasto\n,θαυμαστός,adjective,tu/rannon,τύραννος,noun,w(/sper,ὥσπερ,adverb,e(rpeto\n,ἑρπετόν,noun,e)k,ἐκ,preposition,fwleou=,φωλεός,noun,katerxo/menon,κατέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,ou)x,οὐ,adverb,o(/plois,ὅπλον,noun,kata\,κατά,preposition,bi/an,βία,adjective,no/mw|,νόμος,noun,de\,δέ,particle,u(p',ὑπό,preposition,a)reth=s,ἀρετή,noun,a)kata/pauston,ἀκατάπαυστος,adjective,a)rxh\n,ἀρχή,noun,peripepoihme/nos,περιποιέω,verb,e)n,ἐν,preposition,i(mati/w|,ἱμάτιον,adjective,kai\,καί,conjunction,xlamudi/w|,χλαμύδιον,noun,tw=|,ὁ,article,tuxo/nti,τυγχάνω,verb,tw=n,ὁ,article,pw/pote,πώποτε,adverb,tura/nnwn,τύραννος,noun,koino\s,κοινός,adjective,a)podedeigme/nos,ἀποδείκνυμι,verb,e)xqro/s,ἐχθρός,adjective,a)/xri,ἄχρι,adverb,th=s,ὁ,article,th/meron,σήμερον,adverb,h(me/ras,ge/nos,γένος,noun,eu)dokimw/taton,εὐδόκιμος,adjective,a)pole/loipen,ἀπολείπω,verb,ἡμέρα,noun,e)n,ἐν,preposition,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei/nwn,ἐκεῖνος,pronoun,de\,δέ,particle,tw=n,ὁ,article,ta\s,ὁ,article,a)/kras,ἄκρος,adjective,katalambano/ntwn,καταλαμβάνω,verb,kai\,καί,conjunction,tou\s,ὁ,article,dorufo/rous,δορύφορος,adjective,trefo/ntwn,τρέφω,verb,kai\,καί,conjunction,ta\,ὁ,article,o(/pla,ὅπλον,noun,kai\,καί,conjunction,ta\s,ὁ,article,pu/las,πύλη,adjective,kai\,καί,conjunction,tou\s,ὁ,article,katarra/ktas,καταρράκτης,adjective,proballome/nwn,προβάλλω,verb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)sfalei/as,ἀσφάλεια,noun,o)li/goi,ὀλίγος,adjective,to\n,ὁ,article,e)k,ἐκ,preposition,plhgh=s,qa/naton,θάνατος,adjective,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,πληγή,noun,lagwoi\,λαγῶς,noun,die/fugon,διαφεύγω,verb,oi)=kos,οἶκος,noun,de\,δέ,particle,h)\,ἠέ,conjunction,ge/nos,γένος,noun,h)\,ἠέ,conjunction,ta/fos,τάφος,noun,e)/xwn,ἔχω,verb,timwme/nhn,mnh/mhn,ou)deno\s,οὐδείς,pronoun,le/leiptai,λείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τιμάω,verb,μνήμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,d',δέ,particle,ou)=n,οὖν,particle,to\n,ὁ,article,*)ari/stippon,Ἀρίστιππος,proper,o(,ὁ,article,*)/aratos,Ἄρατος,proper,kai\,καί,conjunction,kru/fa,κρύφα,adverb,polla/kis,πολλάκις,adverb,kai\,καί,conjunction,fanerw=s,φανερός,adjective,prose/ptaisen,προσπταίω,verb,e)pixeirh/sas,ἐπιχειρέω,verb,katalamba/nein,καταλαμβάνω,verb,to\,ὁ,article,*)/argos,Ἄργος,proper,a(/pac,ἅπαξ,adverb,de\,δέ,particle,kli/makas,κλῖμαξ,noun,prosqei\s,προστίθημι,verb,met',μετά,preposition,o)li/gwn,ὀλίγος,adjective,e)pi\,ἐπί,preposition,to\,ὁ,article,tei=xos,τεῖχος,noun,a)ne/bh,ἀναβαίνω,verb,parabo/lws,παράβολος,adjective,kai\,tou\s,ὁ,article,bohqou=ntas,βοηθέω,verb,e)ntau=qa,ἐνταῦθα,adverb,καί,conjunction,tw=n,ὁ,article,fula/kwn,φύλαξ,noun,a)pe/kteinen,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,h(me/ras,ἡμέρα,noun,e)pifanei/shs,ἐπιφαίνω,verb,kai\,καί,conjunction,tou=,ὁ,article,tura/nnou,τύραννος,noun,pantaxo/qen,πανταχόθεν,adverb,au)tw=|,αὐτός,pronoun,prosba/llontos,προσδαίω,verb,oi(,ἕ,pronoun,me\n,μέν,particle,*)argei=oi,Ἀργεῖος,proper,kaqa/per,καθά,adverb,ou)x,οὐ,adverb,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,e)leuqeri/as,ἐλευθερία,noun,th=s,ὁ,article,ma/xhs,μάχη,noun,ou)/shs,εἰμί,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,to\n,ὁ,article,a)gw=na,ἀγών,noun,tw=n,ὁ,article,*nemei/wn,Νέμειον,proper,brabeu/ontes,βραβεύω,verb,i)/soi,kai\,καί,conjunction,di/kaioi,δίκαιος,adjective,qeatai\,θεατής,noun,ἴσος,adjective,kaqh=nto,κάθημαι,verb,tw=n,ὁ,article,ginome/nwn,γίγνομαι,verb,pollh\n,πολύς,adjective,h(suxi/an,ἡσυχία,noun,a)/gontes,ἄγω,verb,o(,ὁ,article,de\,δέ,particle,*)/aratos,Ἄρατος,proper,eu)rw/stws,a)muno/menos,lo/gxh|,λόγχη,noun,me\n,μέν,particle,e)k,ἐκ,preposition,xeiro\s,χείρ,noun,dielau/netai,διελαύνω,verb,to\n,ὁ,article,mhro/n,μηρός,noun,e)kra/thse,κρατέω,verb,de\,δέ,particle,tw=n,ὁ,article,to/pwn,τόπος,noun,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,h)=n,εἰμί,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,e)cew/sqh,ἐξωθέω,verb,me/xri,μέχρι,preposition,nukto\s,νύξ,adjective,e)noxlou/menos,ἐνοχλέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,εὔρωστος,adjective,ἀμύνω,verb,polemi/wn,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
