word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
tw=n,paqe/wn,πάθη,noun,o(ko/sa,ὁπόσος,adjective,a)mfi\,ἀμφί,preposition,th\n,ὁ,article,kioni/da,κιονίς,noun,gi/gnetai,γίγνομαι,verb,ta\,ὁ,article,me\n,μέν,particle,u(pota/mnein,ὑποτέμνω,verb,xrh\,χρή,verb,a)ll',ἀλλά,adverb,ou),οὐ,adverb,tou=,ὁ,article,pareo/ntos,πάρειμι,verb,lo/gou,λόγος,noun,h(,ὁ,article,tw=nde,ὅδε,pronoun,xeirourgi/h,χειρουργία,noun,ta\,ὁ,article,de\,δέ,particle,w(s,ὡς,conjunction,o)ce/a,ὀξύς,adjective,i)h=sqai,ἰάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*rhi+di/ws,ga\r,γάρ,particle,pni/gei,πνῖγος,noun,kai\,καί,conjunction,duspnoi/h|,δύσπνοια,noun,tina\,τις,pronoun,toute/wn,οὗτος,pronoun,ktei/nei,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/de,me/ntoi,μέντοι,particle,e)sti\,εἰμί,verb,h(\n,ὅς,pronoun,kale/omen,καλέω,verb,stafulh/n,σταφυλή,noun,te,τε,particle,kai\,καί,conjunction,kioni/da,κιονίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mfw,ga\r,γάρ,particle,cu\n,σύν,preposition,flegmasi/h|,φλεγμασία,noun,kai\,καί,conjunction,pa/xei+,πάχος,adjective,kai\,καί,conjunction,mh/kei+,μῆκος,adjective,cuni/stanta,,,i,,,w(s,ὡς,conjunction,e)s,εἰς,preposition,th\n,ὁ,article,a)rthri/hn,ἀρτηρία,noun,e)kkreme/a,ἐκκρεμής,adverb,gi/gnesqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sw|,me\n,μέν,particle,pa/xei+,πάχος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,ba/sios,βάσις,adjective,me/sfi,,,a)/krou,ἄκρον,noun,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,o(,ὁ,article,ki/wn,κίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἴσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ni/sw|,de\,δέ,particle,h(,ὁ,article,stafulh/,σταφυλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄνισος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=sde,ga\r,γάρ,particle,i)sxnh\,ἰσχνός,adjective,me\n,μέν,particle,h(,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,ou)ranou=,οὐρανός,noun,ba/sis,βάσις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,de\,δέ,particle,to\,ὁ,article,a)/kron,ἄκρος,adjective,stroggu/lh,στρογγύλος,adjective,kai\,καί,conjunction,paxei=a,παχύς,adjective,cu\n,σύν,preposition,e)ruqh/ma,,,ti,τις,pronoun,h)\,ἠέ,conjunction,pelidnw/si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|de,kai\,καί,conjunction,stafulh\n,σταφυλή,noun,e)pi/klhsin,ἐπίκλησις,noun,e)/sxhke,ἔχω,verb,to\,ὁ,article,pa/qos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,w)=n,οὖν,particle,xrh\,χρή,verb,w)ke/ws,ὠκύς,adjective,a)rh/gein,ἀρήγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/kistos,ga\r,γάρ,particle,o(,ὁ,article,a)po\,ἀπό,preposition,pnigo\s,,,o)/leqros,ὄλεθρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὠκύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,me\n,μέν,particle,w)=n,οὖν,particle,nehni/ai,νεανίης,noun,oi(,ἕ,pronoun,peponqo/tes,πάσχω,verb,e)/wsi,εἰμί,verb,ta/mnein,τέμνω,verb,th\n,ὁ,article,e)p',ἐπί,preposition,a)gkw=ni,ἀγκών,noun,fle/ba,φλέψ,noun,h)d',ἠδέ,conjunction,a)qro/on,ἀθρόος,adjective,kenou=n,κενόω,verb,me/zoni,μέγας,adverb,th=|,ὁ,article,tomh=|,τομεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ga\r,γάρ,particle,a)p',ἀπό,preposition,a)gxo/nhs,ἀγχόνη,noun,a)pe/luse,ἀπολύω,verb,th=s,ὁ,article,pnigo\s,,,h(,ὁ,article,toih/de,τοιόσδε,adjective,a)fai/resis,ἀφαίρεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,de\,δέ,particle,u(poklu/zein,ὑποκλύζω,verb,klusmw=|,κλυσμός,noun,prhe/i+,πρᾶος,adjective,e)/peita,ἔπειτα,adverb,de\,δέ,particle,drime/i+,δριμύς,adjective,a)/llote,ἄλλοτε,adverb,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,e)/s,εἰς,preposition,t',τε,particle,a)\n,ἄν,particle,e(lku/sh|,ἕλκω,verb,ti,τις,pronoun,a)/nwqen,ἄνωθεν,adverb,e)s,εἰς,preposition,meta/stasin,μετάστασις,noun,perikee/sqwsan,περικέω,verb,de\,δέ,particle,kai\,καί,conjunction,desmoi\,δεσμός,noun,sfi/ggontes,σφίγγω,verb,a)/kroisi,ἄκρον,noun,toi=si,ὁ,article,ske/lesi,σκέλος,noun,u(pe\r,ὑπέρ,preposition,sfura\,σφυρόν,noun,kai\,καί,conjunction,gou/nata,γόνυ,noun,kai\,καί,conjunction,u(/perqen,ὕπερθεν,preposition,karpw=n,καρπός,noun,kai\,καί,conjunction,ph/xewn,πῆχυς,noun,e)s,εἰς,preposition,braxi/on,,,as,,,,,,,,,,,,,,,,,,,,,,,,,,,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),de/,δέ,particle,ti,τις,pronoun,h(,ὁ,article,pni\c,πνίξ,adjective,e)pispe/rxoi,ἐπισπέρχω,verb,siku/hn,σικύα,noun,e)pi\,ἐπί,preposition,to\,ὁ,article,i)ni/on,ἰνίον,adjective,h)de\,ἠδέ,conjunction,e)s,εἰς,preposition,to\n,ὁ,article,qw/rhka,θώραξ,noun,prosba/llein,προσδαίω,verb,kai\,καί,conjunction,toute/wn,οὗτος,pronoun,e)nta/mnein,ἐντέμνω,verb,tina\,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prh/ssein,te,τε,particle,a(/panta,ἅπας,adjective,o(ko/sa,ὁπόσος,adjective,moi,ἐγώ,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,suna/gxh|,συνάγχη,noun,le/lektai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wu)to\s,ga\r,γάρ,particle,a)mfoi=n,ἄμφω,noun,o)le/qrou,ὄλεθρος,noun,tro/pos,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,kai\,καί,conjunction,toi=si,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,sto/ma,στόμα,noun,farma/koisi,φάρμακον,noun,toi=si,ὁ,article,au)te/oisi,,,xre/esqai,χράομαι,verb,kai\,καί,conjunction,stu/yesi,στῦψις,noun,kai\,καί,conjunction,malqakthri/ois,,,kai\,καί,conjunction,puri/h|,πύριος,adjective,th=|,ὁ,article,e)/cwqen,ἔξωθεν,adverb,kai\,καί,conjunction,e)pipla/smasi,ἐπίπλασμα,noun,kai\,καί,conjunction,e)s,εἰς,preposition,to\,ὁ,article,sto/ma,στόμα,noun,e)gxri/smasi,ἔγχρισμα,noun,peri\,περί,preposition,de\,δέ,particle,to\n,ὁ,article,ki/ona,κίων,adjective,h)\,ἠέ,conjunction,th\n,ὁ,article,stafulh\n,σταφυλή,noun,e)/stw,εἰμί,verb,stu=mma,στῦμμα,noun,*roo\s,,,xulo\s,χυλός,noun,me/liti,μέλι,noun,h)\,ἠέ,conjunction,u(/dati,ὕδωρ,noun,luqei=sa,λύω,verb,a)kaki/a,ἀκακία,noun,u(pokisti\s,ὑποκιστίς,noun,gh=,γῆ,noun,*sami/h,Σάμιος,proper,h)\,ἠέ,conjunction,*lhmni/h,Λήμνιος,proper,h)\,ἠέ,conjunction,ἀλλά,adverb,*sinw=pis,,,h)de\,ἠδέ,conjunction,o)mfa/kion,ὀμφάκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,e(lkw/dhs,ἑλκώδης,adverb,e)/h|,εἰμί,verb,ko/mmi,κόμμι,noun,kai\,καί,conjunction,a)/mulon,ἄμυλος,adjective,deuqe/nta,δεύομαι,verb,*ro/dwn,,,h)\,ἠέ,conjunction,foini/kwn,φοῖνιξ,noun,a)feyh/mati,ἀφέψημα,noun,kai\,καί,conjunction,ptisa/nhs,πτισάνης,noun,h)\,ἠέ,conjunction,tra/gou,τράγος,adjective,xulo/s,χυλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,de\,δέ,particle,tou=,ὁ,article,ki/onos,κίων,adjective,e)/stw,εἰμί,verb,ple/on,πλέος,adjective,ti,τις,pronoun,tw=n,ὁ,article,eu)tonwte/rwn,εὔτονος,adjective,dia\,διά,preposition,smu/rnhs,σμύρνα,noun,te,τε,particle,kai\,καί,conjunction,ko/stou,κόστον,noun,kai\,καί,conjunction,kupe/rou,κύπερον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ne/xetai,ga\r,γάρ,particle,tw=nde,ὅδε,pronoun,tw=n,ὁ,article,drime/wn,δριμύς,adjective,o(,ὁ,article,ki/wn,κίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,de\,δέ,particle,e)/mpuos,ἔμπυος,adjective,o(/de,ὅδε,pronoun,o(,ὁ,article,xw=ros,χῶρος,noun,ge/nhtai,γίγνομαι,verb,metecete/roisi,μετεξέτεροι,adjective,h)de\,ἠδέ,conjunction,ta\,ὁ,article,th=s,ὁ,article,u(perw/hs,ὑπερωέω,verb,o)ste/a,ὀστέον,noun,e)fqa/rh,φθείρω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,makro\n,μακρός,adjective,fqi/nontes,φθίω,verb,to\n,ὁ,article,bi/on,βίος,adjective,e)teleu/thsan,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐάν,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=nde,me/ntoi,μέντοι,particle,ta\,ὁ,article,a)/kea,ἄκος,noun,e(te/rwqi,ἑτέρωθι,adverb,lele/cetai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ph=,me\n,μέν,particle,cunh\,ξυνός,adjective,kai\,καί,conjunction,tw=nde,ὅδε,pronoun,pro\s,πρός,preposition,ta)/lla,ἄλλος,adjective,pa/qea,πάθος,adjective,ta\,ὁ,article,e)n,ἐν,preposition,toi=si,ὁ,article,parisqmi/oisi,παρίσθμιον,noun,i)htreih,,,ph=,πη,particle,de\,δέ,particle,i)di/h,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πη,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,flegmasi/h|,φλεγμασία,noun,kai\,καί,conjunction,a)gxo/nh|,ἀγχόνη,noun,klusmoi\,κλυσμός,noun,flebotomi/h,φλεβοτομία,noun,te/gcies,τέγξις,noun,e)pipla/sies,ἐπίπλασις,noun,puri/h,πυρία,noun,dia/desmoi,διάδεσμος,noun,siku/h,σικύα,noun,pa/nta,πᾶς,adjective,twu)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xri/sies,de\,δέ,particle,farma/kwn,φάρμακον,noun,dunatwte/rwn,δυνατός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρῖσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),ga\r,γάρ,particle,a)treme/ei,ἀτρεμέω,verb,ta\,ὁ,article,e(/lkea,ἕλκος,noun,ou)de\,οὐδέ,particle,e)sxa/rai,ἐσχάρα,noun,gi/gnontai,γίγνομαι,verb,e)pipolh=s,ἐπιπολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
