word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,e)qa/rroun,θαρσέω,verb,th=|,ὁ,article,dio/dw|,δίοδος,noun,metelqo/ntos,μετέρχομαι,verb,e)s,εἰς,preposition,au)th\n,αὐτός,pronoun,e)c,ἐκ,preposition,*)iapu/gwn,Ἰάπυγες,proper,*)anni/bou,Ἀννίβας,proper,kai\,καί,conjunction,para\,παρά,preposition,to\n,ὁ,article,*ka/lwra,,,potamo\n,ποταμός,noun,stratopedeu/ontos,στρατοπεδεύω,verb,plhsi/on,πλησίος,adjective,*benebende/wn,,,ou(\s,ὅς,pronoun,mo/nous,e)dedoi/kesan,δείδω,verb,*(rwmai/ois,,,e)/ti,ἔτι,adverb,summa/xous,σύμμαχος,adjective,o)/ntas,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,de\,δέ,particle,*)anni/bou,Ἀννίβας,proper,paro/ntos,πάρειμι,verb,a(pa/ntwn,ἅπας,adjective,katefro/noun,καταφρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sune/bh,συμβαίνω,verb,de\,δέ,particle,*)anni/ban,Ἀννίβας,proper,me/n,μέν,particle,kalou=ntos,καλέω,verb,au)to\n,αὐτός,pronoun,*)/annwnos,Ἄννων,proper,e)s,εἰς,preposition,*leukanou\s,Λευκανοί,proper,dielqei=n,διέρχομαι,verb,ta\,ὁ,article,polla\,πολύς,adjective,th=s,ὁ,article,kataskeuh=s,κατασκευή,noun,e)n,ἐν,preposition,tw=|,ὁ,article,peri\,περί,preposition,*benebento\n,,,stratope/dw|,στρατόπεδον,noun,met',μετά,preposition,o)li/ghs,froura=s,φρουρά,noun,katalipo/nta,καταλιμπάνω,verb,duoi=n,δύο,adjective,de\,δέ,particle,*(rwmai/ois,,,strathgou/ntoin,στρατηγέω,verb,u(pa/toin,ὕπατος,adjective,*fouloui/ou,,,te,τε,particle,*fla/kkou,,,kai\,καί,conjunction,*klaudi/ou,Κλαύδιος,proper,*)appi/ou,Ἄππιος,proper,to\n,e(/teron,ἕτερος,adjective,au)toi=n,αὐτός,pronoun,puqo/menon,πύθω,verb,e)pidramei=n,ἐπιτρέχω,verb,toi=s,ὁ,article,*kampanoi=s,Καμπανοί,proper,diafe/rousi,διαφέρω,verb,ὀλίγος,adjective,ὁ,article,ta\,ὁ,article,qe/rh,θέρος,noun,kai\,καί,conjunction,pollou\s,πολύς,adjective,me\n,μέν,particle,oi(=a,οἷος,adjective,a)paraskeu/ous,ἀπαράσκευος,adjective,diafqei=rai,διαφθείρω,verb,kai\,καί,conjunction,to\n,ὁ,article,si=ton,σῖτος,noun,*benebendeu=si,,,dou=nai,δίδωμι,verb,labei=n,λαμβάνω,verb,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,*)anni/bou,Ἀννίβας,proper,kai\,καί,conjunction,th\n,ὁ,article,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,paraskeuh\n,παρασκευή,noun,a(rpa/sai,ἁρπάζω,verb,kai\,καί,conjunction,*kapu/hn,καπύω,verb,e)/ti,ἔτι,adverb,o)/ntos,εἰμί,verb,e)n,ἐν,preposition,*leukanoi=s,Λευκανοί,proper,*)anni/bou,Ἀννίβας,proper,peritafreu=sai/,περιταφρεύω,verb,te,τε,particle,kai\,καί,conjunction,e)pi\,ἐπί,preposition,th=|,ὁ,article,ta/frw|,τάφρος,noun,periteixi/sai,περιτειχίζω,verb,pa=san,πᾶς,adjective,e)n,ἐν,preposition,ku/klw|,κύκλος,noun
kai\,καί,conjunction,tou=de,ὅδε,pronoun,tou=,ὁ,article,periteixi/smatos,περιτείχισμα,noun,e)kto\s,ἐκτός,adverb,a)/llo,ἄλλος,adjective,poih/santes,ποιέω,verb,oi(,ὁ,article,strathgoi\,στρατηγός,noun,to\,ὁ,article,meson,,,ei)=xon,ἔχω,verb,a)nti\,ἀντί,preposition,stratope/dou,στρατόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pa/lceis,ἔπαλξις,noun,d',δέ,particle,h)=san,εἰμί,verb,au)toi=s,αὐτός,pronoun,ai(,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,*kapuai/ous,,,poliorkoume/nous,πολιορκέω,verb,ai(,ὁ,article,d',δέ,particle,e)s,εἰς,preposition,tou\s,ὁ,article,e)/cwqen,ἔξωθεν,adverb,e)pio/ntas,ἔπειμι,verb,e)pestramme/nai,ἐπιστρέφω,verb,h(/,ὅς,pronoun,te,τε,particle,o)/yis,ὄψις,noun,h)=n,εἰμί,verb,po/lews,mega/lhs,μέγας,adverb,smikrote/ran,μικρός,adjective,e)xou/shs,ἔχω,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,periteixi/smatos,περιτείχισμα,noun,e)s,εἰς,preposition,th\n,ὁ,article,*kapu/hn,καπύω,verb,dia/sthma,διάστημα,noun,dista/dion,διστάδιος,adjective,h)=n,εἰμί,verb,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,w(=|,ὅς,pronoun,pollai\,πολύς,adjective,e)gi/gnonto,γίγνομαι,verb,pei=rai,πεῖρα,noun,kai\,καί,conjunction,sumbolai\,συμβολή,noun,kaq',κατά,preposition,e(ka/sthn,ἕκαστος,adjective,h(me/ran,ἡμέρα,noun,polla\,πολύς,adjective,d',δέ,particle,w(s,ὡς,conjunction,e)n,ἐν,preposition,qea/trw|,θέατρον,noun,mesoteixi/w|,μεσοτείχιος,adjective,monoma/xia,μονομάχιον,noun,prokaloume/nwn,προκαλέω,verb,a)llh/lous,ἀλλήλων,pronoun,tw=n,ὁ,article,a)ri/stwn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,tis,τις,pronoun,*kapuai=os,,,*taure/as,Ταυρέης,proper,*(rwmai/wn,,,e)n,ἐν,preposition,monomaxi/w|,μονομάχιον,noun,*klau/dion,Κλαύδιος,proper,*)/asellon,,,perifeu/gwn,περιφεύγω,verb,u(pexw/rei,ὑποχωρέω,verb,me/xri,μέχρι,preposition,toi=s,ὁ,article,*kapuai/wn,,,tei/xesin,τεῖχος,noun,o(,ὁ,article,*)/asellos,,,e)gku/rsas,ἐγκύρω,verb,kai\,καί,conjunction,to\n,ὁ,article,i(/ppon,ou),οὐ,adverb,duna/menos,δύναμαι,verb,e)k,ἐκ,preposition,th=s,ὁ,article,r(u/mhs,ῥύμη,adjective,e)pistre/yai,ἐπιστρέφω,verb,dia\,διά,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,pulw=n,πύλη,adjective,e)s,εἰς,preposition,th\n,ὁ,article,*kapu/hn,καπύω,verb,e)sh/lato,su\n,σύν,preposition,o(rmh=|,ὁρμή,noun,kai\,καί,conjunction,diippeu/sas,διιππεύω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,o(/lhn,ὅλος,adjective,ἵππος,noun,εἰσάλλομαι,verb,kata\,κατά,preposition,ta\s,ὁ,article,e(te/ras,ἕτερος,adjective,e)ce/dramen,ἐκδιδράσκω,verb,e)s,εἰς,preposition,tou\s,ὁ,article,e)pi\,ἐπί,preposition,qa/tera,ἕτερος,adjective,*(rwmai/ous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,ou(/tw,οὕτως,adverb,parabo/lws,παράβολος,adjective,diesw/zeto,διασῴζω,verb,*)anni/bas,Ἀννίβας,proper,de\,δέ,particle,th=s,ὁ,article,xrei/as,χρεία,noun,yeusqei\s,ψεύδω,verb,e)f',ἐπί,preposition,h(\n,ὅς,pronoun,e)s,εἰς,preposition,*leukanou\s,Λευκανοί,proper,meteke/klhto,μετακαλέω,verb,a)ne/strefen,ἀναστρέφω,verb,e)s,εἰς,preposition,*kapu/hn,καπύω,verb,me/ga,μέγας,adverb,poiou/menos,mh\,μή,conjunction,periidei=n,περεῖδον,verb,po/lin,πόλις,adjective,mega/lhn,μέγας,adverb,kai\,καί,conjunction,eu)/kairon,εὔκαιρος,adjective,u(po\,ὑπό,preposition,*(rwmai/ois,,,genome/nhn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosbalw\n,προσδαίω,verb,de\,δέ,particle,tw=|,ὁ,article,periteixi/smati,περιτείχισμα,noun,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,dunhqei/s,δύναμαι,verb,mhd',μηδέ,particle,e)pinow=n,ἐπινοέω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)spe/myeien,εἰσπέμπω,verb,h)\,ἠέ,conjunction,si=ton,σῖτος,noun,h)\,ἠέ,conjunction,stratia/n,στρατία,noun,ou)deno\s,οὐδείς,pronoun,ou)d',a)p',ἀπό,preposition,e)kei/nwn,ἐκεῖνος,pronoun,au)tw=|,αὐτός,pronoun,sumbalei=n,συμβάλλω,verb,duname/nou,δύναμαι,verb,dia\,διά,preposition,th\n,ὁ,article,e)pitei/xisin,ἐπιτείχισις,noun,pa/nth|,πάντῃ,adverb,perilamba/nousan,περιλάω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,*(rw/mhn,,,h)pei/geto,panti\,πᾶς,adjective,tw=|,ὁ,article,stratw=|,στρατός,noun,punqano/menos,πυνθάνομαι,verb,me\n,μέν,particle,ka)kei/nous,ἐκεῖνος,pronoun,u(po\,ὑπό,preposition,οὐδέ,particle,ἐπείγω,verb,limou=,λιμός,noun,pie/zesqai,πιέζω,verb,e)lpi/zwn,ἐλπίζω,verb,de\,δέ,particle,tou\s,ὁ,article,strathgou\s,στρατηγός,noun,au)tw=n,αὐτός,pronoun,a)po\,ἀπό,preposition,*kapu/hs,,,a)nasth/sein,ἀνίστημι,verb,h)\,ἠέ,conjunction,au)to/s,αὐτός,pronoun,ti,τις,pronoun,*kapu/hs,,,mei=zon,μέγας,adverb,e)rga/sesqai,ἐργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunto/nw|,σύντονος,adjective,de\,δέ,particle,spoudh=|,σπουδή,noun,dielqw\n,διέρχομαι,verb,e)/qnh,ἔθνος,adjective,polla\,πολύς,adjective,kai\,καί,conjunction,pole/mia,πολέμιος,adjective,tw=n,ὁ,article,me\n,μέν,particle,ou),οὐ,adverb,dunhqe/ntwn,δύναμαι,verb,au)to\n,αὐτός,pronoun,e)pisxei=n,ἐπέχω,verb,tw=n,ὁ,article,de\,δέ,particle,ou)de\,οὐδέ,particle,e)s,εἰς,preposition,pei=ran,πεῖρα,noun,e)lqei=n,ἔρχομαι,verb,u(posta/ntwn,a)po\,ἀπό,preposition,du/o,δύο,adjective,kai\,καί,conjunction,tria/konta,τριάκοντα,noun,sradi/wn,,,th=s,ὁ,article,*(rw/mhs,,,e)stratope/deusen,στρατοπεδεύω,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,*)anih=nos,,,potamou=,ποταμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,ὑφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,po/lis,πόλις,adjective,e)qorubh/qh,θορυβέω,verb,qo/rubon,θόρυβος,noun,oi(=on,οἷος,adjective,ou),οὐ,adverb,pro/teron,πρότερος,adjective,oi)kei=on,οἰκεῖος,adjective,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,e)/xontes,ἔχω,verb,i(kano/no(\,,,ga\r,γάρ,particle,ei)=xon,ἔχω,verb,e)n,ἐν,preposition,*kampani/a|,,,to/te,τότε,adverb,h)=n',εἰμί,verb,polemi/ou,πολέμιος,adjective,de\,stratou=,στρατός,noun,tosou=de,τοσόσδε,adjective,sfi/sin,σφεῖς,pronoun,e)pista/ntos,ἐφίστημι,verb,a)/fnw,ἄφνω,adverb,kai\,καί,conjunction,strathgou=,στρατηγός,noun,di',διά,preposition,a)reth\n,ἀρετή,noun,kai\,καί,conjunction,eu)tuxi/an,εὐτυχία,noun,a)ma/xou,ἄμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,oi(,ὁ,article,me\n,μέν,particle,duna/menoi,δύναμαι,verb,fe/rein,φέρω,verb,o(/pla,ὅπλον,noun,ta\s,ὁ,article,pu/las,πύλη,adjective,e)fu/lasson,φυλάσσω,verb,oi(,ὁ,article,de\,δέ,particle,ge/rontes,γέρων,noun,e)s,εἰς,preposition,to\,ὁ,article,tei=xos,τεῖχος,noun,a)neph/dwn,ἀναπηδάω,verb,gu/naia,de\,δέ,particle,kai\,καί,conjunction,paidi/a,παιδία,noun,li/qous,λίθος,adjective,kai\,καί,conjunction,be/lh,βέλος,noun,pare/feron,παραφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γύναιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,a)grw=n,ἄγρα,noun,sune/qeon,συνθέω,verb,e)s,εἰς,preposition,to\,ὁ,article,a)/stu,ἄστυ,noun,dro/mw|,δρόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boh=s,βοείη,noun,de\,δέ,particle,pammigou=s,παμμιγής,adverb,kai\,καί,conjunction,qrh/nwn,θρῆνος,noun,kai\,καί,conjunction,eu)xw=n,εὖχος,noun,kai\,καί,conjunction,parakeleu/sewn,παρακέλευσις,noun,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,pa/nta,πᾶς,adjective,mesta\,μεστός,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)si\,εἰμί,verb,d',δέ,particle,au)tw=n,αὐτός,pronoun,oi(\,ἕ,pronoun,th\n,ὁ,article,ge/furan,γέφυρα,adjective,th\n,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,*)anih=nos,,,e)kdramo/ntes,ἐκτρέχω,verb,e)/kopton,κόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikro\n,μικρός,adjective,de/,δέ,particle,ti,τις,pronoun,poli/xnion,πολίχνη,noun,*(rwmai=oi/,,,pote,ποτέ,particle,e)piteixi/zontes,ἐπιτειχίζω,verb,*ai)kanoi=s,,,*)/albhn,,,a)po\,ἀπό,preposition,th=s,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,mhtropo/lews,μητρόπολις,adjective,e)ka/lesan,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\n,σύν,preposition,xro/nw|,χρόνος,noun,d',δέ,particle,e)pisu/rontes,ἐπισύρω,verb,h)\,ἠέ,conjunction,diafqei/rontes,διαφθείρω,verb,h)\,ἠέ,conjunction,e)s,εἰς,preposition,th\n,ὁ,article,*)albanw=n,,,su/gkrisin,σύγκρισις,noun,*)albhse/as,,,au)tou\s,αὐτός,pronoun,kalou=sin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,to/te,τότε,adverb,tw=n,ὁ,article,*)albhse/wn,,,e)s,εἰς,preposition,*(rw/mhn,,,disxi/lioi,δισχίλιοι,adjective,dro/mw|,δρόμος,noun,die/qeon,διαθέω,verb,tou=,ὁ,article,kindu/nou,κίνδυνος,noun,metasxei=n,μετέχω,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,a)fiknou=nto,ἀφικνέομαι,verb,kai\,καί,conjunction,w(pli/zonto,ὁπλίζω,verb,kai\,καί,conjunction,ta\s,ὁ,article,pu/las,πύλη,adjective,e)frou/roun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φρουρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
